new,host,ttl,a,soa,status_code,cname,ns,txt,mx
[x],blog.observu.com,300,37.48.122.137,"{'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,
[x],bounces.observu.com,300,,"{'name': 'sparkpostmail.com', 'ns': 'ns-1855.awsdns-39.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'sparkpostmail.com', 'ns': 'ns-1855.awsdns-39.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'sparkpostmail.com', 'ns': 'ns-1855.awsdns-39.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,sparkpostmail.com,"ns-775.awsdns-32.net, ns-1361.awsdns-42.org, ns-1855.awsdns-39.co.uk, ns-304.awsdns-38.com","202309142210142gjgf5fwokyagxwm41zux4qqpsky7k3ybnkqsbic1mlkhki0he, google-site-verification=yCMV3z3BhBaINi0V033HnfTi9xkQjpIZ4DM4ywSlwUs, v=spf1 exists:%{i}._spf.sparkpostmail.com ~all, yahoo-verification-key=3FbuT+COxdPHeqY8GDS1MS5lZ+Y4R0w0MCU5RmkGdic=",
[x],do-ams-checker-1.servers.observu.com,900,,"{'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,
[x],do-lnd-checker-1.servers.observu.com,300,159.65.84.76,"{'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,
[x],do-nyc-checker-1.servers.observu.com,300,162.243.25.107,"{'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,
[x],m.observu.com,900,,"{'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,
[x],observu.com,600,52.45.110.95,"{'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-1737.awsdns-25.co.uk, ns-1526.awsdns-62.org, ns-895.awsdns-47.net, ns-69.awsdns-08.com","google-site-verification=27eKYsaLAsBo-vwZyXSPBwx2T0C4ZavosEq064GMSHM, v=spf1 a mx include:_spf.google.com  -all","alt1.aspmx.l.google.com, alt3.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com, alt4.aspmx.l.google.com"
[x],static.test.observu.com,86400,"3.167.54.110, 3.167.54.13, 3.167.54.18, 3.167.54.159","{'name': 'd2xp7jxzfz0t6z.cloudfront.net', 'ns': 'ns-1171.awsdns-18.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2xp7jxzfz0t6z.cloudfront.net', 'ns': 'ns-1171.awsdns-18.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2xp7jxzfz0t6z.cloudfront.net', 'ns': 'ns-1171.awsdns-18.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,d2xp7jxzfz0t6z.cloudfront.net,"ns-778.awsdns-33.net, ns-9.awsdns-01.com, ns-1171.awsdns-18.org, ns-2000.awsdns-58.co.uk",,
[x],www.observu.com,600,52.45.110.95,"{'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'observu.com', 'ns': 'ns-1526.awsdns-62.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,
