input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,tech_,cdn,tls_expired,final_url,csp_domains_
newsroom.pinterest.com,Pinterest Newsroom,200,87671,newsroom.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,newsroom.pinterest.com,443,https://newsroom.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,-694030682,151.101.192.84,837,False,fastly,PHP,True,,https://newsroom.pinterest.com/en,https://tag.demandbase.com
nl.pinterest.com,Pinterest - Nederland,200,260837,nl.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,nl.pinterest.com,443,https://nl.pinterest.com:443,https,,text/html,GET,104.75.88.209,/,1528355650,104.75.88.209,39,False,,React,,,,servedby.flashtalking.com
no.pinterest.com,Pinterest - Norge,200,260417,no.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,no.pinterest.com,443,https://no.pinterest.com:443,https,,text/html,GET,72.246.31.136,/,1528355650,72.246.31.136,39,False,,React,,,,*.google-analytics.com
ns10.pinterest.com,Origin DNS error | ns10.pinterest.com | Cloudflare,530,6203,ns10.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-08T00:00:00Z,2024-07-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",pinterest.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,290da65fca4f4c5a2141520ff224bb66,ce3d78b85d1d65a1ff8adad32be803fc95931483b544bfe12884a92e7bfb55a1,True,ctls,ns10.pinterest.com,443,https://ns10.pinterest.com:443,https,cloudflare,text/html,GET,162.159.0.254,/,-265852294,2400:cb00:2049:1::a29f:fe,92,False,cloudflare,Cloudflare,True,,,
ns11.pinterest.com,Origin DNS error | ns11.pinterest.com | Cloudflare,530,6203,ns11.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-08T00:00:00Z,2024-07-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",pinterest.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,290da65fca4f4c5a2141520ff224bb66,ce3d78b85d1d65a1ff8adad32be803fc95931483b544bfe12884a92e7bfb55a1,True,ctls,ns11.pinterest.com,443,https://ns11.pinterest.com:443,https,cloudflare,text/html,GET,162.159.8.111,/,-288486507,2400:cb00:2049:1::a29f:86f,92,False,cloudflare,Cloudflare,True,,,
ns9.pinterest.com,Origin DNS error | ns9.pinterest.com | Cloudflare,530,6200,ns9.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-08T00:00:00Z,2024-07-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",pinterest.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,290da65fca4f4c5a2141520ff224bb66,ce3d78b85d1d65a1ff8adad32be803fc95931483b544bfe12884a92e7bfb55a1,True,ctls,ns9.pinterest.com,443,https://ns9.pinterest.com:443,https,cloudflare,text/html,GET,162.159.1.250,/,-2089865152,2400:cb00:2049:1::a29f:1fa,92,False,cloudflare,Cloudflare,True,,,
origin-api.pinterest.com,,404,,origin-api.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-30T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b2b1c1cd0096270ace87657521563dd7,744d365e55e2bf500b6e46d0739e40dd32c360725ef1b423dad2f9fcad9a85b4,True,ctls,origin-api.pinterest.com,443,https://origin-api.pinterest.com:443,https,envoy,,GET,100.24.146.189,/,-1840324437,34.224.188.206,1,False,,Envoy,,,,
origin.pinterest.com,,404,,origin.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-30T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b2b1c1cd0096270ace87657521563dd7,744d365e55e2bf500b6e46d0739e40dd32c360725ef1b423dad2f9fcad9a85b4,True,ctls,origin.pinterest.com,443,https://origin.pinterest.com:443,https,envoy,,GET,54.158.38.148,/,-1840324437,54.159.1.134,1,False,,Envoy,,,,
partners-api.pinterest.com,,404,97,partners-api.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,partners-api.pinterest.com,443,https://partners-api.pinterest.com:443,https,,application/json,GET,151.101.0.84,/,-1141253314,151.101.192.84,1,False,fastly,Envoy,True,,,
partners.pinterest.com,Pinterest Partners: Work With Approved Partners | Pinterest Business,200,85203,business.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,business.pinterest.com,80,http://partners.pinterest.com:80,http,,text/html,GET,151.101.0.84,/,48558457,151.101.192.84,5,False,fastly,React,True,,https://business.pinterest.com/en-gb/pinterest-business-partners/,pinterest-anaheim.s3.us-east-1.amazonaws.com
passets-ak.pinterest.com,,403,243,passets-ak.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,passets-ak.pinterest.com,443,https://passets-ak.pinterest.com:443,https,,application/xml,GET,146.75.120.84,/,1321306539,2a04:4e42:8e::84,2,False,fastly,HTTP/3,True,,,
passets-cdn.pinterest.com,,403,243,passets-cdn.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,passets-cdn.pinterest.com,443,https://passets-cdn.pinterest.com:443,https,,application/xml,GET,146.75.120.84,/,1321306539,2a04:4e42:8d::84,2,False,fastly,HTTP/3,True,,,
passets-ec.pinterest.com,,403,243,passets-ec.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,passets-ec.pinterest.com,443,https://passets-ec.pinterest.com:443,https,,application/xml,GET,146.75.116.84,/,1321306539,2a04:4e42:8d::84,2,False,fastly,HTTP/3,True,,,
passets.pinterest.com,,403,243,passets.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,passets.pinterest.com,443,https://passets.pinterest.com:443,https,,application/xml,GET,104.75.88.209,/,1321306539,2a04:4e42:8d::84,2,False,,HTTP/3,,,,
pinlogs.s3.amazonaws.com,,403,243,pinlogs.s3.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2023-12-19T23:59:59Z,CN=*.s3.amazonaws.com,*.s3.amazonaws.com,,s3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5c786d7d836f7ec7d65e625b0bca2ab2,25b0a7826fcb8f6ae0c7bc14d8e53ea2741097aac08c7243810f2a739d63f6c4,True,ctls,pinlogs.s3.amazonaws.com,443,https://pinlogs.s3.amazonaws.com:443,https,AmazonS3,application/xml,GET,52.216.37.17,/,164031060,3.5.29.206,2,False,,Amazon Web Services,,,,
pinlogs.s3.us-east-1.amazonaws.com,,403,243,pinlogs.s3.us-east-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-11T00:00:00Z,2023-12-20T23:59:59Z,CN=s3.amazonaws.com,s3.amazonaws.com,,s3-deprecated.us-east-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e6c74e7bcc0a301938b7a3509ca3ace,31494611b3e6659b4e9a3af805171907756aee7e37d017bcc27104768c785fbd,True,ctls,pinlogs.s3.us-east-1.amazonaws.com,443,https://pinlogs.s3.us-east-1.amazonaws.com:443,https,AmazonS3,application/xml,GET,16.182.97.58,/,3201731,52.217.91.48,2,False,,Amazon Web Services,,,,
pinterest-aberdeen.s3.amazonaws.com,,403,275,pinterest-aberdeen.s3.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2023-12-19T23:59:59Z,CN=*.s3.amazonaws.com,*.s3.amazonaws.com,,s3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5c786d7d836f7ec7d65e625b0bca2ab2,25b0a7826fcb8f6ae0c7bc14d8e53ea2741097aac08c7243810f2a739d63f6c4,True,ctls,pinterest-aberdeen.s3.amazonaws.com,443,https://pinterest-aberdeen.s3.amazonaws.com:443,https,AmazonS3,application/xml,GET,3.5.29.206,/,1414588661,54.231.233.73,2,False,,Amazon Web Services,,,,
pinterest-aberdeen.s3.us-east-1.amazonaws.com,,403,243,pinterest-aberdeen.s3.us-east-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-11T00:00:00Z,2023-12-20T23:59:59Z,CN=s3.amazonaws.com,s3.amazonaws.com,,s3-deprecated.us-east-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e6c74e7bcc0a301938b7a3509ca3ace,31494611b3e6659b4e9a3af805171907756aee7e37d017bcc27104768c785fbd,True,ctls,pinterest-aberdeen.s3.us-east-1.amazonaws.com,443,https://pinterest-aberdeen.s3.us-east-1.amazonaws.com:443,https,AmazonS3,application/xml,GET,52.216.76.72,/,541495071,52.216.209.42,2,False,,Amazon Web Services,,,,
pinterest-anaheim.s3.amazonaws.com,,403,263,pinterest-anaheim.s3.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2023-12-19T23:59:59Z,CN=*.s3.amazonaws.com,*.s3.amazonaws.com,,s3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5c786d7d836f7ec7d65e625b0bca2ab2,25b0a7826fcb8f6ae0c7bc14d8e53ea2741097aac08c7243810f2a739d63f6c4,True,ctls,pinterest-anaheim.s3.amazonaws.com,443,https://pinterest-anaheim.s3.amazonaws.com:443,https,AmazonS3,application/xml,GET,3.5.29.248,/,-1878501862,52.216.62.233,2,False,,Amazon Web Services,,,,
pinterest-anaheim.s3.us-east-1.amazonaws.com,,403,243,pinterest-anaheim.s3.us-east-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-11T00:00:00Z,2023-12-20T23:59:59Z,CN=s3.amazonaws.com,s3.amazonaws.com,,s3-deprecated.us-east-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e6c74e7bcc0a301938b7a3509ca3ace,31494611b3e6659b4e9a3af805171907756aee7e37d017bcc27104768c785fbd,True,ctls,pinterest-anaheim.s3.us-east-1.amazonaws.com,443,https://pinterest-anaheim.s3.us-east-1.amazonaws.com:443,https,AmazonS3,application/xml,GET,52.217.140.50,/,-440699001,52.217.37.104,2,False,,Amazon Web Services,,,,
pinterest-hilo.s3.amazonaws.com,,403,263,pinterest-hilo.s3.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2023-12-19T23:59:59Z,CN=*.s3.amazonaws.com,*.s3.amazonaws.com,,s3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5c786d7d836f7ec7d65e625b0bca2ab2,25b0a7826fcb8f6ae0c7bc14d8e53ea2741097aac08c7243810f2a739d63f6c4,True,ctls,pinterest-hilo.s3.amazonaws.com,443,https://pinterest-hilo.s3.amazonaws.com:443,https,AmazonS3,application/xml,GET,3.5.29.248,/,1518523092,52.216.62.233,2,False,,Amazon Web Services,,,,
pinterest-hilo.s3.us-east-1.amazonaws.com,,403,243,pinterest-hilo.s3.us-east-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-11T00:00:00Z,2023-12-20T23:59:59Z,CN=s3.amazonaws.com,s3.amazonaws.com,,s3-deprecated.us-east-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e6c74e7bcc0a301938b7a3509ca3ace,31494611b3e6659b4e9a3af805171907756aee7e37d017bcc27104768c785fbd,True,ctls,pinterest-hilo.s3.us-east-1.amazonaws.com,443,https://pinterest-hilo.s3.us-east-1.amazonaws.com:443,https,AmazonS3,application/xml,GET,52.216.241.24,/,-712807812,52.216.8.78,2,False,,Amazon Web Services,,,,
pinterest-media-upload.s3-accelerate.amazonaws.com,,403,243,pinterest-media-upload.s3-accelerate.amazonaws.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T00:00:00Z,2024-01-11T23:59:59Z,CN=*.s3-accelerate.amazonaws.com,*.s3-accelerate.amazonaws.com,,*.cf-ofp-eu-west-3c.s3-accelerate.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,642d4642b125c2fede731d7d9cfc8c1b,72340188b464aac10ef9449aacc77d17fee570afc1a8fa756bd5a13478b83933,True,ctls,pinterest-media-upload.s3-accelerate.amazonaws.com,443,https://pinterest-media-upload.s3-accelerate.amazonaws.com:443,https,AmazonS3,application/xml,GET,108.138.6.118,/,1976542541,108.138.6.118,2,False,cloudfront,Amazon Web Services,True,,,
pinterest-media-upload.s3.amazonaws.com,,403,243,pinterest-media-upload.s3.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2023-12-19T23:59:59Z,CN=*.s3.amazonaws.com,*.s3.amazonaws.com,,s3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5c786d7d836f7ec7d65e625b0bca2ab2,25b0a7826fcb8f6ae0c7bc14d8e53ea2741097aac08c7243810f2a739d63f6c4,True,ctls,pinterest-media-upload.s3.amazonaws.com,443,https://pinterest-media-upload.s3.amazonaws.com:443,https,AmazonS3,application/xml,GET,52.216.209.121,/,1947662410,3.5.28.136,2,False,,Amazon Web Services,,,,
pinterest-media-upload.s3.us-east-1.amazonaws.com,,403,243,pinterest-media-upload.s3.us-east-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-11T00:00:00Z,2023-12-20T23:59:59Z,CN=s3.amazonaws.com,s3.amazonaws.com,,s3-deprecated.us-east-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e6c74e7bcc0a301938b7a3509ca3ace,31494611b3e6659b4e9a3af805171907756aee7e37d017bcc27104768c785fbd,True,ctls,pinterest-media-upload.s3.us-east-1.amazonaws.com,443,https://pinterest-media-upload.s3.us-east-1.amazonaws.com:443,https,AmazonS3,application/xml,GET,52.217.132.74,/,541847251,52.216.34.162,2,False,,Amazon Web Services,,,,
pinterest-milwaukee.s3.amazonaws.com,,403,243,pinterest-milwaukee.s3.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2023-12-19T23:59:59Z,CN=*.s3.amazonaws.com,*.s3.amazonaws.com,,s3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5c786d7d836f7ec7d65e625b0bca2ab2,25b0a7826fcb8f6ae0c7bc14d8e53ea2741097aac08c7243810f2a739d63f6c4,True,ctls,pinterest-milwaukee.s3.amazonaws.com,443,https://pinterest-milwaukee.s3.amazonaws.com:443,https,AmazonS3,application/xml,GET,52.216.209.121,/,677522480,3.5.28.136,2,False,,Amazon Web Services,,,,
pinterest-milwaukee.s3.us-east-1.amazonaws.com,,403,243,pinterest-milwaukee.s3.us-east-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-11T00:00:00Z,2023-12-20T23:59:59Z,CN=s3.amazonaws.com,s3.amazonaws.com,,s3-deprecated.us-east-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e6c74e7bcc0a301938b7a3509ca3ace,31494611b3e6659b4e9a3af805171907756aee7e37d017bcc27104768c785fbd,True,ctls,pinterest-milwaukee.s3.us-east-1.amazonaws.com,443,https://pinterest-milwaukee.s3.us-east-1.amazonaws.com:443,https,AmazonS3,application/xml,GET,52.216.42.58,/,-1786567464,52.217.88.248,2,False,,Amazon Web Services,,,,
pinterest-plymouth.s3.amazonaws.com,,403,243,pinterest-plymouth.s3.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2023-12-19T23:59:59Z,CN=*.s3.amazonaws.com,*.s3.amazonaws.com,,s3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5c786d7d836f7ec7d65e625b0bca2ab2,25b0a7826fcb8f6ae0c7bc14d8e53ea2741097aac08c7243810f2a739d63f6c4,True,ctls,pinterest-plymouth.s3.amazonaws.com,443,https://pinterest-plymouth.s3.amazonaws.com:443,https,AmazonS3,application/xml,GET,52.216.38.17,/,-134249646,3.5.28.104,2,False,,Amazon Web Services,,,,
pinterest-plymouth.s3.us-east-1.amazonaws.com,,403,243,pinterest-plymouth.s3.us-east-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-11T00:00:00Z,2023-12-20T23:59:59Z,CN=s3.amazonaws.com,s3.amazonaws.com,,s3-deprecated.us-east-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e6c74e7bcc0a301938b7a3509ca3ace,31494611b3e6659b4e9a3af805171907756aee7e37d017bcc27104768c785fbd,True,ctls,pinterest-plymouth.s3.us-east-1.amazonaws.com,443,https://pinterest-plymouth.s3.us-east-1.amazonaws.com:443,https,AmazonS3,application/xml,GET,52.216.60.138,/,-1220466310,54.231.199.58,2,False,,Amazon Web Services,,,,
pinterest-poughkeepsie.s3.amazonaws.com,,403,263,pinterest-poughkeepsie.s3.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2023-12-19T23:59:59Z,CN=*.s3.amazonaws.com,*.s3.amazonaws.com,,s3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5c786d7d836f7ec7d65e625b0bca2ab2,25b0a7826fcb8f6ae0c7bc14d8e53ea2741097aac08c7243810f2a739d63f6c4,True,ctls,pinterest-poughkeepsie.s3.amazonaws.com,443,https://pinterest-poughkeepsie.s3.amazonaws.com:443,https,AmazonS3,application/xml,GET,3.5.29.248,/,925597389,52.216.62.233,2,False,,Amazon Web Services,,,,
pinterest-poughkeepsie.s3.us-east-1.amazonaws.com,,403,243,pinterest-poughkeepsie.s3.us-east-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-11T00:00:00Z,2023-12-20T23:59:59Z,CN=s3.amazonaws.com,s3.amazonaws.com,,s3-deprecated.us-east-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e6c74e7bcc0a301938b7a3509ca3ace,31494611b3e6659b4e9a3af805171907756aee7e37d017bcc27104768c785fbd,True,ctls,pinterest-poughkeepsie.s3.us-east-1.amazonaws.com,443,https://pinterest-poughkeepsie.s3.us-east-1.amazonaws.com:443,https,AmazonS3,application/xml,GET,54.231.162.26,/,453752254,54.231.226.98,2,False,,Amazon Web Services,,,,
pinterest-salvador.s3.us-east-1.amazonaws.com,,403,243,pinterest-salvador.s3.us-east-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-11T00:00:00Z,2023-12-20T23:59:59Z,CN=s3.amazonaws.com,s3.amazonaws.com,,s3-deprecated.us-east-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e6c74e7bcc0a301938b7a3509ca3ace,31494611b3e6659b4e9a3af805171907756aee7e37d017bcc27104768c785fbd,True,ctls,pinterest-salvador.s3.us-east-1.amazonaws.com,443,https://pinterest-salvador.s3.us-east-1.amazonaws.com:443,https,AmazonS3,application/xml,GET,16.182.74.26,/,-1369851721,3.5.20.173,2,False,,Amazon Web Services,,,,
pinterest-sim-toontown.s3.amazonaws.com,,403,243,pinterest-sim-toontown.s3.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2023-12-19T23:59:59Z,CN=*.s3.amazonaws.com,*.s3.amazonaws.com,,s3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5c786d7d836f7ec7d65e625b0bca2ab2,25b0a7826fcb8f6ae0c7bc14d8e53ea2741097aac08c7243810f2a739d63f6c4,True,ctls,pinterest-sim-toontown.s3.amazonaws.com,443,https://pinterest-sim-toontown.s3.amazonaws.com:443,https,AmazonS3,application/xml,GET,52.217.112.185,/,1840191671,54.231.131.201,2,False,,Amazon Web Services,,,,
pinterest-tolu.s3.amazonaws.com,,403,275,pinterest-tolu.s3.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2023-12-19T23:59:59Z,CN=*.s3.amazonaws.com,*.s3.amazonaws.com,,s3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5c786d7d836f7ec7d65e625b0bca2ab2,25b0a7826fcb8f6ae0c7bc14d8e53ea2741097aac08c7243810f2a739d63f6c4,True,ctls,pinterest-tolu.s3.amazonaws.com,443,https://pinterest-tolu.s3.amazonaws.com:443,https,AmazonS3,application/xml,GET,3.5.29.206,/,-1373289933,54.231.233.73,2,False,,Amazon Web Services,,,,
