new,host,a,cname,mx,soa,ns,txt,status_code,cdn,cdn-name,aaaa,caa,has_internal_ips,internal_ips
[x],salesloft.oroinc.com,"52.44.1.217, 3.93.29.37, 52.4.226.173",custom-tracking.salesloft.com,,"ns-834.awsdns-40.net, awsdns-hostmaster.amazon.com","ns-1248.awsdns-28.org, ns-1651.awsdns-14.co.uk, ns-482.awsdns-60.com, ns-834.awsdns-40.net",,NOERROR,,,,"comodoca.com, digicert.com, letsencrypt.org, pki.goog",,
[x],satis.oroinc.com,34.98.91.156,,,"ns11.constellix.com, dns.constellix.com",,,NOERROR,True,google,2600:1901:0:3987::,,,
[x],scc-qbuilder.dev.oroinc.com,88.99.56.40,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],sdwww18.dev.oroinc.com,88.99.56.40,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],shop.animalsupply.dev.oroinc.com,104.198.255.66,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,True,google,,,,
[x],skoshelieva-commerce-crm-ee-pgsql.qa.oroinc.com,88.99.56.40,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],skoshelieva-commerce-crm-mysql.qa.oroinc.com,88.99.56.40,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],skoshelieva-platform-mysql.qa.oroinc.com,88.99.56.40,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],stage.dev.oroinc.com,34.98.103.99,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-c3.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c1.googledomains.com, ns-cloud-c4.googledomains.com",,NOERROR,True,google,,,,
[x],static.oroinc.com,34.96.83.143,,,"ns11.constellix.com, dns.constellix.com",,,NOERROR,True,google,2600:1901:0:f148::,,,
[x],support.oroinc.com,35.227.210.216,oroinc.com,"aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com","ns11.constellix.com, dns.constellix.com","ns21.constellix.com, ns31.constellix.com, ns41.constellix.net, ns51.constellix.net, ns61.constellix.net, ns11.constellix.com","google-site-verification=-T9-cx4AwouUnaK6kEuy7FwcwhGMTsDDRTZyM5RiMr0, gdjky55zzfbk7nyyt1ht215305tk9m5v, v=spf1 include:_spf.google.com include:servers.mcsv.net include:sendgrid.net include:_spf.act-on.net include:25453999.spf07.hubspotemail.net -all",NOERROR,True,google,,,,
[x],sydemail.dev.oroinc.com,88.99.56.40,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],syehorov-dev1.dev.oroinc.com,88.99.56.40,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],tempo.dev.oroinc.com,88.99.56.40,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],testlink.dev.oroinc.com,35.224.63.133,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,True,google,,,,
[x],tip-dev.dev.oroinc.com,88.99.56.40,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],tor46-62-pdd.dev.oroinc.com,88.99.56.40,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],transitoaduanero.dev.oroinc.com,88.99.56.40,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],translations.dev.oroinc.com,104.198.4.215,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,True,google,,,,
[x],ua.dev.oroinc.com,138.201.193.166,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],ua.oroinc.com,35.227.210.216,oroinc.com,"aspmx3.googlemail.com, aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, aspmx2.googlemail.com","ns11.constellix.com, dns.constellix.com","ns51.constellix.net, ns61.constellix.net, ns11.constellix.com, ns21.constellix.com, ns31.constellix.com, ns41.constellix.net","v=spf1 include:_spf.google.com include:servers.mcsv.net include:sendgrid.net include:_spf.act-on.net include:25453999.spf07.hubspotemail.net -all, google-site-verification=-T9-cx4AwouUnaK6kEuy7FwcwhGMTsDDRTZyM5RiMr0, gdjky55zzfbk7nyyt1ht215305tk9m5v",NOERROR,True,google,,,,
[x],ua.stage.dev.oroinc.com,34.98.103.99,stage.dev.oroinc.com,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-c1.googledomains.com, ns-cloud-c4.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c3.googledomains.com",,NOERROR,True,google,,,,
[x],uklon5.dev.oroinc.com,88.99.56.40,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],uo6y.dev.oroinc.com,88.99.56.40,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],vkovalenko-crm-enterprise-mysql.qa.oroinc.com,88.99.56.40,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],vkovalenko-crm-enterprise-pgsql.qa.oroinc.com,88.99.56.40,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],vnevoit-commerce-crm-ee-mysql.qa.oroinc.com,88.99.56.40,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],vpn-idp.dev.oroinc.com,88.99.56.40,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],vpn-idp.oroinc.com,34.98.95.209,,,"ns11.constellix.com, dns.constellix.com",,,NOERROR,True,google,,,,
[x],webmail.dev.oroinc.com,142.250.186.147,ghs.googlehosted.com,,"ns1.google.com, dns-admin.google.com",,,NOERROR,,,2a00:1450:4001:82a::2013,,,
[x],wifi.dev.oroinc.com,35.224.63.133,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,True,google,,,,
[x],wifi.oroinc.com,,,,"ns11.constellix.com, dns.constellix.com",,,NOERROR,True,google,,,,
[x],www.achumak-commerce-crm-ee-mysql.qa.oroinc.com,88.99.56.40,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
[x],www.oroinc.com,35.227.210.216,oroinc.com,"aspmx3.googlemail.com, aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, aspmx2.googlemail.com","ns11.constellix.com, dns.constellix.com","ns31.constellix.com, ns41.constellix.net, ns51.constellix.net, ns61.constellix.net, ns11.constellix.com, ns21.constellix.com","v=spf1 include:_spf.google.com include:servers.mcsv.net include:sendgrid.net include:_spf.act-on.net include:25453999.spf07.hubspotemail.net -all, google-site-verification=-T9-cx4AwouUnaK6kEuy7FwcwhGMTsDDRTZyM5RiMr0, gdjky55zzfbk7nyyt1ht215305tk9m5v",NOERROR,True,google,,,,
[x],www.stage.dev.oroinc.com,"34.98.103.99, 216.239.32.108, 216.239.34.108, 216.239.36.108, 216.239.38.108",stage.dev.oroinc.com,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-c1.googledomains.com, ns-cloud-c3.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c4.googledomains.com",,NOERROR,True,google,"2001:4860:4802:32::6c, 2001:4860:4802:34::6c, 2001:4860:4802:36::6c, 2001:4860:4802:38::6c",,,
,arudenko-commerce-crm-ee-msql.qa.oroinc.com,88.99.56.40,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
,arudenko-commerce-crm-ee-mysql.qa.oroinc.com,88.99.56.40,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
,arudenko-commerce-crm-ee-pgsql.qa.oroinc.com,88.99.56.40,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
,dhanzenko-commerce-crm-ee-mysql.qa.oroinc.com,88.99.56.40,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
,dhanzenko-commerce-crm-ee-pgsql.qa.oroinc.com,88.99.56.40,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
,dhanzenko-commerce-crm-ee-psql.qa.oroinc.com,88.99.56.40,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
,vkovalenko-commerce-crm-ee-mysql.qa.oroinc.com,88.99.56.40,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,
