new,host,a,soa,status_code,cdn,cdn-name,cname,mx,ns,has_internal_ips,internal_ips,aaaa,txt
[x],goplatform.gojekapi.com,"18.66.97.60, 18.66.97.11, 18.66.97.35, 18.66.97.81","ns-1776.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,d4b3abe2489kh.cloudfront.net,,"ns-145.awsdns-18.com, ns-1506.awsdns-60.org, ns-1776.awsdns-30.co.uk, ns-680.awsdns-21.net",,,"2600:9000:223c:1600:6:11d3:9c40:93a1, 2600:9000:223c:9600:6:11d3:9c40:93a1, 2600:9000:223c:b600:6:11d3:9c40:93a1, 2600:9000:223c:7c00:6:11d3:9c40:93a1, 2600:9000:223c:f800:6:11d3:9c40:93a1, 2600:9000:223c:7000:6:11d3:9c40:93a1, 2600:9000:223c:3800:6:11d3:9c40:93a1, 2600:9000:223c:7800:6:11d3:9c40:93a1",
[x],gosend-livetracking-integration.gojek.co.id,104.199.151.186,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],gosend-livetracking.gojek.co.id,35.221.174.187,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],gotix-api.gojek.co.id,104.155.195.55,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],gotix-api.gojekapi.com,34.120.226.254,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,api.gojekapi.com,,,,,,
[x],govietstaging-driver.gojekapi.com,,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],govietstaging-kilat.gojekapi.com,,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],gpl-internal-proxy.gopayapi.com,"54.251.86.142, 46.137.248.76, 54.179.122.87","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,ac178ec13791a49b9aeff7d286ac7cd9-2725556240e0212e.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],grafana-staging.mab.co.id,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],grafana.findaya.co.id,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],grafana.mab.co.id,10.62.1.17,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.62.1.17,,
[x],gtf-api.findaya.co.id,35.219.65.247,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],gtf-staging.findaya.co.id,35.219.48.88,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],gtf.findaya.co.id,35.219.65.247,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],gwa.gopayapi.com,"46.137.248.76, 54.179.122.87, 54.251.86.142","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,ac178ec13791a49b9aeff7d286ac7cd9-2725556240e0212e.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],gwa.staging.gopayapi.com,"52.221.96.2, 54.151.238.138, 54.254.102.57","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,af22a4450faa641399115fab1362d1b6-2d05b9be4475524b.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],gws.sandbox.gopayapi.com,,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],harbor.mab.co.id,10.62.1.17,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.62.1.17,,
[x],hodor.gopayapi.com,13.228.102.56,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],i-integration.gojekapi.com,35.190.17.79,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],i.gojekapi.com,34.111.155.128,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],id-dc-switch.gopayapi.com,,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],id-emoney.gopayapi.com,34.101.228.214,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],id-emoney.sandbox.gopayapi.com,34.128.88.135,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],id-emoney.staging.gopayapi.com,34.101.85.7,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],id-kyc.staging.gopayapi.com,34.101.85.7,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],id-pin-production.gopayapi.com,34.101.137.250,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],id-points.gopayapi.com,34.101.183.132,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],images-get.gojekapi.com,34.96.103.186,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],imali-gateway.staging.gopayapi.com,"13.250.166.29, 18.139.43.231, 54.251.212.121","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,a13ee8a2dd12249418ddef80602dcf75-5ba254cac8c29653.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],indomaret-soap-gateway-stg.gopayapi.com,"54.254.102.57, 54.151.238.138, 52.221.96.2","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,af22a4450faa641399115fab1362d1b6-2d05b9be4475524b.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],indomaret-soap-gateway.gopayapi.com,"54.251.86.142, 46.137.248.76, 54.179.122.87","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,ac178ec13791a49b9aeff7d286ac7cd9-2725556240e0212e.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],indomaret.gopayapi.com,"18.136.41.80, 54.251.4.96, 46.137.212.193","ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],insurance-service.gojekapi.com,104.199.150.62,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],integration-api.gojek.co.id,104.155.221.96,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],integration-api.gojekapi.com,,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],integration-app.gopayapi.com,,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],integration-dispatch.gojekapi.com,35.236.179.241,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],integration-driver-ping.gojekapi.com,34.149.74.180,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],integration-driver.gojekapi.com,,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],integration-go-agent.gojekapi.com,35.194.148.21,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,"ns-1408.awsdns-48.org, ns-2024.awsdns-61.co.uk, ns-354.awsdns-44.com, ns-847.awsdns-41.net",,,,
[x],integration-goid.gojekapi.com,34.149.74.180,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],integration-gomed.gojekapi.com,130.211.251.38,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],integration-gotix-api.gojekapi.com,104.199.152.63,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],integration-gws-app.gopayapi.com,"52.74.135.23, 13.214.107.155, 13.213.83.29","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,a4d032c757ebb4d9cbce6fde6185851b-4c37845d48c39cb0.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],integration-insurance-service.gojekapi.com,34.149.74.180,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,integration-api.gojekapi.com,,,,,,
[x],integration-kilat-api.gojekapi.com,34.149.74.180,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,integration-api.gojekapi.com,,,,,,
[x],integration-magic-link-service.gojekapi.com,34.149.74.180,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],integration-midtrans.gopayapi.com,"54.151.238.138, 52.221.96.2, 54.254.102.57","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,af22a4450faa641399115fab1362d1b6-2d05b9be4475524b.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],integration-partners-kong.gojekapi.com,35.201.158.62,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],integration-partners.gojekapi.com,34.126.122.87,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],integration-ulink.gojekapi.com,35.221.158.128,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],integration-whatsapp-adapter.gopayapi.com,"54.254.102.57, 52.221.96.2, 54.151.238.138","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,af22a4450faa641399115fab1362d1b6-2d05b9be4475524b.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],internal-partners.gojekapi.com,34.120.226.254,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],ip-location-service-stg.gopayapi.com,"54.151.238.138, 52.221.96.2, 54.254.102.57","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,af22a4450faa641399115fab1362d1b6-2d05b9be4475524b.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],iris-notification-sbx.gopayapi.com,34.87.182.53,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],iris-notification.gopayapi.com,"54.251.86.142, 46.137.248.76, 54.179.122.87","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,ac178ec13791a49b9aeff7d286ac7cd9-2725556240e0212e.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],jupyterhub.findaya.co.id,,"ns-128.awsdns-16.com, awsdns-hostmaster.amazon.com",NOERROR,,,mgr-jupyterhub-feaef686ed3c480c.elb.ap-southeast-3.amazonaws.com,,,,,,
[x],kafka-bridge.loanplatform.staging.findaya.com,116.206.198.242,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],kafka-manager.loanplatform.staging.findaya.com,116.206.198.242,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],kafka-ui.mab.co.id,10.66.1.24,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.66.1.24,,
[x],kemenhub.gojek.co.id,104.199.167.155,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],kibana.findaya.co.id,10.94.2.24,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.94.2.24,,
[x],kibana.mab.co.id,10.66.1.24,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.66.1.24,,
[x],kilat-api.gojek.co.id,34.120.226.254,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,api.gojekapi.com,,,,,,
[x],kyuubi.mab.co.id,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],leap-dev-dispatch.gojekapi.com,35.185.152.6,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],lender-dashboard-staging.findaya.co.id,35.219.48.88,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],lender-dashboard.findaya.co.id,35.219.65.247,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],lss-portal-loanplatform-staging.findaya.co.id,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,api-loanplatform-staging.findaya.co.id,,,,,,
[x],lss-portal.loanplatform.findaya.co.id,116.206.198.243,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],lss-portal.loanplatform.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],mail.gojek.co.id,,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,gojek.co.id,gojek.co.id,"ns-1697.awsdns-20.co.uk, ns-755.awsdns-30.net, ns-1513.awsdns-61.org, ns-16.awsdns-02.com",,,,
[x],mailer.gojek.co.id,10.240.11.2,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,mailer.gojek.co.id,,True,10.240.11.2,,
[x],mandiri-proxy-staging.gopayapi.com,34.101.85.7,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],marketing-intelligence-service.gojekapi.com,107.167.187.207,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],merchant1-gateway.gopayapi.com,"13.214.81.146, 54.251.186.27","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,aaf4a3166ff4c456189650838db12244-d96af4a138faa005.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],merchant1-gateway.sandbox.gopayapi.com,34.142.212.160,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],merchant1-gateway.staging.gopayapi.com,"18.142.165.14, 13.213.218.205, 13.215.27.244","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,aaa1008dfb0d245bebd6029325f71b0d-3a0749afc3be840f.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],merchantlending.mab.co.id,34.149.108.79,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],merchantlending.staging.mab.co.id,34.111.153.173,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],merchants-api.gopayapi.com,"13.214.81.146, 54.251.186.27","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,aaf4a3166ff4c456189650838db12244-d96af4a138faa005.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],merchants-gws-app.gopayapi.com,"13.251.201.180, 18.141.131.225","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,a9a63fe7772af4042b2ffe7c913045ea-a1a5dfbee37149e4.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],merchants.integration.gopayapi.com,"13.213.218.205, 13.215.27.244, 18.142.165.14","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,aaa1008dfb0d245bebd6029325f71b0d-3a0749afc3be840f.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],metabase.findaya.co.id,10.110.1.57,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.110.1.57,,
[x],midtrans-notification-sbx.gopayapi.com,34.87.182.53,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],midtrans-notification-stg.gopayapi.com,"52.221.96.2, 54.151.238.138, 54.254.102.57","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,af22a4450faa641399115fab1362d1b6-2d05b9be4475524b.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],midtrans-notification.gopayapi.com,"46.137.248.76, 54.251.86.142, 54.179.122.87","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,ac178ec13791a49b9aeff7d286ac7cd9-2725556240e0212e.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],midtrans.gopayapi.com,"54.179.122.87, 46.137.248.76, 54.251.86.142","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,ac178ec13791a49b9aeff7d286ac7cd9-2725556240e0212e.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],midtrans.payment-provider.staging.gopayapi.com,"13.250.166.29, 18.139.43.231, 54.251.212.121","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,a13ee8a2dd12249418ddef80602dcf75-5ba254cac8c29653.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],mobileassets.gopaylater.findaya.co.id,35.219.44.177,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],momo.payment-provider.gopayapi.com,"54.251.4.96, 46.137.212.193, 18.136.41.80","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,a2ba11071a42a4632b858562903abbfe-a51985ad1af6f879.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],momo.payment-provider.staging.gopayapi.com,"13.250.166.29, 18.139.43.231, 54.251.212.121","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,a13ee8a2dd12249418ddef80602dcf75-5ba254cac8c29653.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],nearby-api.gopayapi.com,"18.136.41.80, 46.137.212.193, 54.251.4.96","ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nginx.mab.co.id,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],onekyc.toko.staging.gopayapi.com,"52.221.96.2, 54.151.238.138, 54.254.102.57","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,af22a4450faa641399115fab1362d1b6-2d05b9be4475524b.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],open-api-gateway-integration.gopayapi.com,,"ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,af22a4450faa641399115fab1362d1b6-2d05b9be4475524b.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],ovpn.gojek.co.id,35.229.204.17,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],pacman-app-staging.gopayapi.com,34.124.158.233,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],pacman.gopayapi.com,34.124.149.99,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],partner-report.gopayapi.com,,"ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,a2ba11071a42a4632b858562903abbfe-a51985ad1af6f879.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],partner-report.staging.gopayapi.com,"54.251.212.121, 13.250.166.29, 18.139.43.231","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,a13ee8a2dd12249418ddef80602dcf75-5ba254cac8c29653.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],paylater-api-staging.mab.co.id,35.219.78.254,,NOERROR,True,google,,,,,,,
[x],paylater-api.mab.co.id,35.219.115.23,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],payment-callback-adapter-stg.di.gopayapi.com,34.126.93.181,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],payment-provider.e-money.sandbox.gopayapi.com,,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],payment-provider.gopayapi.com,"18.136.41.80, 46.137.212.193, 54.251.4.96","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,a2ba11071a42a4632b858562903abbfe-a51985ad1af6f879.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],payment-provider.staging.gopayapi.com,"54.251.212.121, 18.139.43.231, 13.250.166.29","ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],payment-staging.findaya.co.id,35.219.48.88,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],payment-staging.mab.co.id,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],payment.findaya.co.id,35.219.65.247,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],pertamina.gopayapi.com,13.228.102.56,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],portal-api.gojek.co.id,107.167.184.49,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],portal-aux.gocollect.findaya.com,192.168.1.254,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,192.168.1.254,,
[x],portal-aux.gocollect.staging.findaya.com,192.168.11.254,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,192.168.11.254,,
[x],portal-dr.loanplatform.findaya.co.id,103.93.67.66,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],portal-dr.loanplatform.findaya.com,103.93.67.66,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,api-dr.loanplatform.findaya.com,,,,,,
[x],portal-gocollect-staging.mab.co.id,35.219.45.95,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],portal-lender-experience.mab.co.id,35.219.2.102,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],portal-loanplatform-staging.mab.co.id,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],portal.gocollect.findaya.com,34.101.190.38,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],portal.gocollect.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],portal.lender-experience.findaya.co.id,116.206.198.243,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],portal.lender-experience.findaya.com,34.101.190.38,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],portal.lender-experience.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],portal.loanplatform.findaya.com,34.101.190.38,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],portal.loanplatform.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],proxy-loanplatform-staging.findaya.co.id,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],proxy-loanplatform.mab.co.id,34.101.221.243,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],proxy.loanplatform.findaya.com,34.101.190.38,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],proxy.loanplatform.staging.findaya.com,34.101.252.176,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],raccoon-integration.gojekapi.com,34.149.74.180,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],raccoon.gojekapi.com,34.120.226.254,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],risk-migration.mab.co.id,35.219.115.23,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],runner.gojek.co.id,104.155.231.16,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],sandbox-api.di-partner.gojekapi.com,,"ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],sandbox-id-pin.gopayapi.com,,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],sandbox-midtrans.gopayapi.com,,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],sds.findaya.co.id,10.94.2.24,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.94.2.24,,
[x],sds.mab.co.id,10.66.1.24,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.66.1.24,,
[x],secure-staging.mab.co.id,35.219.97.19,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],secure.mab.co.id,10.66.1.24,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.66.1.24,,
[x],sentry.findaya.co.id,35.219.65.247,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],skywalking.findaya.co.id,10.94.2.24,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.94.2.24,,
[x],skywalking.mab.co.id,10.66.1.24,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.66.1.24,,
[x],slackbot-northstar.findaya.co.id,34.117.123.127,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],snap-auth.gopayapi.com,,"ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,ac178ec13791a49b9aeff7d286ac7cd9-2725556240e0212e.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],snap-integration.gopayapi.com,"54.254.102.57, 52.221.96.2, 54.151.238.138","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,af22a4450faa641399115fab1362d1b6-2d05b9be4475524b.elb.ap-southeast-1.amazonaws.com,,,,,,
