input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,tls_expired,csp_domains_,tls_mismatched,tls_subject_org_,final_url
merchantlending.mab.co.id,Sign in - Google Accounts,200,586806,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,google,443,https://merchantlending.mab.co.id:443,https,text/html,GET,34.149.108.79,/,-396027306,34.149.108.79,HTTP/3,46,False,True,ESF,,https://www.google-analytics.com,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-1644097695%3A1684142686898863&client_id=80746771957-tk9rg4oivlof0bh1h25902ee7t4joc63.apps.googleusercontent.com&code_challenge=5RZqJFnKToCJyWCrdK0j5C6fpst_Jywa2f9q07FAX9k&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F80746771957-tk9rg4oivlof0bh1h25902ee7t4joc63.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkEX9nOBCJ9eKN7aMiVVXi5DqVdaqN0VE9HM2J6AYEXn-rfBog7y8Cu2lec64wGhZd8OlHhtgGMY0TLQxhC7EOrsgYA5JulfZKCAdbh3KfaV0JZemgoEUWUXwsQozIimzt_BD8NuHNRXvXCL0q39b-xLYazHfKon8YYVGor86FEw-srQ8R2z7DVDZqXHBy9EXPkrvWe1BfnYkgluKlO8DYrx11poynukV2MWxOmWqKbTmZPalQzfo2zBmbLy_Tit173huQqWohJGwhVzmFY6D4itFcQbvvljR8-Xj9OHSW5nofz_v4HzHXxlvxGjD029lGndOiCgc7Qqskjd5hiqUy8fg4BfU03SSc11jXCO8XZEqTkIPfLA11ROYwKls90eftd5U61E-FqjgIk571y9LtFNkS6DUGa9DAafOqB5IFUck7f3xG-uOzP6TRc-u4k7pRGaU9MMhHUydl0EZCWHkzit6ycaOPhz1knRFmU6SZasI8jDwPcjSDs4-twYNlFuX5k05wTFgRFvz4Z_HkvSYDCR1o7cw3SlnEzx_ZAeKoFaxS-Ij-PQJlBXFF49EGYzeM1hKkLFrmvnidX_l8NM8FHyDuhXu826U5poLZF5Wguo7-x_eK0N8v8XeXI9z0oxg9IlCxHhcdntKbFGFQnjG3rBq07-74W0sg5udeYFo1TPErIgc3uMk-aWewFmblpMY-YDwkru6Sku1hTufh2qanhpDfqHEAGN6aMaIZPLm44NlaGwZDqJv0i91NEbQFh3kXRrNVpbQxD_pxQHCwAhCuMod8cl7NffZw5RyzZ4SxJP08deeIqQRi8QZWw1xNUPhHiXts4Stl2CN6hS8MCn84Y9GzWB-797YDSRvEUEYV7QWX5z5Xcq4-ido08Ejly_SBreUQxli99YV-CCP6RpYavn5xEcSupH9jIWiWMFOsM5dWQT8TfcTA88w2edsd3N6GTp1e65bTYcTMm8F_YaYrQNAn-Z7qE4UBPSn83PaT3yDuLlWSJeBBdScOiA1LV5--o8bz5RDypQ7Ldb5LDh1mrxiuXcJsYQ9xf&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAMXY-d_fCzxouhLk3Hnw8L6fchpcXu-huLGOfNG3mTm9FLSPcdTfPHUQU70UZAQdzrrEU8_fT74mGC5WdSjYXS3jAUCoTGdnrt1PMA-uDy7kxi4U593rxyApyz5Vu3uJavRBuitnNmSsAbNI1f5OVVh86Eic2YItGxWQq_cDUgImDF3H4LCA1O7BmGmDKxvavSzgtY7lOyQlSnolDuJBXygHRTryUe_Z0qkfJzb3cdnNZHYRiCACYagGSsWCqXM0xtKDI420E8FlBD7ocG3p5fqoJ6w0Z9X9VgZ-GeOYQ4anC4f7Rcu31ewT5wKSPCpA_xQ_4Av79W34Uinp0LjkpXiNIE_8iB-T6gAV3rJTq3I3PqxZ98lfw1jnBSKQqqxDDRgMVRjHY9OzTsQ8RJWn9cFjLXTHQyqjyUyHB7uFQp0AQlu1HfBi9MTyYplI-I5YNmtNoAbz3FRbZTS2nYunl5P5sVhXw%26as%3DS-1644097695%253A1684142686898863%26client_id%3D80746771957-tk9rg4oivlof0bh1h25902ee7t4joc63.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcfQ0gVXiC6iZBKIrb7JRwrWO_OwJwsyd7Z-YWQ0epygpOWbWkhiZiDrIxH-q_INswiNCMIla9YsrHW-ZVb1nI6gGlEsnQ
merchantlending.staging.mab.co.id,Sign in - Google Accounts,200,588242,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,google,443,https://merchantlending.staging.mab.co.id:443,https,text/html,GET,34.111.153.173,/,413931855,34.111.153.173,HTTP/3,46,False,True,ESF,,https://www.google.com,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S1728886558%3A1684142688458902&client_id=80746771957-82cvaafudbc4afh4julihrl2njt57h8q.apps.googleusercontent.com&code_challenge=gHNyNdE-xmp8mx-X5X5CkImrr3hM4OLes_ph56fhTVU&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F80746771957-82cvaafudbc4afh4julihrl2njt57h8q.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkEP9LLpDK3N7CYpIZraooLnPEw2cxou5Iu7H80mpK9rin52Zu4rhQdy7g7mH5es2Zmg4-nr5S9JkMI_nsE4yaV6IMmYoWxGc86Uxxuq0ryjndeLombDA9eIEx8FitW_EbLPbhxhB5XomJNmhxWgmKsJ_IIigOS3HTiDh_OzFtzcPgLjxMqJ2BIrlrJKg5FeCF3VYjWsbb5F5WvjjA0T8PPtlpoHcTcYQpFDbM54ISgp4XNKUF1A_oTWqcYZErT7KccrgWl6LJkgckMjA9scKHUt_xrgi9krK80fro-osR1C5id_mYJdBZR49jd_5MSr0UZdBwgu-cJB7Wz-uNArc4r1-DvhxFTTGFU-f0MfMMH13ORW-KEpRs2SW5h4GfmDGkDmKe2dPyLPRWbI5TUx6TXu5zWtDQDVcH2ythWu_WkFMw4gzp8fM86O1OhO3bBvOtRbRMNrMhs3-kB5b-udjy9p1662jJJcuJUih-20FB9zrUjV44iMLaOkq8sR4FrLMOpMgAdJG0IGRxyS6hLiBUE0oS8r1Y0s6_llGwn0Y1Iu1MyKJrZsSqef7Xm8zJXXxMgEfqJgCuOs38dpRvLGZDuLOyN9-qkugaxgT0aCkcakr9qIAs6aOzmKIvefRwsxGAs46uQQJr_gtoZ_kZovpzfDnXGcAedPQGMuKa7gBjoqwzjsfFgn4m8lXOh4AoyHTf_6tAIcu1-XTg8yxLU7mbJ5UWrL4VyQVRxfSvedeXPXXAby2HZwDIiJVZb8Fog5L4CeonL_3bqSuxXpLmNu8NRaQ5SurhIeERbBT9vbv8PKAX1nq2hiXklB7nBk8RWRbEQiXwQSOCEEtS7mdFK0zjTdbJS1IqB5a-QXo4gmWs8SeTxH0y6xUqCF9zoubFLr-_on_M9fVITg6JzQFbi1qoOcYzz47ViXFqHpRyfD5KfRKE0U1M9p_39hU8gqxxlUCUf7H7Ggabsr5Cz9WFLMOnuC8lAaNXmCprwjsBwlaogA_tnHYiYQDh2faFubs1oF1JOqtSKfazWxNEQIjmzGBslx6otTZpp0z5GCdV2-wnWAYt5gg9oavLE5V7IyTY2aA&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hANIvlAsmt6343nu_6E5kMg0uvQ3XCfOGKB-m1wMJdKoD3RjMob6Xr7435aYE0X0MswXdqlBLxOIBa7_v9p09I5t5C6bSjdDUebOmP0xHvydeKqNFjH6eELZufUirdNiFRr1PTajBFUIeuXO2FYJIs7BPdMUUYvx1cNbrlXY2OQYYz2G-hz1ncLf7WvGmPtSYpixwrDOc0OiLhcYMtSNm8__ZWVMy-iVclsWFXG1gAGg0UOo3IL7aMvmRJaE5laaI0yTgosNN9M2r5rCAiHvPq671gz-Zbo1Hhpkkgq6nBHOxjGaxa2obrB9m_rDUBh-21OgFD9ySw2uXymiQCuu8-G79uro4CCUBuzAFKCMlpW2UnSVhEHaAwk37dPwxFR5ttAMb78aQ_HbBmwCrMVAaUj_VHxg1X2v5L_2-0yn5L_-liZApoyFVt2PN0jkAe9EwdaPBEVljdFI6OxtPTEMIEem7WuQcA%26as%3DS1728886558%253A1684142688458902%26client_id%3D80746771957-82cvaafudbc4afh4julihrl2njt57h8q.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcfFqQ0LW5o4cMNsDzbcA6RdKEKTOISCgZsfXUg7VF4-1MXC4ZVzlHhfLW0RlzmN27Dc9EAOvM3G3UgFBBa3XaTyQ2qquQ
merchants-gws-app.gopayapi.com,,404,,merchants-gws-app.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T16:21:23Z,2023-07-31T16:21:22Z,CN=merchants-gws-app.gopayapi.com,merchants-gws-app.gopayapi.com,merchants-gws-app.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,de067c8a10b165303503377c7da68e58,73f3abb59280d3810cc26f87b3afdc41fc434b95d350a4d8e0aebc9480021a0e,,ctls,merchants-gws-app.gopayapi.com,,443,https://merchants-gws-app.gopayapi.com:443,https,,GET,13.251.201.180,/,-1840324437,18.141.131.225,,1,False,,istio-envoy,,,,,
midtrans-notification-sbx.gopayapi.com,,404,,midtrans-notification-sbx.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T02:21:26Z,2023-07-29T02:21:25Z,CN=midtrans-notification-sbx.gopayapi.com,midtrans-notification-sbx.gopayapi.com,midtrans-notification-sbx.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9689d1fcc315aa2062236b14b3480be4,56b14c68945c99e37875894cb56bfd98cb0b6e01ec7f56a3a055536073e4de9f,,ctls,midtrans-notification-sbx.gopayapi.com,google,443,https://midtrans-notification-sbx.gopayapi.com:443,https,,GET,34.87.182.53,/,-1840324437,34.87.182.53,,1,False,True,istio-envoy,,,,,
midtrans-notification-stg.gopayapi.com,,404,,midtrans-notification-stg.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T22:26:50Z,2023-07-20T22:26:49Z,CN=midtrans-notification-stg.gopayapi.com,midtrans-notification-stg.gopayapi.com,midtrans-notification-stg.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1abf885c2caaf7e0ceacf34db5620905,0ec3670928b9cd6e54c5ad197a8a610d3c59f369e18b73c1481845aaff9079fc,,ctls,midtrans-notification-stg.gopayapi.com,,443,https://midtrans-notification-stg.gopayapi.com:443,https,,GET,52.221.96.2,/,-1840324437,54.151.238.138,,1,False,,istio-envoy,,,,,
midtrans-notification.gopayapi.com,,403,19,midtrans-notification.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-22T05:11:49Z,2023-07-21T05:11:48Z,CN=midtrans-notification.gopayapi.com,midtrans-notification.gopayapi.com,midtrans-notification.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9da9edbffb999c96b92decaa1f646bb4,42c3063def5622b8727444e7ac5924d927b58c396d1341554edd52d9a1428608,,ctls,midtrans-notification.gopayapi.com,,443,https://midtrans-notification.gopayapi.com:443,https,text/plain,GET,46.137.248.76,/,419813485,54.251.86.142,,1,False,,istio-envoy,,,,,
midtrans.gopayapi.com,,403,19,midtrans.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T21:40:27Z,2023-07-03T21:40:26Z,CN=midtrans.gopayapi.com,midtrans.gopayapi.com,midtrans.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ce7cba51d8ce55c6cbd683da2247bdcf,c8f0ec3aa983911ee1aaf396b28aaf5227055dc4542bd189c6d7335f94920299,,ctls,midtrans.gopayapi.com,,443,https://midtrans.gopayapi.com:443,https,text/plain,GET,54.251.86.142,/,419813485,46.137.248.76,,1,False,,istio-envoy,,,,,
midtrans.payment-provider.staging.gopayapi.com,,404,,midtrans.payment-provider.staging.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T20:56:40Z,2023-07-26T20:56:39Z,CN=midtrans.payment-provider.staging.gopayapi.com,midtrans.payment-provider.staging.gopayapi.com,midtrans.payment-provider.staging.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,28a60fad42a0bec4fb01ae51de462762,52dcf6669efb06efeb42c67853242b2a77fbb235089e6b499b577c1bc53205d9,,ctls,midtrans.payment-provider.staging.gopayapi.com,,443,https://midtrans.payment-provider.staging.gopayapi.com:443,https,,GET,13.250.166.29,/,-1840324437,54.251.212.121,,1,False,,istio-envoy,,,,,
mobileassets.gopaylater.findaya.co.id,,403,111,mobileassets.gopaylater.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T03:07:27Z,2023-07-28T03:59:20Z,CN=mobileassets.gopaylater.findaya.co.id,mobileassets.gopaylater.findaya.co.id,mobileassets.gopaylater.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,762b5d6e8728a65c2352b3cf78515dc3,6e9f129a13db4ae149a7c5e61f4cf01c43c3aef779362462b1789551c4a192c3,,ctls,mobileassets.gopaylater.findaya.co.id,google,443,https://mobileassets.gopaylater.findaya.co.id:443,https,application/xml,GET,35.219.44.177,/,2028370544,35.219.44.177,HTTP/3,1,False,True,UploadServer,,,,,
momo.payment-provider.gopayapi.com,,403,19,momo.payment-provider.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T01:31:13Z,2023-06-29T01:31:12Z,CN=momo.payment-provider.gopayapi.com,momo.payment-provider.gopayapi.com,momo.payment-provider.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a4842bca1617439a68f9ac7f90f5c8c5,737bb10a8f64728704206b446da03e6a2c26ca8886d8849a0b49db7364274db6,,ctls,momo.payment-provider.gopayapi.com,,443,https://momo.payment-provider.gopayapi.com:443,https,text/plain,GET,54.251.4.96,/,419813485,46.137.212.193,,1,False,,istio-envoy,,,,,
momo.payment-provider.staging.gopayapi.com,,404,,momo.payment-provider.staging.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T20:56:40Z,2023-07-26T20:56:39Z,CN=momo.payment-provider.staging.gopayapi.com,momo.payment-provider.staging.gopayapi.com,momo.payment-provider.staging.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b6a5da537dfaa676c22fee4b0f199465,65485013aaec223f086e8e392e8d17c1112010a6fbd4d6ab6589de20d7db511e,,ctls,momo.payment-provider.staging.gopayapi.com,,443,https://momo.payment-provider.staging.gopayapi.com:443,https,,GET,18.139.43.231,/,-1840324437,13.250.166.29,,1,False,,istio-envoy,,,,,
nearby-api.gopayapi.com,,403,19,nearby-api.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T21:20:36Z,2023-07-16T21:20:35Z,CN=nearby-api.gopayapi.com,nearby-api.gopayapi.com,nearby-api.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,35f121d8841da3c431f3dccbf6839aba,4c2393b3a238101d03326a76f873d022bc44246ff87352c07096e4789d078914,,ctls,nearby-api.gopayapi.com,,443,https://nearby-api.gopayapi.com:443,https,text/plain,GET,46.137.212.193,/,419813485,18.136.41.80,,1,False,,istio-envoy,,,,,
onekyc.toko.staging.gopayapi.com,,404,128,onekyc.toko.staging.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T03:17:28Z,2023-08-03T03:17:27Z,CN=onekyc.toko.staging.gopayapi.com,onekyc.toko.staging.gopayapi.com,onekyc.toko.staging.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bd07ef48e179d263bf8e70b96dd61829,e208f8b897e99bd850113ba314c44b85ed97d1ecd8f079fbcf3d464da3c61bd9,,ctls,onekyc.toko.staging.gopayapi.com,,443,https://onekyc.toko.staging.gopayapi.com:443,https,application/json,GET,54.151.238.138,/,1851527247,54.254.102.57,Envoy,1,False,,istio-envoy,,,,,
open-api-gateway-integration.gopayapi.com,,404,82,open-api-gateway-integration.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T01:00:33Z,2023-06-21T01:00:32Z,CN=open-api-gateway-integration.gopayapi.com,open-api-gateway-integration.gopayapi.com,open-api-gateway-integration.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e7ef6059bd2a593259421a75c7299531,66a42d59a6035a4c889d1edfdd588784a847dc878de019495f4e57c56bc8fa82,,ctls,open-api-gateway-integration.gopayapi.com,,443,https://open-api-gateway-integration.gopayapi.com:443,https,text/html,GET,52.221.96.2,/,872953735,54.151.238.138,Envoy,1,False,,istio-envoy,,,,,
pacman-app-staging.gopayapi.com,404 Not Found,404,232,pacman-app-staging.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T14:37:19Z,2023-06-21T14:37:18Z,CN=pacman-app-staging.gopayapi.com,pacman-app-staging.gopayapi.com,pacman-app-staging.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a289f69a69bfa9f6d2f9dbc71b658152,01f02bae974d110a7d9ec09d0d8ecaa5740c3a59d0355955016b147ad2966761,,ctls,pacman-app-staging.gopayapi.com,google,443,https://pacman-app-staging.gopayapi.com:443,https,text/html,GET,34.124.158.233,/,-986470109,34.124.158.233,Envoy,5,False,True,istio-envoy,,,,,
pacman.gopayapi.com,404 Not Found,404,232,pacman.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-06T07:55:21Z,2023-08-04T07:55:20Z,CN=pacman.gopayapi.com,pacman.gopayapi.com,pacman.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2da87bafb3a76748eb44707060b32142,d5a2ce43c3a1ba04ccb7d250543199553fc3d18cc98e154153e262c3d9463a72,,ctls,pacman.gopayapi.com,google,443,https://pacman.gopayapi.com:443,https,text/html,GET,34.124.149.99,/,-986470109,34.124.149.99,Envoy,5,False,True,istio-envoy,,,,,
partner-report.gopayapi.com,,403,19,partner-report.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T16:36:39Z,2023-08-12T16:36:38Z,CN=partner-report.gopayapi.com,partner-report.gopayapi.com,partner-report.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4724140aaf2f08a989e0a6a85237d1fd,77a8a607a9b9056728eaa152e51e1f04721ba05ef8a44705ebda71fcbbc5dd3f,,ctls,partner-report.gopayapi.com,,443,https://partner-report.gopayapi.com:443,https,text/plain,GET,18.136.41.80,/,419813485,46.137.212.193,,1,False,,istio-envoy,,,,,
partner-report.staging.gopayapi.com,,403,19,partner-report.staging.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T16:36:36Z,2023-08-12T16:36:35Z,CN=partner-report.staging.gopayapi.com,partner-report.staging.gopayapi.com,partner-report.staging.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c68c313e215604ec63cb035bf2ee3954,9f52c5d0604b25c2d362f93524d0e3e7db58b985a016a6ca01e014279837e01b,,ctls,partner-report.staging.gopayapi.com,,443,https://partner-report.staging.gopayapi.com:443,https,text/plain,GET,13.250.166.29,/,419813485,18.139.43.231,,1,False,,istio-envoy,,,,,
paylater-api-staging.mab.co.id,404 Not Found,404,548,paylater-api-staging.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T02:10:46Z,2023-07-05T03:03:19Z,CN=api-support-staging.mab.co.id,api-support-staging.mab.co.id,paylater-api-staging.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,11fab00a3fdf94c99c3fe1d2a4570eb7,e292eb82c6e752bcdb1d5ce340de177678c6c425fd7c54287ef41fa716272f5c,,ctls,paylater-api-staging.mab.co.id,google,443,https://paylater-api-staging.mab.co.id:443,https,text/html,GET,35.219.78.254,/,566218143,35.219.78.254,HTTP/3,14,False,True,,,,,,
paylater-api.mab.co.id,404 Not Found,404,548,paylater-api.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T04:56:12Z,2023-07-04T05:49:05Z,CN=paylater-api.mab.co.id,paylater-api.mab.co.id,paylater-api.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7457fd7b7ee32612f82e56942fc1bed6,f9f189ed6ed9b7a5c9bc43db729a1218bb86fe29ec051c8b58754beed716b447,,ctls,paylater-api.mab.co.id,google,443,https://paylater-api.mab.co.id:443,https,text/html,GET,35.219.115.23,/,566218143,35.219.115.23,HTTP/3,14,False,True,,,,,,
payment-callback-adapter-stg.di.gopayapi.com,,403,19,payment-callback-adapter-stg.di.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-13T08:06:18Z,2023-08-11T08:06:17Z,CN=payment-callback-adapter-stg.di.gopayapi.com,payment-callback-adapter-stg.di.gopayapi.com,payment-callback-adapter-stg.di.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,129ebae6f5d68ae8b7b804b4a3e8f0c7,1a4ed2b1cb5675664a328ec5ca8be8dbf009a8ba08a0257696e1c321c3672504,,ctls,payment-callback-adapter-stg.di.gopayapi.com,google,443,https://payment-callback-adapter-stg.di.gopayapi.com:443,https,text/plain,GET,34.126.93.181,/,419813485,34.126.93.181,,1,False,True,istio-envoy,,,,,
payment-provider.e-money.sandbox.gopayapi.com,,403,19,payment-provider.e-money.sandbox.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-18T02:06:26Z,2023-06-16T02:06:25Z,CN=payment-provider.e-money.sandbox.gopayapi.com,payment-provider.e-money.sandbox.gopayapi.com,payment-provider.e-money.sandbox.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6f713c828fc4a775188378d196db870a,f955bd3ba8acdb398f271a5d40ea1d7a5ee696d93c5f0e4a710efd007e5e34a2,,ctls,payment-provider.e-money.sandbox.gopayapi.com,google,443,https://payment-provider.e-money.sandbox.gopayapi.com:443,https,text/plain,GET,34.87.182.53,/,419813485,34.87.182.53,,1,False,True,istio-envoy,,,,,
payment-provider.gopayapi.com,,403,19,payment-provider.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T18:34:29Z,2023-07-06T18:34:28Z,CN=payment-provider.gopayapi.com,payment-provider.gopayapi.com,payment-provider.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,56e03dc50b0176b777460c81f5eb755d,bff9a4e3a52b6ce2bcaeb88937c52788ef347d98ea7488a16de1a3acaa1c41d7,,ctls,payment-provider.gopayapi.com,,443,https://payment-provider.gopayapi.com:443,https,text/plain,GET,46.137.212.193,/,419813485,54.251.4.96,,1,False,,istio-envoy,,,,,
payment-provider.staging.gopayapi.com,,404,,payment-provider.staging.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T16:07:53Z,2023-07-16T16:07:52Z,CN=payment-provider.staging.gopayapi.com,payment-provider.staging.gopayapi.com,payment-provider.staging.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ce6f242749a36914c76f7798db837ad0,29c7bacc7622c4d696537b6b4e48322155aeadb1a5c020626d4b6e055886284d,,ctls,payment-provider.staging.gopayapi.com,,443,https://payment-provider.staging.gopayapi.com:443,https,,GET,18.139.43.231,/,-1840324437,13.250.166.29,,1,False,,istio-envoy,,,,,
payment-staging.findaya.co.id,403 Forbidden,403,548,payment-staging.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T03:52:32Z,2023-08-09T04:45:45Z,CN=gtf-api-staging.findaya.co.id,gtf-api-staging.findaya.co.id,payment-staging.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,b902697f387a357a1a9456b95d6f1011,2f654741b3d420e32469d97408981b27d660b6f9183a6627d27642e1c3b1db94,,ctls,payment-staging.findaya.co.id,google,443,https://payment-staging.findaya.co.id:443,https,text/html,GET,35.219.48.88,/,586998417,35.219.48.88,HTTP/3,14,False,True,,,,,,
payment-staging.mab.co.id,404 Not Found,404,146,payment-staging.mab.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T05:21:58Z,2023-08-07T06:11:08Z,CN=payment-staging.mab.co.id,payment-staging.mab.co.id,payment-staging.mab.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,d1fc3a40455f4f60be192d69f121f567,36e8884cd8f7985a07ec3f4c4d8916781a5fa5a81e200db32555b3bb1a866d96,,ctls,payment-staging.mab.co.id,google,443,https://payment-staging.mab.co.id:443,https,text/html,GET,35.219.78.254,/,1494302000,35.219.78.254,HTTP/3,8,False,True,,,,,,
payment.findaya.co.id,403 Forbidden,403,146,payment.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T12:58:02Z,2023-07-04T13:45:31Z,CN=agreement-system.findaya.co.id,agreement-system.findaya.co.id,sentry.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,ec85358c6c67e3431d8886c12ab768aa,f77b0551dc67f88c2378b3268c2f5103401106587e940ccb7e88f30c02e8e50c,,ctls,payment.findaya.co.id,google,443,https://payment.findaya.co.id:443,https,text/html,GET,35.219.65.247,/,-1561873722,35.219.65.247,HTTP/3,8,False,True,,,,,,
