input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_mismatched
academy.difx.com,DIFX Academy | Learn All About Crypto And Blockchain,200,250731,academy.difx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-01-28T23:59:59Z,"CN=difx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",difx.com,"Cloudflare, Inc.",difx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",38d22378969f3d7f1c56417d61d66fcf,c8eadfe689ce975093985073705d06fc6edb9265a3bb7548cda436344f040664,True,ctls,academy.difx.com,cloudflare,443,https://academy.difx.com:443,https,cloudflare,text/html,GET,172.66.43.159,/,565445908,2606:4700:3108::ac42:2861,WordPress:6.0.3,1409,False,True,,,
admin-api.difx.com,,403,16,admin-api.difx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-01-28T23:59:59Z,"CN=difx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",difx.com,"Cloudflare, Inc.",difx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",38d22378969f3d7f1c56417d61d66fcf,c8eadfe689ce975093985073705d06fc6edb9265a3bb7548cda436344f040664,True,ctls,admin-api.difx.com,cloudflare,443,https://admin-api.difx.com:443,https,cloudflare,text/plain,GET,172.66.40.97,/,1268003052,2606:4700:3108::ac42:2b9f,HSTS,1,False,True,,,
admin-test-api.difx.com,,403,16,admin-test-api.difx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-01-28T23:59:59Z,"CN=difx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",difx.com,"Cloudflare, Inc.",difx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",38d22378969f3d7f1c56417d61d66fcf,c8eadfe689ce975093985073705d06fc6edb9265a3bb7548cda436344f040664,True,ctls,admin-test-api.difx.com,cloudflare,443,https://admin-test-api.difx.com:443,https,cloudflare,text/plain,GET,172.66.40.97,/,1268003052,2606:4700:3108::ac42:2b9f,HSTS,1,False,True,,,
admin-test.difx.com,,403,16,admin-test.difx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-01-28T23:59:59Z,"CN=difx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",difx.com,"Cloudflare, Inc.",difx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",38d22378969f3d7f1c56417d61d66fcf,c8eadfe689ce975093985073705d06fc6edb9265a3bb7548cda436344f040664,True,ctls,admin-test.difx.com,cloudflare,443,https://admin-test.difx.com:443,https,cloudflare,text/plain,GET,172.66.43.159,/,1268003052,2606:4700:3108::ac42:2861,HSTS,1,False,True,,,
api-v2.difx.com,,404,53,api-v2.difx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-01-28T23:59:59Z,"CN=difx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",difx.com,"Cloudflare, Inc.",difx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",38d22378969f3d7f1c56417d61d66fcf,c8eadfe689ce975093985073705d06fc6edb9265a3bb7548cda436344f040664,True,ctls,api-v2.difx.com,cloudflare,443,https://api-v2.difx.com:443,https,cloudflare,application/octet-stream,GET,172.66.43.159,/,-199822798,2606:4700:3108::ac42:2861,HSTS,1,False,True,,,
api.difx.com,,404,53,api.difx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-01-28T23:59:59Z,"CN=difx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",difx.com,"Cloudflare, Inc.",difx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",38d22378969f3d7f1c56417d61d66fcf,c8eadfe689ce975093985073705d06fc6edb9265a3bb7548cda436344f040664,True,ctls,api.difx.com,cloudflare,443,https://api.difx.com:443,https,cloudflare,application/octet-stream,GET,172.66.40.97,/,-199822798,2606:4700:3108::ac42:2b9f,HSTS,1,False,True,,,
app-admin.difx.com,,403,16,app-admin.difx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-01-28T23:59:59Z,"CN=difx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",difx.com,"Cloudflare, Inc.",difx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",38d22378969f3d7f1c56417d61d66fcf,c8eadfe689ce975093985073705d06fc6edb9265a3bb7548cda436344f040664,True,ctls,app-admin.difx.com,cloudflare,443,https://app-admin.difx.com:443,https,cloudflare,text/plain,GET,172.66.40.97,/,1268003052,2606:4700:3108::ac42:2b9f,HSTS,1,False,True,,,
app.difx.com,,200,331387,difx.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-12T14:15:11Z,2023-09-10T14:15:10Z,CN=difx.com,difx.com,,difx.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8011c2c8ea3491052e63df2d88d0572c,35962d3c48852643012c5c9c33c02a5eb9575a0c2f392da43aabf33ab7bb6a87,,ctls,difx.com,cloudflare,443,https://app.difx.com:443,https,Vercel,text/html,GET,172.66.43.159,/,202699100,2606:4700:3108::ac42:2861,Vercel,66,False,True,https://difx.com/en,https://www.google.com,
apptest.difx.com,,403,16,apptest.difx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-01-28T23:59:59Z,"CN=difx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",difx.com,"Cloudflare, Inc.",difx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",38d22378969f3d7f1c56417d61d66fcf,c8eadfe689ce975093985073705d06fc6edb9265a3bb7548cda436344f040664,True,ctls,apptest.difx.com,cloudflare,443,https://apptest.difx.com:443,https,cloudflare,text/plain,GET,172.66.43.159,/,1268003052,2606:4700:3108::ac42:2861,HSTS,1,False,True,,,
autodiscover.difx.com,,521,,autodiscover.difx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-01-28T23:59:59Z,"CN=difx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",difx.com,"Cloudflare, Inc.",difx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",38d22378969f3d7f1c56417d61d66fcf,c8eadfe689ce975093985073705d06fc6edb9265a3bb7548cda436344f040664,True,ctls,autodiscover.difx.com,cloudflare,443,https://autodiscover.difx.com:443,https,cloudflare,,GET,172.66.43.159,/,-1840324437,2606:4700:3108::ac42:2b9f,HSTS,1,False,True,,,
blog.difx.com,DIFX Blog | Latest Exchange News And Market Insights,200,123027,blog.difx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-01-28T23:59:59Z,"CN=difx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",difx.com,"Cloudflare, Inc.",difx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",38d22378969f3d7f1c56417d61d66fcf,c8eadfe689ce975093985073705d06fc6edb9265a3bb7548cda436344f040664,True,ctls,blog.difx.com,cloudflare,443,https://blog.difx.com:443,https,cloudflare,text/html,GET,172.66.40.97,/,-1117964191,2606:4700:3108::ac42:2b9f,WordPress:6.0.5,989,False,True,,,
buybtc.difx.com,Buy BTC - DIFX,200,2314,buybtc.difx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-01-28T23:59:59Z,"CN=difx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",difx.com,"Cloudflare, Inc.",difx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",38d22378969f3d7f1c56417d61d66fcf,c8eadfe689ce975093985073705d06fc6edb9265a3bb7548cda436344f040664,True,ctls,buybtc.difx.com,cloudflare,443,https://buybtc.difx.com:443,https,cloudflare,text/html,GET,172.66.43.159,/,1282701343,2606:4700:3108::ac42:2861,HSTS,17,False,True,,,
development.difx.com,,403,16,development.difx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-01-28T23:59:59Z,"CN=difx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",difx.com,"Cloudflare, Inc.",difx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",38d22378969f3d7f1c56417d61d66fcf,c8eadfe689ce975093985073705d06fc6edb9265a3bb7548cda436344f040664,True,ctls,development.difx.com,cloudflare,443,https://development.difx.com:443,https,cloudflare,text/plain,GET,172.66.40.97,/,1268003052,2606:4700:3108::ac42:2861,HSTS,1,False,True,,,
difx.com,,200,331387,difx.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-12T14:15:11Z,2023-09-10T14:15:10Z,CN=difx.com,difx.com,,difx.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8011c2c8ea3491052e63df2d88d0572c,35962d3c48852643012c5c9c33c02a5eb9575a0c2f392da43aabf33ab7bb6a87,,ctls,difx.com,,443,https://difx.com:443,https,Vercel,text/html,GET,76.76.21.21,/,202699100,76.76.21.21,Vercel,66,False,,https://difx.com/en,https://difx-futures-app.vercel.app,
email.difx.com,Sign In,200,241049,sso.secureserver.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-04T01:30:11Z,2023-11-05T01:30:11Z,"CN=*.secureserver.net, O=Special Domain Services\, LLC, L=Tempe, ST=Arizona, C=US",*.secureserver.net,"Special Domain Services, LLC",secureserver.net,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",75a208eec6aede64ae63b10a7697d857,2633df2f68a7928c16a85e52956a6055d0e6b36d9c33effef3c42234a2fdaa87,True,ctls,sso.secureserver.net,cloudflare,443,https://email.difx.com:443,https,envoy,text/html,GET,172.66.40.97,/,2110323719,2606:4700:3108::ac42:2861,React,106,False,True,https://sso.secureserver.net/login?app=email&realm=pass,,
futures-staging.difx.com,,404,39,futures-staging.difx.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-23T10:09:43Z,2023-08-21T10:09:42Z,CN=futures-staging.difx.com,futures-staging.difx.com,,futures-staging.difx.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,14c5c901697a1b20451205721c48aef7,784c667ea95fa3b929a8a0d0b83688cacd87daacdc40501d3acef6e27fb435b5,,ctls,futures-staging.difx.com,,443,https://futures-staging.difx.com:443,https,Vercel,text/plain,GET,76.76.21.9,/,965620137,76.76.21.93,Vercel,4,False,,,,
help.difx.com,DIFX Help Center,200,46020,help.difx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-01-28T23:59:59Z,"CN=difx.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",difx.com,"Cloudflare, Inc.",difx.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",38d22378969f3d7f1c56417d61d66fcf,c8eadfe689ce975093985073705d06fc6edb9265a3bb7548cda436344f040664,True,ctls,help.difx.com,cloudflare,443,https://help.difx.com:443,https,cloudflare,text/html,GET,172.66.40.97,/,-1840324437,2606:4700:3108::ac42:2b9f,HSTS,43,False,True,https://help.difx.com/en/,https://marketing.intercomcdn.com,
http://gcaptcha4.geetest.com,AccessDeny,429,1224,gcaptcha4.geetest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-28T00:00:00Z,2024-04-26T23:59:59Z,"CN=*.geetest.com, O=Wuhan Jiyi Network Technology Co.\, Ltd., L=武汉市, ST=湖北省, C=CN",*.geetest.com,"Wuhan Jiyi Network Technology Co., Ltd.",geetest.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,68e4e1dab8ab933b9951db6ce91b54e5,f71d1efcb8eff091464431a2d1e8989ef7c74b63c9c58ba9ea971dfb516ecea4,True,ctls,gcaptcha4.geetest.com,,443,https://gcaptcha4.geetest.com:443,https,EdgeOne_SS_OC,,GET,43.159.106.100,/,,43.159.107.100,,2,False,,,,
http://gcaptcha4.geevisit.com,404 Not Found,404,146,gcaptcha4.geevisit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-19T00:00:00Z,2024-06-10T23:59:59Z,CN=*.geevisit.com,*.geevisit.com,,geevisit.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",baeb4752331ce65c3c24fa1a618522dc,43ec9e909d9d73e1ca54b69842aa7dcc2bcb13003178c7303fb13a02c8071aa2,True,ctls,gcaptcha4.geevisit.com,,443,https://gcaptcha4.geevisit.com:443,https,Tengine,text/html,GET,163.181.56.168,/,1494302000,2602:ffe4:c45:0:3::3fc,Tengine,8,False,,,,
