input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,content_type,tls_subject_org_,final_url,csp_domains_,tls_expired,tls_mismatched
155-9-185-13.qa.rivianservices.com,503 Service Temporarily Unavailable,503,190,155-9-185-13.qa.rivianservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-15T23:59:59Z,CN=api.qa.rivianservices.com,api.qa.rivianservices.com,*.qa.rivianservices.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,37e83e577d2388f883d2a82dcb7f89c3,6b600056c38ffed9b5c6750e4223e57bdb70a35bd3e4fa893d700ea6e9e52769,True,ctls,155-9-185-13.qa.rivianservices.com,cloudfront,443,https://155-9-185-13.qa.rivianservices.com:443,https,,GET,108.138.17.116,/,1457316476,108.138.17.88,Amazon Web Services,8,False,True,text/html,,,,,
155-9-216-97.qa.rivianservices.com,503 Service Temporarily Unavailable,503,190,155-9-216-97.qa.rivianservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-15T23:59:59Z,CN=api.qa.rivianservices.com,api.qa.rivianservices.com,*.qa.rivianservices.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,37e83e577d2388f883d2a82dcb7f89c3,6b600056c38ffed9b5c6750e4223e57bdb70a35bd3e4fa893d700ea6e9e52769,True,ctls,155-9-216-97.qa.rivianservices.com,cloudfront,443,https://155-9-216-97.qa.rivianservices.com:443,https,,GET,108.138.17.70,/,1457316476,108.138.17.23,Amazon Web Services,8,False,True,text/html,,,,,
155-9-219-3.qa.rivianservices.com,503 Service Temporarily Unavailable,503,190,155-9-219-3.qa.rivianservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-15T23:59:59Z,CN=api.qa.rivianservices.com,api.qa.rivianservices.com,*.qa.rivianservices.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,37e83e577d2388f883d2a82dcb7f89c3,6b600056c38ffed9b5c6750e4223e57bdb70a35bd3e4fa893d700ea6e9e52769,True,ctls,155-9-219-3.qa.rivianservices.com,cloudfront,443,https://155-9-219-3.qa.rivianservices.com:443,https,,GET,108.138.17.23,/,1457316476,108.138.17.88,Amazon Web Services,8,False,True,text/html,,,,,
155-9-225-59.qa.rivianservices.com,503 Service Temporarily Unavailable,503,190,155-9-225-59.qa.rivianservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-15T23:59:59Z,CN=api.qa.rivianservices.com,api.qa.rivianservices.com,*.qa.rivianservices.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,37e83e577d2388f883d2a82dcb7f89c3,6b600056c38ffed9b5c6750e4223e57bdb70a35bd3e4fa893d700ea6e9e52769,True,ctls,155-9-225-59.qa.rivianservices.com,cloudfront,443,https://155-9-225-59.qa.rivianservices.com:443,https,,GET,108.138.17.116,/,1457316476,108.138.17.23,Amazon Web Services,8,False,True,text/html,,,,,
155-9-226-7.qa.rivianservices.com,503 Service Temporarily Unavailable,503,190,155-9-226-7.qa.rivianservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-15T23:59:59Z,CN=api.qa.rivianservices.com,api.qa.rivianservices.com,*.qa.rivianservices.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,37e83e577d2388f883d2a82dcb7f89c3,6b600056c38ffed9b5c6750e4223e57bdb70a35bd3e4fa893d700ea6e9e52769,True,ctls,155-9-226-7.qa.rivianservices.com,cloudfront,443,https://155-9-226-7.qa.rivianservices.com:443,https,,GET,108.138.17.88,/,1457316476,108.138.17.23,Amazon Web Services,8,False,True,text/html,,,,,
155-9-51-37.qa.rivianservices.com,503 Service Temporarily Unavailable,503,190,155-9-51-37.qa.rivianservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-15T23:59:59Z,CN=api.qa.rivianservices.com,api.qa.rivianservices.com,*.qa.rivianservices.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,37e83e577d2388f883d2a82dcb7f89c3,6b600056c38ffed9b5c6750e4223e57bdb70a35bd3e4fa893d700ea6e9e52769,True,ctls,155-9-51-37.qa.rivianservices.com,cloudfront,443,https://155-9-51-37.qa.rivianservices.com:443,https,,GET,108.138.17.70,/,1457316476,108.138.17.23,Amazon Web Services,8,False,True,text/html,,,,,
17-121-115-77.qa.rivianservices.com,503 Service Temporarily Unavailable,503,190,17-121-115-77.qa.rivianservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-15T23:59:59Z,CN=api.qa.rivianservices.com,api.qa.rivianservices.com,*.qa.rivianservices.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,37e83e577d2388f883d2a82dcb7f89c3,6b600056c38ffed9b5c6750e4223e57bdb70a35bd3e4fa893d700ea6e9e52769,True,ctls,17-121-115-77.qa.rivianservices.com,cloudfront,443,https://17-121-115-77.qa.rivianservices.com:443,https,,GET,108.138.17.23,/,1457316476,108.138.17.88,Amazon Web Services,8,False,True,text/html,,,,,
17-121-117-73.qa.rivianservices.com,503 Service Temporarily Unavailable,503,190,17-121-117-73.qa.rivianservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-15T23:59:59Z,CN=api.qa.rivianservices.com,api.qa.rivianservices.com,*.qa.rivianservices.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,37e83e577d2388f883d2a82dcb7f89c3,6b600056c38ffed9b5c6750e4223e57bdb70a35bd3e4fa893d700ea6e9e52769,True,ctls,17-121-117-73.qa.rivianservices.com,cloudfront,443,https://17-121-117-73.qa.rivianservices.com:443,https,,GET,108.138.17.70,/,1457316476,108.138.17.23,Amazon Web Services,8,False,True,text/html,,,,,
17-121-118-21.qa.rivianservices.com,503 Service Temporarily Unavailable,503,190,17-121-118-21.qa.rivianservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-15T23:59:59Z,CN=api.qa.rivianservices.com,api.qa.rivianservices.com,*.qa.rivianservices.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,37e83e577d2388f883d2a82dcb7f89c3,6b600056c38ffed9b5c6750e4223e57bdb70a35bd3e4fa893d700ea6e9e52769,True,ctls,17-121-118-21.qa.rivianservices.com,cloudfront,443,https://17-121-118-21.qa.rivianservices.com:443,https,,GET,108.138.17.88,/,1457316476,108.138.17.116,Amazon Web Services,8,False,True,text/html,,,,,
17-121-119-35.qa.rivianservices.com,503 Service Temporarily Unavailable,503,190,17-121-119-35.qa.rivianservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-15T23:59:59Z,CN=api.qa.rivianservices.com,api.qa.rivianservices.com,*.qa.rivianservices.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,37e83e577d2388f883d2a82dcb7f89c3,6b600056c38ffed9b5c6750e4223e57bdb70a35bd3e4fa893d700ea6e9e52769,True,ctls,17-121-119-35.qa.rivianservices.com,cloudfront,443,https://17-121-119-35.qa.rivianservices.com:443,https,,GET,108.138.17.23,/,1457316476,108.138.17.116,Amazon Web Services,8,False,True,text/html,,,,,
