new,host,ttl,a,cname,soa,status_code,has_internal_ips,internal_ips,txt,aaaa,ns,cdn,cdn-name,mx,caa
,use1-imp.platform.7166.aws.thomsonreuters.com,60,"3.227.88.109, 44.215.41.79, 44.206.75.145",,"{'name': '7166.aws.thomsonreuters.com', 'ns': 'ns-144.awsdns-18.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '7166.aws.thomsonreuters.com', 'ns': 'ns-144.awsdns-18.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '7166.aws.thomsonreuters.com', 'ns': 'ns-144.awsdns-18.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '7166.aws.thomsonreuters.com', 'ns': 'ns-144.awsdns-18.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '7166.aws.thomsonreuters.com', 'ns': 'ns-144.awsdns-18.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
,use1-prd.platform.7166.aws.thomsonreuters.com,60,"34.198.194.187, 18.213.99.250, 35.175.13.212",,"{'name': '7166.aws.thomsonreuters.com', 'ns': 'ns-144.awsdns-18.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '7166.aws.thomsonreuters.com', 'ns': 'ns-144.awsdns-18.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '7166.aws.thomsonreuters.com', 'ns': 'ns-144.awsdns-18.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '7166.aws.thomsonreuters.com', 'ns': 'ns-144.awsdns-18.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '7166.aws.thomsonreuters.com', 'ns': 'ns-144.awsdns-18.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '7166.aws.thomsonreuters.com', 'ns': 'ns-144.awsdns-18.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
,use1-qa.platform.8443.aws.thomsonreuters.com,60,"34.230.103.253, 3.229.218.76, 54.81.195.53",,"{'name': '8443.aws.thomsonreuters.com', 'ns': 'ns-2024.awsdns-61.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '8443.aws.thomsonreuters.com', 'ns': 'ns-2024.awsdns-61.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '8443.aws.thomsonreuters.com', 'ns': 'ns-2024.awsdns-61.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '8443.aws.thomsonreuters.com', 'ns': 'ns-2024.awsdns-61.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '8443.aws.thomsonreuters.com', 'ns': 'ns-2024.awsdns-61.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '8443.aws.thomsonreuters.com', 'ns': 'ns-2024.awsdns-61.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '8443.aws.thomsonreuters.com', 'ns': 'ns-2024.awsdns-61.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
,usinternal.legaltrackerservices.thomsonreuters.com,300,"10.75.42.156, 205.251.193.85",,"{'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}",NOERROR,True,10.75.42.156,,2600:9000:5301:5500::1,"ns-aws-5.thomsonreuters.com, ns-aws-6.thomsonreuters.net, ns-aws-7.thomsonreuters.org, ns-aws-8.thomsonreuters.co.uk",,,,
,uslegalcenter.legaltracker.thomsonreuters.com,300,23.96.113.15,,"{'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,,,,,,
,uslegalcenter.legaltrackerservices.thomsonreuters.com,300,23.96.113.11,,"{'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,,,,,,
,usvirginislands.support.legalsolutions.thomsonreuters.com,300,"216.198.54.1, 216.198.53.1","victrack.ssl.zendesk.com, victrack.zendesk.com","{'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,"pod=19, v=spf1 include:mail.zendesk.com ~all",,,,,mail-pod-19.int.zendesk.com,
,usw2-prd.platform.7166.aws.thomsonreuters.com,60,"35.165.142.136, 34.208.101.238, 35.84.68.130",,"{'name': '7166.aws.thomsonreuters.com', 'ns': 'ns-144.awsdns-18.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '7166.aws.thomsonreuters.com', 'ns': 'ns-144.awsdns-18.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '7166.aws.thomsonreuters.com', 'ns': 'ns-144.awsdns-18.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '7166.aws.thomsonreuters.com', 'ns': 'ns-144.awsdns-18.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
,vara-prod.60413.aws.thomsonreuters.com,394,,,"{'name': '60413.aws.thomsonreuters.com', 'ns': 'ns-1740.awsdns-25.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '60413.aws.thomsonreuters.com', 'ns': 'ns-1740.awsdns-25.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '60413.aws.thomsonreuters.com', 'ns': 'ns-1740.awsdns-25.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '60413.aws.thomsonreuters.com', 'ns': 'ns-1740.awsdns-25.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '60413.aws.thomsonreuters.com', 'ns': 'ns-1740.awsdns-25.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '60413.aws.thomsonreuters.com', 'ns': 'ns-1740.awsdns-25.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '60413.aws.thomsonreuters.com', 'ns': 'ns-1740.awsdns-25.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
,vara.thomsonreuters.com,300,"44.217.59.200, 3.86.172.168, 3.210.169.117",vara-prod.60413.aws.thomsonreuters.com,"{'name': '60413.aws.thomsonreuters.com', 'ns': 'ns-1740.awsdns-25.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '60413.aws.thomsonreuters.com', 'ns': 'ns-1740.awsdns-25.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '60413.aws.thomsonreuters.com', 'ns': 'ns-1740.awsdns-25.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '60413.aws.thomsonreuters.com', 'ns': 'ns-1740.awsdns-25.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': '60413.aws.thomsonreuters.com', 'ns': 'ns-1740.awsdns-25.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,
,ventas.thomsonreuters.com,300,"34.234.244.148, 54.208.236.99",a201244-app-prod-ext-alb-1-2025578017.us-east-1.elb.amazonaws.com,"{'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,,,
,veracode.thomsonreuters.com,300,155.46.172.253,redirect-https.thomsonreuters.com,"{'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,,,,,,
,verify.services.otir.thomsonreuters.com,280,"54.205.253.125, 34.201.226.194",otir-web-prod-use1-alb-2074536515.us-east-1.elb.amazonaws.com,"{'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,,,
,verify.services.otirdr.thomsonreuters.com,300,"34.211.88.249, 100.20.10.54",otir-web-dr-usw2-alb-713494144.us-west-2.elb.amazonaws.com,"{'name': 'us-west-2.elb.amazonaws.com', 'ns': 'ns-332.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-west-2.elb.amazonaws.com', 'ns': 'ns-332.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-west-2.elb.amazonaws.com', 'ns': 'ns-332.awsdns-41.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,,,
,veritiv.hostedtax.thomsonreuters.com,300,155.46.172.39,"dcis-prod.hostedtax.thomsonreuters.com, eagh.hostedtax.thomsonreuters.com","{'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,,,,,,
,vicms-amq-prodprev.ctrack.thomsonreuters.com,300,20.72.67.111,ctrackimpl-k8s-v4-agw-2.ctrack.thomsonreuters.com,"{'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,,,,,,
,vicms-amq-staging-external.ctrack.thomsonreuters.com,300,"40.70.170.248, 205.251.193.85",trcmsimplk8sgateway.ctrack.thomsonreuters.com,"{'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,2600:9000:5301:5500::1,"ns-aws-5.thomsonreuters.com, ns-aws-6.thomsonreuters.net, ns-aws-7.thomsonreuters.org, ns-aws-8.thomsonreuters.co.uk",,,,
,vicms-auto.ctrack.thomsonreuters.com,300,172.172.70.170,eastus2-qa-k8s-devtest-agw-3.ctrack.thomsonreuters.com,"{'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,,,,,,
,vicms-config.ctrack.thomsonreuters.com,300,20.72.67.111,ctrackimpl-k8s-v4-agw-2.ctrack.thomsonreuters.com,"{'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,,,,,,
,vicms-prodprev.ctrack.thomsonreuters.com,300,205.251.193.85,ctrackimpl-k8s-v4-agw-2.ctrack.thomsonreuters.com,"{'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'thomsonreuters.com', 'ns': 'ns-aws-5.thomsonreuters.com', 'mailbox': 'domain.name.thomsonreuters.com', 'serial': 2409171054, 'refresh': 3600, 'retry': 900, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,2600:9000:5301:5500::1,"ns-aws-5.thomsonreuters.com, ns-aws-6.thomsonreuters.net, ns-aws-7.thomsonreuters.org, ns-aws-8.thomsonreuters.co.uk",,,,
