new,host,ttl,a,soa,status_code,aaaa,ns,txt,cname,caa,has_internal_ips,internal_ips,mx
[x],blog.woodpecker.co,300,"172.66.43.161, 172.66.40.95","{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700:3108::ac42:2ba1, 2606:4700:3108::ac42:285f",,,,,,,
[x],branch.woodpecker.co,300,92.222.99.200,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],c.woodpecker.co,300,"167.89.123.204, 167.89.118.83, 167.89.118.109, 167.89.118.52, 167.89.118.120, 167.89.123.90, 167.89.123.58, 167.89.118.61, 167.89.123.124, 167.89.118.128, 167.89.118.95, 167.89.123.54, 167.89.118.62, 167.89.123.89, 167.89.123.66, 167.89.123.62","{'name': 'sendgrid.net', 'ns': 'ns10.dnsmadeeasy.com', 'mailbox': 'dns.dnsmadeeasy.com', 'serial': 2011275521, 'refresh': 14400, 'retry': 600, 'expire': 1728000, 'minttl': 180}",NOERROR,,"ns11.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns10.dnsmadeeasy.com","i52uk89q4nfe1mpgqv5qsmsj3j, mailru-verification: 2e3995fa8a7d00e0, p8bnb2lp424dkl3c4io1aemiei, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE",sendgrid.net,"amazonaws.com, godaddy.com",,,"mx2.sendgrid.net, mx.sendgrid.net"
[x],c1.oo.woodpecker.co,248,92.222.99.201,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],c1.xb2b.woodpecker.co,300,92.222.99.201,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],camp.woodpecker.co,300,,"{'name': 'camp-pwa.pages.dev', 'ns': 'hassan.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363380050, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'camp-pwa.pages.dev', 'ns': 'hassan.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363380050, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'camp-pwa.pages.dev', 'ns': 'hassan.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363380050, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,camp-pwa.pages.dev,,,,
[x],checker.woodpecker.co,1800,,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],cloud1.open.woodpecker.co,1798,,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],cloud2.open.woodpecker.co,300,147.135.116.215,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],cloud3.open.woodpecker.co,300,139.99.252.35,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],comx.wl.woodpecker.co,1800,,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],core.woodpecker.co,300,217.182.38.193,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],cs.woodpecker.co,300,,"{'name': 'wl133.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2364953859, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'wl133.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2364953859, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'wl133.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2364953859, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'wl133.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2364953859, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'wl133.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2364953859, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,v=spf1 a mx include:_spf.google.com include:sendgrid.net include:mailgun.org ~all,u5773632.wl133.sendgrid.net,,,,
[x],db1-2.prod.woodpecker.co,300,141.94.252.105,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],db1.prod.woodpecker.co,300,141.95.206.133,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],db3-node1.prod.woodpecker.co,300,141.94.252.105,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],db4-node1.prod.woodpecker.co,300,141.95.206.133,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],db7.prod.woodpecker.co,300,141.94.111.179,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],deliverability.woodpecker.co,300,"172.66.40.95, 172.66.43.161","{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700:3108::ac42:285f, 2606:4700:3108::ac42:2ba1",,,,,,,
[x],dev.woodpecker.co,296,92.222.99.200,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],dev1.woodpecker.co,300,92.222.99.200,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],dev1a.woodpecker.co,300,92.222.99.200,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],dev1c.woodpecker.co,660,,"{'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'woodpecker.co', 'ns': 'lakas.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2363821907, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
