input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,method,host,path,favicon,a_,lines,failed,csp_domains_,tls_expired,tls_mismatched,content_type,tech_,tls_self_signed,cdn_name,cdn,webserver,final_url
api.fonic-mobile.de,FONIC mobile,200,207850,api.fonic-mobile.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-10T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.fonic-mobile.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.fonic-mobile.de,Telefónica Germany GmbH & Co. OHG,fonic-mobile.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a5c9966609764b730a27f90443cef9b9,95eea5f3dcea27d0758dc984571c43041741e5d0fbb8c2b33993a67e78410e8a,True,ctls,api.fonic-mobile.de,443,https://api.fonic-mobile.de:443,https,GET,212.23.125.154,/,-458757640,212.23.125.154,9,False,https://www.google.ch,,,text/html,Vue.js,,,,Apache,
api.nica-live.telefonica.de,Your Azure Function App is up and running.,200,150093,api.nica-live.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-15T00:00:00Z,2023-07-15T23:59:59Z,CN=api.nica-live.telefonica.de,api.nica-live.telefonica.de,,api.nica-live.telefonica.de,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",fe3e75e708321cb558e25b7c53e50b90,dd10510255fff11f7f0f5c1c4dc985fcb8360578714884af04f4f54d11d39a71,,ctls,api.nica-live.telefonica.de,443,https://api.nica-live.telefonica.de:443,https,GET,51.116.145.38,/,-1840324437,51.116.145.38,300,False,,,,text/html,HSTS,,azure,True,,
api.o2business.de,,403,16,api.o2business.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-25T14:40:57Z,2023-06-23T14:40:56Z,CN=*.portal.api.o2business.de,*.portal.api.o2business.de,,api.o2business.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,de27426cb65f5d01001d231655a6f9e8,555a299df332a9b18675f3477d6efadddfc8ea54aa55db84fcffef8671f7aa1e,True,ctls,api.o2business.de,443,https://api.o2business.de:443,https,GET,141.101.90.96,/,586995839,141.101.90.98,1,False,,,,text/plain,Cloudflare,,cloudflare,True,cloudflare,
apibaltlife.aurasa.telefonica.de,404 Not Found,404,548,apibaltlife.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-06T05:47:11Z,2023-11-06T05:47:11Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,7adaa704a0e3d911c0112f6e8a901e17,81af9b62f186c6369701508a1f17809e5bac0e6d4daae9577759e5d2964fcbf8,,ctls,apibaltlife.aurasa.telefonica.de,443,https://apibaltlife.aurasa.telefonica.de:443,https,GET,51.124.56.186,/,566218143,51.124.56.186,14,False,,,True,text/html,HSTS,True,azure,True,,
apiswfbtesting.m2m.telefonica.de,Automatische Weiterleitung,200,702,apiswfbtesting.m2m.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-01-20T17:11:16Z,2022-04-20T17:11:15Z,CN=m2m.o2.de,m2m.o2.de,,m2m.o2.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cd39de034023fe357f01d632eff8aef1,47679e058e6e4c56c3837fc47b986d9ee24b954d6926c776d79fe99eacccb5c7,True,ctls,apiswfbtesting.m2m.telefonica.de,443,https://apiswfbtesting.m2m.telefonica.de:443,https,GET,89.163.234.212,/,523552665,89.163.234.212,19,False,URL=http://m2m.telefonica.de/,True,True,text/html,HSTS,,,,,
apivpn-staff-cacheeuw-meet-git.m2m.telefonica.de,Automatische Weiterleitung,200,702,apivpn-staff-cacheeuw-meet-git.m2m.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-01-20T17:11:16Z,2022-04-20T17:11:15Z,CN=m2m.o2.de,m2m.o2.de,,m2m.o2.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cd39de034023fe357f01d632eff8aef1,47679e058e6e4c56c3837fc47b986d9ee24b954d6926c776d79fe99eacccb5c7,True,ctls,apivpn-staff-cacheeuw-meet-git.m2m.telefonica.de,443,https://apivpn-staff-cacheeuw-meet-git.m2m.telefonica.de:443,https,GET,89.163.234.212,/,523552665,89.163.234.212,19,False,URL=http://m2m.telefonica.de/,True,True,text/html,HSTS,,,,,
apivpn-temp-v1-sales.m2m.telefonica.de,Automatische Weiterleitung,200,702,apivpn-temp-v1-sales.m2m.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-01-20T17:11:16Z,2022-04-20T17:11:15Z,CN=m2m.o2.de,m2m.o2.de,,m2m.o2.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cd39de034023fe357f01d632eff8aef1,47679e058e6e4c56c3837fc47b986d9ee24b954d6926c776d79fe99eacccb5c7,True,ctls,apivpn-temp-v1-sales.m2m.telefonica.de,443,https://apivpn-temp-v1-sales.m2m.telefonica.de:443,https,GET,89.163.234.212,/,-1105026904,89.163.234.212,19,False,URL=http://m2m.telefonica.de/,True,True,text/html,HSTS,,,,,
app-hilfe-uat.o2online.de,Service Unavailable,503,269,app-hilfe-uat.o2online.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-13T00:00:00Z,2023-09-13T23:59:59Z,"CN=*.test.edgekey.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",*.test.edgekey.net,"Akamai Technologies, Inc.",test.edgekey.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,93a880620156d07fde73c993df17f45f,1356b4f25e1c8342091e6ccc4471fa9c7a09068ba577ae49d637dfd01512f63f,True,ctls,app-hilfe-uat.o2online.de,443,https://app-hilfe-uat.o2online.de:443,https,GET,72.246.168.5,/,126980222,2a02:26f0:480:baa::13,9,False,,,True,text/html,,,,,AkamaiGHost,
app-hilfe.o2online.de,Service Unavailable,503,269,app-hilfe.o2online.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-13T00:00:00Z,2023-09-13T23:59:59Z,"CN=*.test.edgekey.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",*.test.edgekey.net,"Akamai Technologies, Inc.",test.edgekey.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,93a880620156d07fde73c993df17f45f,1356b4f25e1c8342091e6ccc4471fa9c7a09068ba577ae49d637dfd01512f63f,True,ctls,app-hilfe.o2online.de,443,https://app-hilfe.o2online.de:443,https,GET,95.101.148.5,/,1879518175,2a02:26f0:480:baa::13,9,False,,,True,text/html,,,,,AkamaiGHost,
app-reviews.m2m.telefonica.de,Automatische Weiterleitung,200,702,app-reviews.m2m.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-01-20T17:11:16Z,2022-04-20T17:11:15Z,CN=m2m.o2.de,m2m.o2.de,,m2m.o2.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cd39de034023fe357f01d632eff8aef1,47679e058e6e4c56c3837fc47b986d9ee24b954d6926c776d79fe99eacccb5c7,True,ctls,app-reviews.m2m.telefonica.de,443,https://app-reviews.m2m.telefonica.de:443,https,GET,89.163.234.212,/,-1105026904,89.163.234.212,19,False,URL=http://m2m.telefonica.de/,True,True,text/html,HSTS,,,,,
app.cz.o2.com,"O2 | Volání, internet, televize a balíčky O2 Spolu",200,220650,www.o2.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-14T00:00:00Z,2023-10-14T23:59:59Z,"CN=www.o2.cz, O=O2 Czech Republic a.s., L=Prague, C=CZ, serialNumber=60193336, businessCategory=Private Organization, jurisdictionCountry=CZ, businessCategory=Private Organization, jurisdictionCountry=CZ",www.o2.cz,O2 Czech Republic a.s.,o2.cz,"CN=Thawte EV RSA CA G2, O=DigiCert Inc, C=US",Thawte EV RSA CA G2,DigiCert Inc,29bbfda1b6ce141e44e47c62ebe6aac3,991af0d60dd020dd21aa551eed9581b1f634eb9b139dc0763a217e9b4735f221,,ctls,www.o2.cz,80,http://app.cz.o2.com:80,http,GET,160.218.161.165,/,160634455,2001:41d8:1:8f20::30,3742,False,,,,text/html,HSTS,,,,,https://www.o2.cz/osobni
app.digitalphone.o2business.de,,200,3124,app.digitalphone.o2business.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-09T00:00:00Z,2024-02-08T23:59:59Z,"CN=*.digitalphone.o2business.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.digitalphone.o2business.de,Telefónica Germany GmbH & Co. OHG,digitalphone.o2business.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5fe5653e626845f8a66cb9007511f576,00630a72acd909e004b21b8fbcc4b70ece6210859362fba1174ad73169f26961,True,ctls,app.digitalphone.o2business.de,443,https://app.digitalphone.o2business.de:443,https,GET,109.68.97.195,/,1273449307,109.68.97.195,28,False,,,,text/html,HSTS,,,,NFON,
app.news.o2business.de,404 - Not found or no permission to access,404,1330,app.news.o2business.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-22T00:00:00Z,2024-04-21T23:59:59Z,"CN=*.t.en25.com, O=Oracle Corporation, L=Redwood City, ST=California, C=US",*.t.en25.com,Oracle Corporation,*.t.en25.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f6874b70661feba537ceb9752db0abf6,fb2644329652525516e4db4b9015178214673244ce80601c993858856fcf8ebd,True,ctls,app.news.o2business.de,443,https://app.news.o2business.de:443,https,GET,192.29.202.175,/,-1044085938,192.29.202.175,33,False,,,True,text/html,Bootstrap,,oracle,True,,
appman.m2m.telefonica.de,Automatische Weiterleitung,200,702,appman.m2m.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-01-20T17:11:16Z,2022-04-20T17:11:15Z,CN=m2m.o2.de,m2m.o2.de,,m2m.o2.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cd39de034023fe357f01d632eff8aef1,47679e058e6e4c56c3837fc47b986d9ee24b954d6926c776d79fe99eacccb5c7,True,ctls,appman.m2m.telefonica.de,443,https://appman.m2m.telefonica.de:443,https,GET,89.163.234.212,/,523552665,89.163.234.212,19,False,URL=http://m2m.telefonica.de/,True,True,text/html,HSTS,,,,,
apps-dl.telefonica.de,,403,243,apps-dl.telefonica.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-10-03T23:59:59Z,CN=apps-dl.telefonica.de,apps-dl.telefonica.de,,apps-dl.telefonica.de,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,704e3ad899e00b59c8fbc330ac48b376,08e7a841cc2f5e16d56b8a2833f133df29825e056ca836a80fa6c9dcb3c70810,,ctls,apps-dl.telefonica.de,443,https://apps-dl.telefonica.de:443,https,GET,108.138.7.26,/,464302599,2600:9000:2490:3a00:1e:486b:e100:93a1,2,False,,,,application/xml,Amazon Web Services,,cloudfront,True,AmazonS3,
apps-e2e1.o2online.de,Index of /,200,161,apps-e2e1.o2online.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,Telefónica Germany GmbH & Co. OHG,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,True,ctls,apps-e2e1.o2online.de,443,https://apps-e2e1.o2online.de:443,https,GET,82.113.101.237,/,-366337701,82.113.101.237,10,False,,,,text/html,Apache,,,,Apache,
apps-e2e2.o2online.de,Index of /,200,161,apps-e2e2.o2online.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,Telefónica Germany GmbH & Co. OHG,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,True,ctls,apps-e2e2.o2online.de,443,https://apps-e2e2.o2online.de:443,https,GET,82.113.101.237,/,-366337701,82.113.101.237,10,False,,,,text/html,Apache,,,,Apache,
apps.alditalk-kundenbetreuung.de,Test Page for the Apache HTTP Server on Red Hat Enterprise Linux,403,3985,apps.alditalk-kundenbetreuung.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,Telefónica Germany GmbH & Co. OHG,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,True,ctls,apps.alditalk-kundenbetreuung.de,443,https://apps.alditalk-kundenbetreuung.de:443,https,GET,82.113.101.187,/,-366337701,82.113.101.187,124,False,,,True,text/html,Apache,,,,Apache,
apps.ayyildiz.de,Test Page for the Apache HTTP Server on Red Hat Enterprise Linux,403,3985,apps.ayyildiz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,Telefónica Germany GmbH & Co. OHG,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,True,ctls,apps.ayyildiz.de,443,https://apps.ayyildiz.de:443,https,GET,82.113.101.187,/,-366337701,82.113.101.187,124,False,,,True,text/html,Apache,,,,Apache,
apps.blau.de,Test Page for the Apache HTTP Server on Red Hat Enterprise Linux,403,3985,apps.blau.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,Telefónica Germany GmbH & Co. OHG,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,True,ctls,apps.blau.de,443,https://apps.blau.de:443,https,GET,82.113.101.234,/,-366337701,82.113.101.234,124,False,,,True,text/html,Apache,,,,Apache,
apps.nettokom.de,Test Page for the Apache HTTP Server on Red Hat Enterprise Linux,403,3985,apps.nettokom.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,Telefónica Germany GmbH & Co. OHG,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,True,ctls,apps.nettokom.de,443,https://apps.nettokom.de:443,https,GET,82.113.101.187,/,-366337701,82.113.101.187,124,False,,,True,text/html,Apache,,,,Apache,
apps.o2online.de,Test Page for the Apache HTTP Server on Red Hat Enterprise Linux,403,3985,apps.o2online.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,Telefónica Germany GmbH & Co. OHG,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,True,ctls,apps.o2online.de,443,https://apps.o2online.de:443,https,GET,82.113.101.234,/,-366337701,82.113.101.234,124,False,,,,text/html,Apache,,,,Apache,
apps.telefonica.de,MyOnLife,200,3266,apps.telefonica.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,Telefónica Germany GmbH & Co. OHG,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,True,ctls,apps.telefonica.de,443,https://apps.telefonica.de:443,https,GET,82.113.101.252,/,-1382735251,82.113.101.252,123,False,,,True,text/html,Nginx,,,,nginx,https://apps.telefonica.de/myonlife/ui/
apps.whatsappsim.de,Test Page for the Apache HTTP Server on Red Hat Enterprise Linux,403,3985,apps.whatsappsim.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,Telefónica Germany GmbH & Co. OHG,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,True,ctls,apps.whatsappsim.de,443,https://apps.whatsappsim.de:443,https,GET,82.113.101.187,/,-366337701,82.113.101.187,124,False,,,True,text/html,Apache,,,,Apache,
appservice4-15.m2m.telefonica.de,Automatische Weiterleitung,200,702,appservice4-15.m2m.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-01-20T17:11:16Z,2022-04-20T17:11:15Z,CN=m2m.o2.de,m2m.o2.de,,m2m.o2.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cd39de034023fe357f01d632eff8aef1,47679e058e6e4c56c3837fc47b986d9ee24b954d6926c776d79fe99eacccb5c7,True,ctls,appservice4-15.m2m.telefonica.de,443,https://appservice4-15.m2m.telefonica.de:443,https,GET,89.163.234.212,/,523552665,89.163.234.212,19,False,URL=http://m2m.telefonica.de/,True,True,text/html,HSTS,,,,,
archive-image-service-cdn.m2m.telefonica.de,Automatische Weiterleitung,200,702,archive-image-service-cdn.m2m.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-01-20T17:11:16Z,2022-04-20T17:11:15Z,CN=m2m.o2.de,m2m.o2.de,,m2m.o2.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cd39de034023fe357f01d632eff8aef1,47679e058e6e4c56c3837fc47b986d9ee24b954d6926c776d79fe99eacccb5c7,True,ctls,archive-image-service-cdn.m2m.telefonica.de,443,https://archive-image-service-cdn.m2m.telefonica.de:443,https,GET,89.163.234.212,/,523552665,89.163.234.212,19,False,URL=http://m2m.telefonica.de/,True,True,text/html,HSTS,,,,,
archive-reader-critics.m2m.telefonica.de,Automatische Weiterleitung,200,702,archive-reader-critics.m2m.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-01-20T17:11:16Z,2022-04-20T17:11:15Z,CN=m2m.o2.de,m2m.o2.de,,m2m.o2.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cd39de034023fe357f01d632eff8aef1,47679e058e6e4c56c3837fc47b986d9ee24b954d6926c776d79fe99eacccb5c7,True,ctls,archive-reader-critics.m2m.telefonica.de,443,https://archive-reader-critics.m2m.telefonica.de:443,https,GET,89.163.234.212,/,-1105026904,89.163.234.212,19,False,URL=http://m2m.telefonica.de/,True,True,text/html,HSTS,,,,,
are-e2e2.o2online.de,Apache Tomcat/9.0.39,200,11196,are-e2e2.o2online.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,Telefónica Germany GmbH & Co. OHG,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,True,ctls,are-e2e2.o2online.de,443,https://are-e2e2.o2online.de:443,https,GET,82.113.101.176,/,-297069493,82.113.101.176,200,False,,,,text/html,Varnish:6.0,,,,,
are.o2online.de,HTTP Status 404 – Not Found,404,678,are.o2online.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,Telefónica Germany GmbH & Co. OHG,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,True,ctls,are.o2online.de,443,https://are.o2online.de:443,https,GET,82.113.101.147,/,-418615081,82.113.101.147,1,False,,,,text/html,Varnish:6.0,,,,,
artists.m2m.telefonica.de,Automatische Weiterleitung,200,702,artists.m2m.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-01-20T17:11:16Z,2022-04-20T17:11:15Z,CN=m2m.o2.de,m2m.o2.de,,m2m.o2.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cd39de034023fe357f01d632eff8aef1,47679e058e6e4c56c3837fc47b986d9ee24b954d6926c776d79fe99eacccb5c7,True,ctls,artists.m2m.telefonica.de,443,https://artists.m2m.telefonica.de:443,https,GET,89.163.234.212,/,-1105026904,89.163.234.212,19,False,URL=http://m2m.telefonica.de/,True,True,text/html,HSTS,,,,,
aspdocu.o2.de,,200,11,aspdocu.o2.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,Telefónica Germany GmbH & Co. OHG,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,True,ctls,aspdocu.o2.de,443,https://aspdocu.o2.de:443,https,GET,82.113.101.135,/,-2103197408,82.113.101.135,1,False,,,True,text/plain,,,,,awselb/2.0,
assets-acceptatie-db2-corp.m2m.telefonica.de,Automatische Weiterleitung,200,702,assets-acceptatie-db2-corp.m2m.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-01-20T17:11:16Z,2022-04-20T17:11:15Z,CN=m2m.o2.de,m2m.o2.de,,m2m.o2.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cd39de034023fe357f01d632eff8aef1,47679e058e6e4c56c3837fc47b986d9ee24b954d6926c776d79fe99eacccb5c7,True,ctls,assets-acceptatie-db2-corp.m2m.telefonica.de,443,https://assets-acceptatie-db2-corp.m2m.telefonica.de:443,https,GET,89.163.234.212,/,-1105026904,89.163.234.212,19,False,URL=http://m2m.telefonica.de/,True,True,text/html,HSTS,,,,,
assets-adminalt-auth-antiviruspre.m2m.telefonica.de,Automatische Weiterleitung,200,702,assets-adminalt-auth-antiviruspre.m2m.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-01-20T17:11:16Z,2022-04-20T17:11:15Z,CN=m2m.o2.de,m2m.o2.de,,m2m.o2.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cd39de034023fe357f01d632eff8aef1,47679e058e6e4c56c3837fc47b986d9ee24b954d6926c776d79fe99eacccb5c7,True,ctls,assets-adminalt-auth-antiviruspre.m2m.telefonica.de,443,https://assets-adminalt-auth-antiviruspre.m2m.telefonica.de:443,https,GET,89.163.234.212,/,523552665,89.163.234.212,19,False,URL=http://m2m.telefonica.de/,True,True,text/html,HSTS,,,,,
assets-origin.m2m.telefonica.de,Automatische Weiterleitung,200,702,assets-origin.m2m.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-01-20T17:11:16Z,2022-04-20T17:11:15Z,CN=m2m.o2.de,m2m.o2.de,,m2m.o2.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cd39de034023fe357f01d632eff8aef1,47679e058e6e4c56c3837fc47b986d9ee24b954d6926c776d79fe99eacccb5c7,True,ctls,assets-origin.m2m.telefonica.de,443,https://assets-origin.m2m.telefonica.de:443,https,GET,89.163.234.212,/,-1105026904,89.163.234.212,19,False,URL=http://m2m.telefonica.de/,True,True,text/html,HSTS,,,,,
