input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_subject_org_,final_url
remote.quizlet.com,Captcha Challenge…,403,163717,remote.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,remote.quizlet.com,cloudflare,443,https://remote.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-398707027,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
rotating-calipers.quizlet.com,Captcha Challenge…,403,163808,rotating-calipers.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,rotating-calipers.quizlet.com,cloudflare,443,https://rotating-calipers.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-1094972817,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
s.quizlet.com,Captcha Challenge…,403,163687,s.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,s.quizlet.com,cloudflare,443,https://s.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,929375544,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
sbkwxc520.quizlet.com,Captcha Challenge…,403,163767,sbkwxc520.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,sbkwxc520.quizlet.com,cloudflare,443,https://sbkwxc520.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,625889401,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
secure.quizlet.com,Captcha Challenge…,403,163716,secure.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,secure.quizlet.com,cloudflare,443,https://secure.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,595928972,104.17.187.102,Cloudflare Bot Management,99,False,True,True,,
server.quizlet.com,Captcha Challenge…,403,163717,server.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,server.quizlet.com,cloudflare,443,https://server.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-1113821036,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
server1.quizlet.com,Captcha Challenge…,403,163743,server1.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,server1.quizlet.com,cloudflare,443,https://server1.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-105786900,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
shop.quizlet.com,Captcha Challenge…,403,163736,shop.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,shop.quizlet.com,cloudflare,443,https://shop.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,95962888,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
smtp.quizlet.com,Captcha Challenge…,403,163736,smtp.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,smtp.quizlet.com,cloudflare,443,https://smtp.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,1721627355,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
sslvpn.quizlet.com,Captcha Challenge…,403,163738,sslvpn.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,sslvpn.quizlet.com,cloudflare,443,https://sslvpn.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,337196587,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
stage.quizlet.com,Captcha Challenge…,403,163736,stage.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,stage.quizlet.com,cloudflare,443,https://stage.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,2130622252,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
stats.quizlet.com,Captcha Challenge…,403,163716,stats.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,stats.quizlet.com,cloudflare,443,https://stats.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-88871432,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
subedits.support.quizlet.com,403 Forbidden,403,151,subedits.support.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,subedits.support.quizlet.com,cloudflare,443,https://subedits.support.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,1210513009,104.17.188.102,Cloudflare,8,False,True,,,
support.quizlet.com,Captcha Challenge…,403,163722,support.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,support.quizlet.com,cloudflare,443,https://support.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,1305506800,104.17.187.102,Cloudflare Bot Management,99,False,True,True,,
takeout-pa11.clients6.quizlet.com,403 Forbidden,403,151,takeout-pa11.clients6.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,takeout-pa11.clients6.quizlet.com,cloudflare,443,https://takeout-pa11.clients6.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,,104.17.188.102,Cloudflare,8,False,True,,,
tools.quizlet.com,Captcha Challenge…,403,163716,tools.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,tools.quizlet.com,cloudflare,443,https://tools.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-1119419007,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
toplucky.en.quizlet.com,403 Forbidden,403,151,toplucky.en.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,toplucky.en.quizlet.com,cloudflare,443,https://toplucky.en.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,1210513009,104.17.187.102,Cloudflare,8,False,True,,,
trackmail.quizlet.com,404 Not Found,404,162,,,,,,,,,,,,,,,,,,,,,80,http://trackmail.quizlet.com:80,http,nginx,text/html,GET,167.89.123.124,/,190856733,167.89.123.54,Nginx,8,False,,,,
try.quizlet.com,Captcha Challenge…,403,163731,try.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,try.quizlet.com,cloudflare,443,https://try.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,102276759,104.17.187.102,Cloudflare Bot Management,99,False,True,True,,
up.quizlet.com,Captcha Challenge…,403,163730,up.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,up.quizlet.com,cloudflare,443,https://up.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-1709239946,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
vpn.quizlet.com,Captcha Challenge…,403,163710,vpn.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,vpn.quizlet.com,cloudflare,443,https://vpn.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,1507697940,104.17.187.102,Cloudflare Bot Management,99,False,True,True,,
wap.quizlet.com,Captcha Challenge…,403,163710,wap.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,wap.quizlet.com,cloudflare,443,https://wap.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,498266713,104.17.187.102,Cloudflare Bot Management,99,False,True,True,,
web1.quizlet.com,Captcha Challenge…,403,163715,web1.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,web1.quizlet.com,cloudflare,443,https://web1.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-1343695585,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
web2.quizlet.com,Captcha Challenge…,403,163736,web2.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,web2.quizlet.com,cloudflare,443,https://web2.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,1747837443,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
webdisk.quizlet.com,Captcha Challenge…,403,163786,webdisk.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,webdisk.quizlet.com,cloudflare,80,http://webdisk.quizlet.com:80,http,cloudflare,text/html,GET,104.17.187.102,/,1228241131,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,https://webdisk.quizlet.com/
webmail.quizlet.com,Captcha Challenge…,403,163743,webmail.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,webmail.quizlet.com,cloudflare,443,https://webmail.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-1549096140,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
wiki.quizlet.com,Captcha Challenge…,403,163758,wiki.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,wiki.quizlet.com,cloudflare,80,http://wiki.quizlet.com:80,http,cloudflare,text/html,GET,104.17.188.102,/,1779662254,104.17.187.102,Cloudflare Bot Management,99,False,True,True,,https://wiki.quizlet.com/
wmcounter.quizlet.com,Captcha Challenge…,403,163745,wmcounter.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,wmcounter.quizlet.com,cloudflare,443,https://wmcounter.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,-1822670594,104.17.187.102,Cloudflare Bot Management,99,False,True,True,,
womenseuro.tickets.edge-z-p4-shv-02-gru2.quizlet.com,403 Forbidden,403,151,womenseuro.tickets.edge-z-p4-shv-02-gru2.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,womenseuro.tickets.edge-z-p4-shv-02-gru2.quizlet.com,cloudflare,443,https://womenseuro.tickets.edge-z-p4-shv-02-gru2.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,1210513009,104.17.188.102,Cloudflare,8,False,True,,,
womenseuro.tickets.europe.quizlet.com,403 Forbidden,403,151,womenseuro.tickets.europe.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,womenseuro.tickets.europe.quizlet.com,cloudflare,443,https://womenseuro.tickets.europe.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,1210513009,104.17.188.102,Cloudflare,8,False,True,,,
workmarket-lax1.antivirus.quizlet.com,403 Forbidden,403,151,workmarket-lax1.antivirus.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,workmarket-lax1.antivirus.quizlet.com,cloudflare,443,https://workmarket-lax1.antivirus.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,1210513009,104.17.188.102,Cloudflare,8,False,True,,,
wp.quizlet.com,Captcha Challenge…,403,163709,wp.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,wp.quizlet.com,cloudflare,443,https://wp.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-1903698139,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
www.quizlet.com,Captcha Challenge…,403,163745,quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,quizlet.com,cloudflare,80,http://www.quizlet.com:80,http,cloudflare,text/html,GET,104.17.187.102,/,1984186915,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,https://quizlet.com
www.try.quizlet.com,403 Forbidden,403,151,www.try.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,www.try.quizlet.com,cloudflare,443,https://www.try.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,1210513009,104.17.187.102,Cloudflare,8,False,True,,,
www1.quizlet.com,Captcha Challenge…,403,163736,www1.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,www1.quizlet.com,cloudflare,443,https://www1.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-809425530,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
www2.quizlet.com,Captcha Challenge…,403,163715,www2.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,www2.quizlet.com,cloudflare,443,https://www2.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,823954722,104.17.187.102,Cloudflare Bot Management,99,False,True,True,,
wyncartick.quizlet.com,Captcha Challenge…,403,163772,wyncartick.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,wyncartick.quizlet.com,cloudflare,443,https://wyncartick.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,424526857,104.17.187.102,Cloudflare Bot Management,99,False,True,True,,
xhprof-dev.quizlet.com,Captcha Challenge…,403,163771,xhprof-dev.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-26T04:17:45Z,2023-09-24T05:16:36Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,74bc5a75d58c7f85a74a174b816cb0c6,5347befd7babe3fa76a87942fc786deb56d4e30753c28be46dac39fc229143a7,ctls,xhprof-dev.quizlet.com,cloudflare,443,https://xhprof-dev.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,293546212,104.17.188.102,Cloudflare Bot Management,99,False,True,True,,
zapai.pop.quizlet.com,403 Forbidden,403,151,zapai.pop.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,zapai.pop.quizlet.com,cloudflare,443,https://zapai.pop.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,1210513009,104.17.188.102,Cloudflare,8,False,True,,,
