new,host,a,cname,soa,status_code,ns,aaaa,cdn,cdn-name,mx,txt,has_internal_ips,internal_ips,caa
,baiduspider-124-166-232-48.foxtrot.shutterfly.com,"44.208.17.177, 67.202.8.178, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baiduspider-124-166-232-70.zulu.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baiduspider-180-149-133-29.zulu.shutterfly.com,"67.202.8.178, 44.195.250.119, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baiduspider-180-76-15-3.zulu.shutterfly.com,"44.208.17.177, 67.202.8.178, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baiduspider-180-76-15-54.zulu.shutterfly.com,"44.195.250.119, 67.202.8.178, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baiduspider-180-76-15-65.zulu.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baiduspider-180-76-15-86.foxtrot.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baiduspider-180-76-5-13.zulu.shutterfly.com,"44.208.17.177, 44.195.250.119, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baiduspider-180-76-5-34.zulu.shutterfly.com,"44.208.17.177, 44.195.250.119, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baiduspider-180-76-5-52.zulu.shutterfly.com,"44.208.17.177, 67.202.8.178, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baiduspider-180-76-5-8.zulu.shutterfly.com,"67.202.8.178, 44.195.250.119, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baiduspider-220-181-108-32.zulu.shutterfly.com,"67.202.8.178, 44.195.250.119, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baiduspider-220-181-108-86.zulu.shutterfly.com,"67.202.8.178, 44.195.250.119, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baiduspider-ad-61-135-186-13.foxtrot.shutterfly.com,"67.202.8.178, 44.195.250.119, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baiduspider123-125-66-67.zulu.shutterfly.com,"44.208.17.177, 44.195.250.119, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baiduspider123-125-66-87.zulu.shutterfly.com,"44.195.250.119, 67.202.8.178, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baiduspider220-181-32-40.zulu.shutterfly.com,"67.202.8.178, 44.195.250.119, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baiduspider61.zulu.shutterfly.com,"67.202.8.178, 44.208.17.177, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baijiale88yulecheng.zulu.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baijialezhayangyingqian-employee.foxtrot.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,balrog.zulu.shutterfly.com,"44.208.17.177, 44.195.250.119, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baltimore.zulu.shutterfly.com,"44.208.17.177, 67.202.8.178, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bambo.zulu.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bamp.zulu.shutterfly.com,"44.208.17.177, 67.202.8.178, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bamtech.zulu.shutterfly.com,"44.195.250.119, 67.202.8.178, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bandsports.gamma.shutterfly.com,,"site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,banketherkildsen302.shutterfly.com,"67.202.8.178, 44.208.17.177, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bankofamerica.foxtrot.shutterfly.com,"67.202.8.178, 44.208.17.177, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baomahuidizhang.foxtrot.shutterfly.com,"44.195.250.119, 67.202.8.178, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baomahuiyulechengpaiminkeith.zulu.shutterfly.com,"67.202.8.178, 44.195.250.119, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bap10u01.zulu.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bar18u01.zulu.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bas1-1-apx.zulu.shutterfly.com,"44.195.250.119, 67.202.8.178, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bas1-1-edg.foxtrot.shutterfly.com,"44.195.250.119, 67.202.8.178, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,,,
,bas1-1-gci.foxtrot.shutterfly.com,"44.195.250.119, 67.202.8.178, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bas2-1-gci.zulu.shutterfly.com,"67.202.8.178, 44.208.17.177, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bas2-2-con.foxtrot.shutterfly.com,,"site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bas2-2-grd.zulu.shutterfly.com,"67.202.8.178, 44.208.17.177, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,,,
,basrock2.zulu.shutterfly.com,"67.202.8.178, 44.208.17.177, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bastion03-phx2.zulu.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,batalla.ignite.shutterfly.com,,"site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baungaarde8braskjuarez715.shutterfly.com,"67.202.8.178, 44.195.250.119, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bayern.zulu.shutterfly.com,,"site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baymax.zulu.shutterfly.com,"67.202.8.178, 44.208.17.177, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,baywitt710.shutterfly.com,"44.208.17.177, 67.202.8.178, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bb-mbldev-feweb.foxtrot.shutterfly.com,"44.208.17.177, 67.202.8.178, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bbnmsls-lwg.zulu.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bbpress-i18n.zulu.shutterfly.com,"44.195.250.119, 67.202.8.178, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bc-backend.shutterfly.com,,"site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bc-cms.shutterfly.com,"67.202.8.178, 44.208.17.177, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bc-log-lc1.zulu.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bc-www1.shutterfly.com,"44.208.17.177, 67.202.8.178, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bc127bfd.zulu.shutterfly.com,,"site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bcastcl02.foxtrot.shutterfly.com,,"site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bccms1.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bcg3cz.zulu.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bcg3d7.zulu.shutterfly.com,"44.208.17.177, 44.195.250.119, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bcg3ep.ignite.shutterfly.com,"67.202.8.178, 44.208.17.177, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bchfit.zulu.shutterfly.com,"44.208.17.177, 44.195.250.119, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bchidpprod.zulu.shutterfly.com,"44.195.250.119, 67.202.8.178, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bcrs4.zulu.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bd77eyt.zulu.shutterfly.com,,"site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bd77eyu.zulu.shutterfly.com,"67.202.8.178, 44.208.17.177, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,be845fef.zulu.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beacon.shutterfly.com,104.102.41.93,"shutterfly.com.edgekey.net, e11509.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"2a02:26f0:1700:796::2cf5, 2a02:26f0:1700:783::2cf5",,,,,,,
,beasts.zulu.shutterfly.com,"67.202.8.178, 44.195.250.119, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beautifulreligi1.shutterfly.com,"44.195.250.119, 67.202.8.178, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beckettttny735-netlify.shutterfly.com,"44.195.250.119, 67.202.8.178, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beckettttny735.shutterfly.com,"67.202.8.178, 44.195.250.119, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beckguldbrandsen058-client.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beckguldbrandsen058-stripe.shutterfly.com,"67.202.8.178, 44.195.250.119, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beckguldbrandsen058.shutterfly.com,"44.208.17.177, 67.202.8.178, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bellalinewrzosy.pi.shutterfly.com,,"site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,belville.zulu.shutterfly.com,"44.195.250.119, 67.202.8.178, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,benea7edge.zulu.shutterfly.com,"67.202.8.178, 44.208.17.177, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,benjamin19.zulu.shutterfly.com,"44.208.17.177, 67.202.8.178, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,benjohngf.zulu.shutterfly.com,"44.208.17.177, 67.202.8.178, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,benning-147-169-231-61.foxtrot.shutterfly.com,,"site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,benning-150-226-149-92.foxtrot.shutterfly.com,"67.202.8.178, 44.195.250.119, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,benning-150-226-89-46.zulu.shutterfly.com,"44.208.17.177, 67.202.8.178, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bertha27.zulu.shutterfly.com,,site2.shutterfly.com,,NOERROR,,,,,,,,,
,best-deals.zulu.shutterfly.com,,"site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,best85sqlinterview9.shutterfly.com,"44.208.17.177, 67.202.8.178, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bestbuy.shutterfly.com,"44.205.58.221, 52.206.83.128, 3.226.203.155","partner.shutterfly.com, redirect.shutterfly.com, www-redir-legacy-prod-alb-2142486610.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beta-blogs.shutterfly.com,"67.202.8.178, 44.208.17.177, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beta-corporate.zulu.shutterfly.com,"44.195.250.119, 67.202.8.178, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beta-devenv-oceania-exchangedns.zulu.shutterfly.com,,"site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beta-docs.shutterfly.com,"44.195.250.119, 67.202.8.178, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,,,
,beta-e.zulu.shutterfly.com,,"site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beta-law.foxtrot.shutterfly.com,"44.208.17.177, 67.202.8.178, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beta-lyncsip.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beta-preferencespreferences.zulu.shutterfly.com,"44.208.17.177, 67.202.8.178, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beta-saab-api.foxtrot.shutterfly.com,"67.202.8.178, 44.195.250.119, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beta-testbed-comcast.zulu.shutterfly.com,"44.195.250.119, 44.208.17.177, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beta-testbed-horse.zulu.shutterfly.com,"44.208.17.177, 44.195.250.119, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beta-users-container.zulu.shutterfly.com,"44.208.17.177, 44.195.250.119, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,,,
,beta.sbs.shutterfly.com,,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,"intdns2-lv.internal.shutterfly.com, intdns1-lv.internal.shutterfly.com",,,,,,,,
,beta.shutterfly.com,,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,"intdns2-aws.internal.shutterfly.com, intdns1-aws.internal.shutterfly.com, intdns3-aws.internal.shutterfly.com",,,,,,,,
,beta1.shutterfly.com,"44.208.17.177, 67.202.8.178, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beta42.zulu.shutterfly.com,"44.208.17.177, 44.195.250.119, 67.202.8.178","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,beta5-olive.zulu.shutterfly.com,"44.208.17.177, 67.202.8.178, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,betaapierpalt.zulu.shutterfly.com,"44.195.250.119, 67.202.8.178, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,betaaws.zulu.shutterfly.com,"44.195.250.119, 67.202.8.178, 44.208.17.177","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,,,
,betabackup.zulu.shutterfly.com,"67.202.8.178, 44.208.17.177, 44.195.250.119","site2.shutterfly.com, detours-alb-1341917858.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
