input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_mismatched,csp_domains_
afmfe30.geotab.com,,200,149455,afmfe30.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-30T00:00:00Z,2023-11-29T23:59:59Z,"CN=afmfe.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",afmfe.att.com,"AT&T Services, Inc.",afmfe98.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c8b6e503fb7c8806d0532570289021b7,c974f97fc08b434af6668dd3ae6a327205d9092f5cc2da40c51c53c5a7b16691,,ctls,afmfe30.geotab.com,google,443,https://afmfe30.geotab.com:443,https,Kestrel,text/html,GET,35.196.231.138,/,-1332030910,35.196.231.138,Microsoft ASP.NET,6,False,True,,True,
afmfe33.geotab.com,,200,149455,afmfe33.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-30T00:00:00Z,2023-11-29T23:59:59Z,"CN=afmfe.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",afmfe.att.com,"AT&T Services, Inc.",afmfe98.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c8b6e503fb7c8806d0532570289021b7,c974f97fc08b434af6668dd3ae6a327205d9092f5cc2da40c51c53c5a7b16691,,ctls,afmfe33.geotab.com,google,443,https://afmfe33.geotab.com:443,https,Kestrel,text/html,GET,34.138.24.181,/,-1332030910,34.138.24.181,Microsoft ASP.NET,6,False,True,,True,
afmfe34.geotab.com,,200,149455,afmfe34.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-30T00:00:00Z,2023-11-29T23:59:59Z,"CN=afmfe.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",afmfe.att.com,"AT&T Services, Inc.",afmfe98.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c8b6e503fb7c8806d0532570289021b7,c974f97fc08b434af6668dd3ae6a327205d9092f5cc2da40c51c53c5a7b16691,,ctls,afmfe34.geotab.com,google,443,https://afmfe34.geotab.com:443,https,Kestrel,text/html,GET,34.70.124.127,/,-1332030910,34.70.124.127,Microsoft ASP.NET,6,False,True,,True,
afmfe35.geotab.com,,200,149455,afmfe35.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-30T00:00:00Z,2023-11-29T23:59:59Z,"CN=afmfe.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",afmfe.att.com,"AT&T Services, Inc.",afmfe98.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c8b6e503fb7c8806d0532570289021b7,c974f97fc08b434af6668dd3ae6a327205d9092f5cc2da40c51c53c5a7b16691,,ctls,afmfe35.geotab.com,google,443,https://afmfe35.geotab.com:443,https,Kestrel,text/html,GET,34.138.217.195,/,-1332030910,34.138.217.195,Microsoft ASP.NET,6,False,True,,True,
afmfe39.geotab.com,,200,149455,afmfe39.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-30T00:00:00Z,2023-11-29T23:59:59Z,"CN=afmfe.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",afmfe.att.com,"AT&T Services, Inc.",afmfe98.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c8b6e503fb7c8806d0532570289021b7,c974f97fc08b434af6668dd3ae6a327205d9092f5cc2da40c51c53c5a7b16691,,ctls,afmfe39.geotab.com,google,443,https://afmfe39.geotab.com:443,https,Kestrel,text/html,GET,35.202.104.52,/,-1332030910,35.202.104.52,Microsoft ASP.NET,6,False,True,,True,
afmfe41.geotab.com,,200,149455,afmfe41.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-30T00:00:00Z,2023-11-29T23:59:59Z,"CN=afmfe.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",afmfe.att.com,"AT&T Services, Inc.",afmfe98.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c8b6e503fb7c8806d0532570289021b7,c974f97fc08b434af6668dd3ae6a327205d9092f5cc2da40c51c53c5a7b16691,,ctls,afmfe41.geotab.com,google,443,https://afmfe41.geotab.com:443,https,Kestrel,text/html,GET,34.74.244.71,/,-1332030910,34.74.244.71,Microsoft ASP.NET,6,False,True,,True,
afmfe49.geotab.com,,200,149455,afmfe49.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-30T00:00:00Z,2023-11-29T23:59:59Z,"CN=afmfe.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",afmfe.att.com,"AT&T Services, Inc.",afmfe98.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c8b6e503fb7c8806d0532570289021b7,c974f97fc08b434af6668dd3ae6a327205d9092f5cc2da40c51c53c5a7b16691,,ctls,afmfe49.geotab.com,google,80,http://afmfe49.geotab.com:80,http,Kestrel,text/html,GET,34.23.171.189,/,,34.23.171.189,Microsoft ASP.NET,6,False,True,https://afmfe49.geotab.com:443/,True,
afmfe7.geotab.com,,200,149455,afmfe7.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-30T00:00:00Z,2023-11-29T23:59:59Z,"CN=afmfe.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",afmfe.att.com,"AT&T Services, Inc.",afmfe98.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c8b6e503fb7c8806d0532570289021b7,c974f97fc08b434af6668dd3ae6a327205d9092f5cc2da40c51c53c5a7b16691,,ctls,afmfe7.geotab.com,google,443,https://afmfe7.geotab.com:443,https,Kestrel,text/html,GET,34.83.89.226,/,-1332030910,34.83.89.226,Microsoft ASP.NET,6,False,True,,True,
afmfe8.geotab.com,,200,149455,afmfe8.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-30T00:00:00Z,2023-11-29T23:59:59Z,"CN=afmfe.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",afmfe.att.com,"AT&T Services, Inc.",afmfe98.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c8b6e503fb7c8806d0532570289021b7,c974f97fc08b434af6668dd3ae6a327205d9092f5cc2da40c51c53c5a7b16691,,ctls,afmfe8.geotab.com,google,443,https://afmfe8.geotab.com:443,https,Kestrel,text/html,GET,34.66.127.254,/,-1332030910,34.66.127.254,Microsoft ASP.NET,6,False,True,,True,
afmfe9.geotab.com,,200,108553,afmfe9.geotab.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-30T00:00:00Z,2023-11-29T23:59:59Z,"CN=afmfe.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",afmfe.att.com,"AT&T Services, Inc.",afmfe98.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c8b6e503fb7c8806d0532570289021b7,c974f97fc08b434af6668dd3ae6a327205d9092f5cc2da40c51c53c5a7b16691,,ctls,afmfe9.geotab.com,google,443,https://afmfe9.geotab.com:443,https,Kestrel,text/html,GET,35.194.71.7,/,,35.194.71.7,Microsoft ASP.NET,5,False,True,,True,
afmfeproxy.geotab.com,,200,148032,afmfeproxy.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,2024-01-26T23:59:59Z,"CN=afmfeproxy.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",afmfeproxy.att.com,"AT&T Services, Inc.",afmfeproxy.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,90ccf3dfa6b704ba3f2b4cb9f0de4ac9,3f354b9b6676dfe0ee24104c5e9cfd2be5ddca7d3a0f6c5608f37c8b2af1ded7,,ctls,afmfeproxy.geotab.com,google,443,https://afmfeproxy.geotab.com:443,https,Kestrel,text/html,GET,34.120.115.162,/,-1332030910,34.120.115.162,Microsoft ASP.NET,6,False,True,,True,
alpha0.geotab.com,,200,150365,alpha0.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,alpha0.geotab.com,google,443,https://alpha0.geotab.com:443,https,Kestrel,text/html,GET,34.86.59.98,/,-1332030910,34.86.59.98,Microsoft ASP.NET,6,False,True,,,
alpha1.geotab.com,,200,150365,alpha1.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,alpha1.geotab.com,google,443,https://alpha1.geotab.com:443,https,Kestrel,text/html,GET,34.78.116.36,/,-1332030910,34.78.116.36,Microsoft ASP.NET,6,False,True,,,
alpha2.geotab.com,,200,150365,alpha2.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,alpha2.geotab.com,google,443,https://alpha2.geotab.com:443,https,Kestrel,text/html,GET,35.241.236.96,/,-1332030910,35.241.236.96,Microsoft ASP.NET,6,False,True,,,
app.geotab.com,,200,287315,app.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,app.geotab.com,google,443,https://app.geotab.com:443,https,UploadServer,application/xml,GET,34.160.209.119,/,2028370544,34.160.209.119,HTTP/3,1,False,True,,,
apptest.geotab.com,,200,186921,apptest.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,apptest.geotab.com,google,443,https://apptest.geotab.com:443,https,UploadServer,application/xml,GET,34.111.203.202,/,2028370544,34.111.203.202,HTTP/3,1,False,True,,,
ari.geotab.com,,200,148032,ari.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari.geotab.com,google,443,https://ari.geotab.com:443,https,Kestrel,text/html,GET,34.102.169.155,/,-1332030910,34.102.169.155,Microsoft ASP.NET,6,False,True,,,
ari1.geotab.com,,200,149455,ari1.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari1.geotab.com,google,443,https://ari1.geotab.com:443,https,Kestrel,text/html,GET,35.197.126.4,/,-1332030910,35.197.126.4,Microsoft ASP.NET,6,False,True,,,
ari10.geotab.com,,200,149455,ari10.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari10.geotab.com,google,443,https://ari10.geotab.com:443,https,Kestrel,text/html,GET,34.66.187.29,/,-1332030910,34.66.187.29,Microsoft ASP.NET,6,False,True,,,
ari100.geotab.com,,200,149455,ari100.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari100.geotab.com,google,443,https://ari100.geotab.com:443,https,Kestrel,text/html,GET,35.225.145.95,/,-1332030910,35.225.145.95,Microsoft ASP.NET,6,False,True,,,
ari101.geotab.com,,200,149455,ari101.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari101.geotab.com,google,443,https://ari101.geotab.com:443,https,Kestrel,text/html,GET,34.83.250.192,/,-1332030910,34.83.250.192,Microsoft ASP.NET,6,False,True,,,
ari102.geotab.com,,200,149455,ari102.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari102.geotab.com,google,443,https://ari102.geotab.com:443,https,Kestrel,text/html,GET,34.66.107.158,/,-1332030910,34.66.107.158,Microsoft ASP.NET,6,False,True,,,
ari103.geotab.com,,200,149455,ari103.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari103.geotab.com,google,443,https://ari103.geotab.com:443,https,Kestrel,text/html,GET,35.233.195.182,/,-1332030910,35.233.195.182,Microsoft ASP.NET,6,False,True,,,
ari104.geotab.com,,200,149455,ari104.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari104.geotab.com,google,443,https://ari104.geotab.com:443,https,Kestrel,text/html,GET,34.66.198.102,/,-1332030910,34.66.198.102,Microsoft ASP.NET,6,False,True,,,
ari109.geotab.com,,200,149455,ari109.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari109.geotab.com,google,443,https://ari109.geotab.com:443,https,Kestrel,text/html,GET,35.226.219.7,/,-1332030910,35.226.219.7,Microsoft ASP.NET,6,False,True,,,
ari11.geotab.com,,200,149455,ari11.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari11.geotab.com,google,443,https://ari11.geotab.com:443,https,Kestrel,text/html,GET,35.192.19.59,/,-1332030910,35.192.19.59,Microsoft ASP.NET,6,False,True,,,
ari12.geotab.com,,200,149455,ari12.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari12.geotab.com,google,443,https://ari12.geotab.com:443,https,Kestrel,text/html,GET,35.197.79.224,/,-1332030910,35.197.79.224,Microsoft ASP.NET,6,False,True,,,
ari120.geotab.com,,200,149455,ari120.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari120.geotab.com,google,443,https://ari120.geotab.com:443,https,Kestrel,text/html,GET,35.226.233.27,/,-1332030910,35.226.233.27,Microsoft ASP.NET,6,False,True,,,
ari123.geotab.com,,200,149455,ari123.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari123.geotab.com,google,443,https://ari123.geotab.com:443,https,Kestrel,text/html,GET,35.247.150.38,/,-1332030910,35.247.150.38,Microsoft ASP.NET,6,False,True,,,
ari124.geotab.com,,200,149455,ari124.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari124.geotab.com,google,443,https://ari124.geotab.com:443,https,Kestrel,text/html,GET,35.225.216.30,/,-1332030910,35.225.216.30,Microsoft ASP.NET,6,False,True,,,
ari125.geotab.com,,200,149455,ari125.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari125.geotab.com,google,443,https://ari125.geotab.com:443,https,Kestrel,text/html,GET,35.240.214.188,/,-1332030910,35.240.214.188,Microsoft ASP.NET,6,False,True,,,
ari126.geotab.com,,200,149455,ari126.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari126.geotab.com,google,443,https://ari126.geotab.com:443,https,Kestrel,text/html,GET,35.224.139.21,/,-1332030910,35.224.139.21,Microsoft ASP.NET,6,False,True,,,
ari127.geotab.com,,200,149455,ari127.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari127.geotab.com,google,443,https://ari127.geotab.com:443,https,Kestrel,text/html,GET,35.232.0.161,/,-1332030910,35.232.0.161,Microsoft ASP.NET,6,False,True,,,
ari13.geotab.com,,200,149455,ari13.geotab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.geotab.com, O=GEOTAB INC., L=Las Vegas, ST=Nevada, C=US",*.geotab.com,GEOTAB INC.,tecnoflotastelematics.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d1aa7fb35afc5c0790362a56faa25452,ffbf244c202562452f766774c4bc9078cbcf9126538b556d3f3e6bd4fd9163a9,True,ctls,ari13.geotab.com,google,443,https://ari13.geotab.com:443,https,Kestrel,text/html,GET,35.239.241.6,/,-1332030910,35.239.241.6,Microsoft ASP.NET,6,False,True,,,
