input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,csp_domains_,location,tls_expired
0-0-35.booking-sandbox.skypicker.com,,403,92,blackhole.skypicker.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T07:49:02Z,2023-08-01T07:49:01Z,CN=skypicker.com,skypicker.com,skypicker.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b9a6a1ec58c129cc1f38f5b883fbf6bc,978712a170b11a885a5d9d6333702aa664c512517c1b7b8d024900e6c32a9547,True,ctls,blackhole.skypicker.com,cloudflare,443,https://0-0-35.booking-sandbox.skypicker.com:443,https,cloudflare,text/html,GET,104.18.3.112,/,1387916756,https://blackhole.skypicker.com/,104.18.2.112,HTTP/3,1,False,True,,,,,
000-602-oauth-files.booking-sandbox.skypicker.com,,403,92,blackhole.skypicker.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T07:49:02Z,2023-08-01T07:49:01Z,CN=skypicker.com,skypicker.com,skypicker.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b9a6a1ec58c129cc1f38f5b883fbf6bc,978712a170b11a885a5d9d6333702aa664c512517c1b7b8d024900e6c32a9547,True,ctls,blackhole.skypicker.com,cloudflare,443,https://000-602-oauth-files.booking-sandbox.skypicker.com:443,https,cloudflare,text/html,GET,104.18.2.112,/,1387916756,https://blackhole.skypicker.com/,104.18.3.112,HTTP/3,1,False,True,,,,,
002-z2ognntyfyivpwf5.booking-sandbox.skypicker.com,,403,92,blackhole.skypicker.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T07:49:02Z,2023-08-01T07:49:01Z,CN=skypicker.com,skypicker.com,skypicker.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b9a6a1ec58c129cc1f38f5b883fbf6bc,978712a170b11a885a5d9d6333702aa664c512517c1b7b8d024900e6c32a9547,True,ctls,blackhole.skypicker.com,cloudflare,443,https://002-z2ognntyfyivpwf5.booking-sandbox.skypicker.com:443,https,cloudflare,text/html,GET,104.18.3.112,/,1387916756,https://blackhole.skypicker.com/,104.18.2.112,HTTP/3,1,False,True,,,,,
002-zyxytpf3sekuotod.booking-sandbox.skypicker.com,,403,92,blackhole.skypicker.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T07:49:02Z,2023-08-01T07:49:01Z,CN=skypicker.com,skypicker.com,skypicker.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b9a6a1ec58c129cc1f38f5b883fbf6bc,978712a170b11a885a5d9d6333702aa664c512517c1b7b8d024900e6c32a9547,True,ctls,blackhole.skypicker.com,cloudflare,443,https://002-zyxytpf3sekuotod.booking-sandbox.skypicker.com:443,https,cloudflare,text/html,GET,104.18.2.112,/,1387916756,https://blackhole.skypicker.com/,104.18.3.112,HTTP/3,1,False,True,,,,,
003-8.booking-sandbox.skypicker.com,,403,92,blackhole.skypicker.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T07:49:02Z,2023-08-01T07:49:01Z,CN=skypicker.com,skypicker.com,skypicker.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b9a6a1ec58c129cc1f38f5b883fbf6bc,978712a170b11a885a5d9d6333702aa664c512517c1b7b8d024900e6c32a9547,True,ctls,blackhole.skypicker.com,cloudflare,443,https://003-8.booking-sandbox.skypicker.com:443,https,cloudflare,text/html,GET,104.18.2.112,/,1387916756,https://blackhole.skypicker.com/,104.18.3.112,HTTP/3,1,False,True,,,,,
007huangjiaduchangkuaibo.booking-sandbox.skypicker.com,,403,92,blackhole.skypicker.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T07:49:02Z,2023-08-01T07:49:01Z,CN=skypicker.com,skypicker.com,skypicker.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b9a6a1ec58c129cc1f38f5b883fbf6bc,978712a170b11a885a5d9d6333702aa664c512517c1b7b8d024900e6c32a9547,True,ctls,blackhole.skypicker.com,cloudflare,443,https://007huangjiaduchangkuaibo.booking-sandbox.skypicker.com:443,https,cloudflare,text/html,GET,104.18.2.112,/,1387916756,https://blackhole.skypicker.com/,104.18.3.112,HTTP/3,1,False,True,,,,,
00b79.booking-sandbox.skypicker.com,,403,92,blackhole.skypicker.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T07:49:02Z,2023-08-01T07:49:01Z,CN=skypicker.com,skypicker.com,skypicker.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b9a6a1ec58c129cc1f38f5b883fbf6bc,978712a170b11a885a5d9d6333702aa664c512517c1b7b8d024900e6c32a9547,True,ctls,blackhole.skypicker.com,cloudflare,443,https://00b79.booking-sandbox.skypicker.com:443,https,cloudflare,text/html,GET,104.18.3.112,/,1387916756,https://blackhole.skypicker.com/,104.18.2.112,HTTP/3,1,False,True,,,,,
01-7-4-32.booking-sandbox.skypicker.com,,403,92,blackhole.skypicker.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T07:49:02Z,2023-08-01T07:49:01Z,CN=skypicker.com,skypicker.com,skypicker.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b9a6a1ec58c129cc1f38f5b883fbf6bc,978712a170b11a885a5d9d6333702aa664c512517c1b7b8d024900e6c32a9547,True,ctls,blackhole.skypicker.com,cloudflare,443,https://01-7-4-32.booking-sandbox.skypicker.com:443,https,cloudflare,text/html,GET,104.18.2.112,/,1387916756,https://blackhole.skypicker.com/,104.18.3.112,HTTP/3,1,False,True,,,,,
01-zkmft2vad4ecudbx.booking-sandbox.skypicker.com,,403,92,blackhole.skypicker.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T07:49:02Z,2023-08-01T07:49:01Z,CN=skypicker.com,skypicker.com,skypicker.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b9a6a1ec58c129cc1f38f5b883fbf6bc,978712a170b11a885a5d9d6333702aa664c512517c1b7b8d024900e6c32a9547,True,ctls,blackhole.skypicker.com,cloudflare,443,https://01-zkmft2vad4ecudbx.booking-sandbox.skypicker.com:443,https,cloudflare,text/html,GET,104.18.3.112,/,1387916756,https://blackhole.skypicker.com/,104.18.2.112,HTTP/3,1,False,True,,,,,
027-0.booking-sandbox.skypicker.com,,403,92,blackhole.skypicker.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T07:49:02Z,2023-08-01T07:49:01Z,CN=skypicker.com,skypicker.com,skypicker.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b9a6a1ec58c129cc1f38f5b883fbf6bc,978712a170b11a885a5d9d6333702aa664c512517c1b7b8d024900e6c32a9547,True,ctls,blackhole.skypicker.com,cloudflare,443,https://027-0.booking-sandbox.skypicker.com:443,https,cloudflare,text/html,GET,104.18.3.112,/,1387916756,https://blackhole.skypicker.com/,104.18.2.112,HTTP/3,1,False,True,,,,,
