new,host,a,soa,status_code,cname,ns,aaaa,has_internal_ips,internal_ips,mx,txt,cdn,cdn-name,caa
,hl.baidu.com,106.12.34.143,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,hm.baidu.com,103.235.46.191,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,hm.e.shifen.com,,,,,,,,,
,hmcdn.baidu.com,"220.169.152.48, 219.151.25.48, 183.60.219.48, 36.99.3.48, 106.225.194.48, 111.170.26.48, 113.142.207.48, 125.64.104.48, 125.74.42.48, 113.219.142.48","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"hmcdn.baidu.com.a.jomodns.com, webb.jomodns.com",,,,,,,,,
,hmi.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,hmma.baidu.com,103.235.47.161,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,hmma.e.shifen.com,,,,,,,,,
,hna.www.baidu.com,"14.215.177.36, 14.215.177.35","dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,hollywood.baidu.com,112.80.248.40,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,730.movie-missys.n.shifen.com,,,,,,,,,
,home.baidu.com,"111.206.209.69, 180.101.49.156, 183.232.232.54","dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,hongbao.baidu.com,110.242.69.136,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,i.e.shifen.com,,,,,,,,,
,hongshouzhi.baidu.com,121.14.71.200,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,hot.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,"mini.baidu.com, miniwww.n.shifen.com, domain-offline.baidu.com",,,,,,,,,
,hotel.baidu.com,112.34.111.70,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,hotel.map.n.shifen.com,,,,,,,,,
,hotel.pae.baidu.com,"103.235.46.116, 103.235.46.119","ns1.a.shifen.com, baidu_dns_master.baidu.com",NOERROR,open.a.shifen.com,,,,,,,,,
,house.baidu.com,"153.37.235.12, 112.80.255.214","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,"jujia.nuomi.com, 730.njsz.nuomi.n.shifen.com",,,,,,,,,
,hp2.baidu.com,"110.242.69.7, 110.242.69.67","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,gamenew.n.shifen.com,,,,,,,,,
,hpc.baidu.com,106.13.136.54,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,hpd.baidu.com,103.235.47.110,"ns1.a.shifen.com, baidu_dns_master.baidu.com",NOERROR,hpd.a.shifen.com,,,,,,,,,
,hr.baidu.com,"111.206.208.251, 112.34.111.181, 220.181.111.113","dns.baidu.com, sa.baidu.com",NOERROR,talent.baidu.com,,,,,,,,,
,hs.baidu.com,104.193.89.65,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,health.n.shifen.com,,,,,,,,,
,http-telenornews-pk-82.su.baidu.com,,"ns1.yjs-cdn.com, dns.yjs-cdn.com",NOERROR,yjs-any.su.baidu.com.cname.yunjiasu-cdn.net,,240e:928:201::e1,,,,,,,
,http-www-olx-co-za66.hm.baidu.com,0.0.0.0,"fake-for-negative-caching.adguard.com, hostmaster.http-www-olx-co-za66.hm.baidu.com",NOERROR,,,::,True,0.0.0.0,,,,,
,httpdns.baidu.com,110.242.69.16,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,httpdns.n.shifen.com,,,,,,,,,
,httpsdns.baidu.com,180.76.76.112,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,httpsdns.n.shifen.com,,,,,,,,,
,huatuo.baidu.com,10.95.45.35,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.95.45.35,,,,,
,hub.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,lighthost.baidu.com,,,,,,,,,
,hui.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,"jpaasmatrix.e.shifen.com, domain-offline.baidu.com",,,,,,,,,
,huihe.baidu.com,110.242.68.240,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,huihe.e.shifen.com,,,,,,,,,
,huiyan.baidu.com,111.45.3.8,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,huiyan.map.n.shifen.com,,,,,,,,,
,huiyuan.baidu.com,112.80.255.173,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,iyouxi.game.n.shifen.com,,,,,,,,,
,huodong.baidu.com,120.48.4.104,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,huodong.hao123.com,"103.235.46.234, 110.242.68.39, 220.181.33.34, 36.152.45.197, 112.80.248.31, 111.20.4.27, 14.215.178.45, 180.76.76.96","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,cn.hao123.n.shifen.com,"ns4.n.shifen.com, ns5.n.shifen.com, ns1.n.shifen.com, ns2.n.shifen.com, ns3.n.shifen.com","240e:bf:b801:1004:0:ff:b0df:15ef, 240e:940:603:7:0:ff:b0bc:8bde",,,,,,,
,hy.baidu.com,112.80.255.173,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,iyouxi.game.n.shifen.com,,,,,,,,,
,hybrid.baidu.com,"10.199.6.11, 10.207.7.202","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,njsz.api.int.n.shifen.com,,,True,"10.199.6.11, 10.207.7.202",,,,,
,hz.map.baidu.com,103.235.46.82,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,map.n.shifen.com,,,,,,,,,
,i.baidu.com,110.242.69.136,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,i.e.shifen.com,,,,,,,,,
,i.hao123.com,,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,cn.hao123.n.shifen.com,,,,,,,,,
,i.map.baidu.com,112.34.113.125,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,public.map.n.shifen.com,,,,,,,,,
,i1.baidu.com,"175.6.53.36, 125.74.110.36, 113.219.142.36, 150.138.188.36, 123.244.94.36, 124.238.241.36, 150.138.45.36, 180.97.64.36, 140.249.244.36, 171.107.86.36","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"i1.baidu.com.a.bdydns.com, opencdnbdsimage.jomodns.com",,,,,,,,,
,i10.baidu.com,"150.138.188.36, 124.238.241.36, 140.249.244.36, 113.219.142.36, 175.6.53.36, 125.74.110.36, 123.244.94.36, 150.138.45.36, 171.107.86.36, 180.97.64.36","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"i10.baidu.com.a.bdydns.com, opencdnbdsimage.jomodns.com",,,,,,,,,
,i11.baidu.com,"182.242.59.36, 220.169.152.36, 219.151.25.36, 111.177.8.36, 106.8.47.36, 113.105.172.36, 111.174.1.36, 106.117.216.36, 182.107.80.36, 183.60.219.36","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"i11.baidu.com.a.bdydns.com, opencdnbdsimage.jomodns.com",,,,,,,,,
,i12.baidu.com,"106.225.194.36, 36.99.3.36, 220.169.152.36, 111.170.26.36, 111.225.213.36, 113.142.207.36, 124.239.243.36, 125.64.104.36, 125.74.42.36, 113.219.142.36","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"i12.baidu.com.a.bdydns.com, opencdnbdsimage.jomodns.com",,,,,,,,,
,i2.baidu.com,,,NOERROR,i2.baidu.com.a.bdydns.com,,,,,,,,,
,i4.baidu.com,"182.107.80.36, 113.105.172.36, 111.174.1.36, 106.8.47.36, 106.117.216.36, 111.177.8.36, 219.151.25.36, 182.242.59.36, 220.169.152.36, 183.60.219.36","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"i4.baidu.com.a.bdydns.com, opencdnbdsimage.jomodns.com",,,,,,,,,
,i5.baidu.com,"111.225.213.36, 106.225.194.36, 111.170.26.36, 113.219.142.36, 113.142.207.36, 124.239.243.36, 125.64.104.36, 125.74.42.36, 58.216.66.36, 60.188.66.36","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"i5.baidu.com.a.bdydns.com, opencdnbdsimage.jomodns.com",,,,,,,,,
,i6.baidu.com,"219.151.25.36, 220.169.152.36, 106.8.47.36, 106.117.216.36, 111.174.1.36, 111.177.8.36, 113.105.172.36, 183.60.219.36, 182.242.59.36, 182.107.80.36","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"i6.baidu.com.a.bdydns.com, opencdnbdsimage.jomodns.com",,,,,,,,,
,i7.baidu.com,"110.185.186.36, 111.174.9.36, 114.232.92.36, 118.112.225.36, 118.180.40.36, 119.96.52.36, 125.74.1.36, 150.138.110.36, 175.6.243.36, 182.84.110.36","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"i7.baidu.com.a.bdydns.com, opencdnbdsimage.jomodns.com",,,,,,,,,
,i8.baidu.com,"180.97.66.36, 180.97.198.36, 113.142.207.36, 106.225.194.36, 111.170.26.36, 111.225.213.36, 36.99.3.36, 124.239.243.36, 125.64.104.36, 125.74.42.36","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"i8.baidu.com.a.bdydns.com, opencdnbdsimage.jomodns.com",,,,,,,,,
,i9.baidu.com,"42.81.98.36, 60.188.66.36, 110.185.186.36, 111.174.9.36, 114.232.92.36, 118.112.225.36, 58.216.66.36, 42.101.4.36, 42.101.56.36, 58.42.14.36","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"i9.baidu.com.a.bdydns.com, opencdnbdsimage.jomodns.com",,,,,,,,,
,iaas.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,iboss.baidu.com,10.242.15.9,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.242.15.9,,,,,
,ibzt.baidu.com,"106.13.244.128, 106.13.250.178, 106.13.244.173, 106.13.252.39, 106.13.252.40, 106.13.250.62","dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,icap.baidu.com,182.61.62.50,"dns.baidu.com, sa.baidu.com",NOERROR,"icap.n.shifen.com, domain-offline.baidu.com",,,,,,,,,
,icc.baidu.com,106.13.211.150,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,ichallenge.baidu.com,"110.242.69.34, 110.242.68.39, 220.181.33.34, 36.152.45.197, 112.80.248.31, 14.215.178.45, 111.20.4.27, 180.76.76.96","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,ai.n.shifen.com,"ns3.n.shifen.com, ns4.n.shifen.com, ns5.n.shifen.com, ns1.n.shifen.com, ns2.n.shifen.com","240e:bf:b801:1004:0:ff:b0df:15ef, 240e:940:603:7:0:ff:b0bc:8bde",,,,,,,
,icloud.baidu.com,112.34.112.225,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,icode.baidu.com,10.46.11.54,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.46.11.54,,,,,
,icolor.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,icrm.baidu.com,"111.206.208.65, 110.242.68.40, 220.181.33.62, 36.152.45.195, 112.80.248.58, 14.215.178.76, 111.20.4.29, 180.76.76.97","ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,icrm.e.shifen.com,"ns4.e.shifen.com, ns5.e.shifen.com, ns1.e.shifen.com, ns2.e.shifen.com, ns3.e.shifen.com","240e:bf:b801:1005:0:ff:b0cd:19be, 240e:940:603:8:0:ff:b06a:139f",,,,,,,
,ics.bce.baidu.com,106.12.150.203,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,icu.baidu.com,110.242.68.245,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,id.baidu.com,"104.193.88.126, 104.193.88.125","ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,"im.n.shifen.com, in.m.wshifen.com",,,,,,,,,
,id.hao123.com,"54.255.60.240, 13.228.254.166","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,sg-hao123-entry-1143122436.ap-southeast-1.elb.amazonaws.com,,,,,,,,,
,id.qy.baidu.com,110.242.68.179,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,qy.n.shifen.com,,,,,,,,,
,id.sparksecurity.baidu.com,103.235.46.26,"ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,browser0.wshifen.com,,,,,,,,,
,idata.baidu.com,111.206.210.28,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,idc.baidu.com,,,NOERROR,,,,,,,,,,
,ide.smartprogram.baidu.com,"157.255.77.9, 111.206.208.74","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,ide.smartprogram.n.shifen.com,,,,,,,,,
,idea.tieba.baidu.com,"10.91.161.105, 110.242.68.134, 220.181.33.31, 36.152.45.193, 112.80.248.64, 111.45.3.226, 14.215.178.80, 180.76.76.92","dns.baidu.com, sa.baidu.com",NOERROR,,"ns3.baidu.com, ns2.baidu.com, ns4.baidu.com, dns.baidu.com, ns7.baidu.com","240e:bf:b801:1002:0:ff:b024:26de, 240e:940:603:4:0:ff:b01b:589a",True,10.91.161.105,,,,,
,idev.baidu.com,10.46.11.150,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.46.11.150,,,,,
,idi.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,idm-su.baidu.com,"14.215.178.159, 180.97.93.88, 112.34.111.27","ns1.yjs-cdn.com, dns.yjs-cdn.com",NOERROR,idm-su.baidu.com.cname.yunjiasu-cdn.net,,,,,,,,,
,idm.bce.baidu.com,111.206.37.206,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,bceidm.n.shifen.com,,,,,,,,,
,idol.baidu.com,"103.235.46.116, 103.235.46.119","ns1.a.shifen.com, baidu_dns_master.baidu.com",NOERROR,open.a.shifen.com,,,,,,,,,
,ids.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,idw.baidu.com,10.91.161.51,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.91.161.51,,,,,
,ie.baidu.com,111.206.223.136,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,wwwyq.n.shifen.com,,,,,,,,,
,ieva.baidu.com,10.48.17.152,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.48.17.152,,,,,
,ife.baidu.com,110.242.69.88,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,ife.n.shifen.com,,,,,,,,,
,ifengling.baidu.com,"124.237.176.220, 110.242.68.134, 220.181.33.31, 36.152.45.193, 112.80.248.64, 14.215.178.80, 111.45.3.226, 180.76.76.92","dns.baidu.com, sa.baidu.com",NOERROR,,"ns4.baidu.com, ns2.baidu.com, ns7.baidu.com, dns.baidu.com, ns3.baidu.com","240e:bf:b801:1002:0:ff:b024:26de, 240e:940:603:4:0:ff:b01b:589a",,,,,,,
,ifu.baidu.com,110.242.68.125,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,cdss01.n.shifen.com,,,,,,,,,
,iim.baidu.com,10.36.253.158,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.36.253.158,,,,,
,iioc-b.bce.baidu.com,180.101.212.174,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,iioc.bce.baidu.com,180.101.212.174,"dns.baidu.com, sa.baidu.com",NOERROR,,"ns3.baidu.com, dns.baidu.com, ns2.baidu.com, ns4.baidu.com",,,,,,,,
,iis.baidu.com,182.61.62.50,"dns.baidu.com, sa.baidu.com",NOERROR,"bapp.n.shifen.com, domain-offline.baidu.com",,,,,,,,,
,iit.baidu.com,172.22.1.78,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,172.22.1.78,,,,,
,ika.baidu.com,39.156.66.198,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,ika.e.shifen.com,,,,,,,,,
,iknow.baidu.com,"103.235.46.170, 103.235.46.171","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,iknow.n.shifen.com,,,,,,,,,
,im.baidu.com,"104.193.88.125, 104.193.88.126","ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,"im.n.shifen.com, in.m.wshifen.com",,,,,,,,,
,im.tieba.baidu.com,103.235.47.19,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,tbim.n.shifen.com,,,,,,,,,
,image.baidu.com,"110.242.68.134, 220.181.33.31, 112.80.248.64, 36.152.45.193, 14.215.178.80, 111.45.3.226, 180.76.76.92","ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,"image.n.shifen.com, picture.wshifen.com","ns7.baidu.com, ns3.baidu.com, ns4.baidu.com, ns2.baidu.com, dns.baidu.com","240e:940:603:4:0:ff:b01b:589a, 240e:bf:b801:1002:0:ff:b024:26de",,,,,,,
,images.baidu.com,182.61.62.50,"dns.baidu.com, sa.baidu.com",NOERROR,domain-offline.baidu.com,,,,,,,,,
,imanager.baidu.com,"182.61.62.50, 110.242.68.134, 220.181.33.31, 36.152.45.193, 112.80.248.64, 111.45.3.226, 14.215.178.80, 180.76.76.92","dns.baidu.com, sa.baidu.com",NOERROR,"jpaasng.e.shifen.com, domain-offline.baidu.com","dns.baidu.com, ns7.baidu.com, ns2.baidu.com, ns3.baidu.com, ns4.baidu.com","240e:940:603:4:0:ff:b01b:589a, 240e:bf:b801:1002:0:ff:b024:26de",,,,,,,
,imap.baidu.com,183.232.231.62,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,imap.n.shifen.com,,,,,,,,,
,imc.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,imdb.baidu.com,10.58.45.38,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.58.45.38,,,,,
,ime.baidu.com,"112.80.248.251, 111.206.209.92, 157.255.77.167","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,shurufa.n.shifen.com,,,,,,,,,
,imessage.baidu.com,10.50.13.99,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,imessage.e.shifen.com,,,True,10.50.13.99,,,,,
,img.baidu.com,182.61.200.83,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,static.n.shifen.com,,,,,,,,,
,img.im.baidu.com,103.235.46.28,"ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,"hiimg.m.n.shifen.com, hiimg.m.wshifen.com",,,,,,,,,
,img0.baidu.com,"175.6.243.35, 182.84.110.35, 183.60.219.35, 182.107.80.35, 118.180.40.35, 119.96.52.35, 125.74.1.35, 182.242.59.35, 219.151.25.35, 150.138.110.35","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"img0.baidu.com.a.bdydns.com, opencdnssl.jomodns.com",,,,,,,,,
,img0.hao123.com,58.254.180.65,"ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"img0.hao123.com.a.bdydns.com, opencdncloudv6.jomodns.com",,,,,,,,,
,img1.baidu.com,"106.8.47.35, 182.107.80.35, 111.174.1.35, 111.177.8.35, 113.105.172.35, 106.117.216.35, 182.242.59.35, 183.60.219.35, 219.151.25.35, 220.169.152.35","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"img1.baidu.com.a.bdydns.com, opencdnssl.jomodns.com",,,,,,,,,
,img1.hao123.com,58.254.180.65,"ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"img1.hao123.com.a.bdydns.com, opencdncloudv6.jomodns.com",,,,,,,,,
,img2.baidu.com,"114.232.92.35, 118.112.225.35, 42.101.56.35, 60.188.66.35, 110.185.186.35, 42.81.98.35, 58.216.66.35, 42.101.4.35, 58.42.14.35, 111.174.9.35","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"img2.baidu.com.a.bdydns.com, opencdnssl.jomodns.com",,,,,,,,,
,img2.hao123.com,58.254.180.65,"ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"img2.hao123.com.a.bdydns.com, opencdncloudv6.jomodns.com",,,,,,,,,
,img3.hao123.com,58.254.180.65,"ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"img3.hao123.com.a.bdydns.com, opencdncloudv6.jomodns.com",,,,,,,,,
,img4.hao123.com,58.254.180.65,"ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"img4.hao123.com.a.bdydns.com, opencdncloudv6.jomodns.com",,,,,,,,,
,img5.hao123.com,58.254.180.65,"ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"img5.hao123.com.a.bdydns.com, opencdncloudv6.jomodns.com",,,,,,,,,
,img6.hao123.com,58.254.180.65,"ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"img6.hao123.com.a.bdydns.com, opencdncloudv6.jomodns.com",,,,,,,,,
,imgstat.baidu.com,180.97.36.16,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,imgstat.n.shifen.com,,,,,,,,,
,imms.baidu.com,"103.235.46.119, 103.235.46.116","ns1.a.shifen.com, baidu_dns_master.baidu.com",NOERROR,open.a.shifen.com,,,,,,,,,
,impala.baidu.com,10.44.87.56,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.44.87.56,,,,,
,in.baidu.com,103.235.47.17,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,appc.n.shifen.com,,,,,,,,,
,in.im.baidu.com,"104.193.88.125, 104.193.88.126","ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,"im.n.shifen.com, in.m.wshifen.com",,,,,,,,,
,index.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,inf.bae.baidu.com,10.23.247.91,"bae.baidu.com, wangpeng.baidu.com",NOERROR,,,,True,10.23.247.91,,,,,
,info.baidu.com,"111.206.208.224, 111.206.208.219","ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,olimbos.e.shifen.com,,,,,,,,,
,infoflow.baidu.com,"104.193.88.126, 104.193.88.125","ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,"im.n.shifen.com, in.m.wshifen.com",,,,,,,,,
,inner.pan.baidu.com,"10.36.3.14, 10.26.3.14","dns.baidu.com, sa.baidu.com",NOERROR,,,,True,"10.36.3.14, 10.26.3.14",,,,,
,inspiration.baidu.com,103.235.47.169,"ns1.a.shifen.com, baidu_dns_master.baidu.com",NOERROR,chat.a.shifen.com,,,,,,,,,
,insurance.baidu.com,103.235.46.122,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,news.n.shifen.com,,,,,,,,,
,int.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,inter.map.baidu.com,103.235.46.82,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,map.n.shifen.com,,,,,,,,,
,internaledconnectnj.pos.baidu.com,0.0.0.0,"fake-for-negative-caching.adguard.com, hostmaster.internaledconnectnj.pos.baidu.com",NOERROR,,,::,True,0.0.0.0,,,,,
,international.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,internet.baidu.com,103.235.46.122,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,"news.baidu.com, news.n.shifen.com",,,,,,,,,
,intl.cloud.baidu.com,"112.34.111.166, 112.34.111.165","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,bce.baidu.n.shifen.com,,,,,,,,,
,invoice.baidu.com,111.206.209.70,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,io.su.baidu.com,103.235.46.55,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,io.su.n.shifen.com,,,,,,,,,
,iop.baidu.com,10.81.211.179,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.81.211.179,,,,,
,ios.im.baidu.com,"104.193.88.126, 104.193.88.125","ns1.wshifen.com, baidu_dns_master.baidu.com, ns1.n.shifen.com",NOERROR,"im.n.shifen.com, in.m.wshifen.com",,,,,,,,,
,ioscar.baidu.com,112.80.255.248,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,jpaas-movie.e.shifen.com,,,,,,,,,
,iot.baidu.com,"14.215.179.151, 111.206.209.77","dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,iov.baidu.com,,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,huiyan.map.n.shifen.com,,,,,,,,,
,ipa.baidu.com,180.76.107.55,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,ipaas.baidu.com,"124.237.176.25, 180.97.93.56, 180.101.49.153","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,bicc.n.shifen.com,,,,,,,,,
,ipad.hao123.com,,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,waphao123bfe.n.shifen.com,,,,,,,,,
,ipad.im.baidu.com,"104.193.88.125, 104.193.88.126","ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,"im.n.shifen.com, in.m.wshifen.com",,,,,,,,,
,ipass.baidu.com,"103.235.46.159, 103.235.46.160","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,sugar.n.shifen.com,,,,,,,,,
,ipg.baidu.com,120.48.4.34,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,iportal.baidu.com,"111.13.100.150, 123.125.115.174, 123.125.115.209","dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,ipv6.baidu.com,103.235.46.40,"ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,"www.a.shifen.com, www.wshifen.com",,,,,,,,,
,ir.baidu.com,104.102.22.50,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"ir.baidu.com.edgekey.net, e2545.dsca.akamaiedge.net",,"2a02:26f0:7100:8b4::9f1, 2a02:26f0:7100:8ba::9f1",,,,,,,
,isafe.baidu.com,112.34.111.153,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,isafe.e.shifen.com,,,,,,,,,
,ishop.baidu.com,,,NOERROR,,,,,,,,,,
,ism.baidu.com,110.242.68.125,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,cdss01.n.shifen.com,,,,,,,,,
,ispeed.baidu.com,220.181.33.89,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,iss.bce.baidu.com,14.215.177.89,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,itc.baidu.com,10.242.15.73,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.242.15.73,,,,,
,itest.baidu.com,103.235.46.175,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,crowdtestatmp.n.shifen.com,,,,,,,,,
,itr.baidu.com,"111.206.209.70, 220.181.33.218","dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,its.baidu.com,112.34.111.148,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,api.jt.map.n.shifen.com,,,,,,,,,
,its.map.baidu.com,"180.101.212.139, 180.97.33.101","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,its.map.n.shifen.com,,,,,,,,,
,iuts.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,iv.baidu.com,"112.80.248.98, 157.255.77.67, 110.242.69.79","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,automap.n.shifen.com,,,,,,,,,
