input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,tech_,cdn,tls_wildcard_certificate,tls_expired,csp_domains_,final_url
parking.ford.com,Smart Building Team,200,6339,parking.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-18T17:40:54Z,2023-11-19T17:40:53Z,"CN=parking.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",parking.prod.cf.app.ford.com,Ford Motor Company,parking.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a50758051f506d37e8e98426fa529e80,13610adbd2c35a26ee6fd6f65b02139f1ace4e1d1f112cc674b0082672e09b95,ctls,parking.ford.com,80,http://parking.ford.com:80,http,,text/html,GET,19.12.131.239,/,1593207841,2620:0:403:2012:0:ffff:130c:8bef,135,False,,Node.js,,,,,https://parking.ford.com/
pem-vintopartfeature.cf.app.ford.com,,404,88,pem-vintopartfeature.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-11T16:27:14Z,2024-06-11T16:27:13Z,"CN=pem-vintopartfeature.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",pem-vintopartfeature.prod.cf.app.ford.com,Ford Motor Company,pem-vintopartfeature.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c8e5f04c23d1218d696f2c69a63a5912,3a016c0a10d76a4c02ab7353bde389e87922730dc06e042ca43635a06caa4f8a,ctls,pem-vintopartfeature.cf.app.ford.com,443,https://pem-vintopartfeature.cf.app.ford.com:443,https,,text/plain,GET,19.12.136.235,/,1827005374,2620:0:402:2012:0:ffff:130c:80eb,2,False,,,,,,,
perf.permissions.lincoln.com,,503,19,perf.permissions.lincoln.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-17T21:05:42Z,2024-02-18T21:05:41Z,"CN=www.perf.permissions.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www.perf.permissions.ford.com,Ford Motor Company,perf.permissions.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,bca00e415448aac8772feee770563e28,2807e2c184de37e738830814828b748d81a85d35586902d38160ee9b3cfcdff4,ctls,perf.permissions.lincoln.com,443,https://perf.permissions.lincoln.com:443,https,Google Frontend,text/plain,GET,34.110.218.207,/,,34.110.218.207,1,False,google,HTTP/3,True,,,,
permissions.ford.com,Privacy Console,200,34373,permissions.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-09T05:58:57Z,2024-03-12T05:58:56Z,"CN=privacyconsole.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",privacyconsole.ford.com,Ford Motor Company,permissions.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f67357374d210ff67bf8ed44b6f97ac3,68c220f275a79e067cc473156138d2c82f7448a6d03870c63390923e9791e0e0,ctls,permissions.ford.com,443,https://permissions.ford.com:443,https,Google Frontend,text/html,GET,35.190.112.190,/,-2048172310,35.190.112.190,34,False,google,Java,True,,,,
permissions.lincoln.com,Privacy Console,200,34373,permissions.lincoln.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-09T05:58:57Z,2024-03-12T05:58:56Z,"CN=privacyconsole.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",privacyconsole.ford.com,Ford Motor Company,permissions.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f67357374d210ff67bf8ed44b6f97ac3,68c220f275a79e067cc473156138d2c82f7448a6d03870c63390923e9791e0e0,ctls,permissions.lincoln.com,80,http://permissions.lincoln.com:80,http,Google Frontend,text/html,GET,35.190.112.190,/,-315877527,35.190.112.190,34,False,google,Java,True,,,,https://permissions.lincoln.com:443/
plc-service.prod.cf.app.ford.com,,401,,plc-service.prod.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-27T20:09:07Z,2024-04-27T20:09:06Z,"CN=plc-service.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",plc-service.prod.cf.app.ford.com,Ford Motor Company,plc-service.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,97ae99e400f051f9f7ec2dc161ec31ce,1d609e3e8a0edca6c9aa8c098adaa05c7fb2ab32edf6e57669ee246788e0e03e,ctls,plc-service.prod.cf.app.ford.com,443,https://plc-service.prod.cf.app.ford.com:443,https,,,GET,19.12.140.79,/,-1840324437,2620:0:403:2012:0:ffff:130c:8c4f,1,False,,HSTS,,,,,
preprod-api-focsalesops-dlr.pp.cf.app.ford.com,,404,280,preprod-api-focsalesops-dlr.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-13T18:46:33Z,2024-03-16T18:46:32Z,"CN=preprod-api-focsalesops-dlr.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",preprod-api-focsalesops-dlr.pp.cf.app.ford.com,Ford Motor Company,preprod-api.focsalesops.dealerconnection.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2d83894d739a346f54d933091ffa9dae,381ec74e49d922c1045b5c1004357a6254b6c40e81639531905f543f7771cc68,ctls,preprod-api-focsalesops-dlr.pp.cf.app.ford.com,443,https://preprod-api-focsalesops-dlr.pp.cf.app.ford.com:443,https,,application/problem+json,GET,19.12.122.182,/,-1840324437,2620:0:403:2013:0:ffff:130c:7ab6,1,False,,HSTS,,,,,
preprod-programs-tpd-dlr.pp.cf.app.ford.com,Programs,200,1739,preprod-programs-tpd-dlr.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-31T18:58:04Z,2024-03-03T18:58:03Z,"CN=preprod-programs-tpd-dlr.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",preprod-programs-tpd-dlr.pp.cf.app.ford.com,Ford Motor Company,preprod-programs.tpd.dealerconnection.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6f3443a5515bf90fd07468aa5f2b45ae,1b81e05379880f9964e79e69521db8d8e25eec34700c70656ce946ad59f64a98,ctls,preprod-programs-tpd-dlr.pp.cf.app.ford.com,80,http://preprod-programs-tpd-dlr.pp.cf.app.ford.com:80,http,nginx,text/html,GET,19.12.106.171,/,-1043061994,2620:0:403:2013:0:ffff:130c:7aab,12,False,,Nginx,,,,,https://preprod-programs-tpd-dlr.pp.cf.app.ford.com/
puma.cf.app.ford.com,,404,72,puma.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-11T18:05:05Z,2024-06-11T18:05:04Z,"CN=puma.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",puma.prod.cf.app.ford.com,Ford Motor Company,puma.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8588bfddf166537b87c6bc3fc7580434,e87c2753b9089e8dd852f11e702d8f3bcaf8a94a2d1c269bdc864be7cbe41762,ctls,puma.cf.app.ford.com,443,https://puma.cf.app.ford.com:443,https,,text/plain,GET,19.12.136.243,/,-1161448986,2620:0:402:2012:0:ffff:130c:80f3,2,False,,,,,,,
qa-account-manager-classic.cf.app.ford.com,,200,,qa-account-manager-classic.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T18:24:04Z,2024-04-24T18:24:03Z,"CN=qa-account-manager-classic.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",qa-account-manager-classic.pp.cf.app.ford.com,Ford Motor Company,qa-account-manager-classic.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,adc9f42cc0988b8d777bc2b4c9bf0b67,16e660dd1638a2a27e0bea161054632c28089acfd06d687932c99e1b53982b00,ctls,qa-account-manager-classic.cf.app.ford.com,443,https://qa-account-manager-classic.cf.app.ford.com:443,https,,,GET,19.12.120.183,/,-590933308,2620:0:403:2013:0:ffff:130c:78b7,1,False,,,,,,,
qa.chargers.ford.com,FordChargers,200,12044,qa.chargers.ford.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-26T00:00:00Z,2023-07-18T23:59:59Z,"CN=accessories.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",accessories.ford.com,Ford Motor Company,wwwqa2.fordpass.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,efc325172d0efe7d4eb54fa57cb07455,1d4559c0c3fba7036583ef9a1214e5aee9a9f4cc561b567e6d6b0016903cd16b,ctls,qa.chargers.ford.com,443,https://qa.chargers.ford.com:443,https,,text/html,GET,23.41.253.35,/,1233999461,2a02:26f0:1700:389::5a,3,False,,HSTS,,,,,
qa.communication-center.lincoln.com,Communication Center,200,2901,qa.communication-center.lincoln.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T22:31:57Z,2024-04-06T22:31:56Z,"CN=communication-center.lincoln.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",communication-center.lincoln.com,Ford Motor Company,stage.communication-center.lincoln.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c20d920c2652f9c0ea45d24873d3d477,2f7d97de6260aaba256bb570628a0405b7050366d70287cc8ed0eeb70e972fed,ctls,qa.communication-center.lincoln.com,443,https://qa.communication-center.lincoln.com:443,https,Google Frontend,text/html,GET,34.107.217.59,/,-1890313576,34.107.217.59,32,False,google,Java,True,,,,
qa.permissions.lincoln.com,Privacy Console,200,34378,qa.permissions.lincoln.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-17T14:48:28Z,2024-02-18T14:48:27Z,"CN=www.qa.permissions.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www.qa.permissions.ford.com,Ford Motor Company,qa.permissions.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c05b24492cabcb4ddd70f14be8829650,ae9c7938c01157fa70d15b34f4feb16d64828526c1a16f76fece9ac61173cf28,ctls,qa.permissions.lincoln.com,80,http://qa.permissions.lincoln.com:80,http,Google Frontend,text/html,GET,130.211.41.86,/,-2044676383,130.211.41.86,34,False,google,Java,True,,,,https://qa.permissions.lincoln.com:443/
qa2.support.lincoln.com,Invalid URL,400,208,qa2.support.lincoln.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-09-13T00:00:00Z,2023-09-13T23:59:59Z,"CN=*.test.edgekey.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",*.test.edgekey.net,"Akamai Technologies, Inc.",test.edgekey.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,93a880620156d07fde73c993df17f45f,1356b4f25e1c8342091e6ccc4471fa9c7a09068ba577ae49d637dfd01512f63f,ctls,qa2.support.lincoln.com,443,https://qa2.support.lincoln.com:443,https,AkamaiGHost,text/html,GET,23.47.32.11,/,777915308,23.47.32.11,8,False,,,,True,,,
qaorigin.accessories.ford.com,403 Forbidden,403,289,qaorigin.accessories.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-09T14:56:14Z,2024-04-09T14:56:13Z,"CN=qa.accessories.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",qa.accessories.ford.com,Ford Motor Company,qaorigin.accessories.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2aa3e127a9c054d9928b1142bd8e3827,1036f224d0801a83c0b2e3aceadba9c2d7d030b506bd40f4167d0af8037bdaaf,ctls,qaorigin.accessories.ford.com,80,http://qaorigin.accessories.ford.com:80,http,,text/html,GET,19.12.108.151,/,-220662094,19.12.108.151,10,False,,HSTS,,,,,https://qaorigin.accessories.ford.com/
raw.ford.com,,404,151,raw.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-12-13T15:47:42Z,2024-01-14T15:47:41Z,"CN=raw.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",raw.ford.com,Ford Motor Company,wwwdev.go-services.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0c28b88d58451a1cb0cd02eecebeae77,9567af9d4bb603cde518e2fcb978515506fdf15995cd520d3943ec33346d3e18,ctls,raw.ford.com,443,https://raw.ford.com:443,https,,application/json,GET,19.12.113.137,/,-1840324437,19.12.113.137,1,False,,HSTS,,,,,
redirect.lincoln.com,The Official Lincoln Owner Support Site,200,519725,www.lincoln.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-20T00:00:00Z,2024-02-19T23:59:59Z,"CN=www.lincoln.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www.lincoln.com,Ford Motor Company,wwwqa2.shop.lincoln.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,c6a7f51f4f6310e1757404fe580b7d8d,50ae83b860a9755d85cf6f3e921a18ce6c697e4f77f25602bcfc2ce0a7a30812,ctls,www.lincoln.com,80,http://redirect.lincoln.com:80,http,,text/html,GET,23.212.207.148,/,1837559312,23.212.207.148,2578,False,,Node.js,,,,*.ford.es,https://www.lincoln.com/support/
reduslb-vip-ashadc01-rprxy1-19.chi.ford.com,,404,42,reduslb-vip-ashadc01-rprxy1-19.chi.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-06-29T20:56:06Z,2023-07-31T20:56:05Z,"CN=www.redlb.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www.redlb.ford.com,Ford Motor Company,redlb.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0cb06c567777da363520dacb05b56e8e,28ff3e6a07089f6005f97687ae208ce59d205121ca3fcf6cee85be4a4ae97405,ctls,reduslb-vip-ashadc01-rprxy1-19.chi.ford.com,443,https://reduslb-vip-ashadc01-rprxy1-19.chi.ford.com:443,https,,text/html,GET,19.12.113.37,/,-1627222564,19.12.113.37,2,False,,Java Servlet:3.0,,,,,
rim.ford.com,,401,49,rim.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-05-24T08:43:41Z,2023-06-25T08:43:40Z,"CN=www-rim.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www-rim.prod.cf.app.ford.com,Ford Motor Company,www-rim.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,10749d056f9b498f0d800d45eb514d94,ccd9afa9b0fb2842080cea30ffe51026453c823da5f825113c92d0c53c983048,ctls,rim.ford.com,443,https://rim.ford.com:443,https,nginx/1.20.1,application/octet-stream,GET,19.12.129.171,/,-961604640,2620:0:403:2012:0:ffff:130c:89ab,1,False,,Nginx:1.20.1,,,,,
rpa-pega-1-qa-vip-ashadc01-rprxy2-19.ash.ford.com,,200,98,rpa-pega-1-qa-vip-ashadc01-rprxy2-19.ash.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-01-05T12:35:03Z,2024-02-06T12:35:02Z,"CN=wwwqa.rpa-pega-1.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa.rpa-pega-1.ford.com,Ford Motor Company,wwwqa-rpa-pega-1.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6f7ea55ee98e1ba0b1bbcd7b3e859fe2,7ca403d21e7acb2f784fcfacd07e0845cc53db9ff7f1fef39a4ee4859a773bff,ctls,rpa-pega-1-qa-vip-ashadc01-rprxy2-19.ash.ford.com,443,https://rpa-pega-1-qa-vip-ashadc01-rprxy2-19.ash.ford.com:443,https,,text/html,GET,19.12.127.246,/,-780928015,19.12.127.246,5,False,,HSTS,,,,,
sam.app.ford.com,Sign In,200,28261,corp.sts.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-07T18:01:11Z,2023-07-09T18:01:10Z,"CN=corp.sts.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",corp.sts.ford.com,Ford Motor Company,corp.sts.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,987d0957118218631d07fab592846c74,8ade5fb05f0307965fb9dd5525abe0c3c00ab0e2a0a7886326b1a72c5a15c5cf,ctls,corp.sts.ford.com,443,https://sam.app.ford.com:443,https,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,19.12.97.16,/,1242179804,2620:0:403:2010:0:ffff:130c:7110,642,False,,Microsoft HTTPAPI:2.0,,,,https://*.sharepoint.com,https://corp.sts.ford.com/adfs/oauth2/authorize/?client_id=ford%3Aiis%3Aprod%3Anobt%3Anative&redirect_uri=https%3A%2F%2Fsam.app.ford.com%2Fsignin-oidc&resource=ford%3Aiis%3Aprod%3Anobt%3Aweb&response_type=code%20id_token%20token&scope=openid%20profile&response_mode=form_post&nonce=638196177435960496.Y2JkMjkwY2ItNTk2Yy00OTM1LWI5Y2EtOTRkOGQzMTdmZjI1YmE2NGFjODgtOWQxMC00MTFjLWE4MGEtZmY2ZTMyNDA1Njc5&state=CfDJ8Me7yNfRFnZEpQKnXAsnW3-gIqMGwH2iox-GmZm7MqBlUEkVEheR5oPe2X-IJWoYGRl5zca-bDbExOXjuMKCaAtLAodHU-buLsBQNLaEQ9PNldaK1RX6s88N3EDoRtjjYz_NTzfLW4Bed8mLAqpJtd5PCWcN6DNJO3J-_MEn90AEjEL-d2U0oJ3TRr50TJzqljQHdJOC99ELyB8L-_nGAFnOFRPNiTNcg3aosg0Dl9Ou_jbFAkc-CQYxBeLCL23URxaSmM4rjsnk6kdaEFizxP_XesMXQHnyp6mzhPfjTvbX&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
scm.ford.com,,503,2503,scm.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-11-08T15:00:29Z,2024-11-07T15:00:30Z,CN=*.extapps.pd120.caas.gcp.ford.com,*.extapps.pd120.caas.gcp.ford.com,,*.extapps.pd120.caas.gcp.ford.com,CN=ingress-operator@1667917180,ingress-operator@1667917180,,03339ed058235986fb234e6afcf6b889,73a6081d16bdd6d4504ba58df8d01254dfb19de764df7f7dbc16f52b03ae0cef,ctls,scm.ford.com,443,https://scm.ford.com:443,https,,text/html,GET,19.12.113.68,/,1539244717,19.12.113.68,94,False,,,,True,,,
secure.lincoln.com,,404,42,secure.lincoln.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-06-29T20:56:06Z,2023-07-31T20:56:05Z,"CN=www.redlb.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www.redlb.ford.com,Ford Motor Company,redlb.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0cb06c567777da363520dacb05b56e8e,28ff3e6a07089f6005f97687ae208ce59d205121ca3fcf6cee85be4a4ae97405,ctls,secure.lincoln.com,443,https://secure.lincoln.com:443,https,,text/html,GET,19.12.97.37,/,-1627222564,19.12.113.37,2,False,,Java Servlet:3.0,,,,,
security-restrictions-qavehicleremarketing.pp.cf.app.ford.com,,200,181,security-restrictions-qavehicleremarketing.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-27T23:24:13Z,2024-04-27T23:24:12Z,"CN=security-restrictions-qavehicleremarketing.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",security-restrictions-qavehicleremarketing.pp.cf.app.ford.com,Ford Motor Company,security-restrictions-qavehicleremarketing.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e4988b5359be4b7322cb26236d5068b7,008cb34008d6904cac961c90824998ed624c6eb420b505a2b486d62f4da0aafe,ctls,security-restrictions-qavehicleremarketing.pp.cf.app.ford.com,443,https://security-restrictions-qavehicleremarketing.pp.cf.app.ford.com:443,https,,text/html,GET,19.12.121.63,/,178439540,2620:0:402:2013:0:ffff:130c:693f,4,False,,HSTS,,,,,
security-restrictions-vehicleremarketing.cf.app.ford.com,,200,181,security-restrictions-vehicleremarketing.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-03T17:44:26Z,2024-06-03T17:44:25Z,"CN=security-restrictions-vehicleremarketing.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",security-restrictions-vehicleremarketing.prod.cf.app.ford.com,Ford Motor Company,security-restrictions-vehicleremarketing.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6ebc508e37324e01f258f67bdd4c6d9a,d39c84c5eadc183b75938d11e650d2a3e634d913ab23ab8e3d5623e0d3dcccdf,ctls,security-restrictions-vehicleremarketing.cf.app.ford.com,443,https://security-restrictions-vehicleremarketing.cf.app.ford.com:443,https,,text/html,GET,19.12.128.76,/,-1280830558,2620:0:402:2012:0:ffff:130c:804c,4,False,,HSTS,,,,,
smartdata-viztool.adv2gcp.mobilityresearch.ford.com,Smart Data testing tools,200,1934,smartdata-viztool.adv2gcp.mobilityresearch.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T16:17:28Z,2023-12-12T16:17:27Z,"CN=adv2gcp.mobilityresearch.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",adv2gcp.mobilityresearch.ford.com,Ford Motor Company,rundeck-ford-dev-app1.adv2gcp.mobilityresearch.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0b7a3ae85b2dfa84166e29f65da1348b,32683fbb89fcdaaa3f6656635a060ad031820d51c52e6f00b9b9162a04e78f61,ctls,smartdata-viztool.adv2gcp.mobilityresearch.ford.com,443,https://smartdata-viztool.adv2gcp.mobilityresearch.ford.com:443,https,nginx/1.19.3,text/html,GET,34.120.138.203,/,1871095671,34.120.138.203,29,False,google,Nginx:1.19.3,True,,,,
smartdataviztool.adv2gcp.mobilityresearch.ford.com,,404,19,smartdataviztool.adv2gcp.mobilityresearch.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T16:17:28Z,2023-12-12T16:17:27Z,"CN=adv2gcp.mobilityresearch.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",adv2gcp.mobilityresearch.ford.com,Ford Motor Company,rundeck-ford-dev-app1.adv2gcp.mobilityresearch.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0b7a3ae85b2dfa84166e29f65da1348b,32683fbb89fcdaaa3f6656635a060ad031820d51c52e6f00b9b9162a04e78f61,ctls,smartdataviztool.adv2gcp.mobilityresearch.ford.com,80,http://smartdataviztool.adv2gcp.mobilityresearch.ford.com:80,http,,text/plain,GET,34.120.138.203,/,-138391155,34.120.138.203,2,False,google,Google Cloud CDN,True,,,,https://smartdataviztool.adv2gcp.mobilityresearch.ford.com:443/
smetrics.ford.com,,200,,smetrics.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-05-22T00:00:00Z,2023-06-22T23:59:59Z,"CN=smetrics.ford.com, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",smetrics.ford.com,Adobe Systems Incorporated,smetrics.ford.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bf9baad73d87eeaa20817e87d842c772,a121f72428eecd9bfe9fd32c983c7f46009a6761363b4256b27a8c836cda2143,ctls,smetrics.ford.com,443,https://smetrics.ford.com:443,https,jag,,GET,63.140.62.160,/,1936786007,63.140.62.135,1,False,,HSTS,,,,,
sre.ford.com,SRE Home,200,2835,sre.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-12T14:01:17Z,2024-06-12T14:01:16Z,"CN=sre.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",sre.prod.cf.app.ford.com,Ford Motor Company,sre.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,d2914c48003af59118cbb985e529cb19,ac5901ba0cdc88947eff1553c1c09fb19f9ee114e12734ba50a9626f4d9d1e3f,ctls,sre.ford.com,80,http://sre.ford.com:80,http,nginx,text/html,GET,19.12.128.255,/,1374011255,2620:0:402:2012:0:ffff:130c:80ff,1,False,,Nginx,,,,,https://sre.ford.com/
