new,host,a,aaaa,cname,soa,status_code,mx,ns,txt,cdn,cdn-name,caa
[x],fordconnectqa.ford.com,34.160.103.98,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,True,google,
[x],formservice.cf.app.ford.com,"19.12.136.210, 19.12.128.210","2620:0:403:2012:0:ffff:130c:88d2, 2620:0:402:2012:0:ffff:130c:80d2",formservice.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],fqausinttm2.cv.ford.com,20.119.0.18,,"fint2qa.trafficmanager.net, fint2qa.azurewebsites.net, waws-prod-blu-353.sip.azurewebsites.windows.net, waws-prod-blu-353-a16a.eastus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,
[x],fravp124-vpneu1.ford.com,19.12.18.141,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],fravp125-vpneu1.ford.com,19.12.18.142,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],fravp126-vpneu1.ford.com,19.12.18.143,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],fravp127-vpneu1.ford.com,19.12.18.144,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],fravp130-vpneu1.ford.com,19.12.18.146,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],fravp131-vpneu1.ford.com,19.12.18.147,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],fravp133-vpneu1.ford.com,19.12.18.148,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],fravp134-vpneu1.ford.com,19.12.18.149,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],fravpvip-vpneu1.ford.com,19.12.18.139,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],fsn.ford.com,,,web-fsn.dearborn.ford.com,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],fwdkim1.ford.com,"13.225.78.38, 13.225.78.40, 13.225.78.58, 13.225.78.59",,spfmx1.domainkey.freshemail.io,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,"mxa.freshdesk.com, mxb.freshdesk.com, mx.sendgrid.net",,v=spf1 include:sendgrid.net include:fdspfus.freshemail.io include:fdspfeuc.freshemail.io include:fdspfind.freshemail.io include:fdspfaus.freshemail.io ~all,True,cloudfront,
[x],gameserver.lincoln.com,206.252.143.164,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],geaasedu-ici.cf.app.ford.com,19.12.120.82,2620:0:402:2013:0:ffff:130c:6852,geaasedu-ici.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],gerrit.ford.com,19.32.98.19,,gerrit-read.cloud.app.ford.com,"extdns013.ford.com, prxlbaas.ford.com, extdns011.ford.com",NOERROR,,,,,,
[x],gfin.ford.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],git.ford.com,19.12.97.68,,caasextapps-pd120.app.ford.com,"extdns013.ford.com, prxlbaas.ford.com, extdns011.ford.com",NOERROR,,,,,,
[x],github.app.ford.com,19.12.112.28,,,"extdns013.ford.com, prxlbaas.ford.com, extdns011.ford.com",NOERROR,,,,,,
[x],global.quicklane.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],goodwill.ford.com,185.156.67.38,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,mail.goodwill.ford.com,,v=spf1 ip4:185.156.67.38 ~all,,,
[x],google.abraham.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4a.us.messagelabs.com, cluster4.us.messagelabs.com",,,,,
[x],grid.ford.com,19.12.136.215,2620:0:403:2012:0:ffff:130c:88d7,grid-prod-enrollment-web.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],gux-test-lincoln-com.cf.app.ford.com,,"2620:0:402:2012:0:ffff:130c:80dd, 2620:0:403:2012:0:ffff:130c:88dd",gux-test-lincoln-com.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],gux-test-lincoln-com.prod.cf.app.ford.com,,"2620:0:403:2012:0:ffff:130c:88dd, 2620:0:402:2012:0:ffff:130c:80dd",,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],gux-test.lincoln.com,,"2620:0:403:2012:0:ffff:130c:88dd, 2620:0:402:2012:0:ffff:130c:80dd",gux-test-lincoln-com.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,"extdns017.ford.com, extdns018.ford.com, extdns020.ford.com, extdns019.ford.com",,,,
[x],hellowall.ford.com,184.30.128.116,"2a02:26f0:480:999::bbf, 2a02:26f0:480:9a3::bbf","hellowall.ford.com.edgekey.net, e3007.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],help.lincoln.com,104.102.19.98,"2a02:26f0:480:284::686, 2a02:26f0:480:297::686","help.lincoln.com.edgekey.net, e1670.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],ici-dcoservice-ici.cf.app.ford.com,"19.12.128.222, 19.12.136.222","2620:0:402:2012:0:ffff:130c:80de, 2620:0:403:2012:0:ffff:130c:88de",ici-dcoservice-ici.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],iciuina-edu-vip-chiadc01-rprxy2-19.chi.ford.com,19.12.110.240,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],iciuina-qa-vip-ashadc01-rprxy2-19.ash.ford.com,19.12.126.242,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],ida-cs-qa.ford.com,34.120.213.79,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,True,google,
[x],identity-management-prod.apps.pd01e.edc2.cf.ford.com,19.12.97.31,,"pcf10e.cf.app.ford.com, pcf10e.app.ford.com","extdns013.ford.com, prxlbaas.ford.com, extdns011.ford.com",NOERROR,,,,,,
[x],image.ar-mail.ford.com,"23.53.43.106, 23.53.43.139","2a02:26f0:3500:1b::1724:a388, 2a02:26f0:3500:1b::1724:a399","tlvkszk20xtrj6cbhyx273j7z9t0.image-sap.sfmc-content.com, tlsprovisioning-san-s13-3.edgekey.net, e87421.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],image.br-mail.ford.com,"95.101.74.155, 95.101.74.136","2a02:26f0:c900:9::5f65:4a9b, 2a02:26f0:c900:9::5f65:4a88","tltbfwbmyvg4tn-8b6f-zp2vyhf4.image-sap.sfmc-content.com, tlsprovisioning-san-s13-3.edgekey.net, e87421.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],img.ford.com,"91.192.43.152, 91.192.43.154, 91.192.43.151, 91.192.43.153",,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"mx02.h.shortest-route.com, mx04.h.shortest-route.com, mx01.h.shortest-route.com, mx03.h.shortest-route.com",,v=spf1 redirect=spf.h.shortest-route.com,,,
[x],inc.ford.com,194.153.114.215,,ford.ax4.com,"ns-1688.awsdns-19.co.uk, hostmaster.axit.pl",NOERROR,,,,,,
[x],incentives.ford.com,"19.12.97.37, 19.12.113.37",,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],incentives.lincoln.com,"19.12.97.37, 19.12.113.37",,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],incentivesqa.lincoln.com,137.135.124.163,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,True,azure,
[x],india.ford.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,True,google,
[x],ita68500.b2d.ford.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4a.us.messagelabs.com, cluster4.us.messagelabs.com",,,,,
[x],ito029228.hosts.cloud.ford.com,,,,,NOERROR,,,,,,
[x],ito033705.hosts.cloud.ford.com,54.144.128.85,,,,NOERROR,,,,,,
[x],jobs.corporate.ford.com,"19.12.97.91, 19.12.113.91",,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],journey.cf.app.ford.com,19.12.128.225,2620:0:402:2012:0:ffff:130c:80e1,journey.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],journey.ford.com,19.12.128.225,2620:0:402:2012:0:ffff:130c:80e1,journey.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],katiedoingprodtest.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],katietest110.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],ks1vp124-vpncn1.ford.com,101.52.131.5,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],ks1vp125-vpncn1.ford.com,101.52.131.6,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],lbbak3270.ford.com,19.5.36.35,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],lead-management-qa.cf.app.ford.com,"19.12.121.109, 19.12.105.109","2620:0:402:2013:0:ffff:130c:696d, 2620:0:403:2013:0:ffff:130c:796d",lead-management-qa.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,"extdns018.ford.com, extdns019.ford.com, extdns020.ford.com, extdns017.ford.com",,,,
[x],lens.ford.com,19.12.96.7,,"pcf09e.cf.app.ford.com, pcf09e.app.ford.com","extdns011.ford.com, prxlbaas.ford.com, extdns013.ford.com",NOERROR,,,,,,
[x],lincoln.com,"19.12.97.37, 19.12.113.37",,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com","extdns002.ford.com, dns006.ford.com, extdns001.ford.com, dns005.ford.com","MS=ms21101466, msfpkey=4dnjxbchnztx8gqldqbnbasu8, webexdomainverification.ISBZ=2a8001a8-90ad-449f-98c0-ffee46e548ff, webexdomainverification.LU47=5cdf31fa-13c8-4d75-8ab8-e6297ba3471f, Mm6fsALbHRU8TOkmB1+Os5DZvevyZYmSwgpM0ni0rsH4pcaN0cXj54CbshE2qnnSD9z/aTEyI6MZZmyv1zbskg==, webexdomainverification.=4e7421cf-b9ae-4544-b72e-3ccc61a642b6, webexdomainverification.ELD7=9288c3ba-a46c-4eea-b0bc-02676cd71fe5, google-site-verification=9RPMi4T5uQUpF7Bmg6xpVymP3qbJxuImi3AzX3M-VvU, webexdomainverification.DVIZ=7f849912-f9f4-4249-a027-1c7dd8e1b90b, webexdomainverification.ESIY=e5c47ba6-8abf-4ea7-9eb1-1f8c25c88969, webexdomainverification.GECF=bad79aeb-246a-4316-a980-c9c8946add03, miro-verification=92b6bc63b42a487f280d01448c31aeb29317e442, webexdomainverification.ELD8=1bb49ed8-ce30-4a70-8c82-b3ce13f70fd8, v=spf1 include:spf.messagelabs.com include:_spf.azell.com -all, webexdomainverification.=a326598d-370b-4309-b2d6-ebebabbfb69e, webexdomainverification.=3e3cd41b-e2a3-4201-b8f9-1fcf5a26801c, docusign=6723a5ac-581a-497b-a19d-8d7f28ad963b, webexdomainverification.FV56=4bb07039-3cbd-4c91-90b2-ba78d799c056, globalsign-domain-verification=76759ADEA4B7C7D5C264BB75CB949BE6, globalsign-domain-verification=6118855ED3A57D5CF5B62EB8F91854D2, ciscocidomainverification=3f572af557f5d6afea229e35162a5c4a8b0a79c6a2bd6868e6ffb20a81e63dc2, r2y6fxzrmfhfhkdmjbw73sz0ksgc1l9s",,,
[x],lincolnasa5220.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4a.us.messagelabs.com, cluster4.us.messagelabs.com",,,,,
[x],lincolnprotect.lincoln.com,104.81.97.35,,"lincolnprotect.lincoln.com.edgekey.net, e90.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],livestream.ford.com,104.81.108.218,,"livestream.ford.com.edgekey.net, e7206.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],livestream.lincoln.com,23.206.92.234,"2a02:26f0:c900:299::1c26, 2a02:26f0:c900:286::1c26","livestream.lincoln.com.edgekey.net, e7206.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],locate.ford.com,204.90.53.140,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],log.ford.com,19.45.4.205,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],login.centroamerica.ford.com,"13.107.238.44, 13.107.237.44","2620:1ec:4f:1::44, 2620:1ec:4e:1::44","b2cfd-e2btf8gvg2b8dje6.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],login.ford.com,"13.107.237.67, 13.107.238.67","2620:1ec:bdf::67, 2620:1ec:46::67","b2cfd-e2btf8gvg2b8dje6.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net, part-0039.t-0009.fdv2-t-msedge.net, dual.part-0039.t-0009.t-msedge.net, part-0039.t-0009.t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.t-msedge.net",NOERROR,,,,,,
[x],login.lincoln.com,"13.107.237.40, 13.107.238.40","2620:1ec:4f:1::40, 2620:1ec:4e:1::40","b2cfd-lincoln-epe9argzbxeuhech.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0012.t-0009.fdv2-t-msedge.net, part-0012.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],logindev.caribe.ci.ford.com,"13.107.238.45, 13.107.237.45","2620:1ec:4e:1::45, 2620:1ec:4f:1::45","b2cdevfd-restoftheworld-gkbmc9fnepdaefef.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],logindev.ford.com,"13.107.237.45, 13.107.238.45","2620:1ec:4e:1::45, 2620:1ec:4f:1::45","b2cdevfd-awbrane4ftcagfcy.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],logindev.lincoln.com,"13.107.238.45, 13.107.237.45","2620:1ec:4f:1::45, 2620:1ec:4e:1::45","b2cdevfd-lincoln-fzh8aybuatfgetgh.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.t-msedge.net",NOERROR,,,,,,
[x],loginedu.lincoln.com,"13.107.237.45, 13.107.238.45","2620:1ec:4e:1::45, 2620:1ec:4f:1::45","b2cedufd-lincoln-hcewabgkh6duane6.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],loginqa.lincoln.com,"13.107.246.45, 13.107.213.45","2620:1ec:bdf::45, 2620:1ec:46::45","b2cqafd-lincoln-drhwd2afgndqbkhb.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net","ns1.t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],lookandstyle.ford.com,"19.12.113.91, 19.12.97.91",,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],loyalty-webpages-bundle.uspd01.cf.ford.com,40.90.247.77,,"fordcfuspd.trafficmanager.net, api.sys.pd01.useast.cf.ford.com, usepdpcflb01.eastus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,True,azure,
[x],lyncdiscover.ford.com,52.112.196.45,2603:1027:0:48::21,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,
[x],m.asiapacific.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],m.at.ford.com,104.81.115.163,"2a02:26f0:d8:1085::bbf, 2a02:26f0:d8:1096::bbf","m.at.ford.com.edgekey.net, e3007.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],m.bpbl.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],m.bpblus.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],m.caribbean.lincoln.com,"13.248.169.48, 76.223.54.146, 97.74.98.65, 173.201.66.65",,redirect.ford.icm.io,"ns3.afternic.com, dns.jomax.net",NOERROR,,"ns4.afternic.com, ns3.afternic.com",v=spf1 -all,,,
[x],m.caribe.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],m.centroamerica.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],m.cpo.lincoln.com,204.90.52.100,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],m.cpoqa.lincoln.com,23.96.32.112,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,True,azure,
[x],m.dominicana.lincoln.com,"13.248.169.48, 76.223.54.146",,redirect.ford.icm.io,"ns3.afternic.com, dns.jomax.net",NOERROR,,"ns3.afternic.com, ns4.afternic.com",v=spf1 -all,,,
[x],m.ford.com,184.51.224.108,,"m.ford.com.edgekey.net, e4213.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],m.me.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],m.origin.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4a.us.messagelabs.com, cluster4.us.messagelabs.com",,,,,
[x],m.origin.me.lincoln.com,34.110.162.241,,www.origin.me.lincoln.com,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,True,google,
[x],m.qa.quicklane.com,209.81.83.163,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],m.quicklane.com,23.201.248.135,,"m.quicklane.com.edgekey.net, e7206.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],m.racing.ford.com,"19.12.113.37, 19.12.97.37",,ford.com,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com","extdns001.ford.com, dns005.ford.com, extdns002.ford.com, dns006.ford.com, extdns007.ford.com, extdns009.ford.com, extdns008.ford.com, extdns010.ford.com","postman-domain-verification=e9380fa0811c92e293e2736bc0544e89314df13a536504af98d1f12df05ebcfa, d365mktkey=14lgyoq8pit7fznpe7eahhemy, msfpkey=3itk0u3fm1r5an8i3xucpwsa8, MS=CA5FF2C63780754C066F0399542DAB626DE5892D, webexdomainverification.ELD7=235a479c-ad04-4fc7-a64b-b72723b85943, atlassian-domain-verification=zdbK/P7ycioWW1KQJZIN2B15Nge5aBAPvph4hjLhNB/NfHcaYaagRJWaLtZGJ8w2, miro-verification=92b6bc63b42a487f280d01448c31aeb29317e442, google-site-verification=eEYWpzefvmaizEC4QPLGHwmdlsDlcgAvSPLXXbNOWlE, AnU/kvZOJB2bghJIFjY03PNpo09S3FNGUuVpyUhkEuKhsGtl8RJ0wVTzqF/d5s/WWW6kHcAFtWtf0KUAKYtatQ==, teamviewer-sso-verification=b138733119594b22a018f0791d00a71c, docusign=f61aface-8d2c-4e78-8cd0-22c7e6e7a398, SFMC-hzR4WIQlw3MBfY9UccSF-LQU-z7E2sqtx9e8IYAB, google-site-verification=gqgzWDPUuv045neKDDJcNC5DEK1NwZUS0tMiaaqPqFY, webexdomainverification.FV56=7876ee21-a8c0-4808-81b8-4c9177d557a9, webexdomainverification.=b8f7dc7b-1f94-494d-8631-d05c9ec3eec6, webexdomainverification.GECF=efe0cfd4-a09b-4b20-8b7f-b8d37d1d8215, webexdomainverification.ELD8=d1b384d8-fe16-4372-b223-8f04bb5f2526, docusign=30e8b595-ad96-42aa-b2f9-4c52bbb12251, webexdomainverification.LU47=884e23d6-42fd-46d0-8a23-1244af4f88c3, qA25BZVfLsJV/xnHt/i4emTs16mj7llhd2v4w30B+qQ=, mongodb-site-verification=XbS3xwu7qcJJdNqew7IGRl8gPNCKG0I6, webexdomainverification.ISBZ=4959847c-0e0a-488f-9d10-c76fdad8ddd2, webexdomainverification.DVIZ=8c040ae4-b336-4fb3-b1a8-d769ea56e0e5, ciscocidomainverification=74fcdf6906c8623b0fb762cc56a49d83195e5956f9911f6f98df1efc55bd77b9, v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email include:spf.messagelabs.com include:_spf.azell.com ~all, onetrust-domain-verification=aac907e9b5c84b75ad7fe9fb820d3259, adobe-idp-site-verification=b631c1c1-466c-4c95-8482-c81b33beb24c, MS=ms57843677, webexdomainverification.=c5a2172a-cc9e-4dfb-83fa-cfae0ffa9f5a, webexdomainverification.ESIY=bdd985c7-a500-4e61-b225-9c0db3296358, MS=ms27080155, 374b17f6-aae3-414b-b560-15f026944d1d-18022020, MS=ms85250141, webexdomainverification.=1cabde89-ccbc-421f-bc98-394cc5ba1cb1, d365mktkey=1ne9qxvfb9n4pnl42v2jnkid2, apple-domain-verification=KtNfcNfKhLxGEFM2",,,
[x],m.ssa.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],m.uspac.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],ma.ford.com,23.206.85.89,,"ma.ford.com.edgekey.net, e3007.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],ma.lincoln.com,95.101.127.112,,"ma.lincoln.com.edgekey.net, e3007.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],mackit.motorcraft.com,204.90.53.192,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],maqa.ford.com,23.47.40.5,,"maqa.ford.com.edgekey-staging.net, e3007.x.akamaiedge-staging.net","n0x.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],maqa.lincoln.com,23.47.40.5,,"maqa.lincoln.com.edgekey-staging.net, e3007.x.akamaiedge-staging.net","n0x.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],mcf.ford.com,63.87.249.65,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],mdev.ford.com,54.94.137.33,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],me.lincoln.com,34.110.162.241,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,facebook-domain-verification=9l96gohlc142cl7lvdbkj5lk2od83z,True,google,
[x],me.quicklane.com,"52.212.52.84, 54.247.69.169, 63.32.161.232",,www.me.quicklane.com.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],media.ford.com,23.215.20.201,"2a02:26f0:6c00:1b0::1075, 2a02:26f0:6c00:1a1::1075","media.ford.com.edgekey.net, e4213.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],media.lincoln.com,23.206.87.128,"2a02:26f0:c900:299::1075, 2a02:26f0:c900:29a::1075","media.lincoln.com.edgekey.net, e4213.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],media.nearlydouble.ford.com,184.31.77.83,,"media.nearlydouble.ford.com.edgekey.net, e7206.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],merchandise.ford.com,23.227.38.65,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,TNPT3v4YrOtR4m7XzJNbxkh0YrVywI1oa1h_X_5cd4w,,,
[x],mermaid.ford.com,204.90.52.27,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],metrics.ford.com,"63.140.62.164, 63.140.62.135, 63.140.62.160",,ford.com.sc.omtrdc.net,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,,,,
[x],mod2.ford.com,19.66.170.25,,pah145.ford.com,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],motorcraft.com,"19.12.97.91, 19.12.113.91",,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,"extdns002.ford.com, extdns001.ford.com, dns006.ford.com, dns005.ford.com","google-site-verification=_XiM0JMDAmOXrELjxWLq6z6XWUeMyv6IW80Hn3XPPLA, hbp599sccbfm8qy6gdf40zgb97ky2yg8, _XiM0JMDAmOXrELjxWLq6z6XWUeMyv6IW80Hn3XPPLA",,,
[x],mqa.at.ford.com,23.197.92.5,"2600:1407:21:385::bbf, 2600:1407:21:384::bbf","mqa.at.ford.com.edgekey-staging.net, e3007.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],mqa.ford.com,104.107.136.139,,"mqa.ford.com.edgekey-staging.net, e7206.x.akamaiedge-staging.net","n0x.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],mqa.lincoln.com,104.107.136.139,,"mqa.lincoln.com.edgekey-staging.net, e7206.x.akamaiedge-staging.net","n0x.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],mqa2.ford.com,23.47.40.5,,"mqa2.ford.com.edgekey-staging.net, e3007.x.akamaiedge-staging.net","n0x.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],mqa2.lincoln.com,104.107.136.139,,"mqa2.lincoln.com.edgekey-staging.net, e7206.x.akamaiedge-staging.net","n0x.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,
