new,host,ttl,a,cname,soa,status_code,aaaa,mx,ns,cdn,cdn-name,txt,caa
[x],e11smtp02.newegg.com,300,204.89.152.98,,"{'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114787, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114787, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,
[x],e11smtp04.newegg.com,300,204.89.152.72,,"{'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114787, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,
[x],e11smtp05.newegg.com,300,204.89.152.73,,"{'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,
[x],e11smtp06.newegg.com,288,204.89.152.74,,"{'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114787, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114787, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,
[x],e11smtp07.newegg.com,300,204.89.152.75,,"{'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114787, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114787, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114808, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114787, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}, {'name': 'newegg.com', 'ns': 'a1-21.akam.net', 'mailbox': 'hostmaster.newegg.com', 'serial': 2013114787, 'refresh': 1200, 'retry': 600, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,
[x],e11ssltest.newegg.ca,600,"2.16.1.137, 2.16.1.201","e11wwwtest.neweggbusiness.com.edgekey.net, e36435.a.akamaiedge.net","{'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],e11ssltest.newegg.com,600,"2.16.6.11, 2.16.6.27","e11wwwtest.neweggbusiness.com.edgekey.net, e36435.a.akamaiedge.net","{'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343368, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343368, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343368, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],e11ssltest.neweggbusiness.com,600,"2.21.20.16, 2.21.20.4","e11wwwtest.neweggbusiness.com.edgekey.net, e36435.a.akamaiedge.net","{'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343368, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343368, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343368, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343367, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],e11ssltestm.newegg.ca,2320,"2.18.64.10, 2.18.64.18","e11wwwtest.neweggbusiness.com.edgekey.net, e36435.a.akamaiedge.net","{'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],e11ssltestm.newegg.com,300,"23.53.35.135, 23.53.35.145","e11wwwtest.neweggbusiness.com.edgekey.net, e36435.a.akamaiedge.net","{'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343368, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343370, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343370, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343367, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],e11ssltestp.newegg.ca,300,"23.36.162.197, 23.36.162.208","e11wwwtest.neweggbusiness.com.edgekey.net, e36435.a.akamaiedge.net","{'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],e11ssltestp.newegg.com,300,"2.22.54.210, 2.22.54.194","e11wwwtest.neweggbusiness.com.edgekey.net, e36435.a.akamaiedge.net","{'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343368, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],e11stg-sec.neweggbusiness.com,300,"23.36.162.197, 23.36.162.208","e11wwwtest.neweggbusiness.com.edgekey.net, e36435.a.akamaiedge.net","{'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],e11stg.neweggbusiness.com,300,"2.18.64.10, 2.18.64.18","e11wwwtest.neweggbusiness.com.edgekey.net, e36435.a.akamaiedge.net","{'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343367, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],e11stgtest-image.newegg.com,60,"2.16.1.201, 2.16.1.137","e11wwwtest.neweggbusiness.com.edgekey.net, e36435.a.akamaiedge.net","{'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343368, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343368, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343367, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343367, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343368, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],e11stgtest-m.newegg.ca,300,,"e11wwwtest.neweggbusiness.com.edgekey.net, e36435.a.akamaiedge.net","{'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343370, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343370, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343368, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],e11stgtest-m.newegg.com,60,"23.36.162.208, 23.36.162.197","e11wwwtest.neweggbusiness.com.edgekey.net, e36435.a.akamaiedge.net","{'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343368, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343367, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343370, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],e11stgtest-secure-m.newegg.ca,300,"23.36.162.197, 23.36.162.208","e11wwwtest.neweggbusiness.com.edgekey.net, e36435.a.akamaiedge.net","{'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343367, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343367, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],e11stgtest-secure-m.newegg.com,60,,"e11wwwtest.neweggbusiness.com.edgekey.net, e36435.a.akamaiedge.net","{'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343368, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343368, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343367, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343368, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343368, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],e11stgtest-secure.newegg.ca,300,"2.21.20.16, 2.21.20.4","e11wwwtest.neweggbusiness.com.edgekey.net, e36435.a.akamaiedge.net","{'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724343366, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
