input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,favicon_path,final_url,a_,lines,failed,knowledgebase_PageType,knowledgebase_pHash,csp_domains_,cdn_name,tech_,cdn,tls_wildcard_certificate,tls_mismatched
discover.nominet.uk,Sign in to your account,200,40619,login.microsoftonline.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-26T00:00:00Z,2025-07-26T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,094cbf3f89ce5145ee6845af015712cf,5eb834726f8e773962d01c88eadd01083d843d7c74e8a4b63ef9d2304d5d8ad3,ctls,login.microsoftonline.com,443,https://discover.nominet.uk,https,,text/html,GET,104.21.22.60,/,-2057558656,/shared/1.0/content/images/favicon_a_eupayfgghqiai7k9sol6lg2.ico,https://login.microsoftonline.com/797b4183-8c85-46bd-ba6d-6371cfdf5059/saml2?SAMLRequest=jZLRbpswFIZfBbnXxthAAhaJlC2aFqnboibrxe6MbVJLcJxxTFnffpR0Sm%2Fa9c6yvl%2F6%2FnNOtRnCA9zZ34PFEG0QbR%2Bch88ecOhsf7D9o9P2593tijyEcEbJmApNeHzyo4iV1n6AgLEHYzsFJta%2BY6i6VjBnzkxp%2FB9Non3vg9e%2B%2FeTAODityNCD9AodSlCdRRm0PGy%2B3UoRJ7K%2BQCi%2FHo97uv9xOJJoO5k7UM%2FaV8nWnxzEndO9R98ED60DO%2Bsty2Wd8SKlhS5ymi1qQ2u1MHSRLrluTJMneXnpQKLddkUOXJRpJpSmuiwamhXTS9W1ok2%2BVGWd1lY1akIRB7sDDArCiohE5DQRlKdHXsiMS57FRVn%2BItG97XE2neqQ6E%2FXAr5f%2BfwynxdYAor3A%2BrfEq%2BJ7DKYaS7jOMZjGvv%2BxESScJZkbIIs6Jsrnb5BJywpn2mD7nRD1tVkIufa%2FfqDt1GxV5nq%2B6S%2B2%2B596%2FRT9MX3nQpvN%2BMxn3%2Bcoc2MygHwbLVrnDWErSv2%2BpLXfwE%3D&RelayState=__HOST-arcae3b2a&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=vieaaa8VCNzuykmVZ6jINN9IFhQXYFhl6h5QmpvgwAGq%2FvBxavhbYg3pwYEcmNK6g5nm%2FBqLPBP2ZeXErA8zXIbk60o3hWVx%2FLOzp306FYXYMhTJN%2FtXqaoiRBPpoiWXz0jVrSmAKPUo7KMnMPWk59MCnk7zALxpBcfpUKKeX4Y9scsMWi1MPaZE4l3503Iz70upUHBYVs2OWIKJWKu0GONMjjl0ENjfI5i6Gnp8kp%2Fx%2BMkAHyKumknmCJ7fz8hZrffpUizXgE7NGNuKLYEGkLU9QzrrNzE24j8C9zhJq%2FxSUCeXcyJqLJN4Oip4vfLxZeBv3uNV52aN26e1U0AXBQ%3D%3D,2606:4700:3033::ac43:cafc,97,False,other,0,https://*.microsoftonline-p.com,cloudflare,HSTS,True,,
dns.service.nominet.org.uk,ServiceNow - Transform I.T.,200,558,nominet.service-now.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-14T04:56:46Z,2025-05-13T04:56:45Z,"CN=*.service-now.com, O=ServiceNow\, Inc., L=San Diego, ST=California, C=US",*.service-now.com,"ServiceNow, Inc.",*.static.service-now.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3f17be9ad0f5c34ebef30a506a6d39ad,ed5e8d0033141f98059b161b0fe1df6967ba680590d0b22936320dcf5e374c42,ctls,nominet.service-now.com,443,https://dns.service.nominet.org.uk,https,ServiceNow,,GET,104.21.16.1,/,,/favicon.ico,https://nominet.service-now.com/pdns/,2606:4700:3030::6815:7001,32,False,nonerror,0,,cloudflare,,True,True,
dnssupport.nominet.uk,ServiceNow - Transform I.T.,200,558,nominet.service-now.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-14T04:56:46Z,2025-05-13T04:56:45Z,"CN=*.service-now.com, O=ServiceNow\, Inc., L=San Diego, ST=California, C=US",*.service-now.com,"ServiceNow, Inc.",*.static.service-now.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3f17be9ad0f5c34ebef30a506a6d39ad,ed5e8d0033141f98059b161b0fe1df6967ba680590d0b22936320dcf5e374c42,ctls,nominet.service-now.com,443,https://dnssupport.nominet.uk,https,ServiceNow,,GET,172.67.202.252,/,,,https://nominet.service-now.com/csm,2606:4700:3033::ac43:cafc,32,False,nonerror,0,,cloudflare,,True,True,
dnstestpage.nominet.uk,,521,15,dnstestpage.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T07:20:41Z,2025-04-02T08:20:39Z,CN=dnstestpage.nominet.uk,dnstestpage.nominet.uk,,dnstestpage.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,ce42bb6c450ffcff64b99417de90aac2,bc0f814398eb2a249e41bf35b1d123f50de35be85a933ac5a41d2b7a0333e8e0,ctls,dnstestpage.nominet.uk,443,https://dnstestpage.nominet.uk,https,cloudflare,text/plain,GET,104.21.22.60,/,,/favicon.ico,,2606:4700:3031::6815:163c,1,False,error,0,,cloudflare,Cloudflare,True,,
domainhealth-api.nominet.uk,Error 404 Not Found,404,400,domainhealth-api.nominet.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-02-15T00:00:00Z,2025-03-17T23:59:59Z,"CN=domainhealth-api.nominet.uk, O=Nominet UK, L=Oxford, C=GB",domainhealth-api.nominet.uk,Nominet UK,domainhealth-api.nominet.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,0d7a9df6197157cfbaca4fc2120d24b9,1b00ba1aed25fd0348d7e4f2b5ffedb3d38d49b1f314d7936143c8d55b93c48f,ctls,domainhealth-api.nominet.uk,443,https://domainhealth-api.nominet.uk,https,,text/html,GET,213.248.242.99,/,,/favicon.ico,,2a01:618:8009:0:929:bb74:d5df:c587,16,False,error,0,,,,,,
domainmanager.nominet.uk,Domain Manager,200,584,domainmanager.nominet.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-09T00:00:00Z,2026-01-12T23:59:59Z,"CN=domainmanager.nominet.uk, O=Nominet UK, L=Oxford, C=GB",domainmanager.nominet.uk,Nominet UK,domainmanager.nominet.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,16b666f054048d0601ec1526fa5190b4,30cc1a7a37ef72125072a50fe007f222738886104099cf6691e3792bd39355a0,ctls,domainmanager.nominet.uk,443,https://domainmanager.nominet.uk,https,,text/html,GET,213.248.236.141,/,710328112,/favicon.ico,,2a01:618:8007:0:d68:20de:a42f:4f7d,17,False,other,0,w3.org/svg/2000,,,,,
download.nominet.org.uk,,530,16,download.nominet.org.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-28T02:45:59Z,2025-04-28T03:45:57Z,CN=download.nominet.org.uk,download.nominet.org.uk,,download.nominet.org.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,3c815fc7ea2dc6056799540adfcda4b4,5cb8aea23e52d9bd3b5bbd5f0063ad610e451375070ac340ed6eacca8e673d21,ctls,download.nominet.org.uk,443,https://download.nominet.org.uk,https,cloudflare,text/plain,GET,104.21.63.61,/,,/favicon.ico,,2606:4700:3030::ac43:8fdf,1,False,error,0,,cloudflare,Cloudflare,True,,
dragon.nominet.org.uk,Dragon,200,5477,dragon.nominet.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-11-04T00:00:00Z,2025-12-05T23:59:59Z,"CN=*.nominet.uk, O=Nominet UK, L=Oxford, C=GB",*.nominet.uk,Nominet UK,nominet.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a2932337489c87de9ff25d8caf668b7d,b040ecc4e748b6e6054392b3909d083603fd9aec1682c0fc4affd9d7a9610202,ctls,dragon.nominet.uk,80,http://dragon.nominet.org.uk,http,,text/html,GET,213.248.242.16,/,,/favicon.ico,https://dragon.nominet.uk/app/,2a01:618:8009:0:91a:97c:7a3:922c,42,False,other,0,api.qrserver.com,,,,True,
dragon.nominet.uk,Dragon,200,5477,dragon.nominet.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-11-04T00:00:00Z,2025-12-05T23:59:59Z,"CN=*.nominet.uk, O=Nominet UK, L=Oxford, C=GB",*.nominet.uk,Nominet UK,nominet.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a2932337489c87de9ff25d8caf668b7d,b040ecc4e748b6e6054392b3909d083603fd9aec1682c0fc4affd9d7a9610202,ctls,dragon.nominet.uk,443,https://dragon.nominet.uk,https,,text/html,GET,213.248.243.101,/,,/favicon.ico,https://dragon.nominet.uk/app/,2a01:618:8009:0:100::2,42,False,other,0,api.qrserver.com,,,,True,
droplists.nominet.uk,,403,243,droplists.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2024-12-31T04:12:26Z,2025-03-31T05:12:25Z,CN=droplists.nominet.uk,droplists.nominet.uk,,droplists.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,6e3399be2dfbc797d9e05ba068dba1a8,4e9880184b3e2fc5bd9ad4fd84ad20be7ddb2f380899462eff06b06cccc94641,ctls,droplists.nominet.uk,443,https://droplists.nominet.uk,https,cloudflare,application/xml,GET,104.21.22.60,/,,/favicon.ico,,2606:4700:3033::ac43:cafc,2,False,error,0,,cloudflare,Cloudflare,True,,
education.nominet.org.uk,,200,,education.nominet.org.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2025-01-07T08:00:15Z,2025-04-07T08:00:14Z,CN=abl-academy.com,abl-academy.com,,abl-academy.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,ff6619f3619eb8710a8708c9b3f8a785,05a87808e875dbfc68da2e454444b1249959ce3e2bc8c58cfb461bac28205a91,ctls,education.nominet.org.uk,443,https://education.nominet.org.uk,https,nginx,,GET,89.185.150.156,/,,/favicon.ico,,89.185.150.156,1,False,other,0,,,Nginx,,,True
enterpriseenrollment.betaad.nominet.org.uk,Microsoft Intune admin center,200,50039,intune.microsoft.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-02T21:13:57Z,2025-07-01T21:13:57Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure RSA TLS Issuing CA 03, O=Microsoft Corporation, C=US",Microsoft Azure RSA TLS Issuing CA 03,Microsoft Corporation,77de6899c858bfb6b675a9e2ecf3fd6d,3d57695d113c10489568742eb8f38b17d93242b4081671bff38fef7681e81952,ctls,intune.microsoft.com,443,https://enterpriseenrollment.betaad.nominet.org.uk,https,,text/html,GET,20.91.147.72,/,,/favicon.ico,https://intune.microsoft.com/,20.91.147.72,4,False,other,0,,,HSTS,,,
enterpriseenrollment.nominet.uk,Microsoft Intune admin center,200,50038,intune.microsoft.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-02T21:13:57Z,2025-07-01T21:13:57Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure RSA TLS Issuing CA 03, O=Microsoft Corporation, C=US",Microsoft Azure RSA TLS Issuing CA 03,Microsoft Corporation,77de6899c858bfb6b675a9e2ecf3fd6d,3d57695d113c10489568742eb8f38b17d93242b4081671bff38fef7681e81952,ctls,intune.microsoft.com,443,https://enterpriseenrollment.nominet.uk,https,,text/html,GET,20.91.147.72,/,,/favicon.ico,https://intune.microsoft.com/,20.91.147.72,4,False,other,0,,,HSTS,,,
enterpriseregistration.betaad.nominet.org.uk,,404,101,enterpriseregistration.betaad.nominet.org.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2025-01-27T00:00:00Z,2025-07-27T23:59:59Z,"CN=graph.windows.net, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",graph.windows.net,Microsoft Corporation,sts.windows.net,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,200b6bcde928324cf162119fa7b450c7,1c9359bec1bc95accfe79e6290261e05406c5f31128e6806c81835b1c41b0d89,ctls,enterpriseregistration.betaad.nominet.org.uk,443,https://enterpriseregistration.betaad.nominet.org.uk,https,,application/json,GET,40.126.32.66,/,,/favicon.ico,,2603:1027:1:158::7,1,False,nonerror,0,,,,,True,True
enterpriseregistration.nominet.uk,,404,101,enterpriseregistration.nominet.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2025-01-27T00:00:00Z,2025-07-27T23:59:59Z,"CN=graph.windows.net, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",graph.windows.net,Microsoft Corporation,sts.windows.net,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,200b6bcde928324cf162119fa7b450c7,1c9359bec1bc95accfe79e6290261e05406c5f31128e6806c81835b1c41b0d89,ctls,enterpriseregistration.nominet.uk,443,https://enterpriseregistration.nominet.uk,https,,application/json,GET,40.126.32.131,/,,/favicon.ico,,2603:1026:3000:150::2,1,False,nonerror,0,,,,,True,True
epp.nominet.org.uk,Domain Registration Data Lookup by Nominet,200,45405,www.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T08:31:21Z,2025-04-02T09:31:17Z,CN=www.nominet.uk,www.nominet.uk,,www.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,4caaf8c0fb270a2652a0c910060cc726,7c513c8aa16e1d248b3762ed30372e14dab8661fc9bdd469a740497910bd4c58,ctls,www.nominet.uk,80,http://epp.nominet.org.uk,http,cloudflare,text/html,GET,213.248.242.79,/,-482368993,/wp-content/themes/nominetv2/library/icons/favicon.ico,https://www.nominet.uk/lookup/,2a01:618:8009:0:844:89d8:a70d:c7d2,429,False,nonerror,0,*.bing.com,,Yoast SEO:23.9,,,
fonts.googleapis.com,Error 404 (Not Found)!!1,404,1621,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:36:37Z,2025-04-21T08:36:36Z,CN=upload.video.google.com,upload.video.google.com,,bg-call-donation-dev.goog,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,f1dc2980140c005132b8172f180f8f8b,93d393e94d211a68524a2703c7f36a24aacadf5cb72cedc50b4bec8b65d0f923,ctls,fonts.googleapis.com,443,https://fonts.googleapis.com,https,ESF,text/html,GET,172.217.18.10,/,,/favicon.ico,,2a00:1450:4001:831::200a,1,False,error,0,,google,HTTP/3,True,True,
fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:36:37Z,2025-04-21T08:36:36Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,e7757995d20fcf44a07227e036565729,1d2e177034df0e1b874458708a26a949299cea48477f4b0ec942e790459a1b1e,ctls,fonts.gstatic.com,443,https://fonts.gstatic.com,https,sffe,text/html,GET,142.250.186.163,/,,/favicon.ico,,2a00:1450:4001:82a::2003,12,False,error,0,,google,HTTP/3,True,True,
forms.hsforms.com,HubSpot Developers 🚀,200,135456,developers.hubspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-06T18:12:59Z,2025-05-07T19:12:54Z,CN=developers.hubspot.com,developers.hubspot.com,,developers.hubspot.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,34b1f9582231302fd72cfa9419a35d8b,7032d022e4f959af8cec06def7e3a57ad3bacf05e854caa9260180ca7edbefb2,ctls,developers.hubspot.com,443,https://forms.hsforms.com,https,cloudflare,text/html,GET,104.19.175.188,/,145188592,/hubfs/HubSpot_Logos/HubSpot-Inversed-Favicon.png,https://developers.hubspot.com/,2606:4700::6812:50cc,2680,False,other,0,https://send.hsbrowserreports.com/csp/report,cloudflare,HubSpot CMS Hub,True,,
forum.nominet.uk,Nominet Community - A place for members of the Nominet Community to connect.,200,62319,community.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T09:30:42Z,2025-04-02T10:30:39Z,CN=community.nominet.uk,community.nominet.uk,,community.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,c940486e6f0d70b9d64f4d5733146257,0a55c7550489ae536b953fdfa8e59078e58c50ee54c9960d0ae25cc89e33326c,ctls,community.nominet.uk,443,https://forum.nominet.uk,https,cloudflare,text/html,GET,104.21.22.60,/,-934604326,/uploads/default/optimized/1X/75db3918deff3bcbb7740ededef6f5c8cfbbd3ea_2_32x32.png,https://community.nominet.uk/login,2606:4700:3033::ac43:cafc,490,False,nonerror,0,https://nominethub.adriandavey.mail.rouge-dev3.com,cloudflare,Ruby on Rails,True,,
gtld-registrar.nominet.org.uk,Error 404 Not Found,404,400,gtld-registrar.nominet.org.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-02-06T00:00:00Z,2025-03-07T23:59:59Z,"CN=*.nominet.org.uk, O=Nominet UK, L=Oxford, C=GB",*.nominet.org.uk,Nominet UK,nominet.org.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,3280d0787b587bfd5695a8e1a15bd557,852309b7aa746a9a47b11a660a07d956c4bf6f19cf37234cd4bda0721636f376,ctls,gtld-registrar.nominet.org.uk,443,https://gtld-registrar.nominet.org.uk,https,,text/html,GET,213.248.236.142,/,,/favicon.ico,,2a01:618:8007:0:d3c:4a3a:323:ed60,16,False,error,0,,,,,True,
internetawards.nominet.org.uk,Nominet - The Official Registry for UK Domain Names,200,66515,www.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T08:31:21Z,2025-04-02T09:31:17Z,CN=www.nominet.uk,www.nominet.uk,,www.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,4caaf8c0fb270a2652a0c910060cc726,7c513c8aa16e1d248b3762ed30372e14dab8661fc9bdd469a740497910bd4c58,ctls,www.nominet.uk,80,http://internetawards.nominet.org.uk,http,cloudflare,text/html,GET,213.248.242.16,/,-482368993,/wp-content/themes/nominetv2/library/icons/favicon.ico,https://www.nominet.uk,2a01:618:8009:0:91a:97c:7a3:922c,585,False,other,0,*.hscollectedforms.net,,Yoast SEO:23.9,,,
jobs.nominet.org.uk,Nominet Jobs,200,46737,jobs.nominet.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-08-19T00:00:00Z,2025-09-15T23:59:59Z,"CN=jobs.nominet.uk, O=Nominet UK, L=Oxford, C=GB",jobs.nominet.uk,Nominet UK,jobs.nominet.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d8f45f2208a5be820069e7d2fcab7520,990e5592b7cd43076a37057f91991d8e8aeccffcb9b56166c69a5ea8fe13a4a9,ctls,jobs.nominet.uk,80,http://jobs.nominet.org.uk,http,Apache,text/html,GET,213.248.242.16,/,,/rmkcdn.successfactors.com/fc3abf9a/79e5819f-be64-4662-a6d5-d.png,https://jobs.nominet.uk/,2a01:618:8009:0:2641:4ad4:6856:d7b2,827,False,other,0,,,Java,,,
jobs.nominet.uk,Nominet Jobs,200,46678,jobs.nominet.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-08-19T00:00:00Z,2025-09-15T23:59:59Z,"CN=jobs.nominet.uk, O=Nominet UK, L=Oxford, C=GB",jobs.nominet.uk,Nominet UK,jobs.nominet.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d8f45f2208a5be820069e7d2fcab7520,990e5592b7cd43076a37057f91991d8e8aeccffcb9b56166c69a5ea8fe13a4a9,ctls,jobs.nominet.uk,443,https://jobs.nominet.uk,https,Apache,text/html,GET,130.214.193.81,/,,/rmkcdn.successfactors.com/fc3abf9a/79e5819f-be64-4662-a6d5-d.png,,130.214.193.81,827,False,other,0,,,Java,,,
jobswap.nominet.org.uk,Nominet - The Official Registry for UK Domain Names,200,66515,www.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T08:31:21Z,2025-04-02T09:31:17Z,CN=www.nominet.uk,www.nominet.uk,,www.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,4caaf8c0fb270a2652a0c910060cc726,7c513c8aa16e1d248b3762ed30372e14dab8661fc9bdd469a740497910bd4c58,ctls,www.nominet.uk,80,http://jobswap.nominet.org.uk,http,cloudflare,text/html,GET,213.248.242.16,/,-482368993,/wp-content/themes/nominetv2/library/icons/favicon.ico,https://www.nominet.uk,213.248.242.16,585,False,other,0,https:,,Yoast SEO:23.9,,,
js.hs-analytics.net,,400,101,js.hs-analytics.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-02T00:15:15Z,2025-05-03T01:15:12Z,CN=hs-analytics.net,hs-analytics.net,,*.hs-analytics.net,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,956d8e68a26be9b15bb0521043a53d6a,8f39d47704a2ba6eac8aaf01af50fa9835d27bf167f2c6e9556c48903468637f,ctls,js.hs-analytics.net,443,https://js.hs-analytics.net,https,cloudflare,application/json,GET,104.16.160.168,/,,/favicon.ico,,2606:4700::6811:afc9,1,False,nonerror,0,,cloudflare,Envoy,True,True,
js.hs-scripts.com,Error 404 Not Found,404,197,js.hs-scripts.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-22T01:18:58Z,2025-04-22T02:18:40Z,CN=hs-scripts.com,hs-scripts.com,,*.hs-scripts.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,a3758eab71ccd920fd4ca1caec39b397,35a820c6fc923dac4b6e22c12eb85d3629fcb10c2e6a411084ed2d1942046d41,ctls,js.hs-scripts.com,443,https://js.hs-scripts.com,https,cloudflare,text/html,GET,104.16.137.209,/,,/favicon.ico,,2606:4700::6810:8dd1,10,False,error,0,,cloudflare,Cloudflare Bot Management,True,True,
js.hsforms.net,403 Forbidden,403,146,js.hsforms.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-04T11:13:00Z,2025-05-05T12:12:50Z,CN=hsforms.net,hsforms.net,,*.hsforms.net,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,7320d872754d40af7b3396ba2fd53ec0,3c074fe746dc48d82b9aeed254968899533580b8804d865a4e46026f4c55dba5,ctls,js.hsforms.net,443,https://js.hsforms.net,https,cloudflare,text/html,GET,104.18.141.119,/,-361984612,/favicon.ico,,2606:4700::6812:8e77,8,False,error,0,,cloudflare,HTTP/3,True,True,
lb-www.nominet.org.uk,Nominet - The Official Registry for UK Domain Names,200,66515,www.nominet.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2025-01-02T08:31:21Z,2025-04-02T09:31:17Z,CN=www.nominet.uk,www.nominet.uk,,www.nominet.uk,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,4caaf8c0fb270a2652a0c910060cc726,7c513c8aa16e1d248b3762ed30372e14dab8661fc9bdd469a740497910bd4c58,ctls,www.nominet.uk,80,http://lb-www.nominet.org.uk,http,cloudflare,text/html,GET,213.248.242.16,/,-482368993,/wp-content/themes/nominetv2/library/icons/favicon.ico,https://www.nominet.uk,2a01:618:8009:0:91a:97c:7a3:922c,585,False,other,0,*.doubleclick.net,,Yoast SEO:23.9,,,
listapi.nominet.org.uk,Error 404 Not Found,404,400,listapi.nominet.org.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2024-07-08T00:00:00Z,2025-08-08T23:59:59Z,"CN=listapi.nominet.org.uk, O=Nominet UK, L=Oxford, C=GB",listapi.nominet.org.uk,Nominet UK,listapi.nominet.org.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,3ce3d39a73c126800b57dc1c22dfb37a,e5302f25f7a5a4c6dab904cd21351c8d59fd28ed0c78b5d146cb92da21cb4543,ctls,listapi.nominet.org.uk,443,https://listapi.nominet.org.uk,https,,text/html,GET,213.248.242.77,/,,/favicon.ico,,2a01:618:8009:0:929:bb74:d5df:c588,16,False,error,0,,,,,,
maps.googleapis.com,Google Maps Platform  |  Google for Developers,200,201920,developers.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:36Z,2025-04-21T08:35:35Z,CN=*.google.com,*.google.com,,*.developers.google.cn,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,2d4be8c378e3011e2e4d07392b9dc2d9,e5f128dd590140b99c51dd70fc6eab89dce8b60d54f1a0c273694c890035982b,ctls,developers.google.com,443,https://maps.googleapis.com,https,Google Frontend,text/html,GET,216.58.206.42,/,-1447683254,/devrel-devsite/prod/v3c0f23dc71a21e4d2a8c7b2751c39b46b4623bf451753f74e45c24d20984aff9/developers/images/favicon-new.png,https://developers.google.com/maps/,2a00:1450:4001:800::200a,7880,False,other,0,https://csp.withgoogle.com/csp/devsite/v2,google,HTTP/3,True,True,
