new,host,ttl,a,aaaa,cname,soa,status_code,cdn,cdn-name,txt
[x],kk.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],km.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],kn.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ko.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],la.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],lo.secnews.gr,1189,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],lt.secnews.gr,300,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],lv.secnews.gr,300,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],mail.secnews.gr,300,,2a00:1450:4001:827::2013,ghs.googlehosted.com,"{'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 696456648, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,
[x],mct.secnews.gr,300,"188.114.96.3, 188.114.97.3","2a06:98c1:3121::3, 2a06:98c1:3120::3",gateway.mct.madgicx.com,"{'name': 'madgicx.com', 'ns': 'dilbert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356888344, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'madgicx.com', 'ns': 'dilbert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356888344, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'madgicx.com', 'ns': 'dilbert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356888344, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'madgicx.com', 'ns': 'dilbert.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356888344, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],mg.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],mi.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],mk.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ml.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],mn.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],mr.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ms.secnews.gr,1187,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],mt.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],my.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ne.secnews.gr,1184,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],nl.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],no.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ns1.secnews.gr,300,162.159.5.248,2400:cb00:2049:1::a29f:5f8,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ns2.secnews.gr,300,162.159.6.240,2400:cb00:2049:1::a29f:6f0,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ny.secnews.gr,1186,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],pa.secnews.gr,300,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],pl.secnews.gr,300,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],pt.secnews.gr,1800,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],publish.secnews.gr,966,,,,"{'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'secnews.gr', 'ns': 'ns1.secnews.gr', 'mailbox': 'dns.cloudflare.com', 'serial': 2357270475, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
