input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,tls_subject_org_,webserver,cdn_name,cdn
connectis.com,Betrouwbare digitale identiteitsoplossingen - Signicat,200,337728,,www.signicat.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2024-04-16T23:59:59Z,"CN=www.signicat.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.signicat.com,www.signicat.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",531c6f8370bf3ea229e87c254295a46e,b9ba7d6af228084bf12171411387211a8d01789e86501d25500dfd77a165e86f,ctls,www.signicat.com,443,https://connectis.com:443,https,text/html,GET,62.84.245.90,/,-1812417198,https://www.signicat.com/nl/,62.84.245.90,Yii,2050,False,"Cloudflare, Inc.",cloudflare,,
https://signicat.com,Identity solutions for a trusted digital world - Signicat,200,335459,,www.signicat.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2024-04-16T23:59:59Z,"CN=www.signicat.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.signicat.com,www.signicat.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",531c6f8370bf3ea229e87c254295a46e,b9ba7d6af228084bf12171411387211a8d01789e86501d25500dfd77a165e86f,ctls,www.signicat.com,443,https://signicat.com:443,https,text/html,GET,185.91.65.70,/,-780928015,https://www.signicat.com/,185.91.65.70,Yii,2013,False,"Cloudflare, Inc.",cloudflare,,
https://signicat.nl,Betrouwbare digitale identiteitsoplossingen - Signicat,200,337728,,www.signicat.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2024-04-16T23:59:59Z,"CN=www.signicat.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.signicat.com,www.signicat.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",531c6f8370bf3ea229e87c254295a46e,b9ba7d6af228084bf12171411387211a8d01789e86501d25500dfd77a165e86f,ctls,www.signicat.com,443,https://signicat.nl:443,https,text/html,GET,134.90.146.70,/,-1316542288,https://www.signicat.com/nl/,134.90.146.70,Yii,2050,False,"Cloudflare, Inc.",cloudflare,,
https://www-staging.signicat.com,Identity solutions for a trusted digital world - Signicat,200,327434,,www-staging.signicat.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T15:35:26Z,2023-06-27T15:35:25Z,CN=www-staging.signicat.com,www-staging.signicat.com,www-staging.signicat.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a09277cf3c951141abffbac6f76144f9,7b0791430ad229306d0bfb86149e160bd1c4bee0727fa717d589d6d3bb155321,ctls,www-staging.signicat.com,443,https://www-staging.signicat.com:443,https,text/html,GET,185.91.65.70,/,-780928015,,185.91.65.70,Yii,1881,False,,nginx,,
https://www.signicat.com,Identity solutions for a trusted digital world - Signicat,200,335459,,www.signicat.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2024-04-16T23:59:59Z,"CN=www.signicat.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.signicat.com,www.signicat.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",531c6f8370bf3ea229e87c254295a46e,b9ba7d6af228084bf12171411387211a8d01789e86501d25500dfd77a165e86f,ctls,www.signicat.com,443,https://www.signicat.com:443,https,text/html,GET,162.159.152.23,/,-780928015,,2606:4700:7::a29f:9817,Yii,2013,False,"Cloudflare, Inc.",cloudflare,cloudflare,True
ma.connectis.com,POST data,200,1488,https://www.signicat.com,ma.connectis.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-02T23:59:59Z,CN=ma.connectis.com,ma.connectis.com,www.ma.connectis.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4ddcd1c769697ebcfc67e94d415a011e,5f6f8a3f3a38d8c27e83ade17702d86e65a5ea1e9996b3d8677fc8d50b870b13,ctls,ma.connectis.com,443,https://ma.connectis.com:443,https,text/html,GET,52.30.53.134,/,1582791100,https://ma.connectis.com/s/saml/login?idp=https%3A//sts.windows.net/b50f17d5-e16f-42c3-9052-72b729d8fb91/,52.30.53.134,HSTS,25,False,,,,
