input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,csp_domains_,tls_mismatched,final_url,tls_subject_org_
msteams.zapier.com,Zapier - Microsoft Teams,200,3145,msteams.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,msteams.zapier.com,443,https://msteams.zapier.com:443,https,,text/html,GET,44.209.38.104,/,-48476174,52.87.144.228,HSTS,86,False,,,*.teams.microsoft.com,,,
mta-sts.zapier.com,Redirect to zapier.com,200,157,mta-sts.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-02-05T23:59:59Z,CN=mta-sts.zapier.com,mta-sts.zapier.com,mta-sts.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7da40005456affab82bbac25877bc1e5,e3f6dc2e99d88056684a4a5800d1bed27a5a789aadee3a378baf6be22e97e027,,ctls,mta-sts.zapier.com,443,https://mta-sts.zapier.com:443,https,AmazonS3,text/html,GET,18.66.97.96,/,1658453560,18.66.97.102,Amazon Web Services,9,False,cloudfront,True,url=https://zapier.com,,,
nla.zapier.com,Natural Language Actions (beta),200,210891,zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,zapier.com,443,https://nla.zapier.com:443,https,Vercel,text/html,GET,52.222.214.27,/,-1138163782,52.222.214.66,Vercel,23,False,cloudfront,True,,,https://zapier.com/l/natural-language-actions,
nli.zapier.com,Natural Language Actions (beta),200,210891,zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,zapier.com,443,https://nli.zapier.com:443,https,Vercel,text/html,GET,52.222.214.105,/,560963297,52.222.214.127,Vercel,23,False,cloudfront,True,,,https://zapier.com/l/natural-language-actions,
notification-rules.zapier.com,,401,26,notification-rules.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-09-20T23:59:59Z,CN=*.notification-rules.zapier.com,*.notification-rules.zapier.com,notification-rules.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,deb7362770d6c473f6fccf60b17d7f94,3c8450e468f60f928c12d4c5c90cf63bd7db65e96e986af2598638f2996543e7,True,ctls,notification-rules.zapier.com,443,https://notification-rules.zapier.com:443,https,,application/json,GET,18.235.95.65,/,478243331,54.243.233.238,,1,False,,,,,,
pagebuilder.vercel.zapier.com,Zapier | Automation that moves you forward,200,1128366,pagebuilder.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,pagebuilder.vercel.zapier.com,443,https://pagebuilder.vercel.zapier.com:443,https,Vercel,text/html,GET,76.76.21.164,/,288357708,76.76.21.98,Vercel,400,False,,,,,,
parser.zapier.com,Email Parser by Zapier,200,210097,zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,zapier.com,443,https://parser.zapier.com:443,https,Vercel,text/html,GET,3.217.234.219,/,-1447730625,54.243.80.242,Vercel,10,False,,,,,https://zapier.com/features/parser,
partner.vercel.zapier.com,,404,39,partner.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,partner.vercel.zapier.com,443,https://partner.vercel.zapier.com:443,https,Vercel,text/plain,GET,76.76.21.142,/,965620137,76.76.21.22,Vercel,4,False,,,,,,
partner.zapier.com,Partner Solutions | Zapier,200,224761,zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,zapier.com,443,https://partner.zapier.com:443,https,Vercel,text/html,GET,76.76.21.22,/,321199619,76.76.21.123,Vercel,10,False,,,,,https://zapier.com/l/partner/solutions,
pgg3ro.7462085t.zapier.com,Trust & Safety Policies,200,101519,policy.hubspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-21T00:14:30Z,2023-08-19T00:14:29Z,CN=policy.hubspot.com,policy.hubspot.com,policy.hubspot.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,af3d4c9fce578b0d014e028680fe38a6,f5a42f42320fbb732a115205017306548a66bb01b8163a8f5b78964cfad8e0f1,,ctls,policy.hubspot.com,80,http://pgg3ro.7462085t.zapier.com:80,http,cloudflare,text/html,GET,54.174.60.194,/,-2078428639,54.174.60.194,HubSpot CMS Hub,1672,False,,,,,https://policy.hubspot.com/abuse-complaints,
pitstop-dev.security.zapier.com,,403,42,pitstop-dev.security.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-12T00:00:00Z,2024-05-10T23:59:59Z,CN=pitstop-dev.security.zapier.com,pitstop-dev.security.zapier.com,pitstop-dev.security.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,cb3ddb57f4e1efaabae326c182644491,db01b46472ad71fb90a07d02e2894545b127baafad3b047be6e8ec9762c09012,,ctls,pitstop-dev.security.zapier.com,443,https://pitstop-dev.security.zapier.com:443,https,,application/json,GET,34.239.13.218,/,768769774,54.164.218.192,,1,False,,,,,,
platform.zapier.com,Zapier Platform Docs |  Zapier Platform UI Documentation,200,32473,platform.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,platform.zapier.com,443,https://platform.zapier.com:443,https,GitHub.com,text/html,GET,52.222.214.23,/,-1485250706,52.222.214.111,Varnish,868,False,cloudfront,True,,,,
playbook.zapier.com,Zapier - Sign In,200,22607,zapier.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,zapier.okta.com,443,https://playbook.zapier.com:443,https,nginx,text/html,GET,44.209.38.104,/,-2108596690,52.87.144.228,Nginx,492,False,,,fonts.gstatic.com,,https://zapier.okta.com/app/zapier_zapierhq_2/exk3i55sehURZsSC15d7/sso/saml?SAMLRequest=nVZZk6JKFn7vX2HQEfNiWCxupdNWR7IpKpQggvhyI4GUfZFEQX79pbS2rujpuTMvGufjbN938iT8%2BFknceeCChxk6YygHyji59O3HymmpuBc%2BqmGTmeEy07rleJpC8%2BIc5FOM4iD1oQJwtPSmW6BvJ4yD9Q0L7Iyc7KYeA%2Bg%2FxwAMUZF2db%2BiGBmhF%2BW%2BZQkq6p6qPoPWeGRDEVRJDUhWycXB953ogPeIrksxecEFVtUXAIH7bT1PQFuM%2FinhwbmASoenCwhMUxixoFxbEMn%2BumccZm1cZI7Gw37TH%2FMjMcDZjgaDah%2FwST%2Ft1PWM2oycOEjY%2FfGDkS9Ad3%2BwDHj9CYQTkbO48AZ2jbR4VuFghSWNwnfSr%2FWzaIS3orDPH%2FF%2Frr%2F%2Bae%2FGBLVUT8YDjHyd9oBbzl66I5JjLNbr0RH4mdE4PYekzTM6%2FiZvsTiaH8I5fYJ3rTaBRc0I44wxugFwWckpbiEaTkjGIrp96hhj%2Bnr9OOUoqYMfSA6m9f5sEHqBqn359nYdyc8Xej6prd53upEx3g7Ka0D8dSeE3p6q1t0xKxIYPnnjC9IS%2Bd4c52itAzKK%2FH0Vf0f5EfalxLMdBt4rbznAnXaYRHvFk18PEaulB6zu83BNEuDdtBBcxuKjEo%2Fczsg9rIiKP3kPxwwmqSplwPWQ7XTc%2BhB%2Bp0gv9T%2Fh5l%2BOaoFhj3sQ%2FotmYaOqECpgzo7TZoR338737urXsAUv6iFv9j%2FWwcovaA4y5Hbw29E3pr55xl%2Frw75uzb5wGs34v%2FR6rNO9ywGjM%2Fo6RoNbNYaOIKkWBGtJWYVkG5phZQRze49fPa%2BI%2B86v9pfT8n7UO9ByjW7GkvHw5xDioW0EueHXHZTVdTAol%2BFW6qYd0VPiiSsdzeN6armQhbDWvHB5KTiLvmN00AjrXc7KoJHRZtT7Gm0RH2Ye1vK5BOy2bOueh2g%2BNroQD6lcqTl5CqeB8%2BpvbxibvjtaPLoxA6cYnOsdTk3V07VYBTNu55hJnlervST19RRpY%2Bs2QelTxRutFbo%2BsFxP6QmPCzhh8W9XJrHdjlK9CRLErfVOQ7YEgdUoeJVa7nKDpJ%2FcZTWXrMqqGxdWMsgmgN6J7C%2BzDnMruYasGQ9xWCBJ4NEDGWVqrjK4g1VXfBAo23T8GWtqubeDVvxrLI0RLmlQcfWljXs9ho%2B7JcN3GvDT7HrNlbYGsuFrO0q4Y7xPKixzSi%2BPW%2B76qtnixGqhe8osu5Vz7rUl3W1VkKZMl%2Bw8IZR71jIlrKKK0695ZoL1bI5fOLDgYqzTLnmdbC%2B83FkdmGUB1OoWyLwjmWyQMW73bXtu%2BUlicYZ7g%2Bxkyq5u4g%2BxWKZFbTlLnJqUQf6HZNlfl5fLEbEcD5pXG4YWjrHpg1QWC86%2BVEwn1QU22otAvDMhq3enhVxniWA81kd1nVj0KzF12H2WA23iVaqrmaLF3OSCkkJVE1fNaR4lByNTMiy6%2FloPx6TpQEm%2BWhn0adt5l%2F6zUGJz%2BY2tOaJdlCVoDzO2UUYyaQI4yOp1sgFhz3pDAzlmttu97Rku1f60qA48Z0AeyPobc6XYxmdusWSORuY9dDRuETQ400KXU6w%2B9jKKACgf%2BWEb5y8ltMjlqzuAJjaaC2Tw6YPVmGYBblxDjdGrnfVZDguFBKQS3O5Khu%2BDo5gvXgWhmMg8u5%2BFATgYnTdkV%2FSyiPf3WsWq7JZmmvZcnMI2K686wZYoFAS5duxqFzgtjzNu402Hp1S245oJbbD45EaXrv16Dn2lDU92KnC3NTX81own8m8IDcjJqLjqpq9LtbXTflA79tE%2FrJpv%2B7i0%2B3rSWlfdRK%2FyeLAubZ3YJxVXIHaVO%2Bv6%2F%2F2vqQf6K%2FvywQGMXDdAmH8evf%2B%2BpX29O1v&RelayState=b24e3043-5ab1-4f08-b3d2-a0ab7627bcae,"Okta, Inc."
pre-global-shop.vercel.zapier.com,,404,67,pre-global-shop.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,pre-global-shop.vercel.zapier.com,443,https://pre-global-shop.vercel.zapier.com:443,https,Vercel,text/plain,GET,76.76.21.241,/,1307429962,76.76.21.164,Vercel,4,False,,,,,,
pricing-page.vercel.zapier.com,200: An unexpected error has occurred,404,135792,pricing-page.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,pricing-page.vercel.zapier.com,443,https://pricing-page.vercel.zapier.com:443,https,Vercel,text/html,GET,76.76.21.123,/,1626706696,76.76.21.9,Vercel,10,False,,,,,,
prometheus.zapier.com,,404,21,prometheus.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,prometheus.zapier.com,443,https://prometheus.zapier.com:443,https,,text/plain,GET,52.87.144.228,/,-1669793162,44.209.38.104,HSTS,1,False,,,,,,
relay.zapier.com,,401,30,relay.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,relay.zapier.com,443,https://relay.zapier.com:443,https,,text/plain,GET,52.2.228.131,/,-1840324437,44.209.38.104,HSTS,1,False,,,,,,
retreat.zapier.com,Sign In,403,2519,retreat.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,retreat.zapier.com,443,https://retreat.zapier.com:443,https,,text/html,GET,44.209.38.104,/,1219667363,52.87.144.228,HSTS,119,False,,,,,,
sec-metrics.zapier.com,401 Authorization Required,401,172,sec-metrics.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,sec-metrics.zapier.com,443,https://sec-metrics.zapier.com:443,https,,text/html,GET,44.207.205.68,/,-1710455754,44.207.41.2,HSTS,8,False,,,,,,
security-champions.zapier.com,Sign In,403,2519,security-champions.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,security-champions.zapier.com,443,https://security-champions.zapier.com:443,https,,text/html,GET,52.2.228.131,/,1219667363,44.209.38.104,HSTS,119,False,,,,,,
server-cae7bba3-be8d-4.vercel.zapier.com,,404,67,server-cae7bba3-be8d-4.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,server-cae7bba3-be8d-4.vercel.zapier.com,443,https://server-cae7bba3-be8d-4.vercel.zapier.com:443,https,Vercel,text/plain,GET,76.76.21.22,/,1307429962,76.76.21.93,Vercel,4,False,,,,,,
shop.vercel.zapier.com,,404,67,shop.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,shop.vercel.zapier.com,443,https://shop.vercel.zapier.com:443,https,Vercel,text/plain,GET,76.76.21.9,/,1307429962,76.76.21.22,Vercel,4,False,,,,,,
slosh-api.security.zapier.com,,403,23,slosh-api.security.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-22T00:00:00Z,2023-12-21T23:59:59Z,CN=slosh-api.security.zapier.com,slosh-api.security.zapier.com,slosh-api.security.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b35d74cddcd2209fe41642523e5faaef,b159973872b5250c6497bdd1b2fe963412289c95456db219f6ce1f0a4fb609ae,,ctls,slosh-api.security.zapier.com,443,https://slosh-api.security.zapier.com:443,https,,application/json,GET,34.226.164.146,/,968070783,50.16.147.62,,1,False,,,,,,
stage.vercel.zapier.com,,404,67,stage.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,stage.vercel.zapier.com,443,https://stage.vercel.zapier.com:443,https,Vercel,text/plain,GET,76.76.21.9,/,1307429962,76.76.21.142,Vercel,4,False,,,,,,
staging.vercel.zapier.com,,404,67,staging.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,staging.vercel.zapier.com,443,https://staging.vercel.zapier.com:443,https,Vercel,text/plain,GET,76.76.21.9,/,1307429962,76.76.21.123,Vercel,4,False,,,,,,
status.zapier.com,Zapier Status,200,111320,status.zapier.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-09T14:18:18Z,2023-08-07T14:18:17Z,CN=appstatus.dancecapsules.merce.broadleafclients.com,appstatus.dancecapsules.merce.broadleafclients.com,xyz.shashwatkhare1.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3598f13f3c529598822d585f7b8e047e,1df8f8a5aafa59e7da8cf7217e98a8538714f6c81e1977f16f4971d0c950981c,,ctls,status.zapier.com,443,https://status.zapier.com:443,https,,text/html,GET,52.215.192.131,/,-1840324437,52.215.192.131,HSTS,2564,False,,,,,,
store.zapier.com,,200,2834,,,,,,,,,,,,,,,,,,,80,http://store.zapier.com:80,http,,application/json,GET,54.242.70.66,/,1980056741,54.164.191.65,,63,False,,,,,,
support-retreat.zapier.com,Sign In,403,2519,support-retreat.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,support-retreat.zapier.com,443,https://support-retreat.zapier.com:443,https,,text/html,GET,44.209.38.104,/,1219667363,52.2.228.131,HSTS,119,False,,,,,,
support.zapier.com,Sign In,403,2519,support.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,support.zapier.com,443,https://support.zapier.com:443,https,,text/html,GET,52.87.144.228,/,1219667363,52.2.228.131,HSTS,119,False,,,,,,
swb-image-service.zapier.com,,200,4605,swb-image-service.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,swb-image-service.zapier.com,443,https://swb-image-service.zapier.com:443,https,,image/png,GET,52.87.144.228,/,-1840324437,52.2.228.131,Node.js,11,False,,,,,,
tables.zapier.com,,200,19507,tables.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-14T23:59:59Z,CN=*.zables.zapier.com,*.zables.zapier.com,zables.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0e7f44c43defef651cc8f1cc260cf08f,3d83274a9c7b4c595ac5432d6cf5d0a04ad20efba16ee328fa9ebcc74298fd11,True,ctls,tables.zapier.com,80,http://tables.zapier.com:80,http,Vercel,text/html,GET,13.32.121.55,/,1164238796,13.32.121.53,Vercel,1,False,cloudfront,True,https://*.google.com.lb,,https://tables.zapier.com/app/tables,
tablestore.zapier.com,,404,9,tablestore.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-24T23:59:59Z,CN=*.tablestore.zapier.com,*.tablestore.zapier.com,tablestore.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,36ccf032b10578aad7bc440d9b59e8c5,2d7e89027b7a8d8130d93229847c3676c9bff6b0814121f0338f139724039893,True,ctls,tablestore.zapier.com,443,https://tablestore.zapier.com:443,https,awselb/2.0,text/plain,GET,54.174.70.99,/,1164238796,34.237.30.87,,1,False,,,,,https://tablestore.zapier.com/app/tables,
tablesui.vercel.zapier.com,,404,39,tablesui.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,tablesui.vercel.zapier.com,443,https://tablesui.vercel.zapier.com:443,https,Vercel,text/plain,GET,76.76.21.22,/,965620137,76.76.21.164,Vercel,4,False,,,,,,
teller.zapier.com,,404,21,teller.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,teller.zapier.com,443,https://teller.zapier.com:443,https,,text/plain,GET,44.209.38.104,/,-1669793162,52.87.144.228,HSTS,1,False,,,,,,
toolbars.vercel.zapier.com,,404,67,toolbars.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,toolbars.vercel.zapier.com,443,https://toolbars.vercel.zapier.com:443,https,Vercel,text/plain,GET,76.76.21.98,/,1307429962,76.76.21.22,Vercel,4,False,,,,,,
transfer-api.zapier.com,,404,22,transfer-api.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,transfer-api.zapier.com,443,https://transfer-api.zapier.com:443,https,,application/json,GET,44.207.77.46,/,1266724597,52.70.165.40,HSTS,1,False,,,,,,
