input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,csp_domains_,tls_mismatched,final_url,tls_subject_org_
transfer.pilot.zapier.com,Zapier Transfer,200,50799,transfer.pilot.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-04-19T19:55:05Z,2023-07-18T19:55:04Z,CN=transfer.pilot.zapier.com,transfer.pilot.zapier.com,transfer.pilot.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,46e659469c6ff02c2a8610065d64e217,9a674ded8a424892fa7c829828166d2ec27413e8018b57583440841012f8116f,,ctls,transfer.pilot.zapier.com,443,https://transfer.pilot.zapier.com:443,https,Vercel,text/html,GET,76.76.21.142,/,-174129358,76.76.21.93,Vercel,1,False,,,,,https://transfer.pilot.zapier.com/choose,
transfer.zapier.com,Zapier Transfer,200,83184,transfer.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-04-26T20:20:48Z,2023-07-25T20:20:47Z,CN=transfer.zapier.com,transfer.zapier.com,transfer.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,363c0bb5d48026da471aa8c7cacb457d,575551bba234e250ba0f12d641acd42eb085264aeb04a930241340912d1bfe1b,,ctls,transfer.zapier.com,80,http://transfer.zapier.com:80,http,Vercel,text/html,GET,76.76.21.164,/,-975810382,76.76.21.61,Vercel,10,False,,,,,https://transfer.zapier.com/choose,
transfermanagement.vercel.zapier.com,Not Found | Zapier,404,180739,transfermanagement.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,transfermanagement.vercel.zapier.com,80,http://transfermanagement.vercel.zapier.com:80,http,Vercel,text/html,GET,76.76.21.93,/,-1311403457,76.76.21.142,Vercel,10,False,,,,,https://transfermanagement.vercel.zapier.com/,
transformer.zapier.com,,200,11903,transformer.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,transformer.zapier.com,443,https://transformer.zapier.com:443,https,,application/json,GET,54.84.84.135,/,-747738662,54.197.150.173,,2,False,,,,,,
uamecpapidr.vercel.zapier.com,,404,67,uamecpapidr.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,uamecpapidr.vercel.zapier.com,443,https://uamecpapidr.vercel.zapier.com:443,https,Vercel,text/plain,GET,76.76.21.93,/,1307429962,76.76.21.22,Vercel,4,False,,,,,,
uk-playbook.zapier.com,Zapier - Sign In,200,22478,zapier.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,zapier.okta.com,443,https://uk-playbook.zapier.com:443,https,nginx,text/html,GET,52.2.228.131,/,2064006982,44.209.38.104,Nginx,492,False,,,*.authenticatorlocalprod.com:65121,,https://zapier.okta.com/app/zapier_zapierhq_2/exk3i55sehURZsSC15d7/sso/saml?SAMLRequest=nVbbkqJKFn3vrzDoiHkhLC6KlE5bHclFxRIURFReTiSQAnKVREG%2B%2FlBat67o6TkzLxp7sW9r7dwJP37WSdy5oAKHWTommAea%2BPn07UeK6RE4l0FqoNMZ4bLTeqV41MJj4lykowzisDVhgvCodEdroC5G7AM9youszNwsJt4DmD8HQIxRUba1PyLYMRGUZT6iqKqqHqreQ1b4FEvTNEUPqdbJw6H%2FneiAt0gxS%2FE5QcUaFZfQRRtjcU%2BA2wzB6aGBeYiKBzdLKAyTmHVhHDvQjX66Z1xmbZzijQdcj%2B3xLM%2F3WW4w6NP%2Fgkn%2Bb7esx%2FSw78FH1unyLkTdPtP%2BQJ51u0MIhwP3se9yjkN0pFahMIXlTcK30q91s6iEt%2BIwz1%2Bxv%2B5%2FwekvlkJ11As5DqNgY9h4LTKcx1MYZ7deiY4ijYnQ6yYTfiZdeU5Ghl7npi23T%2FCq1S68oDFxgDFGLwg%2BIyXFJUzLMcHSbK9Lc122ZzKPI5oesaxNdFav8xHC1AtT%2F8%2Bzce5OeDQzzVV3tVybRMd6OymtA%2FHUnhNmdKtbdCZZkcDyzxlfkJbO4eY6QmkZllfi6av6P6iPtC8l2NE69Ft5zwXqtMMi3i2G%2BHiMPCU9ZHdbhGmWhu2gw%2BY2FBWVQeZ1QOxnRVgGyX84YAzF0C8HrItqt%2Bsy%2FfQ7QX2p%2Fw8z%2FXJUCwy7OIDMWzIDHVCBUhd1NoYyJr7%2Fdr53V7OAKX5RC3%2Bx%2F7cOUHpBcZYjr4vfiLw1888z%2Fl4d6ndtSqHfbsT%2Fo9Vnne5ZLBif0ZOnUKGznE1EreH95cSkj6Uk9tmlCpTxvYfP3nfkXedX%2B%2BspeR%2FqPQg2PFKfz9fkZEXKoDoJfZW62PxmEqD6uNpdr1mhONJOMpmNxXqGkUS2oSb7WCGxekgo5luPBG4AU2u4tTm6x5AGE8w3p0d51xxPzCpyK3TyejxKnO3peZcU1HXglCd7uzTcoNmTPPoWsJE0m%2FQp3063WXzIqtwN8HRIDREf1mFf7%2BeZLlnxgh1sxh%2BUPlG40XpG1w%2BOO44eSrCEH5b4cmke2uUo0ZOqKOLaFEXgKCLQ5UrS9%2FPnzFaCi6u19kLQQeWY8kIF0RQwG1kIVNFlN7XYgLnga5YAfBUkk6Oq05VY7SVL12cSMBhnawWqUVVT%2F4Y9S4I2tyaqb22ZeL8WLKe9hu3dvIE7g%2FsUu2hj5bU1n6nGppLvmCSBGjusFjjTtqueft6zcjULXE01%2FWppKj3V1GvtqNLbF%2Bx4w%2Bh37CiUqo4rUb%2FlmsrVvLE%2F8RFBJe63ai2ZYHHn46rCzCrtrVy3ROAdy1SZjjeba9t3y0uZWGe4s2M31XJvFn2KxaogG%2FNN5NYTE5h3TFWlaX3ZsxMMp8PGE7nj3hSFtAGa4EenIAqnw4oWWq0nACyFY6u3v49Efy%2BD81nn6rqxGGEv1cfsseLWiVHqnuFMLtthKicl0A3zuaEmB8U1qIQqST9AO56nSgsM88Fmz5zWWXDpNbYWn7fr436aGLauheVhKsyOkUpNYHyg9Bp5wN5Rbt%2FSrrnjkae5QF6ZS4PiJHBD7A%2BgvzpfDmV0Ios5e7aw4KODdYmgL21pdDlB8rGVUQbA%2FMoJ3zj5LadHrOzJPtgag4VKcU0PPB%2BPWZhb5%2BPKyk1STzi%2B0ChAzbfz57KR6vAAFrOlzPFgInm7QRiCi0V6g6BktEeJ3Bl7QReyNDey%2BcoOBVLdkCGWaZRE%2BZqfaBe4Lk9TsjH4wSl1nIjRYud4ONDclawHy9jXFkx%2Fo8vTrbmY1vJ2SeUFtRqwERNX1fh1sb5uygd63ybql037dRefbl9PWvuqU6RVFofutb0D46wSC9Smen9d%2F7f3JfPAfH1fJjCMgecVCOPXu%2FfXr7Snb38D&RelayState=aff815a8-66dc-4f16-81d1-c55872b70560,"Okta, Inc."
us-east-1.zapier.com,,404,19,us-east-1.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,us-east-1.zapier.com,443,https://us-east-1.zapier.com:443,https,,text/html,GET,54.87.150.250,/,-138391155,52.204.106.1,HSTS,2,False,,,,,,
v1.vercel.zapier.com,,404,67,v1.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,v1.vercel.zapier.com,443,https://v1.vercel.zapier.com:443,https,Vercel,text/plain,GET,76.76.21.9,/,1307429962,76.76.21.241,Vercel,4,False,,,,,,
watchtower.zapier.com,,200,22,watchtower.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T03:46:07Z,2023-08-09T03:46:06Z,CN=watchtower.zapier.com,watchtower.zapier.com,watchtower.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,056b66a7f9fbb35ae484b24c4e4170c0,805811e46a6f73dabd535b042f4d1df2e50022f2524ed393cf25d40951929e03,,ctls,watchtower.zapier.com,443,https://watchtower.zapier.com:443,https,gunicorn,application/json,GET,3.220.57.224,/,-48476174,54.91.59.199,gunicorn,3,False,,,,,,
web.vercel.zapier.com,,404,67,web.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,web.vercel.zapier.com,443,https://web.vercel.zapier.com:443,https,Vercel,text/plain,GET,76.76.21.241,/,1307429962,76.76.21.93,Vercel,4,False,,,,,,
wttedel01.vercel.zapier.com,,404,67,wttedel01.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,wttedel01.vercel.zapier.com,80,http://wttedel01.vercel.zapier.com:80,http,Vercel,text/plain,GET,76.76.21.22,/,1307429962,76.76.21.93,Vercel,4,False,,,,,https://wttedel01.vercel.zapier.com/,
www.zapier.com,Zapier | Automation that moves you forward,200,1130969,zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,zapier.com,443,https://www.zapier.com:443,https,Vercel,text/html,GET,18.66.122.14,/,-644362270,18.66.122.63,Vercel,400,False,cloudfront,True,,,https://zapier.com/?,
zables.zapier.com,,200,19507,zables.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-14T23:59:59Z,CN=*.zables.zapier.com,*.zables.zapier.com,zables.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0e7f44c43defef651cc8f1cc260cf08f,3d83274a9c7b4c595ac5432d6cf5d0a04ad20efba16ee328fa9ebcc74298fd11,True,ctls,zables.zapier.com,443,https://zables.zapier.com:443,https,Vercel,text/html,GET,13.32.121.55,/,1164238796,13.32.121.96,Vercel,1,False,cloudfront,True,https://messenger-apps.eu.intercom.io,,https://zables.zapier.com/app/tables,
zap-ai-demo.vercel.zapier.com,,200,2298,zap-ai-demo.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T18:08:06Z,2023-08-20T18:08:05Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c215ddec24ce23e1b79e76da6084c85,f088e2945ed27ba4cc8993fa01d479e86cb3d1ae846514aa45292b880c81295f,True,ctls,zap-ai-demo.vercel.zapier.com,443,https://zap-ai-demo.vercel.zapier.com:443,https,Vercel,text/html,GET,76.76.21.123,/,-2070047203,76.76.21.93,Vercel,1,False,,,,,,
zap-ai-demo.zapier.com,,200,2298,zap-ai-demo.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-04-02T08:52:14Z,2023-07-01T08:52:13Z,CN=zap-ai-demo.zapier.com,zap-ai-demo.zapier.com,zap-ai-demo.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1c7014deff20fce6b09641a0e3ddd245,4417871d5777d752333f52236a4de2d26666a51fc614a8f2def8d975d9c98485,,ctls,zap-ai-demo.zapier.com,443,https://zap-ai-demo.zapier.com:443,https,Vercel,text/html,GET,76.76.21.164,/,-2070047203,76.76.21.9,Vercel,1,False,,,,,,
zapbots.zapier.com,,200,3608,zapbots.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-08T00:28:14Z,2023-06-06T00:28:13Z,CN=zapbots.zapier.com,zapbots.zapier.com,zapbots.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e3210aba66ab15e1c62613e9f375a228,a954c6db6696fc14896a32a5dd999fd8fe7253a9a1c7dc5a7d4169a6747b79e1,,ctls,zapbots.zapier.com,443,https://zapbots.zapier.com:443,https,Vercel,text/html,GET,76.76.21.98,/,-100751697,76.76.21.164,Vercel,1,False,,,,,,
zinnia-reports.zapier.com,Authentication Required,401,9780,zinnia-reports.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-22T07:04:45Z,2023-08-20T07:04:44Z,CN=zinnia-reports.zapier.com,zinnia-reports.zapier.com,zinnia-reports.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,292054b346b593dd4906d31514d1472b,542437a22a2df4c2e8a1f66ec543382be1fc83f3398797669f028ec43b43b2bf,,ctls,zinnia-reports.zapier.com,443,https://zinnia-reports.zapier.com:443,https,Vercel,text/html,GET,76.76.21.241,/,515341074,76.76.21.123,Vercel,5,False,,,,,,
zinnia.zapier.com,Sign In,403,2519,,,,,,,,,,,,,,,,,,,80,http://zinnia.zapier.com:80,http,,text/html,GET,52.2.228.131,/,1219667363,52.87.144.228,,119,False,,,,,,
