new,host,a,soa,status_code,txt,ns,has_internal_ips,internal_ips,aaaa,cdn,cdn-name,cname,mx,caa
,ruby-bank.skyc.res.ibm.com,119.81.5.174,"ns11.haifa.il.ibm.com, itay.il.ibm.com",NOERROR,,,,,,,,,,
,ruh-portal.sec.ibm.com,176.98.33.42,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,ruh01-prd-webapp-01a.sec.ibm.com,,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,ruh01-prd-webapp-01b.sec.ibm.com,192.168.136.36,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,True,192.168.136.36,,,,,,
,rws.ext.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,rxn.res.ibm.com,"108.157.4.102, 108.157.4.32, 108.157.4.118, 108.157.4.71","ns-1258.awsdns-29.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1540.awsdns-00.co.uk, ns-722.awsdns-26.net, ns-115.awsdns-14.com, ns-1258.awsdns-29.org",,,"2600:9000:2315:d800:17:9e94:76c0:93a1, 2600:9000:2315:fc00:17:9e94:76c0:93a1, 2600:9000:2315:7200:17:9e94:76c0:93a1, 2600:9000:2315:ee00:17:9e94:76c0:93a1, 2600:9000:2315:9400:17:9e94:76c0:93a1, 2600:9000:2315:ba00:17:9e94:76c0:93a1, 2600:9000:2315:2600:17:9e94:76c0:93a1, 2600:9000:2315:2e00:17:9e94:76c0:93a1",True,cloudfront,d3n7jns0ipxsyj.cloudfront.net,,
,ryfw-stby.sby.edst.ibm.com,,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,ryfw.sby.edst.ibm.com,12.26.12.84,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,rzfw01.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,s05p-cp4s-dc-01.sec.ibm.com,207.231.152.230,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,s05p-cp4s-dc-02.sec.ibm.com,207.231.152.231,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,s05p-cp4s-pw-01.sec.ibm.com,,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,s2s-appliance.vpnaas.cloud.ibm.com,127.0.0.1,"ns007.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,True,127.0.0.1,,,,,,
,s2s-vpn-iam-proxy-east-private.vpnaas.cloud.ibm.com,"10.188.123.12, 10.65.15.228, 10.191.8.117","ns007.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,True,"10.188.123.12, 10.65.15.228, 10.191.8.117",,,,,,
,s2s-vpn-iam-proxy-south-private.vpnaas.cloud.ibm.com,"10.73.63.28, 10.184.236.164, 10.176.182.4","ns007.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,True,"10.73.63.28, 10.184.236.164, 10.176.182.4",,,,,,
,s3-g11n-edit-idd.events.ibm.com,129.42.19.41,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,s3-ode21-edit-idd.events.ibm.com,129.42.19.48,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,s3-prod-edit-idd.events.ibm.com,129.42.19.6,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,"ns.events.ihost.com, ns1.events.ihost.com",,,,,,,,
,s3-prod-render-idd.events.ibm.com,129.42.19.37,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,s3-www-prd-trops.events.ibm.com,129.42.19.5,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,s3-www-pre-trops.events.ibm.com,,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,s390.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,s390labrtr.pok.ibm.com,204.146.133.65,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,s390webrtr.pok.ibm.com,204.146.133.161,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,s5-ode12-edit-idd.events.ibm.com,129.42.21.82,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,s5-ode2-edit-idd.events.ibm.com,129.42.21.28,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,s5-ode6-edit-idd.events.ibm.com,129.42.21.76,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,s5-ode7-edit-idd.events.ibm.com,,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,s5-ode8-edit-idd.events.ibm.com,129.42.21.78,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,s5-ode9-edit-idd.events.ibm.com,129.42.21.79,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,s5-prod-edit-idd.events.ibm.com,129.42.21.58,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,s5-prod-render-idd.events.ibm.com,129.42.21.59,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,s5-stage-edit-idd.events.ibm.com,129.42.21.94,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,s5-test-edit-idd.events.ibm.com,129.42.21.41,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,s5-uat-edit-idd.events.ibm.com,,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,s5-www-prd-trops.events.ibm.com,129.42.21.32,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,s5-www-pre-trops.events.ibm.com,,"ns1.events.ibm.com, hostmaster.events.ihost.com",NOERROR,,,,,,,,,,
,sa.watson.ibm.com,129.34.20.121,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,sabre.hosting.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,safr.ibm.com,52.117.108.10,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,wdcsafrdwnsrv.sl2315216.sl.edst.ibm.com,,
,saibp9rh2--ssv1.emea.ibm.com,217.145.242.166,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,,,,,,
,sample-api.d-t02.apiconnect.dev.automation.ibm.com,"54.208.57.118, 34.233.196.208","ns-877.awsdns-45.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,router-default.apps.apic-d-t02.k2m3.p1.openshiftapps.com,,
,sample-api.eu-west-a.apiconnect.automation.ibm.com,"104.18.23.53, 104.18.22.53","ns013.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,"2606:4700::6812:1735, 2606:4700::6812:1635",True,cloudflare,,,
,sample.messaging.cloud.ibm.com,104.82.97.46,"ns036.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,"ns083.name.cloud.ibm.com, ns036.name.cloud.ibm.com",,,"2a02:26f0:b700:29c::4128, 2a02:26f0:b700:296::4128",,,,,
,sandbox-remedy.sec.ibm.com,207.231.141.56,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,sandbox.maximomro.ibmiot.ibm.com,"104.16.179.42, 104.16.178.42","ns017.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,"ns017.name.cloud.ibm.com, ns020.name.cloud.ibm.com",,,"2606:4700::6810:b32a, 2606:4700::6810:b22a",True,cloudflare,,,
,sap-pf-isol1a.hokkaido.japan.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,sapagd.sl1693341.sl.edst.ibm.com,,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapbm19.sl1694667.sl.edst.ibm.com,169.60.48.169,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapbm20.sl1694667.sl.edst.ibm.com,169.60.48.183,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapbm32.sl1694667.sl.edst.ibm.com,169.60.48.189,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapbm34.sl1694667.sl.edst.ibm.com,169.60.48.165,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapbm37.sl1694667.sl.edst.ibm.com,169.60.48.174,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapbm40.sl1694667.sl.edst.ibm.com,169.60.48.185,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapbm42.sl1694667.sl.edst.ibm.com,169.60.48.175,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,"ns1.softlayer.com, ns2.softlayer.com",,,,,,,,
,sapbm43.sl1694667.sl.edst.ibm.com,169.60.48.168,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapbm44.sl1694667.sl.edst.ibm.com,169.60.48.173,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapbm46.sl1694667.sl.edst.ibm.com,169.60.48.179,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapbm5.sl1694667.sl.edst.ibm.com,169.48.130.231,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapbm52.sl1694667.sl.edst.ibm.com,169.60.48.181,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapbm53.sl1694667.sl.edst.ibm.com,169.48.130.228,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapbm54.sl1694667.sl.edst.ibm.com,169.60.48.163,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapbm55.sl1694667.sl.edst.ibm.com,169.60.48.162,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapbm58.sl1694667.sl.edst.ibm.com,169.60.48.184,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapbm6.sl1694667.sl.edst.ibm.com,169.60.48.166,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapbm9.sl1694667.sl.edst.ibm.com,169.48.130.229,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapfrdmngmt.saphana.sl.edst.ibm.com,161.202.5.200,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapinnov-n6.sl1642449.sl.edst.ibm.com,169.63.65.28,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapo-lada-i.zurich.ibm.com,195.176.20.33,"internet-server.zurich.ibm.com, hostmaster.zurich.ibm.com",NOERROR,,,,,,,,,,
,saporoshez-x.zurich.ibm.com,,"internet-server.zurich.ibm.com, hostmaster.zurich.ibm.com",NOERROR,,,,,,,,,,
,sapr3neb.xomdiv1.sl.edst.ibm.com,184.172.110.254,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapr3qa.sl1369397.sl.edst.ibm.com,169.50.216.90,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapretail.sl.edst.ibm.com,,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapstagp.sl1693341.sl.edst.ibm.com,159.122.157.53,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sapstagpap1.sl1693341.sl.edst.ibm.com,159.122.134.185,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,saracens.hursley.ibm.com,195.212.14.133,"ns.hursley.ibm.com, dns-admins.hursley.ibm.com",NOERROR,,,,,,,,,,
,sas1.de.ibm.com,192.109.81.32,"asia3.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
,sas2.de.ibm.com,192.109.81.33,"asia3.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
,sasc.ibm.com,"104.18.29.80, 104.18.28.80","ns001.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,"ns001.name.cloud.ibm.com, ns182.name.cloud.ibm.com",,,"2606:4700::6812:1c50, 2606:4700::6812:1d50",True,cloudflare,,,
,sasext.ecurep.ibm.com,192.109.81.34,"ns.mainz.ibm.com, postmaster.mainz.ibm.com",NOERROR,,,,,,,,,,
,sasext1.ecurep.ibm.com,192.109.81.37,"ns.mainz.ibm.com, postmaster.mainz.ibm.com",NOERROR,,,,,,,,,,
,sasext2.ecurep.ibm.com,192.109.81.38,"ns.mainz.ibm.com, postmaster.mainz.ibm.com",NOERROR,,,,,,,,,,
,sasmobile.boulder.ibm.com,170.225.19.35,"asia3.akam.net, postmaster.boulder.ibm.com",NOERROR,,,,,,,,,,
,sasmobile.pok.ibm.com,129.33.246.161,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,sasmobile01.boulder.ibm.com,170.225.19.33,"asia3.akam.net, postmaster.boulder.ibm.com",NOERROR,,,,,,,,,,
,sasmobile02.boulder.ibm.com,170.225.19.34,"asia3.akam.net, postmaster.boulder.ibm.com",NOERROR,,,,,,,,,,
,sasmobile02.pok.ibm.com,129.33.246.160,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn-ams.emea.ibm.com,129.41.46.46,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,2620:1f7:2aad:1001::a,,,,,
,sasvpn-ams01.emea.ibm.com,129.41.46.39,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,2620:1f7:2aad:1001::4,,,,,
,sasvpn-ams02.emea.ibm.com,129.41.46.41,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,2620:1f7:2aad:1001::5,,,,,
,sasvpn-ams03.emea.ibm.com,129.41.46.42,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,,,,,,
,sasvpn-ch01.in.ibm.com,129.41.58.40,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,2620:1f7:3d45:1009::4,,,,,
,sasvpn-ch03.in.ibm.com,129.41.58.42,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,2620:1f7:3d45:1009::6,,,,,
,sasvpn-ch04.in.ibm.com,129.41.58.43,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn-fast.emea.ibm.com,129.41.46.46,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,,,,,,
,sasvpn-fast.jp.ibm.com,129.41.57.174,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,2620:1f7:3a95:1009::a,,,,,
,sasvpn-fra.emea.ibm.com,129.41.47.174,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,2620:1f7:2947:1009::a,,,,,
,sasvpn-fra01.emea.ibm.com,129.41.47.164,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,2620:1f7:2947:1009::4,,,,,
,sasvpn-fra02.emea.ibm.com,129.41.47.165,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,2620:1f7:2947:1009::5,,,,,
,sasvpn-fra03.emea.ibm.com,129.41.47.166,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,2620:1f7:2947:1009::6,,,,,
,sasvpn-fra04.emea.ibm.com,129.41.47.167,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,2620:1f7:2947:1009::7,,,,,
,sasvpn-pu01.in.ibm.com,129.41.59.40,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,2620:1f7:3d46:1009::4,,,,,
,sasvpn-pune.in.ibm.com,129.41.59.39,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,2620:1f7:3d46:1009::a,,,,,
,sasvpn-pune01.in.ibm.com,129.41.164.145,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn.au.ibm.com,129.41.56.174,"asia3.akam.net, qip.au1.ibm.com",NOERROR,,,,,,,,,,
,sasvpn.boulder.ibm.com,129.41.86.174,"asia3.akam.net, postmaster.boulder.ibm.com",NOERROR,,,,,,,,,,
,sasvpn.emea.ibm.com,129.41.46.46,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,,,,,,
,sasvpn.in.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,2620:1f7:3d45:1009::a,,,,,
,sasvpn.jp.ibm.com,129.41.57.174,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,2620:1f7:3a95:1009::a,,,,,
,sasvpn.pok.ibm.com,129.41.87.174,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn00.boulder.ibm.com,129.41.86.167,"asia3.akam.net, postmaster.boulder.ibm.com",NOERROR,,,,,,,,,,
,sasvpn00.raleigh.ibm.com,129.41.87.167,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn01.boulder.ibm.com,129.42.3.11,"asia3.akam.net, postmaster.boulder.ibm.com",NOERROR,,,,,,,,,,
,sasvpn01.emea.ibm.com,195.75.101.197,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,,,,,,
,sasvpn01.in.ibm.com,129.41.84.40,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn01.jp.ibm.com,203.141.91.166,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn01.pok.ibm.com,,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn02.boulder.ibm.com,129.42.22.12,"asia3.akam.net, postmaster.boulder.ibm.com",NOERROR,,,,,,,,,,
,sasvpn02.in.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn02.jp.ibm.com,203.141.91.167,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn02.pok.ibm.com,129.33.253.76,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn02.raleigh.ibm.com,,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn03.boulder.ibm.com,129.42.22.13,"asia3.akam.net, postmaster.boulder.ibm.com",NOERROR,,,,,,,,,,
,sasvpn03.emea.ibm.com,195.75.101.199,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,,,,,,
,sasvpn03.in.ibm.com,129.41.84.42,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn03.jp.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn03.raleigh.ibm.com,129.42.49.13,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn04.boulder.ibm.com,129.42.22.14,"asia3.akam.net, postmaster.boulder.ibm.com",NOERROR,,,,,,,,,,
,sasvpn04.in.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn04.jp.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn04.pok.ibm.com,129.33.253.78,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn04.raleigh.ibm.com,129.42.49.14,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn05.boulder.ibm.com,129.42.22.15,"asia3.akam.net, postmaster.boulder.ibm.com",NOERROR,,,,,,,,,,
,sasvpn05.emea.ibm.com,195.75.101.201,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,,,,,,
,sasvpn05.pok.ibm.com,129.33.253.79,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn05.raleigh.ibm.com,129.42.49.15,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn06.boulder.ibm.com,129.42.22.16,"asia3.akam.net, postmaster.boulder.ibm.com",NOERROR,,,,,,,,,,
,sasvpn06.emea.ibm.com,195.75.101.202,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,,,,,,
,sasvpn06.in.ibm.com,129.41.84.45,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn06.pok.ibm.com,129.33.253.80,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn06.raleigh.ibm.com,129.42.49.16,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn07.boulder.ibm.com,129.42.22.17,"asia3.akam.net, postmaster.boulder.ibm.com",NOERROR,,,,,,,,,,
,sasvpn07.in.ibm.com,129.41.84.252,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn07.pok.ibm.com,129.33.253.81,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn08.boulder.ibm.com,129.42.22.18,"asia3.akam.net, postmaster.boulder.ibm.com",NOERROR,,,,,,,,,,
,sasvpn08.emea.ibm.com,195.75.101.204,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,,,,,,
,sasvpn08.in.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn08.pok.ibm.com,129.33.253.82,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn08.raleigh.ibm.com,129.42.49.18,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn09.emea.ibm.com,195.75.101.205,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,,,,,,
,sasvpn09.in.ibm.com,129.41.84.48,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,sasvpn09.raleigh.ibm.com,129.42.49.19,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,satellite-iaas.cloud.ibm.com,"104.18.6.131, 104.18.7.131","ns057.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,"ns192.name.cloud.ibm.com, ns057.name.cloud.ibm.com",,,"2606:4700::6812:783, 2606:4700::6812:683",True,cloudflare,,,
,satellite.cloud.ibm.com,"96.16.54.184, 96.16.54.146","a1-207.akam.net, hostmaster.satellite.cloud.ibmcom.zone",NOERROR,,,,,"2a02:26f0:d8::685e:64b1, 2a02:26f0:d8::685e:64b0",,,,,
,satlink-01.au-syd.proxy.serviceendpoint.cloud.ibm.com,"166.9.244.166, 166.9.244.157, 166.9.244.102","ns011.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,satlink-01.ca-tor.proxy.serviceendpoint.cloud.ibm.com,"166.9.247.212, 166.9.247.134, 166.9.247.166","ns011.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,sbcmgm.haifa.il.ibm.com,195.110.40.19,"ns11.haifa.il.ibm.com, itay.il.ibm.com",NOERROR,,,,,,,,,,
,sbryss5.sby.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,sbt.education.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,sby-idrac.vigilent.ibm.com,129.41.166.35,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,sby.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,sby.vigilent.ibm.com,129.41.166.19,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz002.sby.edst.ibm.com,12.26.12.2,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz003.sby.edst.ibm.com,12.26.12.3,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz005.sby.edst.ibm.com,12.26.12.5,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz008.sby.edst.ibm.com,,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz009.sby.edst.ibm.com,12.26.12.9,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz010.sby.edst.ibm.com,12.26.12.10,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz011.sby.edst.ibm.com,12.26.12.11,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz012.sby.edst.ibm.com,12.26.12.12,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz013.sby.edst.ibm.com,12.26.12.13,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz014.sby.edst.ibm.com,12.26.12.14,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz015.sby.edst.ibm.com,12.26.12.15,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz016.sby.edst.ibm.com,12.26.12.16,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz017.sby.edst.ibm.com,12.26.12.17,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz018.sby.edst.ibm.com,12.26.12.18,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz019.sby.edst.ibm.com,12.26.12.19,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz020.sby.edst.ibm.com,12.26.12.20,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz021.sby.edst.ibm.com,12.26.12.21,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz022.sby.edst.ibm.com,12.26.12.22,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,sbybyz023.sby.edst.ibm.com,12.26.12.23,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
