input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url,tls_subject_org_,tls_expired
00000-okta-idp-engine-cms.blogmonboarding.build.acorns.com,,403,243,00000-okta-idp-engine-cms.blogmonboarding.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp-engine-cms.blogmonboarding.build.acorns.com,cloudfront,443,https://00000-okta-idp-engine-cms.blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,/,1830703387,2600:9000:2204:3a00:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp-engine-ldap.blogmonboarding.build.acorns.com,,403,243,00000-okta-idp-engine-ldap.blogmonboarding.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp-engine-ldap.blogmonboarding.build.acorns.com,cloudfront,443,https://00000-okta-idp-engine-ldap.blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.88,/,1845353171,2600:9000:225e:f600:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp-engine.250-blogmonboarding.build.acorns.com,,403,243,00000-okta-idp-engine.250-blogmonboarding.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp-engine.250-blogmonboarding.build.acorns.com,cloudfront,443,https://00000-okta-idp-engine.250-blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,/,-535413738,2600:9000:225e:2800:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp-engine.252-blogmonboarding.build.acorns.com,,403,243,00000-okta-idp-engine.252-blogmonboarding.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp-engine.252-blogmonboarding.build.acorns.com,cloudfront,443,https://00000-okta-idp-engine.252-blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.62,/,-535413738,2600:9000:225e:8600:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp-engine.blogmonboarding-prd.build.acorns.com,,403,243,00000-okta-idp-engine.blogmonboarding-prd.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp-engine.blogmonboarding-prd.build.acorns.com,cloudfront,443,https://00000-okta-idp-engine.blogmonboarding-prd.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.88,/,-535413738,2600:9000:225e:3800:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp-engine.blogmonboarding.build.acorns.com,,403,243,00000-okta-idp-engine.blogmonboarding.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp-engine.blogmonboarding.build.acorns.com,cloudfront,443,https://00000-okta-idp-engine.blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.62,/,-535413738,2600:9000:225e:800:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp-engine.blogmonboardingglobal.build.acorns.com,,403,243,00000-okta-idp-engine.blogmonboardingglobal.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp-engine.blogmonboardingglobal.build.acorns.com,cloudfront,443,https://00000-okta-idp-engine.blogmonboardingglobal.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.94,/,-535413738,2600:9000:225e:d000:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp-enginestorage.blogmonboarding.build.acorns.com,,403,243,00000-okta-idp-enginestorage.blogmonboarding.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp-enginestorage.blogmonboarding.build.acorns.com,cloudfront,443,https://00000-okta-idp-enginestorage.blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,/,1370991910,2600:9000:225e:f000:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp-search.mgmt-blogmonboarding.build.acorns.com,,403,243,00000-okta-idp-search.mgmt-blogmonboarding.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp-search.mgmt-blogmonboarding.build.acorns.com,cloudfront,443,https://00000-okta-idp-search.mgmt-blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.62,/,-1083739688,2600:9000:225e:1e00:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp.67mgmt-blogmonboarding.build.acorns.com,,403,275,00000-okta-idp.67mgmt-blogmonboarding.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp.67mgmt-blogmonboarding.build.acorns.com,cloudfront,443,https://00000-okta-idp.67mgmt-blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.155.129.58,/,-1110139804,2600:9000:225e:a200:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp.administrators-aws.blogmonboarding.build.acorns.com,,403,243,00000-okta-idp.administrators-aws.blogmonboarding.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp.administrators-aws.blogmonboarding.build.acorns.com,cloudfront,443,https://00000-okta-idp.administrators-aws.blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.62,/,-1110139804,2600:9000:225e:5400:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp.administrators.90blogmonboarding.build.acorns.com,,403,243,00000-okta-idp.administrators.90blogmonboarding.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp.administrators.90blogmonboarding.build.acorns.com,cloudfront,443,https://00000-okta-idp.administrators.90blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,/,-1110139804,2600:9000:225e:a200:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp.administrators.blogmonboarding.240.build.acorns.com,,403,243,00000-okta-idp.administrators.blogmonboarding.240.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp.administrators.blogmonboarding.240.build.acorns.com,cloudfront,443,https://00000-okta-idp.administrators.blogmonboarding.240.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,/,-1110139804,2600:9000:225e:f800:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp.administrators.blogmonboarding.acc.build.acorns.com,,403,243,00000-okta-idp.administrators.blogmonboarding.acc.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp.administrators.blogmonboarding.acc.build.acorns.com,cloudfront,443,https://00000-okta-idp.administrators.blogmonboarding.acc.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.62,/,-1110139804,2600:9000:225e:4000:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp.administrators.blogmonboarding.build.acorns.com,,403,243,00000-okta-idp.administrators.blogmonboarding.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp.administrators.blogmonboarding.build.acorns.com,cloudfront,443,https://00000-okta-idp.administrators.blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.62,/,-1110139804,2600:9000:225e:5c00:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp.administrators.blogmonboardingapidocs.build.acorns.com,,403,243,00000-okta-idp.administrators.blogmonboardingapidocs.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp.administrators.blogmonboardingapidocs.build.acorns.com,cloudfront,443,https://00000-okta-idp.administrators.blogmonboardingapidocs.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,/,-1110139804,2600:9000:225e:8800:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp.blogmonboarding-md.197.build.acorns.com,,403,243,00000-okta-idp.blogmonboarding-md.197.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp.blogmonboarding-md.197.build.acorns.com,cloudfront,443,https://00000-okta-idp.blogmonboarding-md.197.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,/,-1110139804,2600:9000:225e:5800:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp.blogmonboarding-md.www2.build.acorns.com,,403,243,00000-okta-idp.blogmonboarding-md.www2.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp.blogmonboarding-md.www2.build.acorns.com,cloudfront,443,https://00000-okta-idp.blogmonboarding-md.www2.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,/,-1110139804,2600:9000:225e:e00:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp.blogmonboarding-mddevops.build.acorns.com,,403,243,00000-okta-idp.blogmonboarding-mddevops.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp.blogmonboarding-mddevops.build.acorns.com,cloudfront,443,https://00000-okta-idp.blogmonboarding-mddevops.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,/,-1110139804,2600:9000:225e:2000:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp.blogmonboarding-mdmobile.build.acorns.com,,403,243,00000-okta-idp.blogmonboarding-mdmobile.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp.blogmonboarding-mdmobile.build.acorns.com,cloudfront,443,https://00000-okta-idp.blogmonboarding-mdmobile.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.88,/,-1110139804,2600:9000:244f:1800:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp.blogmonboarding.admins.build.acorns.com,,403,243,00000-okta-idp.blogmonboarding.admins.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp.blogmonboarding.admins.build.acorns.com,cloudfront,443,https://00000-okta-idp.blogmonboarding.admins.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.94,/,-1110139804,2600:9000:225e:de00:14:58ae:6980:93a1,HSTS,2,False,True,,,,
00000-okta-idp.blogmonboarding.build.acorns.com,,403,243,00000-okta-idp.blogmonboarding.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,00000-okta-idp.blogmonboarding.build.acorns.com,cloudfront,443,https://00000-okta-idp.blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,/,-1110139804,2600:9000:225e:b600:14:58ae:6980:93a1,HSTS,2,False,True,,,,
