new,host,ttl,a,soa,has_internal_ips,internal_ips,status_code,mx,ns,txt,cname,caa
[x],hybrid797.fr.ns.planethoster.net,14400,185.22.110.140,"{'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,,,,
[x],hybrid802.fr.ns.planethoster.net,14400,185.22.110.186,"{'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,,,,
[x],hybrid804.fr.ns.planethoster.net,14400,185.22.110.53,"{'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,,,,
[x],hybrid805.fr.ns.planethoster.net,1800,,"{'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,,,,
[x],hybrid807.fr.ns.planethoster.net,1459,,"{'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,,,,
[x],hybrid810.fr.ns.planethoster.net,14400,185.22.110.49,"{'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,,,,
[x],hybrid815.fr.ns.planethoster.net,3600,,"{'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,,,,
[x],hybrid821.fr.ns.planethoster.net,14400,185.22.110.36,"{'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,,,,
[x],hybrid823.fr.ns.planethoster.net,14400,185.22.110.42,"{'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,,,,
[x],hybrid824.fr.ns.planethoster.net,14400,185.22.110.168,"{'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,,,,
[x],hybrid825.fr.ns.planethoster.net,14400,185.22.110.51,"{'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,,,,
[x],hybrid827.fr.ns.planethoster.net,3600,,"{'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,,,,
[x],hybrid833.fr.ns.planethoster.net,3600,185.22.110.203,"{'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,,,,
[x],hybrid835.fr.ns.planethoster.net,3600,,"{'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,,,,
[x],hybrid841-1.fr.ns.planethoster.net,3600,,"{'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,,,,
[x],hybrid841.fr.ns.planethoster.net,123,,"{'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,,,,
[x],hybrid842.fr.ns.planethoster.net,14400,185.22.110.209,"{'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'support.planethoster.info', 'serial': 2024102813, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,,,,
