input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,tls_expired,final_url
officesuite15.broadviewnet.com,,404,185,officesuite15.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite15.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite15.windstream.com,"Windstream Communications, LLC",officesuite15.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,69e4af4b70fe3ea680accb232bc64b8e,9fd527264a0aa73ec759ad2c91ac41b3894e15b3f77a1b204d094e20179436af,,ctls,officesuite15.broadviewnet.com,,443,https://officesuite15.broadviewnet.com:443,https,,application/hal+json,GET,64.61.166.100,/,2014101261,64.61.166.100,,8,False,,True,,,
officesuite16.broadviewnet.com,,404,185,officesuite16.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite16.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite16.windstream.com,"Windstream Communications, LLC",officesuite16.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,45c7397bc819ec3361e0dffbdab35ef6,300f1939f991a4bf3ae694efa822f8b893be6e4def2e45a48dc1e6bf5c21f255,,ctls,officesuite16.broadviewnet.com,,443,https://officesuite16.broadviewnet.com:443,https,,application/hal+json,GET,64.61.16.244,/,2014101261,64.61.16.244,,8,False,,True,,,
officesuite17.broadviewnet.com,,404,185,officesuite17.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite17.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite17.windstream.com,"Windstream Communications, LLC",officesuite17.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,13282edf86e9b16ce802b52ceb8c2b82,79c1a46e665f78b43b8c8b819a6090121c8b47e12c3faa7dc58d22a18a8cee8c,,ctls,officesuite17.broadviewnet.com,,443,https://officesuite17.broadviewnet.com:443,https,,application/hal+json,GET,64.61.66.76,/,2014101261,64.61.66.76,,8,False,,True,,,
officesuite18.broadviewnet.com,,404,185,officesuite18.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite18.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite18.windstream.com,"Windstream Communications, LLC",officesuite18.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,56a2ae4259c4d4ee8f893b12f75dbc07,049f84d2e9ca1624218268580ddcb95f4d342279347bc4e1fbf15adb37073420,,ctls,officesuite18.broadviewnet.com,,443,https://officesuite18.broadviewnet.com:443,https,,application/hal+json,GET,64.61.160.52,/,2014101261,64.61.160.52,,8,False,,True,,,
officesuite19.broadviewnet.com,,404,185,officesuite19.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite19.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite19.windstream.com,"Windstream Communications, LLC",officesuite19.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,39d1152595b7674a0744766ee1960fdd,fba3bae3ce0995c5814c384932cec090f2ba21ddf28282b4ae6014d3b5a6041d,,ctls,officesuite19.broadviewnet.com,,443,https://officesuite19.broadviewnet.com:443,https,,application/hal+json,GET,216.214.54.246,/,2014101261,216.214.54.246,,8,False,,True,,,
officesuite2.broadviewnet.com,,404,185,officesuite2.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite2.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite2.windstream.com,"Windstream Communications, LLC",officesuite2.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ab7a3f4e4e6aac5758f8775e27b26b8b,9de186a9893ca06259ae1ceb57e1958cd1888fc3bed5c042aa08ed330cd993ec,,ctls,officesuite2.broadviewnet.com,,443,https://officesuite2.broadviewnet.com:443,https,,application/hal+json,GET,64.61.66.28,/,2014101261,64.61.66.28,,8,False,,True,,,
officesuite21.broadviewnet.com,,404,185,officesuite21.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-02-20T23:59:59Z,"CN=login21.hostedipphonesystem.net, O=Windstream Communications\, LLC, ST=Arkansas, C=US",login21.hostedipphonesystem.net,"Windstream Communications, LLC",officesuite21.windstream.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d1ca42a400e7572541c20feaf5cc733f,b2e9a77490be0e7a83218fd72d9ee64b44f0efc22851fc1b929cef8b862cd606,,ctls,officesuite21.broadviewnet.com,,443,https://officesuite21.broadviewnet.com:443,https,,application/hal+json,GET,72.4.242.102,/,2014101261,72.4.242.102,,8,False,,,,,
officesuite22.broadviewnet.com,,404,185,officesuite22.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite22.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite22.windstream.com,"Windstream Communications, LLC",officesuite22.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,5be8b54adb65a4a1d82983ee94d88b78,c1d880e2eef426978dc571741a45f4d4a455cdbddf96b1b7192332505cd80b67,,ctls,officesuite22.broadviewnet.com,,443,https://officesuite22.broadviewnet.com:443,https,,application/hal+json,GET,72.4.237.70,/,2014101261,72.4.237.70,,8,False,,True,,,
officesuite23.broadviewnet.com,,404,185,officesuite23.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite23.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite23.windstream.com,"Windstream Communications, LLC",officesuite23.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,289f5acade13d6641ae624e1c6761dff,3bc2befb1f5b267cbc0c944c2e69cff5747b7c002a2dc09c6814ae73a019391a,,ctls,officesuite23.broadviewnet.com,,443,https://officesuite23.broadviewnet.com:443,https,,application/hal+json,GET,72.4.238.150,/,2014101261,72.4.238.150,,8,False,,True,,,
officesuite24.broadviewnet.com,,404,185,officesuite24.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite24.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite24.windstream.com,"Windstream Communications, LLC",officesuite24.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,264af7d09decd2c4e866b7a5ffc767c1,1380392fe6f3a23a914755f4373b3d90c7be9d1b3e263d317cc93b0ec8d85c85,,ctls,officesuite24.broadviewnet.com,,443,https://officesuite24.broadviewnet.com:443,https,,application/hal+json,GET,64.196.250.244,/,2014101261,64.196.250.244,,8,False,,True,,,
officesuite25.broadviewnet.com,,404,185,officesuite25.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite25.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite25.windstream.com,"Windstream Communications, LLC",officesuite25.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ad7de62561e70a5c700af130d5d2ff56,4c9ffa9038558f49f9f210b2912d6cc2384ca1b7326eee5051b71b64e7e1e6a9,,ctls,officesuite25.broadviewnet.com,,443,https://officesuite25.broadviewnet.com:443,https,,application/hal+json,GET,75.90.218.4,/,2014101261,75.90.218.4,,8,False,,True,,,
officesuite26.broadviewnet.com,,404,185,officesuite26.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite26.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite26.windstream.com,"Windstream Communications, LLC",officesuite26.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,83198c604d29aa7a55b27a7cd85770e5,9e16e60d8bf842808f3b85ac88ac5026af9bed485d69c08631860a0ba27a3fbb,,ctls,officesuite26.broadviewnet.com,,443,https://officesuite26.broadviewnet.com:443,https,,application/hal+json,GET,75.90.218.20,/,2014101261,75.90.218.20,,8,False,,True,,,
officesuite27.broadviewnet.com,,404,185,officesuite27.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite27.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite27.windstream.com,"Windstream Communications, LLC",officesuite27.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,262ba811ea45038e3a69b083dec7004b,09efd8a3407bca4545bec978ad12396a4957a6bc1229c226f624223109b34f6c,,ctls,officesuite27.broadviewnet.com,,443,https://officesuite27.broadviewnet.com:443,https,,application/hal+json,GET,75.90.218.36,/,2014101261,75.90.218.36,,8,False,,True,,,
officesuite28.broadviewnet.com,,404,185,officesuite28.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite28.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite28.windstream.com,"Windstream Communications, LLC",officesuite28.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,083875da681429139ecc6ccc469f47c2,e5d6d6bed00b3cedd0c7c30bcb5d67aa0e044f45e5b720f447dfa84e26eac8cb,,ctls,officesuite28.broadviewnet.com,,443,https://officesuite28.broadviewnet.com:443,https,,application/hal+json,GET,75.90.218.84,/,2014101261,75.90.218.84,,8,False,,True,,,
officesuite3.broadviewnet.com,,404,185,officesuite3.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite3.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite3.windstream.com,"Windstream Communications, LLC",officesuite3.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,7fa20d04c6187cb6d697fa49f3a5f7c1,c1adf19c82908806c927ba222ba55f5d9753d18533008b530f054ad18b8c342a,,ctls,officesuite3.broadviewnet.com,,443,https://officesuite3.broadviewnet.com:443,https,,application/hal+json,GET,64.61.66.92,/,2014101261,64.61.66.92,,8,False,,True,,,
officesuite4.broadviewnet.com,,404,185,officesuite4.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite4.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite4.windstream.com,"Windstream Communications, LLC",officesuite4.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,f60bcefb38d7004eb0acde6281661588,160304b60b6a69062e380ca3658b32351d4094fae3bf9afabc2729a29a3707c1,,ctls,officesuite4.broadviewnet.com,,443,https://officesuite4.broadviewnet.com:443,https,,application/hal+json,GET,64.61.73.180,/,2014101261,64.61.73.180,,8,False,,True,,,
officesuite7.broadviewnet.com,,404,185,officesuite7.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite7.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite7.windstream.com,"Windstream Communications, LLC",officesuite7.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,781e22bf739f760310010875f8862fda,797380c594d0de1edb2f2a0f1bcc475ff930bf7d64adb68f00ac3b70c553982a,,ctls,officesuite7.broadviewnet.com,,443,https://officesuite7.broadviewnet.com:443,https,,application/hal+json,GET,64.61.184.148,/,2014101261,64.61.184.148,,8,False,,True,,,
officesuite9.broadviewnet.com,,404,185,officesuite9.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=officesuite9.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite9.windstream.com,"Windstream Communications, LLC",officesuite9.broadviewnet.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,70d7e2856c14ebb161326d3560f7f887,4cfa70b49cb63bd75edf1083c40f775c3feb52ea4a3f1243be17a803107a4689,,ctls,officesuite9.broadviewnet.com,,443,https://officesuite9.broadviewnet.com:443,https,,application/hal+json,GET,216.214.54.116,/,2014101261,216.214.54.116,,8,False,,True,,,
officesuiteccs.broadviewnet.com,CCS,200,6326,officesuiteccs01.windstream.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=officesuite01.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",officesuite01.windstream.com,"Windstream Communications, LLC",officesuiteccs01.windstream.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,74fb86933172e11f326a9e458dfbd412,6cb9303b9d4f7ed17b4c3ae254b95ce009b3e431b57dd85defab778542e8ef06,,ctls,officesuiteccs01.windstream.com,,443,https://officesuiteccs.broadviewnet.com:443,https,nginx/1.20.2,text/html,GET,64.61.71.252,/,-1840324437,64.61.71.252,Nginx:1.20.2,148,False,,,*.windstream.com,,https://officesuiteccs01.windstream.com/6/login
secure.orderwindstream.com,,403,16,secure.orderwindstream.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-31T00:00:00Z,2023-08-30T23:59:59Z,"CN=orderwindstream.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",orderwindstream.com,"Cloudflare, Inc.",orderwindstream.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",42995866daecb1b32a39484e84ee6133,7c22cf259643f178bbad3308ee95fa9aca8e92b1625f9600e372693d705dd260,True,ctls,secure.orderwindstream.com,cloudflare,443,https://secure.orderwindstream.com:443,https,cloudflare,text/plain,GET,172.64.154.12,/,1253481126,2606:4700:4400::ac40:9a0c,Cloudflare,1,False,True,,,,
shop.getwindstream.com,Windstream: Internet and Phone Services,200,37581,shop.getwindstream.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-12T23:59:59Z,CN=getwindstream.com,getwindstream.com,,*.getwindstream.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,48b60eac22b0700b9a0ce4eb0429fd98,b8c45f8c8ac6a7fd2e9ae25b07cd8c05623bfdc76f254bce93581bc0838bc37b,True,ctls,shop.getwindstream.com,,443,https://shop.getwindstream.com:443,https,nginx,text/html,GET,34.206.181.91,/,-1840324437,3.222.37.195,Nginx,120,False,,,*.clearlink.com,,
slack.broadviewnet.com,,404,21,inetsvcs.windstream.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-19T00:00:00Z,2023-10-19T23:59:59Z,"CN=ms-prod.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",ms-prod.windstream.com,"Windstream Communications, LLC",winstm.us,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,adfdeb0bbc5b04a82d9c39aa235c6bac,25fceab7aa4336e3816197de6d4af7c345ab973bacf55764453280b6da876a82,,ctls,inetsvcs.windstream.com,,443,https://slack.broadviewnet.com:443,https,nginx,text/plain,GET,13.107.237.45,/,-1669793162,2620:1ec:4f:1::45,Nginx,1,False,,,,,https://inetsvcs.windstream.com/product-prod/slackbot/
static.go.broadviewnet.com,,404,70,static.go.broadviewnet.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,static.go.broadviewnet.com,,443,https://static.go.broadviewnet.com:443,https,,text/html,GET,2.22.61.56,/,-525140086,2a02:26f0:2c::216:3d38,,1,False,,True,,,
tftp.broadviewnet.com,403 - Forbidden: Access is denied.,403,1233,tftp.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=tftp.broadviewnet.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",tftp.broadviewnet.com,"Windstream Communications, LLC",tftp.windstream.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,bad1df15bd4fed93e419f2dcf86eac53,af2e4305dd95ac40aed7fa155ee6ef7fde83c1bb0311fc4854c8d2e8da4a35ea,,ctls,tftp.broadviewnet.com,,443,https://tftp.broadviewnet.com:443,https,Microsoft-IIS/10.0,text/html,GET,20.221.201.121,/,1631801191,20.221.201.121,Windows Server,30,False,,,,,
v2tadmin.broadviewnet.com,Login - v2tadmin.broadviewnet.com,200,22476,v2tadmin.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2020-02-11T00:00:00Z,2021-02-20T12:00:00Z,"CN=v2tadmin.broadviewnet.com, O=Broadview Networks\, Inc., L=King of Prussia, ST=Pennsylvania, C=US",v2tadmin.broadviewnet.com,"Broadview Networks, Inc.",nexiwave.com,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,f188bad41898a25b2e5e396cbb329498,8c28481fa3d288f453597b88ddd4592d6aeb1b560afb158abfd39eeafda60097,,ctls,v2tadmin.broadviewnet.com,,443,https://v2tadmin.broadviewnet.com:443,https,,text/html,GET,192.186.64.25,/,-1747834179,192.186.64.25,Java Servlet,818,False,,,,True,
voicemail.broadviewnet.com,OfficeSuite by Broadview Networks,200,34900,voicemail.broadviewnet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-19T00:00:00Z,2023-10-19T23:59:59Z,"CN=voicemail.windstream.com, O=Windstream Communications\, LLC, ST=Arkansas, C=US",voicemail.windstream.com,"Windstream Communications, LLC",voicemail.broadviewnet.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ec9bbfc00d6e29964bf0c5b432a924ce,0402549bebc7263059f26e23f5698ad4fac0e805ade985a0ee60ac53fab65155,,ctls,voicemail.broadviewnet.com,,443,https://voicemail.broadviewnet.com:443,https,,text/html,GET,13.107.238.45,/,1227538365,2620:1ec:4e:1::45,Microsoft ASP.NET:4.0.30319,468,False,,,,,https://voicemail.broadviewnet.com/Default.aspx?ReturnUrl=%2f
windstreamdeals.com,Go Windstream – Kinetic by Windstream,200,64227,windstreamdeals.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-04T07:42:00Z,2024-04-04T07:42:00Z,CN=windstreamdeals.com,windstreamdeals.com,,windstreamdeals.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",27b83c1376746df6885dbda14dc5b89f,35251711a7063eb47659f5fd5db76e8583f9032fd53ff263799579aae08b4685,,ctls,windstreamdeals.com,,443,https://windstreamdeals.com:443,https,Apache,text/html,GET,12.97.50.40,/,-1175713940,12.97.50.40,WordPress:6.2,699,False,,,,,
windstreamoffers.com,403 Forbidden,403,146,windstreamoffers.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-06T19:30:24Z,2023-07-05T19:30:23Z,CN=windstreamoffers.com,windstreamoffers.com,,windstreamoffers.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,38218d3dd1e533fcec78c68a94045718,ae299707512404c5f5069c3e14b498beb93c487da407bb2ef6afe0ffe06c84b6,,ctls,windstreamoffers.com,google,443,https://windstreamoffers.com:443,https,nginx,text/html,GET,35.196.98.9,/,-1561873722,35.196.98.9,Nginx,8,False,True,,,,
windstreamsmallbusiness.com,403 Forbidden,403,146,,,,,,,,,,,,,,,,,,,,google,443,https://windstreamsmallbusiness.com:443,https,nginx,text/html,GET,35.196.98.9,/,-1561873722,35.196.98.9,Nginx,8,False,True,,,,http://windstreamsmallbusiness.com/
www.orderwindstream.com,,403,16,www.orderwindstream.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-31T00:00:00Z,2023-08-30T23:59:59Z,"CN=orderwindstream.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",orderwindstream.com,"Cloudflare, Inc.",orderwindstream.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",42995866daecb1b32a39484e84ee6133,7c22cf259643f178bbad3308ee95fa9aca8e92b1625f9600e372693d705dd260,True,ctls,www.orderwindstream.com,cloudflare,443,https://www.orderwindstream.com:443,https,cloudflare,text/plain,GET,172.64.154.12,/,1253481126,2606:4700:4400::ac40:9a0c,Cloudflare,1,False,True,,,,
www.windstreamdeals.com,Go Windstream – Kinetic by Windstream,200,64224,windstreamdeals.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-04T07:42:00Z,2024-04-04T07:42:00Z,CN=windstreamdeals.com,windstreamdeals.com,,windstreamdeals.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",27b83c1376746df6885dbda14dc5b89f,35251711a7063eb47659f5fd5db76e8583f9032fd53ff263799579aae08b4685,,ctls,windstreamdeals.com,,443,https://www.windstreamdeals.com:443,https,Apache,text/html,GET,12.97.50.40,/,-1175713940,12.97.50.40,WordPress:6.2,699,False,,,,,https://windstreamdeals.com/
www.windstreamsmallbusiness.com,403 Forbidden,403,548,www.windstreamsmallbusiness.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-12T00:41:04Z,2023-08-10T00:41:03Z,CN=www.windstreamsmallbusiness.com,www.windstreamsmallbusiness.com,,www.windstreamsmallbusiness.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,004fc3cdc4b9dbc4b59aa70e4c3fb6ed,583f12a0834912e02984e2923ef764aa4b99b5758279422fd9bf10fc2da57ace,,ctls,www.windstreamsmallbusiness.com,google,443,https://www.windstreamsmallbusiness.com:443,https,nginx,text/html,GET,35.196.98.9,/,586998417,35.196.98.9,Nginx,14,False,True,,,,
www1.windstreamoffers.com,403 Forbidden,403,146,www1.windstreamoffers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T01:39:09Z,2023-08-10T01:39:08Z,CN=windstreamoffers.com,windstreamoffers.com,,*.windstreamoffers.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,ea4b4dfe1020dbc37561584f7d0b1c31,67f62d069413a5a36a600e11726f5768354ddb5f19b693d76d58cd1776fc8db5,True,ctls,www1.windstreamoffers.com,cloudflare,443,https://www1.windstreamoffers.com:443,https,cloudflare,text/html,GET,172.67.195.85,/,-1561873722,2606:4700:3031::ac43:c355,HTTP/3,8,False,True,,,,
