new,host,a,soa,txt,status_code,ns,mx,cdn,cdn-name,aaaa,cname
,f52e4e46-e4c8-40b6-b661-2313a1489540.sessions.connect.azena.com,"3.73.245.14, 3.120.216.170","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,,,,,,
,f742a1dd-256a-4e54-8f12-580e85a0fba0.sessions.connect.azena.com,"3.73.245.14, 3.120.216.170","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,,,,,,
,f893123d-7d00-49cf-aa8d-20f00502d7b6.sessions.connect.azena.com,"3.120.216.170, 3.73.245.14","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,"ns-1462.awsdns-54.org, ns-1956.awsdns-52.co.uk, ns-492.awsdns-61.com, ns-555.awsdns-05.net",,,,,
,f9813790-6a24-417e-a33e-720176a1cd6a.sessions.connect.azena.com,"3.73.245.14, 3.120.216.170","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,,,,,,
,fa5a9070-6799-44cb-9514-d4442ec8b1f2.sessions.connect.azena.com,"3.120.216.170, 3.73.245.14","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,,,,,,
,fa5f31e2-b903-4696-9220-3b16af174773.sessions.connect.azena.com,"3.120.216.170, 3.73.245.14","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,"ns-1462.awsdns-54.org, ns-1956.awsdns-52.co.uk, ns-492.awsdns-61.com, ns-555.awsdns-05.net",,,,,
,fbd49b0d-4ff8-4335-9b93-ab64a37772dd.sessions.connect.azena.com,"3.120.216.170, 3.73.245.14","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com",,NOERROR,"ns-1462.awsdns-54.org, ns-1956.awsdns-52.co.uk, ns-492.awsdns-61.com, ns-555.awsdns-05.net",,,,,
,fc823e60-b957-46ac-b0e1-d4f446d622cb.sessions.connect.azena.com,"3.73.245.14, 3.120.216.170","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,,,,,,
,fd0b62ae-0dfc-4f96-ae75-b3c13eafd410.sessions.connect.azena.com,"3.120.216.170, 3.73.245.14","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,,,,,,
,fde9df26-29dc-4407-ada1-29fb86331911.sessions.connect.azena.com,"3.73.245.14, 3.120.216.170","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,,,,,,
,feece35b-6bf1-40d2-9fba-1fab32229b36.sessions.connect.azena.com,"3.73.245.14, 3.120.216.170","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,,,,,,
,grafana.monitoring.azena.com,"18.156.182.119, 3.67.45.208, 35.157.3.39","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/monitoring/grafana-ingress",NOERROR,,,,,,
,info.azena.com,,"ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com",v=spf1 include:spf.mailjet.com ?all,NOERROR,,parse.mailjet.com,,,,
,mail.azena.com,,"gwa.fe.bosch.de, hostmaster.bosch.de","miro-verification=95bb46ca27717c388e091411d7fe643e3a3d2b3d, v=spf1 mx redirect=_spf.bosch.de, google-site-verification=e0oclTfSURZBlLMRNI67Xy-M7dcpcpyoWkRBpfZzwR0",NOERROR,"gwa2.fe.bosch.de, gwa.fe.bosch.de",mail-azena-com.mail.protection.outlook.com,,,,
,media.azena.com,"18.155.129.32, 18.155.129.55, 18.155.129.27, 18.155.129.45","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com",,NOERROR,,,True,cloudfront,,
,new-console.azena.com,"18.157.94.100, 18.159.115.140, 18.156.167.105","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/devconsole/devconsole-ui",NOERROR,,,,,,
,notifications.azena.com,"18.195.227.119, 3.65.248.235, 18.159.90.154","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/integrator-notificationmanagement",NOERROR,,,,,,
,sentry.operations.azena.com,"18.158.247.72, 52.58.202.213, 18.185.155.97","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/sentry",NOERROR,"ns-1462.awsdns-54.org, ns-1956.awsdns-52.co.uk, ns-492.awsdns-61.com, ns-555.awsdns-05.net",,,,,
,store.azena.com,"54.93.157.34, 35.158.176.5, 18.196.209.66","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/store/iotstore-hybris",NOERROR,,,,,,
,www.azena.com,"199.60.103.30, 199.60.103.226","jerry.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,"2606:2c40::c73c:671e, 2606:2c40::c73c:67e2","4890158.group8.sites.hubspot.net, group8.sites.hscoscdn00.net"
