input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_mismatched,tls_subject_org_,csp_domains_,final_url,tls_expired
coupa.kkr.com,Sign in to KKR,400,9208,identity-prd0-na10006.io.coupahost.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T00:00:00Z,2024-05-18T23:59:59Z,CN=*.io.coupahost.com,*.io.coupahost.com,*.io.coupahost.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8ab6d9e250d1fdac7404a8d627ce1a03,7ee32d56d65586207e75c7fd85e3d0e1ae1e0986b8ec2f3674b276b1731f0315,ctls,identity-prd0-na10006.io.coupahost.com,,443,https://coupa.kkr.com:443,https,,text/html,GET,65.216.176.44,/,931472734,65.216.176.44,HSTS,122,False,,True,,,*.coupahost.com,https://identity-prd0-na10006.io.coupahost.com/realms/9c181878-306b-11ec-9f89-027856f0138f/broker/LLxEFX3iqRIxWpQgfCm5aPtKZMskD38m/login?session_code=NXpwHIufhh4B2q4EbsOpeLOSGjRD61HcTuNnnYcpLcQ&client_id=kkr.coupahost.com&tab_id=dPGzsmB6e1I,
csmail.kkr.com,404 Not Found,404,162,csmail.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,ctls,csmail.kkr.com,,443,https://csmail.kkr.com:443,https,nginx,text/html,GET,167.89.115.120,/,190856733,167.89.118.52,Nginx,8,False,,True,True,,,,
ddiq.kkr.com,Submit Form,200,1521,sso.connect.pingidentity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=sso.connect.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",sso.connect.pingidentity.com,sso.connect.pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1215a578746e67c2cc6c701fa97c3d5d,5e10947d522805d19c470e09a425257e5b603cd99d43afffd946012f110264f5,ctls,sso.connect.pingidentity.com,,443,https://ddiq.kkr.com:443,https,,text/html,GET,65.216.176.44,/,356717596,65.216.176.44,HSTS,26,False,,,,Ping Identity Corporation,,https://sso.connect.pingidentity.com/sso/sp/initsso?saasid=53fee60e-bb33-44ba-8ef0-96f1752ae827&idpid=759091e5-3407-40a4-80e7-98f21fbfdf17,
dev.portaltest.kkr.com,ERROR: The request could not be satisfied,403,919,dev.portaltest.kkr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T21:50:15Z,2024-01-28T03:18:26Z,CN=portaltest.kkr.com,portaltest.kkr.com,sit.portaltest.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a9398d9999047b52fda15426a53d6a60,1a3cc3b32cdbfda505af9e852e361e4ac4033a79d055eb237af4a929d68a4354,ctls,dev.portaltest.kkr.com,cloudfront,443,https://dev.portaltest.kkr.com:443,https,CloudFront,text/html,GET,18.66.147.83,/,1453687118,18.66.147.27,Amazon Web Services,20,False,True,,,,,,
dev.service.identity.kkr.com,ERROR: The request could not be satisfied,403,919,dev.service.identity.kkr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-12T22:06:06Z,2024-07-11T22:05:43Z,CN=preprod.service.identity.kkr.com,preprod.service.identity.kkr.com,qa.service.identity.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",383418434870f997d432c6a45699418f,39b421351a6984e7d231220464651ff047a74291573c0bbe1ab1c7f73207a60e,ctls,dev.service.identity.kkr.com,cloudfront,443,https://dev.service.identity.kkr.com:443,https,CloudFront,text/html,GET,52.222.214.77,/,-1416642452,52.222.214.69,Amazon Web Services,20,False,True,,,,,,
docusign.kkr.com,Submit Form,200,1521,sso.connect.pingidentity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=sso.connect.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",sso.connect.pingidentity.com,sso.connect.pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1215a578746e67c2cc6c701fa97c3d5d,5e10947d522805d19c470e09a425257e5b603cd99d43afffd946012f110264f5,ctls,sso.connect.pingidentity.com,,443,https://docusign.kkr.com:443,https,,text/html,GET,65.216.176.44,/,-1081413183,65.216.176.44,HSTS,26,False,,,,Ping Identity Corporation,,https://sso.connect.pingidentity.com/sso/sp/initsso?saasid=ccbf35f0-96f1-4f7e-afc7-52f57a0b6da6&idpid=6f6f796b-6d8e-48d6-9616-1c6fe5a5405d,
east.sso-uat.identity.kkr.com,Login,200,2894,east.sso-uat.identity.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-27T07:41:24Z,2024-01-26T03:25:03Z,CN=sso-uat.identity.kkr.com,sso-uat.identity.kkr.com,west.sso-uat.identity.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",4de250c2a0b94d18bdf37d75f85bfa51,19b22dd3c7f8071aac06d3b47fe908b3c6b0006bed7076f203d46a09a98af4be,ctls,east.sso-uat.identity.kkr.com,,443,https://east.sso-uat.identity.kkr.com:443,https,,text/html,GET,35.169.87.215,/,2033315885,174.129.139.61,,1,False,,,,,,https://east.sso-uat.identity.kkr.com/login/,
east.sso.identity.kkr.com,Login,200,2894,east.sso.identity.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-29T07:29:43Z,2024-01-27T19:25:14Z,CN=sso.identity.kkr.com,sso.identity.kkr.com,east.sso.identity.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",446865b07b52c135f14bde634c6de47a,0d287a1499b160dbfc8719f50f9d280c677d434bb4e52e2ba15991cb3b2bdc0c,ctls,east.sso.identity.kkr.com,,443,https://east.sso.identity.kkr.com:443,https,,text/html,GET,54.84.75.93,/,-862303474,3.86.79.123,HSTS,1,False,,,,,,https://east.sso.identity.kkr.com/login/,
emeamail.kkr.com,Not Found,404,1637,emeamail.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T17:34:28Z,2024-04-26T07:40:26Z,CN=*.sso.kkr.com,*.sso.kkr.com,sso.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",4eced77e68bf9b4c7bcdb68e6897a462,8abaf432e7713cffb83f9ef775be1bc83ea9d34361f1ac94d5389ec4cdd9d82c,ctls,emeamail.kkr.com,,443,https://emeamail.kkr.com:443,https,,text/html,GET,65.216.176.48,/,681743650,65.216.176.48,,54,False,,True,True,,,,
emeavdi.kkr.com,VMware Horizon,200,6729,emeavdi.kkr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T07:01:07Z,2024-06-14T07:01:07Z,CN=*.kkr.com,*.kkr.com,kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ec32adf3f019aa14c98680e0bee3e6f6,03d3d66e72429aabd758b540a7e291d800a99e7fc7c411f13c158ac0fdea3627,ctls,emeavdi.kkr.com,,443,https://emeavdi.kkr.com:443,https,,text/html,GET,62.190.87.52,/,1274734426,62.190.87.52,Java,106,False,,True,,,,,
emeavdi.sso.kkr.com,VMware Horizon,200,6729,emeavdi.sso.kkr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T07:01:07Z,2024-06-14T07:01:07Z,CN=*.kkr.com,*.kkr.com,kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ec32adf3f019aa14c98680e0bee3e6f6,03d3d66e72429aabd758b540a7e291d800a99e7fc7c411f13c158ac0fdea3627,ctls,emeavdi.sso.kkr.com,,443,https://emeavdi.sso.kkr.com:443,https,,text/html,GET,62.190.87.52,/,1274734426,62.190.87.52,Java,106,False,,True,True,,,,
emobus.kkr.com,Access rights validated,200,2137,sso.identity.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-29T07:29:43Z,2024-01-27T19:25:14Z,CN=sso.identity.kkr.com,sso.identity.kkr.com,east.sso.identity.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",446865b07b52c135f14bde634c6de47a,0d287a1499b160dbfc8719f50f9d280c677d434bb4e52e2ba15991cb3b2bdc0c,ctls,sso.identity.kkr.com,,443,https://emobus.kkr.com:443,https,,text/html,GET,65.216.176.44,/,1538017952,65.216.176.44,Java,24,False,,,,,,https://sso.identity.kkr.com/am/SSORedirect/metaAlias/KKR/Tangoe_Prod?SAMLRequest=fZJLT8MwEIT%2FSm4%2BJc6DlspqKkVUSBUFqrZw4FK5zoZaxHbwrnn8e5JWiHKA6%2Bqb8eyspyhN24kq0MGu4TUAUlQhgift7JWzGAz4Dfg3reBhvSzZgahDwfnLi0%2FoAE2g4EFjYtxe88Fsp04qFs17M23l4PSjQ3SJrsGSps9kMFHOcGn4ZnO%2Fhlp7UMQNkKxaLZHf3Kz5VtpnB7uVdzWLFvOS7bIxFE06yWJVjJv4osnyeJ%2BPxvFkBE2dymI%2FToseRQywsEjSUsnyNC%2Fi9DLOi21aiCIVo%2ByJRY%2Fg8RgvT1IWfZjWohiWKFnwVjiJGoWVBlCQEpvqdil6UMjvgs4l3f%2BazjtyyrVsNh1ocUznZ%2F%2FVOeXn5PR0qbveeTFfuVarz6hqW%2Fd%2B5UESlIx86Eu%2Fdt5I%2BjtLlmTHia7j5oiKYLEDpRsNNeOz06O%2Ff8TsCw%3D%3D,
enroll.kkr.com,Sign On,200,4953,saml.sso.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T17:34:28Z,2024-04-26T07:40:26Z,CN=*.sso.kkr.com,*.sso.kkr.com,sso.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",4eced77e68bf9b4c7bcdb68e6897a462,8abaf432e7713cffb83f9ef775be1bc83ea9d34361f1ac94d5389ec4cdd9d82c,ctls,saml.sso.kkr.com,,443,https://enroll.kkr.com:443,https,,text/html,GET,65.216.176.44,/,-1791230444,65.216.176.44,,145,False,,True,,,,https://saml.sso.kkr.com/idp/startSSO.ping?PartnerSpId=test,
equinox.kkr.com,,405,,equinox.kkr.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-16T07:42:34Z,2024-03-19T07:42:34Z,CN=sipdc01a.kkr.com,sipdc01a.kkr.com,vasipfile.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a5eb7d55d560b19100150bd59686a596,df6f46cfa3aea585739a44e9245686e5aaf6acb46fa2feb2d86192b29f2a16e6,ctls,equinox.kkr.com,,443,https://equinox.kkr.com:443,https,nginx,,GET,65.216.176.26,/,-1840324437,65.216.176.26,Nginx,1,False,,,True,,,,
esgre.kkr.com,ESG Real Estate - Login,200,7372,esgre.kkr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-05-08T23:59:59Z,"CN=esgre.kkr.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",esgre.kkr.com,esgre.kkr.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a669dcbeb1244144608691a7aef24787,d278cb3ea8d8096714624a928290364f135510a54e4a90dab164b7ca0cb5f28d,ctls,esgre.kkr.com,,443,https://esgre.kkr.com:443,https,cloudflare,text/html,GET,141.193.213.21,/,-1840324437,141.193.213.20,WordPress,107,False,,,,"Cloudflare, Inc.",,https://esgre.kkr.com/wp-login.php?redirect_to=https%3A%2F%2Fesgre.kkr.com%2F,
exec.kkr.com,Dashboard - KKR Investor Portal,200,414,portal.kkr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-12T22:38:19Z,2024-07-11T22:37:55Z,CN=portal.kkr.com,portal.kkr.com,internal.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",4b071152c48779ef5789eec15671e774,61a8f1645713bc6c27e1f17601d1030bacc2f3fb1789683f264ea64f8bf982cc,ctls,portal.kkr.com,,443,https://exec.kkr.com:443,https,AmazonS3,text/html,GET,65.216.176.46,/,1772087922,65.216.176.46,HSTS,1,False,,,,,,https://portal.kkr.com?ReturnUrl=%2f,
fast.appcues.com,,404,9,fast.appcues.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-01T19:42:15Z,2023-12-03T19:42:14Z,CN=fast.appcues.com,fast.appcues.com,fast.appcues.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,ea22f175e7921bdcd1288a9caa79b099,bfa273cdcac800c16c22756869657d73907bf1c5db89f544754cfbf1e4bc8f9f,ctls,fast.appcues.com,fastly,443,https://fast.appcues.com:443,https,Varnish,,GET,151.101.2.110,/,-738705486,2a04:4e42:600::622,Varnish,1,False,True,,,,,,
gems.kkr.com,Submit Form,200,1521,sso.connect.pingidentity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=sso.connect.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",sso.connect.pingidentity.com,sso.connect.pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1215a578746e67c2cc6c701fa97c3d5d,5e10947d522805d19c470e09a425257e5b603cd99d43afffd946012f110264f5,ctls,sso.connect.pingidentity.com,,443,https://gems.kkr.com:443,https,,text/html,GET,65.216.176.44,/,-354136535,65.216.176.44,HSTS,26,False,,,,Ping Identity Corporation,,https://sso.connect.pingidentity.com/sso/sp/initsso?saasid=c6318ce5-9f99-4333-a398-61c21281d733&idpid=253b8728-168f-430c-a986-898eafc4f410,
globalvpn.kkr.com,,200,170,globalvpn.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-14T07:01:07Z,2024-06-14T07:01:07Z,CN=*.kkr.com,*.kkr.com,kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ec32adf3f019aa14c98680e0bee3e6f6,03d3d66e72429aabd758b540a7e291d800a99e7fc7c411f13c158ac0fdea3627,ctls,globalvpn.kkr.com,,443,https://globalvpn.kkr.com:443,https,,text/html,GET,137.83.212.16,/,-412060278,137.83.212.16,HSTS,4,False,,True,,,,,
go.kkr.com,Custom Domain by Bitly,200,45936,bitly.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T00:00:00Z,2024-04-26T23:59:59Z,"CN=*.bitly.com, O=Bitly\, Inc., L=New York, ST=New York, C=US",*.bitly.com,bitly.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ac373893849e3fbf0728c19de2085ca3,a7e06d5d08ed98256535cb130a4ecbf5b7885bd16a058129b2ea0c3c5964c87c,ctls,bitly.com,,443,https://go.kkr.com:443,https,nginx,text/html,GET,67.199.248.13,/,-434501501,67.199.248.12,WordPress,66,False,,True,,"Bitly, Inc.",,https://bitly.com/pages/landing/branded-short-domains-powered-by-bitly?bsd=go.kkr.com,
green-staging.kkr.com,403 Forbidden,403,209,green-staging.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-01T10:34:02Z,2024-01-02T10:34:02Z,CN=www.kkr.com,www.kkr.com,ww1.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",426cef7f189bbda00ece6e1bb37fbcd9,338bc08aa938ff50e727c944856e0b48bbc29401ed87071e936c634b9baae088,ctls,green-staging.kkr.com,,443,https://green-staging.kkr.com:443,https,nginx,text/html,GET,199.168.174.14,/,-366337701,199.168.174.14,Nginx,10,False,,,,,,,
gtreasury-credit.kkr.com,Submit Form,200,1521,sso.connect.pingidentity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=sso.connect.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",sso.connect.pingidentity.com,sso.connect.pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1215a578746e67c2cc6c701fa97c3d5d,5e10947d522805d19c470e09a425257e5b603cd99d43afffd946012f110264f5,ctls,sso.connect.pingidentity.com,,443,https://gtreasury-credit.kkr.com:443,https,,text/html,GET,65.216.176.44,/,1833396450,65.216.176.44,HSTS,26,False,,,,Ping Identity Corporation,,https://sso.connect.pingidentity.com/sso/sp/initsso?saasid=f7d6c2f5-a3c0-4b61-aac7-af6225605326&idpid=6ddf0c40-5a8e-480e-af1c-e0e64a4c035c,
help.kkr.com,KKR Remote Technical Support,200,3806,help.kkr.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-31T16:57:33Z,2024-03-03T16:57:33Z,CN=help.kkr.com,help.kkr.com,vapbt01.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",29d7248564e34cc192b361704f360eb0,9f59e53724da575b5d1ad59101f3807b9c07ff14f00cae27280567413c51090c,ctls,help.kkr.com,,443,https://help.kkr.com:443,https,Apache,text/html,GET,62.190.87.59,/,-694003434,62.190.87.59,HSTS,116,False,,,,,,,
hkmail.kkr.com,Not Found,404,1637,hkmail.kkr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T17:34:28Z,2024-04-26T07:40:26Z,CN=*.sso.kkr.com,*.sso.kkr.com,sso.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",4eced77e68bf9b4c7bcdb68e6897a462,8abaf432e7713cffb83f9ef775be1bc83ea9d34361f1ac94d5389ec4cdd9d82c,ctls,hkmail.kkr.com,,443,https://hkmail.kkr.com:443,https,,text/html,GET,203.193.8.54,/,681743650,203.193.8.54,,54,False,,True,True,,,,
hkpbt01.kkr.com,,404,18,hkpbt01.kkr.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-31T16:57:33Z,2024-03-03T16:57:33Z,CN=help.kkr.com,help.kkr.com,vapbt01.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",29d7248564e34cc192b361704f360eb0,9f59e53724da575b5d1ad59101f3807b9c07ff14f00cae27280567413c51090c,ctls,hkpbt01.kkr.com,,443,https://hkpbt01.kkr.com:443,https,Apache,text/html,GET,203.193.8.69,/,-694003434,203.193.8.69,HSTS,1,False,,,,,,,
hksip.kkr.com,,405,,hksip.kkr.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-24T07:36:31Z,2024-06-23T07:36:31Z,"C=US, O=AVAYA, OU=SDP, CN=172.29.19.123",172.29.19.123,avaya.kkr.com,"O=AVAYA, OU=MGMT, CN=SystemManager CA",SystemManager CA,AVAYA,d9af79fe12cf6292c15e9496cd8b7425,f06b99137b515e64be1e62d038a2701146cb42ca465a2d38afb825ee45f8ac98,ctls,hksip.kkr.com,,443,https://hksip.kkr.com:443,https,nginx,,GET,203.193.8.28,/,-1840324437,203.193.8.28,Nginx,1,False,,,True,AVAYA,,,
hksip01.sso.kkr.com,,405,,hksip01.sso.kkr.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-24T07:36:31Z,2024-06-23T07:36:31Z,"C=US, O=AVAYA, OU=SDP, CN=172.29.19.123",172.29.19.123,avaya.kkr.com,"O=AVAYA, OU=MGMT, CN=SystemManager CA",SystemManager CA,AVAYA,d9af79fe12cf6292c15e9496cd8b7425,f06b99137b515e64be1e62d038a2701146cb42ca465a2d38afb825ee45f8ac98,ctls,hksip01.sso.kkr.com,,443,https://hksip01.sso.kkr.com:443,https,nginx,,GET,203.193.8.28,/,-1840324437,203.193.8.28,Nginx,1,False,,,True,AVAYA,,,
hksipfile.sso.kkr.com,403 Forbidden,403,199,hksipfile.sso.kkr.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-14T07:07:02Z,2024-07-15T07:07:02Z,CN=sipdc03a.kkr.com,sipdc03a.kkr.com,hksip01.kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",17121cb3958be673871a2d071e11ac5f,0594c678a803cc6eb758e71519f15a31f3266838ae7b0be7fcda50568f9dee71,ctls,hksipfile.sso.kkr.com,,443,https://hksipfile.sso.kkr.com:443,https,nginx,text/html,GET,203.193.8.29,/,658325731,203.193.8.29,Nginx,8,False,,,True,,,,
hkvdi.kkr.com,VMware Horizon,200,6729,hkvdi.kkr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T07:01:07Z,2024-06-14T07:01:07Z,CN=*.kkr.com,*.kkr.com,kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ec32adf3f019aa14c98680e0bee3e6f6,03d3d66e72429aabd758b540a7e291d800a99e7fc7c411f13c158ac0fdea3627,ctls,hkvdi.kkr.com,,443,https://hkvdi.kkr.com:443,https,,text/html,GET,203.193.8.62,/,1274734426,203.193.8.62,Java,106,False,,True,,,,,
hkvdi.sso.kkr.com,VMware Horizon,200,6729,hkvdi.sso.kkr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T07:01:07Z,2024-06-14T07:01:07Z,CN=*.kkr.com,*.kkr.com,kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ec32adf3f019aa14c98680e0bee3e6f6,03d3d66e72429aabd758b540a7e291d800a99e7fc7c411f13c158ac0fdea3627,ctls,hkvdi.sso.kkr.com,,443,https://hkvdi.sso.kkr.com:443,https,,text/html,GET,203.193.8.62,/,1274734426,203.193.8.62,Java,106,False,,True,True,,,,
hkvpngw.kkr.com,Document Error: Not Found,404,152,hkvpngw.kkr.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2023-05-14T07:01:07Z,2024-06-14T07:01:07Z,CN=*.kkr.com,*.kkr.com,kkr.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ec32adf3f019aa14c98680e0bee3e6f6,03d3d66e72429aabd758b540a7e291d800a99e7fc7c411f13c158ac0fdea3627,ctls,hkvpngw.kkr.com,,443,https://hkvpngw.kkr.com:443,https,,text/html,GET,203.193.8.25,/,593259606,203.193.8.25,HSTS,7,False,,True,,,,,
https://analytics.com,Financial Analytics,200,17437,,,,,,,,,,,,,,,,,,,80,http://analytics.com:80,http,GSE,text/html,GET,216.239.34.21,/,1410395545,216.239.38.21,OpenGSE,201,False,,,,,,http://www.analytics.com,
