input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,knowledgebase_PageType,knowledgebase_pHash,tls_mismatched,csp_domains_,favicon,final_url,cdn_name,cdn,location,tls_wildcard_certificate
demo1.nextcloud.com,Login – Nextcloud,200,23776,demo1.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-20T00:03:39Z,2025-04-20T00:03:38Z,CN=demo1.nextcloud.com,demo1.nextcloud.com,demo1.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,655d8883a0f10d135dbcd3b4181d4704,8e70498e1976991bf1ceabac132715d139a69007914d94fc1f5f5daf6a5ed3f4,ctls,demo1.nextcloud.com,443,https://demo1.nextcloud.com,https,Apache/2.4.52 (Ubuntu),text/html,GET,95.216.226.156,/,/core/img/favicon.ico,2a01:4f9:2b:1fe3::2,Ubuntu,94,False,nonerror,0,,stun.nextcloud.com:443,167837543,https://demo1.nextcloud.com/login,,,,
demo2.nextcloud.com,Login – Nextcloud,200,23923,demo2.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-29T00:03:39Z,2025-04-29T00:03:38Z,CN=demo2.nextcloud.com,demo2.nextcloud.com,demo2.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,59fd9503aa177eaefaa2e98c91766277,412d3634b00e13c59076da914ba0b612da1ef7ad8f9d61b9ed30dfcb8f6de886,ctls,demo2.nextcloud.com,443,https://demo2.nextcloud.com,https,Apache/2.4.52 (Ubuntu),text/html,GET,95.216.98.232,/,/core/img/favicon.ico,2a01:4f9:2b:122a::2,Ubuntu,94,False,nonerror,0,,stun.nextcloud.com:443,167837543,https://demo2.nextcloud.com/index.php/login,,,,
design.ltd.nextcloud.com,,502,,design.ltd.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-23T05:42:46Z,2025-03-23T05:42:45Z,CN=design.ltd.nextcloud.com,design.ltd.nextcloud.com,design.ltd.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,8ac795e2178a4c1b9a5737491e0b0c21,eb3d10f33cd858d2526465aa4d823eb9662aca862af16343e03083726e35757a,ctls,design.ltd.nextcloud.com,443,https://design.ltd.nextcloud.com,https,Caddy,,GET,95.217.44.166,/,/favicon.ico,2a01:4f9:2a:3119::2,HTTP/3,1,False,other,0,,,,,,,,
dkfzb1nc.ltd3.nextcloud.com,Login – Nextcloud,200,26292,dkfzb1nc.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-04T13:18:06Z,2025-05-05T13:18:05Z,CN=dkfzb1nc.ltd3.nextcloud.com,dkfzb1nc.ltd3.nextcloud.com,dkfzb1nc.ltd3.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,6fdc7400ce4d3dd0fcdfbb81c7e56ba6,4f55ab8fdd27a99881c3b926b00b87381cf0684c891d1bce739be180b3613504,ctls,dkfzb1nc.ltd3.nextcloud.com,443,https://dkfzb1nc.ltd3.nextcloud.com,https,Caddy,text/html,GET,95.216.37.161,/,/apps/theming/favicon,2a01:4f9:2a:25de::2,PHP,93,False,nonerror,0,,wss://hpb.services.nextcloud.com,1463428994,https://dkfzb1nc.ltd3.nextcloud.com/login,,,,
docs.nextcloud.com,Nextcloud Documentation,200,36035,docs.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-11T02:41:38Z,2025-04-11T02:41:37Z,CN=docs.nextcloud.com,docs.nextcloud.com,docs.nextcloud.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,ed501483ecf262dcae73da785a7d8765,42e21cf59061a04f021c4d9fd237d2f4adf2698d495d080617615fb8d00484cd,ctls,docs.nextcloud.com,443,https://docs.nextcloud.com,https,Apache,text/html,GET,5.9.202.145,/,/wp-content/themes/next/assets/img/common/favicon.png,2a01:4f8:210:21c8::145,HSTS,573,False,other,0,,,,,,,,
download.nextcloud.com,Index of /,200,1765,download.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-12T02:41:39Z,2025-04-12T02:41:38Z,CN=download.nextcloud.com,download.nextcloud.com,download.nextcloud.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,ddc1a4411a5c8c8630ea7c942e0f8e10,562e70850e644d550760d0d25bb0463b5a404a02a37c3b700645ddc0843fb9b5,ctls,download.nextcloud.com,443,https://download.nextcloud.com,https,Apache,text/html,GET,5.9.202.145,/,/favicon.ico,2a01:4f8:210:21c8::145,HSTS,21,False,nonerror,0,,,,,,,,
drk-rlp.ltd2.nextcloud.com,Login – Nextcloud,200,25054,drk-rlp.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-21T07:24:14Z,2025-03-21T07:24:13Z,CN=drk-rlp.ltd2.nextcloud.com,drk-rlp.ltd2.nextcloud.com,drk-rlp.ltd2.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,4f3040d2156c87373bb992518c53975d,ea5f6df181110e30825fb1e8e33514987c13397bb81ef03c8218cc0f31c49b98,ctls,drk-rlp.ltd2.nextcloud.com,443,https://drk-rlp.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/apps/theming/favicon,2a01:4f9:3070:1b62::2,PHP,91,False,nonerror,0,,https://*.tile.openstreetmap.org,1464934096,https://drk-rlp.ltd2.nextcloud.com/login,,,,
drone.nextcloud.com,Drone | Continuous Integration,200,786,drone.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-04T07:02:20Z,2025-04-04T07:02:19Z,CN=drone.nextcloud.com,drone.nextcloud.com,drone.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,82a2300ebc98576e06fad7a5fc7225b9,13ea01dfdff82e97c1fe02046a2f3f4c1031a1cce664186d9deee20b9ed86add,ctls,drone.nextcloud.com,443,https://drone.nextcloud.com,https,,text/html,GET,135.181.131.24,/,/favicon.png,2a01:4f9:4b:2227::2,,1,False,nonerror,0,,,1354079303,,,,,
dsta.ltd3.nextcloud.com,Login – Nextcloud,200,24838,DSTA.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-11T17:18:06Z,2025-05-12T17:18:05Z,CN=dsta.ltd3.nextcloud.com,dsta.ltd3.nextcloud.com,dsta.ltd3.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,40db9e87a1c80935fd8aca08eceb474d,e7bc5283354cb598a3aef3acb9fa6f40e2d251fd9fb506f2d2b4245bc031f577,ctls,DSTA.ltd3.nextcloud.com,443,https://dsta.ltd3.nextcloud.com,https,Caddy,text/html,GET,95.216.37.161,/,/apps/theming/favicon,2a01:4f9:2a:25de::2,PHP,91,False,nonerror,0,,wss://DSTA.ltd3.nextcloud.com,1464934096,https://DSTA.ltd3.nextcloud.com/login,,,,
edpb.ltd1.nextcloud.com,,502,,edpb.ltd1.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-29T05:32:43Z,2025-04-29T05:32:42Z,CN=edpb.ltd1.nextcloud.com,edpb.ltd1.nextcloud.com,edpb.ltd1.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,4942a871f6f8ce2c898abed3ea6d2ce7,2cd7fa7838faae5d19730fe29af3386758135db82ed2bfb27a167fa2627cd4bf,ctls,edpb.ltd1.nextcloud.com,443,https://edpb.ltd1.nextcloud.com,https,Caddy,,GET,95.217.44.166,/,/favicon.ico,2a01:4f9:2a:3119::2,HTTP/3,1,False,other,0,,,,,,,,
ekom21.ltd1.nextcloud.com,Login – Nextcloud,200,26265,ekom21.ltd1.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-04T12:14:40Z,2025-05-05T12:14:39Z,CN=ekom21.ltd1.nextcloud.com,ekom21.ltd1.nextcloud.com,ekom21.ltd1.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,c3055d5dc9f18e89ca393a575575bf64,8880c7008f1a97dad201b6cada6cb6ea9dab7485cc9ca300ff2fb5f55ce3f265,ctls,ekom21.ltd1.nextcloud.com,443,https://ekom21.ltd1.nextcloud.com,https,Caddy,text/html,GET,95.217.44.166,/,/core/img/favicon.ico,2a01:4f9:2a:3119::2,PHP,93,False,nonerror,0,,wss://ekom21.ltd1.nextcloud.com,167837543,https://ekom21.ltd1.nextcloud.com/login,,,,
eksh.ltd2.nextcloud.com,Login – Nextcloud,200,26184,eksh.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-07T08:32:37Z,2025-04-07T08:32:36Z,CN=eksh.ltd2.nextcloud.com,eksh.ltd2.nextcloud.com,eksh.ltd2.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,32fbacd732fb846b91229e15fca33817,c283d2d506bd2575d12930e87d8e9c7c9884ba6cddadd97275c30a4a467a5a11,ctls,eksh.ltd2.nextcloud.com,443,https://eksh.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/apps/theming/favicon,2a01:4f9:3070:1b62::2,PHP,93,False,nonerror,0,,stun.nextcloud.com:443,1242599000,https://eksh.ltd2.nextcloud.com/login,,,,
eyath.ltd3.nextcloud.com,Login – Nextcloud,200,26266,eyath.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-31T10:56:51Z,2025-05-01T10:56:50Z,CN=eyath.ltd3.nextcloud.com,eyath.ltd3.nextcloud.com,eyath.ltd3.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,3f7da514715a69f182a90afd2c326e3b,67cfa3eb8d9cc515e27d8f9e8969ae1f0a553b5b4988e99647ef281ad863220d,ctls,eyath.ltd3.nextcloud.com,443,https://eyath.ltd3.nextcloud.com,https,Caddy,text/html,GET,95.216.37.161,/,/apps/theming/favicon,2a01:4f9:2a:25de::2,PHP,93,False,nonerror,0,,https://collabora.services.nextcloud.com,1242599000,https://eyath.ltd3.nextcloud.com/login,,,,
garm.nextcloud.com,,404,19,garm.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-16T01:31:38Z,2025-04-16T01:31:37Z,CN=garm1.nextcloud.com,garm1.nextcloud.com,garm1.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,1baec43a7d95d97c45e94cdf80f69ecd,abe93edce7dbf55d87fa18e941bcd5e3af4ab70c1e8c4c1bc33d9a68b99e98a3,ctls,garm.nextcloud.com,443,https://garm.nextcloud.com,https,nginx,text/plain,GET,65.109.20.140,/,/favicon.ico,2a01:4f9:5a:1299::2,Nginx,2,False,error,0,True,,,,,,,
garm1.nextcloud.com,,404,19,garm1.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-16T01:31:38Z,2025-04-16T01:31:37Z,CN=garm1.nextcloud.com,garm1.nextcloud.com,garm1.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,1baec43a7d95d97c45e94cdf80f69ecd,abe93edce7dbf55d87fa18e941bcd5e3af4ab70c1e8c4c1bc33d9a68b99e98a3,ctls,garm1.nextcloud.com,443,https://garm1.nextcloud.com,https,nginx,text/plain,GET,65.109.20.140,/,/favicon.ico,2a01:4f9:5a:1299::2,Nginx,2,False,error,0,,,,,,,,
garm2.nextcloud.com,,404,19,garm2.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-31T01:31:39Z,2025-05-01T01:31:38Z,CN=garm2.nextcloud.com,garm2.nextcloud.com,garm2.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,b3d30e90461ab966101de792ac00a181,eceaea659f937a9f0d276f5b1857e869e9a866beac8a0b6c737a10ad25a7784b,ctls,garm2.nextcloud.com,443,https://garm2.nextcloud.com,https,nginx,text/plain,GET,65.109.114.179,/,/favicon.ico,2a01:4f9:3051:40eb::2,Nginx,2,False,error,0,,,,,,,,
garm3.nextcloud.com,,404,19,garm3.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-27T01:31:38Z,2025-03-27T01:31:37Z,CN=garm3.nextcloud.com,garm3.nextcloud.com,garm3.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,fff26a0e7f1b46b0f2e5e73a15766c3a,7e2217ecb330de317a0b34194abdecd1dce26c00eff0c0718560cb6ac935612f,ctls,garm3.nextcloud.com,443,https://garm3.nextcloud.com,https,nginx,text/plain,GET,65.108.197.113,/,/favicon.ico,2a01:4f9:1a:995e::2,Nginx,2,False,error,0,,,,,,,,
garm4.nextcloud.com,,404,19,garm4.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-24T00:31:39Z,2025-04-24T00:31:38Z,CN=garm4.nextcloud.com,garm4.nextcloud.com,garm4.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,9a925a672711eea8ca482ff4bea3a9f7,42afd02e82b5d317e764daec558fa21c7a7d9c268fc2de155cafb784969826e8,ctls,garm4.nextcloud.com,443,https://garm4.nextcloud.com,https,nginx/1.24.0 (Ubuntu),text/plain,GET,65.108.142.93,/,/favicon.ico,2a01:4f9:1a:9254::2,Ubuntu,2,False,error,0,,,,,,,,
garm5.nextcloud.com,,404,19,garm5.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-31T00:03:39Z,2025-03-31T00:03:38Z,CN=garm5.nextcloud.com,garm5.nextcloud.com,garm5.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,6caaae950db2d0b2a495e88404b40869,95e9dfce6a7df4037417c3990914e9fcc3667b5efd7996e7c5705b26965b0149,ctls,garm5.nextcloud.com,443,https://garm5.nextcloud.com,https,nginx,text/plain,GET,65.21.22.252,/,/favicon.ico,2a01:4f9:3080:4f42::2,Nginx,2,False,error,0,,,,,,,,
getnetset.ltd2.nextcloud.com,Login – Nextcloud,200,25842,getnetset.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-01T05:24:14Z,2025-05-02T05:24:13Z,CN=getnetset.ltd2.nextcloud.com,getnetset.ltd2.nextcloud.com,getnetset.ltd2.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,9a7e6eed795659882a7e6ae76f7c38e3,9cc48921499770b5e49cbe8f1c2cac997ef6f7c7e8be563c1352bf9efe61494f,ctls,getnetset.ltd2.nextcloud.com,443,https://getnetset.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/apps/theming/favicon,2a01:4f9:3070:1b62::2,PHP,93,False,nonerror,0,,https://collabora.services.nextcloud.com,1463428994,https://getnetset.ltd2.nextcloud.com/login,,,,
go.nextcloud.com,Redirecting...,303,208,go.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-24T23:21:12Z,2025-03-24T23:21:11Z,CN=go.nextcloud.com,go.nextcloud.com,go.nextcloud.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,f377994bc444ab17df7cff4174cdd522,d807fd6b99a9606cf7b505b64406be8deb525659a418b13ad4a708cf22f1a29e,ctls,go.nextcloud.com,443,https://go.nextcloud.com,https,Odoo.sh,text/html,GET,104.199.53.122,/,/favicon.ico,104.199.53.122,,4,False,error,0,,,,https://go.nextcloud.com/,google,True,https://go.nextcloud.com/,
handbook.nextcloud.com,Rescale,200,78641,www.rescale.build,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-26T19:08:06Z,2025-04-26T19:08:05Z,CN=www.rescale.build,www.rescale.build,www.rescale.build,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,a3fee4057ae330cf9e17b6fc327402a8,49d3deb78ae615903a288f13f9c1cdb1a187b4f9a21a2ece7a7a818ac01b7a61,ctls,www.rescale.build,443,https://handbook.nextcloud.com,https,Vercel,text/html,GET,135.181.196.27,/,/icon.png,2a01:4f9:c011:23e9::1,Vercel,1,False,nonerror,0,,https://*.pusher.com,,https://www.rescale.build,,,,
hardwework.ltd1.nextcloud.com,Login – Nextcloud,200,26464,hardwework.ltd1.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-05T09:55:03Z,2025-05-06T09:55:02Z,CN=hardwework.ltd1.nextcloud.com,hardwework.ltd1.nextcloud.com,hardwework.ltd1.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,8723e7e22be3d0d90d9bf27d69b291a7,25b4a56757851632df526b467e4a85c4eb9111d4da7bf1cf6e544759e537e682,ctls,hardwework.ltd1.nextcloud.com,443,https://hardwework.ltd1.nextcloud.com,https,Caddy,text/html,GET,95.217.44.166,/,/apps/theming/favicon,2a01:4f9:2a:3119::2,PHP,93,False,nonerror,0,,wss://hardwework.ltd1.nextcloud.com,1242599000,https://hardwework.ltd1.nextcloud.com/login,,,,
help.nextcloud.com,Nextcloud community - Keep your data safe!,200,238129,help.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-24T23:03:40Z,2025-03-24T23:03:39Z,CN=help.nextcloud.com,help.nextcloud.com,help.nextcloud.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,3e607d14b11c49d9b00dd28c98a8a2c7,616378217471b23f61225de65bec38afd2d48cce3a89f0669562ec9ba92209ff,ctls,help.nextcloud.com,443,https://help.nextcloud.com,https,nginx,text/html,GET,95.217.53.158,/,/uploads/default/optimized/2X/7/7f1bb3df7f98844a936be6de4c78ce2ce47c9845_2_32x32.png,2a01:4f9:2b:29dc::146,Ruby on Rails,381,False,nonerror,0,,https://apps.nextcloud.com,-1221527446,,,,,
hexagon.ltd2.nextcloud.com,Login – Nextcloud,200,26215,hexagon.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-20T10:38:52Z,2025-03-20T10:38:51Z,CN=hexagon.ltd2.nextcloud.com,hexagon.ltd2.nextcloud.com,hexagon.ltd2.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,e1e4971dfed6a7c81a1f28b8ba9d8588,8f340c2aa3fd2de6a465d9b32ed60e3d4c0d4a0980fd0666a6acb2a44fc38dfc,ctls,hexagon.ltd2.nextcloud.com,443,https://hexagon.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/core/img/favicon.ico,2a01:4f9:3070:1b62::2,PHP,93,False,nonerror,0,,https://collabora.services.nextcloud.com,167837543,https://hexagon.ltd2.nextcloud.com/login,,,,
hpb.services.nextcloud.com,Welcome to nginx!,200,612,hpb.services.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-27T00:01:38Z,2025-03-27T00:01:37Z,CN=hpb.services.nextcloud.com,hpb.services.nextcloud.com,hpb.services.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,2ac579368192777d7855ba1e84f969af,293a53a2ff0c884a65c0ed8ce34eb9ae3c94cb4288a345c10757942e32f64185,ctls,hpb.services.nextcloud.com,443,https://hpb.services.nextcloud.com,https,nginx,text/html,GET,135.181.142.32,/,/favicon.ico,2a01:4f9:3a:161f::2,Nginx,26,False,nonerror,0,,,,,,,,
https://collabora.services.nextcloud.com,Welcome to nginx!,200,612,collabora.services.nextcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-19T00:01:39Z,2025-03-19T00:01:38Z,CN=collabora.services.nextcloud.com,collabora.services.nextcloud.com,collabora.services.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,ad4b9e74cd46573546d04c44f7efa771,47fcdcb56e2eca62fb217a5cb8775f5cd4376437bc953ebb34b6207aa05f1a10,ctls,collabora.services.nextcloud.com,443,https://collabora.services.nextcloud.com,https,nginx,text/html,GET,135.181.142.32,/,/favicon.ico,2a01:4f9:3a:161f::2,Nginx,26,False,nonerror,0,,,,,,,,
iarda.ltd1.nextcloud.com,Login – Nextcloud,200,26251,iarda.ltd1.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-03T14:31:10Z,2025-05-04T14:31:09Z,CN=iarda.ltd1.nextcloud.com,iarda.ltd1.nextcloud.com,iarda.ltd1.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,24e5de2c2735ac19eb2ce04ba71867b0,a5f8134a9d48ede7410512818427c3ad391fe17a1740714292543b14910debb4,ctls,iarda.ltd1.nextcloud.com,443,https://iarda.ltd1.nextcloud.com,https,Caddy,text/html,GET,95.217.44.166,/,/core/img/favicon.ico,2a01:4f9:2a:3119::2,PHP,93,False,nonerror,0,,wss://hpb.services.nextcloud.com,167837543,https://iarda.ltd1.nextcloud.com/login,,,,
ilisimatusarfik.ltd3.nextcloud.com,,502,,ilisimatusarfik.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-01T17:18:08Z,2025-04-01T17:18:07Z,CN=ilisimatusarfik.ltd3.nextcloud.com,ilisimatusarfik.ltd3.nextcloud.com,ilisimatusarfik.ltd3.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,153bef5ba27aa1287dd07a56c3223efe,dc7916d3dad43304c72842be5f153282a438534bd44688e722f3a0a701fa5fa7,ctls,ilisimatusarfik.ltd3.nextcloud.com,443,https://ilisimatusarfik.ltd3.nextcloud.com,https,Caddy,,GET,95.216.37.161,/,/favicon.ico,2a01:4f9:2a:25de::2,HTTP/3,1,False,other,0,,,,,,,,
insys.ltd1.nextcloud.com,Login – Nextcloud,200,26198,insys.ltd1.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-21T09:29:45Z,2025-04-21T09:29:44Z,CN=insys.ltd1.nextcloud.com,insys.ltd1.nextcloud.com,insys.ltd1.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,c602d4bed1307274cd769489de6c42af,1e61910c0db5b04c42c7d6212bc57ce80435ea25cec052bdb4f0a38e1cc071d4,ctls,insys.ltd1.nextcloud.com,443,https://insys.ltd1.nextcloud.com,https,Caddy,text/html,GET,95.217.44.166,/,/apps/theming/favicon,2a01:4f9:2a:3119::2,PHP,93,False,nonerror,0,,stun.nextcloud.com:443,1242599000,https://insys.ltd1.nextcloud.com/login,,,,
irri.ltd3.nextcloud.com,Login – Nextcloud,200,26169,irri.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-09T13:37:46Z,2025-04-09T13:37:45Z,CN=irri.ltd3.nextcloud.com,irri.ltd3.nextcloud.com,irri.ltd3.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,638dffdfb457fbf02cc8357cfc1c1f8d,3e4e526a65468488da5c06d6eda7945340b4ed7439162a2a493aba4243a4619e,ctls,irri.ltd3.nextcloud.com,443,https://irri.ltd3.nextcloud.com,https,Caddy,text/html,GET,95.216.37.161,/,/core/img/favicon.ico,2a01:4f9:2a:25de::2,PHP,93,False,nonerror,0,,wss://irri.ltd3.nextcloud.com,167837543,https://irri.ltd3.nextcloud.com/login,,,,
ishyd.ltd3.nextcloud.com,,502,,ishyd.ltd3.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-22T07:08:06Z,2025-03-22T07:08:05Z,CN=ishyd.ltd3.nextcloud.com,ishyd.ltd3.nextcloud.com,ishyd.ltd3.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,870c0b58dc8471832f837d11cf10b8db,fb17d47937d964cb9ea3b7ee12e57e929450c65572e2625a87c1f7828d1ff61d,ctls,ishyd.ltd3.nextcloud.com,443,https://ishyd.ltd3.nextcloud.com,https,Caddy,,GET,95.216.37.161,/,/favicon.ico,2a01:4f9:2a:25de::2,HTTP/3,1,False,other,0,,,,,,,,
joao.ltd2.nextcloud.com,Login – Nextcloud,200,14761,joao.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-16T11:54:11Z,2025-03-16T11:54:10Z,CN=joao.ltd2.nextcloud.com,joao.ltd2.nextcloud.com,joao.ltd2.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,0a7c0699eab6061ae62f67a88d2d7bab,10483173d93816f685dc275d176c8f085e4e73b16a960458620de3cc19c35f84,ctls,joao.ltd2.nextcloud.com,443,https://joao.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/apps/theming/favicon,2a01:4f9:3070:1b62::2,PHP,91,False,nonerror,0,,https://*.tile.openstreetmap.org,1464934096,https://joao.ltd2.nextcloud.com/login,,,,
js-soft.ltd2.nextcloud.com,Login – Nextcloud,200,24837,js-soft.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-29T09:24:11Z,2025-04-29T09:24:10Z,CN=js-soft.ltd2.nextcloud.com,js-soft.ltd2.nextcloud.com,js-soft.ltd2.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,d10d6132df8d175cc1ba019bdbae43db,8617b7dab10ca27bf7f488193d6cea1e5f03630af23fa24e0b1762e2816d8b51,ctls,js-soft.ltd2.nextcloud.com,443,https://js-soft.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/apps/theming/favicon,2a01:4f9:3070:1b62::2,PHP,91,False,nonerror,0,,turn.services.nextcloud.com:443,1464934096,https://js-soft.ltd2.nextcloud.com/login,,,,
kanton-basel.ltd2.nextcloud.com,Login – Nextcloud,200,26376,kanton-basel.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-29T14:18:21Z,2025-04-29T14:18:20Z,CN=kanton-basel.ltd2.nextcloud.com,kanton-basel.ltd2.nextcloud.com,kanton-basel.ltd2.nextcloud.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,e8af6147fe5ff199b0beb4e26aa35fe3,c208be013543d456dcd91de65b53de2dc4a537b2072e7655cf56b44d1183705b,ctls,kanton-basel.ltd2.nextcloud.com,443,https://kanton-basel.ltd2.nextcloud.com,https,Caddy,text/html,GET,37.27.104.209,/,/apps/theming/favicon,2a01:4f9:3070:1b62::2,PHP,93,False,nonerror,0,,wss://kanton-basel.ltd2.nextcloud.com,1242599000,https://kanton-basel.ltd2.nextcloud.com/login,,,,
kantonbasel.ltd2.nextcloud.com,,502,,kantonbasel.ltd2.nextcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-29T12:00:00Z,2025-04-29T11:59:59Z,CN=kantonbasel.ltd2.nextcloud.com,kantonbasel.ltd2.nextcloud.com,kantonbasel.ltd2.nextcloud.com,"CN=E6, O=Let's Encrypt, C=US",E6,Let's Encrypt,480de7cdec73324fc39fac0947f75f33,287846450aaac0165e8418bae16066e297a93fef589a57d5ebf03a504a29545b,ctls,kantonbasel.ltd2.nextcloud.com,443,https://kantonbasel.ltd2.nextcloud.com,https,Caddy,,GET,37.27.104.209,/,/favicon.ico,2a01:4f9:3070:1b62::2,HTTP/3,1,False,other,0,,,,,,,,
