new,host,a,cname,soa,ns,status_code,cdn,cdn-name,aaaa,has_internal_ips,internal_ips,caa,txt,mx
[x],test.yzhu.twilio.com,"18.173.233.72, 18.173.233.71, 18.173.233.60, 18.173.233.78",d2p9kan0nxscnn.cloudfront.net,"ns-1179.awsdns-19.org, awsdns-hostmaster.amazon.com","ns-971.awsdns-57.net, ns-1179.awsdns-19.org, ns-1544.awsdns-01.co.uk, ns-457.awsdns-57.com",NOERROR,True,cloudfront,,,,,,
[x],testname.twilio.com,"108.138.128.118, 108.138.128.28, 108.138.128.43, 108.138.128.90",d2p9kan0nxscnn.cloudfront.net,"ns-1179.awsdns-19.org, awsdns-hostmaster.amazon.com","ns-1179.awsdns-19.org, ns-1544.awsdns-01.co.uk, ns-457.awsdns-57.com, ns-971.awsdns-57.net",NOERROR,True,cloudfront,,,,,,
[x],thiscertisfortestingonly.twilio.com,"18.66.122.24, 18.66.122.46, 18.66.122.59, 18.66.122.79",d2p9kan0nxscnn.cloudfront.net,"ns-1179.awsdns-19.org, awsdns-hostmaster.amazon.com","ns-1179.awsdns-19.org, ns-1544.awsdns-01.co.uk, ns-457.awsdns-57.com, ns-971.awsdns-57.net",NOERROR,True,cloudfront,,,,,,
[x],timultspring.stage.twilio.com,"13.225.223.49, 13.225.223.25, 13.225.223.16, 13.225.223.60",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","ns-111.awsdns-13.com, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net",NOERROR,True,cloudfront,,,,,,
[x],tkr-airflow.dev-us1.twilio.com,"3.216.38.18, 52.202.214.211, 44.215.203.39",k8s-twiliokp-twiliokp-39f8dd9b36-287627512.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],tkr-airflow.stage-us1.twilio.com,"34.196.43.55, 3.217.24.66, 44.199.52.254",k8s-twiliokp-twiliokp-3809f54112-599409814.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],tkr-airflow.us1.twilio.com,"3.93.166.165, 3.228.99.253, 34.232.58.124",k8s-twiliokp-twiliokp-552c4f2a40-1617347589.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],tokyo-ix.au1.twilio.com,,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com, ns-1486.awsdns-57.org, awsdns-hostmaster.amazon.com","ns-1486.awsdns-57.org, ns-366.awsdns-45.com, ns-cloud-a1.googledomains.com, ns-1920.awsdns-48.co.uk, ns-621.awsdns-13.net, ns-cloud-a2.googledomains.com, ns-cloud-a4.googledomains.com, ns-cloud-a3.googledomains.com",NOERROR,,,,,,,,
[x],tokyo-ix.ie1.twilio.com,,,"ns-1725.awsdns-23.co.uk, awsdns-hostmaster.amazon.com","ns-cloud-a1.googledomains.com, ns-cloud-a4.googledomains.com, ns-1137.awsdns-14.org, ns-455.awsdns-56.com, ns-688.awsdns-22.net, ns-cloud-a2.googledomains.com, ns-cloud-a3.googledomains.com, ns-1725.awsdns-23.co.uk",NOERROR,,,,,,,,
[x],tokyo.api-lb.twilio.com,"52.192.142.153, 43.206.7.57","self-healing.api-alb.jp1.api-lb.twilio.com, ien-alb-bapi-b-2118546057.ap-northeast-1.elb.amazonaws.com, ien-alb-bapi-a-1577365580.ap-northeast-1.elb.amazonaws.com","ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],tokyo.au1.twilio.com,,,"ns-826.awsdns-39.net, awsdns-hostmaster.amazon.com, ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-1630.awsdns-11.co.uk, ns-1050.awsdns-03.org, ns-309.awsdns-38.com, ns-826.awsdns-39.net, ns-cloud-e3.googledomains.com, ns-cloud-e2.googledomains.com, ns-cloud-e1.googledomains.com, ns-cloud-e4.googledomains.com",NOERROR,,,,,,,,
[x],tokyo.de1.twilio.com,,,"ns-349.awsdns-43.com, awsdns-hostmaster.amazon.com, ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-1330.awsdns-38.org, ns-1773.awsdns-29.co.uk, ns-349.awsdns-43.com, ns-649.awsdns-17.net, ns-cloud-e1.googledomains.com, ns-cloud-e2.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e4.googledomains.com",NOERROR,,,,,,,,
[x],tokyo.ie1.twilio.com,,,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com, ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-1786.awsdns-31.co.uk, ns-cloud-d1.googledomains.com, ns-556.awsdns-05.net, ns-cloud-d3.googledomains.com, ns-435.awsdns-54.com, ns-1350.awsdns-40.org, ns-cloud-d2.googledomains.com, ns-cloud-d4.googledomains.com",NOERROR,,,,,,,,
[x],tokyo.us1.twilio.com,,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com, ns-608.awsdns-12.net, awsdns-hostmaster.amazon.com","ns-cloud-e2.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e4.googledomains.com, ns-1182.awsdns-19.org, ns-1783.awsdns-30.co.uk, ns-40.awsdns-05.com, ns-608.awsdns-12.net, ns-cloud-e1.googledomains.com",NOERROR,,,,,,,,
[x],tokyo.voice-js-gll.twilio.com,"13.112.10.135, 54.64.196.250",,"ns-1930.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],tr-events.dev-us1.eak.twilio.com,,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],tr-events.dev-us1.twilio.com,34.237.18.48,ec2-34-237-18-48.compute-1.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",,NOERROR,,,,,,,,
[x],tr-events.stage-us1.eak.twilio.com,,,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],tr-events.stage-us1.twilio.com,54.164.42.18,ec2-54-164-42-18.compute-1.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",,NOERROR,,,,,,,,
[x],tr-events.us1.eak.twilio.com,,,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],tr-events.us1.twilio.com,,ec2-35-168-175-132.compute-1.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",,NOERROR,,,,,,,,
[x],tracking.authy.com,142.0.160.14,"s815114181.t.en25.com, p03.t.en25.com","ns1.p201.dns.oraclecloud.net, hostmaster.t.en25.com",,NOERROR,,,,,,,,
[x],transform.twilio.com,3.235.65.215,whitelabel.bigmarker.com,"ns-757.awsdns-30.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],trending.dev.twilio.com,75.101.132.7,ec2-75-101-132-7.compute-1.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",,NOERROR,,,,,,,,
[x],trunking.dev.twilio.com,"3.233.21.106, 44.207.151.59, 54.173.150.88","api.dev.twilio.com, virginia.api-lb.dev.twilio.com, self-healing.api-alb.dev-us1.api-lb.dev.twilio.com, ien-alb-bapi-a-267338365.us-east-1.elb.amazonaws.com, ien-alb-bapi-b-2119033246.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],trunking.stage-au1.twilio.com,"52.63.198.3, 13.54.95.182, 13.239.46.166","api.stage-au1.twilio.com, sydney.api-lb.stage.twilio.com, self-healing.api-alb.stage-au1.api-lb.stage.twilio.com, ien-alb-bapi-b-1779428126.ap-southeast-2.elb.amazonaws.com, ien-alb-bapi-a-1714774106.ap-southeast-2.elb.amazonaws.com","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],trunking.stage.twilio.com,"52.200.38.188, 34.239.238.61, 174.129.227.160","api.stage.twilio.com, virginia.api-lb.stage.twilio.com, self-healing.api-alb.stage-us1.api-lb.stage.twilio.com, ien-alb-bapi-b-24913461.us-east-1.elb.amazonaws.com, ien-alb-bapi-a-1582197173.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],trunking.twilio.com,"18.209.117.235, 18.211.7.252, 34.228.87.103, 54.160.28.180, 18.205.122.166, 52.71.169.104, 52.21.150.48, 52.4.8.250","api.twilio.com, virginia.us1.api-lb.twilio.com, self-healing.api-alb.us1.api-lb.twilio.com, ien-alb-bapi-a-1963256146.us-east-1.elb.amazonaws.com, ien-alb-bapi-b-156106065.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],tsock-a.ie1.twilio.com,"52.211.45.235, 18.200.177.211, 34.255.232.203",prod-console-ie1-217432128.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],tsock.au1.twilio.com,"13.239.127.87, 13.238.191.192","tsock.au1.api-lb.twilio.com, self-healing.rtd-twilsock-edge.au1.api-lb.twilio.com, rtd-twilsock-b-71126470.ap-southeast-2.elb.amazonaws.com, rtd-twilsock-1372772090.ap-southeast-2.elb.amazonaws.com","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],tsock.dev-us2.twilio.com,44.238.76.251,"tsock.us2.api-lb.dev.twilio.com, rtd-twilsock-edge.dev-us2.api-lb.dev.twilio.com, rtd-twilsock-1087513656.us-west-2.elb.amazonaws.com, rtd-twilsock-b-2016545798.us-west-2.elb.amazonaws.com","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],tsock.ie1.twilio.com,"52.17.168.67, 63.34.143.215, 54.228.89.29","tsock.ie1.api-lb.twilio.com, self-healing.rtd-twilsock-edge.ie1.api-lb.twilio.com, rtd-twilsock-b-629257927.eu-west-1.elb.amazonaws.com, rtd-twilsock-184767063.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],tsock.stage-au1.twilio.com,"52.64.188.122, 54.253.219.104","tsock.au1.api-lb.stage.twilio.com, self-healing.rtd-twilsock-edge.stage-au1.api-lb.stage.twilio.com, rtd-twilsock-b-201074307.ap-southeast-2.elb.amazonaws.com, rtd-twilsock-1580686393.ap-southeast-2.elb.amazonaws.com","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],tsock.us1.r.twilio.com,"18.232.215.33, 54.209.145.46, 3.224.249.121, 34.205.60.89, 107.22.234.121, 3.230.38.86, 44.215.146.12, 44.212.148.29",rtd-twilsock-239837944.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net, ns-1338.awsdns-39.org, ns-1739.awsdns-25.co.uk, ns-183.awsdns-22.com, ns-805.awsdns-36.net",NOERROR,,,,,,,,
[x],tsock.us1.twilio.com,"23.22.56.238, 44.198.85.236, 3.227.167.249, 3.90.124.43, 52.205.77.153, 34.192.52.220","tsock.us1.api-lb.twilio.com, self-healing.rtd-twilsock-edge.us1.api-lb.twilio.com, rtd-twilsock-b-418010594.us-east-1.elb.amazonaws.com, rtd-twilsock-239837944.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],tts.dev.twilio.com,127.0.0.1,,"domains.twilio.com, hostmaster.dev.twilio.com",,NOERROR,,,,True,127.0.0.1,,,
[x],tts.stage.twilio.com,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com, domains.twilio.com, hostmaster.stage.twilio.com",,NOERROR,,,,,,,,
[x],turn.dev.twilio.com,,,"ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com","ns-493.awsdns-61.com, ns-769.awsdns-32.net, ns-1063.awsdns-04.org, ns-1727.awsdns-23.co.uk",NOERROR,,,,,,,,
[x],turn.twilio.com,,,"ns-766.awsdns-31.net, awsdns-hostmaster.amazon.com","ns-1069.awsdns-05.org, ns-1962.awsdns-53.co.uk, ns-331.awsdns-41.com, ns-766.awsdns-31.net",NOERROR,,,,,,,,
[x],twilio-asteriskpbx.pstn.us2.twilio.com,"54.244.51.1, 54.244.51.2, 54.244.51.0",,"ns-719.awsdns-25.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],twilsock.au1.twilio.com,"52.64.13.9, 54.206.221.15",alb-cleansock-1838265406.ap-southeast-2.elb.amazonaws.com,"ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],twilsock.us1.twilio.com,"18.206.17.215, 35.153.217.12, 107.20.135.154",alb-cleansock-759295444.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],u0oxu.twilio.com,"18.65.39.101, 18.65.39.55, 18.65.39.48, 18.65.39.84",d2p9kan0nxscnn.cloudfront.net,"ns-1179.awsdns-19.org, awsdns-hostmaster.amazon.com","ns-1544.awsdns-01.co.uk, ns-971.awsdns-57.net, ns-1179.awsdns-19.org, ns-457.awsdns-57.com",NOERROR,True,cloudfront,,,,,,
[x],ubani.twilio.com,,d2p9kan0nxscnn.cloudfront.net,"ns-1179.awsdns-19.org, awsdns-hostmaster.amazon.com","ns-1179.awsdns-19.org, ns-1544.awsdns-01.co.uk, ns-457.awsdns-57.com, ns-971.awsdns-57.net",NOERROR,True,cloudfront,,,,,,
[x],umatilla.api-lb.twilio.com,"34.213.111.115, 54.69.10.70, 54.184.73.210","self-healing.api-alb.us2.api-lb.twilio.com, ien-alb-bapi-b-400311002.us-west-2.elb.amazonaws.com","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],umatilla.au1.twilio.com,,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com, ns-827.awsdns-39.net, awsdns-hostmaster.amazon.com","ns-1904.awsdns-46.co.uk, ns-cloud-d2.googledomains.com, ns-cloud-d4.googledomains.com, ns-cloud-d3.googledomains.com, ns-194.awsdns-24.com, ns-827.awsdns-39.net, ns-1436.awsdns-51.org, ns-cloud-d1.googledomains.com",NOERROR,,,,,,,,
[x],umatilla.de1.twilio.com,,,"ns-656.awsdns-18.net, awsdns-hostmaster.amazon.com, ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-1119.awsdns-11.org, ns-1964.awsdns-53.co.uk, ns-234.awsdns-29.com, ns-656.awsdns-18.net, ns-cloud-e1.googledomains.com, ns-cloud-e2.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e4.googledomains.com",NOERROR,,,,,,,,
[x],umatilla.dev-us1.twilio.com,,,"ns-624.awsdns-14.net, awsdns-hostmaster.amazon.com","ns-400.awsdns-50.com, ns-1634.awsdns-12.co.uk, ns-1165.awsdns-17.org, ns-cloud-c3.googledomains.com, ns-cloud-c2.googledomains.com, ns-624.awsdns-14.net, ns-cloud-c4.googledomains.com, ns-cloud-c1.googledomains.com",NOERROR,,,,,,,,
[x],umatilla.dev-us2.twilio.com,,,"ns-1269.awsdns-30.org, awsdns-hostmaster.amazon.com, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-c4.googledomains.com, ns-704.awsdns-24.net, ns-1269.awsdns-30.org, ns-cloud-c3.googledomains.com, ns-cloud-c2.googledomains.com, ns-1693.awsdns-19.co.uk, ns-cloud-c1.googledomains.com, ns-275.awsdns-34.com",NOERROR,,,,,,,,
[x],umatilla.ie1.twilio.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, ns-602.awsdns-11.net, awsdns-hostmaster.amazon.com","ns-2030.awsdns-61.co.uk, ns-cloud-c4.googledomains.com, ns-cloud-c3.googledomains.com, ns-602.awsdns-11.net, ns-cloud-c1.googledomains.com, ns-440.awsdns-55.com, ns-cloud-c2.googledomains.com, ns-1033.awsdns-01.org",NOERROR,,,,,,,,
[x],umatilla.stage-ie1.twilio.com,,stage-console-ie1-810275288.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],umatilla.us1.twilio.com,,,"ns-2.awsdns-00.com, awsdns-hostmaster.amazon.com, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-1084.awsdns-07.org, ns-1968.awsdns-54.co.uk, ns-2.awsdns-00.com, ns-927.awsdns-51.net, ns-cloud-c1.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c3.googledomains.com, ns-cloud-c4.googledomains.com",NOERROR,,,,,,,,
[x],understand.dev-us1.eak.twilio.com,,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],understand.stage-us1.eak.twilio.com,,,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],understand.twilio.com,"18.205.122.166, 18.211.7.252, 34.230.149.211, 54.160.28.180, 34.228.87.103, 52.4.8.250, 18.209.117.235, 52.71.169.104","api.twilio.com, virginia.us1.api-lb.twilio.com, self-healing.api-alb.us1.api-lb.twilio.com, ien-alb-bapi-a-1963256146.us-east-1.elb.amazonaws.com, ien-alb-bapi-b-156106065.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],uoyxa.twilio.com,"18.161.97.78, 18.161.97.43, 18.161.97.96, 18.161.97.16",d2p9kan0nxscnn.cloudfront.net,"ns-1179.awsdns-19.org, awsdns-hostmaster.amazon.com","ns-1179.awsdns-19.org, ns-1544.awsdns-01.co.uk, ns-457.awsdns-57.com, ns-971.awsdns-57.net",NOERROR,True,cloudfront,,,,,,
[x],upload.dev.twilio.com,"3.210.152.229, 34.226.73.140, 3.212.83.13",nlb-upload-public-5b7c481bd7554e44.elb.us-east-1.amazonaws.com,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],upload.stage-au1.twilio.com,13.54.238.131,"upload-australia.api-lb.stage.twilio.com, ien-l4-tcp-upload.ap-southeast-2.api-lb.stage.twilio.com","ns-687.awsdns-21.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],upload.stage-us1.twilio.com,"18.213.180.77, 3.212.86.142, 3.209.208.230","upload.stage.twilio.com, nlb-upload-public-8490ad4c797b5aab.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],upload.us1.twilio.com,"3.210.105.219, 23.22.167.217, 3.83.70.42","upload.twilio.com, nlb-upload-public-b59f2da7b3b4a7bf.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],upload.us2.twilio.com,"54.244.3.212, 18.236.6.5, 52.25.177.56",nlb-upload-public-1d0736403b39cb99.elb.us-west-2.amazonaws.com,"ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],us1.stun.twilio.com,34.203.251.245,"ec2-34-203-251-245.compute-1.amazonaws.com, ec2-34-203-250-244.compute-1.amazonaws.com, ec2-34-203-251-244.compute-1.amazonaws.com","dns-external-master.amazon.com, root.amazon.com",,NOERROR,,,,,,,,
[x],us1.turn.twilio.com,54.172.60.183,"ec2-54-172-60-183.compute-1.amazonaws.com, ec2-54-172-60-169.compute-1.amazonaws.com, ec2-34-203-251-249.compute-1.amazonaws.com","dns-external-master.amazon.com, root.amazon.com",,NOERROR,,,,,,,,
[x],ux.twilio.com,"13.32.110.73, 13.32.110.51, 13.32.110.76, 13.32.110.37",d2p9kan0nxscnn.cloudfront.net,"ns-1179.awsdns-19.org, awsdns-hostmaster.amazon.com","ns-971.awsdns-57.net, ns-457.awsdns-57.com, ns-1544.awsdns-01.co.uk, ns-1179.awsdns-19.org",NOERROR,True,cloudfront,,,,,,
[x],verify.dev.twilio.com,"54.173.150.88, 3.233.21.106, 44.207.151.59","api.dev.twilio.com, virginia.api-lb.dev.twilio.com, self-healing.api-alb.dev-us1.api-lb.dev.twilio.com, ien-alb-bapi-a-267338365.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],verify.stage.twilio.com,,"api.stage.twilio.com, virginia.api-lb.stage.twilio.com, self-healing.api-alb.stage-us1.api-lb.stage.twilio.com, ien-alb-bapi-b-24913461.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],verify.twilio.com,,"api.twilio.com, virginia.us1.api-lb.twilio.com, self-healing.api-alb.us1.api-lb.twilio.com, ien-alb-bapi-a-1963256146.us-east-1.elb.amazonaws.com, ien-alb-bapi-b-156106065.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],vfgzq.twilio.com,"18.65.39.101, 18.65.39.84, 18.65.39.55, 18.65.39.48",d2p9kan0nxscnn.cloudfront.net,"ns-1179.awsdns-19.org, awsdns-hostmaster.amazon.com","ns-1179.awsdns-19.org, ns-1544.awsdns-01.co.uk, ns-457.awsdns-57.com, ns-971.awsdns-57.net",NOERROR,True,cloudfront,,,,,,
[x],video-bot.dev-us1.twilio.com,"3.211.85.33, 18.209.79.103",alb-video-slackbot-internal-165232133.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],video-bot.twilio.com,"18.65.39.55, 18.65.39.84, 18.65.39.101, 18.65.39.48",d2p9kan0nxscnn.cloudfront.net,"ns-1179.awsdns-19.org, awsdns-hostmaster.amazon.com","ns-1544.awsdns-01.co.uk, ns-457.awsdns-57.com, ns-971.awsdns-57.net, ns-1179.awsdns-19.org",NOERROR,True,cloudfront,,,,,,
[x],video-insights.stage-us1.eak.twilio.com,,,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],video.corp.twilio.com,50.17.243.206,ec2-50-17-243-206.compute-1.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",,NOERROR,,,,,,,,
[x],video.dev-us1.eak.twilio.com,,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],video.dev.twilio.com,"35.169.208.179, 54.145.98.184, 3.222.133.224","api.dev.twilio.com, virginia.api-lb.dev.twilio.com, self-healing.api-alb.dev-us1.api-lb.dev.twilio.com, ien-alb-bapi-b-2119033246.us-east-1.elb.amazonaws.com, ien-alb-bapi-a-267338365.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],video.stage.twilio.com,"18.206.19.143, 44.207.214.48, 18.214.141.123","api.stage.twilio.com, virginia.api-lb.stage.twilio.com, self-healing.api-alb.stage-us1.api-lb.stage.twilio.com, ien-alb-bapi-a-1582197173.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],video.twilio.com,"52.21.150.48, 18.209.117.235, 34.228.87.103, 52.4.8.250, 54.160.28.180, 18.211.7.252, 18.205.122.166, 52.71.169.104","api.twilio.com, virginia.us1.api-lb.twilio.com, self-healing.api-alb.us1.api-lb.twilio.com, ien-alb-bapi-a-1963256146.us-east-1.elb.amazonaws.com, ien-alb-bapi-b-156106065.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],video.us1.eak.twilio.com,,,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],videos.twilio.com,"18.66.122.59, 18.66.122.46, 18.66.122.79, 18.66.122.24",d2p9kan0nxscnn.cloudfront.net,"ns-1179.awsdns-19.org, awsdns-hostmaster.amazon.com","ns-971.awsdns-57.net, ns-1179.awsdns-19.org, ns-1544.awsdns-01.co.uk, ns-457.awsdns-57.com",NOERROR,True,cloudfront,,,,,,
[x],vip.stage.twilio.com,"13.225.223.16, 13.225.223.25, 13.225.223.49, 13.225.223.60",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","ns-111.awsdns-13.com, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net",NOERROR,True,cloudfront,,,,,,
[x],vip.twilio.com,"18.173.233.71, 18.173.233.72, 18.173.233.78, 18.173.233.60",d2p9kan0nxscnn.cloudfront.net,"ns-1179.awsdns-19.org, awsdns-hostmaster.amazon.com","ns-1544.awsdns-01.co.uk, ns-457.awsdns-57.com, ns-971.awsdns-57.net, ns-1179.awsdns-19.org",NOERROR,True,cloudfront,,,,,,
[x],vmware-staging.authy.com,"104.18.182.56, 104.18.181.56",,"elsa.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],vmware.authy.com,"104.18.182.56, 104.18.181.56",,"elsa.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],voice-e2e-tester.aws-classic.us1.outside.kafka-v1.twilio.com,"18.173.233.60, 18.173.233.78, 18.173.233.72, 18.173.233.71",d2p9kan0nxscnn.cloudfront.net,"ns-1179.awsdns-19.org, awsdns-hostmaster.amazon.com","ns-1179.awsdns-19.org, ns-1544.awsdns-01.co.uk, ns-457.awsdns-57.com, ns-971.awsdns-57.net",NOERROR,True,cloudfront,,,,,,
[x],voice-e2e-tester.aws-classic.us1.prod.kafka-v1.twilio.com,"18.66.122.24, 18.66.122.59, 18.66.122.79, 18.66.122.46",d2p9kan0nxscnn.cloudfront.net,"ns-1179.awsdns-19.org, awsdns-hostmaster.amazon.com","ns-1179.awsdns-19.org, ns-1544.awsdns-01.co.uk, ns-457.awsdns-57.com, ns-971.awsdns-57.net",NOERROR,True,cloudfront,,,,,,
[x],voice-e2e-tester.dev-us1.twilio.com,34.228.107.14,ec2-34-228-107-14.compute-1.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",,NOERROR,,,,,,,,
[x],voice-e2e-tester.outside.twilio.com,54.67.119.181,ec2-54-67-119-181.us-west-1.compute.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",,NOERROR,,,,,,,,
[x],voice-e2e-tester.stage-us1.twilio.com,34.228.28.40,ec2-34-228-28-40.compute-1.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",,NOERROR,,,,,,,,
[x],voice-e2e-tester.stage.twilio.com,52.204.172.139,ec2-52-204-172-139.compute-1.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",,NOERROR,,,,,,,,
[x],voice-e2e-tester.twilio.com,,d2p9kan0nxscnn.cloudfront.net,"ns-1179.awsdns-19.org, awsdns-hostmaster.amazon.com","ns-971.awsdns-57.net, ns-1179.awsdns-19.org, ns-1544.awsdns-01.co.uk, ns-457.awsdns-57.com",NOERROR,True,cloudfront,,,,,,
