input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,tls_wildcard_certificate,csp_domains_,tls_expired,final_url,cdn_name,cdn,location,tls_self_signed
lzv2.post.ch,Logistiklösungen nach Mass in Villmergen | Die Post,200,60254,lzv2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-11T08:26:38Z,2024-04-11T08:26:38Z,"CN=lzv.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",lzv.post.ch,Post CH AG,lzv2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,f62bd8a52bca0fbec8b7bbadbf0c3718,a626d9e0ab07b0821b3bb126d682ab1edd8aeb769eec94f3686b52edcc725961,ctls,lzv2.post.ch,443,https://lzv2.post.ch:443,https,Delivery2,text/html,GET,194.41.190.122,/,1694469138,194.41.190.122,Sitecore,1248,False,,,,,https://lzv2.post.ch/de,,,,
m.directday.post.ch,"DirectDay 2023 | Conference for Advertising, Dialog & Impact",200,123507,m.directday.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-29T07:30:27Z,2023-06-29T07:30:27Z,"CN=directday.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",directday.post.ch,Post CH AG,directday2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,426bff7612fece8a0f39451f2069d47b,5d07b93b0c51c890e581009c5ee9fe93a1b21e6c79f708d6cff185c7feadff7e,ctls,m.directday.post.ch,443,https://m.directday.post.ch:443,https,Delivery2,text/html,GET,194.41.184.146,/,1694469138,194.41.184.146,Sitecore,2348,False,True,,,,https://m.directday.post.ch/de,,,,
mapservice.post.ch,Die Post - HTTP Fehlerseite,401,5580,mapservice.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-20T12:30:57Z,2024-04-20T12:30:57Z,"CN=marge.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",marge.post.ch,Post CH AG,marge.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,dec8e1125d4d37815e09a07fe342fbb2,7c8b1564e42518c60af4d269adfe90a61067c8265ef5aa8cb4a96cb506d0290c,ctls,mapservice.post.ch,443,https://mapservice.post.ch:443,https,Apache,text/html,GET,194.41.184.53,/,318323496,194.41.184.53,HSTS,176,False,True,,,,,,,,
mapservicedev.post.ch,404 - File or directory not found.,404,1245,mapservicedev.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-23T13:34:35Z,2023-08-23T13:34:35Z,"CN=promopostint.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",promopostint.post.ch,Post CH AG,promopostint.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,0bcd5e1e7cb9b3da8d5ced18f81138fb,aba5114dd45d8c62df230e93a5b849cd4373342f8fc754349fd3f5ad3d5012a8,ctls,mapservicedev.post.ch,443,https://mapservicedev.post.ch:443,https,Apache,text/html,GET,194.41.248.63,/,1694469138,194.41.248.63,HSTS,30,False,True,,,,,,,,
marge-int.post.ch,Die Post - HTTP Fehlerseite,401,5601,marge-int.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-20T12:30:47Z,2024-04-20T12:30:47Z,"CN=marge-int.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",marge-int.post.ch,Post CH AG,marge-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,11c3249083f12019354e5f4ff6ff3544,ed7cf08e0957644f637722a900487173153c41ae085c41378b75837d9e79445f,ctls,marge-int.post.ch,443,https://marge-int.post.ch:443,https,Apache,text/html,GET,194.41.248.174,/,1694469138,194.41.248.174,HSTS,176,False,,,,,,,,,
maritzcx.post.ch,,200,32,maritzcx.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-12T23:59:59Z,CN=maritzcx.post.ch,maritzcx.post.ch,,maritzcx.post.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2e9d0fa7abe27efb1cd9abda593fa535,58622a689f268b535759bc11d99439e292b2f2b0e554a0c8f0a69f9e33e8d3ed,ctls,maritzcx.post.ch,443,https://maritzcx.post.ch:443,https,Apache,text/html,GET,54.93.143.18,/,-366337701,18.185.198.148,PHP:7.4.9,1,False,,,,,,,,,
marketresearch.post.ch,,200,,marketresearch.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-25T02:11:32Z,2023-06-23T02:11:31Z,CN=marketresearch.post.ch,marketresearch.post.ch,,swisspost.3uu.ch,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d1713faabe61e4837bb53b55c31b7e81,d36f31ef1a252c72840825437cd3515796a14b83775492fb91feb3f7a352bef4,ctls,marketresearch.post.ch,443,https://marketresearch.post.ch:443,https,,text/html,GET,52.28.67.141,/,1392782656,3.120.200.80,HSTS,1,False,,,,,,,,,
mdm.post.ch,,200,16032,mdm.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-12T09:30:05Z,2024-04-12T09:30:05Z,"CN=mdm.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",mdm.post.ch,Post CH AG,cs-mdm.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,c644ea2673d5bccd783535b054712aa7,339cc58dbb95d17bbab8f89cc7c177bec6803b281e6f715df877a2e6304a4925,ctls,mdm.post.ch,443,https://mdm.post.ch:443,https,,text/html,GET,18.158.156.67,/,321909464,18.158.156.67,Microsoft ASP.NET,357,False,,,,,https://mdm.post.ch/DeviceManagement/Enrollment/,,,,
meine-sendungen1.post.ch,Meine Sendungen,200,51710,meine-sendungen1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:46:02Z,2024-03-13T09:46:02Z,"CN=meine-sendungen.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",meine-sendungen.post.ch,Post CH AG,i-miei-invii3.posta.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,700c21e42f6aefc9fef9c22311e138ca,25f04c491c856abad1e125cdad165b7e56d70df236b4aab62635d6211d101491,ctls,meine-sendungen1.post.ch,443,https://meine-sendungen1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,Sitecore,1172,False,,,,,https://meine-sendungen1.post.ch/de,,,,
meine-sendungen2.post.ch,Meine Sendungen,200,51710,meine-sendungen2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:46:02Z,2024-03-13T09:46:02Z,"CN=meine-sendungen.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",meine-sendungen.post.ch,Post CH AG,i-miei-invii3.posta.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,700c21e42f6aefc9fef9c22311e138ca,25f04c491c856abad1e125cdad165b7e56d70df236b4aab62635d6211d101491,ctls,meine-sendungen2.post.ch,443,https://meine-sendungen2.post.ch:443,https,Delivery2,text/html,GET,194.41.190.122,/,1694469138,194.41.190.122,Sitecore,1172,False,,,,,https://meine-sendungen2.post.ch/de,,,,
microsites.post.ch,Microsites,200,43352,microsites.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:46:12Z,2024-03-13T09:46:12Z,"CN=microsites.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",microsites.post.ch,Post CH AG,microsites3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,6eaa1b0a2fd80d2f77454c94cabefb43,105f4b1f08465a8dd09951936d0d89e09301aeff695fb1786dca85d1b27f404b,ctls,microsites.post.ch,443,https://microsites.post.ch:443,https,Delivery2,text/html,GET,194.41.184.146,/,1694469138,194.41.184.146,Sitecore,871,False,,,,,https://microsites.post.ch/de,,,,
microsites1.post.ch,Microsites,200,43527,microsites1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:46:12Z,2024-03-13T09:46:12Z,"CN=microsites.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",microsites.post.ch,Post CH AG,microsites3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,6eaa1b0a2fd80d2f77454c94cabefb43,105f4b1f08465a8dd09951936d0d89e09301aeff695fb1786dca85d1b27f404b,ctls,microsites1.post.ch,443,https://microsites1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,Sitecore,874,False,,,,,https://microsites1.post.ch/de,,,,
microsites2.post.ch,Microsites,200,43527,microsites2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:46:12Z,2024-03-13T09:46:12Z,"CN=microsites.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",microsites.post.ch,Post CH AG,microsites3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,6eaa1b0a2fd80d2f77454c94cabefb43,105f4b1f08465a8dd09951936d0d89e09301aeff695fb1786dca85d1b27f404b,ctls,microsites2.post.ch,443,https://microsites2.post.ch:443,https,Delivery2,text/html,GET,194.41.190.122,/,1694469138,194.41.190.122,Sitecore,874,False,,,,,https://microsites2.post.ch/de,,,,
mint-extranet.post.ch,Die Post - HTTP Fehlerseite,401,5601,mint-extranet.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-12T08:56:29Z,2023-10-12T08:56:29Z,"CN=pladato-int.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",pladato-int.post.ch,Post CH AG,pladato-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,f8e37fd506d9721028a36e50a36bbe9e,b346f8f8ff2900ada68f7d6e00487c13baf2e383b747434d81c3e28f0b377410,ctls,mint-extranet.post.ch,443,https://mint-extranet.post.ch:443,https,Apache,text/html,GET,194.41.248.229,/,1694469138,194.41.248.229,HSTS,176,False,True,,,,,,,,
mit-int.post.ch,Die Post - HTTP Fehlerseite,404,4582,mit-int.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-04T06:08:32Z,2024-05-04T06:08:32Z,"CN=mit-int.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",mit-int.post.ch,Post CH AG,mit-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,e4d2cda57444550eeb93a84f848294d8,a41dcd3117c7f1d3426d1e11023a5ae8b1c800199878ac7d0d01aea5bfa15cf6,ctls,mit-int.post.ch,443,https://mit-int.post.ch:443,https,Apache,text/html,GET,194.41.248.67,/,1694469138,194.41.248.67,HSTS,157,False,,,,,,,,,
mit-test.post.ch,Die Post - HTTP Fehlerseite,404,4582,mit-test.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-04T06:08:53Z,2024-05-04T06:08:53Z,"CN=mit-test.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",mit-test.post.ch,Post CH AG,mit-test.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,7145f7dfcf2192577ed0fa7652279ae8,fc53741148c7a03501d436082caecfae7cf83e9cf1234454e221d1c14521f843,ctls,mit-test.post.ch,443,https://mit-test.post.ch:443,https,Apache,text/html,GET,194.41.248.125,/,1694469138,194.41.248.125,HSTS,157,False,,,,,,,,,
moba.post.ch,Die Post - HTTP Fehlerseite,404,4561,moba.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-16T08:19:10Z,2023-06-16T08:19:10Z,"CN=moba.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",moba.post.ch,Post CH AG,moba.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,19ee021cc652e28e4be147785c0badee,23cae1d869290e8026adc7bc7154be1d39ef8e078962921f0e822913bb6c9dc1,ctls,moba.post.ch,443,https://moba.post.ch:443,https,Apache,text/html,GET,194.41.184.30,/,318323496,194.41.184.30,HSTS,157,False,,,,,,,,,
mobile.extranet.post.ch,Die Post - HTTP Fehlerseite,404,4561,mobile.extranet.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-02T08:32:35Z,2023-06-02T08:32:35Z,"CN=mobile.extranet.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",mobile.extranet.post.ch,Post CH AG,mobile.extranet.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,85ced6672ad4f5b4fef841408efaabd4,d98451e4ea5943a1b4b830c04dd70c1888e738208ac8c484a5dfe2a494d4d085,ctls,mobile.extranet.post.ch,443,https://mobile.extranet.post.ch:443,https,Apache,text/html,GET,194.41.184.60,/,318323496,194.41.184.60,HSTS,157,False,,,,,,,,,
mobile.post.ch,Website | Die Post,200,101012,www.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T11:33:33Z,2024-01-30T11:33:33Z,"CN=www.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",www.post.ch,Post CH AG,post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,3b15690381858128fc472a62fda4ebbe,29096f79e2b15f4baa1afc09bf9cc0afbfc64a08151a96170bc868637f774c30,ctls,www.post.ch,80,http://mobile.post.ch:80,http,Delivery2,text/html,GET,194.41.184.144,/,1694469138,194.41.184.144,HSTS,1351,False,,,*.sas.com,,https://www.post.ch/de?shortcut=mobile-post-ch,,,,
mobilecodeservice-int.post.ch,Mobile Code Service,200,507,mobilecodeservice-int.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-04T06:09:05Z,2024-05-04T06:09:05Z,"CN=mobilecodeservice-int.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",mobilecodeservice-int.post.ch,Post CH AG,mobilecodeservice-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,fcc9f83b6cd88bc9179e03a9e1b5748f,fbe71d528da3df3675986dda11f2785bfc3ff32e839edd0b5cc89f2a1c837e43,ctls,mobilecodeservice-int.post.ch,443,https://mobilecodeservice-int.post.ch:443,https,Apache (proxied),text/html,GET,194.41.248.98,/,1694469138,194.41.248.98,HSTS,18,False,,,,,,,,,
mobilecodeservice.apis-dev.post.ch,Die Post - HTTP Fehlerseite,403,4258,mobilecodeservice.apis-dev.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-23T04:49:37Z,2023-06-23T04:49:37Z,"CN=mobilecodeservice.apis-dev.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",mobilecodeservice.apis-dev.post.ch,Post CH AG,mobilecodeservice.apis-dev.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,a4f62e7a6ed61ddcdd34c9346d8935ac,75c2caf569d57e72f0ff7df6b86fd3f9e65fa36116b422baca64ecfb2b82deda,ctls,mobilecodeservice.apis-dev.post.ch,443,https://mobilecodeservice.apis-dev.post.ch:443,https,Apache,text/html,GET,194.41.248.247,/,1694469138,194.41.248.247,HSTS,153,False,,,,,,,,,
mobilecodeservice.apis-int.post.ch,,404,40,mobilecodeservice.apis-int.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-23T04:50:46Z,2023-06-23T04:50:46Z,"CN=mobilecodeservice.apis-int.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",mobilecodeservice.apis-int.post.ch,Post CH AG,mobilecodeservice.apis-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,3c9164db4cad1d95e9d7757d195ada16,d8ce311c3d63cd865e5c33dfd5e7aeb71e36ede6864f98c788371345767428be,ctls,mobilecodeservice.apis-int.post.ch,443,https://mobilecodeservice.apis-int.post.ch:443,https,Apache (proxied),text/plain,GET,194.41.248.239,/,1694469138,194.41.248.239,HSTS,1,False,,,,,,,,,
mobilecodeservice.apis-test.post.ch,Die Post - HTTP Fehlerseite,403,4258,mobilecodeservice.apis-test.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-23T04:52:06Z,2023-06-23T04:52:06Z,"CN=mobilecodeservice.apis-test.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",mobilecodeservice.apis-test.post.ch,Post CH AG,mobilecodeservice.apis-test.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,1d2131ccd332fbd74d4c19706953ffff,2b972d7c0d0b1e41c3a62e0b8d2d17cd90541f7771c1090ba20cf43d9af058dd,ctls,mobilecodeservice.apis-test.post.ch,443,https://mobilecodeservice.apis-test.post.ch:443,https,Apache,text/html,GET,194.41.248.243,/,1694469138,194.41.248.243,HSTS,153,False,,,,,,,,,
mobilecodeservice.apis.post.ch,,404,40,mobilecodeservice.apis.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-23T04:51:23Z,2023-06-23T04:51:23Z,"CN=mobilecodeservice.apis.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",mobilecodeservice.apis.post.ch,Post CH AG,mobilecodeservice.apis.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,c3a5ac58cf295b07598747a57cd07c3f,cd1a09f3fe5dab7c2584039ec2eb4d5b98b7d73301015c2599944bf17b61f5e8,ctls,mobilecodeservice.apis.post.ch,443,https://mobilecodeservice.apis.post.ch:443,https,Apache (proxied),text/plain,GET,194.41.184.141,/,318323496,194.41.184.141,HSTS,1,False,,,,,,,,,
mobileint.extranet.post.ch,Die Post - HTTP Fehlerseite,404,4582,mobileint.extranet.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-08T09:41:55Z,2023-08-08T09:41:55Z,"CN=mobileint.extranet.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",mobileint.extranet.post.ch,Post CH AG,mobileint.extranet.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,d230480e46e6c3b3ad5ee296d60d5db9,0f6c0f471c3d0f50f9971902c58555ef9de5a406963009192ccd15e54cf900b9,ctls,mobileint.extranet.post.ch,443,https://mobileint.extranet.post.ch:443,https,Apache,text/html,GET,194.41.248.69,/,1694469138,194.41.248.69,HSTS,157,False,,,,,,,,,
mond.post.ch,,200,35,mond.post.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-04T12:34:40Z,2023-08-04T12:34:40Z,"CN=mond.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",mond.post.ch,Post CH AG,mond.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,bb6edd66f2c43a6c2edf12ac332b0dad,d9ed878f66547731881de0fff53a9a260435962604956c5ae6d2e5b64fae3d2b,ctls,mond.post.ch,443,https://mond.post.ch:443,https,,image/gif,GET,18.66.97.56,/,1857154093,18.66.97.34,HSTS,1,False,,,,,https://mond.post.ch/?Rdt=On,cloudfront,True,,
moodle.pa.post.ch,PostAuto Lernplattform: Hier können Sie sich anmelden,200,24312,moodle.pa.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-22T22:34:21Z,2023-06-20T22:34:20Z,CN=moodle.pa.post.ch,moodle.pa.post.ch,,www.moodle.pa.post.ch,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dad0a25c970fcba48e727c561ceb5125,0058b52ec69469023d81fad13e1445986bd89cc73e9f58feb079658204e99b58,ctls,moodle.pa.post.ch,443,https://moodle.pa.post.ch:443,https,nginx,text/html,GET,84.16.77.191,/,905535958,2001:1600:112::3:fc00,PHP,223,False,,,,,https://moodle.pa.post.ch/login/index.php,,,,
mova.post.ch,Die Post am «mova» | Die Post am «mova»,200,53186,mova.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-20T12:29:51Z,2024-04-20T12:29:51Z,"CN=mova.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",mova.post.ch,Post CH AG,mova2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,d62dec344bff097c7cbc047d4fa9d72b,9e82a1a7f51554ea7161ad916de6e27a3265dfd63e3b60ed3f677a687cf6e417,ctls,mova.post.ch,443,https://mova.post.ch:443,https,Delivery2,text/html,GET,194.41.184.146,/,1694469138,194.41.184.146,Sitecore,1116,False,,,,,https://mova.post.ch/de,,,,
mova1.post.ch,Die Post am «mova» | Die Post am «mova»,200,53232,mova1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-20T12:29:51Z,2024-04-20T12:29:51Z,"CN=mova.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",mova.post.ch,Post CH AG,mova2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,d62dec344bff097c7cbc047d4fa9d72b,9e82a1a7f51554ea7161ad916de6e27a3265dfd63e3b60ed3f677a687cf6e417,ctls,mova1.post.ch,443,https://mova1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,Sitecore,1116,False,,,,,https://mova1.post.ch/de,,,,
mova2.post.ch,Die Post am «mova» | Die Post am «mova»,200,53232,mova2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-20T12:29:51Z,2024-04-20T12:29:51Z,"CN=mova.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",mova.post.ch,Post CH AG,mova2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,d62dec344bff097c7cbc047d4fa9d72b,9e82a1a7f51554ea7161ad916de6e27a3265dfd63e3b60ed3f677a687cf6e417,ctls,mova2.post.ch,443,https://mova2.post.ch:443,https,Delivery2,text/html,GET,194.41.190.122,/,1694469138,194.41.190.122,Sitecore,1116,False,,,,,https://mova2.post.ch/de,,,,
mp24hub.apis-int.post.ch,,404,40,mp24hub.apis-int.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-12T08:47:18Z,2023-10-12T08:47:18Z,"CN=mp24hub.apis-int.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",mp24hub.apis-int.post.ch,Post CH AG,mp24hub.apis-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,389c525486bdeceb87f3840aaf079f52,36bcf04fa25036095a4a382677760de567e3871ad9a8bfdd77b923c4420d3e69,ctls,mp24hub.apis-int.post.ch,443,https://mp24hub.apis-int.post.ch:443,https,Apache (proxied),text/plain,GET,194.41.248.239,/,1694469138,194.41.248.239,HSTS,1,False,,,,,,,,,
mp24hub.apis-test.post.ch,,404,40,mp24hub.apis-test.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-12T08:52:09Z,2023-10-12T08:52:09Z,"CN=mp24hub.apis-test.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",mp24hub.apis-test.post.ch,Post CH AG,mp24hub.apis-test.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,0bb293d4d57496bc31f203d0f7360a0c,764df6b1959b70308b7e277d72e1ee164f1a2c492b6c01545dac86ad965865d9,ctls,mp24hub.apis-test.post.ch,443,https://mp24hub.apis-test.post.ch:443,https,Apache (proxied),text/plain,GET,194.41.248.243,/,1694469138,194.41.248.243,HSTS,1,False,,,,,,,,,
mp24hub.apis.post.ch,,404,40,mp24hub.apis.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-12T08:51:03Z,2023-10-12T08:51:03Z,"CN=mp24hub.apis.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",mp24hub.apis.post.ch,Post CH AG,mp24hub.apis.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,de9c7ec071729c31c5b796fac9221c51,fc23b6687b5930cd4b8f0731abee5efd6a95a7d46d63bb18dc8bdbeb5448f20c,ctls,mp24hub.apis.post.ch,443,https://mp24hub.apis.post.ch:443,https,Apache (proxied),text/plain,GET,194.41.184.141,/,318323496,194.41.184.141,HSTS,1,False,,,,,,,,,
msdemo.post.ch,Website | Die Post,200,100858,www.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T11:33:33Z,2024-01-30T11:33:33Z,"CN=www.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",www.post.ch,Post CH AG,post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,3b15690381858128fc472a62fda4ebbe,29096f79e2b15f4baa1afc09bf9cc0afbfc64a08151a96170bc868637f774c30,ctls,www.post.ch,443,https://msdemo.post.ch:443,https,Delivery3,text/html,GET,194.41.184.146,/,1694469138,194.41.184.146,HSTS,1348,False,,,*.sas.com,,https://www.post.ch/de,,,,
