new,host,mx,soa,status_code,a,aaaa,cname,txt,cdn,cdn-name,has_internal_ips,internal_ips,ns,caa
,mapservicedev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.63,,,,,,,,,
,marge-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.174,,,,,,,,,
,maritzcx.post.ch,,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"54.93.143.18, 18.185.198.148, 35.157.213.128",,survox-euc1-prod-alb-342367178.eu-central-1.elb.amazonaws.com,,,,,,,
,marketresearch.post.ch,"mx2.post.ch, mx1.post.ch","ns1.opst.de, support.variomedia.de",NOERROR,"3.120.200.80, 52.28.67.141, 35.158.213.72",,,v=spf1 mx include:spf.qb-feedback.com include:mcxplatform.de -all,,,,,"ns2.opst.de, ns1.opst.de",
,matam.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.165.44.22,,,,,,,,,
,match-int.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,match.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mdm.post.ch,,"ns-187.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,18.158.156.67,,"ds1059.awmdm.com, de01pgroup1.awmdm.com",,,,,,,
,mdmint.post.ch,,"ns-187.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,3.127.240.112,,"ds1200.awmdm.com, de01ugroup1.awmdm.com",,,,,,,
,meet.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mehralsworte.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,meine-sendungen1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,meine-sendungen2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,meine-sendungenint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,meine-sendungenint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,microsites.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,microsites1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,microsites2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,micrositesint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,micrositesint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,micrositesint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,mint-extranet.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.229,,,,,,,,,
,mit-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.67,,,,,,,,,
,mit-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.125,,,,,,,,,
,mls2dev.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mls2int.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,moba.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.30,,,,,,,,,
,mobafull.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mobalight.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mobile.extranet.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mobile.personalzeitung.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,80.72.140.93,,,,,,,,,
,mobile.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mobilecodeservice-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.98,,,,,,,,,
,mobilecodeservice.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,,apis-dev.post.ch,,,,,,,
,mobilecodeservice.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,,apis-int.post.ch,,,,,,,
,mobilecodeservice.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,,apis-test.post.ch,,,,,,,
,mobilecodeservice.apis.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,,apis-gslb.post.ch,,,,,,,
,mobileint.extranet.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.69,,,,,,,,,
,mobilertc.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mond.post.ch,,"ns-15.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,"18.66.97.56, 18.66.97.120, 18.66.97.34, 18.66.97.75",,mond-post-ch-cddc.at-o.net,,True,cloudfront,,,,
,moodle.pa.post.ch,,"ns1.liip.ch, hostmaster.liip.ch",NOERROR,"185.172.103.92, 84.16.77.191","2001:1600:112::3:fc00, 2001:1600:112::3:2400","moodle-postauto.clients.liip.ch, proxy.maas.liip.ch",,,,,,,
,mos.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mosint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mova.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,mova1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,mova2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,movaint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,movaint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,move-int.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,move.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mp24hub.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,,apis-int.post.ch,,,,,,,
,mp24hub.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,apis-test.post.ch,,,,,,,
,mp24hub.apis.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,,apis-gslb.post.ch,,,,,,,
,msdemo.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,msdemo2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,msdemoint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,msdemoint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mx.incamail-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mx1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,2a00:17c8::20a,,,,,,,,
,mx10.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mx11.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mx2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.135,2a00:17c8:0:8000::206,,,,,,,,
,mx3.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,2a00:17c8::20b,,,,,,,,
,mx4.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,84.246.232.138,2a00:17cf::205,,,,,,,,
,mx5.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,84.246.236.143,2a00:17cf:0:8000::20a,,,,,,,,
,mxo365.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mxseh.post.ch,"mxszf1.post.ch, mxszf2.post.ch, mxseh1.post.ch, mxseh2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mxszf.post.ch,"mxseh1.post.ch, mxszf1.post.ch, mxszf2.post.ch, mxseh2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,myit-dev.post.ch,,"edns140.ultradns.com, root.service-now.com",NOERROR,149.96.116.216,,postchagdev.service-now.com,,,,,,,
,myit.post.ch,,"edns140.ultradns.com, root.service-now.com",NOERROR,149.96.116.216,,postchag.service-now.com,,,,,,,
,mynp.sso.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mynp.ssoint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mypost24.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mys-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.112,,,,,,,,,
,mys-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.102,,,,,,,,,
,mys.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,apis-dev.post.ch,,,,,,,
,mys.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,,apis-int.post.ch,,,,,,,
,mys.apis.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,,apis-gslb.post.ch,,,,,,,
,mys.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.136,,,,,,,,,
,myworkspaceinet2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,n.account.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.188.72,,,,,,,,,
,n.accountds1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,ne-admin-test.evoting.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,ne-test.evoting.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,ne.evoting.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,nemo.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,,apis-dev.post.ch,,,,,,,
,nemo.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,,apis-test.post.ch,,,,,,,
,nemo.apis.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,,apis-gslb.post.ch,,,,,,,
,nemo.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,nemoauth-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.110,,,,,,,,,
,nemopilot.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,neos.advertising.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,92.42.187.91,,,,,,,,,
,nes.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,,apis-dev.post.ch,,,,,,,
,nes.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,,apis-int.post.ch,,,,,,,
,nes.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,,apis-test.post.ch,,,,,,,
,nes.apis.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,,apis-gslb.post.ch,,,,,,,
,netapp.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,netappint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.146,,,,,,,,,
,new.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,news-intern.post.ch,"mx-in-005.inxserver.de, mx-in-001.inxserver.de, mx-in-002.inxserver.de","ns1.domains.inxserver.com, hostmaster.inxserver.com",NOERROR,93.191.162.150,,,v=spf1 include:inxserver.com -all,,,,,"ns4.domains.inxserver.com, ns3.domains.inxserver.com, ns2.domains.inxserver.com, ns1.domains.inxserver.com","letsencrypt.org, ;"
,next.design-system.post.ch,,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"34.141.28.239, 34.141.72.9","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",swisspost-design-system-next.netlify.app,,True,google,,,,
,ngate3.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.144.139,,,,,,,,,
,ninja.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.27,,,,,,,,,
,notification.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,,apis-int.post.ch,,,,,,,
,notification.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,,apis-test.post.ch,,,,,,,
,notification.apis.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,,apis-gslb.post.ch,,,,,,,
,ocsp.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.198,,,,,,,,,
,ocsweb.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,ocswebt.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,olisi1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,omi-int.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,omi-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,opera.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,,apis-dev.post.ch,,,,,,,
,opera.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,,apis-test.post.ch,,,,,,,
,opera.apis.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,,apis-gslb.post.ch,,,,,,,
,order-on-demand.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,org-tool-int.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,org-tool-test.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,org-tool.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,orgtool-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.85,,,,,,,,,
,orgtool-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.126,,,,,,,,,
,orgtool.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.93,,,,,,,,,
,ortwortspiel.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,outlook.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.159.24,,,,,,,,,
,outproxy2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,pa-be.externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.163,,,,,,,,,
,pa-cms.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,pbizboard-gls-int.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,pbizboard-gls.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,pccweb.apitest.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.252.139,,,,,,,,,
,pensionierte.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.85,,,,,,,,,
,personalzeitung.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.144,,,,,,,,,
,personas.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,78.46.68.11,,,,,,,,,
,pes.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.178,,,,,,,,,
,pfwiki.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.13,,,,,,,,,
,pilot-directcalendar.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,pit.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,pit1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,pit2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,pitint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,pitint1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,place-poste-delemont1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,place-poste-delemont2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,place-poste-delemontint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,place-poste-delemontint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,placesint-old.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.49,,,,,,,,,
,pladato-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.232,,,,,,,,,
,pladato.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,planon-i.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.52,,,,,,,,,
,planon-t.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.50,,,,,,,,,
,pmf-web-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.48,,,,,,,,,
,pmf-web.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.34,,,,,,,,,
,politik.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,portal.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,portal1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,portal2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,portalint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,portalint1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,portalint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.148,2a00:17c8:0:103::20a,,,,,,,"dns2.post.ch, dns3.post.ch, dns4.post.ch, dns1.post.ch",
,postappstore.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,postauto-app-test.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,postcardcreator.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.173,,,,,,,,,
,postcompanycars.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,postcompanycars2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,postcompanycarsint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,postcompanycarsint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,postcompanycarsint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,postdoc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,52.208.179.40,,,,,,,,,
,posteingangsscanning.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,posteingangsscanning2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,posteingangsscanningint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,posteingangsscanningint1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,posteingangsscanningint2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,postidea.post.ch,,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"3.66.241.133, 18.196.74.196",,"postidea-post-ch.qmarkets-dns.org, de03-alb-642495027.eu-central-1.elb.amazonaws.com",,,,,,,
,postnetz1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,postnetzint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,postnetzint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,postorama.post.ch,88.198.12.204,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,v=spf1 a mx ip4:88.198.12.204 include:amazonses.com ~all,,,,,,
,posttranslate.post.ch,,"ns-1353.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,195.15.240.242,,swisspost.mysystran.com,,,,,,,
,postweb.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,postweb1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,postwebint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,postwebint1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,postzone.extern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.108,,,,,,,,,
,postzone.externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.114,,,,,,,,,
,postzone.post.ch,,"ns1.liip.ch, hostmaster.liip.ch",NOERROR,"84.16.77.191, 185.172.103.92","2001:1600:112::3:fc00, 2001:1600:112::3:2400","moodle-postzone.clients.liip.ch, proxy.maas.liip.ch",,,,,,,
,ppm.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.144,,,,,,,,,
,praktisch-post-weihnachtswettbewerbint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,praktisch-post-weihnachtswettbewerbint1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,praktisch-post-weihnachtswettbewerbint2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,praktisch-post-wettbewerb2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,praktisch-post-wettbewerbint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,praktisch-post-wettbewerbint2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,promopost.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.104,,,,,,,,,
,promopostint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.63,,,,,,,,,
,promoposttoolint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,psc-dev.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,psc-int.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,psc.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,pscauthor.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,publications.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,publiposte-int.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,publiposte.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,pwlan.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,pwwex.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,pwwexint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.194.10,,,,,,,,,
,pwwssl.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,qcimt.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,qcimtint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
