new,host,a,cname,mx,soa,ns,txt,caa,status_code,aaaa
[x],17-121-113-91.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns23.cloudns.net, gns21.cloudns.net, gns22.cloudns.net","apple-domain-verification=p4IYUqjmTB4BXLwx, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, MS=ms90901364, Dv9-b7p-47M, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA","letsencrypt.org, sectigo.com",NOERROR,
[x],17-121-116-38.search.qwant.com,"194.187.168.99, 185.136.96.98, 185.136.97.98, 185.136.98.98, 185.136.99.98",qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns22.cloudns.net, gns24.cloudns.net, gns21.cloudns.net, gns23.cloudns.net","apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, Dv9-b7p-47M, MS=ms90901364, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","letsencrypt.org, sectigo.com",NOERROR,
[x],17-121-116-72.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net","Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","letsencrypt.org, sectigo.com",NOERROR,
[x],17-121-117-27.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net","Dv9-b7p-47M, MS=ms90901364, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, apple-domain-verification=p4IYUqjmTB4BXLwx, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","letsencrypt.org, sectigo.com",NOERROR,
[x],17-121-117-36.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns24.cloudns.net, gns23.cloudns.net","MS=ms90901364, Dv9-b7p-47M, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","sectigo.com, letsencrypt.org",NOERROR,
[x],17-121-117-99.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns23.cloudns.net, gns22.cloudns.net, gns21.cloudns.net","apple-domain-verification=p4IYUqjmTB4BXLwx, Dv9-b7p-47M, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, MS=ms90901364","letsencrypt.org, sectigo.com",NOERROR,
[x],17-121-118-22.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns22.cloudns.net, gns23.cloudns.net, gns21.cloudns.net, gns24.cloudns.net","google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, MS=ms90901364, Dv9-b7p-47M, apple-domain-verification=p4IYUqjmTB4BXLwx, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","sectigo.com, letsencrypt.org",NOERROR,
[x],17-121-118-56.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns21.cloudns.net, gns24.cloudns.net, gns22.cloudns.net","v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, MS=ms90901364, Dv9-b7p-47M, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, apple-domain-verification=p4IYUqjmTB4BXLwx","letsencrypt.org, sectigo.com",NOERROR,
[x],17-121-119-36.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns21.cloudns.net","v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, MS=ms90901364, Dv9-b7p-47M, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA","sectigo.com, letsencrypt.org",NOERROR,
[x],17-121-119-36.search.qwant.com,,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns21.cloudns.net","apple-domain-verification=p4IYUqjmTB4BXLwx, Dv9-b7p-47M, MS=ms90901364, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA",,NOERROR,
[x],17-121-119-39.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net","apple-domain-verification=p4IYUqjmTB4BXLwx, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, Dv9-b7p-47M, MS=ms90901364","letsencrypt.org, sectigo.com",NOERROR,
[x],17-121-119-64.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns22.cloudns.net, gns21.cloudns.net, gns24.cloudns.net","google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, Dv9-b7p-47M, apple-domain-verification=p4IYUqjmTB4BXLwx, MS=ms90901364","letsencrypt.org, sectigo.com",NOERROR,
[x],17-121-120-4.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net","Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","letsencrypt.org, sectigo.com",NOERROR,
[x],17-121-120-83.search.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net","Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","letsencrypt.org, sectigo.com",NOERROR,
[x],17-121-122-59.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns24.cloudns.net, gns23.cloudns.net, gns22.cloudns.net",,"sectigo.com, letsencrypt.org",NOERROR,
[x],17-121-123-87.qwantbot-178-168-187-194.qwant.com,"194.187.168.99, 185.136.96.98, 185.136.97.98, 185.136.98.98, 185.136.99.98",qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns23.cloudns.net, gns21.cloudns.net, gns22.cloudns.net","Dv9-b7p-47M, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx","letsencrypt.org, sectigo.com",NOERROR,
[x],17-121-124-0.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net","Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","letsencrypt.org, sectigo.com",NOERROR,
[x],17-121-124-31.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net","MS=ms90901364, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, Dv9-b7p-47M, apple-domain-verification=p4IYUqjmTB4BXLwx","letsencrypt.org, sectigo.com",NOERROR,
[x],17-121-124-53.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,,,"gns21.cloudns.net, gns22.cloudns.net, gns24.cloudns.net, gns23.cloudns.net",,"sectigo.com, letsencrypt.org",NOERROR,
[x],17-121-124-57.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns21.cloudns.net","google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, MS=ms90901364, Dv9-b7p-47M, apple-domain-verification=p4IYUqjmTB4BXLwx, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","sectigo.com, letsencrypt.org",NOERROR,
[x],17-121-124-78.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns24.cloudns.net, gns21.cloudns.net, gns22.cloudns.net","Dv9-b7p-47M, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, MS=ms90901364, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, apple-domain-verification=p4IYUqjmTB4BXLwx","sectigo.com, letsencrypt.org",NOERROR,
[x],17-121-126-42.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns22.cloudns.net, gns21.cloudns.net, gns23.cloudns.net, gns24.cloudns.net","v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, apple-domain-verification=p4IYUqjmTB4BXLwx, Dv9-b7p-47M, MS=ms90901364","sectigo.com, letsencrypt.org",NOERROR,
[x],17-121-126-46.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,,"gns24.cloudns.net, gns21.cloudns.net, gns23.cloudns.net, gns22.cloudns.net",,"sectigo.com, letsencrypt.org",NOERROR,
[x],17-121-127-9.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns23.cloudns.net, gns24.cloudns.net, gns22.cloudns.net","MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, Dv9-b7p-47M","letsencrypt.org, sectigo.com",NOERROR,
[x],17-5.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns22.cloudns.net, gns24.cloudns.net, gns21.cloudns.net, gns23.cloudns.net","Dv9-b7p-47M, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, apple-domain-verification=p4IYUqjmTB4BXLwx, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, MS=ms90901364","sectigo.com, letsencrypt.org",NOERROR,
[x],17-58-101-65.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns24.cloudns.net, gns22.cloudns.net, gns21.cloudns.net","MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, Dv9-b7p-47M, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","sectigo.com, letsencrypt.org",NOERROR,
[x],17-58-102-11.search.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net","Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","letsencrypt.org, sectigo.com",NOERROR,
[x],1a.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns24.cloudns.net, gns22.cloudns.net, gns23.cloudns.net","v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, MS=ms90901364, Dv9-b7p-47M, apple-domain-verification=p4IYUqjmTB4BXLwx","letsencrypt.org, sectigo.com",NOERROR,
[x],1upii44.search.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net",,"MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, Dv9-b7p-47M, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA",,NOERROR,
[x],35.qwantbot-178-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,,,,,NOERROR,
[x],41.qwantbot-178-168-187-194.qwant.com,"194.187.168.99, 185.136.96.98, 185.136.97.98, 185.136.98.98, 185.136.99.98",qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns22.cloudns.net, gns21.cloudns.net, gns23.cloudns.net","Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","sectigo.com, letsencrypt.org",NOERROR,
