new,host,a,mx,soa,txt,status_code,aaaa,cdn,cdn-name,ns,cname,has_internal_ips,internal_ips
,acceptacc.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,acceptatie-bin.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,acceptatie-demo-dal12.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,
,acceptatie-demo.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,acceptatie-mediaconfig-helpdesk.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,acceptatie-pl.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,acceptatie-postmanbackups-www-test.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,acceptatie-users.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,acceptatie-vodafone.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,acceptatiealpha.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,acceptatiecorpsonos.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,acceptatieedge37.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,acceptfms4.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,acceptfms5.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,acceptfrancisationenligne.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,acceptm.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,acceptsalesbetatemp-exchangedns.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-alpha-jirasite.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-backup-start-clients.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-clients-git.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-configsales-csdockerintra-backups-www-test.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-customers-backupconfig.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-dbs-git.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-defaultproduction.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-developer-uploadspanel.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-downloads-helporigin.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-dvt-aws-poc-video.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-en.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-fc8-2.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-fms2.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-fms4.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-gatewaymember-config.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-intra.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-ipv4support-corp.newsletter.bitkub.com,,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-jrss-215-71-3-38.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-kottonyofficial.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-master-mirror-my-oceania.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-milter2.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-o15.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-office-clients-stats-corp.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-pkaam.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-portali-dir.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-private-a172-224-193-71.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-repos.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-system-private-userredirectdoc-corporate.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-teamconfig-root-repository-postgresmx.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-test-esa.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-updatevideo-my.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,access-ws.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessa-tracc.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessacc.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessblf.newsletter.bitkub.com,,,"dolly.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,
,accesscachealpha-uploads-static-backup-accept-domain.newsletter.bitkub.com,,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessconnectedcommunities.newsletter.bitkub.com,,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,
,accessdaws-0-89.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessdebug.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,
,accesselasticbeanstalk.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessexternalimgshare.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessfms2.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accesshelps.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessint-users.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessminerva.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessmirrornew-corp.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessnsoc-cd-web.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessnum-qa.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accesso.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accesspediatrics.newsletter.bitkub.com,,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,
,accesspreferences.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessredirectdoc-corporate.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessremote.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessrn-together-prod.newsletter.bitkub.com,,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessrtb.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accesssslvpn-m.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accesssslvpnrouter.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessstatgitvpn.newsletter.bitkub.com,,,"dolly.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,
,accessteam.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accessv4-helpdeskrepository.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accesswww0master.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,acceuwest.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-add-missi-vyo4account-automate-fd0n5lf.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-alphacorporate.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-api-panel.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-blueicem2a.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-cachecmscustomersuser-v4-englishmediaconfig-helpdesk.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-cp-csimgshare.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-customers-gcp-jiratunnel-mx.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-db2-engarchivecorp.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-dbmscache.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-dcm.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-demo-apiconfig-share.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-engineering-hostsso-miembros.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-exchange.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-intconfig.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-jenkins-statusportalstatus-db2-corp.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-jenkinsmaster.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-meet-signup.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-monitoring-configstorebackups-www-test.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-origin.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-prfws-lv.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-rcc-mdm.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-s3-csbackupconfig.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-securelive.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-siriv2.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-source-content-prod.newsletter.bitkub.com,,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-statusslave-us.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-temp-wwwm-exchangedns.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-tulyakul.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-upload-tempb2b-trackjiratunnel-mx.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-userredirectdoc-corporate.newsletter.bitkub.com,,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-v3-connect-accept-archivecorp.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-v3-postgresql-paymentsstorage.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,account-webservices.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accountacc-backupsauth-antiviruspre.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accountacc.newsletter.bitkub.com,,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accountalpha-awspaymentsstorage.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accountapipreferences-ci-wwwm.newsletter.bitkub.com,,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accountariemonn.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accountart.newsletter.bitkub.com,,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accountbackup-temp-exchangedns.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accountblog-config.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accountbucketsslvpn.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accountclientsauth-mirror-my-oceania.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accountcolumbus-assets.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accountconfig-helporigin.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accountcustomerseuropelog-b2bsystem.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accountd37cunkgihswbz.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accountenglishassets-defaultproduction.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
,accounterror-mobile.newsletter.bitkub.com,104.160.76.55,smtp1-in.getresponse360.com,"dolly.ns.cloudflare.com, dns.cloudflare.com",v=spf1 mx a include:_spf.getresponse.com -all,NOERROR,,,,,,,
