input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,final_url
ebill.rmcs.dev.finra.org,,403,243,ebill.rmcs.dev.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-22T23:52:53Z,2023-10-21T00:51:47Z,CN=ebill.rmcs.dev.finra.org,ebill.rmcs.dev.finra.org,,ebill.rmcs.dev.finra.org,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,13410b7b5581a50b9defc3e2ef81fea3,8fe6c4133e07b57ac86637597e7100be22752d8a47599765366720e5dd741f91,,ctls,ebill.rmcs.dev.finra.org,cloudflare,443,https://ebill.rmcs.dev.finra.org:443,https,cloudflare,application/xml,GET,104.18.16.19,/,-1293236135,2606:4700::6812:1013,HSTS,2,False,True,,*.google.com,
ebill3.qa.finra.org,,404,,ebill3.qa.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-02T00:00:00Z,2024-01-02T23:59:59Z,"CN=ebill3.qa.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ebill3.qa.finra.org,"Cloudflare, Inc.",ebill3.qa.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",279d58b3c94dbde02e5c1ca9ac0b7519,2fe7d215c54b37210ad2758cba9aabfc757df6b31991839965e109ca35771a3d,,ctls,ebill3.qa.finra.org,cloudflare,443,https://ebill3.qa.finra.org:443,https,cloudflare,,GET,104.18.20.138,/,-1840324437,2606:4700::6812:158a,Cloudflare Bot Management,1,False,True,,,
ebill5.qa.finra.org,,404,,ebill5.qa.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-04-21T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",596d6978f713a9e2d800df0db1f6286b,0cd77edf8462a16a5388a8e0d7725987145029cea79770251edf1e1d42eabd7d,,ctls,ebill5.qa.finra.org,cloudflare,443,https://ebill5.qa.finra.org:443,https,cloudflare,,GET,104.18.14.235,/,-1840324437,2606:4700::6812:eeb,Cloudflare Bot Management,1,False,True,,,
ebillint.fss.qa.finra.org,Please Wait While Redirecting to Login page,200,1674,ews-qaint.fip.qa.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-05T00:00:00Z,2023-12-05T23:59:59Z,"CN=ews-qaint.fip.qa.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews-qaint.fip.qa.finra.org,"Cloudflare, Inc.",*.ews-qaint.fip.qa.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5fa6ccb3f2f14685de92b167e5dd5288,c6713fc47b60f9b8fadaed987311df00241139699fb4186645809db8cad0aa5b,True,ctls,ews-qaint.fip.qa.finra.org,cloudflare,443,https://ebillint.fss.qa.finra.org:443,https,cloudflare,text/html,GET,104.18.27.20,/,2030661045,2606:4700::6812:1a14,HSTS,66,False,True,,https://finra.dev.amelia.com,https://ews-qaint.fip.qa.finra.org/fip/?realm=ews&goto=https://ebillint.fss.qa.finra.org:443/
ebilluat.fss.qa.finra.org,Please Wait While Redirecting to Login page,200,1674,ews-qaint.fip.qa.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-05T00:00:00Z,2023-12-05T23:59:59Z,"CN=ews-qaint.fip.qa.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews-qaint.fip.qa.finra.org,"Cloudflare, Inc.",*.ews-qaint.fip.qa.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5fa6ccb3f2f14685de92b167e5dd5288,c6713fc47b60f9b8fadaed987311df00241139699fb4186645809db8cad0aa5b,True,ctls,ews-qaint.fip.qa.finra.org,cloudflare,443,https://ebilluat.fss.qa.finra.org:443,https,cloudflare,text/html,GET,104.18.10.76,/,2030661045,2606:4700::6812:b4c,HSTS,66,False,True,,https://finra.dev.amelia.com,https://ews-qaint.fip.qa.finra.org/fip/?realm=ews&goto=https://ebilluat.fss.qa.finra.org:443/
edit.dev.developer.finra.org,,403,16,edit.dev.developer.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-05T05:58:20Z,2023-09-03T06:57:18Z,CN=edit.dev.developer.finra.org,edit.dev.developer.finra.org,,edit.dev.developer.finra.org,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,7c9b7ba7a69421d78d9375d49290014f,4c8186142d0262a0b3af36030b2e62d478f533cbcc927fee03d4b16ce7ed366a,,ctls,edit.dev.developer.finra.org,cloudflare,443,https://edit.dev.developer.finra.org:443,https,cloudflare,text/plain,GET,104.18.24.3,/,1268003052,2606:4700::6812:1903,Cloudflare Bot Management,1,False,True,,,
edit.developer.finra.org,,403,16,edit.developer.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=edit.developer.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",edit.developer.finra.org,"Cloudflare, Inc.",edit.developer.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",087553ff2d1c60cc7aa0c7a892e0c2c2,c86561c937a30f4a7d928b678c2d7a54cb6d1cfdbea0b3fe0ae0809b74c52ea7,,ctls,edit.developer.finra.org,cloudflare,443,https://edit.developer.finra.org:443,https,cloudflare,text/plain,GET,104.18.2.50,/,1268003052,2606:4700::6812:332,Cloudflare Bot Management,1,False,True,,,
edit.stage.acquia.finra.org,,403,16,edit.stage.acquia.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T15:42:49Z,2023-09-24T16:41:46Z,CN=edit.stage.acquia.finra.org,edit.stage.acquia.finra.org,,edit.stage.acquia.finra.org,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,5935a6db3cdbb50108a9b3cc607f0621,ef4805115e13b02ad7ac30a0aef5ef30906c72243cdc074d2f0f748ee9d927ed,,ctls,edit.stage.acquia.finra.org,cloudflare,443,https://edit.stage.acquia.finra.org:443,https,cloudflare,text/plain,GET,104.18.31.87,/,1268003052,2606:4700::6812:1e57,Cloudflare Bot Management,1,False,True,,,
emergency.finra.org,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://emergency.finra.org:80,http,cloudflare,text/plain,GET,104.18.30.204,/,1000520165,2606:4700::6812:1fcc,Cloudflare,1,False,True,,,
enterprise-ext.finra.org,503 Service Temporarily Unavailable,503,162,enterprise-ext.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=enterprise-ext.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",enterprise-ext.finra.org,"Cloudflare, Inc.",enterprise-ext.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5fe250ba60913321cb1c14136c87d103,9a09957ddc1cb9fa0e21da36abac47ba6467e2ae3dab44b29548c615dfb89d69,,ctls,enterprise-ext.finra.org,cloudflare,443,https://enterprise-ext.finra.org:443,https,cloudflare,text/html,GET,104.18.26.134,/,1862162275,2606:4700::6812:1b86,HSTS,7,False,True,,,
enterpriseregistration.finra.org,Service,404,1565,enterpriseregistration.finra.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-03T00:00:00Z,2024-07-03T23:59:59Z,"CN=graph.windows.net, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",graph.windows.net,Microsoft Corporation,sts.windows.net,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,e7df1f16e52638c1dfeed42ec0ca9590,2ac4f3864729a635125d556395e9307bc2967b6675fdc970a1d9e7daad887c7f,True,ctls,enterpriseregistration.finra.org,azure,443,https://enterpriseregistration.finra.org:443,https,,text/html,GET,40.126.32.129,/,-2070773535,2603:1026:3000:150::3,HSTS,14,False,True,True,,
epay.finra.org,FINRA E-Bill | FINRA.org,200,92607,www.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=www.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.finra.org,"Cloudflare, Inc.",www.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1b50c81ef9d284ecfb5644b522f10ecd,de26464ec90d2e3e7d58438c6d6c150397fe10653b33d52ecd8853928d357dbf,,ctls,www.finra.org,,443,https://epay.finra.org:443,https,cloudflare,text/html,GET,3.89.170.120,/,-795155276,34.230.227.67,Varnish,795,False,,,,https://www.finra.org/filing-reporting/e-bill
esp-ext.dr.finra.org,503 Service Temporarily Unavailable,503,162,esp-ext.dr.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-07T00:00:00Z,2024-01-07T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",esp-ext.dr.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6130efd786035cda72a547f5fc97617c,2d5fc5adaba4ab6fd0367d90f2ad2b6c494a84b390a7c11b4b6afdb3082cc9a5,,ctls,esp-ext.dr.finra.org,cloudflare,443,https://esp-ext.dr.finra.org:443,https,cloudflare,text/html,GET,104.18.1.161,/,1862162275,2606:4700::6812:a1,Cloudflare Bot Management,7,False,True,,,
esp-ext.finra.org,Please Wait While Redirecting to Login page,200,1674,ews.fip.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=ews.fip.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews.fip.finra.org,"Cloudflare, Inc.",ews.fip.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",94ed9a5110da367cf92699100d9b548d,38de7855aa911834ebdd6095e2893ec5bfaf948b800ebb2a88e3de236a150b97,,ctls,ews.fip.finra.org,cloudflare,443,https://esp-ext.finra.org:443,https,cloudflare,text/html,GET,104.18.20.110,/,2030661045,2606:4700::6812:156e,HSTS,66,False,True,,*.finra.org,https://ews.fip.finra.org/fip/?realm=ews&goto=https://esp-ext.finra.org:443/
esp-ext.qa.finra.org,Please Wait While Redirecting to Login page,200,1674,ews-qaint.fip.qa.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-05T00:00:00Z,2023-12-05T23:59:59Z,"CN=ews-qaint.fip.qa.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews-qaint.fip.qa.finra.org,"Cloudflare, Inc.",*.ews-qaint.fip.qa.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5fa6ccb3f2f14685de92b167e5dd5288,c6713fc47b60f9b8fadaed987311df00241139699fb4186645809db8cad0aa5b,True,ctls,ews-qaint.fip.qa.finra.org,cloudflare,443,https://esp-ext.qa.finra.org:443,https,cloudflare,text/html,GET,104.18.16.121,/,2030661045,2606:4700::6812:1179,HSTS,66,False,True,,https://finra.dev.amelia.com,https://ews-qaint.fip.qa.finra.org/fip/?realm=ews&goto=https://esp-ext.qa.finra.org:443/
ews-assets-int.qa.finra.org,Origin DNS error | ews-assets-int.qa.finra.org | Cloudflare,530,6232,ews-assets-int.qa.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-02T00:00:00Z,2024-01-02T23:59:59Z,"CN=ews-assets-int.qa.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews-assets-int.qa.finra.org,"Cloudflare, Inc.",ews-assets-int.qa.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a3ed02128aa4a9a5bbe6604d31179410,090eb8f35711969f0959abd150b0a56121caede09870b7679f5e03ea734ae13f,,ctls,ews-assets-int.qa.finra.org,cloudflare,443,https://ews-assets-int.qa.finra.org:443,https,cloudflare,text/html,GET,104.18.24.25,/,718973632,2606:4700::6812:1819,Cloudflare,92,False,True,,,
ews-assets.finra.org,Origin DNS error | ews-assets.finra.org | Cloudflare,530,6211,ews-assets.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=ews-assets.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews-assets.finra.org,"Cloudflare, Inc.",ews-assets.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b22c35895e48221367b71cec204fa2a3,5fbbc8da7abb771d413c6fc15ab59b0758dd18a83531f4338279d1f8de74dd25,,ctls,ews-assets.finra.org,cloudflare,443,https://ews-assets.finra.org:443,https,cloudflare,text/html,GET,104.18.21.116,/,1926243917,2606:4700::6812:1474,Cloudflare,92,False,True,,,
ews-assets.qa.finra.org,Origin DNS error | ews-assets.qa.finra.org | Cloudflare,530,6220,ews-assets.qa.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-02T00:00:00Z,2024-01-02T23:59:59Z,"CN=ews-assets.qa.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews-assets.qa.finra.org,"Cloudflare, Inc.",ews-assets.qa.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1231909c4560a3c5155b0a9ea79533a4,6b7ceb0e02d07d2ab1331a042801b42b3589d69f2caafdcabfb7aeef8c9ef405,,ctls,ews-assets.qa.finra.org,cloudflare,443,https://ews-assets.qa.finra.org:443,https,cloudflare,text/html,GET,104.18.23.97,/,-89137399,2606:4700::6812:1661,Cloudflare,92,False,True,,,
ews-devint.fip.dev.finra.org,FINRA: Error Forbidden,403,4995,ews-devint.fip.dev.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-02-03T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",ews-devint.fip.dev.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab48bb2ab2e5a8e75774e3fe30b356e2,c940f67d4d91bec2028d158a8729e911fe9960d0fbda6a1f0edd122fe7a8bbed,,ctls,ews-devint.fip.dev.finra.org,cloudflare,443,https://ews-devint.fip.dev.finra.org:443,https,cloudflare,text/html,GET,104.18.18.201,/,1706816788,2606:4700::6812:13c9,Cloudflare Bot Management,187,False,True,,,
ews-public.fip.dr.finra.org,FINRA: Error Forbidden,403,4995,ews-public.fip.dr.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-02T21:53:56Z,2023-09-30T22:52:51Z,CN=ews-public.fip.dr.finra.org,ews-public.fip.dr.finra.org,,ews-public.fip.dr.finra.org,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a65138fa83214fabaa7ee56a26d1c4c0,7e3f5e2211bc9edd442b307ea37f5b02584d012cd60890db9cf18019b17acc25,,ctls,ews-public.fip.dr.finra.org,cloudflare,443,https://ews-public.fip.dr.finra.org:443,https,cloudflare,text/html,GET,104.18.2.123,/,1706816788,2606:4700::6812:27b,Cloudflare Bot Management,187,False,True,,,
ews-qaint.fip.finra.org,FINRA: Error Forbidden,403,4995,ews-qaint.fip.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=ews-qaint.fip.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews-qaint.fip.finra.org,"Cloudflare, Inc.",ews-qaint.fip.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4b42a2ecad0c2aa2bca014767e8c4dd3,8cae2576abae03d90717dc4378b7d7fd9e31eb63bf180643b2854950f9a11109,True,ctls,ews-qaint.fip.finra.org,cloudflare,443,https://ews-qaint.fip.finra.org:443,https,cloudflare,text/html,GET,104.18.15.194,/,1706816788,2606:4700::6812:fc2,Cloudflare Bot Management,187,False,True,,,
ews-qaint.fip.qa.dr.finra.org,FINRA: Error Forbidden,403,4995,ews-qaint.fip.qa.dr.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-11-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",ews-qaint.fip.qa.dr.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",139f7151dbd354f4e9365400e580b15f,041f38d2dcffc85d34e388d43b39bdffafe44eb6f41993e4cc68409dc0275aa8,,ctls,ews-qaint.fip.qa.dr.finra.org,cloudflare,443,https://ews-qaint.fip.qa.dr.finra.org:443,https,cloudflare,text/html,GET,104.18.26.4,/,1706816788,2606:4700::6812:1b04,Cloudflare Bot Management,187,False,True,,,
ews-qaint.fip.qa.finra.org,FINRA: Error Forbidden,403,4995,ews-qaint.fip.qa.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-05T00:00:00Z,2023-12-05T23:59:59Z,"CN=ews-qaint.fip.qa.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews-qaint.fip.qa.finra.org,"Cloudflare, Inc.",*.ews-qaint.fip.qa.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5fa6ccb3f2f14685de92b167e5dd5288,c6713fc47b60f9b8fadaed987311df00241139699fb4186645809db8cad0aa5b,True,ctls,ews-qaint.fip.qa.finra.org,cloudflare,443,https://ews-qaint.fip.qa.finra.org:443,https,cloudflare,text/html,GET,104.18.28.104,/,1706816788,2606:4700::6812:1d68,Cloudflare Bot Management,187,False,True,,,
ews.dr.finra.org,,403,16,ews.dr.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-20T00:00:00Z,2024-01-20T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",ews.dr.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9ea478e5d4b5d1fda16deeb796af4dae,ced024c8220b3474f785df10eb63337c34436694f1f9f9c2670fd7df283c39f9,,ctls,ews.dr.finra.org,cloudflare,443,https://ews.dr.finra.org:443,https,cloudflare,text/plain,GET,104.18.2.10,/,1268003052,2606:4700::6812:30a,Cloudflare Bot Management,1,False,True,,,
ews.finra.org,FINRA - Server Puzzled,404,2948,ews.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=ews.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews.finra.org,"Cloudflare, Inc.",ews.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a6ee181dccd20d16e95b94004ead9f33,6d195ada02c3ac00890c6ee70d8d0b9cf9df83db9f16fbc91527a965a0f7e31d,,ctls,ews.finra.org,cloudflare,443,https://ews.finra.org:443,https,cloudflare,,GET,104.18.17.242,/,-1465416637,2606:4700::6812:11f2,HSTS,87,False,True,,,https://ews.finra.org:443/maintenance
ews.fip.finra.org,FINRA: Error Forbidden,403,4995,ews.fip.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=ews.fip.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews.fip.finra.org,"Cloudflare, Inc.",ews.fip.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",94ed9a5110da367cf92699100d9b548d,38de7855aa911834ebdd6095e2893ec5bfaf948b800ebb2a88e3de236a150b97,,ctls,ews.fip.finra.org,cloudflare,443,https://ews.fip.finra.org:443,https,cloudflare,text/html,GET,104.18.9.233,/,1706816788,2606:4700::6812:9e9,Cloudflare Bot Management,187,False,True,,,
ews.firms.finra.org,FINRA - Server Puzzled,404,2948,ews.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=ews.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews.finra.org,"Cloudflare, Inc.",ews.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a6ee181dccd20d16e95b94004ead9f33,6d195ada02c3ac00890c6ee70d8d0b9cf9df83db9f16fbc91527a965a0f7e31d,,ctls,ews.finra.org,cloudflare,443,https://ews.firms.finra.org:443,https,cloudflare,,GET,104.18.0.113,/,-1465416637,2606:4700::6812:171,HSTS,87,False,True,,,https://ews.finra.org:443/maintenance
ews.int.finra.org,FINRA - Server Puzzled,404,2948,ews.int.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-03T00:00:00Z,2024-01-03T23:59:59Z,"CN=ews.int.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews.int.finra.org,"Cloudflare, Inc.",ews.int.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",94b14d44c4488b8237e2a47164a5845c,6cf9b5a4369dcfdf9fff48f56d6a3a0b019cc1a37ed8d572895c1e9a7717dbd2,,ctls,ews.int.finra.org,cloudflare,443,https://ews.int.finra.org:443,https,cloudflare,,GET,104.18.28.70,/,-1465416637,2606:4700::6812:1d46,HSTS,87,False,True,,,https://ews.int.finra.org:443/maintenance
ews.qa.dr.finra.org,,403,16,ews.qa.dr.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-02T00:00:00Z,2024-01-02T23:59:59Z,"CN=ews.qa.dr.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews.qa.dr.finra.org,"Cloudflare, Inc.",ews.qa.dr.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3e3dadb59e18816f919a6b6586bb4c3c,4073a3eb428d54270e33c0165f9ce792bcdae0ddc0ef7727de568309baf748e0,,ctls,ews.qa.dr.finra.org,cloudflare,443,https://ews.qa.dr.finra.org:443,https,cloudflare,text/plain,GET,104.18.6.115,/,1268003052,2606:4700::6812:773,Cloudflare Bot Management,1,False,True,,,
ews.qa.finra.org,FINRA - Server Puzzled,404,2948,ews.qa.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-02T00:00:00Z,2024-01-02T23:59:59Z,"CN=ews.qa.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews.qa.finra.org,"Cloudflare, Inc.",ews.qa.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9421c92f8f48a0b577530df0b4a6add0,591c3eda8f8ce90f4da674c500bcc1a204423d4a0af17d43cf6359ceb5d9694b,,ctls,ews.qa.finra.org,cloudflare,443,https://ews.qa.finra.org:443,https,cloudflare,,GET,104.18.30.217,/,-1465416637,2606:4700::6812:1fd9,HSTS,87,False,True,,,https://ews.qa.finra.org:443/maintenance
ews.stress.finra.org,FINRA - Server Puzzled,404,2948,ews.stress.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-02T00:00:00Z,2024-01-02T23:59:59Z,"CN=ews.stress.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews.stress.finra.org,"Cloudflare, Inc.",ews.stress.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",51e5f76b4641551c40f8cb81bc6477ff,4e17702db1fd465564ed3eb39793e02d7d5662516756f2a2ae45690d884e867f,,ctls,ews.stress.finra.org,cloudflare,443,https://ews.stress.finra.org:443,https,cloudflare,,GET,104.18.2.247,/,-1465416637,2606:4700::6812:2f7,HSTS,87,False,True,,,https://ews.stress.finra.org:443/maintenance
ext.cobra.finra.org,404 Not Found,404,315,ext.cobra.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=ext.cobra.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ext.cobra.finra.org,"Cloudflare, Inc.",ext.cobra.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",37281f32a967d3dfc1f8cd83a44e9feb,740b129103cb12177f7d9fbfddbfe37a562d533b53869d09f08c466e506d35fc,,ctls,ext.cobra.finra.org,cloudflare,443,https://ext.cobra.finra.org:443,https,cloudflare,text/html,GET,104.18.12.200,/,1111311122,2606:4700::6812:dc8,HSTS,10,False,True,,,
