input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,content_type,tls_mismatched,final_url,cdn_name,cdn,csp_domains_,tls_self_signed
ualaki-bigpanda-csmc-apicalls.united.com,,500,287,ualaki-bigpanda-csmc-apicalls.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-18T00:00:00Z,2024-02-07T23:59:59Z,"CN=bigpanda-ndc-apicalls.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",bigpanda-ndc-apicalls.united.com,"United Airlines, Inc.",bigpanda-csmc-apicalls.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,28e33ddd40b6dd5ef4c12d84e8e1896b,aa4f39eeebb12f3e0e78a7497101719751db4b46a80d286c291b9a833f90ecb9,ctls,ualaki-bigpanda-csmc-apicalls.united.com,443,https://ualaki-bigpanda-csmc-apicalls.united.com:443,https,,GET,216.136.1.46,/,-2075670536,12.169.195.46,IBM DataPower,2,False,,text/xml,True,,,,,
ualaki-bigpanda-ndc-apicalls.united.com,,500,,ualaki-bigpanda-ndc-apicalls.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-18T00:00:00Z,2024-02-07T23:59:59Z,"CN=bigpanda-ndc-apicalls.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",bigpanda-ndc-apicalls.united.com,"United Airlines, Inc.",bigpanda-csmc-apicalls.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,28e33ddd40b6dd5ef4c12d84e8e1896b,aa4f39eeebb12f3e0e78a7497101719751db4b46a80d286c291b9a833f90ecb9,ctls,ualaki-bigpanda-ndc-apicalls.united.com,443,https://ualaki-bigpanda-ndc-apicalls.united.com:443,https,,GET,161.215.211.71,/,-1840324437,161.215.211.71,IBM DataPower,1,False,,text/xml,True,,,,,
ualaki-biometric-pdpgw.united.com,,500,428,ualaki-biometric-pdpgw.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-07T00:00:00Z,2023-09-20T23:59:59Z,"CN=biometric-pdpgw.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",biometric-pdpgw.united.com,"United Airlines, Inc.",biometric-pdpgw.ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1751ffc0f95644c4986c5ed41e885957,99d39e56e04e44456dfac8d63a95000ca85ee0bf84d665cdb303caa73a065670,ctls,ualaki-biometric-pdpgw.united.com,443,https://ualaki-biometric-pdpgw.united.com:443,https,,GET,12.169.195.49,/,-1082911216,216.136.1.49,IBM DataPower,1,False,,application/json,True,,,,,
ualaki-cargoivr-ndcdp.auth.ual.com,,401,512,ualaki-cargoivr-ndcdp.auth.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-10T00:00:00Z,2023-08-30T23:59:59Z,"CN=cargoivr-pdp.auth.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",cargoivr-pdp.auth.ual.com,"United Airlines, Inc.",cargoivr-opcdp.auth.ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bcdc5b34d81df88538188b0e93fef7e6,04eb71fad5a1f711c40503afe34f6dcd02b38653f1a00b4ffd7446f4a1ef966e,ctls,ualaki-cargoivr-ndcdp.auth.ual.com,443,https://ualaki-cargoivr-ndcdp.auth.ual.com:443,https,,GET,161.215.211.85,/,-1840324437,161.215.211.85,IBM DataPower,1,False,,application/json,True,,,,,
ualaki-crewops.ual.com,IIS Windows Server,200,701,ualaki-crewops.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-20T00:00:00Z,2024-07-09T23:59:59Z,"CN=Crewops.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",Crewops.ual.com,"United Airlines, Inc.",Crewops.ual.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a614cbe65111ebea24bed2777dcf55d8,738399a99bbc5b765b511be4863abe8ce7afda7bb7ec1e1c8ea00b3e7657b208,ctls,ualaki-crewops.ual.com,443,https://ualaki-crewops.ual.com:443,https,Microsoft-IIS/8.5,GET,161.215.211.30,/,-1870858319,161.215.211.30,Windows Server,32,False,,text/html,True,,,,,
ualaki-crl2.ual.com,IIS Windows Server,200,701,,,,,,,,,,,,,,,,,,,,80,http://ualaki-crl2.ual.com:80,http,Microsoft-IIS/8.5,GET,161.215.211.54,/,1631801191,161.215.211.54,Windows Server,32,False,,text/html,,,,,,
ualaki-csmc.api.united.com,,403,80,ualaki-csmc.api.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-21T00:00:00Z,2024-04-20T23:59:59Z,"CN=csmc.api.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",csmc.api.united.com,"United Airlines, Inc.",csmc.ao.secure.api.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1a84c71015c4c1c412efbbf35538ad20,79749de575da635b77cba1c856ef9b6cf43096241db27c912eb0b0ca03a708fe,ctls,ualaki-csmc.api.united.com,443,https://ualaki-csmc.api.united.com:443,https,,GET,216.136.1.143,/,-1156996142,12.169.195.143,IBM DataPower,1,False,,application/json,True,,,,,
ualaki-csmc.auth.united.com,,500,94,ualaki-csmc.auth.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-20T00:00:00Z,2024-04-19T23:59:59Z,"CN=csmc.auth.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",csmc.auth.united.com,"United Airlines, Inc.",csmc.ao.beta.auth.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,965320ff8f67f378723c3f246b1cf815,f1aab19e37efd4e43e211d0a85ef95eddcf01f3808d634c8d62627e50d4d4a69,ctls,ualaki-csmc.auth.united.com,443,https://ualaki-csmc.auth.united.com:443,https,,GET,12.169.195.142,/,-795439491,216.136.1.142,IBM DataPower,1,False,,application/json,True,,,,,
ualaki-csmc.int.api.united.com,,401,80,ualaki-csmc.int.api.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-21T00:00:00Z,2024-04-20T23:59:59Z,"CN=csmc.stage.api.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",csmc.stage.api.united.com,"United Airlines, Inc.",csmc.aostage.api.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,3979d92dc10347baaf5136059a02cde1,f601c206082fd5d92f62108d525671cf386d9aae73144636f963137915a414b7,ctls,ualaki-csmc.int.api.united.com,443,https://ualaki-csmc.int.api.united.com:443,https,,GET,12.169.195.127,/,-1156996142,12.169.195.127,IBM DataPower,1,False,,application/json,True,,,,,
ualaki-csmc.int.auth.united.com,,500,94,ualaki-csmc.int.auth.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-21T00:00:00Z,2024-04-20T23:59:59Z,"CN=csmc.stage.auth.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",csmc.stage.auth.united.com,"United Airlines, Inc.",csmc.uat1.auth.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,0009f877eec40a01f2e6de72dff86279,bcb7920dee4062a7927ad868aa99cb11f013bbae7e48ac63ad91ebc370c4ab6e,ctls,ualaki-csmc.int.auth.united.com,443,https://ualaki-csmc.int.auth.united.com:443,https,,GET,12.169.195.126,/,-795439491,12.169.195.126,IBM DataPower,1,False,,application/json,True,,,,,
ualaki-csmc.pretraining.api.united.com,,403,80,ualaki-csmc.pretraining.api.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-21T00:00:00Z,2024-04-20T23:59:59Z,"CN=csmc.stage.api.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",csmc.stage.api.united.com,"United Airlines, Inc.",csmc.aostage.api.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,3979d92dc10347baaf5136059a02cde1,f601c206082fd5d92f62108d525671cf386d9aae73144636f963137915a414b7,ctls,ualaki-csmc.pretraining.api.united.com,443,https://ualaki-csmc.pretraining.api.united.com:443,https,,GET,12.169.195.138,/,-1156996142,12.169.195.138,IBM DataPower,1,False,,application/json,True,,,,,
ualaki-csmc.pretraining.auth.united.com,,500,94,ualaki-csmc.pretraining.auth.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-21T00:00:00Z,2024-04-20T23:59:59Z,"CN=csmc.stage.auth.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",csmc.stage.auth.united.com,"United Airlines, Inc.",csmc.uat1.auth.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,0009f877eec40a01f2e6de72dff86279,bcb7920dee4062a7927ad868aa99cb11f013bbae7e48ac63ad91ebc370c4ab6e,ctls,ualaki-csmc.pretraining.auth.united.com,443,https://ualaki-csmc.pretraining.auth.united.com:443,https,,GET,12.169.195.137,/,-795439491,12.169.195.137,IBM DataPower,1,False,,application/json,True,,,,,
ualaki-csmc.prodperf.api.united.com,,401,80,ualaki-csmc.prodperf.api.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-21T00:00:00Z,2024-04-20T23:59:59Z,"CN=csmc.api.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",csmc.api.united.com,"United Airlines, Inc.",csmc.ao.secure.api.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1a84c71015c4c1c412efbbf35538ad20,79749de575da635b77cba1c856ef9b6cf43096241db27c912eb0b0ca03a708fe,ctls,ualaki-csmc.prodperf.api.united.com,443,https://ualaki-csmc.prodperf.api.united.com:443,https,,GET,216.136.1.163,/,-1156996142,12.169.195.163,IBM DataPower,1,False,,application/json,True,,,,,
ualaki-csmc.prodperf.auth.united.com,,500,94,ualaki-csmc.prodperf.auth.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-20T00:00:00Z,2024-04-19T23:59:59Z,"CN=csmc.auth.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",csmc.auth.united.com,"United Airlines, Inc.",csmc.ao.beta.auth.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,965320ff8f67f378723c3f246b1cf815,f1aab19e37efd4e43e211d0a85ef95eddcf01f3808d634c8d62627e50d4d4a69,ctls,ualaki-csmc.prodperf.auth.united.com,443,https://ualaki-csmc.prodperf.auth.united.com:443,https,,GET,216.136.1.162,/,-795439491,12.169.195.162,IBM DataPower,1,False,,application/json,True,,,,,
ualaki-csmc.secure.api.united.com,,401,80,ualaki-csmc.secure.api.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-21T00:00:00Z,2024-04-20T23:59:59Z,"CN=csmc.api.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",csmc.api.united.com,"United Airlines, Inc.",csmc.ao.secure.api.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1a84c71015c4c1c412efbbf35538ad20,79749de575da635b77cba1c856ef9b6cf43096241db27c912eb0b0ca03a708fe,ctls,ualaki-csmc.secure.api.united.com,443,https://ualaki-csmc.secure.api.united.com:443,https,,GET,216.136.1.145,/,-1156996142,12.169.195.145,IBM DataPower,1,False,,application/json,True,,,,,
ualaki-csmc.training.api.united.com,,403,80,ualaki-csmc.training.api.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-21T00:00:00Z,2024-04-20T23:59:59Z,"CN=csmc.stage.api.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",csmc.stage.api.united.com,"United Airlines, Inc.",csmc.aostage.api.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,3979d92dc10347baaf5136059a02cde1,f601c206082fd5d92f62108d525671cf386d9aae73144636f963137915a414b7,ctls,ualaki-csmc.training.api.united.com,443,https://ualaki-csmc.training.api.united.com:443,https,,GET,12.169.195.140,/,-1156996142,12.169.195.140,IBM DataPower,1,False,,application/json,True,,,,,
ualaki-csmc.uat.api.united.com,,401,80,ualaki-csmc.uat.api.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-21T00:00:00Z,2024-04-20T23:59:59Z,"CN=csmc.stage.api.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",csmc.stage.api.united.com,"United Airlines, Inc.",csmc.aostage.api.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,3979d92dc10347baaf5136059a02cde1,f601c206082fd5d92f62108d525671cf386d9aae73144636f963137915a414b7,ctls,ualaki-csmc.uat.api.united.com,443,https://ualaki-csmc.uat.api.united.com:443,https,,GET,12.169.195.136,/,-1156996142,12.169.195.136,IBM DataPower,1,False,,application/json,True,,,,,
ualaki-csmc.uat.auth.united.com,,500,94,ualaki-csmc.uat.auth.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-21T00:00:00Z,2024-04-20T23:59:59Z,"CN=csmc.stage.auth.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",csmc.stage.auth.united.com,"United Airlines, Inc.",csmc.uat1.auth.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,0009f877eec40a01f2e6de72dff86279,bcb7920dee4062a7927ad868aa99cb11f013bbae7e48ac63ad91ebc370c4ab6e,ctls,ualaki-csmc.uat.auth.united.com,443,https://ualaki-csmc.uat.auth.united.com:443,https,,GET,12.169.195.134,/,-795439491,12.169.195.134,IBM DataPower,1,False,,application/json,True,,,,,
ualaki-eres.app.auth.united.com,United Login,200,5049,signon.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,signon.ual.com,443,https://ualaki-eres.app.auth.united.com:443,https,Oracle-HTTP-Server,GET,12.169.195.213,/,-1456826759,216.136.1.213,Oracle HTTP Server,135,False,True,text/html,,https://signon.ual.com/oamfed/idp/initiatesso?providerid=DPEmployeeRes,,,/signon/pages/Error.jsp?message=expired,
ualaki-erespassrider.united.com,United Login,200,5049,signon.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,signon.ual.com,443,https://ualaki-erespassrider.united.com:443,https,Oracle-HTTP-Server,GET,216.136.1.213,/,-1456826759,12.169.195.213,Oracle HTTP Server,135,False,True,text/html,,https://signon.ual.com/oamfed/idp/initiatesso?providerid=DPEmployeeRes,,,/signon/pages/Error.jsp?message=expired,
ualaki-esftdev.ual.com,Server Login,200,5470,ualaki-esftdev.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-29T23:59:59Z,"CN=esftwtcdev.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",esftwtcdev.ual.com,"United Airlines, Inc.",esftwtcdev.ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09ab978448ab383c27135223757980bb,16aed96917ce000e9d53d82dc2349569b5898ee7a573b198b828bd435b77e59b,ctls,ualaki-esftdev.ual.com,443,https://ualaki-esftdev.ual.com:443,https,,GET,161.215.218.11,/,868260789,161.215.218.11,HSTS,145,False,,text/html,True,https://ualaki-esftdev.ual.com/Web/Account/Login.htm,,,,
ualaki-esftstg.ual.com,Server Login,200,5451,ualaki-esftstg.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-26T00:00:00Z,2023-10-27T23:59:59Z,"CN=esftwtcstg.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",esftwtcstg.ual.com,"United Airlines, Inc.",esftwtcstg.ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,00cfecbd400fb02dc671d05aa9cf5e4a,8364b0902598f683b8ee12b6708fe363ce0e5cb5104c5d78eb8c76259cc2221b,ctls,ualaki-esftstg.ual.com,443,https://ualaki-esftstg.ual.com:443,https,,GET,161.215.220.82,/,868260789,161.215.220.82,HSTS,145,False,,text/html,True,https://ualaki-esftstg.ual.com/Web/Account/Login.htm,,,,
ualaki-guestwifi.united.com,Access Denied,403,223,ualaki-guestwifi.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,ualaki-guestwifi.united.com,443,https://ualaki-guestwifi.united.com:443,https,AkamaiGHost,GET,184.30.134.180,/,940135618,184.30.134.180,,10,False,True,text/html,True,,,,,
ualaki-inflight-mff.united.com,,500,452,ualaki-inflight-mff.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-28T00:00:00Z,2024-03-30T23:59:59Z,"CN=inflight-mff.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",inflight-mff.united.com,"United Airlines, Inc.",inflight-mff.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f91eba8baadb21d3eee2d6cedcfad603,8d660beee799268db525dd689f7a75c3ccb85d57d43e99fbd64c253bbb7b7d7f,ctls,ualaki-inflight-mff.united.com,443,https://ualaki-inflight-mff.united.com:443,https,,GET,161.215.211.65,/,1161853959,161.215.211.65,IBM DataPower,1,False,,application/json,True,,,,,
ualaki-iot.united.com,Bad Request,400,578,ualaki-iot.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-19T00:00:00Z,2023-10-19T23:59:59Z,"CN=iot.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",iot.united.com,"United Airlines, Inc.",iot.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,74194736188026ef9e423e8bcd9fab6f,72c2648431fcea79399e77c03a090fea95c638bbd3994664723abcf0f7f877e3,ctls,ualaki-iot.united.com,443,https://ualaki-iot.united.com:443,https,,GET,12.169.195.57,/,950029618,216.136.1.57,IBM DataPower,25,False,,text/html,True,,,,,
ualaki-m.safety-stage.ual.com,Bad Request,400,578,ualaki-m.safety-stage.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2024-04-20T23:59:59Z,"CN=m.safety-stage.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",m.safety-stage.ual.com,"United Airlines, Inc.",m.safety-stage.ual.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,4bac998f1e40430451700fc5ce56701e,dcb2c255a13e1f7a63e72fa49169ec4b428e86c3424e015d66423a1eda78b755,ctls,ualaki-m.safety-stage.ual.com,443,https://ualaki-m.safety-stage.ual.com:443,https,,GET,161.215.220.36,/,950029618,161.215.220.36,IBM DataPower,25,False,,text/html,True,,,,,
ualaki-m.safety.ual.com,Bad Request,400,578,ualaki-m.safety.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2024-04-20T23:59:59Z,"CN=m.safety.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",m.safety.ual.com,"United Airlines, Inc.",m.safety.ual.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,5e7e2556e240cafe1d4a768660178b8a,9985cc81d1dcb3896484b3b4e97480dc943296c23ae55ce0b92b9c4189c9483b,ctls,ualaki-m.safety.ual.com,443,https://ualaki-m.safety.ual.com:443,https,,GET,161.215.211.55,/,950029618,161.215.211.55,IBM DataPower,25,False,,text/html,True,,,,,
ualaki-myflight.ual.com,403 - Forbidden: Access is denied.,403,1233,ualaki-myflight.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-07-10T00:00:00Z,2024-08-02T23:59:59Z,"CN=myflight.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",myflight.ual.com,"United Airlines, Inc.",myflight-stage.ual.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,bc760c947b22e699cc5fbc8b4e2d52aa,ff3c81284b3de48f621caa6528257c45a0ae52f880ba525ab1d8b3a862ec439c,ctls,ualaki-myflight.ual.com,443,https://ualaki-myflight.ual.com:443,https,Microsoft-IIS/8.5,GET,161.215.209.39,/,1631801191,161.215.209.39,Windows Server,30,False,,text/html,True,,,,,
ualaki-nmao.united.com,,404,9,ualaki-nmao.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-07T14:28:43Z,2123-06-07T14:28:43Z,CN=NetMotion Software Bandwidth Server Self-Signed,NetMotion Software Bandwidth Server Self-Signed,,,CN=NetMotion Software Bandwidth Server Self-Signed,NetMotion Software Bandwidth Server Self-Signed,,a96c9eb629c5fb007956aae2195a1428,bf265f1953aa71c0d80cd2378f151b38e2bc8d0384142dac3858aebe5736491d,ctls,ualaki-nmao.united.com,443,https://ualaki-nmao.united.com:443,https,,GET,161.215.211.92,/,-738705486,161.215.211.92,Node.js,1,False,,text/plain,True,,,,,True
ualaki-partnerauth-csmc.united.com,,500,,ualaki-partnerauth-csmc.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=partnergw-csmc.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",partnergw-csmc.united.com,"United Airlines, Inc.",partnergw.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d689e7e60d437abe428a860cce88bb7c,9cdfc7dc39e3452490ddf71e579f629b8abd9ee7f9fe00449220ba77fa3bf336,ctls,ualaki-partnerauth-csmc.united.com,443,https://ualaki-partnerauth-csmc.united.com:443,https,,GET,216.136.1.186,/,-1840324437,12.169.195.186,IBM DataPower,1,False,,text/xml,True,,,,,
ualaki-partnergw-csmc.united.com,,401,,ualaki-partnergw-csmc.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=partnergw-csmc.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",partnergw-csmc.united.com,"United Airlines, Inc.",partnergw.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d689e7e60d437abe428a860cce88bb7c,9cdfc7dc39e3452490ddf71e579f629b8abd9ee7f9fe00449220ba77fa3bf336,ctls,ualaki-partnergw-csmc.united.com,443,https://ualaki-partnergw-csmc.united.com:443,https,,GET,12.169.195.185,/,-460130156,216.136.1.185,IBM DataPower,1,False,,,True,,,,,
