new,host,a,cname,soa,status_code,has_internal_ips,internal_ips,ns,mx,txt,aaaa,cdn,cdn-name
,chefstaticmyaws.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,chefsystemoffice-clients-stats-corp.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,chefuploadsharecsimgshare.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,chefuserswebbackupmonitor.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,chefv3-minervadev.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,chefweb.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,chefww0examplestunnel-mx.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,chefww1.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,chelny.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,cheriko4maro3.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,chernoprudov.hw-dev-1.cluster.robo.arrival.co,10.111.255.224,,"ns-1159.awsdns-16.org, awsdns-hostmaster.amazon.com",NOERROR,True,10.111.255.224,,,,,,
,chernyak.hw-dev-1.cluster.robo.arrival.co,10.111.255.224,,"ns-1159.awsdns-16.org, awsdns-hostmaster.amazon.com",NOERROR,True,10.111.255.224,,,,,,
,chernyak.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,chessplace.dev.arrival.co,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,chfr.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,chhs.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,chiehchueh2.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,chimlas.dev.arrival.co,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,chppm-65-67.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,chubb.red.arrival.co,"172.30.150.80, 172.30.143.147, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.143.147, 172.30.129.93",,,,,,
,ci-accessuk.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,ci-alpha-auth-antiviruspre.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,ci-boost.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,ci-fms4.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,ci-m.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,ci-vip-01.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80",,,,,,
,ci-www.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,ci.core.arrival.co,"10.40.82.74, 10.40.82.49, 10.40.82.157",ac5a64258f42a433786ebbc03a3ef6f8-1ad25b532c9fe6f4.elb.eu-west-1.amazonaws.com,"ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,"10.40.82.74, 10.40.82.49, 10.40.82.157",,,,,,
,ciasxctydc01.red.arrival.co,,internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1287.awsdns-32.org, ns-1823.awsdns-35.co.uk, ns-446.awsdns-55.com, ns-643.awsdns-16.net",,,,,
,cichina.red.arrival.co,"172.30.150.80, 172.30.143.147, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.143.147, 172.30.129.93",,,,,,
,cidealerlocator.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,cidev02.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,cifms2.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,cim-api-qa.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,cindycheung.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,cineclap.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,cineshareplus.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,cinq.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,ciobv-smf1.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80",,,,,,
,circa.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,cis.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,citrus-test.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,cityfit-chorzowaks.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,cityofrohnertpark.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,citywest.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80",,,,,,
,ciusss-ouestmtl.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,cixg.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,cizgipornosu.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,cj0.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,ck-no.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,cl1axdns.red.arrival.co,"172.30.150.80, 172.30.143.147, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.143.147, 172.30.129.93",,,,,,
,claccess.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,claerhout.red.arrival.co,,internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,clamp.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,claritynvtsfb.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,claritynvtsfb.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,classic.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80",,,,,,
,classical-api.red.arrival.co,"172.30.150.80, 172.30.143.147, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.143.147, 172.30.129.93",,,,,,
,claxons.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,clcontent.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,cleaningsystemsinc.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93",,,,,,
,clickhouse.core.arrival.co,"10.40.72.144, 10.40.72.107, 10.40.72.41",ae27f9c9a6075441dbd8c822e38c2108-356e44e0ce15ecc1.elb.eu-west-1.amazonaws.com,"ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,"10.40.72.144, 10.40.72.107, 10.40.72.41",,,,,,
,clickhouse.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,clickhouse.yndx1.cluster.robo.arrival.co,10.248.0.17,,"ns-1159.awsdns-16.org, awsdns-hostmaster.amazon.com",NOERROR,True,10.248.0.17,,,,,,
,clients-acceptdockerintra-backups-www-test.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,clients-bin.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,clients-fms1.red.arrival.co,"172.30.143.147, 172.30.150.80, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,,NOERROR,True,"172.30.143.147, 172.30.150.80, 172.30.129.93","ns-1198.awsdns-21.org, ns-159.awsdns-19.com, ns-1934.awsdns-49.co.uk, ns-654.awsdns-17.net",,,,,
,clients-postmanbackups-www-test.red.arrival.co,"172.30.150.80, 172.30.143.147, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.143.147, 172.30.129.93",,,,,,
,clients-sv-se.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,clientsauth-mirror-my-oceania.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80",,,,,,
,clientsexample-my-external-domain.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,clientsintranetpostgresmx.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,clientsmaster-backups-www-test.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,clkdns.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,cllegj9qtj.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80",,,,,,
,clmdb2.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,cloud-accantiviruspre.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,cloud-dev.arrival.co,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,cloud-emmanuel.red.arrival.co,,internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cloud-extranet-database-officebackups-domain.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,cloud-fms6.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,cloud-paymentsstorage.red.arrival.co,"172.30.150.80, 172.30.143.147, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.143.147, 172.30.129.93",,,,,,
,cloud-ph.red.arrival.co,"172.30.129.93, 172.30.143.147, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.143.147, 172.30.150.80",,,,,,
,cloud-platform.red.arrival.co,"172.30.150.80, 172.30.129.93, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.129.93, 172.30.143.147",,,,,,
,cloud-v2.arrival.com,35.189.106.202,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,True,google
,cloud-v2.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,cloud-v2.firstbus.device.arrival.co,"104.18.37.13, 172.64.150.243",,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,"2606:4700:4400::ac40:96f3, 2606:4700:4400::6812:250d",True,cloudflare
,cloud-v2.integration.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,cloud-v2.simulation.device.arrival.co,"172.64.150.243, 104.18.37.13",,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,"2606:4700:4400::6812:250d, 2606:4700:4400::ac40:96f3",True,cloudflare
,cloud-v2.stage.arrival.co,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,cloud-v2.stage.cloud.arrival.co,"104.18.37.13, 172.64.150.243",,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,"2606:4700:4400::6812:250d, 2606:4700:4400::ac40:96f3",True,cloudflare
,cloud-v2.ups.device.arrival.co,"172.64.150.243, 104.18.37.13",,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,"2606:4700:4400::6812:250d, 2606:4700:4400::ac40:96f3",True,cloudflare
,cloud.arrival.com,"52.215.100.35, 52.215.185.122",a1cf52df17d9e4ea497b26a3ece95d74-107521675.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cloud.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,cloud.firstbus.device.arrival.co,"172.64.150.243, 104.18.37.13",,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,"2606:4700:4400::ac40:96f3, 2606:4700:4400::6812:250d",True,cloudflare
,cloud.integration.arrival.co,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,cloud.stage.arrival.co,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,cloud.stage.cloud.arrival.co,"104.18.37.13, 172.64.150.243",,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,"2606:4700:4400::ac40:96f3, 2606:4700:4400::6812:250d",True,cloudflare
,cloud.ups.device.arrival.co,"172.64.150.243, 104.18.37.13",,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,"2606:4700:4400::6812:250d, 2606:4700:4400::ac40:96f3",True,cloudflare
,cloudctl.red.arrival.co,"172.30.150.80, 172.30.143.147, 172.30.129.93",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.150.80, 172.30.143.147, 172.30.129.93",,,,,,
,clouddbs-b2bsystem.red.arrival.co,"172.30.129.93, 172.30.150.80, 172.30.143.147",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.129.93, 172.30.150.80, 172.30.143.147",,,,,,
,cloudforia-prod-integration-enabler.api.arrival.co,"104.18.37.13, 172.64.150.243",,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,"2606:4700:4400::6812:250d, 2606:4700:4400::ac40:96f3",True,cloudflare
,cloudforia-prod-integration-enabler.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,cloudfront-intl.dev.arrival.co,80.249.187.147,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
,cloudgz-wbs-endpoints.red.arrival.co,"172.30.143.147, 172.30.129.93, 172.30.150.80",internal-a2780279e4bfd4872b0621da49c55949-1553182035.eu-west-2.elb.amazonaws.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.30.143.147, 172.30.129.93, 172.30.150.80",,,,,,
