input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_mismatched,csp_domains_,final_url
statements.indmoney.com,,403,146,statements.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-08-14T23:59:59Z,CN=*.indmoney.com,*.indmoney.com,indmoney.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1eb0e4e2dd45aafbf7e2d0f2e5193573,436cd2d9f23818ae2248b7bf44c02f10106551db7205ef0a8fb786c6344d8ad1,True,ctls,statements.indmoney.com,cloudfront,443,https://statements.indmoney.com:443,https,CloudFront,text/xml,GET,52.222.214.96,/,-13968365,2600:9000:223d:9c00:8:499b:6840:93a1,Amazon Web Services,1,False,True,,,,
strapi-api.indiawealth.in,,400,,strapi-api.indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,strapi-api.indiawealth.in,,443,https://strapi-api.indiawealth.in:443,https,awselb/2.0,text/plain,GET,65.1.54.171,/,-1840324437,65.1.139.41,,1,False,,Finzoom Investment Advisors Private Limited,,,
strapi-cdn.indmoney.com,,403,243,strapi-cdn.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,strapi-cdn.indmoney.com,cloudflare,443,https://strapi-cdn.indmoney.com:443,https,cloudflare,application/xml,GET,104.18.31.240,/,-870725206,104.18.30.240,HSTS,2,False,True,Finzoom Investment Advisors Private Limited,,,
subscription.indiawealth.in,,400,,subscription.indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,subscription.indiawealth.in,,443,https://subscription.indiawealth.in:443,https,awselb/2.0,text/plain,GET,65.1.54.171,/,-1840324437,3.7.50.21,,1,False,,Finzoom Investment Advisors Private Limited,,,
subscription.indmoney.com,,400,,subscription.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,subscription.indmoney.com,cloudflare,443,https://subscription.indmoney.com:443,https,cloudflare,text/plain,GET,104.18.30.240,/,-1840324437,104.18.31.240,HSTS,1,False,True,Finzoom Investment Advisors Private Limited,,,
test-api.indmoney.com,,403,42,test-api.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,test-api.indmoney.com,cloudflare,443,https://test-api.indmoney.com:443,https,cloudflare,application/json,GET,104.18.30.240,/,768769774,104.18.31.240,HSTS,1,False,True,Finzoom Investment Advisors Private Limited,,,
us-stocks-ext-test.indiawealth.in,,404,,us-stocks-ext-test.indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,us-stocks-ext-test.indiawealth.in,,443,https://us-stocks-ext-test.indiawealth.in:443,https,awselb/2.0,text/plain,GET,65.0.175.132,/,-1840324437,52.66.48.144,,1,False,,Finzoom Investment Advisors Private Limited,,,
us-stocks-ext.indmoney.com,,404,,us-stocks-ext.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,us-stocks-ext.indmoney.com,cloudflare,443,https://us-stocks-ext.indmoney.com:443,https,cloudflare,text/plain,GET,104.18.31.240,/,-1840324437,104.18.30.240,HSTS,1,False,True,Finzoom Investment Advisors Private Limited,,,
us-stocks-pp.indiawealth.in,,404,,us-stocks-pp.indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,us-stocks-pp.indiawealth.in,,443,https://us-stocks-pp.indiawealth.in:443,https,awselb/2.0,text/plain,GET,65.0.219.228,/,-1840324437,13.126.105.143,,1,False,,Finzoom Investment Advisors Private Limited,,,
vkyc.indmoney.com,Video Call,200,2156,vcip-customer.hyperverge.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-10T07:05:56Z,2024-07-11T07:05:56Z,CN=*.hyperverge.co,*.hyperverge.co,hyperverge.co,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",dce9c758e13c4b1b9131a30f7375283f,fc633add632a770054f4e5b4d2c0912484764034b78593f9839cb932de82fa7e,True,ctls,vcip-customer.hyperverge.co,,443,https://vkyc.indmoney.com:443,https,,text/html,GET,3.111.223.74,/,-1382429419,65.0.254.48,Node.js,1,False,,,,,https://vcip-customer.hyperverge.co/
webview.indmoney.com,404: This page could not be found,404,3375,webview.indmoney.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,webview.indmoney.com,,443,https://webview.indmoney.com:443,https,nginx,text/html,GET,13.234.41.146,/,-1201737176,3.111.223.74,webpack,1,False,,Finzoom Investment Advisors Private Limited,,,
widget.indiawealth.in,,404,5,widget.indiawealth.in,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,widget.indiawealth.in,cloudflare,443,https://widget.indiawealth.in:443,https,cloudflare,text/html,GET,104.18.9.213,/,-441251944,104.18.8.213,Node.js,1,False,True,Finzoom Investment Advisors Private Limited,,,
widget.indmoney.com,,401,12,widget.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,widget.indmoney.com,cloudflare,443,https://widget.indmoney.com:443,https,cloudflare,,GET,104.18.31.240,/,229361783,104.18.30.240,HSTS,1,False,True,Finzoom Investment Advisors Private Limited,,,
ws.indmoney.com,,400,12,ws.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,ws.indmoney.com,,443,https://ws.indmoney.com:443,https,,text/plain,GET,65.0.210.94,/,788357656,3.7.79.42,,2,False,,Finzoom Investment Advisors Private Limited,,,
www.indiawealth.in,Oops! Looks like you are lost,403,999,www.indiawealth.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.indiawealth.in, O=Finzoom Investment Advisors Private Limited, L=Gurgaon, ST=Haryana, C=IN",*.indiawealth.in,indiawealth.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ef5d422358dfd1e43ab6487d4a4fd090,4176feee9fd4fda0be68c4a3fea809c1bebf5121f2c2d6c481e34e9776f58f27,True,ctls,www.indiawealth.in,,443,https://www.indiawealth.in:443,https,awselb/2.0,text/html,GET,65.0.254.48,/,-48476174,3.111.223.74,,23,False,,Finzoom Investment Advisors Private Limited,,,
www.indmoney.com,"INDmoney - Invest in Stocks, SIP in Mutual Funds & Manage your Money",200,62321,www.indmoney.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.indmoney.com, O=Finzoom Investment Advisors Private Limited, L=Gurugram, ST=Haryana, C=IN",*.indmoney.com,indmoney.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d5f202b3b45e6617b8190d21d056cffa,9453a0c5f28dd4feb0731c396b411aec949caf60cc331dba67f06de69891bef2,True,ctls,www.indmoney.com,cloudflare,443,https://www.indmoney.com:443,https,cloudflare,text/html,GET,104.18.30.240,/,-1201737176,104.18.31.240,HSTS,29,False,True,Finzoom Investment Advisors Private Limited,,*.indmoney.com,
