new,host,soa,status_code,a,cdn,cdn-name,cname,mx,ns,txt,aaaa,caa
[x],test-automation.dolap.com,"hera.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.13.97, 104.18.12.97",True,cloudflare,,,,,,
[x],test.cdn.cozumortaklari.trendyol.com,"ns-1667.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"13.224.189.65, 13.224.189.103, 13.224.189.9, 13.224.189.32",True,cloudfront,d1oiu8tv4wminv.cloudfront.net,,"ns-1398.awsdns-46.org, ns-1667.awsdns-16.co.uk, ns-748.awsdns-29.net, ns-76.awsdns-09.com",,"2600:9000:20eb:d400:d:57b9:fec0:93a1, 2600:9000:20eb:8200:d:57b9:fec0:93a1, 2600:9000:20eb:400:d:57b9:fec0:93a1, 2600:9000:20eb:a800:d:57b9:fec0:93a1, 2600:9000:20eb:e000:d:57b9:fec0:93a1, 2600:9000:20eb:5a00:d:57b9:fec0:93a1, 2600:9000:20eb:600:d:57b9:fec0:93a1, 2600:9000:20eb:8800:d:57b9:fec0:93a1",
[x],test.cozumortaklari.trendyol.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,52.30.217.152,,,15972990-kubesystem-limite-d662-1054943982.eu-west-1.elb.amazonaws.com,,,,,
[x],test.efaturam.trendyol.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,52.30.217.152,,,15972990-kubesystem-limite-d662-1054943982.eu-west-1.elb.amazonaws.com,,,,,
[x],tfa.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.16.151.136, 104.16.150.136",True,cloudflare,,,,,,
[x],tim.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.16.151.136, 104.16.150.136",True,cloudflare,,,,,,
[x],tloc.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,34.159.123.65,True,google,,,,,,
[x],tms.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.16.151.136, 104.16.150.136",True,cloudflare,,,,,,
[x],tmtest.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.16.150.136, 104.16.151.136",True,cloudflare,,,,,,
[x],trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.175.21, 104.18.174.21",True,cloudflare,,"cluster5.eu.messagelabs.com, cluster5a.eu.messagelabs.com","evan.ns.cloudflare.com, lisa.ns.cloudflare.com",,,
[x],ty-api.dolap.com,"hera.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
[x],vc-mng.3mars.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],vc-mng.3venus.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],vc-mng.smars.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],vc-prod.3mars.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],vc-prod.3venus.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],vc-prod.smars.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],vc-prod.svenus.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],view.email.trendyol.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,13.111.49.65,,,,,,,,
[x],vs-dc01.svenus.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],webhooks.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.16.151.136, 104.16.150.136",True,cloudflare,,,,,,
[x],webpush.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.16.151.136, 104.16.150.136",True,cloudflare,,,,,,
[x],workflow.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.16.151.136, 104.16.150.136",True,cloudflare,,,,,,
[x],ww5.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.16.150.136, 104.16.151.136",True,cloudflare,,,,,,
[x],www-ti.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.16.150.136, 104.16.151.136",True,cloudflare,,,,,,
[x],www.dolap.com,"hera.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.12.97, 104.18.13.97",True,cloudflare,,,,,,
[x],www.partnerakademi.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.91.35, 104.18.90.35",True,cloudflare,,,,,,
[x],www.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.174.21, 104.18.175.21",True,cloudflare,,,,OSSRH-53577,,
[x],www1.trendyol.com,"evan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.16.151.136, 104.16.150.136",True,cloudflare,,,,,,
