input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn_name,webserver,cdn,tls_wildcard_certificate,csp_domains_,tls_mismatched,tls_expired
1-costatest-alb-okta-default-w3.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://1-costatest-alb-okta-default-w3.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
10-6-4.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://10-6-4.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
117-76.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://117-76.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
139-09.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://139-09.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
15-3-9-2.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://15-3-9-2.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
151-16.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://151-16.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
155-9-187-42.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://155-9-187-42.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
155-9-210-18.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://155-9-210-18.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
155-9-52-58.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://155-9-52-58.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
16-76-9-4.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://16-76-9-4.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
163-08.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://163-08.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
17-121-112-79.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://17-121-112-79.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
17-121-113-33.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://17-121-113-33.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
17-121-113-76.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://17-121-113-76.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
17-121-113-97.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://17-121-113-97.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
17-121-114-40.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://17-121-114-40.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
17-121-117-89.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://17-121-117-89.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
17-121-121-11.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://17-121-121-11.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
17-121-122-9.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://17-121-122-9.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
17-121-125-59.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://17-121-125-59.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
17-58-106-71.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://17-58-106-71.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
17-58-98-14.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://17-58-98-14.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
17-77.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://17-77.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
19f3.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://19f3.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
1fwww.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://1fwww.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
1xport-old.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://1xport-old.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
205-185-202-36.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://205-185-202-36.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
207-171-168-23.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://207-171-168-23.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
231-88.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://231-88.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
24-02-1.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://24-02-1.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
240affiliate.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://240affiliate.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
263-4-8.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://263-4-8.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
292-8.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://292-8.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
2fa.cbre.com,Multi-Factor Authentication™ | User Portal,200,10502,2fa.cbre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-02-07T23:59:59Z,"CN=2fa.cbre.com, O=CBRE Group Inc., ST=Texas, C=US",2fa.cbre.com,CBRE Group Inc.,www.2fa.cbre.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9e6e7c6b3948fa1dd162648d7d1a8a83,50d1c8a1e77f5b07d3754d757ab4f01d6d2e24702160e46cbf1ea6fb0c1aef80,ctls,2fa.cbre.com,443,https://2fa.cbre.com:443,https,text/html,GET,208.68.246.52,/,1631801191,https://2fa.cbre.com/multifactorauth/,208.68.246.52,Microsoft ASP.NET,178,False,,,,,,,
2fevernote54.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://2fevernote54.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
2jpl.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://2jpl.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
2wvlun5h.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://2wvlun5h.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
31-72-3.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://31-72-3.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
32-courier2.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://32-courier2.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
35-70-44.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://35-70-44.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
357-16.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://357-16.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
38-courier2.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://38-courier2.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
3aeb74dd.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://3aeb74dd.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
3brs2.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://3brs2.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
41-7-7.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://41-7-7.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
425d.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://425d.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
431-78.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://431-78.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
438a.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://438a.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
45-10.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://45-10.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
455-9-9.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://455-9-9.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
45ed.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://45ed.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
46-00-1.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://46-00-1.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
463-0-8.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://463-0-8.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
46cd.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://46cd.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
49-78.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://49-78.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
4coins.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://4coins.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
4dd4.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://4dd4.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
4e2d.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://4e2d.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
4f5d.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://4f5d.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
5-4.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://5-4.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
5-60-8.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://5-60-8.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
5-73-12.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://5-73-12.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
5-73-4-3.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://5-73-4-3.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
5-91-06.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://5-91-06.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
503-purchase-intent-new-fields.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://503-purchase-intent-new-fields.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
54-65.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://54-65.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
55-1-23.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://55-1-23.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
550-73.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://550-73.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
5starhelp.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://5starhelp.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
6-2-2.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://6-2-2.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
6-77-9.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://6-77-9.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
657-57.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://657-57.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
66-16-9.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://66-16-9.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
6a23.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://6a23.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
72-18.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://72-18.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
731-95.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://731-95.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
739-4-2.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://739-4-2.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
757-9-2-0.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://757-9-2-0.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
76-00-9.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://76-00-9.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
8-71-7.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://8-71-7.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
81-7-0-5.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://81-7-0-5.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
82beedde.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://82beedde.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
830-1-4.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://830-1-4.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
831-9-0.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://831-9-0.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
85-98-6.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://85-98-6.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
850-05.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://850-05.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
857-65-2.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://857-65-2.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
86-27.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://86-27.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
86-7-1-9.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://86-7-1-9.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
863-01.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://863-01.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
8scsw02.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://8scsw02.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
9-64.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://9-64.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
915f.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://915f.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
92c1.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://92c1.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
94-226-243-34.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://94-226-243-34.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
95-37-0-4.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://95-37-0-4.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
95-5.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://95-5.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
95-6-96.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://95-6-96.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
95-61-4.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://95-61-4.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
952-61.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://952-61.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
957-98-0.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://957-98-0.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
958-01.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://958-01.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
a-96-118-50-48.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://a-96-118-50-48.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
a-96-118-55-81.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://a-96-118-55-81.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
a-96-119-93-44.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://a-96-119-93-44.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
a-project-group.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://a-project-group.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
a1dogcom.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://a1dogcom.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
aar1u01.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://aar1u01.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
aarbamrcee01.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://aarbamrcee01.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
abeinoodles.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://abeinoodles.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
about.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://about.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
acc-fms4.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://acc-fms4.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
acc-lon2-s3b20-1.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://acc-lon2-s3b20-1.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
acc-qa.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://acc-qa.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
accelink.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://accelink.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
acceptatie-stgmotion.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://acceptatie-stgmotion.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
acceptosmail.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://acceptosmail.journal.cbre.com:80,http,,GET,165.160.15.20,/,820150424,,165.160.13.20,,2,False,,,,,,,
access-demodevenvstats-corp.journal.cbre.com,,200,94,,,,,,,,,,,,,,,,,,,80,http://access-demodevenvstats-corp.journal.cbre.com:80,http,,GET,165.160.13.20,/,820150424,,165.160.15.20,,2,False,,,,,,,
