input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,a_,tech_,lines,failed,cdn
verizon.nordvpn.com,403 Forbidden,403,139,verizon.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,verizon.nordvpn.com,cloudflare,443,https://verizon.nordvpn.com:443,https,cloudflare,text/html,GET,104.17.49.74,/,104.17.50.74,HSTS,8,False,True
