input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,cdn_name,webserver,tech_,cdn,final_url,csp_domains_,tls_expired
acceptatie-blogofficebackups-domain.dev.buffer.com,404 Not Found,404,146,acceptatie-blogofficebackups-domain.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,acceptatie-blogofficebackups-domain.dev.buffer.com,443,https://acceptatie-blogofficebackups-domain.dev.buffer.com:443,https,text/html,GET,54.163.118.235,/,1494302000,100.25.61.122,8,False,,,,,,,,
acceptatie-pm.dev.buffer.com,404 Not Found,404,146,acceptatie-pm.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,acceptatie-pm.dev.buffer.com,443,https://acceptatie-pm.dev.buffer.com:443,https,text/html,GET,100.25.61.122,/,1494302000,54.163.118.235,8,False,,,,,,,,
acceptrepository-postgresmx.dev.buffer.com,404 Not Found,404,146,acceptrepository-postgresmx.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,acceptrepository-postgresmx.dev.buffer.com,443,https://acceptrepository-postgresmx.dev.buffer.com:443,https,text/html,GET,52.207.64.248,/,1494302000,54.163.118.235,8,False,,,,,,,,
acceptsalesbetatemp-exchangedns.dev.buffer.com,404 Not Found,404,146,acceptsalesbetatemp-exchangedns.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,acceptsalesbetatemp-exchangedns.dev.buffer.com,443,https://acceptsalesbetatemp-exchangedns.dev.buffer.com:443,https,text/html,GET,52.207.64.248,/,1494302000,54.83.57.20,8,False,,,,,,,,
access-collend.dev.buffer.com,404 Not Found,404,548,access-collend.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,access-collend.dev.buffer.com,443,https://access-collend.dev.buffer.com:443,https,text/html,GET,54.83.57.20,/,566218143,54.163.118.235,14,False,,,,,,,,
access-controller-vpn.dev.buffer.com,404 Not Found,404,146,access-controller-vpn.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,access-controller-vpn.dev.buffer.com,443,https://access-controller-vpn.dev.buffer.com:443,https,text/html,GET,52.207.64.248,/,1494302000,54.83.57.20,8,False,,,,,,,,
access-delmarcollege.dev.buffer.com,404 Not Found,404,146,access-delmarcollege.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,access-delmarcollege.dev.buffer.com,443,https://access-delmarcollege.dev.buffer.com:443,https,text/html,GET,52.207.64.248,/,1494302000,54.83.57.20,8,False,,,,,,,,
access-fc8-2.dev.buffer.com,404 Not Found,404,146,access-fc8-2.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,access-fc8-2.dev.buffer.com,443,https://access-fc8-2.dev.buffer.com:443,https,text/html,GET,54.163.118.235,/,1494302000,52.207.64.248,8,False,,,,,,,,
access-gae2-accesspoint-a-psmb.dev.buffer.com,404 Not Found,404,548,access-gae2-accesspoint-a-psmb.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,access-gae2-accesspoint-a-psmb.dev.buffer.com,443,https://access-gae2-accesspoint-a-psmb.dev.buffer.com:443,https,text/html,GET,54.163.118.235,/,566218143,100.25.61.122,14,False,,,,,,,,
access-gatewaymember-config.dev.buffer.com,404 Not Found,404,548,access-gatewaymember-config.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,access-gatewaymember-config.dev.buffer.com,443,https://access-gatewaymember-config.dev.buffer.com:443,https,text/html,GET,54.83.57.20,/,566218143,54.163.118.235,14,False,,,,,,,,
access-sftp.dev.buffer.com,404 Not Found,404,548,access-sftp.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,access-sftp.dev.buffer.com,443,https://access-sftp.dev.buffer.com:443,https,text/html,GET,54.83.57.20,/,566218143,54.163.118.235,14,False,,,,,,,,
access-upgradeelasticbeanstalkauthvpn.dev.buffer.com,404 Not Found,404,146,access-upgradeelasticbeanstalkauthvpn.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,access-upgradeelasticbeanstalkauthvpn.dev.buffer.com,443,https://access-upgradeelasticbeanstalkauthvpn.dev.buffer.com:443,https,text/html,GET,52.207.64.248,/,1494302000,54.83.57.20,8,False,,,,,,,,
access-vpn-extranetclients.dev.buffer.com,404 Not Found,404,146,access-vpn-extranetclients.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,access-vpn-extranetclients.dev.buffer.com,443,https://access-vpn-extranetclients.dev.buffer.com:443,https,text/html,GET,54.163.118.235,/,1494302000,52.207.64.248,8,False,,,,,,,,
accesspediatrics.dev.buffer.com,404 Not Found,404,548,accesspediatrics.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,accesspediatrics.dev.buffer.com,443,https://accesspediatrics.dev.buffer.com:443,https,text/html,GET,54.163.118.235,/,566218143,100.25.61.122,14,False,,,,,,,,
accessredirectdoc-corporate.dev.buffer.com,404 Not Found,404,146,accessredirectdoc-corporate.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,accessredirectdoc-corporate.dev.buffer.com,443,https://accessredirectdoc-corporate.dev.buffer.com:443,https,text/html,GET,54.83.57.20,/,1494302000,54.163.118.235,8,False,,,,,,,,
accessstreamb2bmy-oceania.dev.buffer.com,404 Not Found,404,548,accessstreamb2bmy-oceania.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,accessstreamb2bmy-oceania.dev.buffer.com,443,https://accessstreamb2bmy-oceania.dev.buffer.com:443,https,text/html,GET,54.83.57.20,/,566218143,100.25.61.122,14,False,,,,,,,,
accesstemp-errorvpnpreferences-team-minerva-clients-stats-corp.dev.buffer.com,404 Not Found,404,548,accesstemp-errorvpnpreferences-team-minerva-clients-stats-corp.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,accesstemp-errorvpnpreferences-team-minerva-clients-stats-corp.dev.buffer.com,443,https://accesstemp-errorvpnpreferences-team-minerva-clients-stats-corp.dev.buffer.com:443,https,text/html,GET,52.207.64.248,/,566218143,54.163.118.235,14,False,,,,,,,,
accesswwwexternal-domain.dev.buffer.com,404 Not Found,404,548,accesswwwexternal-domain.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,accesswwwexternal-domain.dev.buffer.com,443,https://accesswwwexternal-domain.dev.buffer.com:443,https,text/html,GET,54.163.118.235,/,566218143,54.83.57.20,14,False,,,,,,,,
account-gawron.dev.buffer.com,404 Not Found,404,548,account-gawron.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,account-gawron.dev.buffer.com,443,https://account-gawron.dev.buffer.com:443,https,text/html,GET,54.83.57.20,/,566218143,54.163.118.235,14,False,,,,,,,,
account-internalold-my-external-domain.dev.buffer.com,404 Not Found,404,146,account-internalold-my-external-domain.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,account-internalold-my-external-domain.dev.buffer.com,443,https://account-internalold-my-external-domain.dev.buffer.com:443,https,text/html,GET,54.163.118.235,/,1494302000,100.25.61.122,8,False,,,,,,,,
account-staging-v2oceania-mx.dev.buffer.com,404 Not Found,404,548,account-staging-v2oceania-mx.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,account-staging-v2oceania-mx.dev.buffer.com,443,https://account-staging-v2oceania-mx.dev.buffer.com:443,https,text/html,GET,54.163.118.235,/,566218143,54.83.57.20,14,False,,,,,,,,
account-temp-int-database-officebackups-domain.dev.buffer.com,404 Not Found,404,548,account-temp-int-database-officebackups-domain.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,account-temp-int-database-officebackups-domain.dev.buffer.com,443,https://account-temp-int-database-officebackups-domain.dev.buffer.com:443,https,text/html,GET,52.207.64.248,/,566218143,54.83.57.20,14,False,,,,,,,,
account-upload-tempb2b-trackjiratunnel-mx.dev.buffer.com,404 Not Found,404,548,account-upload-tempb2b-trackjiratunnel-mx.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,account-upload-tempb2b-trackjiratunnel-mx.dev.buffer.com,443,https://account-upload-tempb2b-trackjiratunnel-mx.dev.buffer.com:443,https,text/html,GET,52.207.64.248,/,566218143,54.163.118.235,14,False,,,,,,,,
account-uploads-team-db2corporatemysqlbackups-www-test.dev.buffer.com,404 Not Found,404,548,account-uploads-team-db2corporatemysqlbackups-www-test.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,account-uploads-team-db2corporatemysqlbackups-www-test.dev.buffer.com,443,https://account-uploads-team-db2corporatemysqlbackups-www-test.dev.buffer.com:443,https,text/html,GET,52.207.64.248,/,566218143,100.25.61.122,14,False,,,,,,,,
account-vpn-gci.dev.buffer.com,404 Not Found,404,146,account-vpn-gci.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,account-vpn-gci.dev.buffer.com,443,https://account-vpn-gci.dev.buffer.com:443,https,text/html,GET,54.83.57.20,/,1494302000,54.163.118.235,8,False,,,,,,,,
account-vpn-upload-wwww-backups-www-test.dev.buffer.com,404 Not Found,404,146,account-vpn-upload-wwww-backups-www-test.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,account-vpn-upload-wwww-backups-www-test.dev.buffer.com,443,https://account-vpn-upload-wwww-backups-www-test.dev.buffer.com:443,https,text/html,GET,54.163.118.235,/,1494302000,54.83.57.20,8,False,,,,,,,,
account.buffer.com,Buffer - Account,200,5299,account.buffer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-25T00:00:00Z,2024-04-23T23:59:59Z,"CN=buffer.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",buffer.com,buffer.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",67ccffe4dabc37f6ef78ae2bd04fe7fa,6f7085703a670feb69d6bcf891ae24d78c48ef89641e662bd104487feb155f9f,True,ctls,account.buffer.com,443,https://account.buffer.com:443,https,text/html,GET,104.16.140.52,/,2002578844,2606:4700::6810:8c34,73,False,"Cloudflare, Inc.",cloudflare,cloudflare,HTTP/3,True,,,
accountacc-backupsauth-antiviruspre.dev.buffer.com,404 Not Found,404,146,accountacc-backupsauth-antiviruspre.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,accountacc-backupsauth-antiviruspre.dev.buffer.com,443,https://accountacc-backupsauth-antiviruspre.dev.buffer.com:443,https,text/html,GET,54.83.57.20,/,1494302000,52.207.64.248,8,False,,,,,,,,
accountaccept-backupconfig.dev.buffer.com,404 Not Found,404,146,accountaccept-backupconfig.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,accountaccept-backupconfig.dev.buffer.com,443,https://accountaccept-backupconfig.dev.buffer.com:443,https,text/html,GET,52.207.64.248,/,1494302000,54.83.57.20,8,False,,,,,,,,
accountbetaconfigbeta.dev.buffer.com,404 Not Found,404,548,accountbetaconfigbeta.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,accountbetaconfigbeta.dev.buffer.com,443,https://accountbetaconfigbeta.dev.buffer.com:443,https,text/html,GET,54.163.118.235,/,566218143,100.25.61.122,14,False,,,,,,,,
accountbucketjira.dev.buffer.com,404 Not Found,404,548,accountbucketjira.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,accountbucketjira.dev.buffer.com,443,https://accountbucketjira.dev.buffer.com:443,https,text/html,GET,54.83.57.20,/,566218143,54.163.118.235,14,False,,,,,,,,
accountcodecloud-uat.dev.buffer.com,404 Not Found,404,146,accountcodecloud-uat.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,accountcodecloud-uat.dev.buffer.com,443,https://accountcodecloud-uat.dev.buffer.com:443,https,text/html,GET,52.207.64.248,/,1494302000,54.163.118.235,8,False,,,,,,,,
accountconfigmijn-repository-postgresmx.dev.buffer.com,404 Not Found,404,146,accountconfigmijn-repository-postgresmx.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,accountconfigmijn-repository-postgresmx.dev.buffer.com,443,https://accountconfigmijn-repository-postgresmx.dev.buffer.com:443,https,text/html,GET,54.163.118.235,/,1494302000,52.207.64.248,8,False,,,,,,,,
accountdata.dev.buffer.com,404 Not Found,404,548,accountdata.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,accountdata.dev.buffer.com,443,https://accountdata.dev.buffer.com:443,https,text/html,GET,54.163.118.235,/,566218143,52.207.64.248,14,False,,,,,,,,
accountdatamirror-erpalt.dev.buffer.com,404 Not Found,404,146,accountdatamirror-erpalt.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,accountdatamirror-erpalt.dev.buffer.com,443,https://accountdatamirror-erpalt.dev.buffer.com:443,https,text/html,GET,54.163.118.235,/,1494302000,54.83.57.20,8,False,,,,,,,,
accounts-deploybeta-ru.dev.buffer.com,404 Not Found,404,548,accounts-deploybeta-ru.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,accounts-deploybeta-ru.dev.buffer.com,443,https://accounts-deploybeta-ru.dev.buffer.com:443,https,text/html,GET,54.83.57.20,/,566218143,54.163.118.235,14,False,,,,,,,,
accounts-motionpoc.dev.buffer.com,404 Not Found,404,548,accounts-motionpoc.dev.buffer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-03T00:00:00Z,2024-05-30T23:59:59Z,CN=*.buffer.com,*.buffer.com,*.reply.buffer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8776a0b18563b324f26256b5520e5178,95a467fa073a3dc677f7e10911e7af6497039c8c5b05748b8d5c204c601bd574,True,ctls,accounts-motionpoc.dev.buffer.com,443,https://accounts-motionpoc.dev.buffer.com:443,https,text/html,GET,100.25.61.122,/,566218143,54.163.118.235,14,False,,,,,,,,
