new,host,ttl,a,soa,status_code,aaaa,mx,ns,txt,cdn,cdn-name,cname
[x],adfs.onhir.gov,300,65.153.34.35,"{'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
[x],autodiscover.onhir.gov,300,"40.99.149.216, 52.98.242.248, 40.99.150.56, 40.99.214.40","{'name': 'ms-acdc-autod.office.com', 'ns': 'ns1-ms-acdc.office.com', 'mailbox': 'hostmaster.microsoft.com', 'serial': 2024285245, 'refresh': 900, 'retry': 600, 'expire': 86400, 'minttl': 60}, {'name': 'ms-acdc-autod.office.com', 'ns': 'ns1-ms-acdc.office.com', 'mailbox': 'hostmaster.microsoft.com', 'serial': 2024274713, 'refresh': 900, 'retry': 600, 'expire': 86400, 'minttl': 60}, {'name': 'ms-acdc-autod.office.com', 'ns': 'ns1-ms-acdc.office.com', 'mailbox': 'hostmaster.microsoft.com', 'serial': 2024643779, 'refresh': 900, 'retry': 600, 'expire': 86400, 'minttl': 60}",NOERROR,"2603:1026:c0d:82c::8, 2603:1026:c0d:1800::8, 2603:1026:c0d:829::8, 2603:1026:c0d:1801::8",,,,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com"
[x],mail.onhir.gov,1800,,"{'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
[x],mail1.onhir.gov,1800,,"{'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
[x],onhir.gov,180,"18.244.102.83, 18.244.102.49, 18.244.102.105, 18.244.102.110","{'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2600:9000:26e8:ea00:2:9ac3:5580:93a1, 2600:9000:26e8:9c00:2:9ac3:5580:93a1, 2600:9000:26e8:1a00:2:9ac3:5580:93a1, 2600:9000:26e8:400:2:9ac3:5580:93a1, 2600:9000:26e8:bc00:2:9ac3:5580:93a1, 2600:9000:26e8:f800:2:9ac3:5580:93a1, 2600:9000:26e8:1200:2:9ac3:5580:93a1, 2600:9000:26e8:3400:2:9ac3:5580:93a1",onhir-gov.mail.protection.outlook.com,"west.ns.cloudflare.com, liz.ns.cloudflare.com","v=spf1 a:mail.onhir.gov include:spf.protection.outlook.com ip4:198.21.2.183 -all, hes6jp1jau41ehugvvnqn0a3ld, MS=ms32101036",True,cloudfront,
[x],www.adfs.onhir.gov,1800,,"{'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
[x],www.mail.onhir.gov,1800,,"{'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'onhir.gov', 'ns': 'liz.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349657515, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
[x],www.onhir.gov,300,"108.138.85.121, 108.138.85.107, 108.138.85.81, 108.138.85.119","{'name': 'd8x7anwn0vp7a.cloudfront.net', 'ns': 'ns-1817.awsdns-35.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd8x7anwn0vp7a.cloudfront.net', 'ns': 'ns-1817.awsdns-35.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd8x7anwn0vp7a.cloudfront.net', 'ns': 'ns-1817.awsdns-35.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"2600:9000:2509:bc00:2:9ac3:5580:93a1, 2600:9000:2509:6200:2:9ac3:5580:93a1, 2600:9000:2509:4800:2:9ac3:5580:93a1, 2600:9000:2509:b200:2:9ac3:5580:93a1, 2600:9000:2509:2400:2:9ac3:5580:93a1, 2600:9000:2509:e200:2:9ac3:5580:93a1, 2600:9000:2509:f400:2:9ac3:5580:93a1, 2600:9000:2509:5e00:2:9ac3:5580:93a1",,"liz.ns.cloudflare.com, west.ns.cloudflare.com",,True,cloudfront,"d8x7anwn0vp7a.cloudfront.net, onhir.gov"
