input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tech_,cdn_name,webserver,cdn,tls_mismatched,tls_wildcard_certificate,final_url,csp_domains_,location
juc-paris.jfrog.com,"Jenkins User Conference - June 28, 2018 - Paris, France",200,156392,juc-paris.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-06-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,,blog.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ec9344cef632395f377226138961437c,135f6e92273ee60d57c3e2c09ae87954cdff49fff6ee4c984838b7740370fc2c,ctls,juc-paris.jfrog.com,443,https://juc-paris.jfrog.com:443,https,text/html,GET,143.204.98.99,/,1494302000,143.204.98.28,1712,False,YouTube,cloudfront,,True,,,,,
konferenzen24.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://konferenzen24.jfrog.com:80,http,text/html,GET,143.204.98.28,/,815245699,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
lab-icedcoffebreak.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://lab-icedcoffebreak.jfrog.com:80,http,text/html,GET,143.204.98.99,/,1289030168,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
labyrinth.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://labyrinth.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-1407985283,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
landing.jfrog.com,MyJFrog - JFrog Customer Portal,200,10612,landing.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-26T00:00:00Z,2023-06-07T23:59:59Z,CN=*.jfrog.com,*.jfrog.com,,jfrog.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",19453f6c93ca755709133bbc68b09d51,e48637ff723475c3c7ade853ba43091762fa88497762651e43cfe6dc49288a70,ctls,landing.jfrog.com,443,https://landing.jfrog.com:443,https,text/html,GET,52.44.66.176,/,-1192158473,54.85.188.215,60,False,HSTS,,,,,True,,,
lapp782.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://lapp782.jfrog.com:80,http,text/html,GET,143.204.98.46,/,2091037082,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
leap.jfrog.com,Software Supply Chain Platform for DevOps & Security | JFrog,200,384925,jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-06T23:59:59Z,CN=jfrog.com,jfrog.com,,www.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c3e4c8d13e7346bd5f28023fd8ad75be,43bde77bfa4557d929ad8c0c8541ab4c2b49eb6ef23ac6373c88ccc7b2500902,ctls,jfrog.com,443,https://leap.jfrog.com:443,https,text/html,GET,104.17.73.206,/,1571679106,104.17.70.206,3242,False,Yoast SEO Premium:15.2,cloudflare,,True,,,https://jfrog.com/,https://supportjfrog.force.com/,
lender-dashboard-staging.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://lender-dashboard-staging.jfrog.com:80,http,text/html,GET,143.204.98.28,/,702617482,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
liudmila-peiter.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://liudmila-peiter.jfrog.com:80,http,text/html,GET,143.204.98.99,/,1402219068,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
login.bintray.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://login.bintray.jfrog.com:80,http,text/html,GET,143.204.98.46,/,1803035490,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
lyncdiscover.jfrog.com,,404,34,lyncdiscover.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.jfrog.com,443,https://lyncdiscover.jfrog.com:443,https,application/json,GET,52.112.193.16,/,561381128,2603:1027:0:2::e,1,False,Azure,,,,True,True,,,
m-merdeka-com3-6.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://m-merdeka-com3-6.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-472862469,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
marfisa-thor.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://marfisa-thor.jfrog.com:80,http,text/html,GET,143.204.98.28,/,887625014,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
marketo.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://marketo.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-1972550096,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
mc220-9-33.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://mc220-9-33.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-805556313,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
mdds-uat.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://mdds-uat.jfrog.com:80,http,text/html,GET,143.204.98.6,/,930913094,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
media.jfrog.com,,403,243,media.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-22T23:59:59Z,CN=media.jfrog.com,media.jfrog.com,,*.media.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ede045ebf571e9ce62785f28838411ef,c906586d8bc77dcd59806ca746c0128524b56c1cbe12ef026cf1e579c69cff3d,ctls,media.jfrog.com,443,https://media.jfrog.com:443,https,application/xml,GET,52.222.236.97,/,1266885114,52.222.236.75,2,False,Amazon Web Services,cloudfront,AmazonS3,True,,True,,,
meet.jfrog.com,WordPress › Error,410,2598,meet.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-06-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,,blog.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ec9344cef632395f377226138961437c,135f6e92273ee60d57c3e2c09ae87954cdff49fff6ee4c984838b7740370fc2c,ctls,meet.jfrog.com,443,https://meet.jfrog.com:443,https,text/html,GET,143.204.98.28,/,1494302000,143.204.98.46,121,False,Amazon Web Services,cloudfront,,True,,,,,
met-7-3-1.backtoschool.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://met-7-3-1.backtoschool.jfrog.com:80,http,text/html,GET,143.204.98.99,/,591024201,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
mkmdcyz066010.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://mkmdcyz066010.jfrog.com:80,http,text/html,GET,143.204.98.99,/,1116661750,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
mkmdcyz067003.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://mkmdcyz067003.jfrog.com:80,http,text/html,GET,143.204.98.6,/,1012594949,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
mkto.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://mkto.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-1978959625,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
my.jfrog.com,MyJFrog,200,3267,my.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-30T00:00:00Z,2024-04-18T23:59:59Z,CN=my.jfrog.com,my.jfrog.com,,myjfrog-api.jfrog.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,f76ccf4a722bd2f6ac1072ecf0b093b1,d9736dfbf96c9adbdba97ceb0b2e28558f6838e50c6fda9e2739eab31dab55f2,ctls,my.jfrog.com,443,https://my.jfrog.com:443,https,text/html,GET,52.44.66.176,/,-1192158473,54.85.188.215,99,False,,,,,,,,,
myjfrog-api.jfrog.com,,404,9,myjfrog-api.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-30T00:00:00Z,2024-04-18T23:59:59Z,CN=my.jfrog.com,my.jfrog.com,,myjfrog-api.jfrog.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,f76ccf4a722bd2f6ac1072ecf0b093b1,d9736dfbf96c9adbdba97ceb0b2e28558f6838e50c6fda9e2739eab31dab55f2,ctls,myjfrog-api.jfrog.com,443,https://myjfrog-api.jfrog.com:443,https,text/plain,GET,52.3.34.138,/,-738705486,54.85.188.215,1,False,HSTS,,,,,,,,
narcissus.jfrog.com,403 Forbidden,403,146,narcissus.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-14T00:00:00Z,2024-06-13T23:59:59Z,CN=*.jfrog.com,*.jfrog.com,,jfrog.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,54220a2345ab21780af5330949e0ef6b,c8eb69699c69ca2a609f5c4b301b18c594a04106ffe1f9375102ad95fc0cc094,ctls,narcissus.jfrog.com,443,https://narcissus.jfrog.com:443,https,text/html,GET,54.83.113.30,/,-1561873722,54.204.57.97,8,False,HSTS,,,,,True,,,
netflix.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://netflix.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-2093662913,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
newstaging.swampguide.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://newstaging.swampguide.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-468455564,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
nothingviral.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://nothingviral.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-214047898,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
ok.jfrog.com,B2B Social Media Engagement Suite | Oktopost,200,39798,www.oktopost.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-28T07:00:11Z,2023-08-26T07:00:10Z,CN=www.oktopost.com,www.oktopost.com,,www.oktopost.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,40994fc351b751879189cb7fec4527bc,d6f19564a80177bf43b4532f983ddafa52d6de2f84eefa0c00730d934c5a6fac,ctls,www.oktopost.com,443,https://ok.jfrog.com:443,https,text/html,GET,23.22.90.252,/,-247013937,52.20.195.32,750,False,HSTS,,,,,,https://www.oktopost.com,,
onixnet-1.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://onixnet-1.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-1213896038,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
openmrs.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://openmrs.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-270132893,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
ops.jfrog.com,Sign in - Google Accounts,200,579438,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T08:25:19Z,2023-07-31T08:25:18Z,CN=accounts.google.com,accounts.google.com,,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,e67f0900445d4560717641adeae0c363,9c9a4cc44d8f1852b01595f3891e4bf0694858a9040176f7f7229ff960c55300,ctls,accounts.google.com,443,https://ops.jfrog.com:443,https,text/html,GET,142.250.184.243,/,-1109574659,2a00:1450:4001:827::2013,46,False,HTTP/3,,ESF,,,True,https://accounts.google.com/v3/signin/identifier?dsh=S2047670119%3A1685382080190494&continue=https%3A%2F%2Fsites.google.com%2Fjfrog.com%2Fhoppy-to-help&followup=https%3A%2F%2Fsites.google.com%2Fjfrog.com%2Fhoppy-to-help&ifkv=Af_xneGIomjXgPQLkOEi3_ZBt4GepdJCbAO24GGK29cD4b7U9InnRuyadiCtbNv_A520XlihrKO_&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin,,
order309.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://order309.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-852445129,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
origin-live.swampguide.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://origin-live.swampguide.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-1724720097,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
oss.jfrog.org,JFrog,200,3029,oss.jfrog.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-04-20T23:59:59Z,CN=*.jfrog.org,*.jfrog.org,,jfrog.org,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,8ef866285d678004783204d5b2f1dc86,4490cce60ed59246465dcec13b729c9cc60e321e6a33a554a94a14a7f6020e71,ctls,oss.jfrog.org,443,https://oss.jfrog.org:443,https,text/html,GET,54.208.137.145,/,131975511,3.232.82.207,1,False,HSTS,,,,,True,https://oss.jfrog.org/ui/,widget.drift.com,
outbound-mail-208-216.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://outbound-mail-208-216.jfrog.com:80,http,text/html,GET,143.204.98.99,/,93277328,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
p29-iwnr-china.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://p29-iwnr-china.jfrog.com:80,http,text/html,GET,143.204.98.99,/,2077638743,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
p31-cache.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://p31-cache.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-503719293,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
p45-imap.jctf.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://p45-imap.jctf.jfrog.com:80,http,text/html,GET,143.204.98.6,/,242697874,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
pages.updates.jfrog.com,403 - Forbidden: Access is denied.,403,1233,pages.updates.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-10T00:00:00Z,2023-09-10T23:59:59Z,"CN=pages.s51.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",pages.s51.exacttarget.com,"SALESFORCE.COM, INC.",pages.s51.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,43d3a7c93e56afef3ec25643bcf2a4e7,17147b2da6b75d06f0d48481bec05396a9a7e24b1f54f1187d598c29ea0a41cd,ctls,pages.updates.jfrog.com,443,https://pages.updates.jfrog.com:443,https,text/html,GET,159.92.128.1,/,-207424980,159.92.128.1,30,False,,,,,True,,,,
paneleu.my.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://paneleu.my.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-386013637,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
partnercenter.jfrog.com,,200,1339,partnercenter.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-23T00:00:00Z,2024-02-23T23:59:59Z,CN=jfrog.com,jfrog.com,,www.jfrog.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",f0484e037c0decc18f70c1a8a87ff948,8dbb52731ea68d3531254a9701db8606db64f37fb0d6d14066d87ff62b3ff567,ctls,partnercenter.jfrog.com,443,https://partnercenter.jfrog.com:443,https,text/html,GET,85.222.140.10,/,1433417005,85.222.140.11,45,False,HSTS,,sfdcedge,,,,https://partnercenter.jfrog.com/s/,,
partners.jfrog.com,,200,1324,partners.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-23T00:00:00Z,2024-02-23T23:59:59Z,CN=jfrog.com,jfrog.com,,www.jfrog.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",f0484e037c0decc18f70c1a8a87ff948,8dbb52731ea68d3531254a9701db8606db64f37fb0d6d14066d87ff62b3ff567,ctls,partners.jfrog.com,443,https://partners.jfrog.com:443,https,text/html,GET,85.222.140.13,/,1433417005,85.222.140.6,45,False,HSTS,,sfdcedge,,,,https://partners.jfrog.com/s/,,
patent.jfrog.com,403 Forbidden,403,146,patent.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-06-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,,blog.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ec9344cef632395f377226138961437c,135f6e92273ee60d57c3e2c09ae87954cdff49fff6ee4c984838b7740370fc2c,ctls,patent.jfrog.com,443,https://patent.jfrog.com:443,https,text/html,GET,143.204.98.28,/,1494302000,143.204.98.99,8,False,Amazon Web Services,cloudfront,,True,,,,,
pathfind.backtoschool.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://pathfind.backtoschool.jfrog.com:80,http,text/html,GET,143.204.98.46,/,1412601662,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
pbs.communified.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://pbs.communified.jfrog.com:80,http,text/html,GET,143.204.98.28,/,1085223105,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
pcsfeedingestor.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://pcsfeedingestor.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-1333715929,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
pczm.go.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://pczm.go.jfrog.com:80,http,text/html,GET,143.204.98.46,/,1672035098,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
pinnacle-api.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://pinnacle-api.jfrog.com:80,http,text/html,GET,143.204.98.99,/,1791768638,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
pm-bounces.jfrog.com,Postmark — Email delivery for web apps,200,4374,,,,,,,,,,,,,,,,,,,80,http://pm-bounces.jfrog.com:80,http,text/html,GET,138.197.30.54,/,-1457628171,138.197.30.54,85,False,Amazon Web Services,,AmazonS3,,,,,,
pms.backtoschool.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://pms.backtoschool.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-1580971168,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
portal-reserved-m1.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://portal-reserved-m1.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-1495739721,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
pr-1026.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://pr-1026.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-1690954544,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
prd1rtc2w11.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://prd1rtc2w11.jfrog.com:80,http,text/html,GET,143.204.98.6,/,825911766,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
preferencesgcp.my.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://preferencesgcp.my.jfrog.com:80,http,text/html,GET,143.204.98.6,/,2001796637,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
prepelite.swampguide.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://prepelite.swampguide.jfrog.com:80,http,text/html,GET,143.204.98.99,/,1997058744,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
preproddoc-corporate.swlatinamericampowertrlatinamericavel.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://preproddoc-corporate.swlatinamericampowertrlatinamericavel.jfrog.com:80,http,text/html,GET,143.204.98.46,/,1532779969,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
private-ziz7awb4snv6gnxq.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://private-ziz7awb4snv6gnxq.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-1337122870,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
privateevent.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://privateevent.jfrog.com:80,http,text/html,GET,143.204.98.99,/,1722901211,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
prod-usw1-artifacts-netflix-com.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://prod-usw1-artifacts-netflix-com.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-1742473132,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
prodv4.communified.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://prodv4.communified.jfrog.com:80,http,text/html,GET,143.204.98.99,/,1081881888,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
profil24.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://profil24.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-608800458,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
proxy.yalla-devops.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://proxy.yalla-devops.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-2053657650,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
psychotherapie.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://psychotherapie.jfrog.com:80,http,text/html,GET,143.204.98.46,/,1945743673,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
pubtest.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://pubtest.jfrog.com:80,http,text/html,GET,143.204.98.46,/,1891926780,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
puerta.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://puerta.jfrog.com:80,http,text/html,GET,143.204.98.46,/,860671342,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
qe4-ms-ext-iadsdk.communified.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://qe4-ms-ext-iadsdk.communified.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-1124307298,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
qqqpic.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://qqqpic.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-1390476238,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
quickbookscustomersupportphonenumber4.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://quickbookscustomersupportphonenumber4.jfrog.com:80,http,text/html,GET,143.204.98.6,/,230151409,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
realplayer.swampguide.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://realplayer.swampguide.jfrog.com:80,http,text/html,GET,143.204.98.46,/,1146800543,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
redirect-account-allntx03.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://redirect-account-allntx03.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-1278996406,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
