input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tech_,cdn_name,webserver,cdn,tls_mismatched,tls_wildcard_certificate,final_url,csp_domains_,location
bloodhound.projlab.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://bloodhound.projlab.jfrog.com:80,http,text/html,GET,143.204.98.6,/,1357152362,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
brilliantknitting.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://brilliantknitting.jfrog.com:80,http,text/html,GET,143.204.98.99,/,1691189219,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
calendar.jfrog.com,JFrog - Sign In,200,21368,jfrog.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,ctls,jfrog.okta.com,80,http://calendar.jfrog.com:80,http,text/html,GET,142.250.185.179,/,,2a00:1450:4001:811::2013,494,False,Nginx,,nginx,,,True,https://jfrog.okta.com/app/google/exk1igsohwyUqd7vR5d7/sso/saml?SAMLRequest=fVJdT9swFH1H4j9Yfs8nmwZWE9SB0CqxLWoDD3tznZvUreOb%2BTrt%2BPdzUxDwAG%2FW8fH5uL6z63%2B9YXtwpNEWPItTzsAqbLTtCv5Q30WX%2FLo8P5uR7M0g5qPf2CX8HYE8Cy8tiemi4KOzAiVpElb2QMIrsZr%2FvBd5nIrBoUeFhrPFbcE3jWkbadfbVg0Guw0Ou%2B1G9VptdxYkyvVa2bbrdpw9vsTKj7EWRCMsLHlpfYDS%2FCJKv0b5VZ19E18ykad%2FOKuenb5re2rwWaz1iUTiR11XUfV7VU8Ce92A%2BxXYBe8QOwOxwv5oX0kivQ9wKw0BZ3MicD4EvEFLYw9uBW6vFTws70NL7wcSSXI4HOJXmUQm29Zhdzor4uU0WDF1c28m%2Bnly%2BeLMy1ftWfJGqnz%2BsGOPxW2FRqsnNjcGDzcOpA8lvBtDhzt0vfQfu2VxNiG6idqJKkZLAyjdamg4S8qT6%2FvNCPvyHw%3D%3D&RelayState=https%3A%2F%2Fwww.google.com%2Fa%2Fjfrog.com%2FServiceLogin%3Fservice%3Dcl%26continue%3Dhttps%253A%252F%252Fcalendar.google.com%252Fcalendar%252F%26followup%3Dhttps%253A%252F%252Fcalendar.google.com%252Fcalendar%252F%26osid%3D1%26passive%3Dtrue,http://127.0.0.1:65141,
calendar.jfrog.org,Sign in - Google Accounts,200,1402,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T08:25:18Z,2023-07-31T08:25:17Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,6d20e0dbb4ec708878643b98c3dab7c0,fe533bafa6d4fa380bc8b5bafade084b21264bd2601c5f581bf9730db96e6d04,ctls,www.google.com,80,http://calendar.jfrog.org:80,http,text/html,GET,142.250.185.243,/,,2a00:1450:4001:812::2013,32,False,OpenGSE,,GSE,,,,https://www.google.com/a/jfrog.org/ServiceLogin?service=cl&continue=https://calendar.google.com/calendar/&followup=https://calendar.google.com/calendar/&osid=1&passive=1209600,url=https://www.google.com/accounts/AccountChooser?hd=jfrog.org&continue=https%3A%2F%2Fcalendar.google.com%2Fcalendar%2F&followup=https%3A%2F%2Fcalendar.google.com%2Fcalendar%2F&osid=1&service=cl,
callieryan.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://callieryan.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-665996750,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
care.jfrog.com,Support : JFrog Care,200,19008,care.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-24T04:41:14Z,2023-08-22T04:41:13Z,CN=care.jfrog.com,care.jfrog.com,,care.jfrog.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cf070259fea1830a8e661aa02a61216a,aa7d0271f41fadc40fd5c6e6152dff268f72e6269fae1a7494f74d03488fadfd,ctls,care.jfrog.com,443,https://care.jfrog.com:443,https,text/html,GET,204.236.238.48,/,-1611011004,52.21.186.229,362,False,Ruby on Rails,,fwe,,,,https://care.jfrog.com/support/home,,
careers.jfrog.com,JFrog Careers | Join the company that’s making software liquid,200,189659,join.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-06-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,,blog.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ec9344cef632395f377226138961437c,135f6e92273ee60d57c3e2c09ae87954cdff49fff6ee4c984838b7740370fc2c,ctls,join.jfrog.com,443,https://careers.jfrog.com:443,https,text/html,GET,143.204.98.28,/,,143.204.98.99,1830,False,Yoast SEO Premium:15.2,cloudfront,,True,,,https://join.jfrog.com,,
careersoauth.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://careersoauth.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-200326424,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
cdn-45f1.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://cdn-45f1.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-195038734,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
cdn.heapanalytics.com,,404,,sdk.us.heap-api.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2024-01-07T23:59:59Z,CN=sdk.us.heap-api.com,sdk.us.heap-api.com,,sdk.us.heap-api.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,54dd2f65b2b39bc2b9ebf6983088fe9e,f9c6c2c59b8bd849f0517f4e87ceb0c962dc1fb5f390169beb09dc1d53d53285,ctls,sdk.us.heap-api.com,80,http://cdn.heapanalytics.com:80,http,text/html,GET,13.32.121.85,/,,13.32.121.116,1,False,Node.js,cloudfront,nginx,True,,,https://sdk.us.heap-api.com:443/js/heap.js,,
chef-web-teamcms-chef-userconfluence.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://chef-web-teamcms-chef-userconfluence.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-1276132986,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
chefconfig-old-my-external-domain.swampguide.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://chefconfig-old-my-external-domain.swampguide.jfrog.com:80,http,text/html,GET,143.204.98.46,/,1253309968,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
cioblvd.jfrog.com,"DevOps Boulevard 2019, The Annual CIOs DevOps Event, Sep 12-13, CA",200,205589,cioblvd.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-06-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,,blog.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ec9344cef632395f377226138961437c,135f6e92273ee60d57c3e2c09ae87954cdff49fff6ee4c984838b7740370fc2c,ctls,cioblvd.jfrog.com,443,https://cioblvd.jfrog.com:443,https,text/html,GET,143.204.98.28,/,,143.204.98.99,1881,False,Yoast SEO Premium:15.2,cloudfront,,True,,,,,
cioblvdstorage.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://cioblvdstorage.jfrog.com:80,http,text/html,GET,143.204.98.28,/,916075923,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
click.updates.jfrog.com,403 - Forbidden: Access is denied.,403,1233,click.updates.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=click.updates.jfrog.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.updates.jfrog.com,"SALESFORCE.COM, INC.",click.updates.jfrog.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,03cab5b91bf86a780ba3477546999171,e67f34e01e184586aba5687b3b8cbeab1abf866114095087504ae3a5c939e646,ctls,click.updates.jfrog.com,443,https://click.updates.jfrog.com:443,https,text/html,GET,159.92.137.117,/,1631801191,159.92.137.117,30,False,HSTS,,,,,,,,
cloud.swampguide.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://cloud.swampguide.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-1173518553,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
cloud.updates.jfrog.com,403 - Forbidden: Access is denied.,403,1233,cloud.updates.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=cloud.updates.jfrog.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",cloud.updates.jfrog.com,"SALESFORCE.COM, INC.",cloud.updates.jfrog.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3ef21d5c612d909e900a302e55a32d27,fd5b7377e7288a075055e219b5402e231d4d1beefbc22e8b5a63f7254ffe4a94,ctls,cloud.updates.jfrog.com,443,https://cloud.updates.jfrog.com:443,https,text/html,GET,159.92.129.137,/,1631801191,159.92.129.137,30,False,,,,,,,,,
cms.safeswamps.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://cms.safeswamps.jfrog.com:80,http,text/html,GET,18.65.39.74,/,-1361582879,18.65.39.105,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
cmsdev-temp.communified.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://cmsdev-temp.communified.jfrog.com:80,http,text/html,GET,143.204.98.99,/,1455297019,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
co-mg6.staysafe.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://co-mg6.staysafe.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-1689354925,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
code.yalla-devops.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://code.yalla-devops.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-1400179265,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
comedy-show.jfrog.com,Software Supply Chain Platform for DevOps & Security | JFrog,200,384925,jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-06T23:59:59Z,CN=jfrog.com,jfrog.com,,www.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c3e4c8d13e7346bd5f28023fd8ad75be,43bde77bfa4557d929ad8c0c8541ab4c2b49eb6ef23ac6373c88ccc7b2500902,ctls,jfrog.com,443,https://comedy-show.jfrog.com:443,https,text/html,GET,143.204.98.6,/,1571679106,143.204.98.99,3242,False,Yoast SEO Premium:15.2,cloudfront,,True,,,https://jfrog.com/,https://ppp-supportjfrog.cs100.force.com,
communified-admin.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://communified-admin.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-1713173155,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
communifiedproxy.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://communifiedproxy.jfrog.com:80,http,text/html,GET,143.204.98.99,/,156468208,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
comnwww.staysafe.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://comnwww.staysafe.jfrog.com:80,http,text/html,GET,143.204.98.6,/,1402714786,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
como-crear-imagenes-con-un-marco-circular-al-estilo-g-en-latex.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://como-crear-imagenes-con-un-marco-circular-al-estilo-g-en-latex.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-1851440891,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
compute-swampup2020.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://compute-swampup2020.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-536092792,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
config-temp-miembros.staysafe.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://config-temp-miembros.staysafe.jfrog.com:80,http,text/html,GET,143.204.98.28,/,1104943405,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
connect-inspector.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://connect-inspector.jfrog.com:80,http,text/html,GET,143.204.98.28,/,1722186913,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
connector-tags.staysafe.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://connector-tags.staysafe.jfrog.com:80,http,text/html,GET,143.204.98.28,/,1587932110,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
contactjfrog.jfrog.com,,204,,contactjfrog.jfrog.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-22T23:58:41Z,2023-07-21T23:58:40Z,CN=contactjfrog.jfrog.com,contactjfrog.jfrog.com,,contactjfrog.jfrog.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,283e699b056649f2077126fd1b2fbf56,63a947426c19ef8588b904c4019f92912b0c9e7625e9d2b4db36a74d5bba28e9,ctls,contactjfrog.jfrog.com,443,https://contactjfrog.jfrog.com:443,https,,GET,3.93.29.37,/,-1840324437,34.200.103.172,1,False,HSTS,,,,,,,,
core-friends.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://core-friends.jfrog.com:80,http,text/html,GET,18.66.15.8,/,229220463,18.66.15.111,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
corpb2bsystem.my.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://corpb2bsystem.my.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-1185764587,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
cp0-3-2218-4.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://cp0-3-2218-4.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-1359676688,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
cpqc-bss-stg.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://cpqc-bss-stg.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-1364221281,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
customershosting.backtoschool.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://customershosting.backtoschool.jfrog.com:80,http,text/html,GET,143.204.98.46,/,1833884910,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
dataarchivecorp.juc-il.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://dataarchivecorp.juc-il.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-763297659,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
designer-s3.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://designer-s3.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-2024606840,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
dev-partnertools.updates.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://dev-partnertools.updates.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-570240710,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
developers.swampguide.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://developers.swampguide.jfrog.com:80,http,text/html,GET,143.204.98.28,/,942059645,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
devops-beyond-basics.jfrog.com,DevOps Beyond Basics EMEA - JFrog Virtual Event,200,211063,devops-beyond-basics.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-28T00:00:00Z,2024-01-26T23:59:59Z,CN=devops-beyond-basics.jfrog.com,devops-beyond-basics.jfrog.com,,*.devops-beyond-basics.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,27cf8f89fbad0d69ae77907e4a59e971,47e2b096f5acf893658367fd6ad4aca1b6a8ea4588998e370661152b7f96d00e,ctls,devops-beyond-basics.jfrog.com,443,https://devops-beyond-basics.jfrog.com:443,https,text/html,GET,143.204.98.44,/,,2600:9000:2156:9e00:12:a357:dd80:93a1,1305,False,Yoast SEO:19.10,cloudfront,AmazonS3,True,,True,,,
devopskaigi.jfrog.com,Software Supply Chain Platform for DevOps & Security | JFrog,200,384925,jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-06T23:59:59Z,CN=jfrog.com,jfrog.com,,www.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c3e4c8d13e7346bd5f28023fd8ad75be,43bde77bfa4557d929ad8c0c8541ab4c2b49eb6ef23ac6373c88ccc7b2500902,ctls,jfrog.com,443,https://devopskaigi.jfrog.com:443,https,text/html,GET,143.204.98.99,/,1571679106,143.204.98.46,3242,False,Yoast SEO Premium:15.2,cloudfront,,True,,,https://jfrog.com/,https://supportjfrog.force.com/,
dgejh.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://dgejh.jfrog.com:80,http,text/html,GET,143.204.98.46,/,914111998,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
docker.jfrog.com,Host not found | JFrog,200,109257,jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-06T23:59:59Z,CN=jfrog.com,jfrog.com,,www.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c3e4c8d13e7346bd5f28023fd8ad75be,43bde77bfa4557d929ad8c0c8541ab4c2b49eb6ef23ac6373c88ccc7b2500902,ctls,jfrog.com,443,https://docker.jfrog.com:443,https,text/html,GET,143.204.98.28,/,-565963982,143.204.98.46,564,False,Yoast SEO Premium:15.2,cloudfront,,True,,,https://jfrog.com/host-not-found/,https://supportjfrog.force.com/,
docs.jfrog.com,JFrog - Sign In,200,21400,jfrog.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,ctls,jfrog.okta.com,80,http://docs.jfrog.com:80,http,text/html,GET,142.250.185.179,/,,2a00:1450:4001:811::2013,494,False,Nginx,,nginx,,,True,https://jfrog.okta.com/app/google/exk1igsohwyUqd7vR5d7/sso/saml?SAMLRequest=fVJdT8IwFH038T80fd%2FGUKM0bAY1RBLURYYPvpXubit07eztQP%2B9ZWjQB31rTk%2FPx%2B0dX783imzBojQ6oXE4oAS0MIXUVUKX%2BTS4otfp6ckYeaNaNulcrZ%2FhrQN0xL%2FUyPqLhHZWM8NRItO8AWROsMXkYc6G4YC11jgjjKJkdpdQWQu5UoYbvlrzDW%2F4etOKYlPWVbOuRQtSF5XYKE3Jy3es4T7WDLGDmUbHtfPQYHgWDC6C4SiPL9l5zOLRKyXZl9ONF%2Bkb%2FBdrdSAhu8%2FzLMieFnkvsJUF2EfPTmhlTKUgFKbZ22ccUW49XHKFQMkEEazzAW%2BNxq4BuwC7lQKWz%2FOE1s61yKJot9uFR5mIR%2BvSmupwFkjTfrCs72Z%2FTPT%2F5PzbmaZH7XH0Qyr9%2BrB9j9ldZpQUH2SilNndWuDOl3C28x2mxjbc%2Fe0Wh3GPyCIoeyrrNLYgZCmhoCRKD66%2FN8Pvyyc%3D&RelayState=https%3A%2F%2Fwww.google.com%2Fa%2Fjfrog.com%2FServiceLogin%3Fservice%3Dwise%26passive%3Dtrue%26osid%3D1%26continue%3Dhttps%253A%252F%252Fdrive.google.com%252Fa%252Fjfrog.com%252F%26followup%3Dhttps%253A%252F%252Fdrive.google.com%252Fa%252Fjfrog.com%252F%26faa%3D1,*.authenticatorlocalprod.com:65151,
domainfc10-2.communified.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://domainfc10-2.communified.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-966074140,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
donboolacoo.backtoschool.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://donboolacoo.backtoschool.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-127110049,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
drakonaria.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://drakonaria.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-1697927193,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
dse-service.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://dse-service.jfrog.com:80,http,text/html,GET,143.204.98.46,/,873741597,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
edge-mqtt-merge.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://edge-mqtt-merge.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-1973812580,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
edge-rtp-relay-40000-shv-01-hou1.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://edge-rtp-relay-40000-shv-01-hou1.jfrog.com:80,http,text/html,GET,143.204.98.28,/,1185887936,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
elasticbeanstalk-newjiratunnel-mx.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://elasticbeanstalk-newjiratunnel-mx.jfrog.com:80,http,text/html,GET,143.204.98.99,/,1848464355,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
emmys.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://emmys.jfrog.com:80,http,text/html,GET,143.204.98.6,/,1029092630,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
engineering-networkbin.swampguide.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://engineering-networkbin.swampguide.jfrog.com:80,http,text/html,GET,143.204.98.99,/,1532116844,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
engineering.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://engineering.jfrog.com:80,http,text/html,GET,143.204.98.6,/,1912037916,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
engineeringproxygit.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://engineeringproxygit.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-1428030455,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
enkoping.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://enkoping.jfrog.com:80,http,text/html,GET,143.204.98.6,/,1055552527,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
ezbill.swampguide.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://ezbill.swampguide.jfrog.com:80,http,text/html,GET,143.204.98.28,/,1581348425,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
fast.appcues.com,,404,9,fast.appcues.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-01T19:42:15Z,2023-12-03T19:42:14Z,CN=fast.appcues.com,fast.appcues.com,,fast.appcues.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,ea22f175e7921bdcd1288a9caa79b099,bfa273cdcac800c16c22756869657d73907bf1c5db89f544754cfbf1e4bc8f9f,ctls,fast.appcues.com,443,https://fast.appcues.com:443,https,,GET,151.101.2.110,/,,2a04:4e42:600::622,1,False,Varnish,fastly,Varnish,True,,,,,
febnautilus-internal-09webproxy.academy.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://febnautilus-internal-09webproxy.academy.jfrog.com:80,http,text/html,GET,143.204.98.28,/,2147309960,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
