input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,final_url,csp_domains_
pkgupdates-qa.netgear.com,,403,42,pkgupdates-qa.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-04T23:59:59Z,CN=pkgupdates-qa.netgear.com,pkgupdates-qa.netgear.com,pkgupdates-qa.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7e0107155da933182218fe6d61ae4b1d,e1d3a671d5f4999f80c2d92079500bfe5796e8d1ca261d460721440b9fad64a8,ctls,pkgupdates-qa.netgear.com,,443,https://pkgupdates-qa.netgear.com:443,https,,application/json,GET,34.197.112.202,/,-1840324437,54.236.93.218,,1,False,,,,,,
pkgupdates.netgear.com,,403,42,pkgupdates.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-17T00:00:00Z,2024-06-14T23:59:59Z,CN=pkgupdates.netgear.com,pkgupdates.netgear.com,pkgupdates.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,332529c013ccb31c9ba36b178da49471,85bfee1f054e835addab52426261e5ce749699a09d6d5bb938fed158cf64d554,ctls,pkgupdates.netgear.com,,443,https://pkgupdates.netgear.com:443,https,,application/json,GET,3.226.191.120,/,-1840324437,54.144.30.146,,1,False,,,,,,
policy-qa.io.netgear.com,NETGEAR Privacy Policy | NETGEAR,200,295437,www.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dd660eddded46e447d67e1121e6ec471,b8f64af445e22f2050b15977c959146ed8b961cc919a05cfdff8cc6c2407a89c,ctls,www.netgear.com,cloudfront,443,https://policy-qa.io.netgear.com:443,https,,text/html,GET,52.222.236.69,/,-1882632521,2600:9000:223e:ca00:12:ff39:5480:93a1,SDL Tridion,3523,False,True,,True,,https://www.netgear.com/about/privacy-policy/,
policy-qa.netgear.com,NETGEAR Privacy Policy | NETGEAR,200,295437,www.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dd660eddded46e447d67e1121e6ec471,b8f64af445e22f2050b15977c959146ed8b961cc919a05cfdff8cc6c2407a89c,ctls,www.netgear.com,cloudfront,443,https://policy-qa.netgear.com:443,https,,text/html,GET,52.222.236.123,/,-1412306218,2600:9000:223e:6a00:12:ff39:5480:93a1,SDL Tridion,3523,False,True,,True,,https://www.netgear.com/about/privacy-policy/,
policy.io.netgear.com,NETGEAR Privacy Policy | NETGEAR,200,295437,www.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dd660eddded46e447d67e1121e6ec471,b8f64af445e22f2050b15977c959146ed8b961cc919a05cfdff8cc6c2407a89c,ctls,www.netgear.com,cloudfront,443,https://policy.io.netgear.com:443,https,,text/html,GET,13.32.121.76,/,1445789071,2600:9000:2240:3200:14:bf38:9a80:93a1,SDL Tridion,3523,False,True,,True,,https://www.netgear.com/about/privacy-policy/,
policy.netgear.com,NETGEAR Privacy Policy | NETGEAR,200,295437,www.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dd660eddded46e447d67e1121e6ec471,b8f64af445e22f2050b15977c959146ed8b961cc919a05cfdff8cc6c2407a89c,ctls,www.netgear.com,cloudfront,443,https://policy.netgear.com:443,https,,text/html,GET,13.32.121.91,/,195456513,2600:9000:2240:7000:14:bf38:9a80:93a1,SDL Tridion,3523,False,True,,True,,https://www.netgear.com/about/privacy-policy/,
pos.netgear.com,,200,339,pos.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=*.netgear.com,*.netgear.com,*.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9a66ff8fac5753fd36802d3e4f6f1b3,f8ae502914c43936a872c843288eb21e8295a2b64cfdfc036ce26adb08aa5483,ctls,pos.netgear.com,,443,https://pos.netgear.com:443,https,Microsoft-IIS/10.0,text/html,GET,54.237.34.207,/,1631801191,3.216.231.209,Windows Server,11,False,,,True,,,
powershift.netgear.com,Powershift Login,200,7034,powershift.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-23T23:59:59Z,CN=powershift.netgear.com,powershift.netgear.com,partners.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c086e5743dfce69ebdc7bd1a514d3242,f34fbd6a6f595960c9654132c5c651d66441726c1ac246a4dd69d6fe84a1bc24,ctls,powershift.netgear.com,cloudfront,443,https://powershift.netgear.com:443,https,,text/html,GET,52.222.214.2,/,1981026271,2600:9000:223d:a600:f:fc8d:ae80:93a1,HSTS,206,False,True,,,,,
preferences-qa.netgear.com,Netgear QA Email Preferences,200,1327,preferences-qa.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=preferences-qa.netgear.com,preferences-qa.netgear.com,preferences-qa.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3c96611bf164324a15f5a881369ddae,1617978f26f08a75fb5b720efdf65cb64c765e0f7a2d0c918141820842de4582,ctls,preferences-qa.netgear.com,cloudfront,443,https://preferences-qa.netgear.com:443,https,nginx,text/html,GET,52.222.236.52,/,418203052,2600:9000:223e:c200:1d:5e41:8180:93a1,hCaptcha,35,False,True,,,,,https://*.datagrail.io
preferences.netgear.com,NETGEAR Email Preferences,200,1333,preferences.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=preferences.netgear.com,preferences.netgear.com,preferences.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,758b83b24909e01666cf28bcba0335c8,2f88ac0eb2e7554cb6b9fc35aeab1684aa9bb8f5f5fe23336113ec4516966c0d,ctls,preferences.netgear.com,cloudfront,443,https://preferences.netgear.com:443,https,nginx,text/html,GET,18.66.112.124,/,418203052,2600:9000:223f:d000:10:212c:9c00:93a1,hCaptcha,35,False,True,,,,,https://datagrail-public-assets.s3.us-west-1.amazonaws.com
pressroom.netgear.com,NETGEAR: Networking Products Made For You,200,228313,pressroom.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-04T00:00:00Z,2024-04-03T23:59:59Z,CN=pressroom.netgear.com,pressroom.netgear.com,pressroom.netgear.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,bbf9f97acf0e2ccb76d9898b4fdf0ffd,d78a9a08f31a9e817831ecf18c5e16adc0e5c6e00c9a1122e87d3a784dcdda73,ctls,pressroom.netgear.com,cloudfront,443,https://pressroom.netgear.com:443,https,Microsoft-IIS/10.0,text/html,GET,13.225.78.118,/,-687843189,2600:9000:21f3:e000:7:cfeb:7f00:93a1,Windows Server,4234,False,True,,,,,
prosupport.netgear.com,NETGEAR ProSupport Plans,200,242094,www.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dd660eddded46e447d67e1121e6ec471,b8f64af445e22f2050b15977c959146ed8b961cc919a05cfdff8cc6c2407a89c,ctls,www.netgear.com,cloudfront,443,https://prosupport.netgear.com:443,https,,text/html,GET,13.32.99.45,/,-687843189,2600:9000:2251:8200:14:b8b2:c440:93a1,SDL Tridion,3156,False,True,,True,,https://www.netgear.com:443/services/prosupport/,
radar.netgear.com,503 Service Temporarily Unavailable,503,162,radar.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-11T23:59:59Z,CN=radar.netgear.com,radar.netgear.com,radar.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,93e1e3cd5dea5e72f25f7d3faf57e99f,d6d97bc962a839e09f60949b3857c83537808d5dd350d4eed99d17d272a84f04,ctls,radar.netgear.com,cloudfront,443,https://radar.netgear.com:443,https,awselb/2.0,text/html,GET,108.138.7.59,/,1862162275,2600:9000:2490:5a00:1b:daf2:b700:93a1,Amazon Web Services,7,False,True,,,,,
rc-z2-r3-i1-test.netgear.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://rc-z2-r3-i1-test.netgear.com:80,http,CloudFront,text/html,GET,108.138.17.48,/,1887213418,2600:9000:2491:8200:8:c712:dbc0:93a1,Amazon Web Services,20,False,True,,,,,
rc-z2-r3-i1.netgear.com,503 Service Temporarily Unavailable,503,162,rc-z2-r3-i1.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-23T23:59:59Z,CN=readycloud.netgear.com,readycloud.netgear.com,rc-z2-r3-i2.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dabe9836c7e384ab1a170e1517275bca,679df5e899ad3dbc7ce670d43b47e9b8cd3ace2e0813b20452f96c2a47181073,ctls,rc-z2-r3-i1.netgear.com,cloudfront,443,https://rc-z2-r3-i1.netgear.com:443,https,awselb/2.0,text/html,GET,108.138.17.123,/,1862162275,2600:9000:2491:5c00:8:c712:dbc0:93a1,Amazon Web Services,7,False,True,,,,,
rc-z2-r3-i2.netgear.com,503 Service Temporarily Unavailable,503,162,rc-z2-r3-i2.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-23T23:59:59Z,CN=readycloud.netgear.com,readycloud.netgear.com,rc-z2-r3-i2.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dabe9836c7e384ab1a170e1517275bca,679df5e899ad3dbc7ce670d43b47e9b8cd3ace2e0813b20452f96c2a47181073,ctls,rc-z2-r3-i2.netgear.com,cloudfront,443,https://rc-z2-r3-i2.netgear.com:443,https,awselb/2.0,text/html,GET,13.32.99.47,/,1862162275,2600:9000:2251:d000:9:b992:5040:93a1,Amazon Web Services,7,False,True,,,,,
readycloud-api-dev.netgear.com,503 Service Temporarily Unavailable,503,162,readycloud-api-dev.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-01-05T23:59:59Z,CN=readycloud-api-dev.netgear.com,readycloud-api-dev.netgear.com,readycloud-api-dev.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a23d8d86e24116661e44b15903bbbf7d,06f21b051b5bb0e19e47691022d368fbbbe661b1675a14ffdc714ed1f518b05f,ctls,readycloud-api-dev.netgear.com,cloudfront,443,https://readycloud-api-dev.netgear.com:443,https,awselb/2.0,text/html,GET,99.86.4.120,/,1862162275,99.86.4.92,Amazon Web Services,7,False,True,,,,,
readycloud-api-qa.netgear.com,503 Service Temporarily Unavailable,503,162,readycloud-api-qa.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-24T23:59:59Z,CN=readycloud-api-qa.netgear.com,readycloud-api-qa.netgear.com,readycloud-api-qa.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f079294eb40d5f28ffb8c9e18c12d924,f2061f62fcc44c54e75aae8c687e424a9c3eb3f252c142578249b38ccfaa06b1,ctls,readycloud-api-qa.netgear.com,cloudfront,443,https://readycloud-api-qa.netgear.com:443,https,awselb/2.0,text/html,GET,108.138.17.39,/,1862162275,108.138.17.116,Amazon Web Services,7,False,True,,,,,
readycloud-dev.netgear.com,ReadyCLOUD,200,8191,,,,,,,,,,,,,,,,,,cloudfront,443,https://readycloud-dev.netgear.com:443,https,AmazonS3,text/html,GET,18.66.112.58,/,1137843812,18.66.112.57,Amazon Web Services,156,False,True,,,,http://readycloud-dev.netgear.com/client/en/welcome.html,ssl.google-analytics.com
readycloud-i1-qa.netgear.com,503 Service Temporarily Unavailable,503,162,readycloud-i1-qa.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=readycloud-i1-qa.netgear.com,readycloud-i1-qa.netgear.com,readycloud-i1-qa.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ef0c47d2f4d86c6f6e88359535d4b064,681f7aaea4d276d7211559dbb5af3a038033832f7f495931e3e001d9dd39d141,ctls,readycloud-i1-qa.netgear.com,cloudfront,443,https://readycloud-i1-qa.netgear.com:443,https,awselb/2.0,text/html,GET,13.32.121.32,/,1862162275,2600:9000:236e:a600:a:c0c6:7d40:93a1,Amazon Web Services,7,False,True,,,,,
readycloud-i2-dev.netgear.com,503 Service Temporarily Unavailable,503,162,readycloud-i2-dev.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-29T23:59:59Z,CN=readycloud-i2-dev.netgear.com,readycloud-i2-dev.netgear.com,readycloud-i2-dev.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7a97ecd33ca2570e948e6f9d7313b1af,127fac3cb69f83e2d203ae0b6ac2fea6f2c0502446a8177667236899b44eef83,ctls,readycloud-i2-dev.netgear.com,cloudfront,443,https://readycloud-i2-dev.netgear.com:443,https,awselb/2.0,text/html,GET,52.222.236.39,/,1862162275,52.222.236.3,Amazon Web Services,7,False,True,,,,,
readycloud-i2-qa.netgear.com,503 Service Temporarily Unavailable,503,162,readycloud-i2-qa.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-01-30T23:59:59Z,CN=readycloud-i2-qa.netgear.com,readycloud-i2-qa.netgear.com,readycloud-i2-qa.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,800c6301e069a01913b4724cccc15bdb,bc394f7b37014fe396be7800868f492bbfe8abf78d59b7efb5b28a30c592c88c,ctls,readycloud-i2-qa.netgear.com,cloudfront,443,https://readycloud-i2-qa.netgear.com:443,https,awselb/2.0,text/html,GET,99.86.4.72,/,1862162275,99.86.4.87,Amazon Web Services,7,False,True,,,,,
readycloud-qa.netgear.com,ReadyCLOUD,200,8214,,,,,,,,,,,,,,,,,,cloudfront,443,https://readycloud-qa.netgear.com:443,https,AmazonS3,text/html,GET,13.224.189.108,/,-164627496,2600:9000:20eb:1800:2:ab7:5880:93a1,Amazon Web Services,160,False,True,,,,http://readycloud-qa.netgear.com/client/en/welcome.html,
readycloud.netgear.com,NETGEAR: Advanced WiFi & Networking,200,291923,www.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dd660eddded46e447d67e1121e6ec471,b8f64af445e22f2050b15977c959146ed8b961cc919a05cfdff8cc6c2407a89c,ctls,www.netgear.com,,443,https://readycloud.netgear.com:443,https,,text/html,GET,99.83.191.32,/,1785276406,75.2.84.193,SDL Tridion,4179,False,,,True,,https://www.netgear.com:443/,
readycloudtest-dev.netgear.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://readycloudtest-dev.netgear.com:80,http,CloudFront,text/html,GET,99.86.4.92,/,-1103493130,99.86.4.120,Amazon Web Services,20,False,True,,,,,
redirect-az.netgear.com,Not Found,404,315,redirect-az.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-12-09T22:25:36Z,2024-01-09T22:25:36Z,"CN=pier50.netgear.com, O=Netgear\, Inc, L=San Jose, ST=California, C=US",pier50.netgear.com,pier60.netgear.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",abb537d0d116ec0b483c93c8538584ae,cba08e2df557ad3d2552b6190d303aeba19b20f602da8ea6355d4dbf35a3d550,ctls,redirect-az.netgear.com,,443,https://redirect-az.netgear.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,208.185.37.168,/,225052475,208.185.37.168,Microsoft HTTPAPI:2.0,7,False,,"Netgear, Inc",,True,,
redirect-sj.netgear.com,Not Found,404,315,redirect-sj.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-12-09T22:25:36Z,2024-01-09T22:25:36Z,"CN=pier50.netgear.com, O=Netgear\, Inc, L=San Jose, ST=California, C=US",pier50.netgear.com,pier60.netgear.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",abb537d0d116ec0b483c93c8538584ae,cba08e2df557ad3d2552b6190d303aeba19b20f602da8ea6355d4dbf35a3d550,ctls,redirect-sj.netgear.com,,443,https://redirect-sj.netgear.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,12.151.34.140,/,225052475,12.151.34.140,Microsoft HTTPAPI:2.0,7,False,,"Netgear, Inc",,True,,
revoke.netgear.com,NETGEAR Privacy Policy | NETGEAR,200,295437,www.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dd660eddded46e447d67e1121e6ec471,b8f64af445e22f2050b15977c959146ed8b961cc919a05cfdff8cc6c2407a89c,ctls,www.netgear.com,cloudfront,443,https://revoke.netgear.com:443,https,,text/html,GET,13.32.121.110,/,-511095850,2600:9000:2240:c000:14:bf38:9a80:93a1,SDL Tridion,3523,False,True,,True,,https://www.netgear.com/about/privacy-policy/,
s-service-test.netgear.com,502 Bad Gateway,502,122,s-service-test.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-05-08T23:59:59Z,CN=s-service-test.netgear.com,s-service-test.netgear.com,s-service-test.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3f11fb130c4b7c25f92f7ba1208af002,1f58497962f550828d6b2a9a631b7636409471eb717f27889d281fabcf0b6da4,ctls,s-service-test.netgear.com,cloudfront,443,https://s-service-test.netgear.com:443,https,awselb/2.0,text/html,GET,13.225.78.59,/,590066698,2600:9000:21f3:ca00:f:eaad:8940:93a1,Amazon Web Services,7,False,True,,,,,
selector.netgear.com,Netgear,200,2296,selector.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9f6f0e178f9f07fd0f3a33733c521eba,dedbe271b82f1168058e71ee710a28ab4e21812f6ff79f16d06366f006d59728,ctls,selector.netgear.com,cloudfront,443,https://selector.netgear.com:443,https,Kestrel,text/html,GET,13.32.99.101,/,-86185517,2600:9000:2251:aa00:14:b8b2:c440:93a1,Microsoft ASP.NET,1,False,True,,True,,https://selector.netgear.com/explore/switches/us,
selfservice.netgear.com,,200,264,selfservice.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=*.netgear.com,*.netgear.com,*.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9a66ff8fac5753fd36802d3e4f6f1b3,f8ae502914c43936a872c843288eb21e8295a2b64cfdfc036ce26adb08aa5483,ctls,selfservice.netgear.com,,443,https://selfservice.netgear.com:443,https,Microsoft-IIS/10.0,text/html,GET,3.216.231.209,/,1631801191,54.237.34.207,Windows Server,11,False,,,True,,,
service.insight.netgear.com,,403,42,service.insight.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T15:53:31Z,2024-05-16T15:53:31Z,"CN=insight.netgear.com, O=Netgear\, Inc, L=San Jose, ST=California, C=US",insight.netgear.com,*.insight.netgear.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e27b55d5d467235df997939a7b5104cb,bf3677b6510b26da69206990e349f5e729b1a7feda4649d665b8dcc3a5fc4133,ctls,service.insight.netgear.com,cloudfront,443,https://service.insight.netgear.com:443,https,,application/json,GET,143.204.215.75,/,768769774,143.204.215.123,Amazon Web Services,1,False,True,"Netgear, Inc",True,,,
sfmc.netgear.com,,200,375,sfmc.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=*.netgear.com,*.netgear.com,*.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9a66ff8fac5753fd36802d3e4f6f1b3,f8ae502914c43936a872c843288eb21e8295a2b64cfdfc036ce26adb08aa5483,ctls,sfmc.netgear.com,,443,https://sfmc.netgear.com:443,https,Microsoft-IIS/10.0,text/html,GET,54.237.34.207,/,1631801191,3.216.231.209,Windows Server,11,False,,,True,,,
sip.netgear.com,,404,75,sip.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,ctls,sip.netgear.com,,443,https://sip.netgear.com:443,https,RTC/7.0,text/plain,GET,52.112.193.13,/,-1877961523,2603:1027:0:3::b,HSTS,4,False,,Microsoft Corporation,True,True,,
spcustomercare.netgear.com,NETGEAR Login,200,3832,spcustomercare.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-28T17:11:08Z,2023-07-27T17:11:08Z,"CN=spcustomercare.netgear.com, O=Netgear\, Inc, L=San Jose, ST=California, C=US",spcustomercare.netgear.com,spcustomercare.netgear.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",20bd43c22e854896f67816db5f61d918,657796c3fa7a98b0e9aa7cc8b2ccc16b1f077b00a29a7aac5deffb0f68bfc304,ctls,spcustomercare.netgear.com,,443,https://spcustomercare.netgear.com:443,https,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/7.3.4RC1,text/html,GET,54.161.119.181,/,1442574850,54.161.119.181,Red Hat,73,False,,"Netgear, Inc",,,https://spcustomercare.netgear.com/account/login,
stage.prosecure.netgear.com,NETGEAR: Advanced WiFi & Networking,200,291923,www.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dd660eddded46e447d67e1121e6ec471,b8f64af445e22f2050b15977c959146ed8b961cc919a05cfdff8cc6c2407a89c,ctls,www.netgear.com,,443,https://stage.prosecure.netgear.com:443,https,,text/html,GET,13.248.140.194,/,-687843189,76.223.14.31,SDL Tridion,4179,False,,,True,,https://www.netgear.com:443/,
staging.netgear.com,ERROR: The request could not be satisfied,403,919,staging.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-08T23:59:59Z,CN=staging.netgear.com,staging.netgear.com,*.staging.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,72f34b09e42bbb70da28634452ee42a4,9e3e9f3a68745320bea955d3331b5cfba8f8ff39c2817c8edff60fb99eb15e0d,ctls,staging.netgear.com,cloudfront,443,https://staging.netgear.com:443,https,CloudFront,text/html,GET,13.32.121.117,/,1319192451,2600:9000:2240:f800:1d:e519:8f80:93a1,Amazon Web Services,20,False,True,,True,,,
status.netgear.com,NETGEAR,200,296667,status.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-23T00:00:00Z,2024-06-19T23:59:59Z,CN=status.netgear.com,status.netgear.com,status.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,20e7b2eaf9bb0184b19efe6a6180f517,09c349dc2d203956f6d37f024355ab95837c58beaa32941c42a36828d305a798,ctls,status.netgear.com,cloudfront,443,https://status.netgear.com:443,https,nginx/1.22.1,text/html,GET,18.66.97.5,/,-1606065523,2600:9000:223c:9e00:6:d32f:bfc0:93a1,PHP:7.1.33,793,False,True,,,,,
