input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,final_url,csp_domains_,location
assets.marketing.bullish.com,,200,13,assets.marketing.bullish.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-20T23:59:59Z,"CN=bullish.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bullish.com,"Cloudflare, Inc.",*.marketing.bullish.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a023b6224db6f874030cfcfb388b1669,949cf6991238019c4f85c6d3024f9cd80ed737c564e211add1aa31a60bcf7cee,True,ctls,assets.marketing.bullish.com,cloudflare,443,https://assets.marketing.bullish.com:443,https,cloudflare,text/html,GET,104.18.20.32,/,-2077261244,2606:4700::6812:1520,HSTS,1,False,True,True,,,
bullish.com,Tight spreads. All the time. | Bullish,200,134783,bullish.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-16T00:00:00Z,2024-07-14T23:59:59Z,"CN=bullish.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bullish.com,"Cloudflare, Inc.",bullish.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",eb7a1e73fe2b49a5c7e943d0e414ac53,0a419f2cbb7bd35663efc316e0fd32dd59c1c62d78e023cdc3a17615aa7c1453,,ctls,bullish.com,cloudflare,443,https://bullish.com:443,https,cloudflare,text/html,GET,104.18.21.32,/,-2070047203,2606:4700::6812:1520,webpack,13,False,True,,,*.ads-twitter.com,
bullish.containers.piwik.pro,Error 404 – Resource not found | Piwik PRO,404,13190,bullish.containers.piwik.pro,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-25T00:00:00Z,2023-09-08T23:59:59Z,CN=*.containers.piwik.pro,*.containers.piwik.pro,,containers.piwik.pro,"CN=GlobeSSL DV CA, O=CentralNic Luxembourg Sàrl, C=LU",GlobeSSL DV CA,CentralNic Luxembourg Sàrl,313afffd81e139816850434c9cb00990,b366e709394f08420c22f1dbd7e33627ccb9c98f4de232f8d0bb44ffcbe59fec,True,ctls,bullish.containers.piwik.pro,,443,https://bullish.containers.piwik.pro:443,https,,text/html,GET,20.93.211.47,/,-221345659,2603:1020:203:3::489,,269,False,,,,,
bullish.piwik.pro,Loading...,200,726,bullish.piwik.pro,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-29T23:59:59Z,CN=*.piwik.pro,*.piwik.pro,,piwik.pro,"CN=GlobeSSL DV CA, O=CentralNic Luxembourg Sàrl, C=LU",GlobeSSL DV CA,CentralNic Luxembourg Sàrl,5f9418f141116a532551f852d28510cb,86773077095039283ba20de6513186d01de37a1f311f6b9bfd537732e62ade00,True,ctls,bullish.piwik.pro,,443,https://bullish.piwik.pro:443,https,,text/html,GET,20.93.211.47,/,-221345659,2603:1020:203:3::489,HSTS,1,False,,,,help.piwik.pro,
cdata.int-api.exchange.bullish.com,Bullish — Go Boldly. Go Bullish,403,146275,cdata.int-api.exchange.bullish.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-01T00:00:00Z,2023-10-01T23:59:59Z,"CN=bullish.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bullish.com,"Cloudflare, Inc.",sn-cdata.ext-api.simnext.bullish.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",39711d3ea0f5a59c2456643042d582af,23d4fa05135e46cd05297f5f96f19fe1af183d12a71640932be44f12627ec6cf,,ctls,cdata.int-api.exchange.bullish.com,cloudflare,443,https://cdata.int-api.exchange.bullish.com:443,https,cloudflare,text/html,GET,104.18.20.32,/,-433897917,2606:4700::6812:1520,HSTS,48,False,True,,,,
cdn-apac.onetrust.com,,400,351,cdn-apac.onetrust.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-07T18:53:14Z,2023-10-05T19:52:07Z,CN=onetrust.com,onetrust.com,,oneaccess-dev.corp.onetrust.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,295e42450ddd0aa733ad26ae6301dafd,7406fbb6123bc250cfa055034efbaa8d6ed30acd43a57a4a26797a88bb720d74,True,ctls,cdn-apac.onetrust.com,cloudflare,443,https://cdn-apac.onetrust.com:443,https,cloudflare,application/xml,GET,104.18.28.38,/,2064037096,2606:4700::6812:1d26,HSTS,3,False,True,,,,
click.mail.bullish.com,403 - Forbidden: Access is denied.,403,1233,click.mail.bullish.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=click.mail.bullish.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.mail.bullish.com,"SALESFORCE.COM, INC.",click.mail.bullish.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3d3aafea4c50e84e54ad77ec38d00c31,270f974f38e8558af65332ab78d8220e012cee6cf4fb0c495ccc692a8b7889f9,,ctls,click.mail.bullish.com,,443,https://click.mail.bullish.com:443,https,,text/html,GET,13.111.196.129,/,1631801191,13.111.196.129,HSTS,30,False,,,,,
cloud.bullish.com,404 - File or directory not found.,404,1245,cloud.bullish.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-26T00:00:00Z,2024-02-26T23:59:59Z,"CN=pub.s11.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",pub.s11.exacttarget.com,"SALESFORCE.COM, INC.",pub.s11.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,267ec22bd71f8d0d85ad0ed0ee87f5bb,263b75d175582a2dfe042821eac2983e1bf8565a453cf2adade92a0dc1352e08,,ctls,cloud.bullish.com,,443,https://cloud.bullish.com:443,https,,text/html,GET,13.111.70.13,/,1631801191,13.111.70.13,,30,False,,True,,,
cloud.mail.bullish.com,404 - File or directory not found.,404,1245,cloud.mail.bullish.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=cloud.mail.bullish.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",cloud.mail.bullish.com,"SALESFORCE.COM, INC.",cloud.mail.bullish.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4147543c449566e4734b50a0e139800c,eaf7631149759f768d22581bc56d29b3ff80e267b7fe5742a0f779206ebc3c3e,,ctls,cloud.mail.bullish.com,,443,https://cloud.mail.bullish.com:443,https,,text/html,GET,13.111.194.170,/,1631801191,13.111.194.170,,30,False,,,,,
content.listing.bullish.com,Site Not Configured | 404 Not Found,404,5891,content.listing.bullish.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-20T23:59:59Z,"CN=bullish.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bullish.com,"Cloudflare, Inc.",*.marketing.bullish.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a023b6224db6f874030cfcfb388b1669,949cf6991238019c4f85c6d3024f9cd80ed737c564e211add1aa31a60bcf7cee,True,ctls,content.listing.bullish.com,cloudflare,443,https://content.listing.bullish.com:443,https,cloudflare,text/html,GET,104.18.20.32,/,965054014,2606:4700::6812:1520,HSTS,98,False,True,,,,
content.marketing.bullish.com,Tight spreads. All the time. | Bullish,200,134783,bullish.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-16T00:00:00Z,2024-07-14T23:59:59Z,"CN=bullish.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bullish.com,"Cloudflare, Inc.",bullish.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",eb7a1e73fe2b49a5c7e943d0e414ac53,0a419f2cbb7bd35663efc316e0fd32dd59c1c62d78e023cdc3a17615aa7c1453,,ctls,bullish.com,cloudflare,443,https://content.marketing.bullish.com:443,https,cloudflare,text/html,GET,104.18.20.32,/,-1840324437,2606:4700::6812:1520,webpack,13,False,True,,https://bullish.com,cdn-apac.onetrust.com,
csp.exchange.bullish.com,,404,,csp.exchange.bullish.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-16T00:00:00Z,2024-07-14T23:59:59Z,"CN=bullish.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bullish.com,"Cloudflare, Inc.",bullish.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",eb7a1e73fe2b49a5c7e943d0e414ac53,0a419f2cbb7bd35663efc316e0fd32dd59c1c62d78e023cdc3a17615aa7c1453,,ctls,csp.exchange.bullish.com,cloudflare,443,https://csp.exchange.bullish.com:443,https,cloudflare,,GET,104.18.20.32,/,-1840324437,2606:4700::6812:1420,HSTS,1,False,True,,,,
help.bullish.com,Security check,403,7346,support.bullish.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-24T23:43:22Z,2023-09-22T23:43:21Z,CN=support.bullish.com,support.bullish.com,,support.bullish.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb6400927b9786931ecb820976303bf3,d5085a94999544f9c14f0470d8aaf90690467683d4f94572a3232c21d8560775,,ctls,support.bullish.com,cloudflare,443,https://help.bullish.com:443,https,cloudflare,text/html,GET,104.18.21.32,/,-1279294674,2606:4700::6812:1420,Cloudflare,98,False,True,,https://support.bullish.com/hc/en-us,,
https://bullish.com,Tight spreads. All the time. | Bullish,200,134783,bullish.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-16T00:00:00Z,2024-07-14T23:59:59Z,"CN=bullish.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bullish.com,"Cloudflare, Inc.",bullish.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",eb7a1e73fe2b49a5c7e943d0e414ac53,0a419f2cbb7bd35663efc316e0fd32dd59c1c62d78e023cdc3a17615aa7c1453,,ctls,bullish.com,cloudflare,443,https://bullish.com:443,https,cloudflare,text/html,GET,104.18.21.32,/,-2070047203,2606:4700::6812:1520,webpack,13,False,True,,,*.licdn.com,
https://content.marketing.bullish.com,Tight spreads. All the time. | Bullish,200,134783,bullish.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-16T00:00:00Z,2024-07-14T23:59:59Z,"CN=bullish.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bullish.com,"Cloudflare, Inc.",bullish.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",eb7a1e73fe2b49a5c7e943d0e414ac53,0a419f2cbb7bd35663efc316e0fd32dd59c1c62d78e023cdc3a17615aa7c1453,,ctls,bullish.com,cloudflare,443,https://content.marketing.bullish.com:443,https,cloudflare,text/html,GET,104.18.20.32,/,-1840324437,2606:4700::6812:1520,webpack,13,False,True,,https://bullish.com,vimeo.com,
https://plausible.io,"Plausible Analytics | Simple, privacy-friendly Google Analytics alternative",200,54197,plausible.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-19T23:09:27Z,2023-09-17T23:09:26Z,CN=plausible.io,plausible.io,,plausible.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2ce81aa2e6a91c6eabff34afa2c46417,37da0c3cc5c1794fa9c5de3717ed33ca3224771ac908d70909f8ada6a288186e,,ctls,plausible.io,,443,https://plausible.io:443,https,BunnyCDN-DE1-1081,text/html,GET,169.150.247.38,/,1391058259,2400:52e0:1e00::1082:1,Ruby,2,False,,,,,
https://privacyportal-apac.onetrust.com,DS Portal,200,1335,privacyportal-apac.onetrust.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-19T00:00:00Z,2024-05-17T23:59:59Z,"CN=onetrust.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",onetrust.com,"Cloudflare, Inc.",privacyportal-apac.onetrust.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",64072a1f5dbbcbfeabe0ff92df38a244,758de569034a0701f454ce689ed4504fc4a8f56f0e11c88672b9dcc363e6f823,,ctls,privacyportal-apac.onetrust.com,cloudflare,443,https://privacyportal-apac.onetrust.com:443,https,cloudflare,text/html,GET,104.18.28.38,/,-1572029342,2606:4700::6812:1d26,HSTS,24,False,True,,https://privacyportal-apac.onetrust.com/ui/#/error,*.1trust.ninja,
https://www.google.com,Google,200,249264,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:24:30Z,2023-09-25T08:24:29Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,90c1776d1b7ef241c50aad84716d534d,2504ea6baf835e94400e327c00399d37238fcd5b969d65932f72ec3e63b9f51c,,ctls,www.google.com,,443,https://www.google.com:443,https,gws,text/html,GET,142.250.185.228,/,708578229,2a00:1450:4001:80f::2004,HTTP/3,149,False,,,,https://csp.withgoogle.com/csp/gws/other-hp,
https://www.google.com/recaptcha/api.js,,200,850,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:24:30Z,2023-09-25T08:24:29Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,90c1776d1b7ef241c50aad84716d534d,2504ea6baf835e94400e327c00399d37238fcd5b969d65932f72ec3e63b9f51c,,ctls,www.google.com,,443,https://www.google.com:443/recaptcha/api.js,https,GSE,text/javascript,GET,172.217.18.4,/recaptcha/api.js,708578229,2a00:1450:4001:80f::2004,OpenGSE,1,False,,,,,
i.ytimg.com,,404,1097,i.ytimg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:19:11Z,2023-09-25T08:19:10Z,CN=edgestatic.com,edgestatic.com,,play-lh.googleusercontent.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,c93b7fb9e9a22fd20dbe59ad6d2e36a3,6faf323d86b870da3e691eb079649fc03786ed372351321c51aa479dcd96acf9,True,ctls,i.ytimg.com,,443,https://i.ytimg.com:443,https,sffe,image/jpeg,GET,142.250.186.182,/,-774586154,2a00:1450:4001:80e::2016,HTTP/3,4,False,,True,,,
image.mail.bullish.com,Access Denied,403,274,image.mail.bullish.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-03T00:00:00Z,2024-08-02T23:59:59Z,"CN=akamai-san125.exacttarget.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",akamai-san125.exacttarget.com,"Salesforce.com, Inc.",image.the.cmegroup.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,43cfef7a77ada43bb3bafb4586070ebf,ff2e55a912be585d01009c73f5dff1873fa4fead24a6c1e69123fd7be114a44d,,ctls,image.mail.bullish.com,,443,https://image.mail.bullish.com:443,https,AkamaiGHost,text/html,GET,184.86.251.31,/,946255663,2a02:26f0:3500:1b::1724:a38e,,10,False,,,,,
investor.bullish.com,Investor Relations,200,45486,investor.bullish.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-01-31T23:59:59Z,"CN=bullish.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bullish.com,"Cloudflare, Inc.",travelrule.ext-api.exchange.bullish.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15e1fd1cda79cf675d3bfa74348f60d6,62d41d55661b0ec17eaea43efe4f1482423e7d31481749290f1cb39044db0424,True,ctls,investor.bullish.com,cloudflare,443,https://investor.bullish.com:443,https,cloudflare,text/html,GET,104.18.20.32,/,-1840324437,2606:4700::6812:1520,Yoast SEO:18.9,252,False,True,,,,
jumio.ext-api.exchange.bullish.com,Bullish — Go Boldly. Go Bullish,403,146275,jumio.ext-api.exchange.bullish.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-01T00:00:00Z,2023-10-01T23:59:59Z,"CN=bullish.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bullish.com,"Cloudflare, Inc.",sn-cdata.ext-api.simnext.bullish.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",39711d3ea0f5a59c2456643042d582af,23d4fa05135e46cd05297f5f96f19fe1af183d12a71640932be44f12627ec6cf,,ctls,jumio.ext-api.exchange.bullish.com,cloudflare,443,https://jumio.ext-api.exchange.bullish.com:443,https,cloudflare,text/html,GET,104.18.21.32,/,-433897917,2606:4700::6812:1520,HSTS,48,False,True,,,,
listing.bullish.com,,404,50,listing.bullish.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-20T23:59:59Z,"CN=bullish.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bullish.com,"Cloudflare, Inc.",*.marketing.bullish.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a023b6224db6f874030cfcfb388b1669,949cf6991238019c4f85c6d3024f9cd80ed737c564e211add1aa31a60bcf7cee,True,ctls,listing.bullish.com,cloudflare,443,https://listing.bullish.com:443,https,cloudflare,text/plain,GET,104.18.20.32,/,1770771117,2606:4700::6812:1520,Netlify,1,False,True,,,,
onboarding.bullish.com,Bullish Upload Page - Bullish Document Upload,200,143127,onboarding.bullish.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-09T08:30:18Z,2023-09-07T08:30:17Z,CN=onboarding.bullish.com,onboarding.bullish.com,,onboarding.bullish.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4b2e1a86ef7fcb78bb1b808bfa2d8bd5,137ef3c46bc9918894f7113d9c51da68d749eb1d1135cb59a43200f091ab5da8,,ctls,onboarding.bullish.com,,443,https://onboarding.bullish.com:443,https,snow_adc,text/html,GET,148.139.82.144,/,1701804003,148.139.82.144,Java,207,False,,,https://onboarding.bullish.com/du,*.teams.microsoft.com,
