new,host,a,cname,soa,status_code,cdn,cdn-name,mx,txt,ns,aaaa,caa,has_internal_ips,internal_ips
,partners-beta.sandbox.payoneer.com,130.211.36.192,partners-beta-sandbox-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,partners.payoneer.com,35.190.33.81,"partners-payoneer-com.payoneerx.prod2.reblaze.com, o-partners-payoneer-com.payoneerx.prod2.reblaze.com","ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,partners.sandbox.payoneer.com,130.211.36.192,partners-sandbox-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,"ns-1226.awsdns-25.org, ns-1972.awsdns-54.co.uk, ns-273.awsdns-34.com, ns-518.awsdns-00.net",,,,
,paynow.payoneer.com,35.190.33.81,paynow-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,paynow.sandbox.payoneer.com,130.211.36.192,paynow-sandbox-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,payoneer.com,35.190.33.81,,"dns1.g01.ns1global.org, hostmaster.nsone.net",NOERROR,True,google,"mxa-002a5802.gslb.pphosted.com, mxb-002a5802.gslb.pphosted.com","applause-verification:284d2c60-dea7-4ab7-8c82-4aacab491c8f, ZOOM_verify_zI4g79VpTrGRjpISb_UYBg, google-site-verification=ZuHiJxpQWiDdXPml_5qAV2uVn-QPO3JGDbd7WpGwcOo, v=spf1 ip4:208.117.49.186 ip4:13.80.99.158 ip4:82.163.141.4 ip4:74.112.64.64 ip4:88.202.220.4,  ip4:139.138.63.155 ip4:139.138.61.174 ip4:139.138.36.249 ip4:139.138.60.184 ip4:139.138.63.200,  ip4:139.138.61.132 ip4:139.138.37.48 ip4:139.138.37.67 ip4:193.104.115.2 include:mktomail.com include:rnmk.com include:spf.protection.outlook.com include:mail.zendesk.com -all, spycloud-domain-verification=577db2c5-c9a4-4a4b-9f16-6d7692182c5e, atlassian-domain-verification=Yv2zjlFX8Eh6A6QF3/4+PnuEf/hC7JYhHeDtWADh/iydc+h3tELNtExwQqj5xJ+e, MS=E831F5CC7668FEE8D1BA22585F9910148456BDE2, google-site-verification=BwB11lyDqh23eDJwJsBKvnQX8Ol_OGgPL3yNK5o6Q7E, docker-verification=5d1d0dd8-20fb-4065-83fd-e00276a125c9, h1-domain-verification=fBUfa1YDxVfX9z4AdKE1MuURqAp1tz1bMS5e5FMAd8FSv6sf, Dynatrace-site-verification=b4489c7e-d688-4df7-87ad-7e229629bb94__7gmm7a76tbaiv5g8ctv9fnjrmb, 1b8b0jybdk2ll1xtpmsvwnxmfgp35d79, spycloud-domain-verification=a9e0faf1-8d5c-4493-8a15-0d4b661679bf, mandrill_verify.zrt_sNT6pDq7opATOLKq5A, onetrust-domain-verification=0abece95d95f45a0895c430a071ba58c, asv=7027b5d07e4f9696f2e62894ab3270be, status-page-domain-verification=kmpjx67kcbn4, mt/I9fYnrFHCRouBPkgfaNzFbdTov80yacGVFcvH1Uc=, MS=ms52860308, mq6ymntz9nn3tmk4c3ls1tvklc90hy03, miro-verification=e84fcd2263ff2838109e52bf4daa00835757caee, vmware-cloud-verification-67884178-d4e6-4932-94b5-f078ca4efdc0, +lXPIVufb8unp5CnfZlmNCcwJwADo4DMCG/z5hP7bRzgKJrOL6BKax7zSoe5KVKww7yLB+qDRHeKnuTnpMRz/Q==, docusign=ad319ba2-6f69-4780-aaaa-aa0be378ba87, google-site-verification=Oy-8X7_MPndcP3jGHrSqHLkjbr0AnYeb6hEUOQyB0ec, ciscocidomainverification=65a17604edeb22dd31fa4901ec0979f98e52cadce6a20aa9b7ec9a4fd1d8121b","dns1.g01.ns1global.org, dns2.g01.ns1global.org, dns4.g01.ns1global.org, dns3.g01.ns1global.org",,,,
,pb.payoneer.com,35.190.33.81,pb-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,peplink.payoneer.com,82.81.42.141,,"dns1.g01.ns1global.org, hostmaster.nsone.net",NOERROR,,,,,,,,,
,psd2-api.sandbox.payoneer.com,104.155.121.44,psd2-api-sandbox-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,pubs.sandbox.payoneer.com,130.211.36.192,pubs-sandbox-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,pws.payoneer.com,75.101.151.91,,"dns1.g01.ns1global.org, hostmaster.nsone.net",NOERROR,,,,,,,,,
,qa.payoneer.com,,,"dns1.g01.ns1global.org, hostmaster.nsone.net",NOERROR,,,,,,,,,
,register.payoneer.com,35.190.33.81,register-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,reply.email.payoneer.com,74.121.50.9,,"dns1.g01.ns1global.org, hostmaster.nsone.net",NOERROR,,,reply.email.payoneer.com,v=spf1 a ip4:192.156.219.94 ip4:74.112.64.64 -all,,,,,
,sa.payoneer.com,,,,NOERROR,,,,,,,,,
,saprod.payoneer.com,91.143.232.66,,"dns1.g01.ns1global.org, hostmaster.nsone.net",NOERROR,,,,,,,,,
,sbc-sh-cn.payoneer.com,,,"dns1.g01.ns1global.org, hostmaster.nsone.net",NOERROR,,,,,,,,,
,sbc1.payoneer.com,88.198.135.29,,"dns1.g01.ns1global.org, hostmaster.nsone.net",NOERROR,,,,,,,,,
,sftp-ebay.payoneer.com,88.202.220.213,,"dns1.g01.ns1global.org, hostmaster.nsone.net",NOERROR,,,,,,,,,
,sftp.payoneer.com,88.202.220.15,,"dns1.g01.ns1global.org, hostmaster.nsone.net",NOERROR,,,,,,,,,
,sftp.sandbox.payoneer.com,88.202.220.175,,"dns1.g01.ns1global.org, hostmaster.nsone.net",NOERROR,,,,,,,,,
,share.payoneer.com,35.190.33.81,share-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,signup.payoneer.com,35.190.33.81,signup-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,signup.sandbox.payoneer.com,130.211.36.192,signup-sandbox-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,sl.payoneer.com,"18.209.131.43, 54.85.128.104, 18.235.9.115",custom-tracking.salesloft.com,"ns-834.awsdns-40.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"pki.goog, comodoca.com, digicert.com, letsencrypt.org",,
,smtp2.payoneer.com,185.183.28.103,mxb-002a5802.gslb.pphosted.com,"ns-sc4.proofpoint.com, ops.proofpoint.com",NOERROR,,,,,,,,,
,spbx.payoneer.com,91.143.232.66,,"dns1.g01.ns1global.org, hostmaster.nsone.net",NOERROR,,,,,,,,,
,status.payoneer.com,18.246.31.132,y7h9b9dm0msn.stspg-customer.com,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,taxforms.payoneer.com,35.190.33.81,taxforms-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,taxformsapi.payoneer.com,35.190.33.81,taxformsapi-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,taxformsapi.sandbox.payoneer.com,130.211.36.192,taxforms-sandbox-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,test-sftp-amazon.payoneer.com,88.202.220.212,,"dns1.g01.ns1global.org, hostmaster.nsone.net",NOERROR,,,,,,,,,
,tracking.payoneer.com,35.190.33.81,tracking-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,uptime.payoneer.com,35.190.33.81,uptime-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,urlvalidation.sandbox.payoneer.com,130.211.36.192,urlvalidation-sandbox-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,vat.payoneer.com,35.190.33.81,vat-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,vat.sandbox.payoneer.com,"108.157.229.78, 108.157.229.33, 108.157.229.81, 108.157.229.46",d1smqw0syo3zgo.cloudfront.net,"ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-228.awsdns-28.com, ns-689.awsdns-22.net, ns-1255.awsdns-28.org, ns-1585.awsdns-06.co.uk",,,,
,vatapi.payoneer.com,35.190.33.81,vatapi-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,vatapi.sandbox.payoneer.com,"108.138.17.51, 108.138.17.64, 108.138.17.88, 108.138.17.128",decxc26gke21z.cloudfront.net,"ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-50.awsdns-06.com, ns-911.awsdns-49.net, ns-1520.awsdns-62.org, ns-1896.awsdns-45.co.uk",,,,
,vmp.sandbox.payoneer.com,34.76.58.197,vmp-sandbox-payoneer-com.payoneerxstg.prod2.reblaze.com,"ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,vpn.payoneer.com,208.127.201.145,payoneer1.gpcloudservice.com,"ns-1840.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,GPaaS-FQDN-for-customer-payoneerresearchanddevelopmentltd-125643003,,,,,
,wiki.payoneer.com,212.150.25.7,,"dns1.g01.ns1global.org, hostmaster.nsone.net",NOERROR,,,,,,,,,
,www.payoneer.com,35.190.33.81,www-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,www12.payoneer.com,94.188.139.12,,"dns1.g01.ns1global.org, hostmaster.nsone.net",NOERROR,,,,,,,,,
,xero.payoneer.com,35.190.33.81,xero-payoneer-com.payoneerx.prod2.reblaze.com,"ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,xero.sandbox.payoneer.com,35.201.96.154,xero-sandbox-payoneer-com.payoneerxstg.prod2.reblaze.com,"ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,zendesk1.payoneer.com,"162.159.138.6, 162.159.128.7, 34.235.62.90, 184.72.174.126, 3.213.143.227",mail1.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,"ns-1213.awsdns-23.org, ns-1858.awsdns-40.co.uk, ns-444.awsdns-55.com, ns-754.awsdns-30.net",,,,
,zendesk3.payoneer.com,"162.159.128.7, 162.159.138.6, 184.72.174.126, 3.213.143.227, 34.235.62.90",mail3.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,"ns-1213.awsdns-23.org, ns-1858.awsdns-40.co.uk, ns-444.awsdns-55.com, ns-754.awsdns-30.net",,,,
