input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,content_type,favicon,csp_domains_,final_url,tls_mismatched,tls_subject_org_
https-en-m-wikipedia-org-8-7.eu-central-1-0.sendcloud.com,,404,,https-en-m-wikipedia-org-8-7.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-25T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.integration.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,db4d7e3df6172571e3cb59b0a066d86a,9a41ad139ce64ae607fa1c178a6b320cd8d0c7e76d839b491b47128bee9d3a41,True,ctls,https-en-m-wikipedia-org-8-7.eu-central-1-0.sendcloud.com,cloudfront,443,https://https-en-m-wikipedia-org-8-7.eu-central-1-0.sendcloud.com,https,envoy,GET,18.66.102.16,/,/favicon.ico,18.66.102.120,Envoy,1,False,True,other,0,,,,,,
https-m-olx-ph35.eu-central-1-0.sendcloud.com,,404,,https-m-olx-ph35.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-25T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.integration.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,db4d7e3df6172571e3cb59b0a066d86a,9a41ad139ce64ae607fa1c178a6b320cd8d0c7e76d839b491b47128bee9d3a41,True,ctls,https-m-olx-ph35.eu-central-1-0.sendcloud.com,cloudfront,443,https://https-m-olx-ph35.eu-central-1-0.sendcloud.com,https,envoy,GET,18.66.102.113,/,/favicon.ico,18.66.102.120,Envoy,1,False,True,other,0,,,,,,
https://o421644.ingest.sentry.io/api/6520274/security/?sentry_key=d83967d3af0646dc83932d6790268dc2&sentry_environment=3.4.0,403 Forbidden,403,146,o421644.ingest.sentry.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-10-03T00:00:00Z,2025-07-29T23:59:59Z,"CN=ingest.sentry.io, O=Sentry, L=San Francisco, ST=California, C=US",ingest.sentry.io,*.ingest.us.sentry.io,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,eed3002b129368f8ac34dd355bd3504e,7b37d70950389ca5f7f36ed1d61edd7dacf55a467c030e593dddd596cfb609fa,True,ctls,o421644.ingest.sentry.io,google,443,https://o421644.ingest.sentry.io/api/6520274/security/?sentry_key=d83967d3af0646dc83932d6790268dc2&sentry_environment=3.4.0,https,nginx,GET,34.120.195.249,/api/6520274/security/?sentry_key=d83967d3af0646dc83932d6790268dc2&sentry_environment=3.4.0,/api/6520274/security/favicon.ico,34.120.195.249,Nginx,8,False,True,error,0,text/html,,,,,Sentry
imgproxy.sendcloud.com,"Hey, I'm imgproxy!",200,285,imgproxy.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-06-11T00:00:00Z,2025-07-10T23:59:59Z,CN=imgproxy.sendcloud.com,imgproxy.sendcloud.com,imgproxy.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,0a07dd4d4fa339b1b5983ca5f26424b0,03e5a5ec09ff0b098a32a819719ad392f0cef59a7948678b150dc79584f18e39,,ctls,imgproxy.sendcloud.com,cloudfront,443,https://imgproxy.sendcloud.com,https,envoy,GET,108.138.7.20,/,/favicon.ico,108.138.7.118,HSTS,10,False,True,nonerror,0,text/html,,,,,
infoautodiscover.m2m.sendcloud.com,,404,,infoautodiscover.m2m.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T00:00:00Z,2026-03-10T23:59:59Z,CN=m2m.sendcloud.com,m2m.sendcloud.com,*.m2m.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3a7d5d2a4408ab5c8ca6619c5da5ffa,6849521f04f92c2bb2c7ad807ed9afd120f1679a1ebc5f6430f99c8c1d6b002c,True,ctls,infoautodiscover.m2m.sendcloud.com,cloudfront,443,https://infoautodiscover.m2m.sendcloud.com,https,envoy,GET,18.244.18.95,/,/favicon.ico,2600:9000:275d:8e00:14:6a63:dec0:93a1,Envoy,1,False,True,other,0,,,,,,
integration-tester-api.sendcloud.com,,404,,integration-tester-api.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-09-06T00:00:00Z,2025-10-05T23:59:59Z,CN=integration-tester.sendcloud.com,integration-tester.sendcloud.com,integration-tester-api.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,067b9652ed2eb1683d1530dab1bd12c2,991fe1ea01b990641f563ff9275224e52de0c94a571fa9d89d5a3575edc18bc5,,ctls,integration-tester-api.sendcloud.com,cloudfront,443,https://integration-tester-api.sendcloud.com,https,envoy,GET,3.160.150.75,/,/favicon.ico,3.160.150.41,Envoy,1,False,True,other,0,,,,,,
integration-tester.sendcloud.com,Integration Tester,200,903,integration-tester.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-09-06T00:00:00Z,2025-10-05T23:59:59Z,CN=integration-tester.sendcloud.com,integration-tester.sendcloud.com,integration-tester-api.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,067b9652ed2eb1683d1530dab1bd12c2,991fe1ea01b990641f563ff9275224e52de0c94a571fa9d89d5a3575edc18bc5,,ctls,integration-tester.sendcloud.com,cloudfront,443,https://integration-tester.sendcloud.com,https,envoy,GET,3.160.150.7,/,/favicon.ico,3.160.150.75,HSTS,22,False,True,error,0,text/html,1719896065,,,,
integration.eu-central-1-0.sendcloud.com,,404,,integration.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-25T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.integration.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,db4d7e3df6172571e3cb59b0a066d86a,9a41ad139ce64ae607fa1c178a6b320cd8d0c7e76d839b491b47128bee9d3a41,True,ctls,integration.eu-central-1-0.sendcloud.com,cloudfront,443,https://integration.eu-central-1-0.sendcloud.com,https,envoy,GET,18.66.102.55,/,/favicon.ico,18.66.102.120,Envoy,1,False,True,other,0,,,,,,
inter-autodandomainshopdata-origin-stripe.prod.mta-sts.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,inter-autodandomainshopdata-origin-stripe.prod.mta-sts.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,inter-autodandomainshopdata-origin-stripe.prod.mta-sts.shared.sendcloud.com,cloudfront,443,https://inter-autodandomainshopdata-origin-stripe.prod.mta-sts.shared.sendcloud.com,https,,GET,3.161.82.115,/,/favicon.ico,3.161.82.59,Amazon Web Services,19,False,True,error,0,,,,,True,
inter-mssql-finalstaging.autodandomainshopdata.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,inter-mssql-finalstaging.autodandomainshopdata.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,inter-mssql-finalstaging.autodandomainshopdata.shared.sendcloud.com,cloudfront,443,https://inter-mssql-finalstaging.autodandomainshopdata.shared.sendcloud.com,https,,GET,3.161.82.35,/,/favicon.ico,3.161.82.115,Amazon Web Services,19,False,True,error,0,,,,,True,
inter-s1-autodandomainshopdatatest.shared.sendcloud.com,,404,,inter-s1-autodandomainshopdatatest.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,inter-s1-autodandomainshopdatatest.shared.sendcloud.com,cloudfront,443,https://inter-s1-autodandomainshopdatatest.shared.sendcloud.com,https,envoy,GET,3.161.82.59,/,/favicon.ico,3.161.82.35,Envoy,1,False,True,other,0,,,,,,
internal-docker-oceania.eu-central-1-0.sendcloud.com,,404,,internal-docker-oceania.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-25T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.integration.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,db4d7e3df6172571e3cb59b0a066d86a,9a41ad139ce64ae607fa1c178a6b320cd8d0c7e76d839b491b47128bee9d3a41,True,ctls,internal-docker-oceania.eu-central-1-0.sendcloud.com,cloudfront,443,https://internal-docker-oceania.eu-central-1-0.sendcloud.com,https,envoy,GET,18.66.102.16,/,/favicon.ico,18.66.102.113,Envoy,1,False,True,other,0,,,,,,
internal.temp-market-autodandomainshoppay.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,internal.temp-market-autodandomainshoppay.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,internal.temp-market-autodandomainshoppay.shared.sendcloud.com,cloudfront,443,https://internal.temp-market-autodandomainshoppay.shared.sendcloud.com,https,,GET,3.161.82.59,/,/favicon.ico,3.161.82.72,Amazon Web Services,19,False,True,error,0,,,,,True,
interprdautodandomainshop-old.wp.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,interprdautodandomainshop-old.wp.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,interprdautodandomainshop-old.wp.shared.sendcloud.com,cloudfront,443,https://interprdautodandomainshop-old.wp.shared.sendcloud.com,https,,GET,3.161.82.35,/,/favicon.ico,3.161.82.59,Amazon Web Services,19,False,True,error,0,,,,,True,
interstage.faq.autodandomainshop.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,interstage.faq.autodandomainshop.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,interstage.faq.autodandomainshop.shared.sendcloud.com,cloudfront,443,https://interstage.faq.autodandomainshop.shared.sendcloud.com,https,,GET,3.161.82.115,/,/favicon.ico,3.161.82.35,Amazon Web Services,19,False,True,error,0,,,,,True,
io-blogofficebackups-domain.eu-central-1-0.sendcloud.com,,404,,io-blogofficebackups-domain.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-25T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.integration.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,db4d7e3df6172571e3cb59b0a066d86a,9a41ad139ce64ae607fa1c178a6b320cd8d0c7e76d839b491b47128bee9d3a41,True,ctls,io-blogofficebackups-domain.eu-central-1-0.sendcloud.com,cloudfront,443,https://io-blogofficebackups-domain.eu-central-1-0.sendcloud.com,https,envoy,GET,18.66.102.16,/,/favicon.ico,18.66.102.113,Envoy,1,False,True,other,0,,,,,,
jobs.sendcloud.com,Join the Shipping Squad - Careers & Jobs at Sendcloud,200,73261,jobs.sendcloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-11T03:18:46Z,2025-04-11T03:18:45Z,CN=jobs.sendcloud.com,jobs.sendcloud.com,jobs.sendcloud.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,9c0991b7a59d5e8c87e781b0f8e1a53b,8083880e4e646c74cb2954fe83af50367749bd257de228430e7d2ea4690f79d2,,ctls,jobs.sendcloud.com,,443,https://jobs.sendcloud.com,https,,GET,15.160.106.203,/,/62babdf486b2d50df3295ef9/65bbb0f136c1b5f3c86f3325_Sendcloud Favicon.png,15.161.34.42,Webflow,215,False,,other,0,text/html,1237424814,,,,
js.intercomcdn.com,,403,111,js.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-10-31T00:00:00Z,2025-11-28T23:59:59Z,CN=*.intercomcdn.com,*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4bec0a7887ddb805e913a9daaebfd613,0935379ce9c926277bf2e242ca82eff12cb2b49704610bfd779a154d57f476d6,True,ctls,js.intercomcdn.com,cloudfront,443,https://js.intercomcdn.com,https,AmazonS3,GET,18.245.46.19,/,/favicon.ico,18.245.46.55,HTTP/3,2,False,True,error,0,application/xml,,,,,
js.partnerstack.com/v1/,,200,8951,js.partnerstack.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-27T17:52:22Z,2025-03-27T18:52:20Z,CN=partnerstack.com,partnerstack.com,*.partnerstack.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,48ffcb5a9e3200d659b38ad51f528876,3c8c62c49894235d33f371c6dce3b7c70e669b2c82142c7fa2760c7de62b96f5,True,ctls,js.partnerstack.com,cloudflare,443,https://js.partnerstack.com/v1/,https,cloudflare,GET,104.18.7.218,/v1/,/v1/favicon.ico,2606:4700::6812:7da,Google Cloud CDN,2,False,True,nonerror,0,application/javascript,,,,,
k8s-openshift3-3dd9.m2m.sendcloud.com,,404,,k8s-openshift3-3dd9.m2m.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T00:00:00Z,2026-03-10T23:59:59Z,CN=m2m.sendcloud.com,m2m.sendcloud.com,*.m2m.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3a7d5d2a4408ab5c8ca6619c5da5ffa,6849521f04f92c2bb2c7ad807ed9afd120f1679a1ebc5f6430f99c8c1d6b002c,True,ctls,k8s-openshift3-3dd9.m2m.sendcloud.com,cloudfront,443,https://k8s-openshift3-3dd9.m2m.sendcloud.com,https,envoy,GET,18.244.18.74,/,/favicon.ico,2600:9000:275d:2600:14:6a63:dec0:93a1,Envoy,1,False,True,other,0,,,,,,
k8s.m2m.sendcloud.com,,404,,k8s.m2m.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T00:00:00Z,2026-03-10T23:59:59Z,CN=m2m.sendcloud.com,m2m.sendcloud.com,*.m2m.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3a7d5d2a4408ab5c8ca6619c5da5ffa,6849521f04f92c2bb2c7ad807ed9afd120f1679a1ebc5f6430f99c8c1d6b002c,True,ctls,k8s.m2m.sendcloud.com,cloudfront,443,https://k8s.m2m.sendcloud.com,https,envoy,GET,18.244.18.95,/,/favicon.ico,2600:9000:275d:7800:14:6a63:dec0:93a1,Envoy,1,False,True,other,0,,,,,,
ldap.shared.sendcloud.com,,404,,ldap.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,ldap.shared.sendcloud.com,cloudfront,443,https://ldap.shared.sendcloud.com,https,envoy,GET,3.161.82.35,/,/favicon.ico,3.161.82.59,Envoy,1,False,True,other,0,,,,,,
log.trial.review.autodandomainshop.wp.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,log.trial.review.autodandomainshop.wp.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,log.trial.review.autodandomainshop.wp.shared.sendcloud.com,cloudfront,443,https://log.trial.review.autodandomainshop.wp.shared.sendcloud.com,https,,GET,3.161.82.35,/,/favicon.ico,3.161.82.115,Amazon Web Services,19,False,True,error,0,,,,,True,
lux.speedcurve.com,404 Not Found,404,424,lux.speedcurve.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-11-23T23:57:56Z,2025-12-25T23:57:55Z,CN=*.speedcurve.com,*.speedcurve.com,*.speedcurve.com,"CN=GlobalSign Atlas R3 DV TLS CA 2024 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2024 Q4,GlobalSign nv-sa,90c22a15e3937bed0b0df876699408f9,b841cd518694c25666c120685a9729d4e282d4895097e447e57b38e550ca397d,True,ctls,lux.speedcurve.com,fastly,443,https://lux.speedcurve.com,https,Varnish,GET,151.101.2.217,/,/favicon.ico,151.101.194.217,Varnish,18,False,True,error,0,text/html,,,,,
m2m.sendcloud.com,,404,,m2m.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T00:00:00Z,2026-03-10T23:59:59Z,CN=m2m.sendcloud.com,m2m.sendcloud.com,*.m2m.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3a7d5d2a4408ab5c8ca6619c5da5ffa,6849521f04f92c2bb2c7ad807ed9afd120f1679a1ebc5f6430f99c8c1d6b002c,True,ctls,m2m.sendcloud.com,cloudfront,443,https://m2m.sendcloud.com,https,envoy,GET,18.244.18.115,/,/favicon.ico,2600:9000:275d:4200:14:6a63:dec0:93a1,Envoy,1,False,True,other,0,,,,,,
marketing.sendcloud.com,Sendcloud Product Demos,200,3688,marketing.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-17T15:12:49Z,2025-04-17T15:12:48Z,CN=marketing.sendcloud.com,marketing.sendcloud.com,marketing.sendcloud.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,fe87cf830b97050d1c01ed29e9acf852,bacac86d1e8cc1312880c46a7d0db6c2423c13712b9a8f42376b3a77866300ee,,ctls,marketing.sendcloud.com,google,443,https://marketing.sendcloud.com,https,,GET,35.185.44.232,/,/favicon.png,2600:1901:0:7b8a::,Google Tag Manager,51,False,True,nonerror,0,text/html,944134686,,,,
meiavolta.shared.sendcloud.com,,404,,meiavolta.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,meiavolta.shared.sendcloud.com,cloudfront,443,https://meiavolta.shared.sendcloud.com,https,envoy,GET,3.161.82.35,/,/favicon.ico,3.161.82.72,Envoy,1,False,True,other,0,,,,,,
miiwdp01.m2m.sendcloud.com,,404,,miiwdp01.m2m.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T00:00:00Z,2026-03-10T23:59:59Z,CN=m2m.sendcloud.com,m2m.sendcloud.com,*.m2m.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3a7d5d2a4408ab5c8ca6619c5da5ffa,6849521f04f92c2bb2c7ad807ed9afd120f1679a1ebc5f6430f99c8c1d6b002c,True,ctls,miiwdp01.m2m.sendcloud.com,cloudfront,443,https://miiwdp01.m2m.sendcloud.com,https,envoy,GET,18.244.18.74,/,/favicon.ico,2600:9000:275d:ba00:14:6a63:dec0:93a1,Envoy,1,False,True,other,0,,,,,,
miscompute.shared.sendcloud.com,,404,,miscompute.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,miscompute.shared.sendcloud.com,cloudfront,443,https://miscompute.shared.sendcloud.com,https,envoy,GET,3.161.82.115,/,/favicon.ico,3.161.82.35,Envoy,1,False,True,other,0,,,,,,
mobile.m2m.sendcloud.com,,404,,mobile.m2m.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T00:00:00Z,2026-03-10T23:59:59Z,CN=m2m.sendcloud.com,m2m.sendcloud.com,*.m2m.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3a7d5d2a4408ab5c8ca6619c5da5ffa,6849521f04f92c2bb2c7ad807ed9afd120f1679a1ebc5f6430f99c8c1d6b002c,True,ctls,mobile.m2m.sendcloud.com,cloudfront,443,https://mobile.m2m.sendcloud.com,https,envoy,GET,18.244.18.95,/,/favicon.ico,2600:9000:275d:2a00:14:6a63:dec0:93a1,Envoy,1,False,True,other,0,,,,,,
moloches-prod-scd20.m2m.sendcloud.com,,404,,moloches-prod-scd20.m2m.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T00:00:00Z,2026-03-10T23:59:59Z,CN=m2m.sendcloud.com,m2m.sendcloud.com,*.m2m.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3a7d5d2a4408ab5c8ca6619c5da5ffa,6849521f04f92c2bb2c7ad807ed9afd120f1679a1ebc5f6430f99c8c1d6b002c,True,ctls,moloches-prod-scd20.m2m.sendcloud.com,cloudfront,443,https://moloches-prod-scd20.m2m.sendcloud.com,https,envoy,GET,18.244.18.74,/,/favicon.ico,2600:9000:275d:7a00:14:6a63:dec0:93a1,Envoy,1,False,True,other,0,,,,,,
multi.eu-central-1-0.sendcloud.com,,404,,multi.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-25T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.integration.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,db4d7e3df6172571e3cb59b0a066d86a,9a41ad139ce64ae607fa1c178a6b320cd8d0c7e76d839b491b47128bee9d3a41,True,ctls,multi.eu-central-1-0.sendcloud.com,cloudfront,443,https://multi.eu-central-1-0.sendcloud.com,https,envoy,GET,18.66.102.120,/,/favicon.ico,18.66.102.16,Envoy,1,False,True,other,0,,,,,,
netapi.m2m.sendcloud.com,,404,,netapi.m2m.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T00:00:00Z,2026-03-10T23:59:59Z,CN=m2m.sendcloud.com,m2m.sendcloud.com,*.m2m.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3a7d5d2a4408ab5c8ca6619c5da5ffa,6849521f04f92c2bb2c7ad807ed9afd120f1679a1ebc5f6430f99c8c1d6b002c,True,ctls,netapi.m2m.sendcloud.com,cloudfront,443,https://netapi.m2m.sendcloud.com,https,envoy,GET,18.244.18.115,/,/favicon.ico,2600:9000:275d:c800:14:6a63:dec0:93a1,Envoy,1,False,True,other,0,,,,,,
new.finalhamlet.autodandomain-controllererfig-lab.eu-central-1-0.sendcloud.com,ERROR: The request could not be satisfied,502,937,new.finalhamlet.autodandomain-controllererfig-lab.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-25T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.integration.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,db4d7e3df6172571e3cb59b0a066d86a,9a41ad139ce64ae607fa1c178a6b320cd8d0c7e76d839b491b47128bee9d3a41,True,ctls,new.finalhamlet.autodandomain-controllererfig-lab.eu-central-1-0.sendcloud.com,cloudfront,443,https://new.finalhamlet.autodandomain-controllererfig-lab.eu-central-1-0.sendcloud.com,https,,GET,18.66.102.16,/,/favicon.ico,18.66.102.113,Amazon Web Services,19,False,True,error,0,,,,,True,
