input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url,tls_subject_org_,tls_wildcard_certificate
engineering-access-system.bimeanalytics.com,Die beste CX-Analysesoftware 2021 | Zendesk,200,304761,www.zendesk.de,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,,2023-05-14T00:00:00Z,2024-05-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,zendesk.de,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9c0eb1f9c7c6542502cbb96d86f703f1,08d434a45d0a39fe633270134024a4450e29bd9fad5a6a7053c1c7844d965e62,ctls,www.zendesk.de,cloudflare,443,https://engineering-access-system.bimeanalytics.com:443,https,cloudflare,text/html,GET,104.16.88.80,/,1291533536,2606:4700::6810:5850,webpack,973,False,True,*.zendesk.fr,https://www.zendesk.de/service/analytics/,"Cloudflare, Inc.",True
fr.bimeanalytics.com,Meilleur logiciel d’analyse de l’expérience client 2023 | Zendesk,200,305668,www.zendesk.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4963549d64a44d05dde21abf24b83cc,5882d962771516c90f60d07601491daf6185454bdcde24819ad5ab021ce11406,ctls,www.zendesk.fr,cloudflare,443,https://fr.bimeanalytics.com:443,https,cloudflare,text/html,GET,104.16.89.80,/,-1981011918,2606:4700::6810:5750,webpack,973,False,True,*.zendesk.tw,https://www.zendesk.fr/service/analytics/,"Cloudflare, Inc.",True
get.bimeanalytics.com,Die beste CX-Analysesoftware 2021 | Zendesk,200,304761,www.zendesk.de,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,,2023-05-14T00:00:00Z,2024-05-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,zendesk.de,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9c0eb1f9c7c6542502cbb96d86f703f1,08d434a45d0a39fe633270134024a4450e29bd9fad5a6a7053c1c7844d965e62,ctls,www.zendesk.de,cloudflare,443,https://get.bimeanalytics.com:443,https,cloudflare,text/html,GET,104.16.88.80,/,1291533536,2606:4700::6810:5750,webpack,973,False,True,*.zendesk.nl,https://www.zendesk.de/service/analytics/,"Cloudflare, Inc.",True
h-135-207-14-43.bimeanalytics.com,Die beste CX-Analysesoftware 2021 | Zendesk,200,304761,www.zendesk.de,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,,2023-05-14T00:00:00Z,2024-05-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,zendesk.de,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9c0eb1f9c7c6542502cbb96d86f703f1,08d434a45d0a39fe633270134024a4450e29bd9fad5a6a7053c1c7844d965e62,ctls,www.zendesk.de,cloudflare,443,https://h-135-207-14-43.bimeanalytics.com:443,https,cloudflare,text/html,GET,104.16.89.80,/,1291533536,2606:4700::6810:5850,webpack,973,False,True,*.zendesk.co.uk,https://www.zendesk.de/service/analytics/,"Cloudflare, Inc.",True
help.bimeanalytics.com,Die beste CX-Analysesoftware 2021 | Zendesk,200,304761,www.zendesk.de,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,,2023-05-14T00:00:00Z,2024-05-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,zendesk.de,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9c0eb1f9c7c6542502cbb96d86f703f1,08d434a45d0a39fe633270134024a4450e29bd9fad5a6a7053c1c7844d965e62,ctls,www.zendesk.de,cloudflare,443,https://help.bimeanalytics.com:443,https,cloudflare,text/html,GET,104.16.89.80,/,1291533536,2606:4700::6810:5950,webpack,973,False,True,app.optimizely.com,https://www.zendesk.de/service/analytics/,"Cloudflare, Inc.",True
lapp394.bimeanalytics.com,Die beste CX-Analysesoftware 2021 | Zendesk,200,304761,www.zendesk.de,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,,2023-05-14T00:00:00Z,2024-05-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,zendesk.de,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9c0eb1f9c7c6542502cbb96d86f703f1,08d434a45d0a39fe633270134024a4450e29bd9fad5a6a7053c1c7844d965e62,ctls,www.zendesk.de,cloudflare,443,https://lapp394.bimeanalytics.com:443,https,cloudflare,text/html,GET,104.16.90.80,/,1291533536,2606:4700::6810:5850,webpack,973,False,True,*.zendesk.es,https://www.zendesk.de/service/analytics/,"Cloudflare, Inc.",True
mercedesbenz2145.bimeanalytics.com,Die beste CX-Analysesoftware 2021 | Zendesk,200,304761,www.zendesk.de,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,,2023-05-14T00:00:00Z,2024-05-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,zendesk.de,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9c0eb1f9c7c6542502cbb96d86f703f1,08d434a45d0a39fe633270134024a4450e29bd9fad5a6a7053c1c7844d965e62,ctls,www.zendesk.de,cloudflare,443,https://mercedesbenz2145.bimeanalytics.com:443,https,cloudflare,text/html,GET,104.16.90.80,/,1291533536,2606:4700::6810:5b50,webpack,973,False,True,*.zendesk.tw,https://www.zendesk.de/service/analytics/,"Cloudflare, Inc.",True
partnerportal.bimeanalytics.com,Sign in - Google Accounts,200,1631,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-19T12:58:13Z,2023-08-11T12:58:12Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,a9b90802fa5b6e6c4195301909ae98ad,de323320be6ab0baf76489cc96737ba3816b45e3b0fedd1fd52322421615e027,ctls,www.google.com,,80,http://partnerportal.bimeanalytics.com:80,http,GSE,text/html,GET,142.250.185.243,/,959537587,2a00:1450:4001:813::2013,OpenGSE,32,False,,url=https://www.google.com/accounts/AccountChooser?hd=bimeanalytics.com&btmpl=mobile&continue=https%3A%2F%2Fsites.google.com%2Fa%2Fbimeanalytics.com%2Fportal%2Fhome&followup=https%3A%2F%2Fsites.google.com%2Fa%2Fbimeanalytics.com%2Fportal%2Fhome&service=jotspot&ul=1,https://www.google.com/a/bimeanalytics.com/ServiceLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/a/bimeanalytics.com/portal/home&followup=https://sites.google.com/a/bimeanalytics.com/portal/home&btmpl=mobile&ul=1,,
st10611003c.bimeanalytics.com,Die beste CX-Analysesoftware 2021 | Zendesk,200,304761,www.zendesk.de,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,,2023-05-14T00:00:00Z,2024-05-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,zendesk.de,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9c0eb1f9c7c6542502cbb96d86f703f1,08d434a45d0a39fe633270134024a4450e29bd9fad5a6a7053c1c7844d965e62,ctls,www.zendesk.de,cloudflare,443,https://st10611003c.bimeanalytics.com:443,https,cloudflare,text/html,GET,104.16.90.80,/,1291533536,2606:4700::6810:5a50,webpack,973,False,True,*.zendesk.co.uk,https://www.zendesk.de/service/analytics/,"Cloudflare, Inc.",True
staging-en-2015.bimeanalytics.com,Die beste CX-Analysesoftware 2021 | Zendesk,200,304761,www.zendesk.de,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,,2023-05-14T00:00:00Z,2024-05-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,zendesk.de,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9c0eb1f9c7c6542502cbb96d86f703f1,08d434a45d0a39fe633270134024a4450e29bd9fad5a6a7053c1c7844d965e62,ctls,www.zendesk.de,cloudflare,443,https://staging-en-2015.bimeanalytics.com:443,https,cloudflare,text/html,GET,104.16.87.80,/,1291533536,2606:4700::6810:5850,webpack,973,False,True,*.zendesk.hk,https://www.zendesk.de/service/analytics/,"Cloudflare, Inc.",True
staging-fr-2015.bimeanalytics.com,Die beste CX-Analysesoftware 2021 | Zendesk,200,304761,www.zendesk.de,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,,2023-05-14T00:00:00Z,2024-05-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,zendesk.de,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9c0eb1f9c7c6542502cbb96d86f703f1,08d434a45d0a39fe633270134024a4450e29bd9fad5a6a7053c1c7844d965e62,ctls,www.zendesk.de,cloudflare,443,https://staging-fr-2015.bimeanalytics.com:443,https,cloudflare,text/html,GET,104.16.87.80,/,1291533536,2606:4700::6810:5b50,webpack,973,False,True,*.zendesk.tw,https://www.zendesk.de/service/analytics/,"Cloudflare, Inc.",True
test.bimeanalytics.com,Die beste CX-Analysesoftware 2021 | Zendesk,200,304761,www.zendesk.de,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,,2023-05-14T00:00:00Z,2024-05-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,zendesk.de,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9c0eb1f9c7c6542502cbb96d86f703f1,08d434a45d0a39fe633270134024a4450e29bd9fad5a6a7053c1c7844d965e62,ctls,www.zendesk.de,cloudflare,443,https://test.bimeanalytics.com:443,https,cloudflare,text/html,GET,104.16.89.80,/,1291533536,2606:4700::6810:5850,webpack,973,False,True,*.zendesk.nl,https://www.zendesk.de/service/analytics/,"Cloudflare, Inc.",True
use1-safety-alert-prod.bimeanalytics.com,Die beste CX-Analysesoftware 2021 | Zendesk,200,304761,www.zendesk.de,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,,2023-05-14T00:00:00Z,2024-05-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,zendesk.de,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9c0eb1f9c7c6542502cbb96d86f703f1,08d434a45d0a39fe633270134024a4450e29bd9fad5a6a7053c1c7844d965e62,ctls,www.zendesk.de,cloudflare,443,https://use1-safety-alert-prod.bimeanalytics.com:443,https,cloudflare,text/html,GET,104.16.90.80,/,1291533536,2606:4700::6810:5750,webpack,973,False,True,*.zendesk.com.br,https://www.zendesk.de/service/analytics/,"Cloudflare, Inc.",True
www.bimeanalytics.com,Die beste CX-Analysesoftware 2021 | Zendesk,200,304761,www.zendesk.de,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,,2023-05-14T00:00:00Z,2024-05-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,zendesk.de,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9c0eb1f9c7c6542502cbb96d86f703f1,08d434a45d0a39fe633270134024a4450e29bd9fad5a6a7053c1c7844d965e62,ctls,www.zendesk.de,cloudflare,443,https://www.bimeanalytics.com:443,https,cloudflare,text/html,GET,104.16.89.80,/,1291533536,2606:4700::6810:5750,webpack,973,False,True,*.zendesk.nl,https://www.zendesk.de/service/analytics/,"Cloudflare, Inc.",True
www.get.bimeanalytics.com,403 Forbidden,403,151,www.get.bimeanalytics.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl566664.cloudflaressl.com,ssl566664.cloudflaressl.com,ssl566664.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,b62883ad6c84029131378b5309b130b6,6147191a5c96993f10695ded98dbdf08220bd0cdcdeb18bdb2178b7fc46302dc,ctls,www.get.bimeanalytics.com,cloudflare,443,https://www.get.bimeanalytics.com:443,https,cloudflare,text/html,GET,104.16.88.80,/,1210513009,2606:4700::6810:5850,Cloudflare,8,False,True,,,,
www.try.bimeanalytics.com,403 Forbidden,403,151,www.try.bimeanalytics.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl566664.cloudflaressl.com,ssl566664.cloudflaressl.com,ssl566664.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,b62883ad6c84029131378b5309b130b6,6147191a5c96993f10695ded98dbdf08220bd0cdcdeb18bdb2178b7fc46302dc,ctls,www.try.bimeanalytics.com,cloudflare,443,https://www.try.bimeanalytics.com:443,https,cloudflare,text/html,GET,104.16.89.80,/,1210513009,2606:4700::6810:5950,Cloudflare,8,False,True,,,,
