input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,csp_domains_,webserver,tls_expired,final_url,cdn_name,cdn
astron.my.salesforce.com,Login | Salesforce,200,8563,astron.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=um1.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",um1.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bc257e4bdaa00b91a376b512c4500934,9084f9e76ae38e834397dcc14d5d22531d8c09df433d3d179990ae53fdf2317e,True,ctls,astron.my.salesforce.com,443,https://astron.my.salesforce.com:443,https,text/html,GET,161.71.0.24,/,1433417005,161.71.3.152,HSTS,24,False,,,,,,,
asus.my.salesforce.com,Login | Salesforce,200,8644,asus.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=ap26.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",ap26.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c6adbea8ac62fb79f50b14dae8fe6156,28d9108f72bde453e8c65c7061d0450bf8f2dd9d89c2aff098a57ddf0538fe0e,True,ctls,asus.my.salesforce.com,443,https://asus.my.salesforce.com:443,https,text/html,GET,101.53.171.117,/,1433417005,101.53.171.245,HSTS,24,False,,,,,,,
asv.my.salesforce.com,Login | Salesforce,200,8554,asv.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=na115.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",na115.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f3f427994561924fd1d8b7fed9b4a31f,38defedb1443fe4e0e819b3c8d51941b661c466420dd6c42072efdaa20e4ead5,True,ctls,asv.my.salesforce.com,443,https://asv.my.salesforce.com:443,https,text/html,GET,13.110.88.190,/,1433417005,13.110.93.190,HSTS,24,False,,,,,,,
atat.my.salesforce.com,Login | Salesforce,200,8644,atat.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=ap26.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",ap26.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c6adbea8ac62fb79f50b14dae8fe6156,28d9108f72bde453e8c65c7061d0450bf8f2dd9d89c2aff098a57ddf0538fe0e,True,ctls,atat.my.salesforce.com,443,https://atat.my.salesforce.com:443,https,text/html,GET,101.53.171.245,/,1433417005,101.53.171.117,HSTS,24,False,,,,,,,
athletics.my.salesforce.com,Login | Salesforce,200,8572,athletics.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=na116.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",na116.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,540227289c4ded02fc7ea72bc06bb508,176756c67870f25c08b75ad089342417c6680e6217de08d7fe2a8ecd13e66e1f,True,ctls,athletics.my.salesforce.com,443,https://athletics.my.salesforce.com:443,https,text/html,GET,13.110.95.193,/,1433417005,13.110.93.193,HSTS,24,False,,,,,,,
atlantatechnicalcollege.my.salesforce.com,Login | Salesforce,200,9889,atlantatechnicalcollege.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=na163.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",na163.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,82401e40fb94a6d06dacae5361f30b21,8cf181296c93b8d9abedc612a1597347a8c24c309a9db09712c1003b6676e5d9,True,ctls,atlantatechnicalcollege.my.salesforce.com,443,https://atlantatechnicalcollege.my.salesforce.com:443,https,text/html,GET,13.110.40.190,/,1433417005,13.110.65.190,HSTS,24,False,,,,,,,
atlantis.my.salesforce.com,Login | Salesforce,200,8653,atlantis.my.salesforce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=fra34.sfdc-urlt2q.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",fra34.sfdc-urlt2q.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,50db935a6ef004c0bf04a4ab8a9c4574,05b8a19b43683ef3c6f464582dad43a6f6f7fb60e86b4d425f0b68b81ab66355,True,ctls,atlantis.my.salesforce.com,443,https://atlantis.my.salesforce.com:443,https,text/html,GET,13.39.55.73,/,1433417005,52.47.121.177,HSTS,24,False,,,,,,,
atlas.my.salesforce.com,Login | Salesforce,200,9189,atlas.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-27T00:00:00Z,2024-06-26T23:59:59Z,"CN=na217.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",na217.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a9e4e3a2fbf15bafee04e825f9146703,fd1bbb39059582a4b1ebf49d597bb38099dd02ddc3c1f4e911e91430cd3f4faa,True,ctls,atlas.my.salesforce.com,443,https://atlas.my.salesforce.com:443,https,text/html,GET,52.61.128.26,/,1433417005,52.61.130.144,HSTS,24,False,,,,,,,
atlassian.my.salesforce.com,Login | Salesforce,200,9834,atlassian.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-07T00:00:00Z,2024-06-05T23:59:59Z,"CN=fra.edge.my.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",fra.edge.my.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f4ea59c6a234a210821ec8d42409128e,1782dad175e39916856871b541adbd6465f663b9228d0a1df0220435abddb9c9,True,ctls,atlassian.my.salesforce.com,443,https://atlassian.my.salesforce.com:443,https,text/html,GET,85.222.140.6,/,1433417005,85.222.140.13,HSTS,24,False,,,sfdcedge,,,,
atlassian2.my.salesforce.com,Login | Salesforce,200,8575,atlassian2.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=um9.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",um9.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71ae23b99c4bd0d49a45bffb30ac0a9,fd432b7f21b30f50d7618839c8a7c58a3e5cc849e9260a78dcac25b52b9d9507,True,ctls,atlassian2.my.salesforce.com,443,https://atlassian2.my.salesforce.com:443,https,text/html,GET,161.71.0.190,/,1433417005,161.71.3.190,HSTS,24,False,,,,,,,
atm2.my.salesforce.com,Login | Salesforce,200,8644,atm2.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=ap12.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",ap12.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,02ff876d6bdd4faaa77fc5bdb08a3d5f,15a82d513f7abfca3a887cc20ca5578dea8fce4ac4e9a1d3a5c98b9407bb072c,True,ctls,atm2.my.salesforce.com,443,https://atm2.my.salesforce.com:443,https,text/html,GET,101.53.169.179,/,1433417005,101.53.170.179,HSTS,24,False,,,,,,,
atmos.my.salesforce.com,,200,5948,atmos.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=na213.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",na213.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3a50b63343e1869f71879a0ab54464cd,140094aba5bd8728b29c740c766fb26c721f143209d991d160bc534f7f4afc58,True,ctls,atmos.my.salesforce.com,443,https://atmos.my.salesforce.com:443,https,text/html,GET,13.110.62.226,/,1433417005,13.109.189.226,HSTS,27,False,,,,,https://atmos.my.salesforce.com/saml/authn-request.jsp?saml_request_id=_2CAAAAYoWLXkaMDAwMDAwMDAwMDAwMDAwAAAA9CkhPTFM8-rvE_MJOXswB12SFg8FI2WP4Wj0vB2f-Q2qG2mAAVaR3nsIcWVBITmmcAZ0cfC2AafoI9x-L3chVNfsmbVdoH4AYfbntgWhSDcBnr-elsLec6vobR5RckTwVPhMZ96KvaNyv2yXhoHnsRbyeoNjUx6XqugW0F1eNovZ04occFq8s-xGYci8VGCd20e9B9cLrn7SISvBLQuJMPqVpLHqYjYg3DG7-0P8Y3x1eVbLChWoAPlUkX13gH-ubA&saml_acs=https%3A%2F%2Fatmos.my.salesforce.com%3Fsc%3D0LE8c000008Cjfo&saml_binding_type=HttpPost&Issuer=https%3A%2F%2Fatmos.my.salesforce.com&samlSsoConfig=0LE8c000008Cjfo&RelayState=%2F,,
att6.my.salesforce.com,Login | Salesforce,200,8644,att6.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=ap12.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",ap12.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,02ff876d6bdd4faaa77fc5bdb08a3d5f,15a82d513f7abfca3a887cc20ca5578dea8fce4ac4e9a1d3a5c98b9407bb072c,True,ctls,att6.my.salesforce.com,443,https://att6.my.salesforce.com:443,https,text/html,GET,101.53.168.179,/,1433417005,101.53.170.179,HSTS,24,False,,,,,,,
atttest.my.salesforce.com,Login | Salesforce,200,8653,atttest.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=ap25.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",ap25.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c6b9f2f5f1460f305d633b092f085631,a1e2da85f50001c353b96e98aa3840788d9acbcf6730d6f77f51329c2583c43c,True,ctls,atttest.my.salesforce.com,443,https://atttest.my.salesforce.com:443,https,text/html,GET,101.53.168.243,/,1433417005,101.53.171.115,HSTS,24,False,,,,,,,
au1.my.salesforce.com,Login | Salesforce,200,8641,au1.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=ap26.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",ap26.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c6adbea8ac62fb79f50b14dae8fe6156,28d9108f72bde453e8c65c7061d0450bf8f2dd9d89c2aff098a57ddf0538fe0e,True,ctls,au1.my.salesforce.com,443,https://au1.my.salesforce.com:443,https,text/html,GET,101.53.170.246,/,1433417005,101.53.168.246,HSTS,24,False,,,,,,,
auction.my.salesforce.com,Login | Salesforce,200,8566,auction.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=um9.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",um9.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71ae23b99c4bd0d49a45bffb30ac0a9,fd432b7f21b30f50d7618839c8a7c58a3e5cc849e9260a78dcac25b52b9d9507,True,ctls,auction.my.salesforce.com,443,https://auction.my.salesforce.com:443,https,text/html,GET,161.71.0.190,/,1433417005,161.71.3.190,HSTS,24,False,,,,,,,
audio.my.salesforce.com,Login | Salesforce,200,10914,audio.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=eu35.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",eu35.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0ab85707d5815d4e593b3a651e0310dd,f13481b79f596bcd8d9f5614536faa625f81886e992776e8f242e1af0793311d,True,ctls,audio.my.salesforce.com,443,https://audio.my.salesforce.com:443,https,text/html,GET,160.8.242.115,/,1433417005,85.222.146.243,HSTS,24,False,,,,,,,
aug29.my.salesforce.com,Login | Salesforce,200,8647,aug29.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=na150.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",na150.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,876fab323f3a0c6b848a1f1ac4fb6503,85881e6749451ae0c147b2d6de41a7995446f9cc37c4704614f741bd5bf62079,True,ctls,aug29.my.salesforce.com,443,https://aug29.my.salesforce.com:443,https,text/html,GET,13.110.47.147,/,1433417005,13.110.66.147,HSTS,24,False,,,,,,,
aum.my.salesforce.com,Login | Salesforce,200,8641,aum.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=eu27.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",eu27.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,720adaf7e27cbd856bcbd43cd7589db5,b3ad375ab0ffa189f95529af43965cc0761ba482435b341e8c38518cca9508b7,True,ctls,aum.my.salesforce.com,443,https://aum.my.salesforce.com:443,https,text/html,GET,160.8.255.99,/,1433417005,160.8.248.99,HSTS,24,False,,,,,,,
auriga.my.salesforce.com,Login | Salesforce,200,8650,auriga.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=ap27.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",ap27.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ceaa51ee383a1db16791da43ff728d69,cfeb091bf18f1c40a98f550ec6d36d0ce09d3937bc3c176d4c9697d7382227cc,True,ctls,auriga.my.salesforce.com,443,https://auriga.my.salesforce.com:443,https,text/html,GET,101.53.170.121,/,1433417005,101.53.171.121,HSTS,24,False,,,,,,,
aus.my.salesforce.com,,200,5831,aus.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-07T00:00:00Z,2024-06-05T23:59:59Z,"CN=fra.edge.my.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",fra.edge.my.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f4ea59c6a234a210821ec8d42409128e,1782dad175e39916856871b541adbd6465f663b9228d0a1df0220435abddb9c9,True,ctls,aus.my.salesforce.com,443,https://aus.my.salesforce.com:443,https,text/html,GET,85.222.140.10,/,1433417005,85.222.140.13,HSTS,27,False,,,sfdcedge,,https://aus.my.salesforce.com/saml/authn-request.jsp?saml_request_id=_2CAAAAYoWLXi8MDAwMDAwMDAwMDAwMDAwAAAA9PKQSXA8HbAzmnCPtEgjzCg4Zj57HGyNRXsKlppolm316UijyQc1JRIYaoJqQSLEvRzWXDk3RWhqJWyvlIFi5bLRi95bhWHzGPhR2TAuHSt3f0r5EXIK8Z2cbW6RQ15WFcQAfPJw5SK_54DQT528l_otYGoOIYeoT1EjFl80zei197f8TSUQYzIYVEVNwpEyw0v5l_UVdCWZBkdU_uUOMdfZYr_NahhqRHJSBB3MXxt1jaV_4NDraV5AtYbirqa-MA&saml_acs=https%3A%2F%2Faus.my.salesforce.com%3Fso%3D00D80000000dQZB&saml_binding_type=HttpPost&Issuer=https%3A%2F%2Faus.my.salesforce.com&samlSsoConfig=0LE4U000000CbSr&RelayState=%2F,,
aus14s.sfdc-vwfla6.salesforce.com,Login | Salesforce,200,8844,aus14s.sfdc-vwfla6.salesforce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-18T00:00:00Z,2024-06-18T23:59:59Z,"CN=aus14s.sfdc-vwfla6.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",aus14s.sfdc-vwfla6.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e47eed5a138c0a676bcb20bdab2af111,2dfe494a009c7a2ec3e6e036a7b18effb40e73b3edc4dce426fcc220f486b36e,True,ctls,aus14s.sfdc-vwfla6.salesforce.com,443,https://aus14s.sfdc-vwfla6.salesforce.com:443,https,text/html,GET,13.237.82.248,/,1433417005,54.253.68.176,HSTS,24,False,,,,,,,
aus18s.sfdc-vwfla6.salesforce.com,Login | Salesforce,200,8844,aus18s.sfdc-vwfla6.salesforce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-18T00:00:00Z,2024-06-18T23:59:59Z,"CN=aus18s.sfdc-vwfla6.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",aus18s.sfdc-vwfla6.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,750261bf3f0b9f4cdcdb19e6d91e2025,12827f9c67e0a9a753ccff35689015699ca28b444e14b236cf5614da1effe1fe,True,ctls,aus18s.sfdc-vwfla6.salesforce.com,443,https://aus18s.sfdc-vwfla6.salesforce.com:443,https,text/html,GET,13.237.193.118,/,1433417005,3.24.193.98,HSTS,24,False,,,,,,,
aus20s.sfdc-vwfla6.salesforce.com,Login | Salesforce,200,8844,aus20s.sfdc-vwfla6.salesforce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-18T00:00:00Z,2024-06-18T23:59:59Z,"CN=aus20s.sfdc-vwfla6.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",aus20s.sfdc-vwfla6.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,20ca9708554168cdf90b7e68797b279f,1b01074ad0ea559add60b7af55835865ec096b24563c47727996d4ca15ddade5,True,ctls,aus20s.sfdc-vwfla6.salesforce.com,443,https://aus20s.sfdc-vwfla6.salesforce.com:443,https,text/html,GET,13.237.121.100,/,1433417005,13.239.143.133,HSTS,24,False,,,,,,,
aus24s.sfdc-vwfla6.salesforce.com,Login | Salesforce,200,8844,aus24s.sfdc-vwfla6.salesforce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-18T00:00:00Z,2024-06-18T23:59:59Z,"CN=aus24s.sfdc-vwfla6.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",aus24s.sfdc-vwfla6.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09592e2db1fa4a5490d4d0b9f84a3833,93321bc1cbc8ed4ff59e7176f0f43402f999ce06e921df7a348085fd24d9ec28,True,ctls,aus24s.sfdc-vwfla6.salesforce.com,443,https://aus24s.sfdc-vwfla6.salesforce.com:443,https,text/html,GET,3.106.102.108,/,1433417005,54.153.189.78,HSTS,24,False,,,,,,,
aus25.sfdc-vwfla6.salesforce.com,Login | Salesforce,200,8816,aus25.sfdc-vwfla6.salesforce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-18T00:00:00Z,2024-06-18T23:59:59Z,"CN=aus25.sfdc-vwfla6.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",aus25.sfdc-vwfla6.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,933cc03ef0564ac6b97fb58e0295ec53,bc73cc4b1acbcacc4521b1e0b5fc7bdc7f48b2e5474251bc9049bc7cd36d22c5,True,ctls,aus25.sfdc-vwfla6.salesforce.com,443,https://aus25.sfdc-vwfla6.salesforce.com:443,https,text/html,GET,3.24.248.38,/,1433417005,52.64.29.182,HSTS,24,False,,,,,,,
aus27.sfdc-vwfla6.salesforce.com,Login | Salesforce,200,8816,aus27.sfdc-vwfla6.salesforce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-18T00:00:00Z,2024-06-18T23:59:59Z,"CN=aus27.sfdc-vwfla6.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",aus27.sfdc-vwfla6.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,57522f2e501025b6931e5be1fff4432c,75217199791897b848c978c83f620f5a8a4533914641a486d0292ea258f2ef73,True,ctls,aus27.sfdc-vwfla6.salesforce.com,443,https://aus27.sfdc-vwfla6.salesforce.com:443,https,text/html,GET,3.25.29.87,/,1433417005,3.24.128.20,HSTS,24,False,,,,,,,
aus3.sfdc-vwfla6.salesforce.com,Login | Salesforce,200,8815,aus3.sfdc-vwfla6.salesforce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-18T00:00:00Z,2024-06-18T23:59:59Z,"CN=aus3.sfdc-vwfla6.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",aus3.sfdc-vwfla6.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e6a949c936145fe7fec5477343e92011,aa6f364029a90cd29cc6bb1a70a3eef8d7f99c313ea094747ec4a8b3637db3e2,True,ctls,aus3.sfdc-vwfla6.salesforce.com,443,https://aus3.sfdc-vwfla6.salesforce.com:443,https,text/html,GET,52.62.190.58,/,1433417005,54.79.126.212,HSTS,24,False,,,,,,,
aus36s.sfdc-vwfla6.salesforce.com,Login | Salesforce,200,8844,aus36s.sfdc-vwfla6.salesforce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-18T00:00:00Z,2024-06-18T23:59:59Z,"CN=aus36s.sfdc-vwfla6.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",aus36s.sfdc-vwfla6.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,36c715ff677e282b999f4d12cc5f48b0,a8899c56e42d200c01a2765862524f477e9645b8d8bd5aa11227513edde14df1,True,ctls,aus36s.sfdc-vwfla6.salesforce.com,443,https://aus36s.sfdc-vwfla6.salesforce.com:443,https,text/html,GET,3.105.28.201,/,1433417005,52.62.66.40,HSTS,24,False,,,,,,,
