new,host,a,cname,soa,status_code,cdn,cdn-name,mx,txt,aaaa,ns,caa,has_internal_ips,internal_ips
[x],justvanilla.my.salesforce.com,"13.110.46.190, 13.110.65.190, 13.110.69.190","na163.my.salesforce.com, na163-ia5.my.salesforce.com, na163-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],k12.my.salesforce.com,"13.110.90.153, 13.110.37.153, 13.110.88.153","na132.my.salesforce.com, na132-ph2.my.salesforce.com, na132-ph2.ph2.r.my.salesforce.com","ns1-ph2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],k2.my.salesforce.com,"13.109.186.161, 13.109.184.161, 13.110.63.161","na156.my.salesforce.com, na156-ia4.my.salesforce.com, na156-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],k5.my.salesforce.com,"3.76.137.226, 18.156.179.54, 18.194.111.233","deu5.my.sfdc-yzvdd4.salesforce.com, deu5.sfdc-yzvdd4.salesforce.com","dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],k8s.my.salesforce.com,"101.53.168.118, 101.53.169.118, 101.53.170.246","ap26.my.salesforce.com, ap26-hnd.my.salesforce.com, ap26-hnd.hnd.r.my.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kaiser.my.salesforce.com,"136.146.33.117, 136.146.39.117, 136.146.35.117","na232.salesforce.com, na232-ia7.salesforce.com, na232-ia7.ia7.r.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kaizen.my.salesforce.com,"160.8.12.162, 160.8.251.34, 160.8.14.162","eu44.salesforce.com, eu44-fra.salesforce.com, eu44-fra.fra.r.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kakogawa.my.salesforce.com,"101.53.170.243, 101.53.168.115, 101.53.168.243","ap25.my.salesforce.com, ap25-hnd.my.salesforce.com, ap25-hnd.hnd.r.my.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kal.my.salesforce.com,"161.71.3.19, 161.71.1.147, 161.71.2.19","um6.my.salesforce.com, um6-lo2.my.salesforce.com, um6-lo2.lo2.r.my.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kalai.my.salesforce.com,"13.110.71.232, 13.110.41.232, 13.110.46.232","na211.my.salesforce.com, na211-ia5.my.salesforce.com, na211-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kaleidoscope.my.salesforce.com,"136.146.42.119, 136.146.35.119, 136.146.40.119","na234.salesforce.com, na234-ia7.salesforce.com, na234-ia7.ia7.r.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kanagawa.my.salesforce.com,"101.53.161.75, 101.53.162.75, 101.53.160.203","ap10.my.salesforce.com, ap10-ukb.my.salesforce.com, ap10-ukb.ukb.r.my.salesforce.com","ns1-ukb.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kane.my.salesforce.com,"54.253.158.24, 13.237.251.124, 13.237.131.104","aus23.my.sfdc-vwfla6.salesforce.com, aus23.sfdc-vwfla6.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],kaplan.my.salesforce.com,,"um1.my.salesforce.com, um1-lo2.my.salesforce.com, um1-lo2.lo2.r.my.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kaplan2.my.salesforce.com,"136.146.43.123, 136.146.45.123, 136.146.44.123","na238.salesforce.com, na238-ia7.salesforce.com, na238-ia7.ia7.r.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kar.my.salesforce.com,,usa344.sfdc-yfeipo.salesforce.com,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],kareo.my.salesforce.com,"3.233.8.79, 52.55.6.48, 52.202.23.218",usa360.sfdc-yfeipo.salesforce.com,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],karma.my.salesforce.com,"160.8.12.138, 160.8.250.10, 160.8.12.10","eu39.my.salesforce.com, eu39-fra.my.salesforce.com, eu39-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kas.my.salesforce.com,"13.110.60.78, 13.110.63.78, 13.109.187.78","na139.my.salesforce.com, na139-ia4.my.salesforce.com, na139-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kaspersky.my.salesforce.com,"85.222.155.108, 85.222.153.108, 160.8.249.108","eu32.my.salesforce.com, eu32-fra.my.salesforce.com, eu32-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kbm.my.salesforce.com,"136.146.17.3, 136.146.19.3, 136.146.27.3","na224.salesforce.com, na224-ia6.salesforce.com, na224-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kci.my.salesforce.com,"13.110.38.205, 13.110.39.77, 13.110.92.77","na110.my.salesforce.com, na110-ph2.my.salesforce.com, na110-ph2.ph2.r.my.salesforce.com","ns1-ph2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kck.my.salesforce.com,"101.53.169.120, 101.53.170.120, 101.53.171.120","ap27.salesforce.com, ap27-hnd.salesforce.com, ap27-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kds.my.salesforce.com,"101.53.168.117, 101.53.171.245, 101.53.170.245","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kelly.my.salesforce.com,"13.109.180.6, 13.109.180.9, 13.109.180.7","n.edge2.salesforce.com, virginia.edge2.salesforce.com, ia4.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],kem.my.salesforce.com,"101.53.161.90, 101.53.162.218, 101.53.160.90","ap17.my.salesforce.com, ap17-ukb.my.salesforce.com, ap17-ukb.ukb.r.my.salesforce.com","ns1-ukb.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kennedy.my.salesforce.com,"13.110.46.81, 13.110.67.81, 13.110.43.81","na140.my.salesforce.com, na140-ia5.my.salesforce.com, na140-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],ker.my.salesforce.com,"13.110.95.135, 13.110.92.135, 13.110.36.135","na102.my.salesforce.com, na102-ph2.my.salesforce.com, na102-ph2.ph2.r.my.salesforce.com","ns1-ph2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],keylink.my.salesforce.com,"52.65.172.243, 3.24.34.83, 3.105.125.160","aus7.my.sfdc-vwfla6.salesforce.com, aus7.sfdc-vwfla6.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],kg.my.salesforce.com,"161.71.0.63, 161.71.3.191, 161.71.0.191","um9.my.salesforce.com, um9-lo2.my.salesforce.com, um9-lo2.lo2.r.my.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kiali.stg.dx.commercecloud.salesforce.com,"54.147.228.5, 54.166.93.198, 52.5.156.235",,"ns-649.awsdns-17.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],kiali.us01.dx.commercecloud.salesforce.com,"54.147.234.135, 34.203.78.166, 3.208.56.208",,"ns-1810.awsdns-34.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],kiali.us02.dx.commercecloud.salesforce.com,"3.233.103.0, 35.168.75.190, 44.193.152.236",,"ns-1354.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-122.awsdns-15.com, ns-1354.awsdns-41.org, ns-1970.awsdns-54.co.uk, ns-539.awsdns-03.net",,,
[x],kiali.us03.dx.commercecloud.salesforce.com,"3.215.139.18, 44.198.1.70, 54.227.106.157",,"ns-1479.awsdns-56.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1479.awsdns-56.org, ns-1653.awsdns-14.co.uk, ns-379.awsdns-47.com, ns-858.awsdns-43.net",,,
[x],kibana.stg.dx.commercecloud.salesforce.com,"54.166.93.198, 54.147.228.5, 52.5.156.235",,"ns-649.awsdns-17.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],kibana.us01.dx.commercecloud.salesforce.com,"3.208.56.208, 34.203.78.166, 54.147.234.135",,"ns-1810.awsdns-34.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],kibana.us02.dx.commercecloud.salesforce.com,"3.233.103.0, 44.193.152.236, 35.168.75.190",,"ns-1354.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],kidde.my.salesforce.com,"136.146.28.10, 136.146.16.10, 136.146.18.10","na226.my.salesforce.com, na226-ia6.my.salesforce.com, na226-ia6.ia6.r.my.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kids.my.salesforce.com,"13.110.94.96, 13.110.92.96, 13.110.2.96","na95.my.salesforce.com, na95-ph2.my.salesforce.com, na95-ph2.ph2.r.my.salesforce.com","ns1-ph2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kiel.my.salesforce.com,"160.8.12.162, 160.8.251.34, 160.8.14.162","eu44.salesforce.com, eu44-fra.salesforce.com, eu44-fra.fra.r.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kii.my.salesforce.com,"85.222.140.10, 85.222.140.13, 85.222.140.6","1p.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],kilo.my.salesforce.com,"161.71.0.18, 161.71.1.18, 161.71.3.18","um5.my.salesforce.com, um5-lo2.my.salesforce.com, um5-lo2.lo2.r.my.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kimsmith.my.salesforce.com,"136.146.16.121, 136.146.20.121, 136.146.28.121","na235.salesforce.com, na235-ia6.salesforce.com, na235-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],king.my.salesforce.com,"13.110.40.208, 13.110.46.208, 13.110.67.208","na169.my.salesforce.com, na169-ia5.my.salesforce.com, na169-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kingfisher.my.salesforce.com,"161.71.1.150, 161.71.2.22, 161.71.3.22","um7.my.salesforce.com, um7-lo2.my.salesforce.com, um7-lo2.lo2.r.my.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kion.my.salesforce.com,"13.110.67.181, 13.110.46.181, 13.110.41.181","na160.my.salesforce.com, na160-ia5.my.salesforce.com, na160-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kirin.my.salesforce.com,"101.53.160.166, 101.53.161.38, 101.53.163.38","ap6.my.salesforce.com, ap6-ukb.my.salesforce.com, ap6-ukb.ukb.r.my.salesforce.com","ns1-ukb.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kit.my.salesforce.com,"35.156.156.95, 3.122.91.127, 3.71.178.171","deu1.my.sfdc-yzvdd4.salesforce.com, deu1.sfdc-yzvdd4.salesforce.com","dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],kitmanlabs.my.salesforce.com,"13.110.71.167, 13.110.44.167, 13.110.46.167","na159.my.salesforce.com, na159-ia5.my.salesforce.com, na159-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kiwi.my.salesforce.com,"13.110.62.210, 13.110.56.210, 13.110.61.210","na170.salesforce.com, na170-ia4.salesforce.com, na170-ia4.ia4.r.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kkk.my.salesforce.com,"101.53.170.245, 101.53.168.117, 101.53.171.245","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kleo.my.salesforce.com,"101.53.168.114, 101.53.171.114, 101.53.169.242","ap25.salesforce.com, ap25-hnd.salesforce.com, ap25-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],klg.my.salesforce.com,"13.110.67.181, 13.110.46.181, 13.110.41.181","na160.my.salesforce.com, na160-ia5.my.salesforce.com, na160-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kliu.my.salesforce.com,"13.110.37.153, 13.110.88.153, 13.110.90.153","na132.my.salesforce.com, na132-ph2.my.salesforce.com, na132-ph2.ph2.r.my.salesforce.com","ns1-ph2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],klloshar-imadh.my.salesforce.com,"136.146.22.9, 136.146.27.9, 136.146.19.9","na226.salesforce.com, na226-ia6.salesforce.com, na226-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],klm.my.salesforce.com,"85.222.145.252, 85.222.147.252, 160.8.240.124","eu37.salesforce.com, eu37-cdg.salesforce.com, eu37-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kltest.my.salesforce.com,"161.71.0.62, 161.71.2.62, 161.71.2.190","um9.salesforce.com, um9-lo2.salesforce.com, um9-lo2.lo2.r.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],klu.my.salesforce.com,"101.53.168.117, 101.53.170.245, 101.53.171.245","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],klu5.my.salesforce.com,"101.53.170.245, 101.53.168.117, 101.53.171.245","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kms.my.salesforce.com,"13.110.46.167, 13.110.67.167, 13.110.70.167","na159.my.salesforce.com, na159-ia5.my.salesforce.com, na159-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],knight.my.salesforce.com,"13.110.39.65, 13.110.90.193, 13.110.95.193","na116.my.salesforce.com, na116-ph2.my.salesforce.com, na116-ph2.ph2.r.my.salesforce.com","ns1-ph2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],knowledge.salesforce.com,206.31.1.239,,"mastername.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],knowledgehub.my.salesforce.com,"101.53.170.245, 101.53.171.245, 101.53.168.117","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],koala.my.salesforce.com,"13.109.184.226, 13.109.188.226, 13.110.57.226","na213.my.salesforce.com, na213-ia4.my.salesforce.com, na213-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kogan.my.salesforce.com,"136.146.20.122, 136.146.19.122, 136.146.17.122","na236.salesforce.com, na236-ia6.salesforce.com, na236-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kohls.my.salesforce.com,"136.146.40.116, 136.146.42.116, 136.146.43.116","na231.salesforce.com, na231-ia7.salesforce.com, na231-ia7.ia7.r.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],koinonia.my.salesforce.com,"13.110.43.22, 13.110.64.22, 13.110.47.22","na120.my.salesforce.com, na120-ia5.my.salesforce.com, na120-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],konami.my.salesforce.com,"136.146.46.123, 136.146.35.123, 136.146.43.123","na238.salesforce.com, na238-ia7.salesforce.com, na238-ia7.ia7.r.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kontent.my.salesforce.com,"13.37.78.203, 35.180.2.223, 35.181.33.98",fra32.sfdc-urlt2q.salesforce.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],kota.my.salesforce.com,"101.53.169.117, 101.53.171.117, 101.53.170.117","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kota2.my.salesforce.com,"101.53.171.245, 101.53.170.245, 101.53.168.117","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kp.my.salesforce.com,"13.110.87.150, 13.110.35.150, 13.110.83.150","na131.my.salesforce.com, na131-ia2.my.salesforce.com, na131-ia2.ia2.r.my.salesforce.com","ns1-ia2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kpmg.my.salesforce.com,"101.53.170.245, 101.53.168.117, 101.53.171.245","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kpn.my.salesforce.com,"85.222.153.227, 160.8.251.99, 85.222.153.99","eu27.my.salesforce.com, eu27-fra.my.salesforce.com, eu27-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,"pch1.salesforce-dns.com, pch2.salesforce-dns.com, udns1.salesforce.com, udns2.salesforce.com, udns3.salesforce.com, udns4.salesforce.com",,,
[x],krishna.my.salesforce.com,"136.146.19.3, 136.146.21.3, 136.146.27.3","na224.salesforce.com, na224-ia6.salesforce.com, na224-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kroger.my.salesforce.com,"136.146.43.116, 136.146.40.116, 136.146.47.116","na231.salesforce.com, na231-ia7.salesforce.com, na231-ia7.ia7.r.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],ku.my.salesforce.com,"13.110.59.184, 13.110.60.184, 13.110.58.184","na161.my.salesforce.com, na161-ia4.my.salesforce.com, na161-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kul.my.salesforce.com,"85.222.144.150, 160.8.242.22, 160.8.245.22","eu26.my.salesforce.com, eu26-cdg.my.salesforce.com, eu26-cdg.cdg.r.my.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kumamoto.my.salesforce.com,"101.53.170.245, 101.53.168.117, 101.53.171.245","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kw.my.salesforce.com,"13.110.63.78, 13.110.60.78, 13.110.62.78","na139.my.salesforce.com, na139-ia4.my.salesforce.com, na139-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kws.my.salesforce.com,"160.8.250.10, 160.8.253.10, 160.8.249.10","eu39.my.salesforce.com, eu39-fra.my.salesforce.com, eu39-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kx.my.salesforce.com,"161.71.3.21, 161.71.0.21, 161.71.0.149","um4.my.salesforce.com, um4-lo2.my.salesforce.com, um4-lo2.lo2.r.my.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],kz.my.salesforce.com,"35.79.154.59, 13.115.131.225, 52.193.245.221","jpn17.my.sfdc-mchho0.salesforce.com, jpn17.sfdc-mchho0.salesforce.com","dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],l.salesforce.com,,,"mastername.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],la.ist6.stm.salesforce.com,"136.146.88.16, 136.146.88.144, 136.146.89.16","la-ist6-1-0-prd.salesforce.com, la-ist6-1-0-prd.prd.r.salesforce.com","ns1-prd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],la2.fa.stm.salesforce.com,"136.146.88.30, 136.146.88.158, 136.146.89.158","la2-fa-prd.salesforce.com, la2-fa-prd.prd.r.salesforce.com","ns1-prd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],lab.my.salesforce.com,"13.110.58.184, 13.110.59.184, 13.110.60.184","na161.my.salesforce.com, na161-ia4.my.salesforce.com, na161-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],lab2.my.salesforce.com,"161.71.9.58, 161.71.10.58, 161.71.10.186","um8.salesforce.com, um8-lo3.salesforce.com, um8-lo3.lo3.r.salesforce.com","ns1-lo3.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],laco.my.salesforce.com,"13.110.68.37, 13.110.42.37, 13.110.67.37","na126.my.salesforce.com, na126-ia5.my.salesforce.com, na126-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],lala.my.salesforce.com,"13.110.56.210, 13.110.61.210, 13.110.62.210","na170.salesforce.com, na170-ia4.salesforce.com, na170-ia4.ia4.r.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],lamia.my.salesforce.com,"13.110.62.210, 13.110.56.210, 13.110.61.210","na170.salesforce.com, na170-ia4.salesforce.com, na170-ia4.ia4.r.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],landis.my.salesforce.com,"13.110.68.232, 13.110.71.232, 13.110.41.232","na211.my.salesforce.com, na211-ia5.my.salesforce.com, na211-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],landmark.my.salesforce.com,"13.110.47.167, 13.110.46.167, 13.110.67.167","na159.my.salesforce.com, na159-ia5.my.salesforce.com, na159-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],landmarkgroup.my.salesforce.com,"101.53.168.117, 101.53.170.245, 101.53.171.245","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],lang-insights-eu.mce.salesforce.com,"18.202.66.102, 52.51.81.6, 34.252.18.87",prime-eu-lang-insights-276302340.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lang-insights-qa.mce.salesforce.com,"34.216.56.227, 35.83.183.213, 54.213.56.179",prime-qa-lang-insights-133101668.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lang-insights-us.mce.salesforce.com,"3.222.11.190, 52.23.136.243, 34.192.15.99",prime-us-lang-insights-901915177.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lapdog.my.salesforce.com,"13.110.65.190, 13.110.46.190, 13.110.47.190","na163.my.salesforce.com, na163-ia5.my.salesforce.com, na163-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],laravel.my.salesforce.com,"101.53.171.245, 101.53.168.117, 101.53.170.245","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],las.my.salesforce.com,"15.229.113.93, 52.67.143.105, 54.232.249.63","bra3.my.sfdc-xwy4ub.salesforce.com, bra3.sfdc-xwy4ub.salesforce.com","dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],last.my.salesforce.com,"160.8.247.133, 160.8.242.133, 160.8.11.133","eu40.salesforce.com, eu40-cdg.salesforce.com, eu40-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],lastpass.my.salesforce.com,"13.109.188.226, 13.110.59.226, 13.110.57.226","na213.my.salesforce.com, na213-ia4.my.salesforce.com, na213-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],late.my.salesforce.com,"161.71.9.58, 161.71.10.58, 161.71.10.186","um8.salesforce.com, um8-lo3.salesforce.com, um8-lo3.lo3.r.salesforce.com","ns1-lo3.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],later.my.salesforce.com,"101.53.169.179, 101.53.170.51, 101.53.168.179","ap12.salesforce.com, ap12-hnd.salesforce.com, ap12-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],latest.my.salesforce.com,"136.146.27.3, 136.146.21.3, 136.146.19.3","na224.salesforce.com, na224-ia6.salesforce.com, na224-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],launch.my.salesforce.com,"13.110.47.1, 13.110.65.1, 13.110.43.1","na133.my.salesforce.com, na133-ia5.my.salesforce.com, na133-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
