new,host,a,soa,status_code,cname,mx,ns,txt,cdn,cdn-name,aaaa,has_internal_ips,internal_ips,caa
[x],uploadprodlegacy-new-oceania.aepetsche.com,13.93.163.20,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,aepetsche.com,aepetsche-com.mail.protection.outlook.com,"pdns77.ultradns.org, pdns77.ultradns.biz, pdns77.ultradns.net, dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net, pdns77.ultradns.com","PtwKvDHEEoGW5JfhEWycbaLhzJUaeYoW/o12UsXagGBfIjCQzL3DBQFK0RUpSrKl966PTquTJEFU4JtC2VrIpw==, MS=ms68482330, 2QiypSJYn9Up9q6x+J+CUG+/uhoKFIuN/yoCiIH3yXnHsSXIrM/RKXE/6FeLrwpKttQZCSe3wYHC7rwaDryVQA==, exJoZkWUa894zxOOyxJ1GhUZzwE287ttI9JgEKfOyBoCDTNmS3643fPpr93fsoG1ke634SaE2Lp8mXVkt1ILlw==, 62pnfltf920nj5zfrg8bpvlgvysyr5bj, v=spf1 include:spf.protection.outlook.com ip4:216.150.160.0/20 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ~all",True,azure,,,,
[x],us-beta-cloud.aepetsche.com,13.93.163.20,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,aepetsche.com,aepetsche-com.mail.protection.outlook.com,"dns3.p04.nsone.net, pdns77.ultradns.biz, pdns77.ultradns.net, dns4.p04.nsone.net, pdns77.ultradns.org, dns2.p04.nsone.net, pdns77.ultradns.com, dns1.p04.nsone.net","PtwKvDHEEoGW5JfhEWycbaLhzJUaeYoW/o12UsXagGBfIjCQzL3DBQFK0RUpSrKl966PTquTJEFU4JtC2VrIpw==, exJoZkWUa894zxOOyxJ1GhUZzwE287ttI9JgEKfOyBoCDTNmS3643fPpr93fsoG1ke634SaE2Lp8mXVkt1ILlw==, 2QiypSJYn9Up9q6x+J+CUG+/uhoKFIuN/yoCiIH3yXnHsSXIrM/RKXE/6FeLrwpKttQZCSe3wYHC7rwaDryVQA==, v=spf1 include:spf.protection.outlook.com ip4:216.150.160.0/20 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ~all, MS=ms68482330, 62pnfltf920nj5zfrg8bpvlgvysyr5bj",True,azure,,,,
[x],web191913.aepetsche.com,13.93.163.20,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,aepetsche.com,aepetsche-com.mail.protection.outlook.com,"dns3.p04.nsone.net, dns4.p04.nsone.net, pdns77.ultradns.com, pdns77.ultradns.org, pdns77.ultradns.biz, pdns77.ultradns.net, dns1.p04.nsone.net, dns2.p04.nsone.net","v=spf1 include:spf.protection.outlook.com ip4:216.150.160.0/20 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ~all, PtwKvDHEEoGW5JfhEWycbaLhzJUaeYoW/o12UsXagGBfIjCQzL3DBQFK0RUpSrKl966PTquTJEFU4JtC2VrIpw==, MS=ms68482330, 2QiypSJYn9Up9q6x+J+CUG+/uhoKFIuN/yoCiIH3yXnHsSXIrM/RKXE/6FeLrwpKttQZCSe3wYHC7rwaDryVQA==, exJoZkWUa894zxOOyxJ1GhUZzwE287ttI9JgEKfOyBoCDTNmS3643fPpr93fsoG1ke634SaE2Lp8mXVkt1ILlw==, 62pnfltf920nj5zfrg8bpvlgvysyr5bj",True,azure,,,,
,128bit.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,291370-web1.verical.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,,,,,,,
,291383-web2.verical.com,173.203.26.148,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,,,,,,,
,489769-fw3.verical.com,173.203.1.158,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,,,,,,,
,_spf.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:216.150.160.0/20 ip4:160.34.15.16/29 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:184.173.153.37 ip4:23.21.109.212 ip4:23.21.109.197 ip4:52.49.201.246 ip4:52.49.235.189 ip4:54.172.84.90 ip4:147.160.167.0/24 ip4:147.154.97.98 -all,,,,,,
,a.siliconexpert.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 include:_spf.siliconexpert.com include:spf.protection.outlook.com -all,,,,,,
,a1605.aepetsche.com,13.93.163.20,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,aepetsche.com,aepetsche-com.mail.protection.outlook.com,"dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net, pdns77.ultradns.biz, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.org","MS=ms68482330, 62pnfltf920nj5zfrg8bpvlgvysyr5bj, 2QiypSJYn9Up9q6x+J+CUG+/uhoKFIuN/yoCiIH3yXnHsSXIrM/RKXE/6FeLrwpKttQZCSe3wYHC7rwaDryVQA==, PtwKvDHEEoGW5JfhEWycbaLhzJUaeYoW/o12UsXagGBfIjCQzL3DBQFK0RUpSrKl966PTquTJEFU4JtC2VrIpw==, exJoZkWUa894zxOOyxJ1GhUZzwE287ttI9JgEKfOyBoCDTNmS3643fPpr93fsoG1ke634SaE2Lp8mXVkt1ILlw==, v=spf1 include:spf.protection.outlook.com ip4:216.150.160.0/20 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ~all",True,azure,,,,
,abb-test.transim.com,104.42.221.30,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,transim-qa-gateway.westus.cloudapp.azure.com,,,,True,azure,,,,
,abb.transim.com,,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,transim-application-gateway.westus.cloudapp.azure.com,,,,True,azure,,,,
,abbyy.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,ac-components-svc.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,ac-components-svc.gslb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,acag.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,acag.gslb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,access.arrow.com,63.94.171.94,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,,,,,,,
,acerpebs.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,acerpebs.gslb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,acgcaccess.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,acgcaccess.gslb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,acgclogin.gslb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,,,,,,,
,acqasolr-external.gslb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,acqasolrexternal.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,acqasolrexternal.gslb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,acqasolrinternal.gslb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,acqualsoa.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,acqualsoa.gslb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,acsolr-external.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,,,,,,,
,acsolr-external.gslb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,acsolr-internal.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,acsolr-internal.gslb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,acswb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,act.arrow.com,193.45.11.9,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,,,,,,,
,acudp.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,acudp.gslb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,adaq.gslb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,admin-events.aspencore.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,"dns3.p06.nsone.net, dns1.p06.nsone.net, pdns77.ultradns.org, pdns77.ultradns.net, pdns77.ultradns.com, pdns77.ultradns.biz, dns2.p06.nsone.net, dns4.p06.nsone.net",v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net include:_spf.salesforce.com -all,,,,,,
,adpsigningcertforsamlassertion.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,ads.transim.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,,,,,,,
,adserv.arrow.com,13.93.163.20,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",,,,True,azure,,,,
,adsync.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,aepetsche.com,13.93.163.20,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,aepetsche-com.mail.protection.outlook.com,"dns3.p04.nsone.net, dns4.p04.nsone.net, pdns77.ultradns.com, pdns77.ultradns.org, pdns77.ultradns.biz, pdns77.ultradns.net, dns1.p04.nsone.net, dns2.p04.nsone.net","v=spf1 include:spf.protection.outlook.com ip4:216.150.160.0/20 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ~all, PtwKvDHEEoGW5JfhEWycbaLhzJUaeYoW/o12UsXagGBfIjCQzL3DBQFK0RUpSrKl966PTquTJEFU4JtC2VrIpw==, MS=ms68482330, 2QiypSJYn9Up9q6x+J+CUG+/uhoKFIuN/yoCiIH3yXnHsSXIrM/RKXE/6FeLrwpKttQZCSe3wYHC7rwaDryVQA==, exJoZkWUa894zxOOyxJ1GhUZzwE287ttI9JgEKfOyBoCDTNmS3643fPpr93fsoG1ke634SaE2Lp8mXVkt1ILlw==, 62pnfltf920nj5zfrg8bpvlgvysyr5bj",True,azure,,,,
,aicenterqual.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,,,,,,,
,aifabric.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,ais.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,,,,,,,
,akm.transim.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,,,,,,
,alternativetechnology.arrow.com,209.167.231.15,"ns1.p201.dns.oraclecloud.net, hostmaster.eloqua.com",NOERROR,now.eloqua.com,,,,,,,,,
,alteryxfinance.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,alteryxsandbox.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,amazon.transim.com,137.135.18.76,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,transim-application-gateway.westus.cloudapp.azure.com,,,,True,azure,,,,
,ampleon.transim.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,,,,,,
,ams.transim.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,,,,,,
,analog.transim.com,137.135.18.76,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,transim-application-gateway.westus.cloudapp.azure.com,,,,True,azure,,,,
,analytics.aspencore.com,204.74.99.100,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,,,,,,,
,analytics.siliconexpert.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 include:_spf.siliconexpert.com include:spf.protection.outlook.com -all,,,,,,
,analytics.transim.com,137.135.18.76,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,transim-application-gateway.westus.cloudapp.azure.com,,,,True,azure,,,,
,anzgo.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 include:_netblocks.eloqua.com -all,,,,,,
,ap-components-svc.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,ap-components-svc.gslb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,apag.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,apag.gslb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,apawb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,,,,,,,
,apawb.gslb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,,,,,,,
,apex.arrow.com,13.93.163.20,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,"www.arrow4hpe.com, mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",,,,True,azure,,,,
,apgcaccess.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,apgcaccess.gslb.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,,,,,,
,api-qual.automation.arrow.com,,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,,,,,,,
,api.arrow.com,216.150.168.133,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,"global.arrowapi.net, uw1.arrowapi.net",,,,,,,,,
,api.aspencore.com,168.61.159.114,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,"content-syndication.azurewebsites.net, waws-prod-dm1-123.sip.azurewebsites.windows.net, waws-prod-dm1-123.centralus.cloudapp.azure.com",,,,True,azure,,,,
,api.chip1stop.com,202.143.84.148,"pdns77.ultradns.com, domadmin.arrow.com",NOERROR,,,,,,,,,,
