input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,final_url,tls_subject_org_,cdn_name,cdn,csp_domains_
*.atl-paas.net,Atlassian Developer,200,144021,developer.atlassian.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-10-12T00:00:00Z,2023-11-02T23:59:59Z,"CN=*.developer.atlassian.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.developer.atlassian.com,developer.atlassian.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d6c1eccdbccba7e9d7c9ec008e60b057,c694406027488963358af03247acaf32cbd25c7e1f66ddc707b9ac38e6d31351,True,ctls,developer.atlassian.com,443,https://atl-paas.net:443,https,AtlassianEdge,text/html,GET,185.166.143.31,/,1004215029,185.166.143.30,276,False,Zipkin,https://developer.atlassian.com,Atlassian Pty Ltd,,,*.google.com.vc
*.atlassian.com,"Collaboration software for software, IT and business teams",200,120081,www.atlassian.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-23T00:00:00Z,2024-06-13T23:59:59Z,"CN=*.atlassian.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.atlassian.com,atlassian.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f32503becfe209a68c0d6a9267da521f,0e176f42d94d031e009c8a36c8e6f79c365d0a240d7c73dae9dab1d43afaf5f5,True,ctls,www.atlassian.com,443,https://atlassian.com:443,https,AtlassianEdge,text/html,GET,185.166.143.31,/,236809709,185.166.143.30,5,False,HSTS,https://www.atlassian.com/,Atlassian Pty Ltd,,,
0-1-8.gitlab2.personio-internal.de,403 Forbidden,403,118,0-1-8.gitlab2.personio-internal.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=dev.personio-internal.de,dev.personio-internal.de,*.id.dev.personio-internal.de,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,952448e4c111ecbdd16070e1832f529e,359a865444257de59044f8b2977896e5dafe4b1eb8ac5b5f66b654a9c9235a00,True,ctls,0-1-8.gitlab2.personio-internal.de,443,https://0-1-8.gitlab2.personio-internal.de:443,https,awselb/2.0,text/html,GET,3.67.18.148,/,1344368402,18.158.145.126,7,False,,,,,,
05-63-2-6.gitlab2.personio-internal.de,403 Forbidden,403,118,05-63-2-6.gitlab2.personio-internal.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=dev.personio-internal.de,dev.personio-internal.de,*.id.dev.personio-internal.de,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,952448e4c111ecbdd16070e1832f529e,359a865444257de59044f8b2977896e5dafe4b1eb8ac5b5f66b654a9c9235a00,True,ctls,05-63-2-6.gitlab2.personio-internal.de,443,https://05-63-2-6.gitlab2.personio-internal.de:443,https,awselb/2.0,text/html,GET,18.158.145.126,/,1344368402,18.194.11.143,7,False,,,,,,
05-8-5-6.gitlab2.personio-internal.de,403 Forbidden,403,118,05-8-5-6.gitlab2.personio-internal.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=dev.personio-internal.de,dev.personio-internal.de,*.id.dev.personio-internal.de,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,952448e4c111ecbdd16070e1832f529e,359a865444257de59044f8b2977896e5dafe4b1eb8ac5b5f66b654a9c9235a00,True,ctls,05-8-5-6.gitlab2.personio-internal.de,443,https://05-8-5-6.gitlab2.personio-internal.de:443,https,awselb/2.0,text/html,GET,18.158.145.126,/,1344368402,3.67.18.148,7,False,,,,,,
058-8-4.gitlab2.personio-internal.de,403 Forbidden,403,118,058-8-4.gitlab2.personio-internal.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=dev.personio-internal.de,dev.personio-internal.de,*.id.dev.personio-internal.de,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,952448e4c111ecbdd16070e1832f529e,359a865444257de59044f8b2977896e5dafe4b1eb8ac5b5f66b654a9c9235a00,True,ctls,058-8-4.gitlab2.personio-internal.de,443,https://058-8-4.gitlab2.personio-internal.de:443,https,awselb/2.0,text/html,GET,3.67.18.148,/,1344368402,18.158.145.126,7,False,,,,,,
06-52-2-6.gitlab2.personio-internal.de,403 Forbidden,403,118,06-52-2-6.gitlab2.personio-internal.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=dev.personio-internal.de,dev.personio-internal.de,*.id.dev.personio-internal.de,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,952448e4c111ecbdd16070e1832f529e,359a865444257de59044f8b2977896e5dafe4b1eb8ac5b5f66b654a9c9235a00,True,ctls,06-52-2-6.gitlab2.personio-internal.de,443,https://06-52-2-6.gitlab2.personio-internal.de:443,https,awselb/2.0,text/html,GET,3.67.18.148,/,1344368402,18.194.11.143,7,False,,,,,,
066-v3-client.gitlab2.personio-internal.de,403 Forbidden,403,118,,,,,,,,,,,,,,,,,,,,80,http://066-v3-client.gitlab2.personio-internal.de:80,http,awselb/2.0,text/html,GET,18.194.11.143,/,1344368402,3.67.18.148,7,False,,,,,,
08ex01.gitlab2.personio-internal.de,403 Forbidden,403,118,08ex01.gitlab2.personio-internal.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=dev.personio-internal.de,dev.personio-internal.de,*.id.dev.personio-internal.de,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,952448e4c111ecbdd16070e1832f529e,359a865444257de59044f8b2977896e5dafe4b1eb8ac5b5f66b654a9c9235a00,True,ctls,08ex01.gitlab2.personio-internal.de,443,https://08ex01.gitlab2.personio-internal.de:443,https,awselb/2.0,text/html,GET,3.67.18.148,/,1344368402,18.158.145.126,7,False,,,,,,
0f23.x.personio-internal.de,403 Forbidden,403,118,0f23.x.personio-internal.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=dev.personio-internal.de,dev.personio-internal.de,*.id.dev.personio-internal.de,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,952448e4c111ecbdd16070e1832f529e,359a865444257de59044f8b2977896e5dafe4b1eb8ac5b5f66b654a9c9235a00,True,ctls,0f23.x.personio-internal.de,443,https://0f23.x.personio-internal.de:443,https,awselb/2.0,text/html,GET,18.194.11.143,/,1344368402,3.67.18.148,7,False,,,,,,
