input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_wildcard_certificate,tls_subject_org_,final_url
cibcflux-io.invisionapp.com,InVision,200,182470,login.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,login.invisionapp.com,cloudflare,443,https://cibcflux-io.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.222.143,/,,2606:4700::6810:dd8f,HSTS,241,False,True,,True,"Cloudflare, Inc.",https://login.invisionapp.com/auth/sign-in?redirectTo=&redirHash=&origin=v6
cioexperiencecapability-io.invisionapp.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,,cloudfront,80,http://cioexperiencecapability-io.invisionapp.com:80,http,CloudFront,text/html,GET,13.32.99.101,/,1635807012,13.32.99.129,Amazon Web Services,20,False,True,,,,
cioexperiencecapability-support-io.invisionapp.com,InVision,200,182471,login.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,login.invisionapp.com,cloudflare,443,https://cioexperiencecapability-support-io.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.224.143,/,,2606:4700::6810:df8f,HSTS,241,False,True,,True,"Cloudflare, Inc.",https://login.invisionapp.com/auth/sign-in?redirectTo=&redirHash=&origin=v6
cioexperiencecapability-support.invisionapp.com,InVision,200,182470,login.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,login.invisionapp.com,cloudflare,443,https://cioexperiencecapability-support.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.222.143,/,,2606:4700::6810:e08f,HSTS,241,False,True,,True,"Cloudflare, Inc.",https://login.invisionapp.com/auth/sign-in?redirectTo=&redirHash=&origin=v6
cioexperiencecapability.invisionapp.com,IP Address Blocked,403,321,cioexperiencecapability.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,cioexperiencecapability.invisionapp.com,cloudflare,443,https://cioexperiencecapability.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.220.143,/,1494302000,2606:4700::6810:e08f,HSTS,25,False,True,https://cioexperiencecapability.invisionapp.com,True,"Cloudflare, Inc.",https://cioexperiencecapability.invisionapp.com/d/login
citi2.invisionapp.com,InVision,200,183125,citi2.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,citi2.invisionapp.com,cloudflare,443,https://citi2.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.222.143,/,-1035089474,2606:4700::6810:dc8f,HSTS,241,False,True,,True,"Cloudflare, Inc.",https://citi2.invisionapp.com/auth/sign-in?redirectTo=%2F&reason=eyJzdGF0dXMiOiJVbmF1dGhvcml6ZWQiLCAibWVzc2FnZSI6IlJlcXVlc3QgZG9lcyBub3QgY29udGFpbiBhIEpXVCBDb29raWUgbm9yIGhlYWRlciBhbmQgcGFzc3Rocm91Z2ggbm90IGNvbmZpZ3VyZWQifQ==
citizensbank-io.invisionapp.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,,cloudfront,80,http://citizensbank-io.invisionapp.com:80,http,CloudFront,text/html,GET,13.32.99.129,/,-418316330,13.32.99.25,Amazon Web Services,20,False,True,,,,
citizensbank-support-io.invisionapp.com,InVision,200,182469,login.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,login.invisionapp.com,cloudflare,443,https://citizensbank-support-io.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.224.143,/,,2606:4700::6810:dd8f,HSTS,241,False,True,,True,"Cloudflare, Inc.",https://login.invisionapp.com/auth/sign-in?redirectTo=&redirHash=&origin=v6
clearhead.invisionapp.com,Login | InVision,200,12795,clearhead.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,clearhead.invisionapp.com,cloudflare,443,https://clearhead.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.223.143,/,1494302000,2606:4700::6810:dd8f,HSTS,522,False,True,https:,True,"Cloudflare, Inc.",https://clearhead.invisionapp.com/d/login
clearnight.invisionapp.com,InVision,200,183136,clearnight.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,clearnight.invisionapp.com,cloudflare,443,https://clearnight.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.220.143,/,,2606:4700::6810:e08f,HSTS,241,False,True,,True,"Cloudflare, Inc.",https://clearnight.invisionapp.com/auth/sign-in?redirectTo=%2F&reason=eyJzdGF0dXMiOiJVbmF1dGhvcml6ZWQiLCAibWVzc2FnZSI6IlJlcXVlc3QgZG9lcyBub3QgY29udGFpbiBhIEpXVCBDb29raWUgbm9yIGhlYWRlciBhbmQgcGFzc3Rocm91Z2ggbm90IGNvbmZpZ3VyZWQifQ==
climatecorp-support-io.invisionapp.com,InVision,200,182469,login.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,login.invisionapp.com,cloudflare,443,https://climatecorp-support-io.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.220.143,/,,2606:4700::6810:dc8f,HSTS,241,False,True,,True,"Cloudflare, Inc.",https://login.invisionapp.com/auth/sign-in?redirectTo=&redirHash=&origin=v6
climatecorp.invisionapp.com,InVision,200,183138,climatecorp.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,climatecorp.invisionapp.com,cloudflare,443,https://climatecorp.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.222.143,/,,2606:4700::6810:de8f,HSTS,241,False,True,,True,"Cloudflare, Inc.",https://climatecorp.invisionapp.com/auth/sign-in?redirectTo=%2F&reason=eyJzdGF0dXMiOiJVbmF1dGhvcml6ZWQiLCAibWVzc2FnZSI6IlJlcXVlc3QgZG9lcyBub3QgY29udGFpbiBhIEpXVCBDb29raWUgbm9yIGhlYWRlciBhbmQgcGFzc3Rocm91Z2ggbm90IGNvbmZpZ3VyZWQifQ==
clydesdalebank-io.invisionapp.com,InVision,200,182471,login.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,login.invisionapp.com,cloudflare,443,https://clydesdalebank-io.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.220.143,/,,2606:4700::6810:e08f,HSTS,241,False,True,,True,"Cloudflare, Inc.",https://login.invisionapp.com/auth/sign-in?redirectTo=&redirHash=&origin=v6
clydesdalebank-support-io.invisionapp.com,InVision,200,182470,login.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,login.invisionapp.com,cloudflare,443,https://clydesdalebank-support-io.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.220.143,/,,2606:4700::6810:e08f,HSTS,241,False,True,,True,"Cloudflare, Inc.",https://login.invisionapp.com/auth/sign-in?redirectTo=&redirHash=&origin=v6
clydesdalebank-v7.invisionapp.com,InVision,200,182469,login.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,login.invisionapp.com,cloudflare,443,https://clydesdalebank-v7.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.224.143,/,,2606:4700::6810:e08f,HSTS,241,False,True,,True,"Cloudflare, Inc.",https://login.invisionapp.com/auth/sign-in?redirectTo=&redirHash=&origin=v6
cms.invisionapp.com,InVision,200,183122,cms.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,cms.invisionapp.com,cloudflare,443,https://cms.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.224.143,/,-1035089474,2606:4700::6810:df8f,HSTS,241,False,True,,True,"Cloudflare, Inc.",https://cms.invisionapp.com/auth/sign-in?redirectTo=%2F&reason=eyJzdGF0dXMiOiJVbmF1dGhvcml6ZWQiLCAibWVzc2FnZSI6IlJlcXVlc3QgZG9lcyBub3QgY29udGFpbiBhIEpXVCBDb29raWUgbm9yIGhlYWRlciBhbmQgcGFzc3Rocm91Z2ggbm90IGNvbmZpZ3VyZWQifQ==
coles.invisionapp.com,IP Address Blocked,403,321,coles.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,coles.invisionapp.com,cloudflare,443,https://coles.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.220.143,/,1494302000,2606:4700::6810:df8f,HSTS,25,False,True,https://*.microsoft.com,True,"Cloudflare, Inc.",https://coles.invisionapp.com/d/login
conv1-io.preview.invisionapp.com,Login | InVision,200,18802,conv1-io.preview.invisionapp.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-03-26T00:00:00Z,2024-04-23T23:59:59Z,CN=conv1-io.preview.invisionapp.com,conv1-io.preview.invisionapp.com,*.conv1-io.preview.invisionapp.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5034f747a35bf1db03cba1095c45e84c,6b701b88704e90a0267b2296edc3dd4fb255b30b836714491b791a5dbe75476f,ctls,conv1-io.preview.invisionapp.com,,443,https://conv1-io.preview.invisionapp.com:443,https,,text/html,GET,52.70.121.38,/,1494302000,3.227.168.233,HSTS,667,False,,https://*.microsoft.com,True,,https://conv1-io.preview.invisionapp.com/d/login
coxcom-io.invisionapp.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,,cloudfront,80,http://coxcom-io.invisionapp.com:80,http,CloudFront,text/html,GET,13.32.99.101,/,113270217,13.32.99.25,Amazon Web Services,20,False,True,,,,
coxcom.invisionapp.com,IP Address Blocked,403,321,coxcom.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,coxcom.invisionapp.com,cloudflare,443,https://coxcom.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.220.143,/,1494302000,2606:4700::6810:df8f,HSTS,25,False,True,https://*.atlassian.net,True,"Cloudflare, Inc.",https://coxcom.invisionapp.com/d/login
craft-api.invisionapp.com,,404,19,craft-api.invisionapp.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-05-17T00:00:00Z,2024-06-14T23:59:59Z,CN=invisionapp.com,invisionapp.com,*.invisionapp.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e088094802fbb7e250988c784a46c74f,b3b8c8f7d96c1138ab78a60f55aea0aa83f437e9446e061e1472ddd385f440a5,ctls,craft-api.invisionapp.com,,443,https://craft-api.invisionapp.com:443,https,,text/plain,GET,34.201.213.222,/,-138391155,54.209.203.29,HSTS,2,False,,,True,,
craft-api.projectseamless.invisionapp.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,,cloudfront,80,http://craft-api.projectseamless.invisionapp.com:80,http,CloudFront,text/html,GET,13.32.99.101,/,-2019241491,13.32.99.129,Amazon Web Services,20,False,True,,,,
craft-assets.invisionapp.com,,200,14,craft-assets.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-17T00:00:00Z,2024-06-14T23:59:59Z,CN=invisionapp.com,invisionapp.com,*.invisionapp.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e088094802fbb7e250988c784a46c74f,b3b8c8f7d96c1138ab78a60f55aea0aa83f437e9446e061e1472ddd385f440a5,ctls,craft-assets.invisionapp.com,cloudfront,443,https://craft-assets.invisionapp.com:443,https,AmazonS3,text/html,GET,143.204.215.124,/,-1159405983,143.204.215.31,Amazon Web Services,2,False,True,,True,,
craft-beta.invisionapp.com,InVision,200,182471,login.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,login.invisionapp.com,cloudflare,443,https://craft-beta.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.220.143,/,1494302000,2606:4700::6810:de8f,HSTS,241,False,True,,True,"Cloudflare, Inc.",https://login.invisionapp.com/auth/sign-in?redirectTo=&redirHash=&origin=v6
creaticlesbrand.invisionapp.com,InVision,200,183146,creaticlesbrand.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,creaticlesbrand.invisionapp.com,cloudflare,443,https://creaticlesbrand.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.220.143,/,,2606:4700::6810:e08f,HSTS,241,False,True,,True,"Cloudflare, Inc.",https://creaticlesbrand.invisionapp.com/auth/sign-in?redirectTo=%2F&reason=eyJzdGF0dXMiOiJVbmF1dGhvcml6ZWQiLCAibWVzc2FnZSI6IlJlcXVlc3QgZG9lcyBub3QgY29udGFpbiBhIEpXVCBDb29raWUgbm9yIGhlYWRlciBhbmQgcGFzc3Rocm91Z2ggbm90IGNvbmZpZ3VyZWQifQ==
credit-agricole.invisionapp.com,InVision,200,183145,credit-agricole.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,credit-agricole.invisionapp.com,cloudflare,443,https://credit-agricole.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.224.143,/,,2606:4700::6810:dd8f,HSTS,241,False,True,,True,"Cloudflare, Inc.",https://credit-agricole.invisionapp.com/auth/sign-in?redirectTo=%2F&reason=eyJzdGF0dXMiOiJVbmF1dGhvcml6ZWQiLCAibWVzc2FnZSI6IlJlcXVlc3QgZG9lcyBub3QgY29udGFpbiBhIEpXVCBDb29raWUgbm9yIGhlYWRlciBhbmQgcGFzc3Rocm91Z2ggbm90IGNvbmZpZ3VyZWQifQ==
cspit-io.invisionapp.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,,cloudfront,80,http://cspit-io.invisionapp.com:80,http,CloudFront,text/html,GET,13.32.99.25,/,2119705883,13.32.99.119,Amazon Web Services,20,False,True,,,,
dags.invisionapp.com,InVision,200,183124,dags.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,dags.invisionapp.com,cloudflare,443,https://dags.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.220.143,/,,2606:4700::6810:df8f,HSTS,241,False,True,,True,"Cloudflare, Inc.",https://dags.invisionapp.com/auth/sign-in?redirectTo=%2F&reason=eyJzdGF0dXMiOiJVbmF1dGhvcml6ZWQiLCAibWVzc2FnZSI6IlJlcXVlc3QgZG9lcyBub3QgY29udGFpbiBhIEpXVCBDb29raWUgbm9yIGhlYWRlciBhbmQgcGFzc3Rocm91Z2ggbm90IGNvbmZpZ3VyZWQifQ==
daimler.invisionapp.com,InVision,200,183130,daimler.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,daimler.invisionapp.com,cloudflare,443,https://daimler.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.220.143,/,-1035089474,2606:4700::6810:e08f,HSTS,241,False,True,,True,"Cloudflare, Inc.",https://daimler.invisionapp.com/auth/sign-in?redirectTo=%2F&reason=eyJzdGF0dXMiOiJVbmF1dGhvcml6ZWQiLCAibWVzc2FnZSI6IlJlcXVlc3QgZG9lcyBub3QgY29udGFpbiBhIEpXVCBDb29raWUgbm9yIGhlYWRlciBhbmQgcGFzc3Rocm91Z2ggbm90IGNvbmZpZ3VyZWQifQ==
daimlermobilityservices.invisionapp.com,IP Address Blocked,403,321,daimlermobilityservices.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,daimlermobilityservices.invisionapp.com,cloudflare,443,https://daimlermobilityservices.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.220.143,/,1494302000,2606:4700::6810:e08f,HSTS,25,False,True,https://*.invisionapp.com,True,"Cloudflare, Inc.",https://daimlermobilityservices.invisionapp.com/d/login
data-2-v7.preview.invisionapp.com,Login | InVision,200,18802,data-2-v7.preview.invisionapp.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-02-21T00:00:00Z,2023-11-22T23:59:59Z,CN=preview.invisionapp.com,preview.invisionapp.com,*.preview.invisionapp.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3243712f1c23d5e676dddca021533cc0,c40ab11b94b29365c8cd417fe9466c8906576a163a9ee54a370af592188dd844,ctls,data-2-v7.preview.invisionapp.com,,443,https://data-2-v7.preview.invisionapp.com:443,https,,text/html,GET,3.227.168.233,/,1494302000,52.70.121.38,HSTS,667,False,,https://*.invisionbeta.com,True,,https://data-2-v7.preview.invisionapp.com/d/login
dbs-cst.invisionapp.com,Login | InVision,200,12777,dbs-cst.invisionapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=invisionapp.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",invisionapp.com,*.preview.invisionapp.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",15da05a780d49161462be4cf7cca960d,a45102526e33121b44bca33446abb872517b356c4d949ba7f47dafd858908fa6,ctls,dbs-cst.invisionapp.com,cloudflare,443,https://dbs-cst.invisionapp.com:443,https,cloudflare,text/html,GET,104.16.222.143,/,1494302000,2606:4700::6810:dd8f,HSTS,522,False,True,https:,True,"Cloudflare, Inc.",https://dbs-cst.invisionapp.com/d/login
