input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,favicon,final_url,tls_wildcard_certificate,tls_self_signed,tls_mismatched,tls_subject_org_,csp_domains_,tls_expired
alertmanager.bellburnell.streaming.datastax.com,DataStax - Sign In,200,34931,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://alertmanager.bellburnell.streaming.datastax.com,https,nginx,text/html,GET,18.219.214.193,/,/bc/image/fileStoreRecord,18.216.58.90,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=i2hD6ZPfAxEUtDxhN1O5HqGwPHEgE9,True,,,"Okta, Inc.",*.authenticatorlocalprod.com:65141,
alertmanager.ds-dev-aws-ue2.dev.streaming.datastax.com,DataStax - Sign In,200,34864,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://alertmanager.ds-dev-aws-ue2.dev.streaming.datastax.com,https,nginx,text/html,GET,18.119.32.48,/,/bc/image/fileStoreRecord,18.119.32.48,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=zqpLHfCiyfezdf6HhzWZ9VnoMG56aiH,True,,,"Okta, Inc.",http://localhost:65131,
alertmanager.ds-prod-aws-useast2.streaming.datastax.com,DataStax - Sign In,200,34827,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://alertmanager.ds-prod-aws-useast2.streaming.datastax.com,https,nginx,text/html,GET,13.58.93.1,/,/bc/image/fileStoreRecord,13.58.93.1,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=s0h9K2umNvJmBPe8F31ix2E3Lw3Wb0bR,True,,,"Okta, Inc.",datastax-admin.okta.com,
alertmanager.ds-test-aws-ue2.staging.streaming.datastax.com,DataStax - Sign In,200,34963,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://alertmanager.ds-test-aws-ue2.staging.streaming.datastax.com,https,nginx,text/html,GET,18.218.97.9,/,/bc/image/fileStoreRecord,18.218.97.9,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=MBXBDi8iUEUlnShUEQz2oiFj8mL4nAJ,True,,,"Okta, Inc.",https://oinmanager.okta.com,
alertmanager.ect.cluster-c.staging.streaming.datastax.com,503 Service Temporarily Unavailable,503,190,alertmanager.ect.cluster-c.staging.streaming.datastax.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-12-24T05:01:08Z,2025-03-24T05:01:07Z,CN=grafana.ect.cluster-c.staging.streaming.datastax.com,grafana.ect.cluster-c.staging.streaming.datastax.com,prometheus.ect.cluster-c.staging.streaming.datastax.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,30574a24963638f709cc78b40cdddd9d,579166b6d6851993ec9f3749d7a020bc3b2360a85921a2dfd8047ac6d5ecc23c,ctls,alertmanager.ect.cluster-c.staging.streaming.datastax.com,google,443,https://alertmanager.ect.cluster-c.staging.streaming.datastax.com,https,,text/html,GET,104.198.250.178,/,/favicon.ico,104.198.250.178,HSTS,8,False,True,error,0,,,,,,,,
alertmanager.ect.pulsar-gcp-useast1.staging.streaming.datastax.com,401 Authorization Required,401,172,alertmanager.ect.pulsar-gcp-useast1.staging.streaming.datastax.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-02-12T20:40:37Z,2025-05-13T20:40:36Z,CN=grafana.ect.pulsar-gcp-useast1.staging.streaming.datastax.com,grafana.ect.pulsar-gcp-useast1.staging.streaming.datastax.com,prometheus.ect.pulsar-gcp-useast1.staging.streaming.datastax.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,70250aa6737afd7ad10351bb68ab7e57,0e7bdf4d4d4495bc368de86c6d1b5652e464d89dee187e65da485a5323c2b41f,ctls,alertmanager.ect.pulsar-gcp-useast1.staging.streaming.datastax.com,google,443,https://alertmanager.ect.pulsar-gcp-useast1.staging.streaming.datastax.com,https,,text/html,GET,35.237.113.58,/,/favicon.ico,35.237.113.58,HSTS,8,False,True,error,0,,,,,,,,
alertmanager.ect.pulsar-gcp-uswest1.staging.streaming.datastax.com,401 Authorization Required,401,172,alertmanager.ect.pulsar-gcp-uswest1.staging.streaming.datastax.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2025-01-09T01:33:12Z,2025-04-09T01:33:11Z,CN=grafana.ect.pulsar-gcp-uswest1.staging.streaming.datastax.com,grafana.ect.pulsar-gcp-uswest1.staging.streaming.datastax.com,prometheus.ect.pulsar-gcp-uswest1.staging.streaming.datastax.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,5983a7603f95f102edb204af84deaed7,d6c576a8201af0e10f8214ca65c0456f58252bdc719074636973103579e85f0c,ctls,alertmanager.ect.pulsar-gcp-uswest1.staging.streaming.datastax.com,google,443,https://alertmanager.ect.pulsar-gcp-uswest1.staging.streaming.datastax.com,https,,text/html,GET,34.127.119.214,/,/favicon.ico,34.127.119.214,HSTS,8,False,True,error,0,,,,,,,,
alertmanager.gcp-australiase1.streaming.datastax.com,DataStax - Sign In,200,34836,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://alertmanager.gcp-australiase1.streaming.datastax.com,https,nginx,text/html,GET,34.87.242.220,/,/bc/image/fileStoreRecord,34.87.242.220,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=qmGiXvirOOSYo51EKl5PRTU9lPXnYTj7,True,,,"Okta, Inc.",http://localhost:65141,
alertmanager.gcp-europewest1.streaming.datastax.com,DataStax - Sign In,200,34762,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://alertmanager.gcp-europewest1.streaming.datastax.com,https,nginx,text/html,GET,35.240.33.146,/,/bc/image/fileStoreRecord,35.240.33.146,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=lS3J7NnwWUMKqcyFx682rtMRNvE4X7i,True,,,"Okta, Inc.",*.authenticatorlocalprod.com:65151,
alertmanager.gcp-uscentral1.streaming.datastax.com,DataStax - Sign In,200,34849,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://alertmanager.gcp-uscentral1.streaming.datastax.com,https,nginx,text/html,GET,34.172.188.177,/,/bc/image/fileStoreRecord,34.172.188.177,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=dOhAA1RNhc4hRzEhrfZQGv71ehmzyNc,True,,,"Okta, Inc.",*.oktacdn.com,
alertmanager.gcp-useast1.dev.streaming.datastax.com,DataStax - Sign In,200,34809,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://alertmanager.gcp-useast1.dev.streaming.datastax.com,https,nginx,text/html,GET,35.237.241.43,/,/bc/image/fileStoreRecord,35.237.241.43,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=iaDxMoGepOaFCqCRUNUWgHKgeyOs6k9L,True,,,"Okta, Inc.",http://localhost:65111,
alertmanager.gcp-useast1.staging.streaming.datastax.com,DataStax - Sign In,200,34901,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://alertmanager.gcp-useast1.staging.streaming.datastax.com,https,nginx,text/html,GET,35.237.35.60,/,/bc/image/fileStoreRecord,35.237.35.60,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=PCdP2JJv3uMEboVeVpTGJsidSlSALV,True,,,"Okta, Inc.",datastax-admin.okta.com,
alertmanager.gcp-useast1.streaming.datastax.com,DataStax - Sign In,200,34843,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://alertmanager.gcp-useast1.streaming.datastax.com,https,nginx,text/html,GET,34.148.176.167,/,/bc/image/fileStoreRecord,34.148.176.167,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=dYsnlRSj2kfo1cO8fgoVRBzAT180v1t,True,,,"Okta, Inc.",http://localhost:65121,
alertmanager.gcp-useast4.dev.streaming.datastax.com,DataStax - Sign In,200,34803,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://alertmanager.gcp-useast4.dev.streaming.datastax.com,https,nginx,text/html,GET,35.199.41.185,/,/bc/image/fileStoreRecord,35.199.41.185,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=Fee6qtWRZxYq7ieXWwEUgFrpV1bQx0MH,True,,,"Okta, Inc.",http://127.0.0.1:65151,
alertmanager.gcp-useast4.staging.streaming.datastax.com,DataStax - Sign In,200,34775,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://alertmanager.gcp-useast4.staging.streaming.datastax.com,https,nginx,text/html,GET,35.199.63.1,/,/bc/image/fileStoreRecord,35.199.63.1,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=3ranJaUecbu2enACt7n8ONE6wyGU7v,True,,,"Okta, Inc.",https://oinmanager.okta.com,
alertmanager.gcp-useast4.streaming.datastax.com,DataStax - Sign In,200,34803,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://alertmanager.gcp-useast4.streaming.datastax.com,https,nginx,text/html,GET,34.150.228.55,/,/bc/image/fileStoreRecord,34.150.228.55,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=SxhNl0lwOx5l53l1CajcE3BlqXOVQ9kq,True,,,"Okta, Inc.",datastax.okta.com,
alertmanager.kd-dev-aws-useast1.streaming.datastax.com,DataStax - Sign In,200,34984,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://alertmanager.kd-dev-aws-useast1.streaming.datastax.com,https,nginx,text/html,GET,3.230.141.177,/,/bc/image/fileStoreRecord,34.203.49.36,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=FsqxvrHXxQuD7Dl2bCyj29iOKW0zrYJ,True,,,"Okta, Inc.",*.authenticatorlocalprod.com:65111,
alertmanager.kd-dev-azure-eastus.streaming.datastax.com,DataStax - Sign In,200,34709,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://alertmanager.kd-dev-azure-eastus.streaming.datastax.com,https,nginx,text/html,GET,52.186.162.130,/,/bc/image/fileStoreRecord,52.186.162.130,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=LU1RY3Y1rssNh5psCYlf7RXX1gPm9h,True,,,"Okta, Inc.",*.authenticatorlocalprod.com:65121,
alertmanager.kd-prod-aws-apsoutheast1.streaming.datastax.com,DataStax - Sign In,200,34813,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://alertmanager.kd-prod-aws-apsoutheast1.streaming.datastax.com,https,nginx,text/html,GET,13.228.137.120,/,/bc/image/fileStoreRecord,13.228.137.120,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=sd2bUrxtO0bcKhybwYnkir81OBbhy65,True,,,"Okta, Inc.",http://localhost:65121,
alertmanager.kd-prod-aws-euwest2.streaming.datastax.com,DataStax - Sign In,200,34865,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://alertmanager.kd-prod-aws-euwest2.streaming.datastax.com,https,nginx,text/html,GET,18.135.113.174,/,/bc/image/fileStoreRecord,18.135.113.174,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=7Qh9DlyBOXeICaZI3ePzpma2xntn5n,True,,,"Okta, Inc.",http://localhost:65131,
alertmanager.kd-prod-aws-euwest3.streaming.datastax.com,DataStax - Sign In,200,34737,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://alertmanager.kd-prod-aws-euwest3.streaming.datastax.com,https,nginx,text/html,GET,13.37.113.190,/,/bc/image/fileStoreRecord,13.37.113.190,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=q5h500Ibi8F04loi00NTv20TLpDaKK3e,True,,,"Okta, Inc.",*.mtls.okta.com,
alertmanager.kd-prod-aws-useast1.streaming.datastax.com,DataStax - Sign In,200,34948,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://alertmanager.kd-prod-aws-useast1.streaming.datastax.com,https,nginx,text/html,GET,34.228.88.147,/,/bc/image/fileStoreRecord,34.228.88.147,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=O7jB8rlwo5uDVn2ji3pyucwJ8K3ZVOL,True,,,"Okta, Inc.",http://127.0.0.1:65121,
alertmanager.kd-prod-aws-uswest2.streaming.datastax.com,DataStax - Sign In,200,34743,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://alertmanager.kd-prod-aws-uswest2.streaming.datastax.com,https,nginx,text/html,GET,44.241.93.10,/,/bc/image/fileStoreRecord,44.241.93.10,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=3EsgWyi4KfUaMxw8oFPLWuGtUdX4i6xe,True,,,"Okta, Inc.",http://localhost:65141,
