new,host,ttl,soa,status_code,a,aaaa,cname,mx,ns,txt
[x],autodiscover.fitburn.ai,300,"{'name': 'mail.eu-west-1.awsapps.com', 'ns': 'ns-1690.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mail.eu-west-1.awsapps.com', 'ns': 'ns-1690.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mail.eu-west-1.awsapps.com', 'ns': 'ns-1690.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mail.eu-west-1.awsapps.com', 'ns': 'ns-1690.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mail.eu-west-1.awsapps.com', 'ns': 'ns-1690.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mail.eu-west-1.awsapps.com', 'ns': 'ns-1690.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,autodiscover.mail.eu-west-1.awsapps.com,,,
[x],backoffice.fitburn.ai,300,"{'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,3.75.226.16,,,,,
[x],dashboard.fitburn.ai,1800,"{'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
[x],fitburn.ai,300,"{'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"75.2.70.75, 99.83.190.102",,,inbound-smtp.eu-west-1.amazonaws.com,"poppy.ns.cloudflare.com, kaiser.ns.cloudflare.com","google-site-verification=kTnrOIIeqQhc5n3I_Fbya7gnr9j30GBDdOOshSxgN9M, v=spf1 include:amazonses.com ~all, wallet-connect-dns-verification=4447e5ef383a0b87c341cdb04cf44c64f1b0d508509b26525f7fe2269300b986, firebase=fitburn-accc7"
[x],fitgpt.fitburn.ai,300,"{'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.26.0.221, 104.26.1.221, 172.67.75.144","2606:4700:20::681a:dd, 2606:4700:20::ac43:4b90, 2606:4700:20::681a:1dd",,,,
[x],pool.fitburn.ai,300,"{'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.26.1.221, 172.67.75.144, 104.26.0.221","2606:4700:20::681a:1dd, 2606:4700:20::ac43:4b90, 2606:4700:20::681a:dd",,,,
[x],portal.fitburn.ai,300,"{'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,3.65.20.134,,,,,
[x],sso.fitburn.ai,300,"{'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,3.65.20.134,,,,,
[x],staging.fitburn.ai,300,"{'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,3.65.20.134,,,,,
[x],staking.fitburn.ai,300,"{'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'fitburn.ai', 'ns': 'kaiser.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354154273, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,3.65.20.134,,,,,
