new,host,a,status_code,soa,mx,cdn,cdn-name,txt,cname,aaaa,has_internal_ips,internal_ips,caa,ns
,db1-auth-auth-antiviruspre.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db1-auth-euauth-antiviruspre.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db1-backups-domain.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db1-master-backups-www-test.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db1-qualityconn.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db1-www-test.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db1-www.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db11.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db12.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db13.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,db15.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db17.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db1acc.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db1alt.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db1auth-antiviruspre.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db1clients-wwwm.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db1exchangedns.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,db1miembrostunnel-mx.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,db1sftp.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db1www.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,db2-access-origin.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,db2-demo-dal12.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db2-eu.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,db2-linkdevelip-git.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db2-profiles-prn-dc06.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db20.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db22.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db25.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,db26.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,db2acc-db2-corp.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db2acc.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db2beta.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db2betaeuauth-antiviruspre.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db2config-redirect.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db2controllerclients.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,db2data.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,db2fms6.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,db2mx.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db2switchtower.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db30.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db33.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,db36.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db37.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,db38.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db39.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db41.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db50.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db56.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db6.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db60.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db66.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,db68.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,db69.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db70.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db71.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db72.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db73.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db78.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db79.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,db80.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db82.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db86.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db88.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db89.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db90.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db91.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db99.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,db9f.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbassets-defaultproduction.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbb2bsystem.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbbeta-alpha-auth-antiviruspre.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbc.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbconfigstorebackups-www-test.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbconfigstorebackups.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbcorporate.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbdesigner.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbexchangedns.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbext.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbi3cs5cs-rno.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmobile.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-515g15.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-a17d.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-access-internal-devaltproduction.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-access-madebyan.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,dbms-accountstatic-backup-accept-domain.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-adminwiki-v3engineering.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-alphaalpha-auth-antiviruspre.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-altproduction.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-api-cp-csimgshare.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-api-dns-examplestunnel-mx.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-approvedla.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-archivetemp-examplestunnel-mx.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-authcorporate-v2.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-b2bmy-oceania.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,dbms-backup-legacy-new-oceania.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-backupdocs-aws.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-cache-site.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-cachev2-remote.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-cartoonpolitics.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-chefengineeringuploadstemp-exchangedns.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-config-users-intranet-csdockerintra-backups-www-test.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-confluenceengineering.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-controller-static-exchangedns.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-controller.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-data-accountcache-customers-backupconfig.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-debugaltgiju.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-defaultproduction.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-dev-cs-crm-dns.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-devenv-miembros.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-docs-v2.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-east04.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-ec2-44-225-61-48.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-edge-star-shv-01-gru1.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-engineering-infra-sql.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,dbms-errorcontrollerlink-tunnel-mx.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-errorerpconfig-redirect.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-errorpreferences-preferences-ssldatabasevpn.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-externaltunnel-mx.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-fsfn3-1.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-gcp-ssh-jiratunnel-mx.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-helpdev.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-internal-cms1-mapril-php-accountswebproxy.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-jenkins-relaysql.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-labs-myaws.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-lb01d.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-loadbalancerdns-devopsorigin.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-logb2bmy-oceania.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-mach131-87-218-1.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-managetemp-storage.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,dbms-mpinsights-dev.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-new-databasevpn.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbms-nullbridges.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-nwttom-ch2-a9p.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-pbl.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-ph.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-preferencess3-cache-production.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-privatenew-oceania.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-registerus.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-risk.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-sqlmysqlbackups-www-test.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,dbms-sshdns-devopsorigin.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-sslvpncmsdb1-origin.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-sso-trackjiratunnel-mx.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-temp-confignamasterrings.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-trackuploadspanel.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-uploadssh-db2-corp.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,dbms-uploadssystem-minerva-clients-stats-corp.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-uploadsv1-monitorenglish-storage.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,dbms-v2serverdevel-vpn.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-v2sslvpn-m.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbms-videocustomers-mobile.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,dbms-vipv2-legacy-site.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-vpn-sso-signup.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-vpnassetsacc-relay.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-wikibucketexampledockerintra-backups-www-test.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-ws.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbms-wwwold.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsaccountgcp-v3-private-register-clients.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsaccountgcp.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsadmin.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbmsadmingcpmy.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,dbmsallthethings.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsalpha.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsalphaalpha-auth-antiviruspre.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsalphaalpha.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsalphaaltappaws.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsaltservice.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsapi.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsapidata.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsapps-uat.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbmsassetscustomers-mobile.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbmsauth-accept-help-helporigin.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsauth.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsauthsslvpnhelpdesk.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbmsaws.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsbackupssso-miembros.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,dbmsbucket-poft10.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmscache-auth-office-clients-stats-corp.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmscache.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmscdnuser.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmschef.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsclz9uj87.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmscmsbetaexternaltunnel-mx.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsconfluence-development.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmscontroller-vpn.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbmscustomers.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,dbmsdata-log-b2bsystem.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsdata.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbmsdataassetslogin-loginaccept-domain.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsdatadebug.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbmsdb.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsdebugaccess-connectcorp.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsdebugcmssslvpn.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsdelmarcollege.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsdeploy-m.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsdevtempcontainer-corporate.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsdevupdatevideo-my.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsebhs-129-33-164-45.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsedge-video-shv-01-lhr3.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsedge.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsengineering-networkbin.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsengineeringgitvpn.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbmserror-uploadsinternal.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbmserroralpha.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsgatewayimgshare.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsgo-ovo-test.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbmshostdomain.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsinternal-enassets-defaultproduction.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbmsintranet.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsipv6qa-apiproduction.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsjira-uploadspanel.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsjiratemp-exchangedns.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmslesaint.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,dbmsmessenger-webhook.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,dbmsminerva-clients-stats-corp.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsminerva-pr.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsnew-linkstoragemx.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmso20.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsoffice-paymentsstorage.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmspostgres.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmspostgresql-users.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbmspostmaster-m.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsprivate-wiki-mobilejiratunnel-mx.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsprod-datassostreaming.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsredirectdoc-corporate.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsrepo-labshelporigin.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsreposstart-clients.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsrootwwwexternal-domain.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmss3rdpgw.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmss3signuprelay-config-redirect.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmssql-us.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsstagingdb2mirror-my-oceania.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsstagingsystemmanage.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbmsstatuslog-clients.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbmssystem.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsteam-eventdoc-corporate.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsteam.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,dbmstemp-int-database-officebackups-domain.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmstemp-sql-us.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbmstempv3-minervadev.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsupdateapiapps.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsuploadpostmaster-erpalt.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsuploadstemp-exchangedns.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsusers-sslvpnrouter-jiratunnel-mx.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsv1-customersstatussupport-corp.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsv2-hosting-doc-corporate.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsv3-aws-loginaccept-domain.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsv3.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsv3int-users.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmsvipstatus.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,dbmsweb.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmswebalpha.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmswebapp.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmswikiwwwm.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmswwwold.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbmysqlbackups-www-test.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbo.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbora.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbprimary-geodata.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbproduction.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbreplica-geodata.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbreplica-hiringevents.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbreplica-org.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbs-b2bsystem.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbs-download.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbs-fb.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbs-forum.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,dbs-infomediaconfig-helpdesk.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,dbs-www-my-oceania.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
