input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,webserver,tls_mismatched,csp_domains_,tls_expired
rc2-static.rakuten.com,,404,292,rc2-static.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-03-08T23:59:59Z,"CN=www2.ebatescanada.com, O=Ebates Performance Marketing\, Inc., L=San Francisco, ST=California, C=US",www2.ebatescanada.com,"Ebates Performance Marketing, Inc.",webhook-fulfillment.rrcbsn.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,efda94eaa3c06f5e87b712db675fe762,27562d495320955b60c9ba6cbb109c617649404068eb7702c6edc94610a2dd65,,ctls,rc2-static.rakuten.com,,443,https://rc2-static.rakuten.com:443,https,application/xml,GET,23.50.55.48,/,-382005033,,23.50.55.50,HSTS,2,False,,AmazonS3,,,
rc2-www.rakuten.com,406 Not Acceptable,406,156,rc2-www.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-28T00:00:00Z,2024-02-11T23:59:59Z,"CN=www.rakuten.com, O=Ebates Performance Marketing\, Inc., L=San Francisco, ST=California, C=US",www.rakuten.com,"Ebates Performance Marketing, Inc.",www2.buy.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,6ecd10781e888a325a7ddecc24582893,d608cc7804a59179d71475c58caab5c35dfd136c163f60210a7ed3aab361de5c,,ctls,rc2-www.rakuten.com,,443,https://rc2-www.rakuten.com:443,https,text/html,GET,23.44.126.115,/,1097649740,,23.44.126.115,Nginx,8,False,,nginx,,,
rc3-static.rakuten.com,,404,292,rc3-static.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-03-08T23:59:59Z,"CN=www2.ebatescanada.com, O=Ebates Performance Marketing\, Inc., L=San Francisco, ST=California, C=US",www2.ebatescanada.com,"Ebates Performance Marketing, Inc.",webhook-fulfillment.rrcbsn.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,efda94eaa3c06f5e87b712db675fe762,27562d495320955b60c9ba6cbb109c617649404068eb7702c6edc94610a2dd65,,ctls,rc3-static.rakuten.com,,443,https://rc3-static.rakuten.com:443,https,application/xml,GET,23.50.55.50,/,-382005033,,23.50.55.48,HSTS,2,False,,AmazonS3,,,
rc3-www.rakuten.com,406 Not Acceptable,406,156,rc3-www.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-28T00:00:00Z,2024-02-11T23:59:59Z,"CN=www.rakuten.com, O=Ebates Performance Marketing\, Inc., L=San Francisco, ST=California, C=US",www.rakuten.com,"Ebates Performance Marketing, Inc.",www2.buy.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,6ecd10781e888a325a7ddecc24582893,d608cc7804a59179d71475c58caab5c35dfd136c163f60210a7ed3aab361de5c,,ctls,rc3-www.rakuten.com,,443,https://rc3-www.rakuten.com:443,https,text/html,GET,104.107.135.65,/,1097649740,,104.107.135.65,Nginx,8,False,,nginx,,,
rc5-www.rakuten.com,406 Not Acceptable,406,156,rc5-www.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-28T00:00:00Z,2024-02-11T23:59:59Z,"CN=www.rakuten.com, O=Ebates Performance Marketing\, Inc., L=San Francisco, ST=California, C=US",www.rakuten.com,"Ebates Performance Marketing, Inc.",www2.buy.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,6ecd10781e888a325a7ddecc24582893,d608cc7804a59179d71475c58caab5c35dfd136c163f60210a7ed3aab361de5c,,ctls,rc5-www.rakuten.com,,443,https://rc5-www.rakuten.com:443,https,text/html,GET,104.107.135.65,/,1097649740,,104.107.135.65,Nginx,8,False,,nginx,,,
rd.mail.fr.shopping.rakuten.com,"Rakuten - Achat et vente neuf, occasion et reconditionné",200,1253870,fr.shopping.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,2024-05-09T23:59:59Z,"CN=*.fr.shopping.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.fr.shopping.rakuten.com,"Rakuten Group, Inc.",fr.shopping.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e9e9dce3b58934bdbb63745f49e34cd1,52246c48fcf435748bbe0801f4a3aab183cdf86c7b538e60028a5d93a8074e99,True,ctls,fr.shopping.rakuten.com,,443,https://rd.mail.fr.shopping.rakuten.com:443,https,text/html,GET,3.215.172.219,/,-1840324437,https://fr.shopping.rakuten.com/,52.54.96.194,HTTP/3,13301,False,,fasterize,,,
reporting-api.rmp.rakuten.com,,404,,reporting-api.rmp.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-20T00:00:00Z,2024-01-19T23:59:59Z,"CN=*.rmp.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.rmp.rakuten.com,"Rakuten Group, Inc.",rmp.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9724ab5256825ebdbc0c77a19a941248,7364f97941f4152bf14b7ca0a2bbb1baddbe3aa2932595799e24eec7c460a4ff,True,ctls,reporting-api.rmp.rakuten.com,google,443,https://reporting-api.rmp.rakuten.com:443,https,,GET,34.95.64.186,/,-1840324437,,34.95.64.186,HTTP/3,1,False,True,,,,
rescue.travel.rakuten.com,楽天トラベル : 指定されたページはアクセスが制限されています（エラー403）,403,1852,rescue.travel.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-25T23:59:59Z,"CN=*.travel.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.travel.rakuten.com,"Rakuten Group, Inc.",travel.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed224ada81fcc0588322ebdc5ff3bf4a,5b59bc1d1d398ce0753adaa23f288eb458ba75bb9874b703d3681f0fbcc9589a,True,ctls,rescue.travel.rakuten.com,,443,https://rescue.travel.rakuten.com:443,https,text/html,GET,133.237.63.93,/,-278605246,,133.237.63.93,,43,False,,,,,
rid-pre-eu.accounts.global.rakuten.com,503 Service Temporarily Unavailable,503,190,rid-pre-eu.accounts.global.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-07T23:59:59Z,"CN=*.accounts.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.accounts.global.rakuten.com,"Rakuten Group, Inc.",*.accounts.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,235f7a19e8d59174c66c9ea66d28cb43,0412ef59bc4e5ee2e0e2810dc26a7959de7739da08dd2728b9db2ec6f3e413b6,True,ctls,rid-pre-eu.accounts.global.rakuten.com,google,443,https://rid-pre-eu.accounts.global.rakuten.com:443,https,text/html,GET,35.241.39.252,/,1457316476,,35.241.39.252,HTTP/3,8,False,True,,,,
rid-pre-lb.accounts.global.rakuten.com,502 Server Error,502,332,rid-pre-lb.accounts.global.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-05-20T00:00:00Z,2021-06-04T12:00:00Z,"CN=*.accounts.global.rakuten.com, OU=ESD-Membership, O=Rakuten\,Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.accounts.global.rakuten.com,"Rakuten,Inc.",*.accounts.global.rakuten.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,d22011866e4de3b0ddbb483bdf6c1eab,3dba4636725bfe4eed80cfe03c307d719bfdbf373702347698f155698f3c54da,True,ctls,rid-pre-lb.accounts.global.rakuten.com,google,443,https://rid-pre-lb.accounts.global.rakuten.com:443,https,text/html,GET,35.190.95.83,/,-670719049,,35.190.95.83,HTTP/3,11,False,True,,,,True
rid-pre-us-lb.accounts.global.rakuten.com,403 Forbidden,403,146,rid-pre-us-lb.accounts.global.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-07T23:59:59Z,"CN=*.accounts.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.accounts.global.rakuten.com,"Rakuten Group, Inc.",*.accounts.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,235f7a19e8d59174c66c9ea66d28cb43,0412ef59bc4e5ee2e0e2810dc26a7959de7739da08dd2728b9db2ec6f3e413b6,True,ctls,rid-pre-us-lb.accounts.global.rakuten.com,google,443,https://rid-pre-us-lb.accounts.global.rakuten.com:443,https,text/html,GET,35.244.241.174,/,-1561873722,,35.244.241.174,HTTP/3,8,False,True,,,,
rid-pre-us-v2-lb.accounts.global.rakuten.com,403 Forbidden,403,146,rid-pre-us-v2-lb.accounts.global.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-07T23:59:59Z,"CN=*.accounts.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.accounts.global.rakuten.com,"Rakuten Group, Inc.",*.accounts.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,235f7a19e8d59174c66c9ea66d28cb43,0412ef59bc4e5ee2e0e2810dc26a7959de7739da08dd2728b9db2ec6f3e413b6,True,ctls,rid-pre-us-v2-lb.accounts.global.rakuten.com,google,443,https://rid-pre-us-v2-lb.accounts.global.rakuten.com:443,https,text/html,GET,35.244.241.174,/,-1561873722,,35.244.241.174,HTTP/3,8,False,True,,,,
rid-pre-us.accounts.global.rakuten.com,503 Service Temporarily Unavailable,503,190,rid-pre-us.accounts.global.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-07T23:59:59Z,"CN=*.accounts.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.accounts.global.rakuten.com,"Rakuten Group, Inc.",*.accounts.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,235f7a19e8d59174c66c9ea66d28cb43,0412ef59bc4e5ee2e0e2810dc26a7959de7739da08dd2728b9db2ec6f3e413b6,True,ctls,rid-pre-us.accounts.global.rakuten.com,google,443,https://rid-pre-us.accounts.global.rakuten.com:443,https,text/html,GET,35.244.241.174,/,1457316476,,35.244.241.174,HTTP/3,8,False,True,,,,
rid-pre.accounts.global.rakuten.com,,404,21,rid-pre.accounts.global.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-07T23:59:59Z,"CN=*.accounts.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.accounts.global.rakuten.com,"Rakuten Group, Inc.",*.accounts.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,235f7a19e8d59174c66c9ea66d28cb43,0412ef59bc4e5ee2e0e2810dc26a7959de7739da08dd2728b9db2ec6f3e413b6,True,ctls,rid-pre.accounts.global.rakuten.com,google,443,https://rid-pre.accounts.global.rakuten.com:443,https,text/plain,GET,35.241.39.252,/,-1669793162,,35.241.39.252,HTTP/3,1,False,True,,,,
rit.rakuten.com,Rakuten Institute of Technology | 楽天技術研究所,200,81286,rit.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,2024-05-17T23:59:59Z,"CN=*.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.rakuten.com,"Rakuten Group, Inc.",rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,51701c6613268a5e9b86b1aa2a2b4ec1,71cb5198faf459ddd43cdd90832d67d4d1e593ee650bf9d631201f7c3bdee083,True,ctls,rit.rakuten.com,,443,https://rit.rakuten.com:443,https,text/html,GET,133.237.109.83,/,-926374507,,133.237.109.83,jQuery,784,False,,Apache,,,
rmp.rakuten.com,,404,127,rmp.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-20T00:00:00Z,2024-01-19T23:59:59Z,"CN=*.rmp.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.rmp.rakuten.com,"Rakuten Group, Inc.",rmp.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9724ab5256825ebdbc0c77a19a941248,7364f97941f4152bf14b7ca0a2bbb1baddbe3aa2932595799e24eec7c460a4ff,True,ctls,rmp.rakuten.com,google,443,https://rmp.rakuten.com:443,https,application/xml,GET,34.95.79.188,/,2028370544,,34.95.79.188,HTTP/3,1,False,True,UploadServer,,,
s-cdn.rmp.rakuten.com,,404,127,s-cdn.rmp.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-20T00:00:00Z,2024-01-19T23:59:59Z,"CN=*.rmp.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.rmp.rakuten.com,"Rakuten Group, Inc.",rmp.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9724ab5256825ebdbc0c77a19a941248,7364f97941f4152bf14b7ca0a2bbb1baddbe3aa2932595799e24eec7c460a4ff,True,ctls,s-cdn.rmp.rakuten.com,google,443,https://s-cdn.rmp.rakuten.com:443,https,application/xml,GET,34.95.79.188,/,2028370544,,34.95.79.188,HTTP/3,1,False,True,UploadServer,,,
s-cs.rmp.rakuten.com,,200,43,s-cs.rmp.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-20T00:00:00Z,2024-01-19T23:59:59Z,"CN=*.rmp.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.rmp.rakuten.com,"Rakuten Group, Inc.",rmp.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9724ab5256825ebdbc0c77a19a941248,7364f97941f4152bf14b7ca0a2bbb1baddbe3aa2932595799e24eec7c460a4ff,True,ctls,s-cs.rmp.rakuten.com,google,443,https://s-cs.rmp.rakuten.com:443,https,image/gif,GET,34.95.81.88,/,-1840324437,,34.95.81.88,HTTP/3,2,False,True,,,,
s001.rd.ias.global.rakuten.com,,404,89,s001.rd.ias.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-24T00:00:00Z,2023-11-24T23:59:59Z,"CN=s001.rd.ias.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",s001.rd.ias.global.rakuten.com,"Rakuten Group, Inc.",s001.rd.ias.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed32057093d00587e4c1b677c9b628c5,0203bdefa9b4ef251b53c8641ddfb1c1c2d2557969994b461a7c77e457a40d55,,ctls,s001.rd.ias.global.rakuten.com,,443,https://s001.rd.ias.global.rakuten.com:443,https,application/json,GET,133.237.61.117,/,463563487,,133.237.61.117,Apache,1,False,,Apache,,,
s001.sandbox.ias.global.rakuten.com,,404,89,s001.sandbox.ias.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-17T00:00:00Z,2024-06-16T23:59:59Z,"CN=s001.sandbox.ias.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",s001.sandbox.ias.global.rakuten.com,"Rakuten Group, Inc.",s001.sandbox.ias.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,80180ad494f6ceebea87a174f1d09320,c7ab080d62be8c406d5408398a47c79dc5da7102db17e3e99497623961bde1e9,,ctls,s001.sandbox.ias.global.rakuten.com,,443,https://s001.sandbox.ias.global.rakuten.com:443,https,application/json,GET,133.237.60.217,/,87129345,,133.237.60.217,Apache,1,False,,Apache,,,
secure.rakuten.com,Rakuten: Shop. Get Cash Back. Repeat.,200,272789,www.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-28T00:00:00Z,2024-02-11T23:59:59Z,"CN=www.rakuten.com, O=Ebates Performance Marketing\, Inc., L=San Francisco, ST=California, C=US",www.rakuten.com,"Ebates Performance Marketing, Inc.",www2.buy.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,6ecd10781e888a325a7ddecc24582893,d608cc7804a59179d71475c58caab5c35dfd136c163f60210a7ed3aab361de5c,,ctls,www.rakuten.com,,443,https://secure.rakuten.com:443,https,text/html,GET,23.37.55.174,/,,https://www.rakuten.com/,23.37.55.174,Nginx,1843,False,,nginx,,,
social.account.rakuten.com,,404,,social.account.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-06-04T23:59:59Z,"CN=*.social.account.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.social.account.rakuten.com,"Rakuten Group, Inc.",social.account.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,23b658a9b74d0f208735a4569779a11a,050ea0a884ebf025761d0123ff9af0723b90c82e9622a0a9959ce00777fcf28a,True,ctls,social.account.rakuten.com,google,443,https://social.account.rakuten.com:443,https,,GET,34.149.195.100,/,-1840324437,,34.149.195.100,HTTP/3,1,False,True,istio-envoy,,,
st-api.idlite.accounts.global.rakuten.com,,200,42,st-api.idlite.accounts.global.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.idlite.accounts.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.idlite.accounts.global.rakuten.com,"Rakuten Group, Inc.",*.idlite.accounts.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2767b94b26a0a431767a99d5918c0794,5e6d8009da5f70ac2f6f724d43670be06c324a42037e868325ec0edc5b6732f8,True,ctls,st-api.idlite.accounts.global.rakuten.com,google,443,https://st-api.idlite.accounts.global.rakuten.com:443,https,application/json,GET,34.84.233.5,/,-1840324437,,34.84.233.5,HSTS,1,False,True,,,,
st-api.lite-bot.accounts.global.rakuten.com,,404,,st-api.lite-bot.accounts.global.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.lite-bot.accounts.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.lite-bot.accounts.global.rakuten.com,"Rakuten Group, Inc.",*.lite-bot.accounts.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7efa41e3c11fb3ce7b12844b4476023d,e4b9485d3176b726187154a65066aae88ddb0f48429fa9beda00a8bec7165303,True,ctls,st-api.lite-bot.accounts.global.rakuten.com,google,443,https://st-api.lite-bot.accounts.global.rakuten.com:443,https,,GET,34.84.233.5,/,-1840324437,,34.84.233.5,,1,False,True,,,,
static-content.payment.global.rakuten.com,,403,243,static-content.payment.global.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.payment.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.payment.global.rakuten.com,"Rakuten Group, Inc.",payment.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,042c86dbb0d541ab8646bcdd63d65cb7,639e2df8b66ef8d57209d09b8a9580cf9da992e60ab52cf6294101e0d1a0b847,True,ctls,static-content.payment.global.rakuten.com,cloudfront,443,https://static-content.payment.global.rakuten.com:443,https,application/xml,GET,65.9.66.105,/,-1047907335,,2600:9000:206f:1800:12:6896:2e40:93a1,Amazon Web Services,2,False,True,AmazonS3,,,
stg-api.idlite.accounts.global.rakuten.com,,200,42,stg-api.idlite.accounts.global.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.idlite.accounts.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.idlite.accounts.global.rakuten.com,"Rakuten Group, Inc.",*.idlite.accounts.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2767b94b26a0a431767a99d5918c0794,5e6d8009da5f70ac2f6f724d43670be06c324a42037e868325ec0edc5b6732f8,True,ctls,stg-api.idlite.accounts.global.rakuten.com,google,443,https://stg-api.idlite.accounts.global.rakuten.com:443,https,application/json,GET,34.84.233.5,/,-1840324437,,34.84.233.5,HSTS,1,False,True,,,,
stg-api.point-service.global.rakuten.com,,503,19,stg-api.point-service.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-04T00:00:00Z,2023-10-04T23:59:59Z,"CN=stg-api.point-service.global.rakuten.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stg-api.point-service.global.rakuten.com,Microsoft Corporation,stg-api.point-service.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4e7237504db4e635abbff7f517e151b6,f6e5c81640a58ab333b8ebd6f04cdbc0ee00d0afaf56237553cc0381bcbea0ff,,ctls,stg-api.point-service.global.rakuten.com,,443,https://stg-api.point-service.global.rakuten.com:443,https,text/plain,GET,13.107.246.45,/,87638684,,2620:1ec:46::45,HSTS,1,False,,,,,
stg-eu.login.account.rakuten.com,Error - Rakuten,404,2914,stg-eu.login.account.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-15T00:00:00Z,2024-01-15T23:59:59Z,"CN=*.login.account.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.login.account.rakuten.com,"Rakuten Group, Inc.",login.account.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f0dffc74bfd3c123eda9e378da636b8a,b848c68d7039cae84c2920b89309c5ad1a6588da5ebdd80a99289d5cf1799bb2,True,ctls,stg-eu.login.account.rakuten.com,google,443,https://stg-eu.login.account.rakuten.com:443,https,text/html,GET,34.107.149.224,/,-1299762349,,34.107.149.224,HTTP/3,71,False,True,istio-envoy,,,
stg-feature-preview.login.account.rakuten.com,Error - Rakuten,404,3018,stg-feature-preview.login.account.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-17T00:00:00Z,2023-11-17T23:59:59Z,"CN=*.login.account.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.login.account.rakuten.com,"Rakuten Group, Inc.",login.account.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8ece665fa12ad1ea002f8906b1bbbeb2,48e2a9212e1f4a76cb0252d6ad4e198aa1f2cc1f23ea4774bc269dfcbf21fedc,True,ctls,stg-feature-preview.login.account.rakuten.com,,443,https://stg-feature-preview.login.account.rakuten.com:443,https,text/html,GET,133.237.108.93,/,-1397387949,,133.237.108.93,HSTS,71,False,,istio-envoy,,,
stg-gateway-api.point-service.global.rakuten.com,,200,22,stg-gateway-api.point-service.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-04T00:00:00Z,2023-10-04T23:59:59Z,"CN=stg-gateway-api.point-service.global.rakuten.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stg-gateway-api.point-service.global.rakuten.com,Microsoft Corporation,stg-gateway-api.point-service.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,70b9f853b7553d84ab3f5bdff3b972fc,1423edeebf64d9a948a2c541af791dcffc661d36209fe50c0ba91521b75f0828,,ctls,stg-gateway-api.point-service.global.rakuten.com,,443,https://stg-gateway-api.point-service.global.rakuten.com:443,https,application/json,GET,13.107.246.63,/,115727329,https://stg-gateway-api.point-service.global.rakuten.com/404,2620:1ec:46::45,HSTS,1,False,,,,,
