input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,final_url
learn.newrelic.com,New Relic University,200,237984,,learn.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T00:00:00Z,2024-05-10T23:59:59Z,CN=learn.newrelic.com,learn.newrelic.com,learn.newrelic.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,530f7663b0f33c4f6f7a6f123c2c9b75,a80b4d4fbd275a0b752146940461822f0fb2458d564543dbf343b34b5f10f103,ctls,learn.newrelic.com,cloudfront,443,https://learn.newrelic.com:443,https,gunicorn,text/html,GET,18.165.183.40,/,-173027845,18.165.183.124,gunicorn,3663,False,True,,,,
legacy-service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,legacy-service.newrelic.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,legacy-service.newrelic.com,,80,http://legacy-service.newrelic.com:80,http,,text/html,GET,162.247.242.41,/,771224655,162.247.242.41,,389,False,,"New Relic, Inc.",True,,https://legacy-service.newrelic.com/
log-api.newrelic.com,,404,,,log-api.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,log-api.newrelic.com,,443,https://log-api.newrelic.com:443,https,,text/plain,GET,162.247.243.22,/,-1206076886,162.247.243.22,,1,False,,"New Relic, Inc.",True,,
login.newrelic.com,Log in to New Relic,200,59227,,login.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,login.newrelic.com,,443,https://login.newrelic.com:443,https,nginx,text/html,GET,162.247.242.42,/,-1840324437,162.247.242.42,Ruby on Rails,109,False,,"New Relic, Inc.",True,,
meetme.newrelic.com,Log in to New Relic,200,59522,,login.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,login.newrelic.com,,443,https://meetme.newrelic.com:443,https,nginx,text/html,GET,162.247.242.35,/,-171471091,162.247.242.37,Ruby on Rails,110,False,,"New Relic, Inc.",True,,https://login.newrelic.com/login?return_to=https%3A%2F%2Fmeetme.newrelic.com%2F
metric-api.eu.newrelic.com,,404,2,,metric-api.eu.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.eu.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.eu.newrelic.com,eu.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,05e54b3b010efa75c6c82ee3f77246ec,c5bc1c00bf36b137170122b451a0950c9f53c4399d5f9c72f56815400a1e0ab6,ctls,metric-api.eu.newrelic.com,,443,https://metric-api.eu.newrelic.com:443,https,cloudflare,text/plain,GET,185.221.85.7,/,-1206076886,185.221.85.7,Cloudflare,1,False,,"New Relic, Inc.",True,,
mobile-collector-origin.newrelic.com,,503,28,,mobile-collector-origin.newrelic.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,mobile-collector-origin.newrelic.com,,80,http://mobile-collector-origin.newrelic.com:80,http,,,GET,162.247.242.24,/,-2106258670,162.247.242.24,,2,False,,"New Relic, Inc.",True,,https://mobile-collector-origin.newrelic.com/
mobile-collector.newrelic.com,,404,,,mobile-collector.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,mobile-collector.newrelic.com,,443,https://mobile-collector.newrelic.com:443,https,,text/plain,GET,162.247.243.24,/,-1206076886,162.247.243.24,,1,False,,"New Relic, Inc.",True,,
mobile-symbol-upload-origin.newrelic.com,,404,19,,mobile-symbol-upload-origin.newrelic.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,mobile-symbol-upload-origin.newrelic.com,,443,https://mobile-symbol-upload-origin.newrelic.com:443,https,,text/plain,GET,162.247.242.7,/,-138391155,162.247.242.7,,2,False,,"New Relic, Inc.",True,,
mssql.service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,mssql.service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.service.newrelic.com,service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cebc90daed69987d6d0074096ef109f8,cfe6f56332cf8e968987e7f7e651fa8bdc6de19c72b2dbf3d3c0a347b555db71,ctls,mssql.service.newrelic.com,,443,https://mssql.service.newrelic.com:443,https,,text/html,GET,162.247.242.38,/,771224655,162.247.242.40,,389,False,,"New Relic, Inc.",True,,
nerd-graph.service.newrelic.com,Log in to New Relic,200,59577,,login.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,login.newrelic.com,,443,https://nerd-graph.service.newrelic.com:443,https,nginx,text/html,GET,162.247.242.39,/,-1324099391,162.247.242.38,Ruby on Rails,110,False,,"New Relic, Inc.",True,,https://login.newrelic.com/login?return_to=https%3A%2F%2Fnerd-graph.service.newrelic.com%2F
newchartdata.service.eu.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,newchartdata.service.eu.newrelic.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.service.eu.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.service.eu.newrelic.com,service.eu.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d002cbe86fbd8a3b02d9a05a7753e17b,893a5a67c3cef9060cfeb7d2cb5ef9348638681da681ed0eef9a58d50dcef32f,ctls,newchartdata.service.eu.newrelic.com,,80,http://newchartdata.service.eu.newrelic.com:80,http,,text/html,GET,185.221.86.8,/,771224655,185.221.86.40,,389,False,,"New Relic, Inc.",True,,https://newchartdata.service.eu.newrelic.com/
newrelic.com,"New Relic | Monitor, Debug and Improve Your Entire Stack",200,424235,*.pathfactory.com,newrelic.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,newrelic.com,fastly,80,http://newrelic.com:80,http,,text/html,GET,151.101.2.217,/,-422578660,151.101.194.217,Varnish,5328,False,True,"New Relic, Inc.",True,,https://newrelic.com/
one.newrelic.com,Log in to New Relic,200,59507,,login.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,login.newrelic.com,,443,https://one.newrelic.com:443,https,nginx,text/html,GET,162.247.242.35,/,328720415,162.247.242.37,Ruby on Rails,110,False,,"New Relic, Inc.",True,,https://login.newrelic.com/login?return_to=https%3A%2F%2Fone.newrelic.com%2F
opensource.newrelic.com,Home | New Relic Open Source,200,206339,,opensource.newrelic.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-24T19:07:48Z,2023-06-22T19:07:47Z,CN=opensource.newrelic.com,opensource.newrelic.com,opensource.newrelic.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d01d5f3c46b16e27bd587f57b9e2bdc2,fd394b30513ac6a5ae0471533e8936839ad282e8321f4cf33e6ee31d17df14cd,ctls,opensource.newrelic.com,fastly,443,https://opensource.newrelic.com:443,https,GatsbyHosting,text/html,GET,146.75.122.22,/,-1444972773,2a04:4e42:8d::534,webpack,17,False,True,,,,
oxy-oxygen-481e264b.service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,oxy-oxygen-481e264b.service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.service.newrelic.com,service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cebc90daed69987d6d0074096ef109f8,cfe6f56332cf8e968987e7f7e651fa8bdc6de19c72b2dbf3d3c0a347b555db71,ctls,oxy-oxygen-481e264b.service.newrelic.com,,80,http://oxy-oxygen-481e264b.service.newrelic.com:80,http,,text/html,GET,162.247.242.38,/,771224655,162.247.242.40,,389,False,,"New Relic, Inc.",True,,https://oxy-oxygen-481e264b.service.newrelic.com/
pm-bounces.newrelic.com,Postmark — Email delivery for web apps,200,4374,,,,,,,,,,,,,,,,,,,,80,http://pm-bounces.newrelic.com:80,http,AmazonS3,text/html,GET,138.197.30.54,/,-1457628171,138.197.30.54,Amazon Web Services,85,False,,,,,
public-service-gateway.eu.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,public-service-gateway.eu.newrelic.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.eu.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.eu.newrelic.com,eu.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,05e54b3b010efa75c6c82ee3f77246ec,c5bc1c00bf36b137170122b451a0950c9f53c4399d5f9c72f56815400a1e0ab6,ctls,public-service-gateway.eu.newrelic.com,,80,http://public-service-gateway.eu.newrelic.com:80,http,,text/html,GET,185.221.86.9,/,771224655,185.221.86.41,,389,False,,"New Relic, Inc.",True,,https://public-service-gateway.eu.newrelic.com/
qa.staging-service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,qa.staging-service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.staging-service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.staging-service.newrelic.com,staging-service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,47d0b6e93a79dad1894d43b2354fec34,a7cc985e41a10752665dc3bd86c61a756a8930182184fc23034fb1d72ba44d78,ctls,qa.staging-service.newrelic.com,,443,https://qa.staging-service.newrelic.com:443,https,,text/html,GET,162.247.242.170,/,771224655,162.247.242.170,,389,False,,"New Relic, Inc.",True,,
radar-api.service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,radar-api.service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.service.newrelic.com,service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cebc90daed69987d6d0074096ef109f8,cfe6f56332cf8e968987e7f7e651fa8bdc6de19c72b2dbf3d3c0a347b555db71,ctls,radar-api.service.newrelic.com,,443,https://radar-api.service.newrelic.com:443,https,,text/html,GET,162.247.242.38,/,771224655,162.247.242.40,,389,False,,"New Relic, Inc.",True,,
redirectengineering-alpha-loginaccept-domain.service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,redirectengineering-alpha-loginaccept-domain.service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.service.newrelic.com,service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cebc90daed69987d6d0074096ef109f8,cfe6f56332cf8e968987e7f7e651fa8bdc6de19c72b2dbf3d3c0a347b555db71,ctls,redirectengineering-alpha-loginaccept-domain.service.newrelic.com,,443,https://redirectengineering-alpha-loginaccept-domain.service.newrelic.com:443,https,,text/html,GET,162.247.242.40,/,771224655,162.247.242.39,,389,False,,"New Relic, Inc.",True,,
resources.newrelic.com,Fastly error: unknown domain resources.newrelic.com,500,272,,,,,,,,,,,,,,,,,,,fastly,80,http://resources.newrelic.com:80,http,Varnish,text/html,GET,151.101.2.217,/,-22672258,151.101.194.217,Varnish,8,False,True,,,,
rpm-images.newrelic.com,Log in to New Relic,200,59541,,login.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,login.newrelic.com,,443,https://rpm-images.newrelic.com:443,https,nginx,text/html,GET,162.247.242.35,/,-171471091,162.247.242.37,Ruby on Rails,110,False,,"New Relic, Inc.",True,,https://login.newrelic.com/login?return_to=https%3A%2F%2Frpm-images.newrelic.com%2F
rpm.eu.newrelic.com,Log in to New Relic,200,59522,,login.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,login.newrelic.com,,443,https://rpm.eu.newrelic.com:443,https,nginx,text/html,GET,185.221.86.9,/,-171471091,185.221.86.41,Ruby on Rails,110,False,,"New Relic, Inc.",True,,https://login.newrelic.com/login?return_to=https%3A%2F%2Frpm.eu.newrelic.com%2F
s1.service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,s1.service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.service.newrelic.com,service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cebc90daed69987d6d0074096ef109f8,cfe6f56332cf8e968987e7f7e651fa8bdc6de19c72b2dbf3d3c0a347b555db71,ctls,s1.service.newrelic.com,,443,https://s1.service.newrelic.com:443,https,,text/html,GET,162.247.242.38,/,771224655,162.247.242.40,,389,False,,"New Relic, Inc.",True,,
server.service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,server.service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.service.newrelic.com,service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cebc90daed69987d6d0074096ef109f8,cfe6f56332cf8e968987e7f7e651fa8bdc6de19c72b2dbf3d3c0a347b555db71,ctls,server.service.newrelic.com,,443,https://server.service.newrelic.com:443,https,,text/html,GET,162.247.242.38,/,771224655,162.247.242.40,,389,False,,"New Relic, Inc.",True,,
service-6.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,service-6.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,service-6.newrelic.com,,80,http://service-6.newrelic.com:80,http,,text/html,GET,162.247.242.35,/,771224655,162.247.242.35,,389,False,,"New Relic, Inc.",True,,https://service-6.newrelic.com/
service-8.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,service-8.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,service-8.newrelic.com,,443,https://service-8.newrelic.com:443,https,,text/html,GET,162.247.242.37,/,771224655,162.247.242.37,,389,False,,"New Relic, Inc.",True,,
signup-receiver.service.newrelic.com,The page you were looking for doesn't exist (404),404,1722,*.newrelic.com,signup-receiver.service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.service.newrelic.com,service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cebc90daed69987d6d0074096ef109f8,cfe6f56332cf8e968987e7f7e651fa8bdc6de19c72b2dbf3d3c0a347b555db71,ctls,signup-receiver.service.newrelic.com,,443,https://signup-receiver.service.newrelic.com:443,https,nginx,text/html,GET,162.247.242.38,/,-1840324437,162.247.242.40,Nginx,68,False,,"New Relic, Inc.",True,,
sourcemaps.service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,sourcemaps.service.newrelic.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-09-25T23:59:59Z,CN=*.service.newrelic.com,*.service.newrelic.com,service.newrelic.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,25ff461b40891a7cbf8e4baca049c64d,12f66ec4f4e7d314ec3faa18641808fcc5057e42a7a6bf3fc8acb248995df0f0,ctls,sourcemaps.service.newrelic.com,,443,https://sourcemaps.service.newrelic.com:443,https,,text/html,GET,34.201.255.68,/,771224655,54.91.113.227,,389,False,,,True,,
spectrum.staging-collectors.newrelic.com,,400,2,,spectrum.staging-collectors.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-13T00:00:00Z,2024-02-13T23:59:59Z,"CN=*.staging-collectors.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.staging-collectors.newrelic.com,staging-collectors.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17de601309a05a43fd434f4348256a73,c9044da30b8c93f272b2ce8f719d603a5c3ee80fd43b40e70466e73e1d73a89d,ctls,spectrum.staging-collectors.newrelic.com,,80,http://spectrum.staging-collectors.newrelic.com:80,http,cloudflare,text/plain,GET,162.247.241.21,/,-1206076886,162.247.241.21,Cloudflare,1,False,,"New Relic, Inc.",True,,https://spectrum.staging-collectors.newrelic.com/
staging-account.newrelic.com,Log in to New Relic,200,59919,,staging-login.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,staging-login.newrelic.com,,443,https://staging-account.newrelic.com:443,https,nginx,text/html,GET,162.247.242.148,/,328720415,162.247.242.148,Ruby on Rails,114,False,,"New Relic, Inc.",True,,https://staging-login.newrelic.com/login?return_to=https%3A%2F%2Fstaging-account.newrelic.com%2F
staging-alerts.newrelic.com,Log in to New Relic,200,59917,,staging-login.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,staging-login.newrelic.com,,80,http://staging-alerts.newrelic.com:80,http,nginx,text/html,GET,162.247.242.148,/,-207840786,162.247.242.148,Ruby on Rails,114,False,,"New Relic, Inc.",True,,https://staging-login.newrelic.com/login?return_to=https%3A%2F%2Fstaging-alerts.newrelic.com%2F
staging-collector-1.newrelic.com,,404,,,staging-collector-1.newrelic.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,staging-collector-1.newrelic.com,,80,http://staging-collector-1.newrelic.com:80,http,,text/plain,GET,162.247.242.145,/,-1206076886,162.247.242.145,,1,False,,"New Relic, Inc.",True,,https://staging-collector-1.newrelic.com/
