input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,final_url,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,tls_expired
clio.com,Clio® 2023 #1 Legal Software—Try for Free | Book a demo,200,144754,https://kba.freestonelms.com,www.clio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-02T00:00:00Z,2023-10-03T23:59:59Z,"CN=www.clio.com, O=Themis Solutions Inc., L=Burnaby, ST=British Columbia, C=CA",www.clio.com,www.goclio.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,183ac14252711026f53a8eead2d0838c,54c40ce7ca730d7ed7703b481fae79f6e241901316e0fe038ea3aedea0ab74a1,ctls,www.clio.com,443,https://clio.com:443,https,cloudflare,text/html,GET,35.247.60.15,/,-1840324437,35.247.60.15,WordPress,2514,False,google,True,https://www.clio.com/,Themis Solutions Inc.,,,
clio.uservoice.com,Error 404: Account Has Been Deleted,404,2330,,clio.uservoice.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-26T00:00:00Z,2024-03-25T23:59:59Z,"CN=uservoice.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",uservoice.com,uservoice.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1a4944c81ca24cb33890047024032fd7,f9ccf77c6881ef41a7079ab04942d92902e9d344dee27a8f62da5f607c76de5c,ctls,clio.uservoice.com,443,https://clio.uservoice.com:443,https,cloudflare,text/html,GET,104.17.31.92,/,1670768533,2606:4700::6811:1e5c,HSTS,62,False,cloudflare,True,,"Cloudflare, Inc.",True,,
community.clio.com,The Law Community - by Clio | Community,200,121004,,community.clio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-03-27T23:59:59Z,CN=community.clio.com,community.clio.com,www.thelawcommunity.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8785032941e9e721b93c7ff8b88296e0,712740099d6f8412122575cf15f41fc23db95305b38a56751a846db56847b382,ctls,community.clio.com,443,https://community.clio.com:443,https,nginx,text/html,GET,13.32.27.90,/,-1561873722,2600:9000:211e:d400:1a:da83:41c0:93a1,Nginx,649,False,cloudfront,True,,,,,
connect.facebook.net,Facebook - log in or sign up,200,59230,wss://snaptu-d.facebook.com,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,967e847cb1677fb5063edf86489a102d,c251490f225d27c7f865fba83da5063a8a8222bab641fdb38fd1ea5ecc570579,ctls,m.facebook.com,443,https://connect.facebook.net:443,https,,text/html,GET,157.240.253.1,/,142313513,2a03:2880:f083:100:face:b00c:0:3,HTTP/3,19,False,,,https://m.facebook.com/?wtsid=rdr_0DtIZvtQ3MSgQNmTl,"Meta Platforms, Inc.",True,,
connect.probono.clio.com,,204,,,connect.probono.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-22T00:00:00Z,2024-02-20T23:59:59Z,CN=connect.probono.clio.com,connect.probono.clio.com,connect.probono.clio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4f9896b3234467fc8685ece69410ba9d,bb38122fcbfbe15abb3c980740f50705f91ce2596493ff7ea9a52bae260cfe77,ctls,connect.probono.clio.com,443,https://connect.probono.clio.com:443,https,,,GET,52.45.34.76,/,-1840324437,34.206.62.101,,1,False,,,,,,,
d1z9ara1acwrvo.cloudfront.net,Clio - Login,200,6901,https://5fd7afb447ef7c02ddc12039.endpoint.csper.io,account.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-23T23:59:59Z,CN=account.clio.com,account.clio.com,remi.goclio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5216025bd0dd44895a1c35d355d52a61,832c6c5a063da741bb72ae39d0fb4de45f42dbdf7517eb4640591b2f786906d8,ctls,account.clio.com,80,http://d1z9ara1acwrvo.cloudfront.net:80,http,,text/html,GET,108.138.24.8,/,-1265945019,2600:9000:2491:6000:10:1576:4900:21,Ruby on Rails,132,False,cloudfront,True,https://account.clio.com/login?login_challenge=cfe4e39ab051483d96afb78e07af9a01,,,,
d2jai5xo6vhevf.cloudfront.net,Clio - Login,200,5691,bat.bing.com,account.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-23T23:59:59Z,CN=account.clio.com,account.clio.com,remi.goclio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5216025bd0dd44895a1c35d355d52a61,832c6c5a063da741bb72ae39d0fb4de45f42dbdf7517eb4640591b2f786906d8,ctls,account.clio.com,80,http://d2jai5xo6vhevf.cloudfront.net:80,http,,text/html,GET,65.9.58.110,/,-1265945019,2600:9000:206f:e200:18:60df:22c0:21,Ruby on Rails,103,False,cloudfront,True,https://account.clio.com/login?login_challenge=0fb47f0a84834cda85ec5078e097a5ec,,,,
d3erqgaey65nt8.cloudfront.net,Clio - Login,200,5239,www.googletagmanager.com,staging.account.clio.services,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-24T00:00:00Z,2024-02-22T23:59:59Z,CN=staging.account.clio.services,staging.account.clio.services,staging-proxy.account.clio.services,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e0082af6b6383c3f39e0cb12adf8ef2c,353119b0d67295fced6ca345d7ffd693f26fc4c06f073e8423454bd2e37118fe,ctls,staging.account.clio.services,80,http://d3erqgaey65nt8.cloudfront.net:80,http,,text/html,GET,108.138.2.221,/,-1265945019,2600:9000:2490:d400:0:4c3d:7300:21,Ruby on Rails,102,False,cloudfront,True,https://staging.account.clio.services/login?login_challenge=ab12e24005624947a163516be5f85f6f,,,,
data.eu.pendo.io,pendo.io,200,2470,,data.eu.pendo.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T22:18:09Z,2023-09-14T23:14:04Z,CN=eu.pendo.io,eu.pendo.io,*.eu.pendo.io,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,6fcfb240ae8b17b9fee192f624724685,d3e23d1f3ecf8c4933c5b5d2c65745e95411b2f2ff1711421b913f454e61a652,ctls,data.eu.pendo.io,443,https://data.eu.pendo.io:443,https,,text/html,GET,34.160.140.4,/,-753161931,34.160.140.4,Google Cloud CDN,1,False,google,True,,,True,,
demand-channels.clio.com,Clio and Google partnership | Clio,200,31090,,www.clio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-02T00:00:00Z,2023-10-03T23:59:59Z,"CN=www.clio.com, O=Themis Solutions Inc., L=Burnaby, ST=British Columbia, C=CA",www.clio.com,www.goclio.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,183ac14252711026f53a8eead2d0838c,54c40ce7ca730d7ed7703b481fae79f6e241901316e0fe038ea3aedea0ab74a1,ctls,www.clio.com,443,https://demand-channels.clio.com:443,https,cloudflare,text/html,GET,35.247.60.15,/,2146024345,35.247.60.15,WordPress,321,False,google,True,https://www.clio.com/web/google-clio-partnership/,Themis Solutions Inc.,,,
developer.clio.com,Clio Developer Hub | Clio API Reference & Guides | Clio,200,123246,https://kba.freestonelms.com,www.clio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-02T00:00:00Z,2023-10-03T23:59:59Z,"CN=www.clio.com, O=Themis Solutions Inc., L=Burnaby, ST=British Columbia, C=CA",www.clio.com,www.goclio.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,183ac14252711026f53a8eead2d0838c,54c40ce7ca730d7ed7703b481fae79f6e241901316e0fe038ea3aedea0ab74a1,ctls,www.clio.com,443,https://developer.clio.com:443,https,cloudflare,text/html,GET,35.247.60.15,/,-1896972366,35.247.60.15,WordPress,2234,False,google,True,https://www.clio.com/partnerships/developers/,Themis Solutions Inc.,,,
developers.clio.com,Clio - Login,200,5523,cdn.segment.com,account.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-23T23:59:59Z,CN=account.clio.com,account.clio.com,remi.goclio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5216025bd0dd44895a1c35d355d52a61,832c6c5a063da741bb72ae39d0fb4de45f42dbdf7517eb4640591b2f786906d8,ctls,account.clio.com,443,https://developers.clio.com:443,https,,text/html,GET,54.87.174.160,/,-1840324437,3.95.75.213,Ruby on Rails,99,False,,,https://account.clio.com/login?login_challenge=58722f2732104da6927ca5177e7593c8,,,,
developers.support.clio.com,Security check,403,6654,,developers.support.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-06T23:37:30Z,2023-09-04T23:37:29Z,CN=support.clio.com,support.clio.com,support.clio.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8ce73e2d4aead0853c01a49a16a20d31,6bf13a86ff6bc908e644baf39cf3254aa8a3658527d738aad7a716fb45835b5d,ctls,developers.support.clio.com,443,https://developers.support.clio.com:443,https,cloudflare,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,Cloudflare,32,False,cloudflare,True,https://developers.support.clio.com/hc/en-us,,,,
docs.developers.clio.com,Clio Developer Documentation Hub | Clio Developer Documentation,200,19286,,docs.developers.clio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-18T00:00:00Z,2024-02-16T23:59:59Z,CN=docs.developers.clio.com,docs.developers.clio.com,docs.developers.clio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,82a84ab6b50808adac5f07867c7019f3,d01bfa8d52ebfe108188929766ee1530a78f8fc1e9337650c3fd7bafaa2f8a94,ctls,docs.developers.clio.com,443,https://docs.developers.clio.com:443,https,AmazonS3,text/html,GET,18.66.97.114,/,1978338183,2600:9000:223c:b400:12:7f4:b000:93a1,webpack,29,False,cloudfront,True,,,,,
ebooks.abc.clio.com,Clio® 2023 #1 Legal Software—Try for Free | Book a demo,200,144754,https://kba.freestonelms.com,www.clio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-02T00:00:00Z,2023-10-03T23:59:59Z,"CN=www.clio.com, O=Themis Solutions Inc., L=Burnaby, ST=British Columbia, C=CA",www.clio.com,www.goclio.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,183ac14252711026f53a8eead2d0838c,54c40ce7ca730d7ed7703b481fae79f6e241901316e0fe038ea3aedea0ab74a1,ctls,www.clio.com,443,https://ebooks.abc.clio.com:443,https,cloudflare,text/html,GET,35.247.60.15,/,-1840324437,35.247.60.15,WordPress,2514,False,google,True,https://www.clio.com/,Themis Solutions Inc.,,,
embedded.hellosign.com,,404,46,https://fonts.googleapis.com,embedded.hellosign.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-19T23:59:59Z,"CN=*.hellosign.com, O=Dropbox\, Inc, L=San Francisco, ST=California, C=US",*.hellosign.com,hellosign.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6c1b97dd5e984700f65f54e7b9ca9bd3,687b8020c6b85e7809f296d1dddbd199a87532964fe28530d14a9ff010bcd40c,ctls,embedded.hellosign.com,443,https://embedded.hellosign.com:443,https,Apache,text/html,GET,52.54.227.85,/,-1464471508,54.226.1.109,HSTS,3,False,,,,"Dropbox, Inc",True,,
eu.app.clio.com,Clio - Login,200,6901,cdn.segment.com,account.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-23T23:59:59Z,CN=account.clio.com,account.clio.com,remi.goclio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5216025bd0dd44895a1c35d355d52a61,832c6c5a063da741bb72ae39d0fb4de45f42dbdf7517eb4640591b2f786906d8,ctls,account.clio.com,443,https://eu.app.clio.com:443,https,,text/html,GET,34.248.235.181,/,-1265945019,54.246.43.247,Ruby on Rails,132,False,,,https://account.clio.com/login?login_challenge=b52f913f6229417888ed1d472ee1161b,,,,
eu.clients.clio.com,Clio for Clients,200,5685,login.microsoftonline.com,eu.clients.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-05-03T23:59:59Z,CN=eu.app.clio.com,eu.app.clio.com,app.clio.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,09034e08ccf218611bbbe9e691d4f847,3e8e76694f1f36aef03ab9018e0a853b321932b5372db9f36ada6cfa2e33896b,ctls,eu.clients.clio.com,443,https://eu.clients.clio.com:443,https,Apache,text/html,GET,54.77.28.127,/,1301749126,34.248.235.181,Stimulus,52,False,,,https://eu.clients.clio.com/login,,,,
eu.developers.clio.com,Clio - Login,200,5523,www.gstatic.com/recaptcha/,account.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-23T23:59:59Z,CN=account.clio.com,account.clio.com,remi.goclio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5216025bd0dd44895a1c35d355d52a61,832c6c5a063da741bb72ae39d0fb4de45f42dbdf7517eb4640591b2f786906d8,ctls,account.clio.com,443,https://eu.developers.clio.com:443,https,,text/html,GET,34.248.235.181,/,-1840324437,54.77.28.127,Ruby on Rails,99,False,,,https://account.clio.com/login?login_challenge=bd19cdbbe944433c96dbb844e125616c,,,,
eu.grow.clio.com,Clio - Login,200,5650,www.googletagmanager.com,account.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-23T23:59:59Z,CN=account.clio.com,account.clio.com,remi.goclio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5216025bd0dd44895a1c35d355d52a61,832c6c5a063da741bb72ae39d0fb4de45f42dbdf7517eb4640591b2f786906d8,ctls,account.clio.com,443,https://eu.grow.clio.com:443,https,,text/html,GET,54.220.93.32,/,-249320299,18.203.19.155,Ruby on Rails,102,False,,,https://account.clio.com/login?login_challenge=eb7f7191a89941bfb595a81619f67acb,,,,
eu.payments.clio.com,,404,,https:,eu.payments.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-05-03T23:59:59Z,CN=eu.app.clio.com,eu.app.clio.com,app.clio.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,09034e08ccf218611bbbe9e691d4f847,3e8e76694f1f36aef03ab9018e0a853b321932b5372db9f36ada6cfa2e33896b,ctls,eu.payments.clio.com,443,https://eu.payments.clio.com:443,https,Apache,text/html,GET,54.246.43.247,/,-1840324437,54.77.28.127,HSTS,1,False,,,,,,,
eu.status.clio.com,Clio (EU) Status,200,72132,,eu.status.clio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-19T14:37:41Z,2023-10-17T14:37:40Z,CN=eu.iwb-add-on-service.status.ricoh.com,eu.iwb-add-on-service.status.ricoh.com,status.zoom.us,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0ae81dc28e3574b1976ef06e4d7c9fcf,8b4d25e07cf21e9caa3ba6b06b64606136e796638194e767e7bb67d4fa76e90c,ctls,eu.status.clio.com,443,https://eu.status.clio.com:443,https,AtlassianEdge,text/html,GET,18.66.112.116,/,-1840324437,18.66.112.4,HSTS,1721,False,cloudfront,True,,,,,
eu.status.grow.clio.com,Grow (EU) Status,200,56455,,eu.status.grow.clio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-23T04:44:27Z,2023-10-21T04:44:26Z,CN=eu.status.grow.clio.com,eu.status.grow.clio.com,trust.jitterbit.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,43590e66984d4fa45ecce4cc78b6ff23,b34c9b6599dce7f96281f798c217f95a154cc285806254c957f96bb18a2380fa,ctls,eu.status.grow.clio.com,443,https://eu.status.grow.clio.com:443,https,AtlassianEdge,text/html,GET,18.66.147.75,/,-1840324437,18.66.147.21,HSTS,1277,False,cloudfront,True,,,,,
fast.wistia.com,Sign in to your Wistia account,200,7159,,auth.wistia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-16T00:00:00Z,2024-06-13T23:59:59Z,CN=webservices-production-com-cloudfront-app-cname.wistia.com,webservices-production-com-cloudfront-app-cname.wistia.com,*.wistia.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8d8b4a8f175da0643b005a15023a5752,ecfa90d229a147e4b330994169f092f06d9a5923e7894d2198d4590b25974674,ctls,auth.wistia.com,80,http://fast.wistia.com:80,http,envoy,text/html,GET,146.75.122.132,/,837614330,2a04:4e42:8d::644,HSTS,130,False,fastly,True,https://auth.wistia.com/session/new?app=wistia,,True,,
files.clio.com,403 Forbidden,403,162,,files.clio.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T21:27:10Z,2023-08-20T21:27:09Z,CN=files.clio.com,files.clio.com,files.clio.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8825ecf5dffea72751004647215e2ac4,20ac5664a1ede472faa31c7c929a6dbafc9e4fa0bb4ec60784851ad714d1a736,ctls,files.clio.com,443,https://files.clio.com:443,https,nginx,text/html,GET,35.247.60.15,/,-1840324437,35.247.60.15,Nginx,8,False,google,True,,,,,
fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:12Z,2023-10-02T08:21:11Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,094b775d6381284fd7043fc871efdc5c,659210c1a54cc8ad5769aafb5777054e2a82cd6e9c0f3559c21166a97ede41b3,ctls,fonts.gstatic.com,443,https://fonts.gstatic.com:443,https,sffe,text/html,GET,142.250.186.67,/,302920777,2a00:1450:4001:82b::2003,HTTP/3,12,False,,,,,True,,
googleads.g.doubleclick.net,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,200,128657,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:16:18Z,2023-10-02T08:16:17Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,dae25a43a6936128ed1b8afa4c2d653b,d9400a529522e19c31ee576709e351b1773254f9bfac91a668c893a61999d5fa,ctls,marketingplatform.google.com,443,https://googleads.g.doubleclick.net:443,https,sffe,text/html,GET,216.58.212.162,/,-1184133586,2a00:1450:4001:813::2002,HTTP/3,2177,False,,,https://marketingplatform.google.com/about/enterprise/,,True,,
grow.clio.com,Clio - Login,200,5644,www.googletagmanager.com,account.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-23T23:59:59Z,CN=account.clio.com,account.clio.com,remi.goclio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5216025bd0dd44895a1c35d355d52a61,832c6c5a063da741bb72ae39d0fb4de45f42dbdf7517eb4640591b2f786906d8,ctls,account.clio.com,443,https://grow.clio.com:443,https,,text/html,GET,76.223.82.242,/,-249320299,13.248.220.24,Ruby on Rails,102,False,,,https://account.clio.com/login?login_challenge=08f3a63b7b2a4f31864d567da30d503b,,,,
help.clio.com,Security check,403,6557,,help.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-06T23:37:30Z,2023-09-04T23:37:29Z,CN=support.clio.com,support.clio.com,support.clio.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8ce73e2d4aead0853c01a49a16a20d31,6bf13a86ff6bc908e644baf39cf3254aa8a3658527d738aad7a716fb45835b5d,ctls,help.clio.com,443,https://help.clio.com:443,https,cloudflare,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,Cloudflare,32,False,cloudflare,True,https://help.clio.com/hc/en-us,,,,
https://5fc68b7e47ef7c02ddc113c7.endpoint.csper.io,,200,4,,5fc68b7e47ef7c02ddc113c7.endpoint.csper.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-02-04T23:59:59Z,CN=*.endpoint.csper.io,*.endpoint.csper.io,endpoint.csper.io,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,248b80cc1ea4f313dbabb47b540c8adb,aeb26b6b12328666b8ff21b3df42f1c7e5fd491c3ea5adc60ea63a3ea594cb2a,ctls,5fc68b7e47ef7c02ddc113c7.endpoint.csper.io,443,https://5fc68b7e47ef7c02ddc113c7.endpoint.csper.io:443,https,,text/plain,GET,34.102.145.72,/,-138391155,34.102.145.72,HTTP/3,1,False,google,True,,,True,,
iris-production-eu.s3.eu-west-1.amazonaws.com,,403,243,,iris-production-eu.s3.eu-west-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2023-12-23T23:59:59Z,CN=*.s3-eu-west-1.amazonaws.com,*.s3-eu-west-1.amazonaws.com,s3-deprecated.eu-west-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dba3bcc77feab1ffec648cb31369669c,91394148d95c68f2025f01cd351e5417fcae30a7a1538465a84f6fc036f41ccc,ctls,iris-production-eu.s3.eu-west-1.amazonaws.com,443,https://iris-production-eu.s3.eu-west-1.amazonaws.com:443,https,AmazonS3,application/xml,GET,52.218.53.107,/,2081886210,52.218.93.64,Amazon Web Services,2,False,,,,,True,,
iris-production.s3.us-east-1.amazonaws.com,,403,243,,iris-production.s3.us-east-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-10T00:00:00Z,2024-06-21T23:59:59Z,CN=s3.amazonaws.com,s3.amazonaws.com,*.s3-external-2.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2f1c3821f4ae84e597abbe14688149fd,2df70fdd8841d5a2e0bb221baea847503cf6bc7c9749ec0c02929423762666b4,ctls,iris-production.s3.us-east-1.amazonaws.com,443,https://iris-production.s3.us-east-1.amazonaws.com:443,https,AmazonS3,application/xml,GET,54.231.171.74,/,1794363559,52.217.42.208,Amazon Web Services,2,False,,,,,True,,
js.stripe.com,,404,243,,js.stripe.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-21T00:00:00Z,2023-11-16T23:59:59Z,"CN=a.stripecdn.com, O=Stripe\, Inc, L=South San Francisco, ST=California, C=US, serialNumber=4675506, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",a.stripecdn.com,buy.stripe.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,15d600ab60b503cb918c23649d7c4c97,234a9b016547f865c31f46fbf75b08558a1229a7a58e8ae2ab8c7f0f44189057,ctls,js.stripe.com,443,https://js.stripe.com:443,https,Cloudfront,application/xml,GET,99.86.4.99,/,-1168364111,99.86.4.9,HTTP/3,2,False,cloudfront,True,,"Stripe, Inc",,,
labs.clio.com,Clio Labs,200,146186,https://dnqgz544uhbo8.cloudfront.net,labs.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-08T00:00:00Z,2024-05-07T23:59:59Z,CN=labs.clio.com,labs.clio.com,labs.clio.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,00936623425a8d1fda0e1f1847b6ddd7,941052ebbf62441efa915368f4a2178d311507e7cc393df90572867403dc17d6,ctls,labs.clio.com,443,https://labs.clio.com:443,https,openresty,text/html,GET,52.4.38.70,/,-1485515534,52.6.46.142,PayPal,237,False,,,https://labs.clio.com/?gi=907a7c396c4a,,,,
landing.clio.com,Clio® 2023 #1 Legal Software—Try for Free | Book a demo,200,144777,https://kba.freestonelms.com,www.clio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-02T00:00:00Z,2023-10-03T23:59:59Z,"CN=www.clio.com, O=Themis Solutions Inc., L=Burnaby, ST=British Columbia, C=CA",www.clio.com,www.goclio.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,183ac14252711026f53a8eead2d0838c,54c40ce7ca730d7ed7703b481fae79f6e241901316e0fe038ea3aedea0ab74a1,ctls,www.clio.com,443,https://landing.clio.com:443,https,cloudflare,text/html,GET,104.17.72.206,/,1218578285,104.17.70.206,WordPress,2516,False,cloudflare,True,https://www.clio.com,Themis Solutions Inc.,,,
