input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tech_,tls_wildcard_certificate,final_url,cdn_name,cdn,tls_expired
apne1-dqprofile.dm1-ap.informaticacloud.com,,503,107,apne1-dqprofile.dm1-ap.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-18T12:43:31Z,2024-06-11T12:42:31Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apne1-dqprofile.dm1-ap.informaticacloud.com",apne1-dqprofile.dm1-ap.informaticacloud.com,Informatica LLC,apne1-dqprofile.dm1-ap.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,d791dbd40bd18789947009fd156d9cec,2d287371dbf1589779123cb9a9ff33a8701f130ce3d910da27a8613636b9888a,ctls,apne1-dqprofile.dm1-ap.informaticacloud.com,443,https://apne1-dqprofile.dm1-ap.informaticacloud.com:443,https,,text/html,GET,20.89.32.29,/,-1654418437,20.89.32.29,4,False,,,,,,,
apne1-ias.dm1-ap.informaticacloud.com,,503,107,apne1-ias.dm1-ap.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2023-02-23T05:55:47Z,2024-03-19T05:54:47Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apne1.dm1-ap.informaticacloud.com",apne1.dm1-ap.informaticacloud.com,Informatica LLC,apne1-b2bgw.dm1-ap.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,e285698a58646a4d9c3b39fb97389ea7,4ce338cf8accd9694049e0e58ae3bd4b6bd7a04e559d7fb3ce726d703f035f9c,ctls,apne1-ias.dm1-ap.informaticacloud.com,443,https://apne1-ias.dm1-ap.informaticacloud.com:443,https,,text/html,GET,20.194.203.45,/,-1654418437,20.194.203.45,4,False,,,,,azure,True,
apne1-mdm.dm1-ap.informaticacloud.com,,404,21,apne1-mdm.dm1-ap.informaticacloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-26T22:01:39Z,2023-11-20T22:00:39Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apne1-mdm.dm1-ap.informaticacloud.com",apne1-mdm.dm1-ap.informaticacloud.com,Informatica LLC,apne1-mdm.dm1-ap.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,ef0e5f8e2aa40af96655ccf1149b812a,52aa93504a402e8101cc969cd94afee404158d3cc471cac417ecc4bf64e7daa3,ctls,apne1-mdm.dm1-ap.informaticacloud.com,443,https://apne1-mdm.dm1-ap.informaticacloud.com:443,https,,text/plain,GET,20.210.14.144,/,-1669793162,20.210.14.144,1,False,,HSTS,,,,,
apne1-sfdc-cai.dm1-ap.informaticacloud.com,HTTP Status 404 – Not Found,404,653,apne1-sfdc-cai.dm1-ap.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2022-10-23T01:27:21Z,2023-11-17T01:26:21Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apne1-cai.dm1-ap.informaticacloud.com",apne1-cai.dm1-ap.informaticacloud.com,Informatica LLC,apne1-sfdc-cai.dm1-ap.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,61bde17d8bfcef594d36f3f2617cb651,b3f20e5a0b492dcb1dde935df3bfc7c310821eb22695df371ba92666228deb03,ctls,apne1-sfdc-cai.dm1-ap.informaticacloud.com,443,https://apne1-sfdc-cai.dm1-ap.informaticacloud.com:443,https,,text/html,GET,20.43.88.63,/,-429556307,20.43.88.63,1,False,,HSTS,,,azure,True,
apne1-testing.dm1-ap.informaticacloud.com,,503,107,apne1-testing.dm1-ap.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-16T08:59:22Z,2024-07-10T08:58:22Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm1-ap.informaticacloud.com",dm1-ap.informaticacloud.com,Informatica LLC,apne1-testing.dm1-ap.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,edaab17ec0f77ee69b232a97f2df7524,200f8b9d2ab7a7dfeb20df4bbf2a55ce1436b2d47d3c34c561cbfa2048f0c380,ctls,apne1-testing.dm1-ap.informaticacloud.com,443,https://apne1-testing.dm1-ap.informaticacloud.com:443,https,,text/html,GET,52.253.99.166,/,-679384095,52.253.99.166,4,False,,,,,azure,True,
apne1.dm1-ap.informaticacloud.com,,503,107,apne1.dm1-ap.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2023-06-16T08:59:22Z,2024-07-10T08:58:22Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm1-ap.informaticacloud.com",dm1-ap.informaticacloud.com,Informatica LLC,apne1-testing.dm1-ap.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,edaab17ec0f77ee69b232a97f2df7524,200f8b9d2ab7a7dfeb20df4bbf2a55ce1436b2d47d3c34c561cbfa2048f0c380,ctls,apne1.dm1-ap.informaticacloud.com,443,https://apne1.dm1-ap.informaticacloud.com:443,https,,text/html,GET,20.43.91.197,/,-679384095,20.43.91.197,4,False,,,,,azure,True,
apne2-apigw.dm-apne.informaticacloud.com,,200,302,apne2-apigw.dm-apne.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-23T06:05:24Z,2024-03-19T06:04:24Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apne2-apim.dm-apne.informaticacloud.com",apne2-apim.dm-apne.informaticacloud.com,Informatica LLC,apne2-apigw.dm-apne.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,9a40cbbb1adf0de87a9f01c3d386eb74,44292be6a485a5d35c30e89d59efeb62451cc16df547964fbd0aa3c4b1268db9,ctls,apne2-apigw.dm-apne.informaticacloud.com,443,https://apne2-apigw.dm-apne.informaticacloud.com:443,https,,text/html,GET,13.113.207.224,/,-1655234758,35.72.77.83,1,False,,,,,,,
apne2-apim.dm-apne.informaticacloud.com,HTTP Status 404 – Not Found,404,431,apne2-apim.dm-apne.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-23T06:05:24Z,2024-03-19T06:04:24Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apne2-apim.dm-apne.informaticacloud.com",apne2-apim.dm-apne.informaticacloud.com,Informatica LLC,apne2-apigw.dm-apne.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,9a40cbbb1adf0de87a9f01c3d386eb74,44292be6a485a5d35c30e89d59efeb62451cc16df547964fbd0aa3c4b1268db9,ctls,apne2-apim.dm-apne.informaticacloud.com,443,https://apne2-apim.dm-apne.informaticacloud.com:443,https,apimgm,text/html,GET,52.193.233.199,/,-230353730,18.177.204.169,1,False,,,,,,,
apne2-cai.dm-apne.informaticacloud.com,,404,,apne2-cai.dm-apne.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-15T13:01:16Z,2024-03-11T13:00:16Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apne2-cai.dm-apne.informaticacloud.com",apne2-cai.dm-apne.informaticacloud.com,Informatica LLC,apne2-sfdc-cai.dm-apne.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,6ed64d5ec4c882f1c590a3d77dc1360f,de3c99b97ca8f4e87205e41b2302b069ad8b1421cee7f24366820ac3e80a1b12,ctls,apne2-cai.dm-apne.informaticacloud.com,443,https://apne2-cai.dm-apne.informaticacloud.com:443,https,istio-envoy,,GET,3.115.209.153,/,-1840324437,54.249.165.59,1,False,,,,,,,
apne2-cih.dm-apne.informaticacloud.com,,200,124,apne2-cih.dm-apne.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-23T04:57:11Z,2024-03-19T04:56:11Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apne2.dm-apne.informaticacloud.com",apne2.dm-apne.informaticacloud.com,Informatica LLC,apne2-b2bgw.dm-apne.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,05c2f8e6dc218c5712d2082f16366ca4,1a923df827b19d023d10e350fe2c6bc2af1c86b7119cf01e69a7ff1877435a48,ctls,apne2-cih.dm-apne.informaticacloud.com,443,https://apne2-cih.dm-apne.informaticacloud.com:443,https,unknown,text/html,GET,3.113.254.26,/,1793249149,35.73.134.209,8,False,URL=/dih-console/login.jsp,Amazon Web Services,,,,,
apne2-dqcloud.dm-apne.informaticacloud.com,,503,107,apne2-dqcloud.dm-apne.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-07T15:57:18Z,2024-03-03T15:56:18Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apne2-dqcloud.dm-apne.informaticacloud.com",apne2-dqcloud.dm-apne.informaticacloud.com,Informatica LLC,apne2-dqcloud.dm-apne.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,b19c0d42b202724fc7457a1b22b53ca7,47ed035f24a3f7944ced6d4c1c8f39666c04043d59a6b7a85562bf1fc83bc098,ctls,apne2-dqcloud.dm-apne.informaticacloud.com,443,https://apne2-dqcloud.dm-apne.informaticacloud.com:443,https,,text/html,GET,35.74.195.228,/,-1654418437,54.238.198.123,4,False,,,,,,,
apne2-dqprofile.dm-apne.informaticacloud.com,,503,107,apne2-dqprofile.dm-apne.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-07T15:57:55Z,2024-03-03T15:56:55Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apne2-dqprofile.dm-apne.informaticacloud.com",apne2-dqprofile.dm-apne.informaticacloud.com,Informatica LLC,apne2-dqprofile.dm-apne.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,86f3d6b2d044a4e599119be865427f84,f83ed67f9e4f30a0864088482b22148768b1322ae7681d047002be5ce909fc8a,ctls,apne2-dqprofile.dm-apne.informaticacloud.com,443,https://apne2-dqprofile.dm-apne.informaticacloud.com:443,https,,text/html,GET,35.76.229.237,/,-1654418437,35.73.254.94,4,False,,,,,,,
apne2-ias.dm-apne.informaticacloud.com,,503,107,apne2-ias.dm-apne.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2023-02-23T04:57:11Z,2024-03-19T04:56:11Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apne2.dm-apne.informaticacloud.com",apne2.dm-apne.informaticacloud.com,Informatica LLC,apne2-b2bgw.dm-apne.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,05c2f8e6dc218c5712d2082f16366ca4,1a923df827b19d023d10e350fe2c6bc2af1c86b7119cf01e69a7ff1877435a48,ctls,apne2-ias.dm-apne.informaticacloud.com,443,https://apne2-ias.dm-apne.informaticacloud.com:443,https,,text/html,GET,35.72.206.76,/,-1654418437,3.114.128.228,4,False,,,,,,,
apne2-ing.dm-apne.informaticacloud.com,,404,,apne2-ing.dm-apne.informaticacloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T04:57:11Z,2024-03-19T04:56:11Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apne2.dm-apne.informaticacloud.com",apne2.dm-apne.informaticacloud.com,Informatica LLC,apne2-b2bgw.dm-apne.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,05c2f8e6dc218c5712d2082f16366ca4,1a923df827b19d023d10e350fe2c6bc2af1c86b7119cf01e69a7ff1877435a48,ctls,apne2-ing.dm-apne.informaticacloud.com,443,https://apne2-ing.dm-apne.informaticacloud.com:443,https,,,GET,52.194.138.36,/,-1840324437,35.79.250.101,1,False,,,,,,,
apne2-opsinsights.dm-apne.informaticacloud.com,,404,,apne2-opsinsights.dm-apne.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-20T06:29:31Z,2024-04-13T06:28:31Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apne2-opsinsights.dm-apne.informaticacloud.com",apne2-opsinsights.dm-apne.informaticacloud.com,Informatica LLC,apne2-opsinsights.dm-apne.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,30e326e8761998286d85f5e8fe7b367f,3b065362bfd4deedac33d26c259452c3d8d81962fdc132492b1a0712ab589ce3,ctls,apne2-opsinsights.dm-apne.informaticacloud.com,443,https://apne2-opsinsights.dm-apne.informaticacloud.com:443,https,istio-envoy,,GET,52.69.218.55,/,-1840324437,35.73.27.226,1,False,,,,,,,
apne2-sfdc-cai.dm-apne.informaticacloud.com,,404,,apne2-sfdc-cai.dm-apne.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-15T13:01:16Z,2024-03-11T13:00:16Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apne2-cai.dm-apne.informaticacloud.com",apne2-cai.dm-apne.informaticacloud.com,Informatica LLC,apne2-sfdc-cai.dm-apne.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,6ed64d5ec4c882f1c590a3d77dc1360f,de3c99b97ca8f4e87205e41b2302b069ad8b1421cee7f24366820ac3e80a1b12,ctls,apne2-sfdc-cai.dm-apne.informaticacloud.com,443,https://apne2-sfdc-cai.dm-apne.informaticacloud.com:443,https,istio-envoy,,GET,3.115.209.153,/,-1840324437,54.249.165.59,1,False,,,,,,,
apne2.dm-apne.informaticacloud.com,,503,107,apne2.dm-apne.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-02T14:31:04Z,2024-02-27T14:30:04Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm-apne.informaticacloud.com",dm-apne.informaticacloud.com,Informatica LLC,content.dm-apne.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,8cd691f29bfd972f7a91e0957258a927,cfd0a9ab9416a09d01dfc5ab6cd2b2062ed3a4de4bec69a0835d99308fafa02d,ctls,apne2.dm-apne.informaticacloud.com,443,https://apne2.dm-apne.informaticacloud.com:443,https,,text/html,GET,3.33.194.236,/,-679384095,15.197.232.65,4,False,,,,,,,
app.informatica.com,,200,145,app.informatica.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-10T00:00:00Z,2023-11-15T23:59:59Z,CN=*.informatica.com,*.informatica.com,,informatica.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c45d66b46a0d770042062c54da2e2abf,9142ee1f266ae9b2ac385c4dee0064706efa7acb8bf79e565f0bc038bb8b8ae8,ctls,app.informatica.com,443,https://app.informatica.com:443,https,envoy,text/html,GET,52.10.126.40,/,-1669815861,54.148.194.165,7,False,url=rain.focus#home.do,HSTS,True,,,,
apse1-apic.dm-ap.informaticacloud.com,,404,,apse1-apic.dm-ap.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-12T12:27:03Z,2024-07-06T12:26:03Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apse1-apic.dm-ap.informaticacloud.com",apse1-apic.dm-ap.informaticacloud.com,Informatica LLC,apse1-apic.dm-ap.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,902ddd64b35a78651f1692dfc3ede8f7,4fc2188473af02437333183d2b218504d4ffa03b469d23692936d8188b08ea05,ctls,apse1-apic.dm-ap.informaticacloud.com,443,https://apse1-apic.dm-ap.informaticacloud.com:443,https,istio-envoy,,GET,54.253.168.64,/,-1840324437,13.237.158.146,1,False,,,,,,,
apse1-apigw.dm-ap.informaticacloud.com,,200,302,apse1-apigw.dm-ap.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-24T13:08:11Z,2024-02-18T13:07:11Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apse1-apim.dm-ap.informaticacloud.com",apse1-apim.dm-ap.informaticacloud.com,Informatica LLC,apse1-apigw.dm-ap.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,0db076ef2d2cefb4cdf409a054cd9908,a67196259ee5670caf8abbe60c4d4a1e985c4195fc5e84f2eb40fb8e6e6c3898,ctls,apse1-apigw.dm-ap.informaticacloud.com,443,https://apse1-apigw.dm-ap.informaticacloud.com:443,https,,text/html,GET,13.54.93.82,/,-1655234758,3.104.72.90,1,False,,,,,,,
apse1-apigw.dm1-apse.informaticacloud.com,,200,302,apse1-apigw.dm1-apse.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-24T07:05:28Z,2024-03-20T07:04:28Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apse1-apim.dm1-apse.informaticacloud.com",apse1-apim.dm1-apse.informaticacloud.com,Informatica LLC,apse1-apigw.dm1-apse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,3aa64306602339ddd0989c2ccb449e33,1d71b1739b9fc2cacf3ff8053c7d67fddb9c47b8bb2ff1f5e76278f0bf83b4e3,ctls,apse1-apigw.dm1-apse.informaticacloud.com,443,https://apse1-apigw.dm1-apse.informaticacloud.com:443,https,,text/html,GET,20.198.160.160,/,-1655234758,20.198.160.160,1,False,,,,,,,
apse1-apim.dm-ap.informaticacloud.com,HTTP Status 404 – Not Found,404,431,apse1-apim.dm-ap.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-24T13:08:11Z,2024-02-18T13:07:11Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apse1-apim.dm-ap.informaticacloud.com",apse1-apim.dm-ap.informaticacloud.com,Informatica LLC,apse1-apigw.dm-ap.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,0db076ef2d2cefb4cdf409a054cd9908,a67196259ee5670caf8abbe60c4d4a1e985c4195fc5e84f2eb40fb8e6e6c3898,ctls,apse1-apim.dm-ap.informaticacloud.com,443,https://apse1-apim.dm-ap.informaticacloud.com:443,https,apimgm,text/html,GET,54.253.188.237,/,-230353730,54.206.128.176,1,False,,,,,,,
apse1-apim.dm1-apse.informaticacloud.com,HTTP Status 404 – Not Found,404,431,apse1-apim.dm1-apse.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-24T07:05:28Z,2024-03-20T07:04:28Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apse1-apim.dm1-apse.informaticacloud.com",apse1-apim.dm1-apse.informaticacloud.com,Informatica LLC,apse1-apigw.dm1-apse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,3aa64306602339ddd0989c2ccb449e33,1d71b1739b9fc2cacf3ff8053c7d67fddb9c47b8bb2ff1f5e76278f0bf83b4e3,ctls,apse1-apim.dm1-apse.informaticacloud.com,443,https://apse1-apim.dm1-apse.informaticacloud.com:443,https,apimgm,text/html,GET,20.195.113.137,/,-230353730,20.195.113.137,1,False,,,,,,,
apse1-b2bgw.dm1-apse.informaticacloud.com,,200,126,apse1-b2bgw.dm1-apse.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-07T04:29:38Z,2024-03-31T04:28:38Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apse1.dm1-apse.informaticacloud.com",apse1.dm1-apse.informaticacloud.com,Informatica LLC,apse1-b2bgw.dm1-apse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,3865cbc3724c52e2d59d21eeb99bf220,10e7f0eb33aa50ff091d5269676c3ba8498bfca5b97a6a1e7ce396956c1e6a10,ctls,apse1-b2bgw.dm1-apse.informaticacloud.com,443,https://apse1-b2bgw.dm1-apse.informaticacloud.com:443,https,unknown,text/html,GET,20.197.81.101,/,1788855989,20.197.81.101,8,False,URL=/b2b-gw/login.jsp,,,,,,
apse1-cai.dm-ap.informaticacloud.com,,404,,apse1-cai.dm-ap.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-11T04:57:45Z,2023-11-05T04:56:45Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apse1-cai.dm-ap.informaticacloud.com",apse1-cai.dm-ap.informaticacloud.com,Informatica LLC,apse1-sfdc-cai.dm-ap.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,0f355a311389bc5fdf1af25e792e44df,7c5e255c7d69d0e953ba06667b2e3f8875b4c44c3b79c9d239d9901aa9ee95e3,ctls,apse1-cai.dm-ap.informaticacloud.com,443,https://apse1-cai.dm-ap.informaticacloud.com:443,https,istio-envoy,,GET,13.211.250.35,/,-1840324437,13.236.132.34,1,False,,,,,,,
apse1-cai.dm1-apse.informaticacloud.com,HTTP Status 404 – Not Found,404,653,apse1-cai.dm1-apse.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2023-03-14T11:22:15Z,2024-04-07T11:21:15Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apse1-cai.dm1-apse.informaticacloud.com",apse1-cai.dm1-apse.informaticacloud.com,Informatica LLC,apse1-sfdc-cai.dm1-apse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,cde53f13ff10b06915124992e7cee442,d64002b62727fef1eb2268d17bedf162efb72ced3f9e867ded3471061973ff99,ctls,apse1-cai.dm1-apse.informaticacloud.com,443,https://apse1-cai.dm1-apse.informaticacloud.com:443,https,,text/html,GET,20.197.107.249,/,-429556307,20.197.107.249,1,False,,HSTS,,,,,
apse1-cdsd.dm-ap.informaticacloud.com,,404,,apse1-cdsd.dm-ap.informaticacloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-20T11:03:32Z,2024-08-13T11:02:32Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apse1.dm-ap.informaticacloud.com",apse1.dm-ap.informaticacloud.com,Informatica LLC,apse1-b2bgw.dm-ap.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,8111156c1acbe2c245de095fad0f90e0,81a2bc8a835d44da536fa2e4b01b81d8f7d58bfa31947cce8cea62260a28f41e,ctls,apse1-cdsd.dm-ap.informaticacloud.com,443,https://apse1-cdsd.dm-ap.informaticacloud.com:443,https,,,GET,54.66.101.140,/,-1840324437,3.104.139.116,1,False,,,,,,,
apse1-cih.dm-ap.informaticacloud.com,,200,124,apse1-cih.dm-ap.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-04T07:15:08Z,2024-05-28T07:14:08Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apse1.dm-ap.informaticacloud.com",apse1.dm-ap.informaticacloud.com,Informatica LLC,apse1-b2bgw.dm-ap.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,820bc48a9b718423156f1a633e758457,3453bf4b913d69ff527a325aab0782497c30aba8bb618dcbc38522b99e4d9818,ctls,apse1-cih.dm-ap.informaticacloud.com,443,https://apse1-cih.dm-ap.informaticacloud.com:443,https,unknown,text/html,GET,13.54.190.18,/,1793249149,54.79.51.205,8,False,URL=/dih-console/login.jsp,Amazon Web Services,,,,,
apse1-cih.dm1-apse.informaticacloud.com,,200,124,apse1-cih.dm1-apse.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-07T04:29:38Z,2024-03-31T04:28:38Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=apse1.dm1-apse.informaticacloud.com",apse1.dm1-apse.informaticacloud.com,Informatica LLC,apse1-b2bgw.dm1-apse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,3865cbc3724c52e2d59d21eeb99bf220,10e7f0eb33aa50ff091d5269676c3ba8498bfca5b97a6a1e7ce396956c1e6a10,ctls,apse1-cih.dm1-apse.informaticacloud.com,443,https://apse1-cih.dm1-apse.informaticacloud.com:443,https,unknown,text/html,GET,20.198.160.172,/,1793249149,20.198.160.172,8,False,URL=/dih-console/login.jsp,,,,,,
