new,host,a,soa,status_code,cname,cdn,cdn-name,txt,ns,aaaa,mx,caa
[x],use6-apigw.dm-us.informaticacloud.com,"54.89.203.68, 54.82.253.221","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,apigw-prod-pod6-worker-617560370.us-east-1.elb.amazonaws.com,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,
[x],use6-apim.dm-us.informaticacloud.com,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,apim-prod-pod6-manager-1156298567.us-east-1.elb.amazonaws.com,,,,,,,
[x],use6-cai.dm-us.informaticacloud.com,"107.23.208.207, 34.196.187.201, 34.233.163.66","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,cai-prod-use6-ext-alb-1096032137.us-east-1.elb.amazonaws.com,,,,,,,
[x],use6-cih.dm-us.informaticacloud.com,"34.200.103.79, 54.84.163.249","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,b2bcih-us-east1-prod-pod6-196399966.us-east-1.elb.amazonaws.com,,,,,,,
[x],use6-dqcloud.dm-us.informaticacloud.com,"54.86.78.136, 3.215.238.111, 3.94.44.88","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dqcloud-ext-nlb-use6-08a7b7aa12333c3c.elb.us-east-1.amazonaws.com,,,,,,,
[x],use6-dqprofile.dm-us.informaticacloud.com,"44.215.25.96, 18.210.97.178, 34.196.249.165","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dqprofiling-pext-nlb-use6-83965e9b48516975.elb.us-east-1.amazonaws.com,,,,,,,
[x],use6-ias.dm-us.informaticacloud.com,"35.170.109.251, 107.21.210.140","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,ias-prod-use6-ext-elb-1307374956.us-east-1.elb.amazonaws.com,,,,,,,
[x],use6-ing.dm-us.informaticacloud.com,"107.23.243.168, 34.194.46.249, 184.72.229.171","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,a5962220ccf6d476fb0f5d93d2f2c8cb-0705634303d14ccd.elb.us-east-1.amazonaws.com,,,,,,,
[x],use6-mdm.dm-us.informaticacloud.com,"54.205.80.117, 52.73.225.27, 34.194.194.161","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,acbe83892adbd45268003ed0374db110-1282195186.us-east-1.elb.amazonaws.com,,,,,,,
[x],use6-opsinsights.dm-us.informaticacloud.com,"54.152.190.130, 54.209.4.20","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,opsinsight-alb-prod-ext-use-2008851321.us-east-1.elb.amazonaws.com,,,,,,,
[x],use6-sfdc-cai.dm-us.informaticacloud.com,"34.196.187.201, 107.23.208.207, 34.233.163.66","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"use6-cai.dm-us.informaticacloud.com, cai-prod-use6-ext-alb-1096032137.us-east-1.elb.amazonaws.com",,,,,,,
[x],use6.dm-us.informaticacloud.com,"3.33.248.254, 15.197.250.84","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,a36ab41470c4ec4a6.awsglobalaccelerator.com,,,,,,,
[x],usw1-apigw.dm1-us.informaticacloud.com,52.148.151.161,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,azure,,,,,
[x],usw1-apigw.dm2-staging.informaticacloud.com,34.111.247.71,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-apigw.dmr-us.informaticacloud.com,"54.71.119.218, 52.35.80.154","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,apigw-prod-preview-worker-498723355.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-apim.dm-staging.informaticacloud.com,"52.25.111.145, 35.155.186.218","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,apim-r31-usw1-staging-manager-109202015.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-apim.dm1-staging.informaticacloud.com,52.149.57.131,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,azure,,"ns-1011.awsdns-62.net, ns-1411.awsdns-48.org, ns-1708.awsdns-21.co.uk, ns-349.awsdns-43.com",,,
[x],usw1-apim.dm2-staging.informaticacloud.com,34.160.180.88,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-apim.dm2-us.informaticacloud.com,34.102.231.96,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-apim.dmp-us.informaticacloud.com,"44.238.19.126, 34.218.128.248","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,apigw-mgr-alb-preview-c360-1167790336.us-west-2.elb.amazonaws.com,,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,
[x],usw1-apim.dmr-us.informaticacloud.com,"54.213.93.86, 52.27.181.169","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,apim-prod-usw1-preview-manager-1327059186.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-b2bgw.dm-staging.informaticacloud.com,"52.24.140.68, 35.166.218.188","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,b2bgw-alb-staging-usw1-r31-1211779963.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-b2bgw.dm-us.informaticacloud.com,"54.148.207.153, 34.213.208.221","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,b2b-gw-alb-prod-usw1-1968639772.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-b2bgw.dm1-staging.informaticacloud.com,20.72.218.113,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],usw1-b2bgw.dm1-us.informaticacloud.com,20.98.126.68,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],usw1-b2bgw.dm2-staging.informaticacloud.com,35.227.213.87,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-b2bgw.dm2-us.informaticacloud.com,130.211.18.62,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-b2bgw.dmp-us.informaticacloud.com,"34.214.144.66, 52.25.90.199","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,b2b-preview-alb-c360-usw1-905438210.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-b2bgw.dmr-us.informaticacloud.com,"52.88.68.213, 52.11.186.104","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,b2b-gw-alb-prod-preview-usw1-1598693219.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-cai-sfdc.dm-staging.informaticacloud.com,"35.162.0.233, 35.82.151.129, 54.184.152.150","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"usw1-cai.dm-staging.informaticacloud.com, cai-staging-usw1-ext-alb-1697849704.us-west-2.elb.amazonaws.com",,,,,,,
[x],usw1-cai-sfdc.dm1-staging.informaticacloud.com,52.143.89.168,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,usw1-cai.dm1-staging.informaticacloud.com,True,azure,,"ns-1011.awsdns-62.net, ns-1411.awsdns-48.org, ns-1708.awsdns-21.co.uk, ns-349.awsdns-43.com",,,
[x],usw1-cai.dm-staging.informaticacloud.com,"35.162.0.233, 35.82.151.129, 54.184.152.150","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,cai-staging-usw1-ext-alb-1697849704.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-cai.dm1-staging-parallel.informaticacloud.com,51.143.123.88,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,azure,,,,,
[x],usw1-cai.dm1-us-parallel.informaticacloud.com,,,NOERROR,,,,,,,,
[x],usw1-cai.dm1-us.informaticacloud.com,40.91.75.182,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,azure,,"ns-1011.awsdns-62.net, ns-1411.awsdns-48.org, ns-1708.awsdns-21.co.uk, ns-349.awsdns-43.com",,,
[x],usw1-cai.dm2-staging.informaticacloud.com,,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-cai.dm2-us.informaticacloud.com,34.98.113.123,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-cai.dmp-us.informaticacloud.com,"52.32.88.4, 35.165.114.47, 52.10.182.104","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,cai-preview-c360-usw1-ext-alb-208884628.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-cdv.dm-staging.informaticacloud.com,"44.224.226.126, 34.210.140.170","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,cdv-staging-usw1-alb-926845335.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-cdv.dmp-us.informaticacloud.com,"44.240.97.24, 52.27.10.160","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,cdv-preview-c360-usw1-alb-1350361425.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-cdv.dmr-us.informaticacloud.com,"44.241.37.127, 34.215.238.26","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,cdv-preview-usw1-alb-1073489314.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-cih.dm-staging.informaticacloud.com,"35.166.167.82, 52.42.15.80","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,b2bcih-prod-r31-usw1-staging-1797861761.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-cih.dm2-staging.informaticacloud.com,34.149.148.43,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-cih.dm2-us.informaticacloud.com,34.98.83.83,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-dqcloud.dm1-us.informaticacloud.com,20.72.192.142,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],usw1-dqcloud.dm2-staging.informaticacloud.com,34.98.105.16,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,"ns-1011.awsdns-62.net, ns-1411.awsdns-48.org, ns-1708.awsdns-21.co.uk, ns-349.awsdns-43.com",,,
[x],usw1-dqcloud.dm2-us.informaticacloud.com,,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-dqcloud.dmp-us.informaticacloud.com,"44.241.151.186, 52.88.217.112","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dqcloud-ext-nlb-c360-0c498526c3a995f5.elb.us-west-2.amazonaws.com,,,,,,,
[x],usw1-dqcloud.dmr-us.informaticacloud.com,"52.24.170.4, 34.215.114.144","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dqcloud-ext-nlb-prerel-c8e49b3bd36d9930.elb.us-west-2.amazonaws.com,,,,,,,
[x],usw1-dqprofile.dm-staging.informaticacloud.com,"52.39.22.226, 44.239.207.158","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dqprofiling-pext-nlb-usw1stg-a3e219dc2afe29c6.elb.us-west-2.amazonaws.com,,,,,,,
[x],usw1-dqprofile.dm2-staging.informaticacloud.com,,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-dqprofile.dm2-us.informaticacloud.com,34.111.232.139,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-dqprofile.dmp-us.informaticacloud.com,,"ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dqprofiling-pext-nlb-c360-6b7c7e361c59594f.elb.us-west-2.amazonaws.com,,,,,,,
[x],usw1-dqprofile.dmr-us.informaticacloud.com,"35.163.176.114, 52.11.75.135","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dqprofiling-pext-nlb-prerel-ef3f18b06f8336eb.elb.us-west-2.amazonaws.com,,,,,,,
[x],usw1-dsml.dmp-us.informaticacloud.com,"35.161.199.88, 52.42.54.131","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,cdi-preview-c360-usw1-ml-alb-1357415218.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-dsml.dmr-us.informaticacloud.com,"44.240.105.246, 35.82.255.159","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,cdi-preview-usw1-ml-alb-48518448.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-ias.dm-staging.informaticacloud.com,"54.148.200.146, 52.38.208.174","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,ias-staging-usw1-ext-elb-274724634.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-ias.dm1-staging.informaticacloud.com,40.91.73.235,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,azure,,,,,
[x],usw1-ias.dm1-us.informaticacloud.com,52.137.104.108,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,azure,,,,,
[x],usw1-ias.dm2-staging.informaticacloud.com,34.111.120.106,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-ias.dmp-us.informaticacloud.com,"54.186.46.158, 100.21.39.96","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,ias-preview-c360-usw1-ext-elb-619977317.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-idms.dm-staging.informaticacloud.com,"52.43.209.19, 54.184.163.56","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,cdipc-staging-usw1-ext-elb-1306030566.us-west-2.elb.amazonaws.com,,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,
[x],usw1-idms.dmr-us.informaticacloud.com,"52.43.14.159, 52.88.131.47","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,cdipc-preview-usw1-ext-elb-837932402.us-west-2.elb.amazonaws.com,,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,
[x],usw1-ing.dm-staging.informaticacloud.com,"52.38.192.217, 52.25.234.9, 44.229.129.56","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,a7d3b1362040a496e8826b9dad2f4d33-80823ff1b54b7059.elb.us-west-2.amazonaws.com,,,,,,,
[x],usw1-ing.dm1-staging.informaticacloud.com,40.91.94.84,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,azure,,,,,
[x],usw1-ing.dm1-us.informaticacloud.com,20.190.23.66,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,azure,,,,,
[x],usw1-ing.dm2-staging.informaticacloud.com,34.145.104.135,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-ing.dm2-us.informaticacloud.com,35.203.139.236,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-ing.dmp-us.informaticacloud.com,"54.69.28.5, 44.232.154.218, 54.71.100.175","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,a26cc2608fdf64ab193df0fd859fe9ed-f1ee54be5d54a1ef.elb.us-west-2.amazonaws.com,,,,,,,
[x],usw1-ing.dmr-us.informaticacloud.com,"52.39.210.131, 44.233.83.113, 54.190.246.62","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,a85899b8e2bd04adb803a41036387d7e-81f10558aa371ee6.elb.us-west-2.amazonaws.com,,,,,,,
[x],usw1-mdm.dm2-staging.informaticacloud.com,34.83.111.68,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-mdm.dm2-us.informaticacloud.com,,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-mdm.dmp-us.informaticacloud.com,"35.82.166.105, 52.40.121.169, 54.149.95.181","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,a0c310dfb61204b76971fb46f7600386-1351945183.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-opsinsights.dm-staging.informaticacloud.com,"34.209.39.198, 35.163.211.172","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,opsinsight-stg-ext-usw-alb-1835403550.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-opsinsights.dm1-us.informaticacloud.com,52.143.78.26,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,azure,,,,,
[x],usw1-opsinsights.dm2-us.informaticacloud.com,34.117.148.120,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1-opsinsights.dmp-us.informaticacloud.com,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,opsinsight-prv-extc360usw1-alb-897217908.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw1-sfdc-cai.dm1-us.informaticacloud.com,40.91.75.182,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,usw1-cai.dm1-us.informaticacloud.com,True,azure,,,,,
[x],usw1-sfdc-cai.dm2-staging.informaticacloud.com,34.110.187.171,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,usw1-cai.dm2-staging.informaticacloud.com,True,google,,,,,
[x],usw1-sfdc-cai.dmr-us.informaticacloud.com,"54.69.119.73, 54.201.190.14, 54.185.219.121","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"usw1-cai.dmr-us.informaticacloud.com, cai-preview-usw1-ext-alb-2046343620.us-west-2.elb.amazonaws.com",,,,,,,
[x],usw1.dm1-staging.informaticacloud.com,51.143.107.83,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,azure,,,,,
[x],usw1.dm2-staging.informaticacloud.com,34.111.0.32,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw1.dm2-us.informaticacloud.com,35.190.36.145,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,google,,,,,
[x],usw3-apigw.dm-us.informaticacloud.com,"54.187.153.215, 54.213.10.238","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,apigw-prod-pod3-worker-1965398744.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw3-apigw.dm1-us.informaticacloud.com,52.143.73.20,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,azure,,,,,
[x],usw3-apim.dm1-us.informaticacloud.com,,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,azure,,,,,
[x],usw3-b2bgw.dm-us.informaticacloud.com,"52.88.82.187, 54.68.163.118","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,b2b-gw-alb-prod-usw3-695256923.us-west-2.elb.amazonaws.com,,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net, ns-1011.awsdns-62.net, ns-1411.awsdns-48.org, ns-1708.awsdns-21.co.uk, ns-349.awsdns-43.com",,,
[x],usw3-b2bgw.dm1-us.informaticacloud.com,20.83.82.250,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],usw3-cai.dm1-us.informaticacloud.com,52.149.25.246,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,azure,,,,,
[x],usw3-dqcloud.dm-us.informaticacloud.com,"44.224.65.225, 35.160.118.41, 100.20.52.68","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dqcloud-ext-nlb-usw3-cb61b9bf409d2a97.elb.us-west-2.amazonaws.com,,,,,,,
[x],usw3-dqprofile.dm-us.informaticacloud.com,"52.13.73.105, 35.167.41.132, 54.212.53.57","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dqprofiling-pext-nlb-usw3-413be7513cf76baf.elb.us-west-2.amazonaws.com,,,,,,,
[x],usw3-dqprofile.dm1-us.informaticacloud.com,20.69.172.18,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],usw3-ias.dm-us.informaticacloud.com,"54.148.232.178, 44.230.59.93","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,ias-prod-usw3-ext-elb-1023510674.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw3-ias.dm1-us.informaticacloud.com,52.156.99.68,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,azure,,,,,
[x],usw3-ing.dm-us.informaticacloud.com,"35.81.236.173, 44.236.106.92, 18.236.49.30","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,a684bec931b8a4f84b7532fa9695b76a-8175bf8eec5728f7.elb.us-west-2.amazonaws.com,,,,,,,
[x],usw3-ing.dm1-us.informaticacloud.com,20.83.72.183,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],usw3-mdm.dm1-us.informaticacloud.com,52.149.19.64,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,azure,,,,,
[x],usw3-opsinsights.dm-us.informaticacloud.com,"54.68.69.220, 52.26.103.122","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,opsinsight-alb-prod-ext-usw-426341463.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw3-opsinsights.dm1-us.informaticacloud.com,52.143.78.26,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,azure,,,,,
[x],usw3-sfdc-cai.dm1-us.informaticacloud.com,52.149.25.246,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,usw3-cai.dm1-us.informaticacloud.com,True,azure,,,,,
[x],usw3.dm1-us.informaticacloud.com,52.143.73.185,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,True,azure,,,,,
[x],usw5-apigw.dm-us.informaticacloud.com,"54.68.34.162, 54.69.4.218","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,apigw-alb-prod-usw5-650719995.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw5-apim.dm-us.informaticacloud.com,"44.239.4.119, 44.236.124.55","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,apim-alb-prod-usw5-572778178.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw5-cai.dm-us.informaticacloud.com,"54.148.87.107, 52.42.39.208, 44.241.148.216","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,cai-prod-usw5-ext-alb-590497830.us-west-2.elb.amazonaws.com,,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,
[x],usw5-dqcloud.dm-us.informaticacloud.com,,"ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dqcloud-ext-nlb-usw5-80d98743d2858261.elb.us-west-2.amazonaws.com,,,,,,,
[x],usw5-dqprofile.dm-us.informaticacloud.com,"54.68.251.204, 44.235.129.27, 54.148.92.187","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dqprofiling-pext-nlb-usw5-6806b8e002b811d5.elb.us-west-2.amazonaws.com,,,,,,,
[x],usw5-dsml.dm-us.informaticacloud.com,"100.22.11.135, 52.10.164.151","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,cdi-prod-usw5-ml-alb-1408259613.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw5-ias.dm-us.informaticacloud.com,"52.42.0.87, 44.236.145.148","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,ias-prod-usw5-ext-elb-1481447838.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw5-ing.dm-us.informaticacloud.com,"35.166.146.85, 35.166.54.189, 34.211.185.192","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,a02671c3d07e648618047ba13d06d59f-ae1c31472524b20b.elb.us-west-2.amazonaws.com,,,,,,,
[x],usw5-mdm.dm-us.informaticacloud.com,,"ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,a306df1fd3f664e5980945ebcf27ab90-e1f4375864419797.elb.us-west-2.amazonaws.com,,,,,,,
[x],usw5-opsinsights.dm-us.informaticacloud.com,"52.26.103.122, 54.68.69.220","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,opsinsight-alb-prod-ext-usw-426341463.us-west-2.elb.amazonaws.com,,,,,,,
[x],usw5.dm-us.informaticacloud.com,"99.83.232.232, 75.2.67.68","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,a054848ea79c68445.awsglobalaccelerator.com,,,,,,,
[x],videos.informatica.com,198.202.141.84,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,v=spf1 include:spf.protection.outlook.com -all,,,,
[x],vpd.informatica.com,162.220.28.202,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,v=spf1 include:spf.protection.outlook.com -all,,,,
[x],vpdn.informatica.com,4.16.147.2,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
[x],vpn-test.geo.informatica.com,12.231.122.195,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,2001:1890:135f:5400::2,,
[x],vpn-test.informatica.com,12.231.122.195,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,vpn-test.geo.informatica.com,,,,,2001:1890:135f:5400::2,,
[x],vpn.geo.informatica.com,194.165.163.133,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,2607:ff60:400a::2,,
[x],vpnusw2ap.informatica.com,54.148.237.53,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,v=spf1 include:spf.protection.outlook.com -all,,,,
[x],vpnusw2bn.informatica.com,54.186.189.17,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,v=spf1 include:spf.protection.outlook.com -all,,,,
[x],vpnusw2bp.informatica.com,,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,v=spf1 include:spf.protection.outlook.com -all,,,,
[x],vtl.informatica.com,198.202.141.84,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,v=spf1 include:spf.protection.outlook.com -all,,,,
